ablation_type,ablation,samples,method,base_sigma68_ns,ablated_sigma68_ns,delta_sigma68_ns,ci_low,ci_high,n_pair_residuals,heldout_runs
sample,3,3,of_2_10,3.071211092987055,3.082928507843012,0.01171741485595712,-0.0018589836120606051,0.018224580383303657,1224,"42,57,64,65"
sample,3,3,of_3_11,2.8544301033019983,2.8550424986267067,0.0006123953247083591,-0.008540522308351672,0.013181781768798917,1224,"42,57,64,65"
sample,3,3,of_4_12,2.760614327392577,2.760614327392577,0.0,0.0,0.0,1224,"42,57,64,65"
sample,3,3,of_5_13,2.693265431442259,2.693265431442259,0.0,0.0,0.0,1224,"42,57,64,65"
sample,3,3,ml_ridge_residual,1.974360668523108,16.15402420176822,14.179663533245112,13.565127252099035,24.38931490635077,1224,"42,57,64,65"
sample,4,4,cfd20,3.1884502039551736,11.793409664303065,8.60495946034789,7.242818793535232,23.39441684857011,1224,"42,57,64,65"
sample,4,4,template_phase,2.5232181251049006,2.7592832834720618,0.23606515836716113,-3.552713678800501e-15,0.24999999999999645,1224,"42,57,64,65"
sample,4,4,of_1_9,3.0530672073364196,3.3036684722900374,0.2506012649536178,0.2154710499572774,0.2724640029907266,1224,"42,57,64,65"
sample,4,4,of_2_10,3.071211092987055,3.293461799621575,0.22225070663452007,0.1816592216491726,0.25285998748779637,1224,"42,57,64,65"
sample,4,4,of_3_11,2.8544301033019983,3.0996243209838834,0.2451942176818851,0.2114592285156256,0.29341936111450195,1224,"42,57,64,65"
sample,4,4,of_4_12,2.760614327392577,2.966329806365964,0.20571547897338727,0.16384027523994102,0.2939713001251203,1224,"42,57,64,65"
sample,4,4,of_5_13,2.693265431442259,2.693265431442259,0.0,0.0,0.0,1224,"42,57,64,65"
sample,4,4,ml_ridge_residual,1.974360668523108,13.952539339180806,11.978178670657698,10.089856253598969,25.620790066221154,1224,"42,57,64,65"
sample,5,5,cfd20,3.1884502039551736,1.1635657169437406,-2.024884487011433,-2.2057901835918323,-1.8024753935042217,1224,"42,57,64,65"
sample,5,5,template_phase,2.5232181251049006,2.7732181251049006,0.25,-0.23606515836715403,0.486065158367154,1224,"42,57,64,65"
sample,5,5,of_1_9,3.0530672073364196,3.5079558782958933,0.4548886709594737,0.28933968467712606,0.6082877024841289,1224,"42,57,64,65"
sample,5,5,of_2_10,3.071211092987055,3.4466383934020985,0.3754273004150437,0.2365875244140625,0.5775906668663059,1224,"42,57,64,65"
sample,5,5,of_3_11,2.8544301033019983,3.2567220964050296,0.4022919931030313,0.23537976455688892,0.5939804077148487,1224,"42,57,64,65"
sample,5,5,of_4_12,2.760614327392577,3.0657458305358865,0.3051315031433095,0.10029452133178296,0.5472421646118235,1224,"42,57,64,65"
sample,5,5,of_5_13,2.693265431442259,2.9351949691772456,0.2419295377349866,0.08229994140625019,0.5650309143066377,1224,"42,57,64,65"
sample,5,5,ml_ridge_residual,1.974360668523108,3.7581532697724285,1.7837926012493204,1.6652146247469606,1.8878790759619548,1224,"42,57,64,65"
sample,6,6,cfd20,3.1884502039551736,2.258515452661514,-0.9299347512936595,-1.0820685119628912,-0.65790676486492,1224,"42,57,64,65"
sample,6,6,template_phase,2.5232181251049006,2.2592832834720618,-0.26393484163283887,-0.5,0.1605243076896712,1224,"42,57,64,65"
sample,6,6,of_1_9,3.0530672073364196,2.876996476135254,-0.17607073120116556,-0.22829926391601285,-0.13059065103530546,1224,"42,57,64,65"
sample,6,6,of_2_10,3.071211092987055,2.90569429397583,-0.16551679901122496,-0.20229267410278107,-0.11600589752196688,1224,"42,57,64,65"
sample,6,6,of_3_11,2.8544301033019983,2.7421141348266596,-0.11231596847533876,-0.14540931137084678,-0.036197900772091174,1224,"42,57,64,65"
sample,6,6,of_4_12,2.760614327392577,2.712577479400635,-0.048036847991941745,-0.15849504470825204,0.07412184280396028,1224,"42,57,64,65"
sample,6,6,of_5_13,2.693265431442259,2.33302767654419,-0.3602377548980691,-0.4987422882156372,-0.188863319091789,1224,"42,57,64,65"
sample,6,6,ml_ridge_residual,1.974360668523108,3.4919760040596426,1.5176153355365345,1.3038673888345884,1.808488174203024,1224,"42,57,64,65"
sample,7,7,cfd20,3.1884502039551736,2.967807212352752,-0.22064299160242173,-0.7790310473442066,-0.05548154723644494,1224,"42,57,64,65"
sample,7,7,template_phase,2.5232181251049006,2.523218125104904,3.552713678800501e-15,0.0,0.25,1224,"42,57,64,65"
sample,7,7,of_1_9,3.0530672073364196,3.2118527889251705,0.1587855815887509,-0.05781602859496848,0.25990145492554007,1224,"42,57,64,65"
sample,7,7,of_2_10,3.071211092987055,3.1890953540801994,0.11788426109314454,-0.09338719558715525,0.247210094451912,1224,"42,57,64,65"
sample,7,7,of_3_11,2.8544301033019983,3.204841654815673,0.35041155151367454,0.09516507415772042,0.4400994091033965,1224,"42,57,64,65"
sample,7,7,of_4_12,2.760614327392577,3.1328346252441404,0.3722202978515634,0.1928020525093107,0.4190227298736562,1224,"42,57,64,65"
sample,7,7,of_5_13,2.693265431442259,2.7882977485656735,0.09503231712341442,-0.04380364387511326,0.20630887565613065,1224,"42,57,64,65"
sample,7,7,ml_ridge_residual,1.974360668523108,3.308327039429884,1.333966370906776,0.339840015238971,1.7646959736159498,1224,"42,57,64,65"
sample,8,8,cfd20,3.1884502039551736,3.0389195137405407,-0.14953069021463294,-0.6956192591724352,0.0067186355590784785,1224,"42,57,64,65"
sample,8,8,template_phase,2.5232181251049006,2.7732181251049006,0.25,0.013934841632845973,0.25000000000000355,1224,"42,57,64,65"
sample,8,8,of_1_9,3.0530672073364196,2.982872459411618,-0.07019474792480151,-0.39617300033569336,0.078512484664917,1224,"42,57,64,65"
sample,8,8,of_2_10,3.071211092987055,3.0297317304229727,-0.041479362564082134,-0.34446757156371666,0.11669872772217094,1224,"42,57,64,65"
sample,8,8,of_3_11,2.8544301033019983,2.901103946685789,0.04667384338379055,-0.202498435974114,0.1385826933288583,1224,"42,57,64,65"
sample,8,8,of_4_12,2.760614327392577,2.815739952011106,0.05512562461852921,-0.16803996849059288,0.0839072360229478,1224,"42,57,64,65"
sample,8,8,of_5_13,2.693265431442259,2.6885882311248777,-0.004677200317381391,-0.22818374633788752,0.16577990341186455,1224,"42,57,64,65"
sample,8,8,ml_ridge_residual,1.974360668523108,3.1188676606213943,1.1445069920982862,0.2501036049922165,1.9030593103323983,1224,"42,57,64,65"
sample,9,9,cfd20,3.1884502039551736,3.0543113529682167,-0.134138850986957,-0.5076991559267068,-0.02933539450168432,1224,"42,57,64,65"
sample,9,9,template_phase,2.5232181251049006,2.7592832834720618,0.23606515836716113,0.0,0.24999999999999645,1224,"42,57,64,65"
sample,9,9,of_1_9,3.0530672073364196,3.0530672073364196,0.0,0.0,0.0,1224,"42,57,64,65"
sample,9,9,of_2_10,3.071211092987055,3.062691402435298,-0.008519690551756831,-0.05644947290420344,0.029277828216548674,1224,"42,57,64,65"
sample,9,9,of_3_11,2.8544301033019983,2.8536869049072213,-0.0007431983947769893,-0.027527055946348994,0.03380270004272834,1224,"42,57,64,65"
sample,9,9,of_4_12,2.760614327392577,2.834471294403074,0.07385696701049715,0.002274629592895927,0.14378752029419495,1224,"42,57,64,65"
sample,9,9,of_5_13,2.693265431442259,2.709161799468993,0.01589636802673411,-0.021179220962523077,0.12877941131591264,1224,"42,57,64,65"
sample,9,9,ml_ridge_residual,1.974360668523108,2.8432855384170503,0.8689248698939422,0.29115826750673346,1.8044935925083152,1224,"42,57,64,65"
sample,10,10,cfd20,3.1884502039551736,3.217007396421429,0.028557192466255543,-0.1748895437717497,0.13505881118774576,1224,"42,57,64,65"
sample,10,10,template_phase,2.5232181251049006,2.5232181251049077,7.105427357601002e-15,0.0,0.23606515836715403,1224,"42,57,64,65"
sample,10,10,of_1_9,3.0530672073364196,3.0530672073364196,0.0,0.0,0.0,1224,"42,57,64,65"
sample,10,10,of_2_10,3.071211092987055,3.071211092987055,0.0,0.0,0.0,1224,"42,57,64,65"
sample,10,10,of_3_11,2.8544301033019983,2.908462429046627,0.054032325744628906,0.002362824096679983,0.11420412063598295,1224,"42,57,64,65"
sample,10,10,of_4_12,2.760614327392577,2.7892455511474594,0.028631223754882473,-0.0889424523162834,0.13452963309287802,1224,"42,57,64,65"
sample,10,10,of_5_13,2.693265431442259,2.6370589256286596,-0.05620650581359943,-0.1075834548950163,0.07335270137786645,1224,"42,57,64,65"
sample,10,10,ml_ridge_residual,1.974360668523108,2.2249835776948896,0.25062290917178154,0.0032854920740934546,1.5682487508182241,1224,"42,57,64,65"
sample,11,11,cfd20,3.1884502039551736,3.2574159653186796,0.06896576136350596,0.010486116192342632,0.20287759590148946,1224,"42,57,64,65"
sample,11,11,template_phase,2.5232181251049006,2.759283283472058,0.23606515836715758,0.0,0.24999999999999517,1224,"42,57,64,65"
sample,11,11,of_1_9,3.0530672073364196,3.0530672073364196,0.0,0.0,0.0,1224,"42,57,64,65"
sample,11,11,of_2_10,3.071211092987055,3.071211092987055,0.0,0.0,0.0,1224,"42,57,64,65"
sample,11,11,of_3_11,2.8544301033019983,2.8544301033019983,0.0,0.0,0.0,1224,"42,57,64,65"
sample,11,11,of_4_12,2.760614327392577,2.764037732086182,0.0034234046936050255,-0.11149879982376042,0.1371209621429439,1224,"42,57,64,65"
sample,11,11,of_5_13,2.693265431442259,2.5505725317382817,-0.14269289970397736,-0.17486572265624645,-0.02829177093506452,1224,"42,57,64,65"
sample,11,11,ml_ridge_residual,1.974360668523108,2.3284052770706114,0.3540446085475033,0.20135883132167232,1.3862922324163982,1224,"42,57,64,65"
sample,12,12,cfd20,3.1884502039551736,3.3615101371473086,0.17305993319213497,0.07543657869100473,0.28249857168198744,1224,"42,57,64,65"
sample,12,12,template_phase,2.5232181251049006,2.7592832834720618,0.23606515836716113,1.7763568394002505e-15,0.25,1224,"42,57,64,65"
sample,12,12,of_1_9,3.0530672073364196,3.0530672073364196,0.0,0.0,0.0,1224,"42,57,64,65"
sample,12,12,of_2_10,3.071211092987055,3.071211092987055,0.0,0.0,0.0,1224,"42,57,64,65"
sample,12,12,of_3_11,2.8544301033019983,2.8544301033019983,0.0,0.0,0.0,1224,"42,57,64,65"
sample,12,12,of_4_12,2.760614327392577,2.760614327392577,0.0,0.0,0.0,1224,"42,57,64,65"
sample,12,12,of_5_13,2.693265431442259,2.5644663543701176,-0.12879907707214144,-0.2548061103820807,-0.06426117103575812,1224,"42,57,64,65"
sample,12,12,ml_ridge_residual,1.974360668523108,2.4409949812772656,0.46663431275415745,0.3106868731633039,1.2140046561300435,1224,"42,57,64,65"
sample,13,13,cfd20,3.1884502039551736,3.512921026349069,0.32447082239389546,0.1601256980299941,0.6734546763822422,1224,"42,57,64,65"
sample,13,13,template_phase,2.5232181251049006,2.759283283472058,0.23606515836715758,1.687538997430243e-15,0.2499999999999929,1224,"42,57,64,65"
sample,13,13,of_1_9,3.0530672073364196,3.0530672073364196,0.0,0.0,0.0,1224,"42,57,64,65"
sample,13,13,of_2_10,3.071211092987055,3.071211092987055,0.0,0.0,0.0,1224,"42,57,64,65"
sample,13,13,of_3_11,2.8544301033019983,2.8544301033019983,0.0,0.0,0.0,1224,"42,57,64,65"
sample,13,13,of_4_12,2.760614327392577,2.760614327392577,0.0,0.0,0.0,1224,"42,57,64,65"
sample,13,13,of_5_13,2.693265431442259,2.693265431442259,0.0,0.0,0.0,1224,"42,57,64,65"
sample,13,13,ml_ridge_residual,1.974360668523108,2.306605180553651,0.33224451203054284,0.15712380952682048,1.0270995936005214,1224,"42,57,64,65"
sample,14,14,cfd20,3.1884502039551736,3.338349150917534,0.1498989469623604,0.11656165271997798,0.245238198693102,1224,"42,57,64,65"
sample,14,14,template_phase,2.5232181251049006,2.7592832834720595,0.2360651583671589,0.0,0.2360651583671589,1224,"42,57,64,65"
sample,14,14,of_1_9,3.0530672073364196,3.0530672073364196,0.0,0.0,0.0,1224,"42,57,64,65"
sample,14,14,of_2_10,3.071211092987055,3.071211092987055,0.0,0.0,0.0,1224,"42,57,64,65"
sample,14,14,of_3_11,2.8544301033019983,2.8544301033019983,0.0,0.0,0.0,1224,"42,57,64,65"
sample,14,14,of_4_12,2.760614327392577,2.760614327392577,0.0,0.0,0.0,1224,"42,57,64,65"
sample,14,14,of_5_13,2.693265431442259,2.693265431442259,0.0,0.0,0.0,1224,"42,57,64,65"
sample,14,14,ml_ridge_residual,1.974360668523108,2.1953819414234603,0.22102127290035223,0.1407357338919617,0.49140774393301356,1224,"42,57,64,65"
sample,15,15,cfd20,3.1884502039551736,3.2766751401805867,0.08822493622541305,0.01733303070068537,0.1940683059394348,1224,"42,57,64,65"
sample,15,15,template_phase,2.5232181251049006,2.759283283472058,0.23606515836715758,0.0,0.23606515836715758,1224,"42,57,64,65"
sample,15,15,of_1_9,3.0530672073364196,3.0530672073364196,0.0,0.0,0.0,1224,"42,57,64,65"
sample,15,15,of_2_10,3.071211092987055,3.071211092987055,0.0,0.0,0.0,1224,"42,57,64,65"
sample,15,15,of_3_11,2.8544301033019983,2.8544301033019983,0.0,0.0,0.0,1224,"42,57,64,65"
sample,15,15,of_4_12,2.760614327392577,2.760614327392577,0.0,0.0,0.0,1224,"42,57,64,65"
sample,15,15,of_5_13,2.693265431442259,2.693265431442259,0.0,0.0,0.0,1224,"42,57,64,65"
sample,15,15,ml_ridge_residual,1.974360668523108,2.1190014929367527,0.14464082441364456,0.06991572710745686,0.20946503695098606,1224,"42,57,64,65"
sample,16,16,cfd20,3.1884502039551736,3.2459126849406923,0.05746248098551865,-0.002984553575515747,0.1954734545373964,1224,"42,57,64,65"
sample,16,16,template_phase,2.5232181251049006,2.5232181251049077,7.105427357601002e-15,0.0,0.23606515836715403,1224,"42,57,64,65"
sample,16,16,of_1_9,3.0530672073364196,3.0530672073364196,0.0,0.0,0.0,1224,"42,57,64,65"
sample,16,16,of_2_10,3.071211092987055,3.071211092987055,0.0,0.0,0.0,1224,"42,57,64,65"
sample,16,16,of_3_11,2.8544301033019983,2.8544301033019983,0.0,0.0,0.0,1224,"42,57,64,65"
sample,16,16,of_4_12,2.760614327392577,2.760614327392577,0.0,0.0,0.0,1224,"42,57,64,65"
sample,16,16,of_5_13,2.693265431442259,2.693265431442259,0.0,0.0,0.0,1224,"42,57,64,65"
sample,16,16,ml_ridge_residual,1.974360668523108,2.0750089543168935,0.10064828579378537,0.054553932341641076,0.2356294286605909,1224,"42,57,64,65"
sample,17,17,cfd20,3.1884502039551736,3.1432801478123666,-0.045170056142807,-0.07663007961064228,-0.013708387780933862,1224,"42,57,64,65"
sample,17,17,template_phase,2.5232181251049006,2.5232181251049077,7.105427357601002e-15,0.0,0.23606515836715403,1224,"42,57,64,65"
sample,17,17,of_1_9,3.0530672073364196,3.0530672073364196,0.0,0.0,0.0,1224,"42,57,64,65"
sample,17,17,of_2_10,3.071211092987055,3.071211092987055,0.0,0.0,0.0,1224,"42,57,64,65"
sample,17,17,of_3_11,2.8544301033019983,2.8544301033019983,0.0,0.0,0.0,1224,"42,57,64,65"
sample,17,17,of_4_12,2.760614327392577,2.760614327392577,0.0,0.0,0.0,1224,"42,57,64,65"
sample,17,17,of_5_13,2.693265431442259,2.693265431442259,0.0,0.0,0.0,1224,"42,57,64,65"
sample,17,17,ml_ridge_residual,1.974360668523108,2.0678525467181164,0.09349187819500826,0.009737634335559076,0.24464011128514063,1224,"42,57,64,65"
window,1-4,"1,2,3,4",cfd20,3.1884502039551736,16.392823594555253,13.204373390600079,11.770164987325668,26.51031032204628,1224,"42,57,64,65"
window,1-4,"1,2,3,4",template_phase,2.5232181251049006,2.7592832834720653,0.23606515836716468,0.013934841632838868,0.25,1224,"42,57,64,65"
window,1-4,"1,2,3,4",of_1_9,3.0530672073364196,3.31177005767822,0.2587028503418005,0.22277381103515825,0.27854190567017234,1224,"42,57,64,65"
window,1-4,"1,2,3,4",of_2_10,3.071211092987055,3.3000226974487243,0.22881160446166948,0.19385182540893986,0.2651811735534704,1224,"42,57,64,65"
window,1-4,"1,2,3,4",of_3_11,2.8544301033019983,3.102861350097653,0.24843124679565465,0.2134195060729991,0.30404193115234435,1224,"42,57,64,65"
window,1-4,"1,2,3,4",of_4_12,2.760614327392577,2.966329806365964,0.20571547897338727,0.16032991409301367,0.29816407478332874,1224,"42,57,64,65"
window,1-4,"1,2,3,4",of_5_13,2.693265431442259,2.693265431442259,0.0,0.0,0.0,1224,"42,57,64,65"
window,1-4,"1,2,3,4",ml_ridge_residual,1.974360668523108,16.696848135628453,14.722487467105346,13.222421128517382,27.74103204156396,1224,"42,57,64,65"
window,5-8,"5,6,7,8",cfd20,3.1884502039551736,1.1406124384403233,-2.04783776551485,-2.182773080468176,-1.8984071702957053,1224,"42,57,64,65"
window,5-8,"5,6,7,8",template_phase,2.5232181251049006,3.0092832834720595,0.4860651583671589,0.24999999999999956,1.4907167165279454,1224,"42,57,64,65"
window,5-8,"5,6,7,8",of_1_9,3.0530672073364196,2.338667964935303,-0.7143992424011167,-1.1209916384887642,-0.6155824661254847,1224,"42,57,64,65"
window,5-8,"5,6,7,8",of_2_10,3.071211092987055,2.2112868719482424,-0.8599242210388125,-1.0251404075622488,-0.7470794808959917,1224,"42,57,64,65"
window,5-8,"5,6,7,8",of_3_11,2.8544301033019983,2.155335263214111,-0.6990948400878874,-0.8247460632324177,-0.6029978485107419,1224,"42,57,64,65"
window,5-8,"5,6,7,8",of_4_12,2.760614327392577,2.0466560096740727,-0.7139583177185043,-0.7774458071899408,-0.5855932445526131,1224,"42,57,64,65"
window,5-8,"5,6,7,8",of_5_13,2.693265431442259,1.7485482492065434,-0.9447171822357157,-1.0013691215515133,-0.7916508407592779,1224,"42,57,64,65"
window,5-8,"5,6,7,8",ml_ridge_residual,1.974360668523108,3.8872423907094484,1.9128817221863403,1.8493678285887736,1.9545789351830152,1224,"42,57,64,65"
