component,run,bin_index,n_bins,run_shrink_strength,deployment_population_weight,log_amp_center,raw_target_ns,shrunk_target_ns,fitted_target_ns,deployment_target_ns,n_train_pulses,stave,heldout_run
run_stave_shrunken,60,6,8,80.0,4.0,8.118951928397392,2.6428031039120583,2.5230899223442194,2.5230899223442194,2.3797727910637145,127,B6,58
run_stave_shrunken,60,7,8,80.0,4.0,8.396267717119336,2.6428031039120583,1.7654401721225854,1.7654401721225854,1.6666049195629717,13,B6,58
run_stave_shrunken,61,0,8,80.0,4.0,7.341483852363161,2.6428031039120583,2.555557483134836,2.569816810217351,2.5122550472322214,95,B6,58
run_stave_shrunken,61,1,8,80.0,4.0,7.591357046698551,2.6428031039120583,2.5683251349558933,2.569816810217351,2.511426366630099,125,B6,58
run_stave_shrunken,61,2,8,80.0,4.0,7.728635826051634,2.6428031039120583,2.5758382634032255,2.569816810217351,2.5094815960175376,148,B6,58
run_stave_shrunken,61,3,8,80.0,4.0,7.834788107388194,2.6428031039120583,2.57479734033795,2.569816810217351,2.506773054985715,146,B6,58
run_stave_shrunken,61,4,8,80.0,4.0,7.914983005848394,2.6428031039120548,2.571205271384342,2.569816810217351,2.499571309588627,138,B6,58
run_stave_shrunken,61,5,8,80.0,4.0,7.999594651686632,2.3928031039120583,2.405485250844762,2.405485250844762,2.4670812718370305,158,B6,58
run_stave_shrunken,61,6,8,80.0,4.0,8.118951928397392,2.3928031039120583,2.367773634883039,2.367773634883039,2.3797727910637145,111,B6,58
run_stave_shrunken,61,7,8,80.0,4.0,8.396267717119336,3.017803103912051,1.8048166619944381,1.8048166619944381,1.6666049195629717,12,B6,58
run_stave_shrunken,62,0,8,80.0,4.0,7.341483852363161,2.6428031039120583,2.55891308393396,2.5710100774104254,2.5122550472322214,102,B6,58
run_stave_shrunken,62,1,8,80.0,4.0,7.591357046698551,2.6428031039120583,2.5769928296188946,2.5710100774104254,2.511426366630099,152,B6,58
run_stave_shrunken,62,2,8,80.0,4.0,7.728635826051634,2.6428031039120583,2.5746424626798534,2.5710100774104254,2.5094815960175376,144,B6,58
run_stave_shrunken,62,3,8,80.0,4.0,7.834788107388194,2.6428031039120583,2.568912226182498,2.568912226182498,2.506773054985715,128,B6,58
run_stave_shrunken,62,4,8,80.0,4.0,7.914983005848394,2.6428031039120583,2.567034523858458,2.567034523858458,2.499571309588627,126,B6,58
run_stave_shrunken,62,5,8,80.0,4.0,7.999594651686632,2.6428031039120583,2.548981838552851,2.548981838552851,2.4670812718370305,101,B6,58
run_stave_shrunken,62,6,8,80.0,4.0,8.118951928397392,2.6428031039120583,2.44613144847918,2.44613144847918,2.3797727910637145,46,B6,58
run_stave_shrunken,62,7,8,80.0,4.0,8.396267717119336,3.142803103912062,1.7610445509981838,1.7610445509981838,1.6666049195629717,8,B6,58
run_stave_shrunken,63,0,8,80.0,4.0,7.341483852363161,2.6428031039120583,2.5497056427168516,2.5497056427168516,2.5122550472322214,84,B6,58
run_stave_shrunken,63,1,8,80.0,4.0,7.591357046698551,2.6428031039120583,2.5442999836797107,2.5442999836797107,2.511426366630099,75,B6,58
run_stave_shrunken,63,2,8,80.0,4.0,7.728635826051634,2.6428031039120583,2.537506665042997,2.537506665042997,2.5094815960175376,65,B6,58
run_stave_shrunken,63,3,8,80.0,4.0,7.834788107388194,2.6428031039120583,2.5306184136365215,2.5306184136365215,2.506773054985715,57,B6,58
run_stave_shrunken,63,4,8,80.0,4.0,7.914983005848394,2.6428031039120583,2.5218083171597976,2.5218083171597976,2.499571309588627,49,B6,58
run_stave_shrunken,63,5,8,80.0,4.0,7.999594651686632,2.6428031039120583,2.4855656128933865,2.4855656128933865,2.4670812718370305,28,B6,58
run_stave_shrunken,63,6,8,80.0,4.0,8.118951928397392,2.6428031039120583,2.370488504081919,2.370488504081919,2.3797727910637145,11,B6,58
run_stave_shrunken,63,7,8,80.0,4.0,8.396267717119336,-4.357196896087942,1.5490407254377252,1.5490407254377252,1.6666049195629717,1,B6,58
run_stave_shrunken,65,0,8,80.0,4.0,7.341483852363161,2.6428031039120654,2.482087486690861,2.482087486690861,2.5122550472322214,15,B6,58
run_stave_shrunken,65,1,8,80.0,4.0,7.591357046698551,2.6428031039120583,2.4820874866908595,2.4820874866908595,2.511426366630099,15,B6,58
run_stave_shrunken,65,2,8,80.0,4.0,7.728635826051634,2.6428031039120583,2.471252725979318,2.4725959583356003,2.5094815960175376,9,B6,58
run_stave_shrunken,65,3,8,80.0,4.0,7.834788107388194,2.6428031039120583,2.473909669101635,2.4725959583356003,2.506773054985715,11,B6,58
run_stave_shrunken,65,4,8,80.0,4.0,7.914983005848394,1.7678031039120619,2.4153230147329916,2.4305091243764223,2.499571309588627,4,B6,58
run_stave_shrunken,65,5,8,80.0,4.0,7.999594651686632,2.6428031039120583,2.4453420686793077,2.4305091243764223,2.4670812718370305,6,B6,58
run_stave_shrunken,65,6,8,80.0,4.0,8.118951928397392,2.6428031039120583,2.3512662970350857,2.3512662970350857,2.3797727910637145,5,B6,58
run_stave_shrunken,65,7,8,80.0,4.0,8.396267717119336,2.6428031039120583,1.635460478524145,1.635460478524145,1.6666049195629717,1,B6,58
stave_population,-1,0,8,80.0,4.0,7.341483852363161,1.5339126079610423,1.4040868392926114,1.46691339659443,1.5099033530635708,203,B8,58
stave_population,-1,1,8,80.0,4.0,7.591357046698551,1.5339126079610423,1.3720593368898264,1.46691339659443,1.499805461010537,147,B8,58
stave_population,-1,2,8,80.0,4.0,7.728635826051634,1.5339126079610423,1.3903942777533627,1.46691339659443,1.499805461010537,176,B8,58
stave_population,-1,3,8,80.0,4.0,7.834788107388194,1.5339126079610423,1.3957897037010198,1.46691339659443,1.499805461010537,186,B8,58
stave_population,-1,4,8,80.0,4.0,7.914983005848394,1.5339126079610423,1.4329766394633336,1.46691339659443,1.499805461010537,284,B8,58
stave_population,-1,5,8,80.0,4.0,7.999594651686632,1.5339126079610423,1.4716402477353372,1.46691339659443,1.4939254352641709,510,B8,58
stave_population,-1,6,8,80.0,4.0,8.118951928397392,1.5339126079610423,1.497535684660878,1.46691339659443,1.4928965687117601,930,B8,58
stave_population,-1,7,8,80.0,4.0,8.396267717119336,1.5339126079610423,1.5074994573261278,1.46691339659443,1.4491474897923928,1311,B8,58
run_stave_shrunken,59,0,8,80.0,4.0,7.341483852363161,1.5339126079610423,1.4903358851209694,1.570163010912405,1.5099033530635708,43,B8,58
run_stave_shrunken,59,1,8,80.0,4.0,7.591357046698551,1.5339126079610423,1.4892464670499674,1.570163010912405,1.499805461010537,40,B8,58
run_stave_shrunken,59,2,8,80.0,4.0,7.728635826051634,1.5339126079610423,1.4892464670499674,1.570163010912405,1.499805461010537,40,B8,58
run_stave_shrunken,59,3,8,80.0,4.0,7.834788107388194,1.7839126079610281,1.5873239497491842,1.570163010912405,1.499805461010537,49,B8,58
run_stave_shrunken,59,4,8,80.0,4.0,7.914983005848394,1.7839126079610388,1.623406678155161,1.570163010912405,1.499805461010537,78,B8,58
run_stave_shrunken,59,5,8,80.0,4.0,7.999594651686632,1.5339126079610423,1.5047825160625152,1.570163010912405,1.4939254352641709,104,B8,58
run_stave_shrunken,59,6,8,80.0,4.0,8.118951928397392,1.7839126079610281,1.6871189556353492,1.570163010912405,1.4928965687117601,182,B8,58
run_stave_shrunken,59,7,8,80.0,4.0,8.396267717119336,1.5339126079610423,1.5164535300804918,1.5164535300804918,1.4491474897923928,227,B8,58
run_stave_shrunken,60,0,8,80.0,4.0,7.341483852363161,1.5339126079610423,1.492997059034867,1.504299696859777,1.5099033530635708,51,B8,58
run_stave_shrunken,60,1,8,80.0,4.0,7.591357046698551,1.5339126079610423,1.4803132388677525,1.504299696859777,1.499805461010537,20,B8,58
run_stave_shrunken,60,2,8,80.0,4.0,7.728635826051634,1.5339126079610423,1.486056028413462,1.504299696859777,1.499805461010537,32,B8,58
run_stave_shrunken,60,3,8,80.0,4.0,7.834788107388194,1.5339126079610423,1.4842835625042925,1.504299696859777,1.499805461010537,28,B8,58
run_stave_shrunken,60,4,8,80.0,4.0,7.914983005848394,1.5339126079610423,1.4910331126864105,1.504299696859777,1.499805461010537,45,B8,58
run_stave_shrunken,60,5,8,80.0,4.0,7.999594651686632,1.5339126079610423,1.5041351806869923,1.504299696859777,1.4939254352641709,100,B8,58
run_stave_shrunken,60,6,8,80.0,4.0,8.118951928397392,1.5339126079610423,1.514421928290755,1.504299696859777,1.4928965687117601,195,B8,58
run_stave_shrunken,60,7,8,80.0,4.0,8.396267717119336,1.5339126079610423,1.5210590422312367,1.504299696859777,1.4491474897923928,337,B8,58
run_stave_shrunken,61,0,8,80.0,4.0,7.341483852363161,1.5339126079610423,1.4888711213280257,1.501568161094402,1.5099033530635708,39,B8,58
run_stave_shrunken,61,1,8,80.0,4.0,7.591357046698551,1.5339126079610423,1.4842835625042925,1.501568161094402,1.499805461010537,28,B8,58
run_stave_shrunken,61,2,8,80.0,4.0,7.728635826051634,1.5339126079610423,1.4903358851209694,1.501568161094402,1.499805461010537,43,B8,58
run_stave_shrunken,61,3,8,80.0,4.0,7.834788107388194,1.5339126079610423,1.4933070253146106,1.501568161094402,1.499805461010537,52,B8,58
run_stave_shrunken,61,4,8,80.0,4.0,7.914983005848394,1.5339126079610423,1.4947889808856483,1.501568161094402,1.499805461010537,57,B8,58
run_stave_shrunken,61,5,8,80.0,4.0,7.999594651686632,1.5339126079610423,1.5087485849125493,1.501568161094402,1.4939254352641709,133,B8,58
run_stave_shrunken,61,6,8,80.0,4.0,8.118951928397392,1.5339126079610423,1.5175713368960149,1.501568161094402,1.4928965687117601,248,B8,58
run_stave_shrunken,61,7,8,80.0,4.0,8.396267717119336,1.0339126079610423,1.1177868527326429,1.1177868527326429,1.4491474897923928,333,B8,58
run_stave_shrunken,62,0,8,80.0,4.0,7.341483852363161,1.5339126079610423,1.4899786988681818,1.5734556070678303,1.5099033530635708,42,B8,58
run_stave_shrunken,62,1,8,80.0,4.0,7.591357046698551,1.5339126079610423,1.488101181385581,1.5734556070678303,1.499805461010537,37,B8,58
run_stave_shrunken,62,2,8,80.0,4.0,7.728635826051634,1.5339126079610423,1.488101181385581,1.5734556070678303,1.499805461010537,37,B8,58
run_stave_shrunken,62,3,8,80.0,4.0,7.834788107388194,1.5339126079610423,1.4842835625042925,1.5734556070678303,1.499805461010537,28,B8,58
run_stave_shrunken,62,4,8,80.0,4.0,7.914983005848394,2.2839126079610317,1.8422914126277337,1.5734556070678303,1.499805461010537,68,B8,58
run_stave_shrunken,62,5,8,80.0,4.0,7.999594651686632,1.5339126079610423,1.5067048063908444,1.5146553496041715,1.4939254352641709,117,B8,58
run_stave_shrunken,62,6,8,80.0,4.0,8.118951928397392,1.5339126079610423,1.5147699761420101,1.5146553496041715,1.4928965687117601,200,B8,58
run_stave_shrunken,62,7,8,80.0,4.0,8.396267717119336,1.5339126079610423,1.5189407171528608,1.5146553496041715,1.4491474897923928,278,B8,58
run_stave_shrunken,63,0,8,80.0,4.0,7.341483852363161,2.0339126079610423,1.5935248709772658,1.5935248709772658,1.5099033530635708,23,B8,58
run_stave_shrunken,63,1,8,80.0,4.0,7.591357046698551,1.5339126079610423,1.4780799318221989,1.4925459504469267,1.499805461010537,16,B8,58
run_stave_shrunken,63,2,8,80.0,4.0,7.728635826051634,1.5339126079610423,1.4803132388677525,1.4925459504469267,1.499805461010537,20,B8,58
run_stave_shrunken,63,3,8,80.0,4.0,7.834788107388194,1.5339126079610423,1.4823747530636484,1.4925459504469267,1.499805461010537,24,B8,58
run_stave_shrunken,63,4,8,80.0,4.0,7.914983005848394,1.5339126079610423,1.4851859087853243,1.4925459504469267,1.499805461010537,30,B8,58
run_stave_shrunken,63,5,8,80.0,4.0,7.999594651686632,1.5339126079610423,1.4920381008569097,1.4925459504469267,1.4939254352641709,48,B8,58
run_stave_shrunken,63,6,8,80.0,4.0,8.118951928397392,1.5339126079610423,1.5023835673179307,1.4925459504469267,1.4928965687117601,90,B8,58
run_stave_shrunken,63,7,8,80.0,4.0,8.396267717119336,1.5339126079610423,1.506978251632756,1.4925459504469267,1.4491474897923928,119,B8,58
run_stave_shrunken,65,0,8,80.0,4.0,7.341483852363161,1.5339126079610423,1.470854526674819,1.4883685973463068,1.5099033530635708,5,B8,58
run_stave_shrunken,65,1,8,80.0,4.0,7.591357046698551,1.5339126079610423,1.4715877601781473,1.4883685973463068,1.499805461010537,6,B8,58
run_stave_shrunken,65,2,8,80.0,4.0,7.728635826051634,1.5339126079610423,1.4701038352309355,1.4883685973463068,1.499805461010537,4,B8,58
run_stave_shrunken,65,3,8,80.0,4.0,7.834788107388194,1.7839126079610352,1.4855604090277599,1.4883685973463068,1.499805461010537,5,B8,58
run_stave_shrunken,65,4,8,80.0,4.0,7.914983005848394,2.2839126079610352,1.5239133415734958,1.4883685973463068,1.499805461010537,6,B8,58
run_stave_shrunken,65,5,8,80.0,4.0,7.999594651686632,1.9089126079610388,1.5070951430823036,1.4883685973463068,1.4939254352641709,8,B8,58
run_stave_shrunken,65,6,8,80.0,4.0,8.118951928397392,1.5339126079610423,1.4774922194417899,1.4780799318221989,1.4928965687117601,15,B8,58
run_stave_shrunken,65,7,8,80.0,4.0,8.396267717119336,1.5339126079610423,1.4786555264215684,1.4780799318221989,1.4491474897923928,17,B8,58
population,-1,0,8,80.0,4.0,7.356599110392247,-0.8766732549474909,,0.9891529544501857,,1147,,59
population,-1,1,8,80.0,4.0,7.614805364711073,0.8733267450525091,,0.9891529544501857,,1147,,59
population,-1,2,8,80.0,4.0,7.7501841622578365,0.8733267450525162,,0.9891529544501857,,1146,,59
population,-1,3,8,80.0,4.0,7.851855711495559,1.1233267450525055,,0.9891529544501857,,1146,,59
population,-1,4,8,80.0,4.0,7.928045600874777,1.4803043167833891,,0.9891529544501857,,1146,,59
population,-1,5,8,80.0,4.0,8.011769613504331,1.4803043167833891,,0.9891529544501857,,1146,,59
population,-1,6,8,80.0,4.0,8.12821639809161,1.4803043167833891,,0.9891529544501857,,1146,,59
population,-1,7,8,80.0,4.0,8.403016146353838,1.4803043167833891,,0.9891529544501857,,1147,,59
stave_population,-1,0,8,80.0,4.0,7.356599110392247,-4.103631061835898,-3.4748922943931717,-3.1922483811696565,-3.3833505563304684,568,B4,59
stave_population,-1,1,8,80.0,4.0,7.614805364711073,-4.103631061835898,-3.436818097346722,-3.1922483811696565,-3.3833505563304684,531,B4,59
stave_population,-1,2,8,80.0,4.0,7.7501841622578365,-4.103631061835898,-3.4313163402139732,-3.1922483811696565,-3.3851718987680215,526,B4,59
stave_population,-1,3,8,80.0,4.0,7.851855711495559,-4.103631061835898,-3.4234595738511127,-3.1922483811696565,-3.3851718987680215,519,B4,59
stave_population,-1,4,8,80.0,4.0,7.928045600874777,-4.103631061835898,-3.3392357122995255,-3.1922483811696565,-3.3851718987680215,453,B4,59
stave_population,-1,5,8,80.0,4.0,8.011769613504331,-4.103631061835898,-3.056271881108683,-3.1922483811696565,-3.3851718987680215,309,B4,59
