heldout_run,method,param,fold,sigma68_ns,selected
62,attention_pulse,"width=20,alpha=0.0001",0,2.366795305125999,False
62,attention_pulse,"width=20,alpha=0.0001",1,1.871005337576682,False
62,attention_pulse,"width=20,alpha=0.0001",2,1.9962998161412964,False
62,attention_pulse,"width=20,alpha=0.0001",-1,2.0780334862813254,True
62,attention_pulse,"width=20,alpha=0.001",0,2.315397857123098,False
62,attention_pulse,"width=20,alpha=0.001",1,1.7828431306461199,False
62,attention_pulse,"width=20,alpha=0.001",2,2.195802827291499,False
62,attention_pulse,"width=20,alpha=0.001",-1,2.098014605020239,True
63,ridge,alpha=0.01,0,2.536561015424784,False
63,ridge,alpha=0.01,1,1.8716251891854534,False
63,ridge,alpha=0.01,2,1.9381083132970365,False
63,ridge,alpha=0.01,-1,2.115431505969091,True
63,ridge,alpha=0.1,0,2.5356037003029304,False
63,ridge,alpha=0.1,1,1.8717923292662275,False
63,ridge,alpha=0.1,2,1.9385698827792663,False
63,ridge,alpha=0.1,-1,2.115321970782808,True
63,ridge,alpha=1.0,0,2.5287432783386383,False
63,ridge,alpha=1.0,1,1.8710312217916079,False
63,ridge,alpha=1.0,2,1.9355005485758037,False
63,ridge,alpha=1.0,-1,2.1117583495686834,True
63,ridge,alpha=10.0,0,2.4993996763133115,False
63,ridge,alpha=10.0,1,1.8758412512684814,False
63,ridge,alpha=10.0,2,1.9155510967620288,False
63,ridge,alpha=10.0,-1,2.0969306747812735,True
63,ridge,alpha=100.0,0,2.388376358703062,False
63,ridge,alpha=100.0,1,1.8350757000855764,False
63,ridge,alpha=100.0,2,1.8607092549070585,False
63,ridge,alpha=100.0,-1,2.028053771231899,True
63,gradient_boosted_trees,"lr=0.04,l2=0.0",0,2.018895405699243,False
63,gradient_boosted_trees,"lr=0.04,l2=0.0",1,1.7141918044598177,False
63,gradient_boosted_trees,"lr=0.04,l2=0.0",2,1.5815427510823437,False
63,gradient_boosted_trees,"lr=0.04,l2=0.0",-1,1.7715433204138016,True
63,gradient_boosted_trees,"lr=0.04,l2=0.1",0,2.0019568868016355,False
63,gradient_boosted_trees,"lr=0.04,l2=0.1",1,1.7220611197389848,False
63,gradient_boosted_trees,"lr=0.04,l2=0.1",2,1.5810819674190257,False
63,gradient_boosted_trees,"lr=0.04,l2=0.1",-1,1.768366657986549,True
63,gradient_boosted_trees,"lr=0.08,l2=0.0",0,2.1147426943519463,False
63,gradient_boosted_trees,"lr=0.08,l2=0.0",1,1.735330674861392,False
63,gradient_boosted_trees,"lr=0.08,l2=0.0",2,1.6559138013623378,False
63,gradient_boosted_trees,"lr=0.08,l2=0.0",-1,1.8353290568585585,True
63,gradient_boosted_trees,"lr=0.08,l2=0.1",0,2.132033045235974,False
63,gradient_boosted_trees,"lr=0.08,l2=0.1",1,1.7470280398352669,False
63,gradient_boosted_trees,"lr=0.08,l2=0.1",2,1.636545759713903,False
63,gradient_boosted_trees,"lr=0.08,l2=0.1",-1,1.8385356149283814,True
63,mlp,"width=24,alpha=0.0001",0,2.179191724640163,False
63,mlp,"width=24,alpha=0.0001",1,1.9365650482111276,False
63,mlp,"width=24,alpha=0.0001",2,1.681348997914236,False
63,mlp,"width=24,alpha=0.0001",-1,1.9323685902551755,True
63,mlp,"width=24,alpha=0.001",0,2.1918745579459604,False
63,mlp,"width=24,alpha=0.001",1,1.8813136506292905,False
63,mlp,"width=24,alpha=0.001",2,1.6928762593552713,False
63,mlp,"width=24,alpha=0.001",-1,1.9220214893101744,True
63,mlp,"width=48,alpha=0.0001",0,2.2107603982812067,False
63,mlp,"width=48,alpha=0.0001",1,1.8510776207391564,False
63,mlp,"width=48,alpha=0.0001",2,1.8585734649115908,False
63,mlp,"width=48,alpha=0.0001",-1,1.9734704946439845,True
63,mlp,"width=48,alpha=0.001",0,2.244156012279069,False
63,mlp,"width=48,alpha=0.001",1,1.7887079811260715,False
63,mlp,"width=48,alpha=0.001",2,1.831488413648579,False
63,mlp,"width=48,alpha=0.001",-1,1.954784135684573,True
63,cnn_1d,"width=6,alpha=0.0001",0,2.587258964014205,False
63,cnn_1d,"width=6,alpha=0.0001",1,2.0739798302683914,False
63,cnn_1d,"width=6,alpha=0.0001",2,1.8842896784754994,False
63,cnn_1d,"width=6,alpha=0.0001",-1,2.1818428242526986,True
63,cnn_1d,"width=6,alpha=0.001",0,2.595610388550959,False
63,cnn_1d,"width=6,alpha=0.001",1,2.0048102936122882,False
63,cnn_1d,"width=6,alpha=0.001",2,1.9534889106563662,False
63,cnn_1d,"width=6,alpha=0.001",-1,2.1846365309398714,True
63,cnn_1d,"width=10,alpha=0.0001",0,2.2587634484715156,False
63,cnn_1d,"width=10,alpha=0.0001",1,2.021349143057137,False
63,cnn_1d,"width=10,alpha=0.0001",2,1.876141916501041,False
63,cnn_1d,"width=10,alpha=0.0001",-1,2.052084836009898,True
63,cnn_1d,"width=10,alpha=0.001",0,2.3017328862768127,False
63,cnn_1d,"width=10,alpha=0.001",1,2.0320607513238023,False
63,cnn_1d,"width=10,alpha=0.001",2,1.8991498278105896,False
63,cnn_1d,"width=10,alpha=0.001",-1,2.0776478218037346,True
63,attention_pulse,"width=12,alpha=0.0001",0,2.044920265935602,False
63,attention_pulse,"width=12,alpha=0.0001",1,1.7853485037144847,False
63,attention_pulse,"width=12,alpha=0.0001",2,1.7998211795545347,False
63,attention_pulse,"width=12,alpha=0.0001",-1,1.8766966497348738,True
63,attention_pulse,"width=12,alpha=0.001",0,1.990754787066157,False
63,attention_pulse,"width=12,alpha=0.001",1,1.820884674386722,False
63,attention_pulse,"width=12,alpha=0.001",2,1.7758138861115986,False
63,attention_pulse,"width=12,alpha=0.001",-1,1.8624844491881591,True
63,attention_pulse,"width=20,alpha=0.0001",0,2.2677310933297368,False
63,attention_pulse,"width=20,alpha=0.0001",1,2.004606478248283,False
63,attention_pulse,"width=20,alpha=0.0001",2,2.0164776815050303,False
63,attention_pulse,"width=20,alpha=0.0001",-1,2.0962717510276834,True
63,attention_pulse,"width=20,alpha=0.001",0,2.2066508632931146,False
63,attention_pulse,"width=20,alpha=0.001",1,1.8774329357702135,False
63,attention_pulse,"width=20,alpha=0.001",2,2.2155400643364436,False
63,attention_pulse,"width=20,alpha=0.001",-1,2.099874621133257,True
65,ridge,alpha=0.01,0,2.5750208461693727,False
65,ridge,alpha=0.01,1,1.8506551839064525,False
65,ridge,alpha=0.01,2,1.9722969931816496,False
65,ridge,alpha=0.01,-1,2.1326576744191583,True
65,ridge,alpha=0.1,0,2.575521667066591,False
65,ridge,alpha=0.1,1,1.850906677360432,False
65,ridge,alpha=0.1,2,1.9712169673452455,False
65,ridge,alpha=0.1,-1,2.132548437257423,True
65,ridge,alpha=1.0,0,2.5751621156878324,False
65,ridge,alpha=1.0,1,1.851682009212349,False
65,ridge,alpha=1.0,2,1.9642278222264415,False
65,ridge,alpha=1.0,-1,2.1303573157088747,True
65,ridge,alpha=10.0,0,2.551594128485512,False
65,ridge,alpha=10.0,1,1.8554965724735897,False
65,ridge,alpha=10.0,2,1.9467821850880545,False
65,ridge,alpha=10.0,-1,2.1179576286823854,True
65,ridge,alpha=100.0,0,2.4067051815343437,False
65,ridge,alpha=100.0,1,1.813630617217372,False
65,ridge,alpha=100.0,2,1.8923340779764815,False
65,ridge,alpha=100.0,-1,2.0375566255760655,True
65,gradient_boosted_trees,"lr=0.04,l2=0.0",0,2.0568926751582004,False
65,gradient_boosted_trees,"lr=0.04,l2=0.0",1,1.597439195381224,False
65,gradient_boosted_trees,"lr=0.04,l2=0.0",2,1.5999180749554212,False
65,gradient_boosted_trees,"lr=0.04,l2=0.0",-1,1.7514166484982818,True
65,gradient_boosted_trees,"lr=0.04,l2=0.1",0,2.0502781846367624,False
65,gradient_boosted_trees,"lr=0.04,l2=0.1",1,1.6178527774379048,False
65,gradient_boosted_trees,"lr=0.04,l2=0.1",2,1.6048579898947428,False
65,gradient_boosted_trees,"lr=0.04,l2=0.1",-1,1.7576629839898033,True
65,gradient_boosted_trees,"lr=0.08,l2=0.0",0,2.1042572739921925,False
65,gradient_boosted_trees,"lr=0.08,l2=0.0",1,1.6897693202078798,False
65,gradient_boosted_trees,"lr=0.08,l2=0.0",2,1.719396821516391,False
65,gradient_boosted_trees,"lr=0.08,l2=0.0",-1,1.8378078052388211,True
65,gradient_boosted_trees,"lr=0.08,l2=0.1",0,2.1475876947275854,False
65,gradient_boosted_trees,"lr=0.08,l2=0.1",1,1.669995748074789,False
65,gradient_boosted_trees,"lr=0.08,l2=0.1",2,1.6999580855286798,False
65,gradient_boosted_trees,"lr=0.08,l2=0.1",-1,1.8391805094436846,True
65,mlp,"width=24,alpha=0.0001",0,2.1296808452224902,False
65,mlp,"width=24,alpha=0.0001",1,1.8930314723940298,False
65,mlp,"width=24,alpha=0.0001",2,1.6229883556391715,False
65,mlp,"width=24,alpha=0.0001",-1,1.8819002244185639,True
65,mlp,"width=24,alpha=0.001",0,2.1329472937512315,False
65,mlp,"width=24,alpha=0.001",1,1.9152729011919798,False
65,mlp,"width=24,alpha=0.001",2,1.6133299162117842,False
65,mlp,"width=24,alpha=0.001",-1,1.8871833703849985,True
65,mlp,"width=48,alpha=0.0001",0,2.162598718016829,False
65,mlp,"width=48,alpha=0.0001",1,1.575635529679038,False
65,mlp,"width=48,alpha=0.0001",2,1.8018933289334143,False
65,mlp,"width=48,alpha=0.0001",-1,1.8467091922097605,True
65,mlp,"width=48,alpha=0.001",0,2.2197294670458296,False
65,mlp,"width=48,alpha=0.001",1,1.6099433224228996,False
65,mlp,"width=48,alpha=0.001",2,1.7790930578801227,False
65,mlp,"width=48,alpha=0.001",-1,1.8695886157829504,True
65,cnn_1d,"width=6,alpha=0.0001",0,2.4797329903434444,False
65,cnn_1d,"width=6,alpha=0.0001",1,2.074524095937386,False
65,cnn_1d,"width=6,alpha=0.0001",2,1.9075364062861027,False
65,cnn_1d,"width=6,alpha=0.0001",-1,2.1539311641889776,True
65,cnn_1d,"width=6,alpha=0.001",0,2.459242462545121,False
65,cnn_1d,"width=6,alpha=0.001",1,2.093877177754835,False
65,cnn_1d,"width=6,alpha=0.001",2,2.00486831089803,False
65,cnn_1d,"width=6,alpha=0.001",-1,2.185995983732662,True
65,cnn_1d,"width=10,alpha=0.0001",0,2.546011329912854,False
65,cnn_1d,"width=10,alpha=0.0001",1,1.9743873692786282,False
65,cnn_1d,"width=10,alpha=0.0001",2,1.7527301677885136,False
65,cnn_1d,"width=10,alpha=0.0001",-1,2.0910429556599985,True
65,cnn_1d,"width=10,alpha=0.001",0,2.4390220952017727,False
65,cnn_1d,"width=10,alpha=0.001",1,1.9393367530889152,False
65,cnn_1d,"width=10,alpha=0.001",2,1.8307781695608167,False
65,cnn_1d,"width=10,alpha=0.001",-1,2.069712339283835,True
65,attention_pulse,"width=12,alpha=0.0001",0,2.339759122348863,False
65,attention_pulse,"width=12,alpha=0.0001",1,1.7479367135276682,False
65,attention_pulse,"width=12,alpha=0.0001",2,1.707259160005181,False
65,attention_pulse,"width=12,alpha=0.0001",-1,1.931651665293904,True
65,attention_pulse,"width=12,alpha=0.001",0,2.489576834326707,False
65,attention_pulse,"width=12,alpha=0.001",1,1.7112706825713442,False
65,attention_pulse,"width=12,alpha=0.001",2,1.8264828201760288,False
65,attention_pulse,"width=12,alpha=0.001",-1,2.0091101123580266,True
65,attention_pulse,"width=20,alpha=0.0001",0,2.3523301476862986,False
65,attention_pulse,"width=20,alpha=0.0001",1,1.8034460269623076,False
65,attention_pulse,"width=20,alpha=0.0001",2,1.9079536361865372,False
65,attention_pulse,"width=20,alpha=0.0001",-1,2.021243270278381,True
65,attention_pulse,"width=20,alpha=0.001",0,2.310160508784239,False
65,attention_pulse,"width=20,alpha=0.001",1,1.7583383167824689,False
65,attention_pulse,"width=20,alpha=0.001",2,2.0985086157961916,False
65,attention_pulse,"width=20,alpha=0.001",-1,2.0556691471209665,True
