run,pid_proxy,pedestal_bin,pileup_bin,saturation_bin,n_pulses,haar_d1_energy,haar_d4_energy,phase_space_loop_area,subsample_phase,pileup_spacing_proxy_ns,clipped_sample_count,reconstructed_energy_proxy
42,mid_dE_proxy,0,single_like,unsaturated_proxy,74,0.02297980786196225,0.14335616051594324,-0.2373842934405463,0.22794904708862518,30.0,1.0,6711.000183582306
57,high_dE_proxy,0,mild_pileup,hard_saturation_proxy,1131,0.034398835088215396,0.2261021094361821,-0.42430393576622466,0.4631847381591818,20.0,1.0,63177.00055885315
57,high_dE_proxy,0,mild_pileup,near_saturation_proxy,12,0.031943248353270656,0.24979772572287312,-0.42670537490731,0.6454056739807159,30.0,1.0,32956.499697208405
57,high_dE_proxy,0,single_like,hard_saturation_proxy,18,0.0284502325331127,0.09769276012582133,-0.20849991157574319,0.22794904708862518,,1.0,10588.99973398447
57,high_dE_proxy,0,single_like,near_saturation_proxy,3,0.026228708767345406,0.16120363942433383,-0.3528480788146113,0.6454056739807159,,1.0,10032.999899625778
57,low_dE_proxy,0,mild_pileup,hard_saturation_proxy,991,0.033470150664881675,0.27147775391203444,-0.43824538246874617,0.5381413020689356,40.0,1.0,37432.99843597412
57,low_dE_proxy,0,mild_pileup,near_saturation_proxy,965,0.032923476003951506,0.2958861726314277,-0.4440003272834667,0.4631847381591818,40.0,1.0,32989.999603271484
57,low_dE_proxy,0,mild_pileup,unsaturated_proxy,4836,0.0263369335813326,0.30932126760827916,-0.39160734858757845,0.4631847381591818,20.0,1.0,17061.000121593475
57,low_dE_proxy,0,single_like,hard_saturation_proxy,12,0.027422248453965833,0.1525145747382422,-0.34687368291645493,0.6631847381591798,20.0,1.0,8132.500110089779
57,low_dE_proxy,0,single_like,near_saturation_proxy,15,0.029937275476654153,0.15556518229140512,-0.3474300682674065,0.6631847381591798,20.0,1.0,4854.000190913677
57,low_dE_proxy,0,single_like,unsaturated_proxy,643,0.13026839217619343,0.8751119431936897,-1.294545270853414,0.4631847381591818,20.0,1.0,-30181.99920654297
57,mid_dE_proxy,0,mild_pileup,hard_saturation_proxy,4574,0.03335645874219954,0.2226250348467342,-0.4256666923964445,0.5493499705171168,20.0,1.0,49806.99847316742
57,mid_dE_proxy,0,mild_pileup,near_saturation_proxy,79,0.03222216393305565,0.2722648316033657,-0.43217451961569436,0.42794904708862314,30.0,1.0,33530.00083446503
57,mid_dE_proxy,0,mild_pileup,unsaturated_proxy,423,0.02754500879114704,0.3016580230378228,-0.40416042619276366,0.42794904708862314,20.0,1.0,21569.999527931213
57,mid_dE_proxy,0,single_like,hard_saturation_proxy,32,0.03021347050042049,0.16130481056018764,-0.3633130612379556,0.6631847381591798,30.0,1.0,17651.499873518944
57,mid_dE_proxy,0,single_like,near_saturation_proxy,8,0.027821740627626435,0.12117452354944808,-0.25411103036050287,0.22794904708862518,,1.0,8037.500136375427
57,mid_dE_proxy,0,single_like,unsaturated_proxy,91,0.023378441027350892,0.140937223313545,-0.24351375242743328,0.22794904708862518,25.0,1.0,6262.999823689461
64,high_dE_proxy,0,mild_pileup,hard_saturation_proxy,621,0.03301338275391416,0.22538840937012816,-0.4148500650335835,0.4631847381591818,20.0,1.0,51156.0000371933
64,high_dE_proxy,0,mild_pileup,near_saturation_proxy,27,0.032972044346938505,0.2586091430495369,-0.4359495855727474,0.6454056739807159,40.0,1.0,32360.00028514862
64,high_dE_proxy,0,single_like,hard_saturation_proxy,19,0.028352792594981913,0.13405396376973355,-0.25280479046159604,0.22794904708862518,,1.0,12332.000358104706
64,high_dE_proxy,0,single_like,near_saturation_proxy,2,0.0270651604111935,0.19059900715460698,-0.387865633395464,0.6454056739807159,,1.0,11908.50025433302
64,low_dE_proxy,0,mild_pileup,hard_saturation_proxy,785,0.033199770818810696,0.2673444212860073,-0.4371934248141577,0.4648906651287419,40.0,1.0,37121.9989233017
64,low_dE_proxy,0,mild_pileup,near_saturation_proxy,853,0.0329376913838139,0.2941504394659204,-0.44459491880491786,0.4631847381591818,40.0,1.0,32557.998556137085
64,low_dE_proxy,0,mild_pileup,unsaturated_proxy,7568,0.025993867094295152,0.3063329622098281,-0.3889472414168115,0.4631847381591818,20.0,1.0,15891.500026226044
64,low_dE_proxy,0,single_like,hard_saturation_proxy,21,0.02786468020238699,0.1642363950269358,-0.34627047008248446,0.6631847381591798,20.0,1.0,12684.999901771545
64,low_dE_proxy,0,single_like,near_saturation_proxy,9,0.02574908630936972,0.14085722860369393,-0.2942399653051665,0.5514460407369688,20.0,1.0,9950.000298500061
64,low_dE_proxy,0,single_like,unsaturated_proxy,320,0.060963152154225625,0.35222429560737056,-0.5669812073248763,0.6582187652587921,20.0,1.0,-2203.500036507845
64,mid_dE_proxy,0,mild_pileup,hard_saturation_proxy,2873,0.03269927791526507,0.22159470956269764,-0.4205047514806208,0.5394298705794638,20.0,1.0,48090.99742412567
64,mid_dE_proxy,0,mild_pileup,near_saturation_proxy,164,0.0326215916012575,0.2621993986338916,-0.4340036894729854,0.45485939792957497,30.0,1.0,33395.499485492706
64,mid_dE_proxy,0,mild_pileup,unsaturated_proxy,1253,0.027883957377919544,0.30324598209500025,-0.40529798844648207,0.45906384952982116,20.0,1.0,21881.000129699707
64,mid_dE_proxy,0,single_like,hard_saturation_proxy,29,0.028983075094186957,0.1541229241337184,-0.3639033570952045,0.6631847381591798,,1.0,14019.000247478485
64,mid_dE_proxy,0,single_like,near_saturation_proxy,8,0.02689629409738007,0.12115136688500927,-0.24678671499996582,0.22794904708862518,,1.0,7627.500047445297
64,mid_dE_proxy,0,single_like,unsaturated_proxy,78,0.022760863433741264,0.1569761878968705,-0.25209211712410706,0.22794904708862518,,1.0,7130.4998688697815
65,high_dE_proxy,0,mild_pileup,hard_saturation_proxy,312,0.03341509376099279,0.2229488172461072,-0.41652993946165345,0.4631847381591818,20.0,1.0,51664.99998140335
65,high_dE_proxy,0,mild_pileup,near_saturation_proxy,10,0.03272945153862494,0.24399165070242163,-0.4330745978767713,0.6848762965149411,35.0,1.0,35113.500014066696
65,high_dE_proxy,0,single_like,hard_saturation_proxy,19,0.028133277243988553,0.13469874755629768,-0.31655840050188916,0.22794904708862518,,1.0,10947.000304222107
65,high_dE_proxy,0,single_like,near_saturation_proxy,1,0.028290757031999347,0.08326345188794018,-0.15030129833466252,0.6454056739807159,,1.0,5924.000130772591
65,low_dE_proxy,0,mild_pileup,hard_saturation_proxy,739,0.033569498415762816,0.2680387261482973,-0.4399033552559348,0.46570225460934545,40.0,1.0,37020.99974441528
65,low_dE_proxy,0,mild_pileup,near_saturation_proxy,785,0.03302268180922711,0.29429911421419774,-0.44548458900091137,0.4631847381591818,40.0,1.0,32396.00059747696
65,low_dE_proxy,0,mild_pileup,unsaturated_proxy,7407,0.025777507079936587,0.30588341836996163,-0.38656885021773807,0.4631847381591818,20.0,1.0,14728.999634027481
65,low_dE_proxy,0,single_like,hard_saturation_proxy,15,0.028172648890929422,0.15155903665415785,-0.3509472561701389,0.6631847381591798,20.0,1.0,9310.999982714653
65,low_dE_proxy,0,single_like,near_saturation_proxy,17,0.027817866229900172,0.1577274656860415,-0.32685115319145985,0.6631847381591798,20.0,1.0,9059.000097870827
65,low_dE_proxy,0,single_like,unsaturated_proxy,299,0.061907611365008865,0.3952119158054456,-0.6046572969647612,0.6631847381591798,20.0,1.0,-8407.99993276596
65,mid_dE_proxy,0,mild_pileup,hard_saturation_proxy,2688,0.032966239708498296,0.2222660495175604,-0.42299035644929084,0.5789533129368247,20.0,1.0,47037.00128746033
65,mid_dE_proxy,0,mild_pileup,near_saturation_proxy,72,0.03278950620413139,0.2621618515890155,-0.4322487197192563,0.4322416894783454,30.0,1.0,33722.5007891655
65,mid_dE_proxy,0,mild_pileup,unsaturated_proxy,562,0.027918665909963947,0.3034207881699932,-0.4071707517478808,0.4608551227624076,20.0,2.0,21667.50059890747
65,mid_dE_proxy,0,single_like,hard_saturation_proxy,33,0.028546665132776684,0.13296974048868626,-0.3114584899898577,0.6631847381591798,,1.0,13907.999756336212
65,mid_dE_proxy,0,single_like,near_saturation_proxy,10,0.026232129663081374,0.0978032567632994,-0.17862009132730472,0.22794904708862518,,1.0,6384.499888330698
65,mid_dE_proxy,0,single_like,unsaturated_proxy,69,0.02302028791964043,0.12490923755993054,-0.21582000927880104,0.22794904708862518,,1.0,6187.000039935112
