bin,bin_value,method,method_prefix,threshold,n_events,n_positive,n_accepted_positive,failure_rate,time_rms_ns,time_sigma68_ns,charge_fractional_bias,charge_fractional_res68,detection_ap,detection_auc
true_sep_sample,2.0,compact_cnn_probability,ml,0.85,69,69,28,0.5942028985507246,10.06019632542514,8.325555702809911,0.03473830464486304,0.0851608988953975,,
true_sep_sample,2.0,compact_cnn_probability,ml,0.9,69,69,20,0.7101449275362319,10.758272474444771,9.259961823966869,0.018201762949243628,0.07580994290126908,,
true_sep_sample,2.0,compact_cnn_probability,ml,0.95,69,69,6,0.9130434782608696,16.451598072224385,10.90821715638314,0.09251150070284211,0.05723934470381078,,
true_sep_sample,3.0,bounded_template_fit_score,trad,-0.2,67,67,59,0.11940298507462688,12.540688118478805,10.000646483929764,-0.05764437129286396,0.08933144130977316,,
true_sep_sample,3.0,bounded_template_fit_score,trad,-0.1,67,67,59,0.11940298507462688,12.540688118478805,10.000646483929764,-0.05764437129286396,0.08933144130977316,,
true_sep_sample,3.0,bounded_template_fit_score,trad,0.0,67,67,59,0.11940298507462688,12.540688118478805,10.000646483929764,-0.05764437129286396,0.08933144130977316,,
true_sep_sample,3.0,bounded_template_fit_score,trad,0.05,67,67,57,0.14925373134328357,12.386998527490357,9.933300758377701,-0.049571587813976865,0.08834528389703541,,
true_sep_sample,3.0,bounded_template_fit_score,trad,0.1,67,67,56,0.16417910447761197,12.33961802780643,9.85357034108586,-0.053607979553420414,0.09304465541858381,,
true_sep_sample,3.0,bounded_template_fit_score,trad,0.15,67,67,56,0.16417910447761197,12.33961802780643,9.85357034108586,-0.053607979553420414,0.09304465541858381,,
true_sep_sample,3.0,bounded_template_fit_score,trad,0.2,67,67,55,0.17910447761194026,12.275847679016772,9.754395969797802,-0.05764437129286396,0.09774402694013237,,
true_sep_sample,3.0,bounded_template_fit_score,trad,0.25,67,67,53,0.20895522388059706,12.253062637906547,9.735320885936646,-0.049571587813976865,0.10250557536142094,,
true_sep_sample,3.0,bounded_template_fit_score,trad,0.3,67,67,51,0.23880597014925375,12.205366730822874,9.657448518611993,-0.04869599312097148,0.11167987430385007,,
true_sep_sample,3.0,bounded_template_fit_score,trad,0.35,67,67,50,0.25373134328358204,12.246449450820426,9.60111560495904,-0.049133790467474174,0.11207666182996094,,
true_sep_sample,3.0,bounded_template_fit_score,trad,0.4,67,67,49,0.26865671641791045,12.339355829530374,9.508929475760064,-0.049571587813976865,0.11247344935607184,,
true_sep_sample,3.0,bounded_template_fit_score,trad,0.45,67,67,49,0.26865671641791045,12.339355829530374,9.508929475760064,-0.049571587813976865,0.11247344935607184,,
true_sep_sample,3.0,bounded_template_fit_score,trad,0.5,67,67,45,0.32835820895522383,12.424054954994173,9.795528926230059,-0.049571587813976865,0.10972282037760633,,
true_sep_sample,3.0,bounded_template_fit_score,trad,0.6,67,67,38,0.4328358208955224,12.509063652748637,8.974802241279605,-0.053607979553420414,0.0793562559078426,,
true_sep_sample,3.0,bounded_template_fit_score,trad,0.7,67,67,33,0.5074626865671642,12.624664287625261,8.935931786368865,-0.06375893250304904,0.07827322400659367,,
true_sep_sample,3.0,bounded_template_fit_score,trad,0.8,67,67,22,0.6716417910447761,9.008626989176603,7.935369006044273,-0.049133790467474174,0.06721496262529995,,
true_sep_sample,3.0,compact_cnn_probability,ml,0.05,67,67,67,0.0,8.05743392516125,7.039463534840037,0.01520891279713616,0.06823400949318732,,
true_sep_sample,3.0,compact_cnn_probability,ml,0.1,67,67,65,0.02985074626865669,7.967364437108354,7.0291704636803,0.01520891279713616,0.06847278679684453,,
true_sep_sample,3.0,compact_cnn_probability,ml,0.15,67,67,64,0.04477611940298509,7.805904756284192,6.974962556483897,0.011465721399756292,0.06372384389616485,,
true_sep_sample,3.0,compact_cnn_probability,ml,0.2,67,67,64,0.04477611940298509,7.805904756284192,6.974962556483897,0.011465721399756292,0.06372384389616485,,
true_sep_sample,3.0,compact_cnn_probability,ml,0.25,67,67,64,0.04477611940298509,7.805904756284192,6.974962556483897,0.011465721399756292,0.06372384389616485,,
true_sep_sample,3.0,compact_cnn_probability,ml,0.3,67,67,64,0.04477611940298509,7.805904756284192,6.974962556483897,0.011465721399756292,0.06372384389616485,,
true_sep_sample,3.0,compact_cnn_probability,ml,0.35,67,67,62,0.07462686567164178,7.703614602942943,6.849948607087003,0.011465721399756292,0.0662117540809869,,
true_sep_sample,3.0,compact_cnn_probability,ml,0.4,67,67,59,0.11940298507462688,7.328454372984088,6.716573502401098,0.0077225300023764255,0.06619390070063297,,
true_sep_sample,3.0,compact_cnn_probability,ml,0.45,67,67,58,0.13432835820895528,7.289530852790839,6.678174025004266,0.011465721399756292,0.06680454695396293,,
true_sep_sample,3.0,compact_cnn_probability,ml,0.5,67,67,58,0.13432835820895528,7.289530852790839,6.678174025004266,0.011465721399756292,0.06680454695396293,,
true_sep_sample,3.0,compact_cnn_probability,ml,0.55,67,67,54,0.19402985074626866,7.175683756856317,6.578296608390538,0.006057159096914561,0.06543059288397048,,
true_sep_sample,3.0,compact_cnn_probability,ml,0.6,67,67,53,0.20895522388059706,7.094859547405514,6.655761323579911,0.004391788191452697,0.06604123913730045,,
true_sep_sample,3.0,compact_cnn_probability,ml,0.65,67,67,52,0.22388059701492535,7.019811265803866,6.603933142954585,0.00980035049429443,0.06338564903063724,,
true_sep_sample,3.0,compact_cnn_probability,ml,0.7,67,67,51,0.23880597014925375,6.8584184688358185,6.542871192183634,0.01520891279713616,0.06345748527570777,,
true_sep_sample,3.0,compact_cnn_probability,ml,0.75,67,67,51,0.23880597014925375,6.8584184688358185,6.542871192183634,0.01520891279713616,0.06345748527570777,,
true_sep_sample,3.0,compact_cnn_probability,ml,0.8,67,67,50,0.25373134328358204,6.839328765284634,6.528423690241874,0.01905233590020558,0.06411870266433038,,
true_sep_sample,3.0,compact_cnn_probability,ml,0.85,67,67,44,0.34328358208955223,6.749051453111643,6.344336726720883,0.01905233590020558,0.06431504665241675,,
true_sep_sample,3.0,compact_cnn_probability,ml,0.9,67,67,39,0.417910447761194,6.736892507739911,6.426663426379111,0.01520891279713616,0.06109897146816193,,
true_sep_sample,3.0,compact_cnn_probability,ml,0.95,67,67,27,0.5970149253731343,7.323471434349529,7.385517427215245,0.02295561138716972,0.06026314730546363,,
true_sep_sample,4.0,bounded_template_fit_score,trad,-0.2,62,62,57,0.08064516129032262,8.367382999629408,5.505582028223602,-0.029921334342369457,0.09393559635687726,,
true_sep_sample,4.0,bounded_template_fit_score,trad,-0.1,62,62,57,0.08064516129032262,8.367382999629408,5.505582028223602,-0.029921334342369457,0.09393559635687726,,
true_sep_sample,4.0,bounded_template_fit_score,trad,0.0,62,62,56,0.09677419354838712,7.5411074808911875,5.373472480215982,-0.02825761012337958,0.0955630123254876,,
true_sep_sample,4.0,bounded_template_fit_score,trad,0.05,62,62,55,0.11290322580645162,6.862626691588377,5.329514729149311,-0.0265938859043897,0.097190428294098,,
true_sep_sample,4.0,bounded_template_fit_score,trad,0.1,62,62,55,0.11290322580645162,6.862626691588377,5.329514729149311,-0.0265938859043897,0.097190428294098,,
true_sep_sample,4.0,bounded_template_fit_score,trad,0.15,62,62,55,0.11290322580645162,6.862626691588377,5.329514729149311,-0.0265938859043897,0.097190428294098,,
true_sep_sample,4.0,bounded_template_fit_score,trad,0.2,62,62,54,0.12903225806451613,6.921073539152055,5.333144770742299,-0.02479535312844281,0.0975884504351732,,
true_sep_sample,4.0,bounded_template_fit_score,trad,0.25,62,62,54,0.12903225806451613,6.921073539152055,5.333144770742299,-0.02479535312844281,0.0975884504351732,,
true_sep_sample,4.0,bounded_template_fit_score,trad,0.3,62,62,54,0.12903225806451613,6.921073539152055,5.333144770742299,-0.02479535312844281,0.0975884504351732,,
true_sep_sample,4.0,bounded_template_fit_score,trad,0.35,62,62,54,0.12903225806451613,6.921073539152055,5.333144770742299,-0.02479535312844281,0.0975884504351732,,
true_sep_sample,4.0,bounded_template_fit_score,trad,0.4,62,62,53,0.14516129032258063,6.957353653335141,5.374162530222717,-0.02299682035249592,0.09888475966937035,,
true_sep_sample,4.0,bounded_template_fit_score,trad,0.45,62,62,52,0.16129032258064513,6.977334333102858,5.334506036339668,-0.02479535312844281,0.10018106890356744,,
true_sep_sample,4.0,bounded_template_fit_score,trad,0.5,62,62,50,0.19354838709677424,7.09389804008377,5.429264947459192,-0.02178943839241853,0.10334931873049069,,
true_sep_sample,4.0,bounded_template_fit_score,trad,0.6,62,62,47,0.24193548387096775,7.183732142067943,5.358299932669498,-0.0265938859043897,0.09818353595203369,,
true_sep_sample,4.0,bounded_template_fit_score,trad,0.7,62,62,43,0.30645161290322576,6.508314330094081,5.196399226970505,-0.03415035931564558,0.09171323315617774,,
true_sep_sample,4.0,bounded_template_fit_score,trad,0.8,62,62,37,0.4032258064516129,5.992537983731792,5.1938561366389235,-0.029921334342369457,0.09226232857579264,,
true_sep_sample,4.0,compact_cnn_probability,ml,0.05,62,62,62,0.0,8.78067170489407,7.717712336703711,0.024900400584760937,0.09756295514594415,,
true_sep_sample,4.0,compact_cnn_probability,ml,0.1,62,62,62,0.0,8.78067170489407,7.717712336703711,0.024900400584760937,0.09756295514594415,,
true_sep_sample,4.0,compact_cnn_probability,ml,0.15,62,62,62,0.0,8.78067170489407,7.717712336703711,0.024900400584760937,0.09756295514594415,,
true_sep_sample,4.0,compact_cnn_probability,ml,0.2,62,62,62,0.0,8.78067170489407,7.717712336703711,0.024900400584760937,0.09756295514594415,,
true_sep_sample,4.0,compact_cnn_probability,ml,0.25,62,62,62,0.0,8.78067170489407,7.717712336703711,0.024900400584760937,0.09756295514594415,,
true_sep_sample,4.0,compact_cnn_probability,ml,0.3,62,62,62,0.0,8.78067170489407,7.717712336703711,0.024900400584760937,0.09756295514594415,,
true_sep_sample,4.0,compact_cnn_probability,ml,0.35,62,62,62,0.0,8.78067170489407,7.717712336703711,0.024900400584760937,0.09756295514594415,,
true_sep_sample,4.0,compact_cnn_probability,ml,0.4,62,62,62,0.0,8.78067170489407,7.717712336703711,0.024900400584760937,0.09756295514594415,,
true_sep_sample,4.0,compact_cnn_probability,ml,0.45,62,62,61,0.016129032258064502,8.545888921715767,7.395791962238845,0.025352019395857926,0.09757954454422825,,
true_sep_sample,4.0,compact_cnn_probability,ml,0.5,62,62,61,0.016129032258064502,8.545888921715767,7.395791962238845,0.025352019395857926,0.09757954454422825,,
true_sep_sample,4.0,compact_cnn_probability,ml,0.55,62,62,60,0.032258064516129004,8.472486856137534,7.54063234516741,0.024900400584760937,0.09663644631246143,,
true_sep_sample,4.0,compact_cnn_probability,ml,0.6,62,62,59,0.048387096774193505,8.355290817234586,7.2015990520778015,0.024448781773663948,0.09440178404727195,,
true_sep_sample,4.0,compact_cnn_probability,ml,0.65,62,62,59,0.048387096774193505,8.355290817234586,7.2015990520778015,0.024448781773663948,0.09440178404727195,,
true_sep_sample,4.0,compact_cnn_probability,ml,0.7,62,62,58,0.06451612903225812,8.379804328670525,7.346310226924806,0.02373924012041992,0.09576173071317082,,
true_sep_sample,4.0,compact_cnn_probability,ml,0.75,62,62,54,0.12903225806451613,7.704066632717773,7.013213583354611,0.02373924012041992,0.09201107126006641,,
true_sep_sample,4.0,compact_cnn_probability,ml,0.8,62,62,54,0.12903225806451613,7.704066632717773,7.013213583354611,0.02373924012041992,0.09201107126006641,,
true_sep_sample,4.0,compact_cnn_probability,ml,0.85,62,62,53,0.14516129032258063,7.439690982262952,6.949074152597415,0.024448781773663948,0.09343938986701805,,
true_sep_sample,4.0,compact_cnn_probability,ml,0.9,62,62,49,0.20967741935483875,7.432340074659771,6.824004893566681,0.027390751060648214,0.09571430797493932,,
true_sep_sample,4.0,compact_cnn_probability,ml,0.95,62,62,37,0.4032258064516129,7.2510973763821305,6.59740545744854,0.025352019395857926,0.07530297041238045,,
true_sep_sample,5.0,bounded_template_fit_score,trad,-0.2,76,76,68,0.10526315789473684,10.398484963390338,5.988699989332444,-0.044524492537971715,0.0853515234552597,,
true_sep_sample,5.0,bounded_template_fit_score,trad,-0.1,76,76,68,0.10526315789473684,10.398484963390338,5.988699989332444,-0.044524492537971715,0.0853515234552597,,
true_sep_sample,5.0,bounded_template_fit_score,trad,0.0,76,76,68,0.10526315789473684,10.398484963390338,5.988699989332444,-0.044524492537971715,0.0853515234552597,,
true_sep_sample,5.0,bounded_template_fit_score,trad,0.05,76,76,65,0.14473684210526316,7.910008202897091,6.0060456876491735,-0.04279498129341963,0.0847659490004356,,
true_sep_sample,5.0,bounded_template_fit_score,trad,0.1,76,76,65,0.14473684210526316,7.910008202897091,6.0060456876491735,-0.04279498129341963,0.0847659490004356,,
true_sep_sample,5.0,bounded_template_fit_score,trad,0.15,76,76,63,0.17105263157894735,7.784026678666131,6.094776957520054,-0.04120418393034402,0.08418207067349796,,
true_sep_sample,5.0,bounded_template_fit_score,trad,0.2,76,76,61,0.19736842105263153,6.52761973515852,5.458273160247874,-0.04120418393034402,0.07617621229825505,,
true_sep_sample,5.0,bounded_template_fit_score,trad,0.25,76,76,61,0.19736842105263153,6.52761973515852,5.458273160247874,-0.04120418393034402,0.07617621229825505,,
true_sep_sample,5.0,bounded_template_fit_score,trad,0.3,76,76,61,0.19736842105263153,6.52761973515852,5.458273160247874,-0.04120418393034402,0.07617621229825505,,
true_sep_sample,5.0,bounded_template_fit_score,trad,0.35,76,76,60,0.21052631578947367,6.518412823356505,5.436203697123061,-0.04199958261188183,0.0782014851801226,,
true_sep_sample,5.0,bounded_template_fit_score,trad,0.4,76,76,59,0.22368421052631582,6.310065741902995,5.362916250473058,-0.04279498129341963,0.08022675806199013,,
true_sep_sample,5.0,bounded_template_fit_score,trad,0.45,76,76,58,0.23684210526315785,6.330252390058114,5.421793576891838,-0.044524492537971715,0.08225203094385765,,
true_sep_sample,5.0,bounded_template_fit_score,trad,0.5,76,76,56,0.26315789473684215,6.329142767737675,5.4543234441174855,-0.046863164038622514,0.08384570681308577,,
true_sep_sample,5.0,bounded_template_fit_score,trad,0.6,76,76,53,0.3026315789473685,5.975402729794031,5.006064865055102,-0.0462540037825238,0.07972043984152324,,
true_sep_sample,5.0,bounded_template_fit_score,trad,0.7,76,76,48,0.368421052631579,4.939938585210273,4.750812845298744,-0.04513365279407043,0.07718884873918883,,
true_sep_sample,5.0,bounded_template_fit_score,trad,0.8,76,76,41,0.4605263157894737,5.0317074888993885,4.861102682479849,-0.04279498129341963,0.06754217200949657,,
true_sep_sample,5.0,compact_cnn_probability,ml,0.05,76,76,76,0.0,10.198763045799582,10.142476894213083,-0.0012207168540036306,0.08216527631860099,,
true_sep_sample,5.0,compact_cnn_probability,ml,0.1,76,76,76,0.0,10.198763045799582,10.142476894213083,-0.0012207168540036306,0.08216527631860099,,
true_sep_sample,5.0,compact_cnn_probability,ml,0.15,76,76,76,0.0,10.198763045799582,10.142476894213083,-0.0012207168540036306,0.08216527631860099,,
true_sep_sample,5.0,compact_cnn_probability,ml,0.2,76,76,76,0.0,10.198763045799582,10.142476894213083,-0.0012207168540036306,0.08216527631860099,,
true_sep_sample,5.0,compact_cnn_probability,ml,0.25,76,76,75,0.013157894736842146,9.93727746014221,10.056555659568714,0.003401096952781845,0.0813346195864907,,
true_sep_sample,5.0,compact_cnn_probability,ml,0.3,76,76,75,0.013157894736842146,9.93727746014221,10.056555659568714,0.003401096952781845,0.0813346195864907,,
true_sep_sample,5.0,compact_cnn_probability,ml,0.35,76,76,71,0.06578947368421051,9.304821297603787,8.687784935444022,0.005454498008735868,0.08231346644450416,,
true_sep_sample,5.0,compact_cnn_probability,ml,0.4,76,76,70,0.07894736842105265,8.886035688322929,8.635488142125753,0.0070861408516402335,0.08277464173778343,,
true_sep_sample,5.0,compact_cnn_probability,ml,0.45,76,76,70,0.07894736842105265,8.886035688322929,8.635488142125753,0.0070861408516402335,0.08277464173778343,,
true_sep_sample,5.0,compact_cnn_probability,ml,0.5,76,76,66,0.13157894736842102,8.331467883664347,7.757001941878462,0.010398649113067808,0.08356979463352306,,
true_sep_sample,5.0,compact_cnn_probability,ml,0.55,76,76,66,0.13157894736842102,8.331467883664347,7.757001941878462,0.010398649113067808,0.08356979463352306,,
true_sep_sample,5.0,compact_cnn_probability,ml,0.6,76,76,66,0.13157894736842102,8.331467883664347,7.757001941878462,0.010398649113067808,0.08356979463352306,,
true_sep_sample,5.0,compact_cnn_probability,ml,0.65,76,76,65,0.14473684210526316,8.120136628565698,7.716167063488704,0.012079514531591016,0.08268950162645547,,
true_sep_sample,5.0,compact_cnn_probability,ml,0.7,76,76,64,0.1578947368421053,8.050606649007475,7.679584209956659,0.010398649113067808,0.08351011074502736,,
true_sep_sample,5.0,compact_cnn_probability,ml,0.75,76,76,64,0.1578947368421053,8.050606649007475,7.679584209956659,0.010398649113067808,0.08351011074502736,,
true_sep_sample,5.0,compact_cnn_probability,ml,0.8,76,76,63,0.17105263157894735,7.807601800887854,7.695930501051471,0.012079514531591016,0.08080490866304846,,
true_sep_sample,5.0,compact_cnn_probability,ml,0.85,76,76,60,0.21052631578947367,7.580172787610412,7.4419494123308265,0.0070861408516402335,0.0797814967796287,,
true_sep_sample,5.0,compact_cnn_probability,ml,0.9,76,76,58,0.23684210526315785,7.320561626757446,7.066001906568058,0.008767006270163441,0.08181828416072373,,
true_sep_sample,5.0,compact_cnn_probability,ml,0.95,76,76,47,0.381578947368421,6.09652425479602,5.694782661800348,0.012079514531591016,0.07824341701533719,,
true_sep_sample,6.0,bounded_template_fit_score,trad,-0.2,61,61,58,0.049180327868852514,15.384467154118829,5.8335915208925515,-0.07207862522676792,0.08144196584291499,,
true_sep_sample,6.0,bounded_template_fit_score,trad,-0.1,61,61,56,0.08196721311475408,13.565207665021548,5.155427444143706,-0.0697793562628781,0.08126938655669572,,
true_sep_sample,6.0,bounded_template_fit_score,trad,0.0,61,61,56,0.08196721311475408,13.565207665021548,5.155427444143706,-0.0697793562628781,0.08126938655669572,,
true_sep_sample,6.0,bounded_template_fit_score,trad,0.05,61,61,55,0.09836065573770492,12.963815529131976,4.944258303125156,-0.0692439619848434,0.08137117740446531,,
true_sep_sample,6.0,bounded_template_fit_score,trad,0.1,61,61,53,0.1311475409836066,10.946138339176127,4.653067845133462,-0.0642443036644767,0.07533612103702349,,
true_sep_sample,6.0,bounded_template_fit_score,trad,0.15,61,61,53,0.1311475409836066,10.946138339176127,4.653067845133462,-0.0642443036644767,0.07533612103702349,,
true_sep_sample,6.0,bounded_template_fit_score,trad,0.2,61,61,52,0.14754098360655743,9.382856870070967,4.453205318340764,-0.06181786390142042,0.07621992630949553,,
true_sep_sample,6.0,bounded_template_fit_score,trad,0.25,61,61,51,0.16393442622950816,9.44691029946817,4.3372923979377465,-0.0642443036644767,0.0771037315819676,,
true_sep_sample,6.0,bounded_template_fit_score,trad,0.3,61,61,50,0.180327868852459,9.498993479254722,4.415535845655075,-0.06181786390142042,0.0731001473232655,,
true_sep_sample,6.0,bounded_template_fit_score,trad,0.35,61,61,50,0.180327868852459,9.498993479254722,4.415535845655075,-0.06181786390142042,0.0731001473232655,,
true_sep_sample,6.0,bounded_template_fit_score,trad,0.4,61,61,49,0.19672131147540983,9.57625748964068,4.462328968164122,-0.0642443036644767,0.07448452964812599,,
true_sep_sample,6.0,bounded_template_fit_score,trad,0.45,61,61,49,0.19672131147540983,9.57625748964068,4.462328968164122,-0.0642443036644767,0.07448452964812599,,
true_sep_sample,6.0,bounded_template_fit_score,trad,0.5,61,61,48,0.21311475409836067,9.615581985940771,4.047451260785197,-0.06181786390142042,0.07278580632460935,,
true_sep_sample,6.0,bounded_template_fit_score,trad,0.6,61,61,42,0.3114754098360656,7.494186054946395,3.5786351126643465,-0.06674413282466005,0.07069772143980771,,
true_sep_sample,6.0,bounded_template_fit_score,trad,0.7,61,61,31,0.4918032786885246,6.5675351350481534,3.095066433008812,-0.07845943786228421,0.07160421622120336,,
true_sep_sample,6.0,bounded_template_fit_score,trad,0.8,61,61,24,0.6065573770491803,4.739984859902037,2.799682098220886,-0.08090317653544199,0.06127651984692256,,
true_sep_sample,6.0,compact_cnn_probability,ml,0.05,61,61,60,0.016393442622950838,14.113808703353934,12.090600422844163,-0.04118744622444684,0.07502557783675523,,
true_sep_sample,6.0,compact_cnn_probability,ml,0.1,61,61,60,0.016393442622950838,14.113808703353934,12.090600422844163,-0.04118744622444684,0.07502557783675523,,
true_sep_sample,6.0,compact_cnn_probability,ml,0.15,61,61,60,0.016393442622950838,14.113808703353934,12.090600422844163,-0.04118744622444684,0.07502557783675523,,
true_sep_sample,6.0,compact_cnn_probability,ml,0.2,61,61,60,0.016393442622950838,14.113808703353934,12.090600422844163,-0.04118744622444684,0.07502557783675523,,
true_sep_sample,6.0,compact_cnn_probability,ml,0.25,61,61,57,0.06557377049180324,13.147926708565409,11.61361025135041,-0.039795524691358025,0.07456374563087462,,
true_sep_sample,6.0,compact_cnn_probability,ml,0.3,61,61,57,0.06557377049180324,13.147926708565409,11.61361025135041,-0.039795524691358025,0.07456374563087462,,
true_sep_sample,6.0,compact_cnn_probability,ml,0.35,61,61,56,0.08196721311475408,12.810704795512668,11.637903839747121,-0.03531608870694386,0.07500891520193069,,
true_sep_sample,6.0,compact_cnn_probability,ml,0.4,61,61,56,0.08196721311475408,12.810704795512668,11.637903839747121,-0.03531608870694386,0.07500891520193069,,
true_sep_sample,6.0,compact_cnn_probability,ml,0.45,61,61,56,0.08196721311475408,12.810704795512668,11.637903839747121,-0.03531608870694386,0.07500891520193069,,
true_sep_sample,6.0,compact_cnn_probability,ml,0.5,61,61,56,0.08196721311475408,12.810704795512668,11.637903839747121,-0.03531608870694386,0.07500891520193069,,
true_sep_sample,6.0,compact_cnn_probability,ml,0.55,61,61,56,0.08196721311475408,12.810704795512668,11.637903839747121,-0.03531608870694386,0.07500891520193069,,
true_sep_sample,6.0,compact_cnn_probability,ml,0.6,61,61,53,0.1311475409836066,12.145416074268175,10.998515059597244,-0.039795524691358025,0.07250191971572975,,
true_sep_sample,6.0,compact_cnn_probability,ml,0.65,61,61,52,0.14754098360655743,11.799145605398863,10.628489772577097,-0.04118744622444684,0.07347718647692018,,
true_sep_sample,6.0,compact_cnn_probability,ml,0.7,61,61,52,0.14754098360655743,11.799145605398863,10.628489772577097,-0.04118744622444684,0.07347718647692018,,
true_sep_sample,6.0,compact_cnn_probability,ml,0.75,61,61,51,0.16393442622950816,11.470788906374635,10.337465197714195,-0.039795524691358025,0.0744524532381106,,
true_sep_sample,6.0,compact_cnn_probability,ml,0.8,61,61,51,0.16393442622950816,11.470788906374635,10.337465197714195,-0.039795524691358025,0.0744524532381106,,
true_sep_sample,6.0,compact_cnn_probability,ml,0.85,61,61,49,0.19672131147540983,10.976844605846349,10.046206820999405,-0.042579367757535645,0.07424049761268223,,
true_sep_sample,6.0,compact_cnn_probability,ml,0.9,61,61,45,0.2622950819672131,9.960953610923157,8.76312955636722,-0.039795524691358025,0.07295599021395914,,
true_sep_sample,6.0,compact_cnn_probability,ml,0.95,61,61,41,0.3278688524590164,9.104611241642454,8.759637223098858,-0.03019332691909592,0.07081638631432717,,
