direction,source_sample,target_sample,heldout_run,method,n_pair_residuals,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,core_sigma_ns,chi2_ndf
sample_ii_to_sample_i,sample_ii,sample_i,49,ml_lowering_rf,168,1.0976629162756222,2.0734633720784608,2.3623535796617516,0.047619047619047616,0.9359628354422964,1.175822529925946
sample_ii_to_sample_i,sample_ii,sample_i,49,ml_shuffled_target_control,168,-2.4252301131570757,3.2422728298715313,3.8432058426331603,0.07142857142857142,203.6374428822557,1.4282450309466053
sample_ii_to_sample_i,sample_ii,sample_i,50,cfd20,180,-3.170328238706949,3.1374507513193346,2.8660689405739554,0.06666666666666667,1.2029735660917706,1.29438371431622
sample_ii_to_sample_i,sample_ii,sample_i,50,adaptive_lowered_cfd20,180,-3.5874976773310827,3.208758873602265,9.734824542644844,0.09444444444444444,1.0660920087289256,1.2490503842392324
sample_ii_to_sample_i,sample_ii,sample_i,50,traditional_lowering_strata,180,1.1020035866425602,1.8640355060647504,1.8068561178629976,0.005555555555555556,1.2845259678917562,1.3054495624625826
sample_ii_to_sample_i,sample_ii,sample_i,50,ml_lowering_rf,180,1.592266591764112,2.6682465687327586,4.023299011145724,0.1,0.9747228470176359,1.1363248123290077
sample_ii_to_sample_i,sample_ii,sample_i,50,ml_shuffled_target_control,180,-2.8558992085866706,3.326108168976431,2.9639251692339985,0.06111111111111111,1.6244638233724296,1.3761543482485659
sample_ii_to_sample_i,sample_ii,sample_i,51,cfd20,102,-2.948406531902407,3.5167158460686774,18.69810655918951,0.14705882352941177,0.8023901538279848,0.6708256474730425
sample_ii_to_sample_i,sample_ii,sample_i,51,adaptive_lowered_cfd20,102,-3.2426810952357066,3.5198049502457653,20.11212770704717,0.14705882352941177,0.5024285291344537,0.8170954823756638
sample_ii_to_sample_i,sample_ii,sample_i,51,traditional_lowering_strata,102,1.2837449238351013,1.9864924769273822,18.277677872746928,0.049019607843137254,1.5281257138411075,0.9305118840405847
sample_ii_to_sample_i,sample_ii,sample_i,51,ml_lowering_rf,102,2.208437259478899,2.5096901085458985,16.384889462868674,0.08823529411764706,6.821383998758168,1.0484129488997018
sample_ii_to_sample_i,sample_ii,sample_i,51,ml_shuffled_target_control,102,-3.0558992365645903,3.3670373934882583,18.748914669777736,0.11764705882352941,312.8256751664573,1.227143439625693
sample_ii_to_sample_i,sample_ii,sample_i,52,cfd20,66,-2.8120042728695473,3.1795471377450175,2.7623124451641106,0.030303030303030304,453.17943009620234,0.7563181651200988
sample_ii_to_sample_i,sample_ii,sample_i,52,adaptive_lowered_cfd20,66,-3.234707403276836,3.1709696012049737,2.7555712095167597,0.030303030303030304,0.7632845030687945,0.8565106201012894
sample_ii_to_sample_i,sample_ii,sample_i,52,traditional_lowering_strata,66,1.2753091927243219,1.835220589594288,1.7602855844780114,0.0,2.050880139399522,0.6159414953738307
sample_ii_to_sample_i,sample_ii,sample_i,52,ml_lowering_rf,66,1.998727643130863,2.0779109184463587,4.422500636671822,0.10606060606060606,2.91797261383046,0.787899204915474
sample_ii_to_sample_i,sample_ii,sample_i,52,ml_shuffled_target_control,66,-2.2594799915974395,3.146269012932828,2.8074708660906174,0.030303030303030304,0.17651442256021166,0.5762960413194396
sample_ii_to_sample_i,sample_ii,sample_i,53,cfd20,177,-2.848237143114808,2.9319334944655413,2.6600889650623807,0.05084745762711865,1.1768745109961178,1.1955395118112344
sample_ii_to_sample_i,sample_ii,sample_i,53,adaptive_lowered_cfd20,177,-3.4346555944038,2.9796350694844933,2.670440742525457,0.07344632768361582,0.9557947196890103,1.0898039166701143
sample_ii_to_sample_i,sample_ii,sample_i,53,traditional_lowering_strata,177,1.5010579085550049,2.040588804971964,1.8552519469611215,0.0,1.7394629747498036,0.9040324840108602
sample_ii_to_sample_i,sample_ii,sample_i,53,ml_lowering_rf,177,2.0018899793770117,2.689112687953583,4.6757231642377155,0.1016949152542373,1.5105732663232139,1.0694410851365477
sample_ii_to_sample_i,sample_ii,sample_i,53,ml_shuffled_target_control,177,-2.976305288884191,3.2439025725780617,2.8145155645287407,0.062146892655367235,0.17215510320098912,1.2890039273261331
sample_ii_to_sample_i,sample_ii,sample_i,54,cfd20,150,-2.9032663178934826,2.974859520467964,3.5824437017065125,0.06,1.4297395894455274,1.1577114917332365
sample_ii_to_sample_i,sample_ii,sample_i,54,adaptive_lowered_cfd20,150,-3.436185167645437,2.9790769958710914,3.592512782238922,0.08666666666666667,4.859103066156371,1.0999067550441772
sample_ii_to_sample_i,sample_ii,sample_i,54,traditional_lowering_strata,150,1.2856411118790607,2.196167882000019,3.153915985259735,0.02,2.991849019112082,0.6813958059875096
sample_ii_to_sample_i,sample_ii,sample_i,54,ml_lowering_rf,150,1.9247444570416832,2.847111588717927,4.457747689374074,0.08666666666666667,170.0233699503577,0.8771518806670286
sample_ii_to_sample_i,sample_ii,sample_i,54,ml_shuffled_target_control,150,-2.6294702255656475,2.9509962128073743,3.7117188348710504,0.06666666666666667,263.9244479559273,1.0952719579825556
sample_ii_to_sample_i,sample_ii,sample_i,55,cfd20,132,-3.5619755723273485,3.2033552699567642,2.920568252904059,0.08333333333333333,0.6211198579746827,0.9213510460575018
sample_ii_to_sample_i,sample_ii,sample_i,55,adaptive_lowered_cfd20,132,-3.760561081014494,3.2068822689714716,2.9630638269155836,0.09090909090909091,171.66061210746292,1.5480349715064223
sample_ii_to_sample_i,sample_ii,sample_i,55,traditional_lowering_strata,132,1.3882205757003057,1.8606800264224097,1.7628733836823143,0.0,1.757627026823851,0.8896862322590269
sample_ii_to_sample_i,sample_ii,sample_i,55,ml_lowering_rf,132,2.1397303773158747,2.428112205419667,2.6036479428653703,0.05303030303030303,1.34689835733234,0.8600161692529527
sample_ii_to_sample_i,sample_ii,sample_i,55,ml_shuffled_target_control,132,-3.5892392049445583,3.3892647590445772,3.0814744418944477,0.11363636363636363,0.7973301301830268,0.7976920696843183
sample_ii_to_sample_i,sample_ii,sample_i,56,cfd20,276,-3.0623599675774997,3.0259874144321266,8.325796356140048,0.07246376811594203,229.4109111020279,1.4674841625759834
sample_ii_to_sample_i,sample_ii,sample_i,56,adaptive_lowered_cfd20,276,-3.356609525436836,3.0405278666480875,8.36678062500648,0.08333333333333333,0.7555558421276862,1.6785903548811656
sample_ii_to_sample_i,sample_ii,sample_i,56,traditional_lowering_strata,276,1.247034369617971,2.024980740981917,8.300594007877464,0.021739130434782608,1.590835041723084,1.5890024721234746
sample_ii_to_sample_i,sample_ii,sample_i,56,ml_lowering_rf,276,1.6455172665468005,2.929867408083471,7.286892375718886,0.14130434782608695,1.5738716407427469,0.7749107494873333
sample_ii_to_sample_i,sample_ii,sample_i,56,ml_shuffled_target_control,276,-2.8607156764585113,3.1123318587569937,8.527441617804646,0.08333333333333333,0.9581872997833417,1.8310535512403787
sample_ii_to_sample_i,sample_ii,sample_i,57,cfd20,192,-3.1392182920903586,3.264756915433511,2.9487364963537197,0.07291666666666667,0.9861794806261547,0.9836705046624429
sample_ii_to_sample_i,sample_ii,sample_i,57,adaptive_lowered_cfd20,192,-3.371077703611732,3.280399741493212,2.97441026015764,0.09895833333333333,1.3500289700070396,1.2414894087361992
sample_ii_to_sample_i,sample_ii,sample_i,57,traditional_lowering_strata,192,1.1018025674878302,2.0153573725578036,2.075172556402927,0.010416666666666666,2.0503639543975782,0.7818500442381766
sample_ii_to_sample_i,sample_ii,sample_i,57,ml_lowering_rf,192,1.8128116728106427,2.5342721944740316,2.576435566505919,0.057291666666666664,4.611512113552315,1.1687333168283258
sample_ii_to_sample_i,sample_ii,sample_i,57,ml_shuffled_target_control,192,-3.1680571810776925,3.3606960082521,3.0616729304140913,0.09375,1.5583190349185168,1.0408649753675039
