accepted_n,accepted_fraction,bias_median_frac,model_energy_proxy_res68,p04b_charge_propagated_energy_res68,combined_energy_proxy_res68,depth_order_violation_rate,rep,geometry,method,uncertainty_threshold
313671,1.0,-0.015054037703503576,0.02158032333962922,0.23609903816098748,0.2370832473541443,0.0,0,center_4cm,traditional_depth_charge_lookup,0.3
286788,1.0,-0.014409327477931244,0.022062947786088947,0.2318992469416681,0.23294641958425644,0.0,1,center_4cm,traditional_depth_charge_lookup,0.3
366018,1.0,-0.013193589739728749,0.02138327622565367,0.24351776549030318,0.2444547946175998,0.0,2,center_4cm,traditional_depth_charge_lookup,0.3
252730,1.0,-0.012769407582463407,0.02112208858079222,0.2404860301209838,0.24141183340790393,0.0,3,center_4cm,traditional_depth_charge_lookup,0.3
334672,1.0,-0.014359036733872375,0.02106689123757406,0.2442252455703394,0.2451321775702006,0.0,4,center_4cm,traditional_depth_charge_lookup,0.3
310926,1.0,-0.0138111608074977,0.02192807825102616,0.23606057958611104,0.23707686063872577,0.0,5,center_4cm,traditional_depth_charge_lookup,0.3
431796,1.0,-0.009648718931564198,0.020331549379335224,0.250026645276739,0.25085193889724,0.0,6,center_4cm,traditional_depth_charge_lookup,0.3
327353,1.0,-0.013880214995386627,0.02054420646899668,0.24504199655034425,0.24590169680752447,0.0,7,center_4cm,traditional_depth_charge_lookup,0.3
402007,1.0,-0.011285943973303816,0.02067075311022265,0.24826645541377462,0.24912549632236264,0.0,8,center_4cm,traditional_depth_charge_lookup,0.3
370650,1.0,-0.010339974680716575,0.020537590678988377,0.2501626208187087,0.25100424196770604,0.0,9,center_4cm,traditional_depth_charge_lookup,0.3
275146,1.0,-0.01714450809149041,0.02236545131088832,0.20766711775217886,0.20886800905796232,0.0,10,center_4cm,traditional_depth_charge_lookup,0.3
411039,1.0,-0.009882135335405055,0.020820060650144002,0.2494338219592909,0.25030123144462335,0.0,11,center_4cm,traditional_depth_charge_lookup,0.3
295573,1.0,-0.01423902106039056,0.021774645460090482,0.23891864727317985,0.23990884768961476,0.0,12,center_4cm,traditional_depth_charge_lookup,0.3
310404,1.0,-0.013290030251641615,0.02082925108084122,0.24516330717130294,0.24604655023746902,0.0,13,center_4cm,traditional_depth_charge_lookup,0.3
329104,1.0,-0.01117703391580426,0.020626136533349073,0.24659897337984799,0.24746007997308847,0.0,14,center_4cm,traditional_depth_charge_lookup,0.3
292422,1.0,-0.010879844675324378,0.021805670537338645,0.24379637592511547,0.24476960632767128,0.0,15,center_4cm,traditional_depth_charge_lookup,0.3
358558,1.0,-0.011600615416813419,0.019733783970746144,0.25021425105689804,0.25099122228031895,0.0,16,center_4cm,traditional_depth_charge_lookup,0.3
382759,1.0,-0.008879812638869717,0.020693717330044874,0.24981878302393432,0.25067439894910565,0.0,17,center_4cm,traditional_depth_charge_lookup,0.3
410064,1.0,-0.009272867244050314,0.020684583107703585,0.2496047156157249,0.25046030830442256,0.0,18,center_4cm,traditional_depth_charge_lookup,0.3
375039,1.0,-0.011994931028493062,0.020763451906735095,0.24640924175778203,0.24728250111709962,0.0,19,center_4cm,traditional_depth_charge_lookup,0.3
329501,1.0,-0.01057689772283778,0.021196841907146644,0.2465760400250225,0.24748545335283462,0.0,20,center_4cm,traditional_depth_charge_lookup,0.3
388211,1.0,-0.00941233895711383,0.020595505410836035,0.24945509680793096,0.25030385567661956,0.0,21,center_4cm,traditional_depth_charge_lookup,0.3
322975,1.0,-0.014109950244596992,0.02056133311130644,0.24550657425271072,0.24636608212295757,0.0,22,center_4cm,traditional_depth_charge_lookup,0.3
282481,1.0,-0.01377803162953694,0.021964252936953893,0.23868753456659583,0.2396959898800111,0.0,23,center_4cm,traditional_depth_charge_lookup,0.3
268211,1.0,-0.014532932931469502,0.02122134058182473,0.24162713833634725,0.24255724948288412,0.0,24,center_4cm,traditional_depth_charge_lookup,0.3
355893,1.0,-0.010440164909824537,0.020853521723276574,0.24873492221757235,0.24960755376960236,0.0,25,center_4cm,traditional_depth_charge_lookup,0.3
298926,1.0,-0.013714554665049184,0.021633401070903804,0.23641844081228092,0.23740615661352288,0.0,26,center_4cm,traditional_depth_charge_lookup,0.3
317269,1.0,-0.01271879845686686,0.021791144972612597,0.2415009906524969,0.2424821281772222,0.0,27,center_4cm,traditional_depth_charge_lookup,0.3
227359,1.0,-0.01503011201663203,0.02227279629581943,0.22690489530950025,0.22799541436232953,0.0,28,center_4cm,traditional_depth_charge_lookup,0.3
436461,1.0,-0.009093039510580301,0.020173060592043865,0.2503056939772617,0.25111728895296886,0.0,29,center_4cm,traditional_depth_charge_lookup,0.3
372837,1.0,-0.010754426324307866,0.020996209936512522,0.24649844134594723,0.24739103140105845,0.0,30,center_4cm,traditional_depth_charge_lookup,0.3
293590,1.0,-0.015466864122176691,0.02193240345706525,0.22874493364059584,0.22979398379340588,0.0,31,center_4cm,traditional_depth_charge_lookup,0.3
344292,1.0,-0.012493211585812672,0.021918336291999685,0.24181731872673487,0.24280862649831136,0.0,32,center_4cm,traditional_depth_charge_lookup,0.3
416575,1.0,-0.009166787352530128,0.020124088833337158,0.25054262538278127,0.25134952970926505,0.0,33,center_4cm,traditional_depth_charge_lookup,0.3
309390,1.0,-0.013979107896244717,0.02143024123317146,0.24051931947643232,0.24147214804345044,0.0,34,center_4cm,traditional_depth_charge_lookup,0.3
357788,1.0,-0.012573076096859832,0.020896368955286022,0.24623061201352714,0.247115706761168,0.0,35,center_4cm,traditional_depth_charge_lookup,0.3
353961,1.0,-0.010381654394004588,0.01953926376422133,0.250927921337708,0.25168751366587655,0.0,36,center_4cm,traditional_depth_charge_lookup,0.3
261018,1.0,-0.014311956997912668,0.0215008717738542,0.24091906118256942,0.24187658325709488,0.0,37,center_4cm,traditional_depth_charge_lookup,0.3
305527,1.0,-0.014662797868572133,0.02193651924957296,0.23547459572037285,0.23649417774325845,0.0,38,center_4cm,traditional_depth_charge_lookup,0.3
265677,1.0,-0.01553661012065437,0.022675175194861803,0.21748771929717894,0.2186665763558898,0.0,39,center_4cm,traditional_depth_charge_lookup,0.3
315207,1.0,-0.011001206222041149,0.020494088856562884,0.24906647586719713,0.24990821730980714,0.0,40,center_4cm,traditional_depth_charge_lookup,0.3
370729,1.0,-0.01469905105348396,0.021058204340572217,0.24420652035331675,0.24511277517323368,0.0,41,center_4cm,traditional_depth_charge_lookup,0.3
330346,1.0,-0.012618427792449946,0.021416855172212472,0.24165229761270876,0.24259949428423938,0.0,42,center_4cm,traditional_depth_charge_lookup,0.3
369434,1.0,-0.012486143556549253,0.021093016757502157,0.2446896768042101,0.24559713616099244,0.0,43,center_4cm,traditional_depth_charge_lookup,0.3
307632,1.0,-0.009914895154772275,0.021417776352788367,0.24704549755359703,0.24797217385304018,0.0,44,center_4cm,traditional_depth_charge_lookup,0.3
337697,1.0,-0.011493742531233591,0.02092046466622509,0.2452930800382888,0.24618359197257875,0.0,45,center_4cm,traditional_depth_charge_lookup,0.3
367998,1.0,-0.010422667165658721,0.020911955430001166,0.24848448957723798,0.24936289106514395,0.0,46,center_4cm,traditional_depth_charge_lookup,0.3
294274,1.0,-0.01274889689762548,0.021476726860092804,0.24403579584832863,0.2449790183912699,0.0,47,center_4cm,traditional_depth_charge_lookup,0.3
367781,1.0,-0.012956720061460833,0.020690440817156087,0.24605807011878778,0.24692644291729982,0.0,48,center_4cm,traditional_depth_charge_lookup,0.3
289978,1.0,-0.013759983365092324,0.021148209441986414,0.24323077054465692,0.24414842719614163,0.0,49,center_4cm,traditional_depth_charge_lookup,0.3
289759,1.0,-0.00977469170278962,0.0208852537439058,0.24818486530729625,0.2490620830065229,0.0,50,center_4cm,traditional_depth_charge_lookup,0.3
408493,1.0,-0.00955338448605041,0.019810609757706828,0.25139890999813963,0.2521782548262734,0.0,51,center_4cm,traditional_depth_charge_lookup,0.3
362747,1.0,-0.011239195178364749,0.0212544412051491,0.24569945835608156,0.24661706167135922,0.0,52,center_4cm,traditional_depth_charge_lookup,0.3
285227,1.0,-0.01503591052370188,0.022336883069427618,0.2278621452504009,0.2289543482517248,0.0,53,center_4cm,traditional_depth_charge_lookup,0.3
327799,1.0,-0.012260058454913491,0.021017491629923547,0.2454091482023915,0.24630750085175496,0.0,54,center_4cm,traditional_depth_charge_lookup,0.3
394530,1.0,-0.010339315490751733,0.021508599953391768,0.24699400884339698,0.24792874031964732,0.0,55,center_4cm,traditional_depth_charge_lookup,0.3
317558,1.0,-0.015344104686421658,0.022345467527428258,0.22582677495788625,0.22692961950106724,0.0,56,center_4cm,traditional_depth_charge_lookup,0.3
293295,1.0,-0.013847074295830035,0.02180521667388283,0.23965877259081023,0.24064869572455336,0.0,57,center_4cm,traditional_depth_charge_lookup,0.3
388305,1.0,-0.010019823040778386,0.021122283359471403,0.24711157352361277,0.2480126622243987,0.0,58,center_4cm,traditional_depth_charge_lookup,0.3
306809,1.0,-0.01387578870256731,0.02104988836234989,0.2427583454096174,0.24366926779157544,0.0,59,center_4cm,traditional_depth_charge_lookup,0.3
353245,1.0,-0.011427081153799291,0.021359151120873426,0.24655574341877462,0.24747918690142195,0.0,60,center_4cm,traditional_depth_charge_lookup,0.3
284652,1.0,-0.011813367286046997,0.02083800694354119,0.2472661943448255,0.2481426875794491,0.0,61,center_4cm,traditional_depth_charge_lookup,0.3
345562,1.0,-0.012020789609929965,0.020414718595867264,0.24882835954095062,0.24966440124132444,0.0,62,center_4cm,traditional_depth_charge_lookup,0.3
345028,1.0,-0.011347768432212683,0.020626225352283745,0.24795923307578768,0.24881563945985388,0.0,63,center_4cm,traditional_depth_charge_lookup,0.3
324174,1.0,-0.015423432490088632,0.021899623626439654,0.23297349383117968,0.23400051782610745,0.0,64,center_4cm,traditional_depth_charge_lookup,0.3
320039,1.0,-0.014453317010890861,0.021628783513699568,0.24073038779287284,0.2417000700934723,0.0,65,center_4cm,traditional_depth_charge_lookup,0.3
337152,1.0,-0.010373441705796058,0.02041598530613849,0.2493471405906761,0.2501815520312536,0.0,66,center_4cm,traditional_depth_charge_lookup,0.3
336705,1.0,-0.011942921812642032,0.02075473704578735,0.2438986286369491,0.24478010572925282,0.0,67,center_4cm,traditional_depth_charge_lookup,0.3
367603,1.0,-0.01160005772208981,0.02122216148547745,0.24557726660957718,0.24649254352524955,0.0,68,center_4cm,traditional_depth_charge_lookup,0.3
306647,1.0,-0.010133100690259316,0.02135397390893003,0.24803309435927975,0.24895061377538846,0.0,69,center_4cm,traditional_depth_charge_lookup,0.3
330564,1.0,-0.010675728900753339,0.020306729339283718,0.2493124558212254,0.2501380896306466,0.0,70,center_4cm,traditional_depth_charge_lookup,0.3
300806,1.0,-0.011944534050784546,0.02065660357318828,0.2479215509002125,0.24878060750779293,0.0,71,center_4cm,traditional_depth_charge_lookup,0.3
330594,1.0,-0.011721709357318921,0.021154226820062298,0.24572074120385357,0.246629649414108,0.0,72,center_4cm,traditional_depth_charge_lookup,0.3
314347,1.0,-0.014322593287180371,0.02119166566867845,0.24166802318996494,0.24259538356357582,0.0,73,center_4cm,traditional_depth_charge_lookup,0.3
365576,1.0,-0.010003341407712498,0.021211117265253335,0.24770146298771842,0.2486079770681069,0.0,74,center_4cm,traditional_depth_charge_lookup,0.3
284860,1.0,-0.012348316987121152,0.022733082850245195,0.23821532983066626,0.23929758967070525,0.0,75,center_4cm,traditional_depth_charge_lookup,0.3
374014,1.0,-0.010775995680326661,0.02103107502965876,0.2480031781870366,0.2488933155144472,0.0,76,center_4cm,traditional_depth_charge_lookup,0.3
319819,1.0,-0.013246656029918553,0.02143106186850683,0.24324630054713262,0.24418856063025912,0.0,77,center_4cm,traditional_depth_charge_lookup,0.3
246649,1.0,-0.014128208668031736,0.02157186254399682,0.24130974988991694,0.2422720385136332,0.0,78,center_4cm,traditional_depth_charge_lookup,0.3
327141,1.0,-0.011432073868830975,0.020452737689553812,0.2476573431086544,0.2485004508539883,0.0,79,center_4cm,traditional_depth_charge_lookup,0.3
328434,1.0,-0.012267532628122864,0.021655813057940572,0.2443873862214387,0.24534499950752434,0.0,80,center_4cm,traditional_depth_charge_lookup,0.3
345054,1.0,-0.013380494284703752,0.020355488526954048,0.24712809514576545,0.2479650001987084,0.0,81,center_4cm,traditional_depth_charge_lookup,0.3
336994,1.0,-0.010840802480244664,0.02082290716267473,0.2484540986511823,0.2493251543652922,0.0,82,center_4cm,traditional_depth_charge_lookup,0.3
380254,1.0,-0.01226498341717409,0.020211788412383424,0.24895628288557908,0.24977539346186892,0.0,83,center_4cm,traditional_depth_charge_lookup,0.3
470518,1.0,-0.010750879114610925,0.019548514211206944,0.2511651849774018,0.25192477955254466,0.0,84,center_4cm,traditional_depth_charge_lookup,0.3
362091,1.0,-0.011573359306461002,0.02034823940352642,0.248622684972918,0.2494539843938478,0.0,85,center_4cm,traditional_depth_charge_lookup,0.3
325996,1.0,-0.011623180106360938,0.019929572500782394,0.2481223632658597,0.2489214635436229,0.0,86,center_4cm,traditional_depth_charge_lookup,0.3
353051,1.0,-0.01238341379603838,0.02078322066067273,0.24679733657036054,0.24767088565120857,0.0,87,center_4cm,traditional_depth_charge_lookup,0.3
378389,1.0,-0.011603352801045363,0.021600816506109188,0.245120012490447,0.24606994086447756,0.0,88,center_4cm,traditional_depth_charge_lookup,0.3
319408,1.0,-0.014995424330009144,0.021009501247812822,0.24132752385563777,0.24224032057643763,0.0,89,center_4cm,traditional_depth_charge_lookup,0.3
380904,1.0,-0.011911849410516368,0.02134981972739564,0.24562521975521995,0.24655134025632955,0.0,90,center_4cm,traditional_depth_charge_lookup,0.3
309805,1.0,-0.014002828381753598,0.021934802448125058,0.2404360493635778,0.2414345240267081,0.0,91,center_4cm,traditional_depth_charge_lookup,0.3
306292,1.0,-0.013539239820072782,0.021913957566595192,0.24098331102977621,0.24197763890720234,0.0,92,center_4cm,traditional_depth_charge_lookup,0.3
380006,1.0,-0.008791993843612782,0.020493035857010785,0.24972486476620426,0.25056430831452375,0.0,93,center_4cm,traditional_depth_charge_lookup,0.3
262482,1.0,-0.01580910087602365,0.022323491279567217,0.21646951786451363,0.21761753244489263,0.0,94,center_4cm,traditional_depth_charge_lookup,0.3
371735,1.0,-0.009153737386214219,0.019992319375015867,0.2507526155161166,0.2515483393349398,0.0,95,center_4cm,traditional_depth_charge_lookup,0.3
305191,1.0,-0.014206962195097034,0.022424556483733513,0.2329978260061017,0.23407444896242263,0.0,96,center_4cm,traditional_depth_charge_lookup,0.3
302962,1.0,-0.013398742710353332,0.021131364851581715,0.24386593202001022,0.24477975279928466,0.0,97,center_4cm,traditional_depth_charge_lookup,0.3
401558,1.0,-0.011205444712053026,0.020688698198686597,0.2476006945891721,0.24846353091388848,0.0,98,center_4cm,traditional_depth_charge_lookup,0.3
336064,1.0,-0.012587499793704021,0.0211962935343179,0.24500240481644703,0.24591759031316804,0.0,99,center_4cm,traditional_depth_charge_lookup,0.3
265814,1.0,-0.01569734925661919,0.021465628026843847,0.2377647581685969,0.2387317603787946,0.0,100,center_4cm,traditional_depth_charge_lookup,0.3
318652,1.0,-0.012725549422918973,0.021595858671956205,0.2415028070575148,0.2424664655750117,0.0,101,center_4cm,traditional_depth_charge_lookup,0.3
317443,1.0,-0.01342948447858185,0.02159925442176393,0.24182871755544114,0.24279138457961275,0.0,102,center_4cm,traditional_depth_charge_lookup,0.3
334070,1.0,-0.013113366473776377,0.02059948316735802,0.2459119173331611,0.2467731950460457,0.0,103,center_4cm,traditional_depth_charge_lookup,0.3
313140,1.0,-0.013637821547319361,0.020847947881950334,0.24526837424433842,0.2461528231309756,0.0,104,center_4cm,traditional_depth_charge_lookup,0.3
372292,1.0,-0.012045845541458485,0.02169603670972558,0.2428833005257888,0.2438503961104234,0.0,105,center_4cm,traditional_depth_charge_lookup,0.3
279606,1.0,-0.015440367654302681,0.021731359713759682,0.2309149423673021,0.23193525519744354,0.0,106,center_4cm,traditional_depth_charge_lookup,0.3
337826,1.0,-0.0099655294344471,0.021539879269657506,0.24647296358239756,0.2474123848477301,0.0,107,center_4cm,traditional_depth_charge_lookup,0.3
308864,1.0,-0.014867212475062775,0.02246227105564634,0.22608523601646016,0.22719834410839315,0.0,108,center_4cm,traditional_depth_charge_lookup,0.3
327752,1.0,-0.012893426045716194,0.0221065813882394,0.23921892985221846,0.24023820957606945,0.0,109,center_4cm,traditional_depth_charge_lookup,0.3
385021,1.0,-0.010399254996847915,0.020022746017837198,0.2498500673817146,0.25065108523352164,0.0,110,center_4cm,traditional_depth_charge_lookup,0.3
315404,1.0,-0.00993457564298034,0.019981362347729053,0.2499812987919731,0.25077859674819336,0.0,111,center_4cm,traditional_depth_charge_lookup,0.3
295855,1.0,-0.013226385421878744,0.021338232255277013,0.24130399863723345,0.2422456189781316,0.0,112,center_4cm,traditional_depth_charge_lookup,0.3
351926,1.0,-0.010762806925811944,0.02131933920131407,0.24681923563678917,0.2477382677430145,0.0,113,center_4cm,traditional_depth_charge_lookup,0.3
263608,1.0,-0.01600670099826796,0.02295108811919334,0.2147886831949544,0.21601141375973043,0.0,114,center_4cm,traditional_depth_charge_lookup,0.3
356120,1.0,-0.01358651158973877,0.021772208507861893,0.2416784507242997,0.24265717093835815,0.0,115,center_4cm,traditional_depth_charge_lookup,0.3
375511,1.0,-0.01115046518226892,0.020755550673048098,0.24754396905365697,0.2484125791874867,0.0,116,center_4cm,traditional_depth_charge_lookup,0.3
245060,1.0,-0.015187622630302723,0.02169828755447265,0.23826527588941987,0.23925124320984822,0.0,117,center_4cm,traditional_depth_charge_lookup,0.3
310293,1.0,-0.012073365903899404,0.021395653441399938,0.24388910881895084,0.24482579804155963,0.0,118,center_4cm,traditional_depth_charge_lookup,0.3
335243,1.0,-0.014028035564638,0.02152247771881493,0.23929417217470553,0.24026010464480885,0.0,119,center_4cm,traditional_depth_charge_lookup,0.3
325482,1.0,-0.011511241615546789,0.020620598544709226,0.24782099762794788,0.24867741342883035,0.0,0,center_4cm,traditional_depth_charge_lookup,0.4
363271,1.0,-0.010630056841735598,0.020675796430741255,0.2484540986511823,0.2493129112072154,0.0,1,center_4cm,traditional_depth_charge_lookup,0.4
311315,1.0,-0.015253699814237024,0.021482658256264525,0.23934280671815156,0.24030498066723024,0.0,2,center_4cm,traditional_depth_charge_lookup,0.4
380460,1.0,-0.011625519654235026,0.020639623154487335,0.24761959616837953,0.2484782856721098,0.0,3,center_4cm,traditional_depth_charge_lookup,0.4
281369,1.0,-0.013040021436800083,0.02104039024465689,0.24434025377080246,0.2452444854312276,0.0,4,center_4cm,traditional_depth_charge_lookup,0.4
308559,1.0,-0.010251259010963798,0.021098976131687274,0.24734297200928473,0.24824123870983106,0.0,5,center_4cm,traditional_depth_charge_lookup,0.4
372764,1.0,-0.011716137855947089,0.020259827891583856,0.2484415997582595,0.2492663016066147,0.0,6,center_4cm,traditional_depth_charge_lookup,0.4
293383,1.0,-0.014952673540807968,0.021748217657918203,0.23597315166662144,0.23697323325383082,0.0,7,center_4cm,traditional_depth_charge_lookup,0.4
366834,1.0,-0.010519543752082614,0.020750477631525314,0.24777697468316853,0.2486443474223373,0.0,8,center_4cm,traditional_depth_charge_lookup,0.4
279838,1.0,-0.011356269648949906,0.021634867006500327,0.24308471394258718,0.2440455810354664,0.0,9,center_4cm,traditional_depth_charge_lookup,0.4
306373,1.0,-0.01400098593237263,0.02173163537151716,0.24042786374718403,0.24140799829739498,0.0,10,center_4cm,traditional_depth_charge_lookup,0.4
366492,1.0,-0.009737956414539357,0.019942240293797164,0.2503390647028319,0.2511321171499659,0.0,11,center_4cm,traditional_depth_charge_lookup,0.4
305373,1.0,-0.014984477728088901,0.022049154207077478,0.23417713067608753,0.23521286897815105,0.0,12,center_4cm,traditional_depth_charge_lookup,0.4
295943,1.0,-0.013062174522764574,0.021203327903700175,0.24469225611154471,0.24560920445933945,0.0,13,center_4cm,traditional_depth_charge_lookup,0.4
332407,1.0,-0.013512718376075587,0.02192879698696746,0.24043265202656652,0.24143059519833782,0.0,14,center_4cm,traditional_depth_charge_lookup,0.4
272174,1.0,-0.01558380673520639,0.02220760428002277,0.2229575134321352,0.22406077408528882,0.0,15,center_4cm,traditional_depth_charge_lookup,0.4
255285,1.0,-0.013308113640564787,0.02263219330434444,0.23167306772165433,0.2327759147363134,0.0,16,center_4cm,traditional_depth_charge_lookup,0.4
346817,1.0,-0.011415110999804386,0.020417837569050554,0.24795890396083675,0.24879812327358017,0.0,17,center_4cm,traditional_depth_charge_lookup,0.4
430611,1.0,-0.010833268844040633,0.020712286779360576,0.24817877119747422,0.24904156539967126,0.0,18,center_4cm,traditional_depth_charge_lookup,0.4
374059,1.0,-0.010484925354090586,0.020671500943153037,0.2475723357219356,0.24843383901163216,0.0,19,center_4cm,traditional_depth_charge_lookup,0.4
315646,1.0,-0.010505268544532742,0.021080238230857355,0.24722825799510967,0.24812534734517996,0.0,20,center_4cm,traditional_depth_charge_lookup,0.4
306891,1.0,-0.012214268562972275,0.021418666635111373,0.24322148614718253,0.2441627543342148,0.0,21,center_4cm,traditional_depth_charge_lookup,0.4
307107,1.0,-0.011312815117806496,0.021636504078230433,0.2446176788483997,0.2455726921176418,0.0,22,center_4cm,traditional_depth_charge_lookup,0.4
334333,1.0,-0.011113859468123663,0.020149623776668825,0.2490812829368873,0.2498949636303761,0.0,23,center_4cm,traditional_depth_charge_lookup,0.4
344671,1.0,-0.012715139172377656,0.020265132720587005,0.2476006945891721,0.24842862066441437,0.0,24,center_4cm,traditional_depth_charge_lookup,0.4
387279,1.0,-0.012168061669579969,0.020282783605176446,0.24890933878026705,0.24973435935570454,0.0,25,center_4cm,traditional_depth_charge_lookup,0.4
329048,1.0,-0.011934232410642806,0.022028101513444646,0.24059965324241214,0.2416059403174011,0.0,26,center_4cm,traditional_depth_charge_lookup,0.4
343312,1.0,-0.012970973947291235,0.02098738862052774,0.2442908518336723,0.24519072325585708,0.0,27,center_4cm,traditional_depth_charge_lookup,0.4
346687,1.0,-0.009777444016820819,0.02063519368175974,0.24948964047153055,0.2503415505282679,0.0,28,center_4cm,traditional_depth_charge_lookup,0.4
300200,1.0,-0.01270533638410802,0.02099589066868799,0.24674652168596603,0.2476381904898645,0.0,29,center_4cm,traditional_depth_charge_lookup,0.4
332625,1.0,-0.01089714415523757,0.021852341153694676,0.24358900721792567,0.2445672284900659,0.0,30,center_4cm,traditional_depth_charge_lookup,0.4
344432,1.0,-0.01427919213507007,0.020973499711767856,0.24405122661187797,0.24495078873300602,0.0,31,center_4cm,traditional_depth_charge_lookup,0.4
306922,1.0,-0.013796851084734418,0.022182733094354843,0.23108288598443893,0.23214515683604642,0.0,32,center_4cm,traditional_depth_charge_lookup,0.4
386692,1.0,-0.012985582659366621,0.02136254459527182,0.24308313980752827,0.24402002206841822,0.0,33,center_4cm,traditional_depth_charge_lookup,0.4
284746,1.0,-0.012628855031415564,0.02088693591346286,0.2454091482023915,0.24629639484425359,0.0,34,center_4cm,traditional_depth_charge_lookup,0.4
320292,1.0,-0.014070312289552954,0.02167270104437491,0.23834847951299323,0.2393317857216517,0.0,35,center_4cm,traditional_depth_charge_lookup,0.4
301429,1.0,-0.01431161092143461,0.022289362218311584,0.23462844612243683,0.23568479670510853,0.0,36,center_4cm,traditional_depth_charge_lookup,0.4
278960,1.0,-0.012607053213041734,0.021910094675444348,0.23722913016870315,0.23823877192700277,0.0,37,center_4cm,traditional_depth_charge_lookup,0.4
339455,1.0,-0.01179343798346728,0.020807813428456362,0.24730411676269495,0.24817794274965313,0.0,38,center_4cm,traditional_depth_charge_lookup,0.4
305419,1.0,-0.015399944554754018,0.021880416047721778,0.23668126447724264,0.23769049951768767,0.0,39,center_4cm,traditional_depth_charge_lookup,0.4
330446,1.0,-0.011465734350922952,0.022266375094610342,0.23969785164440505,0.2407298310197494,0.0,40,center_4cm,traditional_depth_charge_lookup,0.4
310314,1.0,-0.01349231323652916,0.02221714495106358,0.2328597818654188,0.2339172493429824,0.0,41,center_4cm,traditional_depth_charge_lookup,0.4
321501,1.0,-0.013252175584577629,0.021610110108978217,0.24001164468008926,0.2409825438511337,0.0,42,center_4cm,traditional_depth_charge_lookup,0.4
343867,1.0,-0.012906854475051004,0.020893320938627367,0.24602032940837987,0.24690592002228748,0.0,43,center_4cm,traditional_depth_charge_lookup,0.4
350150,1.0,-0.013553576326377225,0.0215365641344398,0.24147131284614137,0.24242982185027467,0.0,44,center_4cm,traditional_depth_charge_lookup,0.4
347670,1.0,-0.011412052968918963,0.02117384697023524,0.2464665931626553,0.24737443954605493,0.0,45,center_4cm,traditional_depth_charge_lookup,0.4
268426,1.0,-0.016037274912699215,0.02229860792004132,0.22562645770444392,0.22672566315136658,0.0,46,center_4cm,traditional_depth_charge_lookup,0.4
311388,1.0,-0.013426196878200904,0.0207032721280642,0.2455444259273511,0.24641568655587065,0.0,47,center_4cm,traditional_depth_charge_lookup,0.4
258923,1.0,-0.015949630586071625,0.022840350738288433,0.20231995139630185,0.20360511868528744,0.0,48,center_4cm,traditional_depth_charge_lookup,0.4
286016,1.0,-0.012793819110137758,0.02175167642035398,0.24364538626202126,0.24461441019258312,0.0,49,center_4cm,traditional_depth_charge_lookup,0.4
351134,1.0,-0.014486572304277173,0.021220024319200843,0.24262833383967897,0.2435545068643284,0.0,50,center_4cm,traditional_depth_charge_lookup,0.4
374942,1.0,-0.01360734891300447,0.02113418858312655,0.24310831958494228,0.2440252220129747,0.0,51,center_4cm,traditional_depth_charge_lookup,0.4
310195,1.0,-0.014949650680794565,0.022146577957838247,0.23142263395376877,0.2324799054140866,0.0,52,center_4cm,traditional_depth_charge_lookup,0.4
346039,1.0,-0.011186831557231469,0.02010110682233939,0.24910149028799072,0.24991119814682383,0.0,53,center_4cm,traditional_depth_charge_lookup,0.4
284965,1.0,-0.015217662734973367,0.02239894895505076,0.22921506081400758,0.23030687575115982,0.0,54,center_4cm,traditional_depth_charge_lookup,0.4
388874,1.0,-0.011510528787586502,0.02127323434529982,0.24576344794388408,0.24668243319048128,0.0,55,center_4cm,traditional_depth_charge_lookup,0.4
383659,1.0,-0.009710790952747989,0.02011964447390481,0.2505476061273073,0.2513541386766501,0.0,56,center_4cm,traditional_depth_charge_lookup,0.4
396826,1.0,-0.010190009264979788,0.020001026889578687,0.24987612938806844,0.2506753300877459,0.0,57,center_4cm,traditional_depth_charge_lookup,0.4
373541,1.0,-0.010311731346023058,0.021559583615892663,0.24724722791194093,0.24818542937857963,0.0,58,center_4cm,traditional_depth_charge_lookup,0.4
322325,1.0,-0.010684989382293465,0.020381140284689937,0.24852281538553425,0.24935713474143176,0.0,59,center_4cm,traditional_depth_charge_lookup,0.4
341029,1.0,-0.008890842812081325,0.021387150487609224,0.24782099762794788,0.24874214976817055,0.0,60,center_4cm,traditional_depth_charge_lookup,0.4
354972,1.0,-0.01000409090905661,0.02089961373013897,0.24802710891056576,0.2489060879299714,0.0,61,center_4cm,traditional_depth_charge_lookup,0.4
338990,1.0,-0.009331842302292807,0.021195228038655325,0.24766694014969964,0.24857222478532373,0.0,62,center_4cm,traditional_depth_charge_lookup,0.4
303876,1.0,-0.013957473507808939,0.021988949542290522,0.23915643367559528,0.24016517997079176,0.0,63,center_4cm,traditional_depth_charge_lookup,0.4
358157,1.0,-0.01272536748674898,0.020707209645467687,0.2467936225734609,0.24766081780175325,0.0,64,center_4cm,traditional_depth_charge_lookup,0.4
339940,1.0,-0.012334202965963107,0.020175680184202342,0.24780638866823815,0.24862635486948909,0.0,65,center_4cm,traditional_depth_charge_lookup,0.4
389643,1.0,-0.01102498774047799,0.020907806917116373,0.24716532395036142,0.24804804726820676,0.0,66,center_4cm,traditional_depth_charge_lookup,0.4
291224,1.0,-0.01514141935463103,0.022161968712420394,0.22968744591470472,0.230754145505624,0.0,67,center_4cm,traditional_depth_charge_lookup,0.4
