method,run,n,bias_ns,sigma68_ns,rms_ns,tail_fraction_abs_gt_5ns,tail_fraction_abs_gt_10ns,calibration_slope,q_template_mse,failure_rate_abs_gt_5ns
gradient_boosted_trees,65,585,-1.5102060395868833,2.730139099821181,2.9350981328714623,0.11965811965811966,0.006837606837606838,1.0186647463864023,0.14769357870245492,0.11965811965811966
mlp,42,597,1.6231427112258316,3.698065764415375,3.867204135816144,0.2663316582914573,0.01340033500837521,1.025247621654796,0.1806431534091772,0.2663316582914573
mlp,50,620,-0.8436592359129911,5.311796409418745,5.364603113685085,0.2903225806451613,0.12903225806451613,1.00519897492708,0.1614345621422575,0.2903225806451613
mlp,57,610,2.006949499381493,2.907168039234569,3.087692819476514,0.13114754098360656,0.011475409836065573,1.0308790963727923,0.21012561133052082,0.13114754098360656
mlp,58,594,-3.2794834004189455,5.377960217276847,5.053317978271491,0.4090909090909091,0.03198653198653199,1.0202193761713858,0.21144959947338557,0.4090909090909091
mlp,60,640,-0.017618394825261063,3.020158693176849,3.1805424487624254,0.0953125,0.0078125,1.019726981312641,0.15538889448057347,0.0953125
mlp,62,640,-1.6778384317037167,3.1177438298384486,3.433958360273488,0.090625,0.0140625,1.0316226776058897,0.1341494535321544,0.090625
mlp,64,640,-1.2093676579711676,4.179720315941347,4.0293221354836986,0.203125,0.0046875,1.021651841740885,0.15779680626913828,0.203125
mlp,65,585,-1.524446901630169,3.353059097297833,3.227618201531337,0.13675213675213677,0.0017094017094017094,1.0253667585762543,0.14769357870245492,0.13675213675213677
ridge,42,597,2.0524169329348894,4.429594922173224,4.112632543006654,0.30318257956448913,0.01340033500837521,1.0260960414114637,0.1806431534091772,0.30318257956448913
ridge,50,620,-1.0588486091415081,5.717588652350828,5.968726387623309,0.3548387096774194,0.15,1.0122587397310254,0.1614345621422575,0.3548387096774194
ridge,57,610,2.1434314214816244,3.417968259673369,3.367632005915993,0.2360655737704918,0.001639344262295082,1.0308596866702078,0.21012561133052082,0.2360655737704918
ridge,58,594,-2.070236080560609,4.863250653584156,4.683443299533346,0.39057239057239057,0.03198653198653199,1.0172097156144415,0.21144959947338557,0.39057239057239057
ridge,60,640,0.45023541776140874,3.2955604479977225,3.156473390506429,0.1046875,0.0015625,1.01630979211112,0.15538889448057347,0.1046875
ridge,62,640,-1.1387570427119265,2.8840016596159064,3.4328956052727455,0.1296875,0.0109375,1.0259408594350263,0.1341494535321544,0.1296875
ridge,64,640,-0.30463457649080894,3.830643616452206,3.5868852626928684,0.15625,0.0015625,1.01988101408972,0.15779680626913828,0.15625
ridge,65,585,-0.7380120435064423,3.348471825281227,3.3900693325769553,0.12991452991452992,0.008547008547008548,1.0192432884936566,0.14769357870245492,0.12991452991452992
shape_time_gate_transformer_new,42,597,1.0511234649046912,4.804316573689267,6.23193239473187,0.31993299832495814,0.03685092127303183,0.9940763504403848,0.1806431534091772,0.31993299832495814
shape_time_gate_transformer_new,50,620,-2.8792265328013675,8.77171396850009,7.826765308229784,0.5096774193548387,0.25967741935483873,0.9681567408768439,0.1614345621422575,0.5096774193548387
shape_time_gate_transformer_new,57,610,0.6788160533377168,4.322155815793856,4.979431930559933,0.24098360655737705,0.036065573770491806,1.0095961055695375,0.21012561133052082,0.24098360655737705
shape_time_gate_transformer_new,58,594,-3.632251576153986,5.481552205175719,5.679079591361751,0.4292929292929293,0.13131313131313133,1.001738546891335,0.21144959947338557,0.4292929292929293
shape_time_gate_transformer_new,60,640,-1.1938277646695443,4.193904682623812,5.0391950881429475,0.2515625,0.0484375,0.9676912833534975,0.15538889448057347,0.2515625
shape_time_gate_transformer_new,62,640,-2.61341014139345,4.046518885421383,6.254317534686442,0.3,0.05625,0.9658969236732768,0.1341494535321544,0.3
shape_time_gate_transformer_new,64,640,-1.1095991519129473,4.19391091217026,5.476198472664927,0.2453125,0.0546875,0.9905281470023203,0.15779680626913828,0.2453125
shape_time_gate_transformer_new,65,585,-2.5939714334445974,4.091389397241953,4.487833111039624,0.305982905982906,0.04957264957264957,1.0065626376231918,0.14769357870245492,0.305982905982906
traditional_median_template_cfd_timewalk_shape,42,597,-0.17003066630783792,1.1046058018586136,1.0132668198000718,0.0,0.0,0.9980048506654949,0.1806431534091772,0.0
traditional_median_template_cfd_timewalk_shape,50,620,0.14940064104642614,0.7349017865181884,0.7728035842933295,0.0,0.0,0.9983163455568046,0.1614345621422575,0.0
traditional_median_template_cfd_timewalk_shape,57,610,-0.6798107750877005,0.587965592577029,0.7331679796010202,0.0,0.0,0.9955176753699692,0.21012561133052082,0.0
traditional_median_template_cfd_timewalk_shape,58,594,0.635966841671272,0.6300942115762231,0.644771145201594,0.0,0.0,0.9949671959496982,0.21144959947338557,0.0
traditional_median_template_cfd_timewalk_shape,60,640,-0.3871081071611364,1.3376849632588608,1.1531546619572057,0.0,0.0,0.9932883262815687,0.15538889448057347,0.0
traditional_median_template_cfd_timewalk_shape,62,640,0.6799558837603392,0.9581194992572473,0.9058824957743279,0.0,0.0,0.9937641566124801,0.1341494535321544,0.0
traditional_median_template_cfd_timewalk_shape,64,640,0.8834542994193844,0.3706993162605422,0.48601287697594026,0.0,0.0,0.9946594151873929,0.15779680626913828,0.0
traditional_median_template_cfd_timewalk_shape,65,585,0.7729688525668368,1.2390910308869914,1.2988371376811103,0.0,0.0,0.9922140830949039,0.14769357870245492,0.0
