tier,method,run,pair_a,pair_b,cov_ns2
loose500,raw_pair_median,62,B4-B6,B6-B8,-1.2839907734096359
loose500,raw_pair_median,62,B4-B8,B6-B8,21.04450729990643
loose500,raw_pair_median,63,B2-B4,B2-B6,385.885028952295
loose500,raw_pair_median,63,B2-B4,B2-B8,342.4939596603037
loose500,raw_pair_median,63,B2-B4,B4-B6,-11.745115270465298
loose500,raw_pair_median,63,B2-B4,B4-B8,-4.622744803163944
loose500,raw_pair_median,63,B2-B4,B6-B8,-3.5118158222431184
loose500,raw_pair_median,63,B2-B6,B2-B8,337.64656716617856
loose500,raw_pair_median,63,B2-B6,B4-B6,40.839049510022264
loose500,raw_pair_median,63,B2-B6,B4-B8,4.280784871679492
loose500,raw_pair_median,63,B2-B6,B6-B8,-4.638182210520864
loose500,raw_pair_median,63,B2-B8,B4-B6,7.792600693922615
loose500,raw_pair_median,63,B2-B8,B4-B8,93.48900637097107
loose500,raw_pair_median,63,B2-B8,B6-B8,74.48207274279365
loose500,raw_pair_median,63,B4-B6,B4-B8,6.397773560360364
loose500,raw_pair_median,63,B4-B6,B6-B8,-1.4246825588923566
loose500,raw_pair_median,63,B4-B8,B6-B8,79.79664665145239
loose500,raw_pair_median,65,B2-B4,B2-B6,807.1957951686408
loose500,raw_pair_median,65,B2-B4,B2-B8,806.4617645070945
loose500,raw_pair_median,65,B2-B4,B4-B6,-2.085716209049119
loose500,raw_pair_median,65,B2-B4,B4-B8,-31.790309899222724
loose500,raw_pair_median,65,B2-B4,B6-B8,5.895591200627914
loose500,raw_pair_median,65,B2-B6,B2-B8,828.7741026349673
loose500,raw_pair_median,65,B2-B6,B4-B6,50.98369425652662
loose500,raw_pair_median,65,B2-B6,B4-B8,3.120098618022226
loose500,raw_pair_median,65,B2-B6,B6-B8,9.25721308398122
loose500,raw_pair_median,65,B2-B8,B4-B6,-2.7754925826056858
loose500,raw_pair_median,65,B2-B8,B4-B8,182.27688215303027
loose500,raw_pair_median,65,B2-B8,B6-B8,11.923036818792625
loose500,raw_pair_median,65,B4-B6,B4-B8,2.6429553834548054
loose500,raw_pair_median,65,B4-B6,B6-B8,-0.6250426412848836
loose500,raw_pair_median,65,B4-B8,B6-B8,1.569015737905725
loose500,traditional_b_only,44,B2-B4,B2-B6,193.26748747670885
loose500,traditional_b_only,44,B2-B4,B2-B8,411.2164798948452
loose500,traditional_b_only,44,B2-B4,B4-B6,-45.21300342348729
loose500,traditional_b_only,44,B2-B4,B4-B8,-65.464292189173
loose500,traditional_b_only,44,B2-B4,B6-B8,-24.703929749361922
loose500,traditional_b_only,44,B2-B6,B2-B8,385.0522550282086
loose500,traditional_b_only,44,B2-B6,B4-B6,-7.662375965574997
loose500,traditional_b_only,44,B2-B6,B4-B8,-49.62005106053577
loose500,traditional_b_only,44,B2-B6,B6-B8,-35.47821329120868
loose500,traditional_b_only,44,B2-B8,B4-B6,-78.3188352186717
loose500,traditional_b_only,44,B2-B8,B4-B8,-48.57429564599561
loose500,traditional_b_only,44,B2-B8,B6-B8,-30.253682526819876
loose500,traditional_b_only,44,B4-B6,B4-B8,24.962788286244727
loose500,traditional_b_only,44,B4-B6,B6-B8,11.71554399797319
loose500,traditional_b_only,44,B4-B8,B6-B8,13.76904784405757
loose500,traditional_b_only,45,B2-B4,B2-B6,446.1270502335939
loose500,traditional_b_only,45,B2-B4,B2-B8,538.3099032231647
loose500,traditional_b_only,45,B2-B4,B4-B6,-64.6247675605988
loose500,traditional_b_only,45,B2-B4,B4-B8,-79.10995662055699
loose500,traditional_b_only,45,B2-B4,B6-B8,-68.4818124768244
loose500,traditional_b_only,45,B2-B6,B2-B8,525.3070546166016
loose500,traditional_b_only,45,B2-B6,B4-B6,-16.785279087176878
loose500,traditional_b_only,45,B2-B6,B4-B8,-68.26137066795548
loose500,traditional_b_only,45,B2-B6,B6-B8,-86.01316729473979
loose500,traditional_b_only,45,B2-B8,B4-B6,-38.090558948526976
loose500,traditional_b_only,45,B2-B8,B4-B8,27.4283443710531
loose500,traditional_b_only,45,B2-B8,B6-B8,15.573097409903632
loose500,traditional_b_only,45,B4-B6,B4-B8,25.694862193148403
loose500,traditional_b_only,45,B4-B6,B6-B8,3.972004570299144
loose500,traditional_b_only,45,B4-B8,B6-B8,110.69139588662884
loose500,traditional_b_only,47,B2-B4,B2-B6,142.79753659400808
loose500,traditional_b_only,47,B2-B4,B2-B8,213.50373556878745
loose500,traditional_b_only,47,B2-B4,B4-B6,-76.97154758732792
loose500,traditional_b_only,47,B2-B4,B4-B8,-118.85569117864631
loose500,traditional_b_only,47,B2-B4,B6-B8,-41.34449034159346
loose500,traditional_b_only,47,B2-B6,B2-B8,183.46918879493109
loose500,traditional_b_only,47,B2-B6,B4-B6,-3.814532234114272
loose500,traditional_b_only,47,B2-B6,B4-B8,-67.43862607637134
loose500,traditional_b_only,47,B2-B6,B6-B8,-25.567496997493823
loose500,traditional_b_only,47,B2-B8,B4-B6,-76.536648090956
loose500,traditional_b_only,47,B2-B8,B4-B8,-10.809925790673413
loose500,traditional_b_only,47,B2-B8,B6-B8,22.18911863008678
loose500,traditional_b_only,47,B4-B6,B4-B8,42.964882014731046
loose500,traditional_b_only,47,B4-B6,B6-B8,12.381549568871726
loose500,traditional_b_only,47,B4-B8,B6-B8,60.13816519645233
loose500,traditional_b_only,48,B2-B4,B2-B6,310.67362792236514
loose500,traditional_b_only,48,B2-B4,B2-B8,155.60205809945498
loose500,traditional_b_only,48,B2-B4,B4-B6,-58.102873136932644
loose500,traditional_b_only,48,B2-B4,B4-B8,-41.90998281137093
loose500,traditional_b_only,48,B2-B4,B6-B8,-11.845314146655083
loose500,traditional_b_only,48,B2-B6,B2-B8,150.35439858449396
loose500,traditional_b_only,48,B2-B6,B4-B6,5.540054355223409
loose500,traditional_b_only,48,B2-B6,B4-B8,-17.198450754923186
loose500,traditional_b_only,48,B2-B6,B6-B8,-16.50500066725135
loose500,traditional_b_only,48,B2-B8,B4-B6,-15.772589092271492
loose500,traditional_b_only,48,B2-B8,B4-B8,24.313101426758166
loose500,traditional_b_only,48,B2-B8,B6-B8,27.9887763068682
loose500,traditional_b_only,48,B4-B6,B4-B8,48.38687643823622
loose500,traditional_b_only,48,B4-B6,B6-B8,18.234129846430196
loose500,traditional_b_only,48,B4-B8,B6-B8,59.87076876643703
loose500,traditional_b_only,49,B2-B4,B2-B6,247.0654836220652
loose500,traditional_b_only,49,B2-B4,B2-B8,418.37223094560454
loose500,traditional_b_only,49,B2-B4,B4-B6,-99.15063417563016
loose500,traditional_b_only,49,B2-B4,B4-B8,-57.253320064009216
loose500,traditional_b_only,49,B2-B4,B6-B8,-44.66073255810472
loose500,traditional_b_only,49,B2-B6,B2-B8,396.0593985819438
loose500,traditional_b_only,49,B2-B6,B4-B6,0.22165451631418526
loose500,traditional_b_only,49,B2-B6,B4-B8,-45.439456303910376
loose500,traditional_b_only,49,B2-B6,B6-B8,-47.16680586125138
loose500,traditional_b_only,49,B2-B8,B4-B6,-37.09768537332978
loose500,traditional_b_only,49,B2-B8,B4-B8,-20.487910034034417
loose500,traditional_b_only,49,B2-B8,B6-B8,-10.292105663709698
loose500,traditional_b_only,49,B4-B6,B4-B8,27.208884107520717
loose500,traditional_b_only,49,B4-B6,B6-B8,14.49126600152259
loose500,traditional_b_only,49,B4-B8,B6-B8,50.05604449444827
loose500,traditional_b_only,50,B2-B4,B2-B6,300.07232142039703
loose500,traditional_b_only,50,B2-B4,B2-B8,147.90640560871833
loose500,traditional_b_only,50,B2-B4,B4-B6,-94.95258006282629
loose500,traditional_b_only,50,B2-B4,B4-B8,-72.53423737076687
loose500,traditional_b_only,50,B2-B4,B6-B8,-47.34729676129029
loose500,traditional_b_only,50,B2-B6,B2-B8,158.16601119955527
loose500,traditional_b_only,50,B2-B6,B4-B6,-23.150192713326042
loose500,traditional_b_only,50,B2-B6,B4-B8,-48.71538070986971
loose500,traditional_b_only,50,B2-B6,B6-B8,-62.46991566166649
loose500,traditional_b_only,50,B2-B8,B4-B6,-22.473431894418923
loose500,traditional_b_only,50,B2-B8,B4-B8,-10.826977073470168
loose500,traditional_b_only,50,B2-B8,B6-B8,-17.088772598694366
loose500,traditional_b_only,50,B4-B6,B4-B8,47.64305133548012
loose500,traditional_b_only,50,B4-B6,B6-B8,21.074683631007904
loose500,traditional_b_only,50,B4-B8,B6-B8,66.69029645010961
loose500,traditional_b_only,51,B2-B4,B2-B6,294.91537070901086
loose500,traditional_b_only,51,B2-B4,B2-B8,231.98003481128688
loose500,traditional_b_only,51,B2-B4,B4-B6,-201.8605701358146
loose500,traditional_b_only,51,B2-B4,B4-B8,-308.5435078025095
loose500,traditional_b_only,51,B2-B4,B6-B8,-6.36156606533437
loose500,traditional_b_only,51,B2-B6,B2-B8,310.16486407927806
loose500,traditional_b_only,51,B2-B6,B4-B6,26.786853118446494
loose500,traditional_b_only,51,B2-B6,B4-B8,114.82280000799283
loose500,traditional_b_only,51,B2-B6,B6-B8,-42.939520678524886
loose500,traditional_b_only,51,B2-B8,B4-B6,117.99178539823953
loose500,traditional_b_only,51,B2-B8,B4-B8,143.03682790364235
loose500,traditional_b_only,51,B2-B8,B6-B8,8.919740809381668
loose500,traditional_b_only,51,B4-B6,B4-B8,417.3954943419437
loose500,traditional_b_only,51,B4-B6,B6-B8,-6.107853128456872
