heldout_run,method,family,n_pulses,pred_sigma_median_ns,pred_sigma_p16_ns,pred_sigma_p84_ns,residual_sigma68_ns,pull_width68_empirical,pull_median,nominal_pull_width
60,early_late_gated_only_samples_0_3,ml,2424,1.7610368132591248,1.476746163368225,2.177949361801147,1.1140522402698296,0.5922815511987717,0.03056603749741823,1.0
61,mlp_full,ml,2799,1.4096198081970215,1.2894963550567626,1.7055627298355098,1.2543059350611463,0.803334648607748,-0.03420745777054389,1.0
61,cnn1d_full,ml,2799,1.682370901107788,1.3523954010009767,2.1010027027130125,1.2193009552989555,0.6803920355825361,0.00036908582298918034,1.0
61,early_late_gated_full,ml,2799,1.4009475708007812,1.2459363842010498,1.7764549541473387,1.2231844164884456,0.8052587192869425,0.020052422610909237,1.0
61,mlp_no_samples_0_3,ml,2799,1.388648509979248,1.2715976428985596,1.8663546371459958,1.1934815800682215,0.7918902412171773,-0.023278789253616684,1.0
61,cnn1d_no_samples_0_3,ml,2799,1.658225178718567,1.3951494073867798,2.0084802532196044,1.1976518664392959,0.683768190823604,-0.04441657955332583,1.0
61,early_late_gated_no_samples_0_3,ml,2799,1.3787567615509033,1.2946233034133912,1.6646160984039302,1.262313683860464,0.8330152494515044,0.0034634300938982355,1.0
61,mlp_only_samples_0_3,ml,2799,1.5201042890548706,1.3496858072280884,1.9272263383865353,1.2619252617982786,0.7916882390123944,-0.011508383273778254,1.0
61,cnn1d_only_samples_0_3,ml,2799,1.6013492345809937,1.4686901330947877,1.873304357528686,1.1948540357660757,0.7069766564344127,0.03199258420689615,1.0
61,early_late_gated_only_samples_0_3,ml,2799,1.6202397346496582,1.4154384469985961,1.9919666242599485,1.2386270790125031,0.7164679817471544,-0.032159642254262,1.0
62,mlp_full,ml,2421,1.3713719844818115,1.3075769424438477,1.7686657905578613,0.9860180349267686,0.6435409720977758,0.03235288780171894,1.0
62,cnn1d_full,ml,2421,1.5970757007598877,1.382695484161377,1.9046604871749877,1.0301233040946172,0.6013690745226652,0.011775954477628688,1.0
62,early_late_gated_full,ml,2421,1.5693542957305908,1.2626347064971923,1.9332364797592163,1.0436343804697252,0.6208166352621314,0.005883302001277416,1.0
62,mlp_no_samples_0_3,ml,2421,1.470716953277588,1.2903300046920776,1.7777368307113648,0.9527704150394356,0.6080142774078856,0.04782498969374823,1.0
62,cnn1d_no_samples_0_3,ml,2421,1.690491795539856,1.3349840641021729,2.0389806747436525,1.045135494447169,0.5945802598484948,0.03635872103472779,1.0
62,early_late_gated_no_samples_0_3,ml,2421,1.5300060510635376,1.3019511699676514,1.716636061668396,1.0390331709615168,0.6400381586842173,-0.0064390348032957335,1.0
62,mlp_only_samples_0_3,ml,2421,1.6317651271820068,1.3725236177444458,1.9485652923583985,1.0497197841548285,0.6242658531761875,0.05157076754628546,1.0
62,cnn1d_only_samples_0_3,ml,2421,1.6250207424163818,1.344390320777893,1.9113192558288574,1.0261147688721541,0.6106169566316455,0.016333994908437673,1.0
62,early_late_gated_only_samples_0_3,ml,2421,1.5007658004760742,1.358866572380066,1.8713940143585206,1.0164111073989068,0.6194199033328552,0.030435532341977777,1.0
63,mlp_full,ml,1110,1.432472586631775,1.2121001195907593,1.8143718671798705,1.0482126683226465,0.6594087463025677,0.004804149484341378,1.0
63,cnn1d_full,ml,1110,1.5989325046539307,1.4284754657745362,1.9961509752273559,1.0169771493634272,0.560524521437726,-0.013032670877581799,1.0
63,early_late_gated_full,ml,1110,1.4883061647415161,1.2481478643417359,1.8312745380401607,1.037220091351589,0.6314869203908838,-0.0016228715060720104,1.0
63,mlp_no_samples_0_3,ml,1110,1.3754165768623352,1.2693253803253173,1.734799394607544,1.0303980025179666,0.644488574773528,0.014643932862547969,1.0
63,cnn1d_no_samples_0_3,ml,1110,1.6671611070632935,1.3574318170547486,1.9964503049850462,1.1127691140540952,0.5805732926905207,-0.0014220462621703299,1.0
63,early_late_gated_no_samples_0_3,ml,1110,1.4629693031311035,1.3343772554397584,1.7897601509094236,1.0114968226312993,0.6064544001763861,0.04727253293207946,1.0
63,mlp_only_samples_0_3,ml,1110,1.3999791145324707,1.2685796976089478,1.914036045074463,1.0285109403136197,0.6137103213376757,0.03719929595196957,1.0
63,cnn1d_only_samples_0_3,ml,1110,1.5819602608680725,1.3058353996276855,2.003474779129028,1.0798098890300167,0.6112733623631356,0.022465319681534625,1.0
63,early_late_gated_only_samples_0_3,ml,1110,1.598227083683014,1.3553239870071412,1.8872642183303834,1.0210677685507994,0.6013415705177265,0.010013096690392478,1.0
65,mlp_full,ml,198,1.4296835064888,1.3196187782287598,3.897204980850219,1.336808805040501,0.752888038915761,-0.03722500151528797,1.0
65,cnn1d_full,ml,198,1.6965702772140503,1.352735242843628,3.5424698352813713,1.2237000965197427,0.5663793659368888,-0.06192499842197029,1.0
65,early_late_gated_full,ml,198,1.4809259176254272,1.2998748111724854,2.4873196792602537,1.258279775698511,0.663423131125238,-0.05626520058858431,1.0
65,mlp_no_samples_0_3,ml,198,1.489175260066986,1.3337985372543335,4.409375991821289,1.2719667149195617,0.5320818103126694,-0.027452234808335342,1.0
65,cnn1d_no_samples_0_3,ml,198,1.5977084636688232,1.389395933151245,3.2846052360534648,1.2374562640373883,0.5553286975578371,0.01936820956089809,1.0
65,early_late_gated_no_samples_0_3,ml,198,1.4633544087409973,1.323923144340515,3.1475810623168945,1.3284496697428956,0.6670422408147179,-0.09336064222217179,1.0
65,mlp_only_samples_0_3,ml,198,1.5790792107582092,1.3990424156188965,2.6160582447051994,1.2383621451558482,0.6811380700482391,-0.09533627022315133,1.0
65,cnn1d_only_samples_0_3,ml,198,1.5566672086715698,1.3668757009506225,3.1132299423217766,1.2590242441277026,0.6296463020752449,-0.041960055929088365,1.0
65,early_late_gated_only_samples_0_3,ml,198,1.604876458644867,1.3660570859909058,3.1289353561401363,1.2123932045730712,0.6175596423545666,-0.040102237320206,1.0
