run,event_id,pair,method,family,residual_ns
58,58:401283:2737:12310,B6-B8,leading_edge_500adc,traditional,-4.334632656464464
58,58:401498:2943:12525,B4-B6,leading_edge_500adc,traditional,-5.975193838254171
58,58:401498:2943:12525,B4-B8,leading_edge_500adc,traditional,-0.7797054856427721
58,58:401498:2943:12525,B6-B8,leading_edge_500adc,traditional,5.195488352611399
58,58:401532:2974:12559,B4-B6,leading_edge_500adc,traditional,-3.9861230250038275
58,58:401532:2974:12559,B4-B8,leading_edge_500adc,traditional,1.7774031491787738
58,58:401532:2974:12559,B6-B8,leading_edge_500adc,traditional,5.763526174182601
58,58:401733:3159:12760,B4-B6,leading_edge_500adc,traditional,-1.6493181863878519
58,58:401733:3159:12760,B4-B8,leading_edge_500adc,traditional,-0.9012822477649962
58,58:401733:3159:12760,B6-B8,leading_edge_500adc,traditional,0.7480359386228557
58,58:402308:3701:13332,B4-B6,leading_edge_500adc,traditional,0.26980701659158157
58,58:402308:3701:13332,B4-B8,leading_edge_500adc,traditional,0.5965282972831183
58,58:402308:3701:13332,B6-B8,leading_edge_500adc,traditional,0.3267212806915367
58,58:402542:3915:13565,B4-B6,leading_edge_500adc,traditional,-5.386571000444874
58,58:402542:3915:13565,B4-B8,leading_edge_500adc,traditional,-5.028569356773801
58,58:402542:3915:13565,B6-B8,leading_edge_500adc,traditional,0.35800164367107357
58,58:402594:3966:13616,B4-B6,leading_edge_500adc,traditional,-5.322283459480715
58,58:402594:3966:13616,B4-B8,leading_edge_500adc,traditional,-2.9362164927007797
58,58:402594:3966:13616,B6-B8,leading_edge_500adc,traditional,2.3860669667799357
58,58:402626:3997:13647,B4-B6,leading_edge_500adc,traditional,-1.0847917976995625
58,58:402626:3997:13647,B4-B8,leading_edge_500adc,traditional,0.7161599256479967
58,58:402626:3997:13647,B6-B8,leading_edge_500adc,traditional,1.8009517233475592
58,58:402712:4076:13733,B4-B6,leading_edge_500adc,traditional,-4.413442999791954
58,58:402712:4076:13733,B4-B8,leading_edge_500adc,traditional,-4.187218543421594
58,58:402712:4076:13733,B6-B8,leading_edge_500adc,traditional,0.22622445637036037
58,58:403406:4719:14427,B4-B6,leading_edge_500adc,traditional,-6.646116590811289
58,58:403406:4719:14427,B4-B8,leading_edge_500adc,traditional,3.0308452643750456
58,58:403406:4719:14427,B6-B8,leading_edge_500adc,traditional,9.676961855186335
58,58:403541:4843:14562,B4-B6,leading_edge_500adc,traditional,-1.6126551865518763
58,58:403541:4843:14562,B4-B8,leading_edge_500adc,traditional,2.6177755616077008
58,58:403541:4843:14562,B6-B8,leading_edge_500adc,traditional,4.230430748159577
58,58:404100:5367:15118,B4-B6,leading_edge_500adc,traditional,-6.20231553703357
58,58:404100:5367:15118,B4-B8,leading_edge_500adc,traditional,-2.4562752121016445
58,58:404100:5367:15118,B6-B8,leading_edge_500adc,traditional,3.7460403249319256
58,58:404147:5411:15165,B4-B6,leading_edge_500adc,traditional,-5.834580457793564
58,58:404147:5411:15165,B4-B8,leading_edge_500adc,traditional,-4.748137681633011
58,58:404147:5411:15165,B6-B8,leading_edge_500adc,traditional,1.0864427761605526
58,58:404180:5444:15198,B4-B6,leading_edge_500adc,traditional,-2.0054159428014415
58,58:404180:5444:15198,B4-B8,leading_edge_500adc,traditional,-0.7844262431102926
58,58:404180:5444:15198,B6-B8,leading_edge_500adc,traditional,1.220989699691149
58,58:404302:5557:15320,B4-B6,leading_edge_500adc,traditional,-5.500708620661946
58,58:404302:5557:15320,B4-B8,leading_edge_500adc,traditional,-1.431757564312754
58,58:404302:5557:15320,B6-B8,leading_edge_500adc,traditional,4.068951056349192
58,58:404573:5824:15589,B4-B6,leading_edge_500adc,traditional,0.6254905016974419
58,58:404573:5824:15589,B4-B8,leading_edge_500adc,traditional,4.01994329643253
58,58:404573:5824:15589,B6-B8,leading_edge_500adc,traditional,3.3944527947350878
58,58:405501:6684:16516,B4-B6,leading_edge_500adc,traditional,-5.2413658804376695
58,58:405501:6684:16516,B4-B8,leading_edge_500adc,traditional,-0.7347570159557222
58,58:405501:6684:16516,B6-B8,leading_edge_500adc,traditional,4.506608864481947
58,58:405830:6983:16845,B4-B6,leading_edge_500adc,traditional,-4.161334623939368
58,58:405830:6983:16845,B4-B8,leading_edge_500adc,traditional,-0.2509219718223079
58,58:405830:6983:16845,B6-B8,leading_edge_500adc,traditional,3.91041265211706
58,58:405995:7135:17010,B4-B6,leading_edge_500adc,traditional,-3.735022813840665
58,58:405995:7135:17010,B4-B8,leading_edge_500adc,traditional,5.212866879942318
58,58:405995:7135:17010,B6-B8,leading_edge_500adc,traditional,8.947889693782983
58,58:406327:7441:17342,B4-B6,leading_edge_500adc,traditional,-0.6348661765391377
58,58:406327:7441:17342,B4-B8,leading_edge_500adc,traditional,1.8431439346462852
58,58:406327:7441:17342,B6-B8,leading_edge_500adc,traditional,2.478010111185423
58,58:406604:7705:17619,B4-B6,leading_edge_500adc,traditional,-4.822335233751424
58,58:406604:7705:17619,B4-B8,leading_edge_500adc,traditional,-1.164430976430971
58,58:406604:7705:17619,B6-B8,leading_edge_500adc,traditional,3.657904257320453
58,58:406641:7736:17656,B4-B6,leading_edge_500adc,traditional,-8.924203272740833
58,58:406641:7736:17656,B4-B8,leading_edge_500adc,traditional,1.6864629758174914
58,58:406641:7736:17656,B6-B8,leading_edge_500adc,traditional,10.610666248558324
58,58:406766:7856:17781,B4-B6,leading_edge_500adc,traditional,-2.8449832813338105
58,58:406766:7856:17781,B4-B8,leading_edge_500adc,traditional,-2.604313654799455
58,58:406766:7856:17781,B6-B8,leading_edge_500adc,traditional,0.24066962653435553
58,58:407215:8277:18230,B4-B6,leading_edge_500adc,traditional,-4.373174373633773
58,58:407215:8277:18230,B4-B8,leading_edge_500adc,traditional,0.2691127046709383
58,58:407215:8277:18230,B6-B8,leading_edge_500adc,traditional,4.642287078304712
58,58:407221:8283:18236,B4-B6,leading_edge_500adc,traditional,-4.286763162468233
58,58:407221:8283:18236,B4-B8,leading_edge_500adc,traditional,-6.741666191519059
58,58:407221:8283:18236,B6-B8,leading_edge_500adc,traditional,-2.4549030290508256
58,58:408610:9560:19622,B4-B6,leading_edge_500adc,traditional,-3.6159196451596074
58,58:408610:9560:19622,B4-B8,leading_edge_500adc,traditional,-1.283229578994792
58,58:408610:9560:19622,B6-B8,leading_edge_500adc,traditional,2.3326900661648153
58,58:408871:9807:19882,B4-B6,leading_edge_500adc,traditional,-4.383612676056337
58,58:408871:9807:19882,B4-B8,leading_edge_500adc,traditional,-6.646333333333338
58,58:408871:9807:19882,B6-B8,leading_edge_500adc,traditional,-2.2627206572770007
58,58:408897:9829:19908,B4-B6,leading_edge_500adc,traditional,-7.752664160958602
58,58:408897:9829:19908,B4-B8,leading_edge_500adc,traditional,1.5643019108633496
58,58:408897:9829:19908,B6-B8,leading_edge_500adc,traditional,9.316966071821952
58,58:409157:10061:20168,B4-B6,leading_edge_500adc,traditional,-4.961755780068266
58,58:409157:10061:20168,B4-B8,leading_edge_500adc,traditional,-9.394878384971456
58,58:409157:10061:20168,B6-B8,leading_edge_500adc,traditional,-4.43312260490319
58,58:409234:10135:20245,B4-B6,leading_edge_500adc,traditional,-4.0877891583966175
58,58:409234:10135:20245,B4-B8,leading_edge_500adc,traditional,1.4046033714151633
58,58:409234:10135:20245,B6-B8,leading_edge_500adc,traditional,5.492392529811781
58,58:410177:11017:21186,B4-B6,leading_edge_500adc,traditional,-0.9919537300392243
58,58:410177:11017:21186,B4-B8,leading_edge_500adc,traditional,-1.2071290601390956
58,58:410177:11017:21186,B6-B8,leading_edge_500adc,traditional,-0.21517533009987133
58,58:410621:11439:21629,B4-B6,leading_edge_500adc,traditional,-3.801692780715797
58,58:410621:11439:21629,B4-B8,leading_edge_500adc,traditional,-2.361216815388744
58,58:410621:11439:21629,B6-B8,leading_edge_500adc,traditional,1.4404759653270531
58,58:412157:12844:23160,B4-B6,leading_edge_500adc,traditional,-2.7365244494566667
58,58:412157:12844:23160,B4-B8,leading_edge_500adc,traditional,-3.756384908859694
58,58:412157:12844:23160,B6-B8,leading_edge_500adc,traditional,-1.0198604594030272
58,58:412546:13200:23548,B4-B6,leading_edge_500adc,traditional,-5.139667447306792
58,58:412546:13200:23548,B4-B8,leading_edge_500adc,traditional,-2.424911686938117
58,58:412546:13200:23548,B6-B8,leading_edge_500adc,traditional,2.714755760368675
58,58:413325:13961:24327,B4-B6,leading_edge_500adc,traditional,-4.600375780707836
58,58:413325:13961:24327,B4-B8,leading_edge_500adc,traditional,-5.923431789376643
58,58:413325:13961:24327,B6-B8,leading_edge_500adc,traditional,-1.3230560086688072
58,58:413638:14256:24640,B4-B6,leading_edge_500adc,traditional,-3.538730664855507
58,58:413638:14256:24640,B4-B8,leading_edge_500adc,traditional,-0.017604334801703203
58,58:413638:14256:24640,B6-B8,leading_edge_500adc,traditional,3.5211263300538036
58,58:413843:14451:24845,B4-B6,leading_edge_500adc,traditional,-0.9461616768534817
58,58:413843:14451:24845,B4-B8,leading_edge_500adc,traditional,2.209762737356648
58,58:413843:14451:24845,B6-B8,leading_edge_500adc,traditional,3.15592441421013
58,58:416328:373:27330,B4-B6,leading_edge_500adc,traditional,-7.106029098364601
58,58:416328:373:27330,B4-B8,leading_edge_500adc,traditional,-2.0250478560665144
58,58:416328:373:27330,B6-B8,leading_edge_500adc,traditional,5.080981242298087
58,58:417165:1152:28167,B4-B6,leading_edge_500adc,traditional,-2.7339499403665606
58,58:417165:1152:28167,B4-B8,leading_edge_500adc,traditional,-2.157138785184582
58,58:417165:1152:28167,B6-B8,leading_edge_500adc,traditional,0.5768111551819786
58,58:417278:1288:28280,B4-B6,leading_edge_500adc,traditional,-4.835299727701397
58,58:417278:1288:28280,B4-B8,leading_edge_500adc,traditional,-1.1741237442645414
58,58:417278:1288:28280,B6-B8,leading_edge_500adc,traditional,3.6611759834368556
58,58:417735:1712:28737,B4-B6,leading_edge_500adc,traditional,-2.0189470092539636
58,58:417735:1712:28737,B4-B8,leading_edge_500adc,traditional,-7.3595484389973365
58,58:417735:1712:28737,B6-B8,leading_edge_500adc,traditional,-5.340601429743373
58,58:417804:1777:28806,B4-B6,leading_edge_500adc,traditional,-6.004340826616755
58,58:417804:1777:28806,B4-B8,leading_edge_500adc,traditional,-1.2493472070908922
58,58:417804:1777:28806,B6-B8,leading_edge_500adc,traditional,4.754993619525862
58,58:418054:2008:29056,B4-B6,leading_edge_500adc,traditional,-6.096596915827803
58,58:418054:2008:29056,B4-B8,leading_edge_500adc,traditional,-5.175461909981095
58,58:418054:2008:29056,B6-B8,leading_edge_500adc,traditional,0.9211350058467076
58,58:418720:2626:29722,B4-B6,leading_edge_500adc,traditional,-3.023807692307699
58,58:418720:2626:29722,B4-B8,leading_edge_500adc,traditional,-4.310682537413022
58,58:418720:2626:29722,B6-B8,leading_edge_500adc,traditional,-1.2868748451053236
58,58:420237:4046:31237,B4-B6,leading_edge_500adc,traditional,-0.4869583763329821
58,58:420237:4046:31237,B4-B8,leading_edge_500adc,traditional,0.02688377052676927
58,58:420237:4046:31237,B6-B8,leading_edge_500adc,traditional,0.5138421468597514
58,58:420245:4054:31245,B4-B6,leading_edge_500adc,traditional,-4.964499405469688
58,58:420245:4054:31245,B4-B8,leading_edge_500adc,traditional,-7.9679076894933445
58,58:420245:4054:31245,B6-B8,leading_edge_500adc,traditional,-3.0034082840236564
58,58:420334:4140:31334,B4-B6,leading_edge_500adc,traditional,-2.001406462295705
58,58:420334:4140:31334,B4-B8,leading_edge_500adc,traditional,-0.2004223246034087
58,58:420334:4140:31334,B6-B8,leading_edge_500adc,traditional,1.8009841376922964
58,58:421027:4781:32023,B4-B6,leading_edge_500adc,traditional,-1.023505784092901
58,58:421027:4781:32023,B4-B8,leading_edge_500adc,traditional,3.3729544426636657
58,58:421027:4781:32023,B6-B8,leading_edge_500adc,traditional,4.396460226756567
58,58:421487:5218:32482,B4-B6,leading_edge_500adc,traditional,-5.687350338947525
58,58:421487:5218:32482,B4-B8,leading_edge_500adc,traditional,-8.584450071370952
58,58:421487:5218:32482,B6-B8,leading_edge_500adc,traditional,-2.8970997324234276
58,58:421531:5255:32526,B4-B6,leading_edge_500adc,traditional,-5.502907272027706
58,58:421531:5255:32526,B4-B8,leading_edge_500adc,traditional,-1.6084759517001217
58,58:421531:5255:32526,B6-B8,leading_edge_500adc,traditional,3.894431320327584
58,58:421877:5573:32871,B4-B6,leading_edge_500adc,traditional,-5.92061145414749
58,58:421877:5573:32871,B4-B8,leading_edge_500adc,traditional,-3.77504456348467
58,58:421877:5573:32871,B6-B8,leading_edge_500adc,traditional,2.1455668906628205
58,58:422340:6010:33333,B4-B6,leading_edge_500adc,traditional,-5.503087687177398
58,58:422340:6010:33333,B4-B8,leading_edge_500adc,traditional,-5.3081925001838925
58,58:422340:6010:33333,B6-B8,leading_edge_500adc,traditional,0.19489518699350583
58,58:391631:10103:2692,B4-B6,cfd10,traditional,-6.08084800316405
58,58:391631:10103:2692,B4-B8,cfd10,traditional,-5.846598746963977
58,58:391631:10103:2692,B6-B8,cfd10,traditional,0.23424925620007286
58,58:391841:10300:2900,B4-B6,cfd10,traditional,-6.698124332519342
58,58:391841:10300:2900,B4-B8,cfd10,traditional,-6.096220841977086
58,58:391841:10300:2900,B6-B8,cfd10,traditional,0.6019034905422558
58,58:392066:10514:3123,B4-B6,cfd10,traditional,-2.3865476417776534
58,58:392066:10514:3123,B4-B8,cfd10,traditional,-0.9023829139819455
58,58:392066:10514:3123,B6-B8,cfd10,traditional,1.484164727795708
58,58:392204:10642:3261,B4-B6,cfd10,traditional,-5.849619186205722
58,58:392204:10642:3261,B4-B8,cfd10,traditional,-5.584814454357037
58,58:392204:10642:3261,B6-B8,cfd10,traditional,0.2648047318486846
58,58:392294:10722:3348,B4-B6,cfd10,traditional,-2.979151603782782
58,58:392294:10722:3348,B4-B8,cfd10,traditional,-1.7318408206214002
58,58:392294:10722:3348,B6-B8,cfd10,traditional,1.2473107831613817
58,58:392636:11042:3687,B4-B6,cfd10,traditional,-4.0644327398841185
58,58:392636:11042:3687,B4-B8,cfd10,traditional,-3.3441554923951813
58,58:392636:11042:3687,B6-B8,cfd10,traditional,0.7202772474889372
58,58:393248:11615:4294,B4-B6,cfd10,traditional,-2.4796965205802906
58,58:393248:11615:4294,B4-B8,cfd10,traditional,-2.4610004239709724
58,58:393248:11615:4294,B6-B8,cfd10,traditional,0.018696096609318147
58,58:394656:12923:5698,B4-B6,cfd10,traditional,-6.243579980454534
58,58:394656:12923:5698,B4-B8,cfd10,traditional,-5.944360388394266
58,58:394656:12923:5698,B6-B8,cfd10,traditional,0.29921959206026827
58,58:394684:12945:5726,B4-B6,cfd10,traditional,-2.83303660469808
58,58:394684:12945:5726,B4-B8,cfd10,traditional,-1.0194070630424115
58,58:394684:12945:5726,B6-B8,cfd10,traditional,1.8136295416556685
58,58:394786:13037:5828,B4-B6,cfd10,traditional,-5.621883965531794
58,58:394786:13037:5828,B4-B8,cfd10,traditional,-4.678157685881388
58,58:394786:13037:5828,B6-B8,cfd10,traditional,0.9437262796504058
58,58:394965:13201:6007,B4-B6,cfd10,traditional,-5.103467865999747
58,58:394965:13201:6007,B4-B8,cfd10,traditional,-2.271080952770731
58,58:394965:13201:6007,B6-B8,cfd10,traditional,2.8323869132290156
58,58:395467:13673:6509,B4-B6,cfd10,traditional,-5.521456778889913
58,58:395467:13673:6509,B4-B8,cfd10,traditional,-2.4810136596471324
58,58:395467:13673:6509,B6-B8,cfd10,traditional,3.0404431192427808
58,58:396978:15063:8018,B4-B6,cfd10,traditional,-4.000730339101665
58,58:396978:15063:8018,B4-B8,cfd10,traditional,-3.578497531204782
58,58:396978:15063:8018,B6-B8,cfd10,traditional,0.4222328078968829
58,58:398418:42:9453,B4-B6,cfd10,traditional,-3.6354706871988682
58,58:398418:42:9453,B4-B8,cfd10,traditional,-3.1374771163863286
58,58:398418:42:9453,B6-B8,cfd10,traditional,0.4979935708125396
58,58:398580:196:9615,B4-B6,cfd10,traditional,-6.883013162964133
58,58:398580:196:9615,B4-B8,cfd10,traditional,-6.281335721693793
58,58:398580:196:9615,B6-B8,cfd10,traditional,0.6016774412703398
58,58:399270:859:10304,B4-B6,cfd10,traditional,-4.599850766652182
58,58:399270:859:10304,B4-B8,cfd10,traditional,-6.628187845303856
58,58:399270:859:10304,B6-B8,cfd10,traditional,-2.028337078651674
58,58:399602:1163:10635,B4-B6,cfd10,traditional,-2.5455154528459616
58,58:399602:1163:10635,B4-B8,cfd10,traditional,-3.3435851622237607
58,58:399602:1163:10635,B6-B8,cfd10,traditional,-0.7980697093777991
58,58:399989:1517:11021,B4-B6,cfd10,traditional,-6.88745998012385
58,58:399989:1517:11021,B4-B8,cfd10,traditional,-3.1813995156842054
58,58:399989:1517:11021,B6-B8,cfd10,traditional,3.706060464439645
58,58:400792:2281:11821,B4-B6,cfd10,traditional,-40.431878560297406
58,58:400792:2281:11821,B4-B8,cfd10,traditional,-43.855064080659396
58,58:400792:2281:11821,B6-B8,cfd10,traditional,-3.42318552036199
58,58:401022:2495:12051,B4-B6,cfd10,traditional,-3.0300105166061257
58,58:401022:2495:12051,B4-B8,cfd10,traditional,-2.731664744536193
58,58:401022:2495:12051,B6-B8,cfd10,traditional,0.29834577206993274
58,58:401083:2548:12110,B4-B6,cfd10,traditional,-5.376607519024887
58,58:401083:2548:12110,B4-B8,cfd10,traditional,-5.970597024083446
58,58:401083:2548:12110,B6-B8,cfd10,traditional,-0.5939895050585591
58,58:401283:2737:12310,B4-B6,cfd10,traditional,-2.7916986803588557
58,58:401283:2737:12310,B4-B8,cfd10,traditional,-3.489470467106514
58,58:401283:2737:12310,B6-B8,cfd10,traditional,-0.6977717867476585
58,58:401498:2943:12525,B4-B6,cfd10,traditional,-5.268828713796331
58,58:401498:2943:12525,B4-B8,cfd10,traditional,-5.338272891608156
58,58:401498:2943:12525,B6-B8,cfd10,traditional,-0.06944417781182466
58,58:401532:2974:12559,B4-B6,cfd10,traditional,-2.786351941661657
58,58:401532:2974:12559,B4-B8,cfd10,traditional,-2.1051611187102495
58,58:401532:2974:12559,B6-B8,cfd10,traditional,0.6811908229514074
58,58:401733:3159:12760,B4-B6,cfd10,traditional,-1.9595150073165541
58,58:401733:3159:12760,B4-B8,cfd10,traditional,-2.764628352490419
58,58:401733:3159:12760,B6-B8,cfd10,traditional,-0.805113345173865
58,58:402308:3701:13332,B4-B6,cfd10,traditional,-0.40262653472603915
58,58:402308:3701:13332,B4-B8,cfd10,traditional,0.07573798394920317
58,58:402308:3701:13332,B6-B8,cfd10,traditional,0.4783645186752423
58,58:402542:3915:13565,B4-B6,cfd10,traditional,-5.01855236941303
58,58:402542:3915:13565,B4-B8,cfd10,traditional,-7.153816375015268
58,58:402542:3915:13565,B6-B8,cfd10,traditional,-2.135264005602238
58,58:402594:3966:13616,B4-B6,cfd10,traditional,-6.420740045902988
58,58:402594:3966:13616,B4-B8,cfd10,traditional,-5.965211827777182
58,58:402594:3966:13616,B6-B8,cfd10,traditional,0.45552821812580646
58,58:402626:3997:13647,B4-B6,cfd10,traditional,-1.6227968461803464
58,58:402626:3997:13647,B4-B8,cfd10,traditional,-1.941814266164556
58,58:402626:3997:13647,B6-B8,cfd10,traditional,-0.31901741998420974
58,58:402712:4076:13733,B4-B6,cfd10,traditional,-5.421488111413055
58,58:402712:4076:13733,B4-B8,cfd10,traditional,-3.4014217817561985
58,58:402712:4076:13733,B6-B8,cfd10,traditional,2.0200663296568564
58,58:403406:4719:14427,B4-B6,cfd10,traditional,-7.540204557091641
58,58:403406:4719:14427,B4-B8,cfd10,traditional,-2.834713707558109
58,58:403406:4719:14427,B6-B8,cfd10,traditional,4.705490849533533
58,58:403541:4843:14562,B4-B6,cfd10,traditional,-6.884165165165172
58,58:403541:4843:14562,B4-B8,cfd10,traditional,-6.228571773622619
58,58:403541:4843:14562,B6-B8,cfd10,traditional,0.6555933915425527
58,58:404100:5367:15118,B4-B6,cfd10,traditional,-5.937561989638368
58,58:404100:5367:15118,B4-B8,cfd10,traditional,-5.905640773520929
58,58:404100:5367:15118,B6-B8,cfd10,traditional,0.031921216117439144
58,58:404147:5411:15165,B4-B6,cfd10,traditional,-5.108870187283998
58,58:404147:5411:15165,B4-B8,cfd10,traditional,-7.1518348256105355
58,58:404147:5411:15165,B6-B8,cfd10,traditional,-2.042964638326538
58,58:404180:5444:15198,B4-B6,cfd10,traditional,-1.7045087374810564
58,58:404180:5444:15198,B4-B8,cfd10,traditional,-1.3853982101582396
58,58:404180:5444:15198,B6-B8,cfd10,traditional,0.31911052732281675
58,58:404302:5557:15320,B4-B6,cfd10,traditional,-6.879648011571803
58,58:404302:5557:15320,B4-B8,cfd10,traditional,-5.5797531535896
58,58:404302:5557:15320,B6-B8,cfd10,traditional,1.2998948579822027
58,58:405501:6684:16516,B4-B6,cfd10,traditional,-3.0726066520274173
58,58:405501:6684:16516,B4-B8,cfd10,traditional,-2.7280952627278197
58,58:405501:6684:16516,B6-B8,cfd10,traditional,0.3445113892995977
58,58:405830:6983:16845,B4-B6,cfd10,traditional,-2.997415643792735
58,58:405830:6983:16845,B4-B8,cfd10,traditional,-2.422682615531656
58,58:405830:6983:16845,B6-B8,cfd10,traditional,0.574733028261079
58,58:405995:7135:17010,B4-B6,cfd10,traditional,-4.29665950594222
58,58:405995:7135:17010,B4-B8,cfd10,traditional,-0.8645405281394538
58,58:405995:7135:17010,B6-B8,cfd10,traditional,3.432118977802766
58,58:406327:7441:17342,B4-B6,cfd10,traditional,-0.5794023649517452
58,58:406327:7441:17342,B4-B8,cfd10,traditional,0.17045469437388228
58,58:406327:7441:17342,B6-B8,cfd10,traditional,0.7498570593256275
58,58:406604:7705:17619,B4-B6,cfd10,traditional,-0.5430671641791065
58,58:406604:7705:17619,B4-B8,cfd10,traditional,1.1266112869993492
58,58:406604:7705:17619,B6-B8,cfd10,traditional,1.6696784511784557
58,58:406641:7736:17656,B4-B6,cfd10,traditional,-3.069333753810575
58,58:406641:7736:17656,B4-B8,cfd10,traditional,-1.4148221300864812
58,58:406641:7736:17656,B6-B8,cfd10,traditional,1.654511623724094
58,58:406766:7856:17781,B4-B6,cfd10,traditional,-3.513835177826863
58,58:406766:7856:17781,B4-B8,cfd10,traditional,-3.8466225026288043
