method,family,baseline,n_heldout_runs,n_pair_residuals,sigma68_ns,full_rms_ns,abs_residual_p95_ns,tail_frac_vs_traditional_p95,ci_low,ci_high,delta_vs_traditional_ns,delta_ci_low,delta_ci_high
cnn1d_only_samples_0_3_shuffled,shuffled_target_control,s02b_global_template_timewalk,7,11460,1.6824430258556609,2.577323205134542,3.5920777048460337,0.04912739965095986,1.4978623467725678,1.9560350017113022,-0.005356847530076481,-0.06214118357803036,0.04083033362920592
early_late_gated_no_samples_0_3_shuffled,shuffled_target_control,s02b_global_template_timewalk,7,11460,1.6859421434196462,2.5889244143471837,3.624654285210659,0.0506108202443281,1.5185954446582155,1.9744349102167296,-0.0018577299660911262,-0.04252962033063538,0.044333862432918925
s02b_global_template_timewalk,traditional,s02b_global_template_timewalk,7,11460,1.6877998733857373,2.5872966651886093,3.6146925784439756,0.05,1.517791332354691,1.9807762287523427,0.0,0.0,0.0
mlp_full_shuffled,shuffled_target_control,s02b_global_template_timewalk,7,11460,1.6902817424926482,2.585694573412908,3.6167754413869346,0.050261780104712044,1.5253775844854862,1.9627891894615825,0.002481869106910839,-0.045224607023570514,0.051050031916662714
early_late_gated_only_samples_0_3_shuffled,shuffled_target_control,s02b_global_template_timewalk,7,11460,1.6948569007172274,2.5914337064291506,3.6241639252290736,0.050261780104712044,1.4898821916693823,2.001634068026265,0.007057027331490051,-0.04996193253640866,0.06336651584667084
mlp_no_samples_0_3_shuffled,shuffled_target_control,s02b_global_template_timewalk,7,11460,1.6972176460413952,2.586942093795286,3.63681101687298,0.05043630017452007,1.4787697636325532,1.9870901493233828,0.009417772655657908,-0.057122391829284455,0.05805506007631173
ridge_full_shuffled,shuffled_target_control,s02b_global_template_timewalk,7,11460,1.7034410877680806,2.5931180172963026,3.644839156360234,0.051570680628272254,1.5165349180551897,2.0105381620247553,0.015641214382343227,-0.05169553151834198,0.06802310988048488
mlp_only_samples_0_3_shuffled,shuffled_target_control,s02b_global_template_timewalk,7,11460,1.7045094377453371,2.5994928221934583,3.649087373880568,0.051832460732984295,1.5148774628756347,1.9935053256385717,0.016709564359599804,-0.03487718857684067,0.07532677279645875
ridge_only_samples_0_3_shuffled,shuffled_target_control,s02b_global_template_timewalk,7,11460,1.7063257811182035,2.594820106974762,3.6515126869706234,0.05165794066317626,1.5248929219257852,1.9928240305961236,0.018525907732466207,-0.03632071936108838,0.059372036088889676
ridge_no_samples_0_3_shuffled,shuffled_target_control,s02b_global_template_timewalk,7,11460,1.7068454123875136,2.5955782462559824,3.6364376461529506,0.051047120418848166,1.544552132143843,1.9556757439306165,0.0190455390017763,-0.04674392272770581,0.08641527333056154
cnn1d_full_shuffled,shuffled_target_control,s02b_global_template_timewalk,7,11460,1.7159308405449263,2.6042964717360304,3.6932674180389897,0.05418848167539267,1.5270694604265198,2.0286077693487075,0.028130967159188947,-0.03141347883857637,0.09399607842426269
hgb_full_shuffled,shuffled_target_control,s02b_global_template_timewalk,7,11460,1.7244069761603007,2.6177426885366657,3.71203944965349,0.055584642233856896,1.5495202368676881,2.0012439906667594,0.03660710277456336,-0.008055746531786671,0.09331153465082631
hgb_no_samples_0_3_shuffled,shuffled_target_control,s02b_global_template_timewalk,7,11460,1.7260701282746722,2.606671371543293,3.692482285002471,0.05357766143106457,1.5556671413660672,1.9843452137042283,0.038270254888934874,-0.010949423233637378,0.08722926079205578
hgb_only_samples_0_3_shuffled,shuffled_target_control,s02b_global_template_timewalk,7,11460,1.7345467991184733,2.620932345214963,3.676870527903092,0.05305410122164049,1.5299368700150353,1.9915203532474421,0.04674692573273598,-0.008028699987860776,0.0950139831519693
