method,residual_column,nominal_coverage,heldout_run,topology,n_train_rows,n_test_rows,interval_center_ns,half_width_ns,interval_width_ns,coverage,coverage_error,abs_coverage_error
pair_median,resid_pair_median,0.68,47,all,65328,156,-0.021927523652808,2.042246587984305,4.08449317596861,0.5576923076923077,-0.12230769230769234,0.12230769230769234
pair_median,resid_pair_median,0.68,48,B2_containing,43164,792,-0.0316312564597209,2.310437625080399,4.620875250160798,0.5277777777777778,-0.15222222222222226,0.15222222222222226
pair_median,resid_pair_median,0.68,48,downstream_only,21222,306,-0.0125494912941945,1.7302739004187575,3.460547800837515,0.673202614379085,-0.006797385620915031,0.006797385620915031
pair_median,resid_pair_median,0.68,48,all,64386,1098,-0.024247002211804848,2.0327282696533175,4.065456539306635,0.5646630236794171,-0.11533697632058293,0.11533697632058293
pair_median,resid_pair_median,0.68,49,B2_containing,43092,864,-0.0305223626176349,2.307427579841234,4.614855159682468,0.5127314814814815,-0.16726851851851854,0.16726851851851854
pair_median,resid_pair_median,0.68,49,downstream_only,21206,322,-0.01364571045438895,1.7328186317516803,3.4656372635033605,0.7142857142857143,0.03428571428571425,0.03428571428571425
pair_median,resid_pair_median,0.68,49,all,64298,1186,-0.0237424333292324,2.0316445217464687,4.063289043492937,0.5573355817875211,-0.12266441821247898,0.12266441821247898
pair_median,resid_pair_median,0.68,50,B2_containing,43002,954,-0.04546646768639915,2.2570395412881123,4.514079082576225,0.27253668763102723,-0.4074633123689728,0.4074633123689728
pair_median,resid_pair_median,0.68,50,downstream_only,21193,335,-0.0149678013277991,1.7319073033436188,3.4638146066872375,0.6865671641791045,0.006567164179104412,0.006567164179104412
pair_median,resid_pair_median,0.68,50,all,64195,1289,-0.0351542696921143,2.0112196902326476,4.022439380465295,0.39022498060512023,-0.2897750193948798,0.2897750193948798
pair_median,resid_pair_median,0.68,51,B2_containing,43514,442,-0.032867615828970395,2.30801915020602,4.61603830041204,0.36877828054298645,-0.3112217194570136,0.3112217194570136
pair_median,resid_pair_median,0.68,51,downstream_only,21354,174,-0.01167307794803555,1.7302762155672309,3.4605524311344618,0.6609195402298851,-0.019080459770114966,0.019080459770114966
pair_median,resid_pair_median,0.68,51,all,64868,616,-0.02400297528278545,2.031934197870077,4.063868395740154,0.44805194805194803,-0.23194805194805201,0.23194805194805201
pair_median,resid_pair_median,0.68,52,B2_containing,43739,217,-0.0297796617615091,2.319854785151401,4.639709570302802,0.30414746543778803,-0.375852534562212,0.375852534562212
pair_median,resid_pair_median,0.68,52,downstream_only,21433,95,-0.0114483344241804,1.7308464566850186,3.461692913370037,0.6947368421052632,0.01473684210526316,0.01473684210526316
pair_median,resid_pair_median,0.68,52,all,65172,312,-0.0218628963805649,2.0367866813458786,4.073573362691757,0.40384615384615385,-0.2761538461538462,0.2761538461538462
pair_median,resid_pair_median,0.68,53,B2_containing,43143,813,-0.0404882333708336,2.266604007375318,4.533208014750636,0.24477244772447723,-0.4352275522755228,0.4352275522755228
pair_median,resid_pair_median,0.68,53,downstream_only,21221,307,-0.0134398700022089,1.7321659593520922,3.4643319187041843,0.7068403908794788,0.02684039087947876,0.02684039087947876
pair_median,resid_pair_median,0.68,53,all,64364,1120,-0.031475018958335696,2.0145279230944504,4.029055846188901,0.375,-0.30500000000000005,0.30500000000000005
pair_median,resid_pair_median,0.68,54,B2_containing,43184,772,-0.03904235562000835,2.272329226002565,4.54465845200513,0.26295336787564766,-0.4170466321243524,0.4170466321243524
pair_median,resid_pair_median,0.68,54,downstream_only,21247,281,-0.0133857736063021,1.731587046014105,3.46317409202821,0.701067615658363,0.021067615658362904,0.021067615658362904
pair_median,resid_pair_median,0.68,54,all,64431,1053,-0.0302407316858079,2.018290162163018,4.036580324326036,0.3903133903133903,-0.28968660968660975,0.28968660968660975
pair_median,resid_pair_median,0.68,55,B2_containing,43417,539,-0.0333989489142112,2.2995068513853663,4.5990137027707325,0.3395176252319109,-0.3404823747680891,0.3404823747680891
pair_median,resid_pair_median,0.68,55,downstream_only,21311,217,-0.0133857736063021,1.730445393685885,3.46089078737177,0.6682027649769585,-0.01179723502304153,0.01179723502304153
pair_median,resid_pair_median,0.68,55,all,64728,756,-0.02565470421343715,2.0284326635500896,4.056865327100179,0.4417989417989418,-0.23820105820105825,0.23820105820105825
pair_median,resid_pair_median,0.68,56,B2_containing,42747,1209,-0.044666747651842,2.2460925868692,4.4921851737384,0.31017369727047145,-0.3698263027295286,0.3698263027295286
pair_median,resid_pair_median,0.68,56,downstream_only,21068,460,-0.0132370814315283,1.733171825182994,3.466343650365988,0.7108695652173913,0.03086956521739126,0.03086956521739126
pair_median,resid_pair_median,0.68,56,all,63815,1669,-0.0341486763378284,2.007372256778584,4.014744513557168,0.42780107849011384,-0.2521989215098862,0.2521989215098862
pair_median,resid_pair_median,0.68,57,B2_containing,43082,874,-0.03422065354218155,2.3079658182130967,4.615931636426193,0.5297482837528604,-0.15025171624713962,0.15025171624713962
pair_median,resid_pair_median,0.68,57,downstream_only,21181,347,-0.0130126294073846,1.7299829785541634,3.4599659571083268,0.6628242074927954,-0.01717579250720469,0.01717579250720469
pair_median,resid_pair_median,0.68,57,all,64263,1221,-0.0256807406455621,2.031685967300396,4.063371934600792,0.5659295659295659,-0.11407043407043416,0.11407043407043416
pair_median,resid_pair_median,0.68,58,B2_containing,43102,854,-0.02987243602502325,2.314363295483463,4.628726590966926,0.5573770491803278,-0.12262295081967223,0.12262295081967223
pair_median,resid_pair_median,0.68,58,downstream_only,21175,353,-0.0134398700022089,1.7305499452237532,3.4610998904475063,0.6742209631728046,-0.005779036827195494,0.005779036827195494
pair_median,resid_pair_median,0.68,58,all,64277,1207,-0.0231146863914801,2.0352041009161286,4.070408201832257,0.5956917978458989,-0.08430820215410118,0.08430820215410118
pair_median,resid_pair_median,0.68,59,B2_containing,36522,7434,0.0115640944303798,2.3437403701936734,4.687480740387347,0.6759483454398708,-0.004051654560129236,0.004051654560129236
pair_median,resid_pair_median,0.68,59,downstream_only,17775,3753,-0.0358020295021752,1.7402725637046426,3.480545127409285,0.6909139355182521,0.010913935518252038,0.010913935518252038
pair_median,resid_pair_median,0.68,59,all,54297,11187,-0.0051332479095691,2.0451927890765425,4.090385578153085,0.6781085188164834,-0.0018914811835166745,0.0018914811835166745
pair_median,resid_pair_median,0.68,60,B2_containing,37132,6824,0.08057972336143665,2.6806714641602842,5.3613429283205685,0.8708968347010551,0.190896834701055,0.190896834701055
pair_median,resid_pair_median,0.68,60,downstream_only,17828,3700,-0.02125391132519635,1.7343155989276005,3.468631197855201,0.6848648648648649,0.004864864864864815,0.004864864864864815
pair_median,resid_pair_median,0.68,60,all,54960,10524,0.047103422137846296,2.1767948270782855,4.353589654156571,0.8023565184340555,0.12235651843405548,0.12235651843405548
pair_median,resid_pair_median,0.68,61,B2_containing,36346,7610,-0.06258422848249084,2.6905204559606215,5.381040911921243,0.878580814717477,0.1985808147174769,0.1985808147174769
pair_median,resid_pair_median,0.68,61,downstream_only,17283,4245,0.0906846656377098,1.715547533354591,3.431095066709182,0.6643109540636042,-0.015689045936395862,0.015689045936395862
pair_median,resid_pair_median,0.68,61,all,53629,11855,-0.0137557191769026,2.18896859139611,4.37793718279222,0.8081822016026993,0.12818220160269922,0.12818220160269922
pair_median,resid_pair_median,0.68,62,B2_containing,36853,7103,0.0189473329994598,2.544874316553458,5.089748633106916,0.8031817541883711,0.12318175418837107,0.12318175418837107
pair_median,resid_pair_median,0.68,62,downstream_only,17695,3833,-0.0154087292279641,1.7347213983784504,3.469442796756901,0.6864075136968432,0.0064075136968431146,0.0064075136968431146
pair_median,resid_pair_median,0.68,62,all,54548,10936,0.0070062491474587,2.129552571681499,4.259105143362998,0.7602414045354792,0.08024140453547912,0.08024140453547912
pair_median,resid_pair_median,0.68,63,B2_containing,39956,4000,-0.029265195809248398,2.2838202711343,4.5676405422686,0.61025,-0.06975000000000009,0.06975000000000009
pair_median,resid_pair_median,0.68,63,downstream_only,19712,1816,-0.032319078328172546,1.721580626168849,3.443161252337698,0.6431718061674009,-0.036828193832599165,0.036828193832599165
pair_median,resid_pair_median,0.68,63,all,59668,5816,-0.02993375247275045,2.0163514535144365,4.032702907028873,0.6237964236588721,-0.05620357634112794,0.05620357634112794
pair_median,resid_pair_median,0.68,65,B2_containing,42840,1116,-0.0253870396481019,2.3275187806597653,4.6550375613195305,0.6326164874551972,-0.047383512544802886,0.047383512544802886
pair_median,resid_pair_median,0.68,65,downstream_only,21130,398,-0.01395970376986525,1.7307389122953885,3.461477824590777,0.6733668341708543,-0.0066331658291457485,0.0066331658291457485
pair_median,resid_pair_median,0.68,65,all,63970,1514,-0.0208799384685924,2.0391588595984578,4.0783177191969155,0.6466314398943197,-0.033368560105680345,0.033368560105680345
pair_median,resid_pair_median,0.95,44,B2_containing,43832,124,-0.02832571361973275,66.81092131483057,133.62184262966113,0.8629032258064516,-0.08709677419354833,0.08709677419354833
pair_median,resid_pair_median,0.95,44,downstream_only,21483,45,-0.0130126294073846,3.6718966482590827,7.343793296518165,0.8888888888888888,-0.061111111111111116,0.061111111111111116
pair_median,resid_pair_median,0.95,44,all,65315,169,-0.0215919674271489,43.37435750322227,86.74871500644454,0.8579881656804734,-0.09201183431952653,0.09201183431952653
pair_median,resid_pair_median,0.95,45,B2_containing,42663,1293,-0.0358718155683277,62.8916422589948,125.7832845179896,0.8414539829853055,-0.10854601701469446,0.10854601701469446
pair_median,resid_pair_median,0.95,45,downstream_only,21034,494,-0.012433740073795649,3.6709743845661285,7.341948769132257,0.937246963562753,-0.0127530364372469,0.0127530364372469
pair_median,resid_pair_median,0.95,45,all,63697,1787,-0.0271688166092687,41.41198424540241,82.82396849080482,0.8528259653049804,-0.0971740346950195,0.0971740346950195
pair_median,resid_pair_median,0.95,46,B2_containing,43946,10,-0.026162234349357,67.31173381437848,134.62346762875697,0.9,-0.04999999999999993,0.04999999999999993
pair_median,resid_pair_median,0.95,46,downstream_only,21525,3,-0.012149759105938,3.67423586271736,7.34847172543472,1.0,0.050000000000000044,0.050000000000000044
pair_median,resid_pair_median,0.95,46,all,65471,13,-0.0201931354703717,43.71409532470021,87.42819064940042,0.8461538461538461,-0.10384615384615381,0.10384615384615381
pair_median,resid_pair_median,0.95,47,B2_containing,43844,112,-0.0291847109840599,66.8728865877956,133.7457731755912,0.8571428571428571,-0.09285714285714286,0.09285714285714286
pair_median,resid_pair_median,0.95,47,downstream_only,21484,44,-0.0128363948024556,3.6735808910716723,7.347161782143345,0.9318181818181818,-0.018181818181818188,0.018181818181818188
pair_median,resid_pair_median,0.95,47,all,65328,156,-0.021927523652808,43.56527967473116,87.13055934946232,0.8910256410256411,-0.058974358974358876,0.058974358974358876
pair_median,resid_pair_median,0.95,48,B2_containing,43164,792,-0.0316312564597209,65.17593895912097,130.35187791824194,0.8737373737373737,-0.07626262626262625,0.07626262626262625
pair_median,resid_pair_median,0.95,48,downstream_only,21222,306,-0.0125494912941945,3.6794434220654293,7.358886844130859,0.9640522875816994,0.014052287581699408,0.014052287581699408
pair_median,resid_pair_median,0.95,48,all,64386,1098,-0.024247002211804848,42.587845185718244,85.17569037143649,0.8806921675774135,-0.06930783242258642,0.06930783242258642
pair_median,resid_pair_median,0.95,49,B2_containing,43092,864,-0.0305223626176349,65.84793140336524,131.69586280673047,0.8969907407407407,-0.053009259259259256,0.053009259259259256
pair_median,resid_pair_median,0.95,49,downstream_only,21206,322,-0.01364571045438895,3.6741741001361885,7.348348200272377,0.9503105590062112,0.00031055900621124177,0.00031055900621124177
pair_median,resid_pair_median,0.95,49,all,64298,1186,-0.0237424333292324,42.697954842752154,85.39590968550431,0.8929173693086003,-0.05708263069139963,0.05708263069139963
pair_median,resid_pair_median,0.95,50,B2_containing,43002,954,-0.04546646768639915,61.991500475502285,123.98300095100457,0.7442348008385744,-0.20576519916142555,0.20576519916142555
pair_median,resid_pair_median,0.95,50,downstream_only,21193,335,-0.0149678013277991,3.6770359991180976,7.354071998236195,0.9611940298507463,0.011194029850746356,0.011194029850746356
pair_median,resid_pair_median,0.95,50,all,64195,1289,-0.0351542696921143,39.90269361653262,79.80538723306525,0.7152831652443755,-0.23471683475562444,0.23471683475562444
pair_median,resid_pair_median,0.95,51,B2_containing,43514,442,-0.032867615828970395,65.01941404115821,130.03882808231643,0.8076923076923077,-0.14230769230769225,0.14230769230769225
pair_median,resid_pair_median,0.95,51,downstream_only,21354,174,-0.01167307794803555,3.6716533142074357,7.343306628414871,0.9080459770114943,-0.0419540229885057,0.0419540229885057
pair_median,resid_pair_median,0.95,51,all,64868,616,-0.02400297528278545,42.29823479665941,84.59646959331882,0.788961038961039,-0.16103896103896098,0.16103896103896098
pair_median,resid_pair_median,0.95,52,B2_containing,43739,217,-0.0297796617615091,65.97072038897267,131.94144077794533,0.7465437788018433,-0.20345622119815665,0.20345622119815665
pair_median,resid_pair_median,0.95,52,downstream_only,21433,95,-0.0114483344241804,3.6738542950953734,7.347708590190747,0.9368421052631579,-0.013157894736842035,0.013157894736842035
pair_median,resid_pair_median,0.95,52,all,65172,312,-0.0218628963805649,42.8215735150277,85.6431470300554,0.7564102564102564,-0.19358974358974357,0.19358974358974357
pair_median,resid_pair_median,0.95,53,B2_containing,43143,813,-0.0404882333708336,61.901902464873984,123.80380492974797,0.7011070110701108,-0.2488929889298892,0.2488929889298892
pair_median,resid_pair_median,0.95,53,downstream_only,21221,307,-0.0134398700022089,3.6760913076016775,7.352182615203355,0.9576547231270358,0.007654723127035856,0.007654723127035856
pair_median,resid_pair_median,0.95,53,all,64364,1120,-0.031475018958335696,40.42903910126563,80.85807820253126,0.7107142857142857,-0.2392857142857142,0.2392857142857142
pair_median,resid_pair_median,0.95,54,B2_containing,43184,772,-0.03904235562000835,62.37223975996964,124.74447951993928,0.7240932642487047,-0.22590673575129527,0.22590673575129527
pair_median,resid_pair_median,0.95,54,downstream_only,21247,281,-0.0133857736063021,3.6722050396584853,7.344410079316971,0.9430604982206405,-0.006939501779359425,0.006939501779359425
pair_median,resid_pair_median,0.95,54,all,64431,1053,-0.0302407316858079,40.81847804513746,81.63695609027492,0.7312440645773979,-0.21875593542260208,0.21875593542260208
pair_median,resid_pair_median,0.95,55,B2_containing,43417,539,-0.0333989489142112,64.38531395845665,128.7706279169133,0.7940630797773655,-0.1559369202226345,0.1559369202226345
pair_median,resid_pair_median,0.95,55,downstream_only,21311,217,-0.0133857736063021,3.6737382559482024,7.347476511896405,0.9493087557603687,-0.0006912442396312946,0.0006912442396312946
pair_median,resid_pair_median,0.95,55,all,64728,756,-0.02565470421343715,42.025129627242094,84.05025925448419,0.7857142857142857,-0.16428571428571426,0.16428571428571426
pair_median,resid_pair_median,0.95,56,B2_containing,42747,1209,-0.044666747651842,61.730375149891344,123.46075029978269,0.770885028949545,-0.17911497105045493,0.17911497105045493
pair_median,resid_pair_median,0.95,56,downstream_only,21068,460,-0.0132370814315283,3.678865588685311,7.357731177370622,0.9608695652173913,0.010869565217391353,0.010869565217391353
pair_median,resid_pair_median,0.95,56,all,63815,1669,-0.0341486763378284,39.388099256155705,78.77619851231141,0.7507489514679448,-0.1992510485320551,0.1992510485320551
pair_median,resid_pair_median,0.95,57,B2_containing,43082,874,-0.03422065354218155,65.62199761105056,131.24399522210112,0.8901601830663616,-0.05983981693363838,0.05983981693363838
pair_median,resid_pair_median,0.95,57,downstream_only,21181,347,-0.0130126294073846,3.6791357655051833,7.358271531010367,0.9654178674351584,0.015417867435158494,0.015417867435158494
pair_median,resid_pair_median,0.95,57,all,64263,1221,-0.0256807406455621,42.623546414694644,85.24709282938929,0.8910728910728911,-0.05892710892710884,0.05892710892710884
pair_median,resid_pair_median,0.95,58,B2_containing,43102,854,-0.02987243602502325,65.83275662929394,131.66551325858788,0.8957845433255269,-0.05421545667447303,0.05421545667447303
pair_median,resid_pair_median,0.95,58,downstream_only,21175,353,-0.0134398700022089,3.6734719167786847,7.346943833557369,0.9490084985835694,-0.0009915014164305624,0.0009915014164305624
pair_median,resid_pair_median,0.95,58,all,64277,1207,-0.0231146863914801,42.577229893824565,85.15445978764913,0.8864954432477217,-0.06350455675227829,0.06350455675227829
pair_median,resid_pair_median,0.95,59,B2_containing,36522,7434,0.0115640944303798,74.76004843993857,149.52009687987714,0.9911218724778047,0.041121872477804744,0.041121872477804744
pair_median,resid_pair_median,0.95,59,downstream_only,17775,3753,-0.0358020295021752,3.7074118384086443,7.414823676817289,0.9618971489475087,0.011897148947508707,0.011897148947508707
pair_median,resid_pair_median,0.95,59,all,54297,11187,-0.0051332479095691,52.7068970644923,105.4137941289846,0.9885581478501833,0.0385581478501833,0.0385581478501833
pair_median,resid_pair_median,0.95,60,B2_containing,37132,6824,0.08057972336143665,73.78502216102572,147.57004432205144,0.9923798358733881,0.042379835873388116,0.042379835873388116
pair_median,resid_pair_median,0.95,60,downstream_only,17828,3700,-0.02125391132519635,3.6715687611092584,7.343137522218517,0.9505405405405405,0.000540540540540535,0.000540540540540535
pair_median,resid_pair_median,0.95,60,all,54960,10524,0.047103422137846296,52.55143058703742,105.10286117407485,0.9904979095400989,0.04049790954009891,0.04049790954009891
pair_median,resid_pair_median,0.95,61,B2_containing,36346,7610,-0.06258422848249084,75.47271099064858,150.94542198129716,0.9922470433639947,0.04224704336399476,0.04224704336399476
pair_median,resid_pair_median,0.95,61,downstream_only,17283,4245,0.0906846656377098,3.643731472147482,7.287462944294964,0.930035335689046,-0.019964664310954006,0.019964664310954006
pair_median,resid_pair_median,0.95,61,all,53629,11855,-0.0137557191769026,53.729150706698015,107.45830141339603,0.9902150991142977,0.04021509911429777,0.04021509911429777
pair_median,resid_pair_median,0.95,62,B2_containing,36853,7103,0.0189473329994598,73.84420096584384,147.68840193168768,0.9907081514852879,0.04070815148528795,0.04070815148528795
pair_median,resid_pair_median,0.95,62,downstream_only,17695,3833,-0.0154087292279641,3.69745705598965,7.3949141119793,0.9572136707539786,0.007213670753978607,0.007213670753978607
pair_median,resid_pair_median,0.95,62,all,54548,10936,0.0070062491474587,52.83409085580643,105.66818171161286,0.9903986832479883,0.04039868324798834,0.04039868324798834
pair_median,resid_pair_median,0.95,63,B2_containing,39956,4000,-0.029265195809248398,70.13448825657966,140.26897651315932,0.97675,0.02675000000000005,0.02675000000000005
pair_median,resid_pair_median,0.95,63,downstream_only,19712,1816,-0.032319078328172546,3.6646121888242864,7.329224377648573,0.9493392070484582,-0.0006607929515417554,0.0006607929515417554
pair_median,resid_pair_median,0.95,63,all,59668,5816,-0.02993375247275045,46.183312445283775,92.36662489056755,0.9740371389270976,0.02403713892709769,0.02403713892709769
pair_median,resid_pair_median,0.95,65,B2_containing,42840,1116,-0.0253870396481019,67.11837214963477,134.23674429926953,0.9471326164874552,-0.0028673835125447855,0.0028673835125447855
pair_median,resid_pair_median,0.95,65,downstream_only,21130,398,-0.01395970376986525,3.678129902119623,7.356259804239246,0.9623115577889447,0.012311557788944771,0.012311557788944771
pair_median,resid_pair_median,0.95,65,all,63970,1514,-0.0208799384685924,43.70355600800961,87.40711201601923,0.9484808454425363,-0.0015191545574636534,0.0015191545574636534
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.68,44,B2_containing,43832,124,-0.3054514452394962,7.910118475601811,15.820236951203622,0.5967741935483871,-0.08322580645161293,0.08322580645161293
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.68,44,downstream_only,21483,45,1.0117640346410852,7.273512662026275,14.54702532405255,0.5777777777777777,-0.10222222222222233,0.10222222222222233
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.68,44,all,65315,169,0.0961218945660709,7.725872264143968,15.451744528287936,0.5976331360946746,-0.08236686390532544,0.08236686390532544
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.68,45,B2_containing,42663,1293,-0.3086515437631596,7.820442501913025,15.64088500382605,0.5421500386697602,-0.13784996133023986,0.13784996133023986
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.68,45,downstream_only,21034,494,1.052052153192118,7.221129459292354,14.442258918584708,0.5425101214574899,-0.13748987854251016,0.13748987854251016
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.68,45,all,63697,1787,0.1137069527914014,7.656058787226308,15.312117574452616,0.5467263570229435,-0.13327364297705657,0.13327364297705657
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.68,46,B2_containing,43946,10,-0.2992855189932142,7.914011967324301,15.828023934648602,0.6,-0.08000000000000007,0.08000000000000007
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.68,46,downstream_only,21525,3,1.0147137156561168,7.279385165949879,14.558770331899758,1.0,0.31999999999999995,0.31999999999999995
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.68,46,all,65471,13,0.1039764345423612,7.728597605745277,15.457195211490554,0.6923076923076923,0.012307692307692242,0.012307692307692242
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.68,47,B2_containing,43844,112,-0.2991268571218447,7.910034193837301,15.820068387674603,0.5892857142857143,-0.09071428571428575,0.09071428571428575
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.68,47,downstream_only,21484,44,1.0201295467825526,7.2744258199727385,14.548851639945477,0.5681818181818182,-0.11181818181818182,0.11181818181818182
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.68,47,all,65328,156,0.10771114893391964,7.722720027373435,15.44544005474687,0.5897435897435898,-0.09025641025641029,0.09025641025641029
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.68,48,B2_containing,43164,792,-0.2929911712073311,7.8785202443403834,15.757040488680767,0.5997474747474747,-0.08025252525252535,0.08025252525252535
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.68,48,downstream_only,21222,306,1.0389521515696325,7.2641205670867475,14.528241134173495,0.6568627450980392,-0.023137254901960835,0.023137254901960835
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.68,48,all,64386,1098,0.1216170320131374,7.704323359741812,15.408646719483624,0.6156648451730419,-0.06433515482695817,0.06433515482695817
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.68,49,B2_containing,43092,864,-0.28598621492532617,7.8513422704155715,15.702684540831143,0.5416666666666666,-0.13833333333333342,0.13833333333333342
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.68,49,downstream_only,21206,322,1.04382244290426,7.250364778219691,14.500729556439381,0.5869565217391305,-0.09304347826086956,0.09304347826086956
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.68,49,all,64298,1186,0.12704393654267798,7.686493397140537,15.372986794281074,0.5682967959527825,-0.11170320404721756,0.11170320404721756
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.68,50,B2_containing,43002,954,-0.35905702426350816,7.811183611592048,15.622367223184096,0.4727463312368973,-0.20725366876310275,0.20725366876310275
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.68,50,downstream_only,21193,335,1.057064632339276,7.238850486213952,14.477700972427904,0.5462686567164179,-0.13373134328358216,0.13373134328358216
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.68,50,all,64195,1289,0.0774294068318344,7.65922587512198,15.31845175024396,0.5034910783553141,-0.1765089216446859,0.1765089216446859
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.68,51,B2_containing,43514,442,-0.28567800659821324,7.867784506563367,15.735569013126733,0.4751131221719457,-0.20488687782805437,0.20488687782805437
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.68,51,downstream_only,21354,174,1.0478817742947282,7.234033700398524,14.468067400797048,0.3793103448275862,-0.30068965517241386,0.30068965517241386
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.68,51,all,64868,616,0.12739912502392053,7.685271221641694,15.370542443283387,0.4577922077922078,-0.22220779220779224,0.22220779220779224
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.68,52,B2_containing,43739,217,-0.3162166869545965,7.893874118578509,15.787748237157018,0.5069124423963134,-0.17308755760368666,0.17308755760368666
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.68,52,downstream_only,21433,95,1.0206756601953058,7.253421415277813,14.506842830555627,0.35789473684210527,-0.3221052631578948,0.3221052631578948
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.68,52,all,65172,312,0.0929773986994487,7.708584113641217,15.417168227282435,0.4775641025641026,-0.20243589743589746,0.20243589743589746
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.68,53,B2_containing,43143,813,-0.278012012876743,7.825230114670009,15.650460229340018,0.47601476014760147,-0.20398523985239858,0.20398523985239858
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.68,53,downstream_only,21221,307,1.0868455718023695,7.208250891592542,14.416501783185083,0.4169381107491857,-0.26306188925081436,0.26306188925081436
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.68,53,all,64364,1120,0.14450811437461855,7.650219553118074,15.300439106236148,0.46517857142857144,-0.2148214285714286,0.2148214285714286
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.68,54,B2_containing,43184,772,-0.29614013029520503,7.832574045748786,15.665148091497572,0.47538860103626945,-0.2046113989637306,0.2046113989637306
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.68,54,downstream_only,21247,281,1.0589247886426438,7.22431705295025,14.4486341059005,0.45907473309608543,-0.22092526690391462,0.22092526690391462
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.68,54,all,64431,1053,0.1258830025237683,7.658479462771933,15.316958925543865,0.4757834757834758,-0.20421652421652425,0.20421652421652425
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.68,55,B2_containing,43417,539,-0.3021247039981207,7.857392274001014,15.714784548002028,0.5009276437847866,-0.17907235621521345,0.17907235621521345
