method,residual_column,nominal_coverage,heldout_run,topology,n_train_rows,n_test_rows,interval_center_ns,half_width_ns,interval_width_ns,coverage,coverage_error,abs_coverage_error
mlp,resid_mlp,0.95,61,downstream_only,17283,4245,2.366746196928424,5.629430712195984,11.258861424391968,0.8671378091872791,-0.08286219081272084,0.08286219081272084
mlp,resid_mlp,0.95,61,all,53629,11855,0.8553376142037843,47.87739402650844,95.75478805301688,0.9908899198650358,0.04088991986503587,0.04088991986503587
mlp,resid_mlp,0.95,62,B2_containing,36853,7103,-1.201393327752012,68.56985722702734,137.13971445405468,0.9897226524003943,0.0397226524003943,0.0397226524003943
mlp,resid_mlp,0.95,62,downstream_only,17695,3833,1.331075444801353,5.551331291320535,11.10266258264107,0.9232976780589617,-0.026702321941038276,0.026702321941038276
mlp,resid_mlp,0.95,62,all,54548,10936,-0.11132911578732879,47.43198752295089,94.86397504590178,0.9903072421360644,0.0403072421360644,0.0403072421360644
mlp,resid_mlp,0.95,63,B2_containing,39956,4000,-0.9081670690772682,63.70846484461593,127.41692968923186,0.9755,0.025500000000000078,0.025500000000000078
mlp,resid_mlp,0.95,63,downstream_only,19712,1816,1.65536576654431,5.730858293144272,11.461716586288544,0.9548458149779736,0.00484581497797365,0.00484581497797365
mlp,resid_mlp,0.95,63,all,59668,5816,0.16734787664872314,42.02595756892254,84.05191513784509,0.9728335625859698,0.022833562585969802,0.022833562585969802
mlp,resid_mlp,0.95,65,B2_containing,42840,1116,-0.8606522526507026,61.353744616579476,122.70748923315895,0.946236559139785,-0.0037634408602149616,0.0037634408602149616
mlp,resid_mlp,0.95,65,downstream_only,21130,398,1.7331726275415633,5.758858895274369,11.517717790548739,0.9824120603015075,0.03241206030150756,0.03241206030150756
mlp,resid_mlp,0.95,65,all,63970,1514,0.22587740467644818,40.07859640267282,80.15719280534564,0.9451783355350066,-0.004821664464993325,0.004821664464993325
cnn_1d,resid_cnn_1d,0.68,44,B2_containing,43832,124,-1.5799353958783808,6.000796740897097,12.001593481794194,0.4838709677419355,-0.19612903225806455,0.19612903225806455
cnn_1d,resid_cnn_1d,0.68,44,downstream_only,21483,45,0.5069938796670987,4.320877920562913,8.641755841125827,0.7333333333333333,0.05333333333333323,0.05333333333333323
cnn_1d,resid_cnn_1d,0.68,44,all,65315,169,-0.762344732211916,5.619697525715823,11.239395051431647,0.5621301775147929,-0.11786982248520717,0.11786982248520717
cnn_1d,resid_cnn_1d,0.68,45,B2_containing,42663,1293,-1.6551016747437153,5.9488268824528445,11.897653764905689,0.5901005413766435,-0.08989945862335658,0.08989945862335658
cnn_1d,resid_cnn_1d,0.68,45,downstream_only,21034,494,0.4522627033150206,4.3466070652560695,8.693214130512139,0.7894736842105263,0.10947368421052628,0.10947368421052628
cnn_1d,resid_cnn_1d,0.68,45,all,63697,1787,-0.8287397944926278,5.611344102555002,11.222688205110003,0.6496922216004477,-0.030307778399552343,0.030307778399552343
cnn_1d,resid_cnn_1d,0.68,46,B2_containing,43946,10,-1.573452016163614,6.009428622904485,12.01885724580897,0.7,0.019999999999999907,0.019999999999999907
cnn_1d,resid_cnn_1d,0.68,46,downstream_only,21525,3,0.5131617324387379,4.322117138746122,8.644234277492243,0.6666666666666666,-0.01333333333333342,0.01333333333333342
cnn_1d,resid_cnn_1d,0.68,46,all,65471,13,-0.7570340998842675,5.6252729580381455,11.250545916076291,0.6923076923076923,0.012307692307692242,0.012307692307692242
cnn_1d,resid_cnn_1d,0.68,47,B2_containing,43844,112,-1.5741731070534364,6.003448907853174,12.006897815706347,0.5089285714285714,-0.17107142857142865,0.17107142857142865
cnn_1d,resid_cnn_1d,0.68,47,downstream_only,21484,44,0.5179935447574229,4.318892240142581,8.637784480285163,0.6136363636363636,-0.0663636363636364,0.0663636363636364
cnn_1d,resid_cnn_1d,0.68,47,all,65328,156,-0.7559958269649105,5.62010343444325,11.2402068688865,0.5641025641025641,-0.11589743589743595,0.11589743589743595
cnn_1d,resid_cnn_1d,0.68,48,B2_containing,43164,792,-1.6037619800310505,6.000047029868394,12.000094059736789,0.6628787878787878,-0.017121212121212204,0.017121212121212204
cnn_1d,resid_cnn_1d,0.68,48,downstream_only,21222,306,0.4940565468311151,4.326824097649752,8.653648195299503,0.7058823529411765,0.025882352941176467,0.025882352941176467
cnn_1d,resid_cnn_1d,0.68,48,all,64386,1098,-0.7880140276508183,5.622802417552215,11.24560483510443,0.6794171220400729,-0.000582877959927175,0.000582877959927175
cnn_1d,resid_cnn_1d,0.68,49,B2_containing,43092,864,-1.561917548693335,6.006362608486552,12.012725216973104,0.6527777777777778,-0.02722222222222226,0.02722222222222226
cnn_1d,resid_cnn_1d,0.68,49,downstream_only,21206,322,0.5364802356635164,4.320518587020362,8.641037174040724,0.717391304347826,0.037391304347826004,0.037391304347826004
cnn_1d,resid_cnn_1d,0.68,49,all,64298,1186,-0.7429159788208768,5.621183549442462,11.242367098884923,0.6661045531197302,-0.01389544688026989,0.01389544688026989
cnn_1d,resid_cnn_1d,0.68,50,B2_containing,43002,954,-1.6585940969417927,5.874543398361663,11.749086796723326,0.3238993710691824,-0.3561006289308177,0.3561006289308177
cnn_1d,resid_cnn_1d,0.68,50,downstream_only,21193,335,0.4634113445688588,4.303278947005513,8.606557894011026,0.5343283582089552,-0.14567164179104486,0.14567164179104486
cnn_1d,resid_cnn_1d,0.68,50,all,64195,1289,-0.8452332313404618,5.5402403637975635,11.080480727595127,0.3785880527540729,-0.3014119472459271,0.3014119472459271
cnn_1d,resid_cnn_1d,0.68,51,B2_containing,43514,442,-1.604918872990599,5.972284657579328,11.944569315158656,0.4683257918552036,-0.21167420814479643,0.21167420814479643
cnn_1d,resid_cnn_1d,0.68,51,downstream_only,21354,174,0.4957102747911388,4.332464333844925,8.66492866768985,0.8045977011494253,0.12459770114942526,0.12459770114942526
cnn_1d,resid_cnn_1d,0.68,51,all,64868,616,-0.7899043483588717,5.607920481645331,11.215840963290661,0.5698051948051948,-0.11019480519480529,0.11019480519480529
cnn_1d,resid_cnn_1d,0.68,52,B2_containing,43739,217,-1.582820266199274,5.989390560654149,11.978781121308298,0.391705069124424,-0.28829493087557606,0.28829493087557606
cnn_1d,resid_cnn_1d,0.68,52,downstream_only,21433,95,0.5069938796670987,4.319026537370236,8.638053074740473,0.6631578947368421,-0.01684210526315799,0.01684210526315799
cnn_1d,resid_cnn_1d,0.68,52,all,65172,312,-0.7655341067202905,5.611796875664205,11.22359375132841,0.5,-0.18000000000000005,0.18000000000000005
cnn_1d,resid_cnn_1d,0.68,53,B2_containing,43143,813,-1.5785719990977551,5.882108390199837,11.764216780399673,0.18450184501845018,-0.49549815498154987,0.49549815498154987
cnn_1d,resid_cnn_1d,0.68,53,downstream_only,21221,307,0.5843807440089522,4.277511328195326,8.555022656390651,0.42996742671009774,-0.2500325732899023,0.2500325732899023
cnn_1d,resid_cnn_1d,0.68,53,all,64364,1120,-0.7325816563148297,5.553826167921918,11.107652335843836,0.32767857142857143,-0.3523214285714286,0.3523214285714286
cnn_1d,resid_cnn_1d,0.68,54,B2_containing,43184,772,-1.589484287201814,5.913159501640631,11.826319003281261,0.3082901554404145,-0.37170984455958556,0.37170984455958556
cnn_1d,resid_cnn_1d,0.68,54,downstream_only,21247,281,0.5044235118583762,4.341496314798347,8.682992629596693,0.8362989323843416,0.15629893238434156,0.15629893238434156
cnn_1d,resid_cnn_1d,0.68,54,all,64431,1053,-0.7868955723414798,5.573863515299884,11.147727030599768,0.4482431149097816,-0.23175688509021847,0.23175688509021847
cnn_1d,resid_cnn_1d,0.68,55,B2_containing,43417,539,-1.5800979223803726,5.959066395567658,11.918132791135315,0.37291280148423006,-0.30708719851577,0.30708719851577
cnn_1d,resid_cnn_1d,0.68,55,downstream_only,21311,217,0.5306817225299687,4.32368331355033,8.64736662710066,0.7511520737327189,0.07115207373271881,0.07115207373271881
cnn_1d,resid_cnn_1d,0.68,55,all,64728,756,-0.7604481378772985,5.59544788139345,11.1908957627869,0.4973544973544973,-0.18264550264550272,0.18264550264550272
cnn_1d,resid_cnn_1d,0.68,56,B2_containing,42747,1209,-1.5962965719239683,5.888108291715736,11.776216583431472,0.3829611248966088,-0.2970388751033913,0.2970388751033913
cnn_1d,resid_cnn_1d,0.68,56,downstream_only,21068,460,0.5453231476327911,4.348472979411969,8.696945958823939,0.8108695652173913,0.13086956521739124,0.13086956521739124
cnn_1d,resid_cnn_1d,0.68,56,all,63815,1669,-0.7743391088069179,5.562371088775002,11.124742177550004,0.4907130017974835,-0.18928699820251654,0.18928699820251654
cnn_1d,resid_cnn_1d,0.68,57,B2_containing,43082,874,-1.5071242700653702,5.905439069668733,11.810878139337467,0.21624713958810068,-0.46375286041189934,0.46375286041189934
cnn_1d,resid_cnn_1d,0.68,57,downstream_only,21181,347,0.5954725001998513,4.2479115364490365,8.495823072898073,0.2478386167146974,-0.4321613832853026,0.4321613832853026
cnn_1d,resid_cnn_1d,0.68,57,all,64263,1221,-0.6854800215162014,5.541022010835394,11.082044021670788,0.2809172809172809,-0.39908271908271914,0.39908271908271914
cnn_1d,resid_cnn_1d,0.68,58,B2_containing,43102,854,-1.5969761133758407,6.005610407616751,12.011220815233502,0.6756440281030445,-0.004355971896955579,0.004355971896955579
cnn_1d,resid_cnn_1d,0.68,58,downstream_only,21175,353,0.4681869772131639,4.346319661509054,8.692639323018108,0.8215297450424929,0.14152974504249283,0.14152974504249283
cnn_1d,resid_cnn_1d,0.68,58,all,64277,1207,-0.7923773045685987,5.632015688887089,11.264031377774177,0.7166528583264291,0.03665285832642906,0.03665285832642906
cnn_1d,resid_cnn_1d,0.68,59,B2_containing,36522,7434,-2.2576059874875103,5.4534956296432515,10.906991259286503,0.5052461662631155,-0.17475383373688458,0.17475383373688458
cnn_1d,resid_cnn_1d,0.68,59,downstream_only,17775,3753,-0.3049465456985429,3.7232065161710417,7.446413032342083,0.22062350119904076,-0.4593764988009593,0.4593764988009593
cnn_1d,resid_cnn_1d,0.68,59,all,54297,11187,-1.53336448635129,5.037386271885593,10.074772543771186,0.4197729507464021,-0.26022704925359796,0.26022704925359796
cnn_1d,resid_cnn_1d,0.68,60,B2_containing,37132,6824,-0.7520672281053843,6.174968588848945,12.34993717769789,0.6104923798358733,-0.0695076201641267,0.0695076201641267
cnn_1d,resid_cnn_1d,0.68,60,downstream_only,17828,3700,1.3267029804972443,4.308416639855404,8.616833279710807,0.6675675675675675,-0.012432432432432527,0.012432432432432527
cnn_1d,resid_cnn_1d,0.68,60,all,54960,10524,0.08204152278423145,5.644334277081255,11.28866855416251,0.6054732041049031,-0.07452679589509692,0.07452679589509692
cnn_1d,resid_cnn_1d,0.68,61,B2_containing,36346,7610,-1.3140287250294673,6.695091553394244,13.390183106788488,0.9082785808147175,0.2282785808147174,0.2282785808147174
cnn_1d,resid_cnn_1d,0.68,61,downstream_only,17283,4245,1.2087272423859357,4.340871698425588,8.681743396851177,0.695170789163722,0.015170789163721943,0.015170789163721943
cnn_1d,resid_cnn_1d,0.68,61,all,53629,11855,-0.3069249226637054,6.198294153049832,12.396588306099664,0.8714466469843948,0.19144664698439473,0.19144664698439473
cnn_1d,resid_cnn_1d,0.68,62,B2_containing,36853,7103,-1.7983922300750887,6.415492599084708,12.830985198169415,0.8687878361255807,0.1887878361255807,0.1887878361255807
cnn_1d,resid_cnn_1d,0.68,62,downstream_only,17695,3833,0.0472030304939098,4.537608216289922,9.075216432579843,0.7834594312548917,0.10345943125489165,0.10345943125489165
cnn_1d,resid_cnn_1d,0.68,62,all,54548,10936,-1.0467668727369728,5.993527072474658,11.987054144949315,0.8614667154352597,0.1814667154352596,0.1814667154352596
cnn_1d,resid_cnn_1d,0.68,63,B2_containing,39956,4000,-1.368664541980122,6.012934133358531,12.025868266717062,0.62875,-0.05125000000000002,0.05125000000000002
cnn_1d,resid_cnn_1d,0.68,63,downstream_only,19712,1816,0.6965716918949738,4.382701017907975,8.76540203581595,0.7747797356828194,0.09477973568281939,0.09477973568281939
cnn_1d,resid_cnn_1d,0.68,63,all,59668,5816,-0.5829559821985533,5.597113392442936,11.194226784885872,0.6341127922971114,-0.04588720770288868,0.04588720770288868
cnn_1d,resid_cnn_1d,0.68,65,B2_containing,42840,1116,-1.5366481584952374,6.042471100171695,12.08494220034339,0.7410394265232975,0.06103942652329741,0.06103942652329741
cnn_1d,resid_cnn_1d,0.68,65,downstream_only,21130,398,0.5001692611639041,4.356215917457832,8.712431834915664,0.871859296482412,0.19185929648241196,0.19185929648241196
cnn_1d,resid_cnn_1d,0.68,65,all,63970,1514,-0.7411818618316642,5.656048432484119,11.312096864968238,0.7681638044914135,0.08816380449141348,0.08816380449141348
cnn_1d,resid_cnn_1d,0.95,44,B2_containing,43832,124,-1.5799353958783808,65.43780120135514,130.87560240271029,0.8467741935483871,-0.10322580645161283,0.10322580645161283
cnn_1d,resid_cnn_1d,0.95,44,downstream_only,21483,45,0.5069938796670987,8.582830301287135,17.16566060257427,0.9777777777777777,0.02777777777777779,0.02777777777777779
cnn_1d,resid_cnn_1d,0.95,44,all,65315,169,-0.762344732211916,43.462743947921425,86.92548789584285,0.8579881656804734,-0.09201183431952653,0.09201183431952653
cnn_1d,resid_cnn_1d,0.95,45,B2_containing,42663,1293,-1.6551016747437153,62.07038633547166,124.14077267094332,0.8337200309358082,-0.1162799690641918,0.1162799690641918
cnn_1d,resid_cnn_1d,0.95,45,downstream_only,21034,494,0.4522627033150206,8.605280087954604,17.210560175909208,0.9777327935222672,0.027732793522267207,0.027732793522267207
cnn_1d,resid_cnn_1d,0.95,45,all,63697,1787,-0.8287397944926278,41.19712752723754,82.39425505447508,0.8533855623950756,-0.09661443760492439,0.09661443760492439
cnn_1d,resid_cnn_1d,0.95,46,B2_containing,43946,10,-1.573452016163614,65.68679917529529,131.37359835059058,0.9,-0.04999999999999993,0.04999999999999993
cnn_1d,resid_cnn_1d,0.95,46,downstream_only,21525,3,0.5131617324387379,8.581105451730046,17.162210903460092,1.0,0.050000000000000044,0.050000000000000044
cnn_1d,resid_cnn_1d,0.95,46,all,65471,13,-0.7570340998842675,43.65203524946334,87.30407049892668,0.8461538461538461,-0.10384615384615381,0.10384615384615381
cnn_1d,resid_cnn_1d,0.95,47,B2_containing,43844,112,-1.5741731070534364,65.50317987973368,131.00635975946736,0.8660714285714286,-0.08392857142857135,0.08392857142857135
cnn_1d,resid_cnn_1d,0.95,47,downstream_only,21484,44,0.5179935447574229,8.582243939215898,17.164487878431796,0.9545454545454546,0.00454545454545463,0.00454545454545463
cnn_1d,resid_cnn_1d,0.95,47,all,65328,156,-0.7559958269649105,43.58818899488073,87.17637798976146,0.8910256410256411,-0.058974358974358876,0.058974358974358876
cnn_1d,resid_cnn_1d,0.95,48,B2_containing,43164,792,-1.6037619800310505,64.14432123391451,128.28864246782902,0.8737373737373737,-0.07626262626262625,0.07626262626262625
cnn_1d,resid_cnn_1d,0.95,48,downstream_only,21222,306,0.4940565468311151,8.598685756405162,17.197371512810324,0.9901960784313726,0.04019607843137263,0.04019607843137263
cnn_1d,resid_cnn_1d,0.95,48,all,64386,1098,-0.7880140276508183,42.67539344170602,85.35078688341204,0.8843351548269581,-0.06566484517304183,0.06566484517304183
cnn_1d,resid_cnn_1d,0.95,49,B2_containing,43092,864,-1.561917548693335,64.49614187216068,128.99228374432136,0.8935185185185185,-0.056481481481481466,0.056481481481481466
cnn_1d,resid_cnn_1d,0.95,49,downstream_only,21206,322,0.5364802356635164,8.59775873981118,17.19551747962236,0.968944099378882,0.018944099378882084,0.018944099378882084
cnn_1d,resid_cnn_1d,0.95,49,all,64298,1186,-0.7429159788208768,42.72198559551486,85.44397119102972,0.8929173693086003,-0.05708263069139963,0.05708263069139963
cnn_1d,resid_cnn_1d,0.95,50,B2_containing,43002,954,-1.6585940969417927,60.13798171569577,120.27596343139155,0.7138364779874213,-0.23616352201257862,0.23616352201257862
cnn_1d,resid_cnn_1d,0.95,50,downstream_only,21193,335,0.4634113445688588,8.601418832555787,17.202837665111574,0.991044776119403,0.04104477611940305,0.04104477611940305
cnn_1d,resid_cnn_1d,0.95,50,all,64195,1289,-0.8452332313404618,39.49221708183227,78.98443416366455,0.7020946470131885,-0.2479053529868115,0.2479053529868115
cnn_1d,resid_cnn_1d,0.95,51,B2_containing,43514,442,-1.604918872990599,63.80151691038514,127.60303382077028,0.7828054298642534,-0.16719457013574657,0.16719457013574657
cnn_1d,resid_cnn_1d,0.95,51,downstream_only,21354,174,0.4957102747911388,8.582427383531611,17.164854767063222,0.9655172413793104,0.015517241379310431,0.015517241379310431
cnn_1d,resid_cnn_1d,0.95,51,all,64868,616,-0.7899043483588717,42.24819220746493,84.49638441492986,0.7743506493506493,-0.1756493506493506,0.1756493506493506
cnn_1d,resid_cnn_1d,0.95,52,B2_containing,43739,217,-1.582820266199274,64.50326242349759,129.00652484699518,0.7235023041474654,-0.22649769585253454,0.22649769585253454
cnn_1d,resid_cnn_1d,0.95,52,downstream_only,21433,95,0.5069938796670987,8.583593604376068,17.167187208752136,0.968421052631579,0.018421052631579005,0.018421052631579005
cnn_1d,resid_cnn_1d,0.95,52,all,65172,312,-0.7655341067202905,42.80740610739488,85.61481221478977,0.75,-0.19999999999999996,0.19999999999999996
cnn_1d,resid_cnn_1d,0.95,53,B2_containing,43143,813,-1.5785719990977551,61.335558651333876,122.67111730266775,0.7392373923739237,-0.21076260762607624,0.21076260762607624
cnn_1d,resid_cnn_1d,0.95,53,downstream_only,21221,307,0.5843807440089522,8.539473692823805,17.07894738564761,0.8827361563517915,-0.06726384364820848,0.06726384364820848
cnn_1d,resid_cnn_1d,0.95,53,all,64364,1120,-0.7325816563148297,40.2578443140944,80.5156886281888,0.7348214285714286,-0.21517857142857133,0.21517857142857133
cnn_1d,resid_cnn_1d,0.95,54,B2_containing,43184,772,-1.589484287201814,61.54917770155761,123.09835540311522,0.7357512953367875,-0.21424870466321244,0.21424870466321244
cnn_1d,resid_cnn_1d,0.95,54,downstream_only,21247,281,0.5044235118583762,8.590390002565846,17.18078000513169,0.9715302491103203,0.02153024911032031,0.02153024911032031
cnn_1d,resid_cnn_1d,0.95,54,all,64431,1053,-0.7868955723414798,40.59341952824515,81.1868390564903,0.7426400759734093,-0.20735992402659065,0.20735992402659065
cnn_1d,resid_cnn_1d,0.95,55,B2_containing,43417,539,-1.5800979223803726,63.35906883525902,126.71813767051805,0.7903525046382189,-0.15964749536178102,0.15964749536178102
cnn_1d,resid_cnn_1d,0.95,55,downstream_only,21311,217,0.5306817225299687,8.594778311261281,17.189556622522563,0.9723502304147466,0.022350230414746597,0.022350230414746597
cnn_1d,resid_cnn_1d,0.95,55,all,64728,756,-0.7604481378772985,42.04747680072556,84.09495360145112,0.7936507936507936,-0.15634920634920635,0.15634920634920635
cnn_1d,resid_cnn_1d,0.95,56,B2_containing,42747,1209,-1.5962965719239683,60.30366279642577,120.60732559285154,0.7766749379652605,-0.1733250620347394,0.1733250620347394
cnn_1d,resid_cnn_1d,0.95,56,downstream_only,21068,460,0.5453231476327911,8.612998924672153,17.225997849344306,0.9804347826086957,0.0304347826086957,0.0304347826086957
cnn_1d,resid_cnn_1d,0.95,56,all,63815,1669,-0.7743391088069179,39.44896211128352,78.89792422256704,0.7591372079089275,-0.1908627920910725,0.1908627920910725
cnn_1d,resid_cnn_1d,0.95,57,B2_containing,43082,874,-1.5071242700653702,64.70389799992105,129.4077959998421,0.9038901601830663,-0.04610983981693362,0.04610983981693362
cnn_1d,resid_cnn_1d,0.95,57,downstream_only,21181,347,0.5954725001998513,8.461877550439294,16.923755100878587,0.7809798270893372,-0.16902017291066274,0.16902017291066274
cnn_1d,resid_cnn_1d,0.95,57,all,64263,1221,-0.6854800215162014,42.88515985335102,85.77031970670204,0.9033579033579033,-0.04664209664209662,0.04664209664209662
cnn_1d,resid_cnn_1d,0.95,58,B2_containing,43102,854,-1.5969761133758407,64.51290098056285,129.0258019611257,0.892271662763466,-0.05772833723653392,0.05772833723653392
cnn_1d,resid_cnn_1d,0.95,58,downstream_only,21175,353,0.4681869772131639,8.596051655488813,17.192103310977625,0.9801699716713881,0.03016997167138813,0.03016997167138813
cnn_1d,resid_cnn_1d,0.95,58,all,64277,1207,-0.7923773045685987,42.5367156998366,85.0734313996732,0.8806959403479702,-0.06930405965202979,0.06930405965202979
cnn_1d,resid_cnn_1d,0.95,59,B2_containing,36522,7434,-2.2576059874875103,73.75519213841649,147.51038427683298,0.989911218724778,0.0399112187247781,0.0399112187247781
cnn_1d,resid_cnn_1d,0.95,59,downstream_only,17775,3753,-0.3049465456985429,7.056464083192429,14.112928166384858,0.6027178257394085,-0.3472821742605915,0.3472821742605915
cnn_1d,resid_cnn_1d,0.95,59,all,54297,11187,-1.53336448635129,51.348833352856786,102.69766670571357,0.9870385268615357,0.03703852686153575,0.03703852686153575
cnn_1d,resid_cnn_1d,0.95,60,B2_containing,37132,6824,-0.7520672281053843,72.02253068190676,144.04506136381352,0.9929660023446659,0.042966002344665966,0.042966002344665966
cnn_1d,resid_cnn_1d,0.95,60,downstream_only,17828,3700,1.3267029804972443,8.753900232992189,17.507800465984378,0.9651351351351352,0.015135135135135203,0.015135135135135203
cnn_1d,resid_cnn_1d,0.95,60,all,54960,10524,0.08204152278423145,50.514608805895925,101.02921761179185,0.9904028886354999,0.0404028886354999,0.0404028886354999
cnn_1d,resid_cnn_1d,0.95,61,B2_containing,36346,7610,-1.3140287250294673,73.44712830812915,146.8942566162583,0.9922470433639947,0.04224704336399476,0.04224704336399476
cnn_1d,resid_cnn_1d,0.95,61,downstream_only,17283,4245,1.2087272423859357,8.521268606561147,17.042537213122294,0.9389870435806832,-0.011012956419316766,0.011012956419316766
cnn_1d,resid_cnn_1d,0.95,61,all,53629,11855,-0.3069249226637054,52.082276761007634,104.16455352201527,0.99029945170814,0.04029945170814009,0.04029945170814009
cnn_1d,resid_cnn_1d,0.95,62,B2_containing,36853,7103,-1.7983922300750887,72.76969077885826,145.53938155771652,0.9895818668168379,0.03958186681683795,0.03958186681683795
cnn_1d,resid_cnn_1d,0.95,62,downstream_only,17695,3833,0.0472030304939098,9.053489196793164,18.106978393586328,0.9921732324549961,0.04217323245499616,0.04217323245499616
cnn_1d,resid_cnn_1d,0.95,62,all,54548,10936,-1.0467668727369728,51.61222958845641,103.22445917691282,0.9897585954645208,0.039758595464520874,0.039758595464520874
cnn_1d,resid_cnn_1d,0.95,63,B2_containing,39956,4000,-1.368664541980122,68.14790491443821,136.29580982887643,0.978,0.028000000000000025,0.028000000000000025
cnn_1d,resid_cnn_1d,0.95,63,downstream_only,19712,1816,0.6965716918949738,8.664256737760388,17.328513475520776,0.9785242290748899,0.02852422907488994,0.02852422907488994
cnn_1d,resid_cnn_1d,0.95,63,all,59668,5816,-0.5829559821985533,45.77023723582041,91.54047447164082,0.9766162310866575,0.02661623108665756,0.02661623108665756
cnn_1d,resid_cnn_1d,0.95,65,B2_containing,42840,1116,-1.5366481584952374,65.53633096417548,131.07266192835095,0.9444444444444444,-0.005555555555555536,0.005555555555555536
cnn_1d,resid_cnn_1d,0.95,65,downstream_only,21130,398,0.5001692611639041,8.60069464252908,17.20138928505816,0.9874371859296482,0.03743718592964829,0.03743718592964829
cnn_1d,resid_cnn_1d,0.95,65,all,63970,1514,-0.7411818618316642,43.60995121055284,87.21990242110569,0.9458388375165125,-0.004161162483487413,0.004161162483487413
support_gated_cnn_new,resid_support_gated_cnn_new,0.68,44,B2_containing,43832,124,-1.5990658495751395,5.238263747613416,10.476527495226833,0.45161290322580644,-0.2283870967741936,0.2283870967741936
support_gated_cnn_new,resid_support_gated_cnn_new,0.68,44,downstream_only,21483,45,0.4494409983566558,3.4372238642815045,6.874447728563009,0.5333333333333333,-0.14666666666666672,0.14666666666666672
support_gated_cnn_new,resid_support_gated_cnn_new,0.68,44,all,65315,169,-0.8396693870092887,4.866728415847938,9.733456831695875,0.514792899408284,-0.16520710059171606,0.16520710059171606
support_gated_cnn_new,resid_support_gated_cnn_new,0.68,45,B2_containing,42663,1293,-1.5599791725640508,5.18568639919416,10.37137279838832,0.4508894044856922,-0.22911059551430785,0.22911059551430785
support_gated_cnn_new,resid_support_gated_cnn_new,0.68,45,downstream_only,21034,494,0.5062579675060013,3.4268844007954242,6.8537688015908484,0.6740890688259109,-0.00591093117408914,0.00591093117408914
support_gated_cnn_new,resid_support_gated_cnn_new,0.68,45,all,63697,1787,-0.8049864486795153,4.816648872109494,9.633297744218988,0.4711807498601007,-0.20881925013989933,0.20881925013989933
support_gated_cnn_new,resid_support_gated_cnn_new,0.68,46,B2_containing,43946,10,-1.5967184381699346,5.244029635446567,10.488059270893134,0.4,-0.28,0.28
support_gated_cnn_new,resid_support_gated_cnn_new,0.68,46,downstream_only,21525,3,0.4518263483076032,3.4371694705447853,6.8743389410895706,0.3333333333333333,-0.34666666666666673,0.34666666666666673
support_gated_cnn_new,resid_support_gated_cnn_new,0.68,46,all,65471,13,-0.838330171852442,4.869728188078355,9.73945637615671,0.38461538461538464,-0.2953846153846154,0.2953846153846154
support_gated_cnn_new,resid_support_gated_cnn_new,0.68,47,B2_containing,43844,112,-1.5948727879540292,5.23960272517844,10.47920545035688,0.48214285714285715,-0.1978571428571429,0.1978571428571429
support_gated_cnn_new,resid_support_gated_cnn_new,0.68,47,downstream_only,21484,44,0.45907562864750595,3.4322044558179883,6.8644089116359766,0.5,-0.18000000000000005,0.18000000000000005
support_gated_cnn_new,resid_support_gated_cnn_new,0.68,47,all,65328,156,-0.8353546518299957,4.868083907058446,9.736167814116891,0.5448717948717948,-0.13512820512820523,0.13512820512820523
support_gated_cnn_new,resid_support_gated_cnn_new,0.68,48,B2_containing,43164,792,-1.6094104203441166,5.227303688747892,10.454607377495783,0.6035353535353535,-0.07646464646464657,0.07646464646464657
support_gated_cnn_new,resid_support_gated_cnn_new,0.68,48,downstream_only,21222,306,0.4555214066635185,3.441624146610291,6.883248293220582,0.7352941176470589,0.05529411764705883,0.05529411764705883
support_gated_cnn_new,resid_support_gated_cnn_new,0.68,48,all,64386,1098,-0.8472321694723408,4.861027805840873,9.722055611681746,0.6411657559198543,-0.0388342440801458,0.0388342440801458
support_gated_cnn_new,resid_support_gated_cnn_new,0.68,49,B2_containing,43092,864,-1.5528935308700826,5.201187394338159,10.402374788676317,0.4039351851851852,-0.2760648148148149,0.2760648148148149
support_gated_cnn_new,resid_support_gated_cnn_new,0.68,49,downstream_only,21206,322,0.498487800632303,3.425305501188273,6.850611002376546,0.639751552795031,-0.04024844720496901,0.04024844720496901
support_gated_cnn_new,resid_support_gated_cnn_new,0.68,49,all,64298,1186,-0.7980799237756795,4.832441853663371,9.664883707326743,0.44435075885328834,-0.2356492411467117,0.2356492411467117
support_gated_cnn_new,resid_support_gated_cnn_new,0.68,50,B2_containing,43002,954,-1.620371112452633,5.146488842764102,10.292977685528204,0.2861635220125786,-0.39383647798742144,0.39383647798742144
support_gated_cnn_new,resid_support_gated_cnn_new,0.68,50,downstream_only,21193,335,0.4816870066567547,3.435570399214791,6.871140798429582,0.7223880597014926,0.04238805970149251,0.04238805970149251
support_gated_cnn_new,resid_support_gated_cnn_new,0.68,50,all,64195,1289,-0.8495976987268807,4.814851761846159,9.629703523692317,0.4057408844065167,-0.27425911559348337,0.27425911559348337
support_gated_cnn_new,resid_support_gated_cnn_new,0.68,51,B2_containing,43514,442,-1.6013058249138066,5.215559462052768,10.431118924105537,0.3914027149321267,-0.28859728506787335,0.28859728506787335
support_gated_cnn_new,resid_support_gated_cnn_new,0.68,51,downstream_only,21354,174,0.46635794403840214,3.435903934545772,6.871807869091544,0.7126436781609196,0.03264367816091951,0.03264367816091951
