b2_signed_cov_ns2,downstream_signed_cov_ns2,b2_minus_downstream_cov_ns2,b2_mean_abs_cov_ns2,downstream_mean_abs_cov_ns2,b2_minus_downstream_abs_cov_ns2,inferred_correlated_fraction,method,axis,stratum,n_b2_pair_rows,n_downstream_pair_rows,n_b2_runs,n_downstream_runs,control_mode,delta_ci_low_ns2,delta_ci_high_ns2,interval_excludes_zero
13.099419292690428,15.615526128205378,-2.5161068355149503,13.153597537160968,16.04864960327632,-2.895052066115353,-0.19207773866120587,support_gated_cnn_new,anomaly_taxon,baseline_contamination,3181,21525,20,20,fallback_same_runs_downstream,-17.440975381238765,12.102673339261003,False
27.118738536905965,2.1355131613596248,24.98322537554634,27.2010788218917,2.572704003113301,24.628374818778397,0.9212532264930613,support_gated_cnn_new,anomaly_taxon,common_support,19947,13322,21,21,same_axis_stratum_downstream,13.820084044484567,34.38158069639011,True
1253.1603182477136,15.615526128205378,1237.5447921195082,1253.1603182477136,16.04864960327632,1237.1116686444373,0.9875390834669577,support_gated_cnn_new,anomaly_taxon,saturation_boundary,11976,21528,21,21,fallback_same_runs_downstream,997.0215329507797,1511.9925187762576,True
1007.1019417212816,31.601230585805034,975.5007111354765,1007.1019417212816,32.45481853677241,974.6471231845092,0.9686216168625452,support_gated_cnn_new,anomaly_taxon,timing_tail_high_q_shift,8846,8205,21,20,same_axis_stratum_downstream,843.4926586169694,1699.6526873355997,True
1347.6044998008913,31.601230585805034,1316.0032692150862,1347.6044998008913,32.45481853677241,1315.149681264119,0.976550070446875,support_gated_cnn_new,timing_tail_atom,high,13623,8205,21,20,same_axis_stratum_downstream,992.8358550972212,1512.1656835369427,True
26.958022404563017,2.4492430218591714,24.508779382703846,27.001346537420293,2.71019547571937,24.291151061700923,0.9091460424988517,support_gated_cnn_new,timing_tail_atom,low,14897,6931,21,21,same_axis_stratum_downstream,12.969243912122144,37.661309030655104,True
60.8526120791665,2.208691744390469,58.64392033477603,60.8526120791665,2.690243964985501,58.162368114181,0.9637042409696882,support_gated_cnn_new,timing_tail_atom,mid,15436,6392,21,20,same_axis_stratum_downstream,37.26538310189293,87.34178712226215,True
854.7631748348477,15.615526128205378,839.1476487066424,854.7631748348477,16.04864960327632,838.7145252315714,0.9817311664938976,support_gated_cnn_new,baseline_contamination,low_baseline,6608,21528,21,21,fallback_same_runs_downstream,665.99253230089,1277.4546562193614,True
1011.3140366419082,15.615526128205378,995.6985105137028,1011.3140366419082,16.04864960327632,995.2653870386318,0.9845591719659532,support_gated_cnn_new,baseline_contamination,nominal_baseline,37348,21528,21,21,same_axis_stratum_downstream,793.4246468227394,1192.7844588927696,True
1117.2557818705352,15.615526128205378,1101.6402557423298,1117.2557818705352,16.04864960327632,1101.2071322672589,0.986023320369789,support_gated_cnn_new,saturation_boundary,deep,3417,21528,21,21,fallback_same_runs_downstream,835.2649599126306,1232.4021982043444,True
1114.2914062027733,15.615526128205378,1098.6758800745679,1114.2914062027733,16.04864960327632,1098.242756599497,0.9859861378798396,support_gated_cnn_new,saturation_boundary,mild,5545,21528,21,21,fallback_same_runs_downstream,855.8927733024949,1467.0590401409236,True
1179.355656443791,15.615526128205378,1163.7401303155857,1179.355656443791,16.04864960327632,1163.3070068405148,0.9867592731311501,support_gated_cnn_new,saturation_boundary,moderate,3014,21525,20,20,fallback_same_runs_downstream,990.283194002242,1354.895526361852,True
521.1043094025579,15.615526128205378,505.4887832743525,521.1043094025579,16.04864960327632,505.05565979928156,0.9700337804803256,support_gated_cnn_new,saturation_boundary,none,31980,21528,21,21,same_axis_stratum_downstream,405.15024340008836,742.1404608398394,True
75.07755098222336,2.66927255424489,72.40827842797847,75.07755098222336,3.1149862249633107,71.96256475726004,0.9644464621005431,support_gated_cnn_new,two_pulse_score,not_pileup_like,36026,18061,21,21,same_axis_stratum_downstream,58.14610509081641,89.44253458114041,True
1506.6019586011098,60.51663846018631,1446.0853201409234,1506.6019586011098,61.81687260522999,1444.7850859958799,0.9598323644047453,support_gated_cnn_new,two_pulse_score,pileup_like,7930,3467,21,20,same_axis_stratum_downstream,1115.4511339305266,1694.327201486048,True
1030.1172331899843,15.615526128205378,1014.5017070617789,1030.1172331899843,16.04864960327632,1014.068583586708,0.9848410203954666,support_gated_cnn_new,topology,all,43956,21528,21,21,same_axis_stratum_downstream,767.1146309883719,1135.4991448948351,True
