run,method,n,energy_bias_frac,energy_res68_frac,pid_auc
47,cross_talk_residual_fusion_new,5160,-0.05174748283550765,0.14355736443319583,0.9939697875315471
48,coupled_template_gls_traditional,13175,-0.03111510755528696,0.07176141378774024,0.9866391490488196
48,ridge,13175,-0.01771592541165363,0.14159158691351512,0.9742394972263638
48,gradient_boosted_trees,13175,0.0001524053896441805,0.03922918602370191,0.9945168149188877
48,mlp,13175,-0.06423053829712254,0.3731949482812683,0.9773861297529154
48,1d_cnn,13175,0.06458915873317174,0.442842651723457,0.9769501011091255
48,compact_transformer,13175,0.01603511957937133,0.2589511285776326,0.9873701090434632
48,cross_talk_residual_fusion_new,13175,-0.049210199948313445,0.1569043180309632,0.9868347615575205
49,coupled_template_gls_traditional,13921,-0.030810851025254184,0.07114646287201586,0.9871981551846505
49,ridge,13921,-0.01961603323126939,0.14187824210692718,0.9743232712400682
49,gradient_boosted_trees,13921,-0.0008386056309403659,0.0392257817302274,0.9943898999079994
49,mlp,13921,-0.08157245081523268,0.37255784993030633,0.9751151143728944
49,1d_cnn,13921,0.04632313259122474,0.43814493874969174,0.975113856942495
49,compact_transformer,13921,0.010677230307183747,0.2518026193627011,0.9863870044108495
49,cross_talk_residual_fusion_new,13921,-0.04921208482785174,0.1586072390534157,0.9857049227832272
50,coupled_template_gls_traditional,34254,-0.011680543862610046,0.029972625422798847,0.9919761651339429
50,ridge,34254,-0.04058343931372846,0.07110659736637698,0.9816249990811805
50,gradient_boosted_trees,34254,-0.009387054102476214,0.023807483300744458,0.9967013763925221
50,mlp,34254,-0.30612378889832764,0.33736086626592693,0.985565777001411
50,1d_cnn,34254,-0.15943724627105194,0.18963697596301332,0.9823514334908316
50,compact_transformer,34254,-0.08730694433844996,0.1201527482819417,0.991683944188296
50,cross_talk_residual_fusion_new,34254,-0.015041209381863714,0.09116528360231488,0.9902524694751782
51,coupled_template_gls_traditional,14294,-0.013078983294737905,0.032307036575163345,0.9910886238367497
51,ridge,14294,-0.036863362207055585,0.07527420209196137,0.9770690389902641
51,gradient_boosted_trees,14294,-0.00794874685318798,0.024964739137344465,0.9964364798488311
51,mlp,14294,-0.29901233648039716,0.3388026276580674,0.983413624631096
51,1d_cnn,14294,-0.15295656237302213,0.19140991820777384,0.9797888463472209
51,compact_transformer,14294,-0.08163015305542282,0.12332257075294983,0.9895745176447719
51,cross_talk_residual_fusion_new,14294,-0.01758560379908533,0.09670957920478038,0.9891191818791807
52,coupled_template_gls_traditional,6933,-0.01236919009496305,0.03223471977295424,0.9906074466023663
52,ridge,6933,-0.03639141930222541,0.07495970490060407,0.9795379613756549
52,gradient_boosted_trees,6933,-0.008665690218080743,0.02494320607959917,0.9969768187330922
52,mlp,6933,-0.29845177657386146,0.33744022393049977,0.9839001204779156
52,1d_cnn,6933,-0.15212090759395583,0.19052872014393057,0.9829337997322445
52,compact_transformer,6933,-0.08092383308615875,0.12249086865421888,0.9925102995980459
52,cross_talk_residual_fusion_new,6933,-0.015199419075014608,0.09672037258815493,0.9894456952715126
53,coupled_template_gls_traditional,31382,-0.01545203539625781,0.02949830544488084,0.9923166953451873
53,ridge,31382,-0.030625549510500387,0.06451033608957356,0.9748365509921011
53,gradient_boosted_trees,31382,-0.00815588307136526,0.01795135553725801,0.9965908428988682
53,mlp,31382,-0.29868141119890346,0.32971839425747,0.9831354879805563
53,1d_cnn,31382,-0.15385274819701114,0.18241046713878262,0.9843747450586658
53,compact_transformer,31382,-0.0835288309577712,0.11841201675767296,0.9882841200020688
53,cross_talk_residual_fusion_new,31382,-0.038744283831678675,0.09260253451353573,0.9873430550554174
54,coupled_template_gls_traditional,29664,-0.015461166821581454,0.029367383115054147,0.9932704368758615
54,ridge,29664,-0.03052385122158945,0.06364289444780495,0.9757835872281606
54,gradient_boosted_trees,29664,-0.007967983954900507,0.017980397196419164,0.9973788533298412
54,mlp,29664,-0.29856046706998013,0.32907004945858603,0.9858096785998002
54,1d_cnn,29664,-0.15355938882461617,0.18230398648900523,0.9844079398637781
54,compact_transformer,29664,-0.08330889292216717,0.11772197327437199,0.9901565072579045
54,cross_talk_residual_fusion_new,29664,-0.03843650342510299,0.09294452178031344,0.9873834681143736
55,coupled_template_gls_traditional,16836,-0.012722763574011033,0.03176594662321054,0.9882282450233592
55,ridge,16836,-0.03585357330654715,0.07461420416354056,0.9779426777478254
55,gradient_boosted_trees,16836,-0.007956450994381331,0.023692933968882404,0.9963758380364458
55,mlp,16836,-0.2963293366226694,0.3361720828138604,0.9812249179415095
55,1d_cnn,16836,-0.15110029534843195,0.18966596675554176,0.9753951049515978
55,compact_transformer,16836,-0.07963165225842825,0.12221804254194611,0.9881346011955289
55,cross_talk_residual_fusion_new,16836,-0.01774613036051289,0.09770694424152228,0.9885432220287536
56,coupled_template_gls_traditional,38925,-0.010196752944047541,0.03103971261432291,0.9906555539133771
56,ridge,38925,-0.04245772795538206,0.07417286519672729,0.9809539398291378
56,gradient_boosted_trees,38925,-0.008679943425901069,0.024763901869477585,0.9967167774387642
56,mlp,38925,-0.30316186989263777,0.33652156015422235,0.9864760885049242
56,1d_cnn,38925,-0.15733801790214694,0.19012394824360954,0.981146499997247
56,compact_transformer,38925,-0.08593137849107836,0.12138965579605533,0.9914478825540566
56,cross_talk_residual_fusion_new,38925,-0.013131526525863085,0.09310462066073413,0.9893514188751856
57,coupled_template_gls_traditional,12928,-0.03139842788830948,0.07192537408287371,0.9876380695482205
57,ridge,12928,-0.017515870964324158,0.14277004019743586,0.9735599283456059
57,gradient_boosted_trees,12928,-0.0003391201121547685,0.0392706098983581,0.994422798644737
57,mlp,12928,-0.07007671376410021,0.3782988667150703,0.9752156264996171
57,1d_cnn,12928,0.05797198708729266,0.45262885346291726,0.9748525509186743
57,compact_transformer,12928,0.018829353468181112,0.26524719941419683,0.9848495414083315
57,cross_talk_residual_fusion_new,12928,-0.0506073316094247,0.15699717878312508,0.9865842573432779
58,coupled_template_gls_traditional,15919,-0.0363575134820056,0.04653676159864901,0.9963313334692537
58,ridge,15919,0.04612741558587752,0.10785548847755749,0.9737411726922703
58,gradient_boosted_trees,15919,0.0010298931845658338,0.026402522026966538,0.9986214154003817
58,mlp,15919,-0.10186491731609319,0.3337402881337874,0.9760480228995789
58,1d_cnn,15919,0.021834396830574355,0.28227089387949444,0.9849820634700115
58,compact_transformer,15919,0.016881081050983786,0.17509479225953126,0.9899127147512115
58,cross_talk_residual_fusion_new,15919,-0.06480269056256627,0.1173530690572334,0.9897667168549705
59,coupled_template_gls_traditional,13861,-0.04145099354225423,0.1218483203823392,0.9754250505975609
59,ridge,13861,0.00809799582734522,0.2060576053854295,0.945052324432815
59,gradient_boosted_trees,13861,0.0044365488423853,0.07437774038505415,0.9897072110675874
59,mlp,13861,0.06912023454711819,0.5664743680826008,0.9453790741072441
59,1d_cnn,13861,0.23988199152182407,0.7325703371227744,0.9471525479614283
59,compact_transformer,13861,0.189868368376813,0.4726912390869013,0.9739854547220299
59,cross_talk_residual_fusion_new,13861,0.0007088590296655242,0.2932871288869407,0.9776467500774735
60,coupled_template_gls_traditional,10133,-0.052668385841096545,0.10892586932814603,0.9753825165012893
60,ridge,10133,-0.023196606934503258,0.21279705541342508,0.9475309094523956
60,gradient_boosted_trees,10133,-0.006517391965041325,0.07926202333498537,0.9948999327179764
60,mlp,10133,-0.020641787680334093,0.5418750295613203,0.94629881666901
60,1d_cnn,10133,0.12439474213822543,0.6763426283996713,0.9547058621764972
60,compact_transformer,10133,0.13187702909667293,0.430424528298727,0.9826528632476507
60,cross_talk_residual_fusion_new,10133,-0.04933214959240784,0.31877175585394846,0.9773033357971698
61,coupled_template_gls_traditional,11287,-0.051192351785776725,0.10253759609534215,0.9792198608635284
61,ridge,11287,-0.011555282728886888,0.2146369445658067,0.943517527794951
61,gradient_boosted_trees,11287,-0.005911420317543835,0.07566289772425985,0.9939186913069928
61,mlp,11287,-0.009677527518032573,0.5101269929120706,0.9469371029766125
61,1d_cnn,11287,0.13390625943709608,0.6167890778190479,0.9549543817454873
61,compact_transformer,11287,0.15766267150915145,0.4121678920875905,0.9806890263451563
61,cross_talk_residual_fusion_new,11287,-0.0427804977328121,0.28869553553097776,0.9794685688087859
62,coupled_template_gls_traditional,11911,-0.04797823047571244,0.1085891909597369,0.9799561188147501
62,ridge,11911,-0.0017013931079468902,0.20530767045520273,0.944048686861853
62,gradient_boosted_trees,11911,-0.0007053994575998502,0.0689799224070489,0.9931949309406093
62,mlp,11911,0.036930509215125515,0.564856424174037,0.948747308681005
62,1d_cnn,11911,0.1972118893113092,0.7320995148689332,0.9535721034300243
62,compact_transformer,11911,0.17955069454884987,0.4609060717427514,0.9804440501220043
62,cross_talk_residual_fusion_new,11911,-0.014283457155668254,0.29110430406991605,0.979773684888532
63,coupled_template_gls_traditional,14779,-0.039910085868858476,0.09144091942475058,0.9836010718195369
63,ridge,14779,0.028332862108223517,0.1502514817249817,0.965718234592256
63,gradient_boosted_trees,14779,0.0077038610252920916,0.046532785629776384,0.9929261235995327
63,mlp,14779,0.09694336013574044,0.5050243932655797,0.959960639899851
63,1d_cnn,14779,0.25357997222529804,0.6376453795095867,0.9522424788829317
63,compact_transformer,14779,0.1576872347148035,0.40609637660123904,0.977994252467817
63,cross_talk_residual_fusion_new,14779,-0.009106330271881907,0.21171595476830954,0.9840454993128009
65,coupled_template_gls_traditional,11904,-0.04499812353297315,0.10262276770357284,0.9904569401960914
65,ridge,11904,0.04763400095670344,0.139706984116884,0.9642449578983943
65,gradient_boosted_trees,11904,0.012947265405294003,0.04064047389683009,0.9955720190848076
65,mlp,11904,0.2897463812354172,0.7668481127058008,0.9728620717326786
65,1d_cnn,11904,0.4589499509864494,0.9300264267133407,0.9697745040223329
65,compact_transformer,11904,0.27974666944922033,0.56590599470566,0.9827699268434171
65,cross_talk_residual_fusion_new,11904,0.060269106943033376,0.2879186438116091,0.983891790851954
