stave,bin_index,n_bins,shrink_strength,log_amp_center,shared_raw_target_ns,shared_fitted_target_ns,raw_stave_target_ns,shrunk_target_ns,fitted_target_ns,n_train_pulses,heldout_run
B4,1,6,320.0,7.6708948313621175,1.1391527650806097,1.05447385039648,-4.1923989693845485,-2.741232761666373,-2.4049041132020363,837,65
B4,2,6,320.0,7.819435398298609,0.8891527650806239,1.05447385039648,-4.1923989693845485,-2.7658914907694854,-2.4049041132020363,857,65
B4,3,6,320.0,7.928586190130216,1.5532462043039317,1.05447385039648,-4.1923989693845485,-2.565461660925315,-2.4049041132020363,712,65
B4,4,6,320.0,8.04990586966473,1.5532462043039317,1.05447385039648,-4.1923989693845485,-1.693888102822154,-2.4049041132020363,352,65
B4,5,6,320.0,8.335731248861993,1.5532462043039246,1.05447385039648,-3.317398969384538,0.19767465455999902,-2.4049041132020363,78,65
B6,0,6,320.0,7.407924322559599,-0.3608472349193832,1.05447385039648,2.639152765080617,2.151089961713029,2.1736412111954357,719,65
B6,1,6,320.0,7.6708948313621175,1.1391527650806097,1.05447385039648,2.639152765080617,2.1907909147721076,2.1736412111954357,811,65
B6,2,6,320.0,7.819435398298609,0.8891527650806239,1.05447385039648,2.639152765080617,2.177315558615294,2.1736412111954357,778,65
B6,3,6,320.0,7.928586190130216,1.5532462043039317,1.05447385039648,2.639152765080617,2.1652300990068563,2.1652300990068563,750,65
B6,4,6,320.0,8.04990586966473,1.5532462043039317,1.05447385039648,2.639152765080617,2.0812900008353763,2.0812900008353763,589,65
B6,5,6,320.0,8.335731248861993,1.5532462043039246,1.05447385039648,2.6391527650806097,1.4515713770269294,1.4515713770269294,107,65
B8,0,6,320.0,7.407924322559599,-0.3608472349193832,1.05447385039648,1.5532462043039317,1.2682334306425307,1.3844688127807876,240,65
B8,1,6,320.0,7.6708948313621175,1.1391527650806097,1.05447385039648,1.5532462043039317,1.2625227921902986,1.3844688127807876,229,65
B8,2,6,320.0,7.819435398298609,0.8891527650806239,1.05447385039648,1.5532462043039317,1.2697521487970318,1.3844688127807876,243,65
B8,3,6,320.0,7.928586190130216,1.5532462043039317,1.05447385039648,1.5532462043039317,1.3360936148476261,1.3844688127807876,415,65
B8,4,6,320.0,8.04990586966473,1.5532462043039317,1.05447385039648,1.5532462043039317,1.4261704453466193,1.3844688127807876,936,65
B8,5,6,320.0,8.335731248861993,1.5532462043039246,1.05447385039648,1.5532462043039246,1.4738791464966732,1.3844688127807876,1691,65
