heldout_run,method,family,average_precision,roc_auc,brier,keep_fraction,sigma68_delta_vs_no_cut_ns,n_pair_residuals,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,core_sigma_ns,chi2_ndf
59,mlp,nn,0.4179776301440554,0.8948439118212754,0.011427819719856952,0.908256880733945,-0.18833662747374547,2079,1.2423192689627953,1.3116633725262545,1.663453830273778,0.005291005291005291,1.2417647376619836,35.43424312356406
59,1d_cnn,nn,0.5431227165361011,0.9377743255905706,0.07390119617006939,0.8960244648318043,-0.18833662747374547,2051,1.3613117928730887,1.3116633725262545,1.5902699832345608,0.0039005363237445147,1.2019118162993594,34.69232513127989
59,q_token_attention,new_architecture,0.4827424137127636,0.8914287123341718,0.06786994429905008,0.8925294888597641,-0.18833662747374547,2043,1.2423192689627953,1.3116633725262545,1.7371911467130974,0.006363191385217817,1.239204108456271,35.22490156104891
59,no_cut,reference,,,,1.0,0.0,2289,1.1189925239103076,1.5,2.593825489249465,0.015727391874180863,1.1965835193810963,38.50234007877262
60,traditional_q_threshold,traditional,0.08700069868861601,0.8591840561168218,0.014639563464401558,0.884075907590759,0.01934824990913131,2143,1.1639289881627803,1.25,1.6127607920279865,0.0032664489034064394,1.7761686919768758,33.32770729315578
60,ridge,ml,0.5990491041391605,0.9556072704813166,0.16734061806090175,0.8696369636963697,-1.1102230246251565e-15,2108,1.5347345089585112,1.2306517500908676,1.4837849718480323,0.003320683111954459,1.1015889467653717,38.33108227130148
60,gradient_boosted_trees,ml,0.71738278360283,0.9400339700886751,0.025249872564870157,0.9525577557755776,-1.1102230246251565e-15,2309,1.3665544761438113,1.2306517500908676,1.5044428350943353,0.0034647033347769596,1.2220725408977102,34.30551607964294
60,mlp,nn,0.6730455252802848,0.9481073807738122,0.007615566945501856,0.9051155115511551,-1.1102230246251565e-15,2194,1.3665544761438113,1.2306517500908676,1.474941642797018,0.0027347310847766638,1.1403034489501973,39.54041634305728
60,1d_cnn,nn,0.6229071034215555,0.9535448008117529,0.07352266104702561,0.9014026402640264,-1.1102230246251565e-15,2185,1.3665544761438113,1.2306517500908676,1.4571533093979867,0.002745995423340961,1.166387565177928,37.26250508708526
60,q_token_attention,new_architecture,0.7020638036235499,0.9579013543918472,0.05539175068146173,0.9067656765676567,-1.1102230246251565e-15,2198,1.3665544761438113,1.2306517500908676,1.4598973991617707,0.00272975432211101,1.3581665455282106,43.69198457071889
60,no_cut,reference,,,,1.0,0.0,2424,1.3665544761438113,1.2306517500908687,2.421440219611732,0.015676567656765675,1.234111922770928,35.75580014987705
61,traditional_q_threshold,traditional,0.09233248970416498,0.6984938174164694,0.0286424611678545,0.8985351911396927,0.09927035616757518,2515,1.9256597686321726,2.201026869708719,2.4735230570602225,0.022266401590457258,1.3270717029829582,46.36068011774877
61,ridge,ml,0.22395004861437287,0.7892002104709286,0.1672280421320614,0.8795998570918185,0.0052869382174289825,2462,1.9256597686321797,2.1070434517585728,2.2013126891655417,0.017059301380991064,1.3852431786157366,48.650094831879755
61,gradient_boosted_trees,ml,0.4165235357440005,0.8453170218363588,0.03629734523017881,0.9406931046802429,-3.552713678800501e-15,2633,1.9256597686321726,2.1017565135411402,2.2035452638471806,0.01633118116217243,1.3271813270701793,50.51878515847234
61,mlp,nn,0.40159728803748773,0.8578356572831712,0.022412827828122973,0.8853161843515541,0.0,2478,1.9256597686321797,2.101756513541144,2.1783828601352564,0.014527845036319613,1.325020877529874,48.5583997243825
61,1d_cnn,nn,0.2891444316004231,0.8495264404104184,0.07649070562568615,0.8831725616291533,0.0,2472,1.9256597686321797,2.101756513541144,2.123212015127372,0.012135922330097087,1.3434521075782024,47.41679804526601
61,q_token_attention,new_architecture,0.27483318226234066,0.7960492852758045,0.05157632923387159,0.9078242229367631,-3.552713678800501e-15,2541,1.9256597686321726,2.1017565135411402,2.3862395737759194,0.015741833923652106,1.3480228982135596,48.450442720357316
61,no_cut,reference,,,,1.0,0.0,2799,1.9256597686321726,2.101756513541144,3.0764335841402897,0.031082529474812434,1.3164013167934319,52.498966237578514
62,traditional_q_threshold,traditional,0.07914664515124802,0.78918692372171,0.013813577687572881,0.8975629904997935,0.17596521087357075,2173,1.171960355753484,1.6133952378442658,1.7284703848516403,0.006442705936493327,1.4269839859820421,27.277000450975628
62,ridge,ml,0.4626743958435918,0.9450125733445096,0.16326313867389627,0.919454770755886,-0.08639035352652868,2226,1.4014511932106046,1.3510396734441663,1.6508299496501786,0.004043126684636119,1.7662633831816703,35.87878952272714
62,gradient_boosted_trees,ml,0.7002317053575642,0.9635133516944078,0.026098949418256953,0.9648905410987195,0.0,2336,1.3268202435906673,1.437430026970695,1.7822257101770431,0.004280821917808219,1.721375148784553,36.96720201432973
62,mlp,nn,0.6494262141875139,0.9559094719195307,0.007971916954689158,0.9144981412639405,-0.11184437642400269,2214,1.4014511932106046,1.3255856505466923,1.610510232936486,0.0031616982836495033,1.7774413171626013,36.35969987935991
62,1d_cnn,nn,0.491675528088984,0.9592743384025866,0.06419740541255163,0.9206939281288724,-0.11184437642400269,2229,1.4014511932106046,1.3255856505466923,1.6021388680022708,0.0026917900403768506,1.5694750169873675,35.71756802329399
62,q_token_attention,new_architecture,0.4994097398164192,0.9144174350377201,0.060534211732399555,0.9049979347377117,-0.11184437642400269,2191,1.4014511932106046,1.3255856505466923,2.094694990385397,0.005476951163852123,1.6542669320203183,36.551380683275006
62,no_cut,reference,,,,1.0,0.0,2421,1.2763112471519946,1.437430026970695,2.647622489990569,0.014456836018174308,1.4222525399716295,23.357418382589227
63,traditional_q_threshold,traditional,0.06731393755390513,0.7888084476620936,0.019730252005309937,0.8594594594594595,0.12143006704418435,954,1.1337754849006316,1.554542324593872,2.0065508959098293,0.009433962264150943,1.3822531979012942,13.237159046530449
63,ridge,ml,0.3874669669079299,0.9003639854405824,0.16139823150172852,0.8900900900900901,-0.11875391264067048,988,1.3962676596192765,1.3143583449090173,1.611264139565519,0.00708502024291498,1.3059028881921224,16.477521312132644
63,gradient_boosted_trees,ml,0.5778877564102777,0.9468821247150114,0.04667459557846313,0.872072072072072,-0.11875391264067758,968,1.3962676596192836,1.3143583449090102,1.508909620493965,0.004132231404958678,1.0162846618038972,17.205521747229454
63,mlp,nn,0.6349936252917098,0.9470821167153314,0.011539954296672246,0.881981981981982,-0.11875391264067758,979,1.3962676596192907,1.3143583449090102,1.5311870819459603,0.0040858018386108275,1.0802739732635886,17.531281146711123
63,1d_cnn,nn,0.5418642676480157,0.9554817807287709,0.0898084341756579,0.863063063063063,-0.11875391264067758,958,1.3962676596192907,1.3143583449090102,1.5025488241225498,0.0041753653444676405,1.2380737929666814,17.140786850848627
63,q_token_attention,new_architecture,0.5124910392086419,0.9434822607095716,0.07037635397687797,0.8729729729729729,-0.11875391264067403,969,1.3962676596192836,1.3143583449090137,1.560438578162241,0.0041279669762641896,1.242346518838526,16.631343423383626
63,no_cut,reference,,,,1.0,0.0,1110,1.2641346219147778,1.4331122575496877,2.6874603288207513,0.01981981981981982,1.1259861361408872,16.926087135250295
65,traditional_q_threshold,traditional,0.006134969325153374,0.17766497461928932,0.005692693981110741,0.9141414141414141,-0.055661106032244057,181,0.9152150578961624,1.5139152765080643,1.7913346507855548,0.0055248618784530384,0.9516681903831148,3.4991869298001665
65,ridge,ml,0.008928571428571428,0.4365482233502538,0.17030390526093134,0.8888888888888888,-0.13859195574419303,176,1.2771839114883932,1.4309844267961154,1.757286919540095,0.005681818181818182,1.1896747192996329,3.533443464486458
65,gradient_boosted_trees,ml,0.008403361344537815,0.4010152284263959,0.06015169681934314,0.8484848484848485,-0.13859195574419303,168,1.4597180303800918,1.4309844267961154,1.768458400026136,0.005952380952380952,1.2796899198935285,3.108117526873864
65,mlp,nn,0.011363636363636364,0.5583756345177665,0.005207248692681256,0.9494949494949495,-0.0695763825403084,188,1.4087728446236945,1.5,1.7978650452307743,0.005319148936170213,1.6287421594686675,3.1654584447072684
65,1d_cnn,nn,0.02,0.751269035532995,0.06930885823638061,0.9292929292929293,-0.08574068875613272,184,1.4597180303800918,1.4838356937841757,1.7883003328149107,0.005434782608695652,1.665318263606771,3.097837608995942
65,q_token_attention,new_architecture,0.011904761904761904,0.5786802030456852,0.05955681318954072,0.9141414141414141,0.0,181,1.2771839114884003,1.5695763825403084,1.8409247173595868,0.0055248618784530384,2.060780262014658,3.378894560924629
65,no_cut,reference,,,,1.0,0.0,198,1.033639921548108,1.5695763825403084,1.8339596467841857,0.005050505050505051,0.3255734951254732,3.141283892209591
