file,entries,branches,tag_like_branches,has_tag_like_branch
hrdb_run_0030-sorted.root,5265,hrdEvtNo;hrd;hrd/hrd.channel;hrd/hrd.timestamp;hrd/hrd.sample;hrd/hrd.pole0;hrd/hrd.trap;hrd/hrd.baseline;hrdSum;hrdSum2;hrdMax;hrdMaxTS;hrdTrSum;hrdTrSum2;hrdTrMax,,False
hrdb_run_0031-sorted.root,39990,hrdEvtNo;hrd;hrd/hrd.channel;hrd/hrd.timestamp;hrd/hrd.sample;hrd/hrd.pole0;hrd/hrd.trap;hrd/hrd.baseline;hrdSum;hrdSum2;hrdMax;hrdMaxTS;hrdTrSum;hrdTrSum2;hrdTrMax,,False
hrdb_run_0032-sorted.root,41921,hrdEvtNo;hrd;hrd/hrd.channel;hrd/hrd.timestamp;hrd/hrd.sample;hrd/hrd.pole0;hrd/hrd.trap;hrd/hrd.baseline;hrdSum;hrdSum2;hrdMax;hrdMaxTS;hrdTrSum;hrdTrSum2;hrdTrMax,,False
hrdb_run_0033-sorted.root,57173,hrdEvtNo;hrd;hrd/hrd.channel;hrd/hrd.timestamp;hrd/hrd.sample;hrd/hrd.pole0;hrd/hrd.trap;hrd/hrd.baseline;hrdSum;hrdSum2;hrdMax;hrdMaxTS;hrdTrSum;hrdTrSum2;hrdTrMax,,False
hrdb_run_0034-sorted.root,39765,hrdEvtNo;hrd;hrd/hrd.channel;hrd/hrd.timestamp;hrd/hrd.sample;hrd/hrd.pole0;hrd/hrd.trap;hrd/hrd.baseline;hrdSum;hrdSum2;hrdMax;hrdMaxTS;hrdTrSum;hrdTrSum2;hrdTrMax,,False
hrdb_run_0035-sorted.root,27786,hrdEvtNo;hrd;hrd/hrd.channel;hrd/hrd.timestamp;hrd/hrd.sample;hrd/hrd.pole0;hrd/hrd.trap;hrd/hrd.baseline;hrdSum;hrdSum2;hrdMax;hrdMaxTS;hrdTrSum;hrdTrSum2;hrdTrMax,,False
hrdb_run_0036-sorted.root,21764,hrdEvtNo;hrd;hrd/hrd.channel;hrd/hrd.timestamp;hrd/hrd.sample;hrd/hrd.pole0;hrd/hrd.trap;hrd/hrd.baseline;hrdSum;hrdSum2;hrdMax;hrdMaxTS;hrdTrSum;hrdTrSum2;hrdTrMax,,False
hrdb_run_0037-sorted.root,50513,hrdEvtNo;hrd;hrd/hrd.channel;hrd/hrd.timestamp;hrd/hrd.sample;hrd/hrd.pole0;hrd/hrd.trap;hrd/hrd.baseline;hrdSum;hrdSum2;hrdMax;hrdMaxTS;hrdTrSum;hrdTrSum2;hrdTrMax,,False
hrdb_run_0039-sorted.root,30321,hrdEvtNo;hrd;hrd/hrd.channel;hrd/hrd.timestamp;hrd/hrd.sample;hrd/hrd.pole0;hrd/hrd.trap;hrd/hrd.baseline;hrdSum;hrdSum2;hrdMax;hrdMaxTS;hrdTrSum;hrdTrSum2;hrdTrMax,,False
hrdb_run_0040-sorted.root,32613,hrdEvtNo;hrd;hrd/hrd.channel;hrd/hrd.timestamp;hrd/hrd.sample;hrd/hrd.pole0;hrd/hrd.trap;hrd/hrd.baseline;hrdSum;hrdSum2;hrdMax;hrdMaxTS;hrdTrSum;hrdTrSum2;hrdTrMax,,False
hrdb_run_0041-sorted.root,33997,hrdEvtNo;hrd;hrd/hrd.channel;hrd/hrd.timestamp;hrd/hrd.sample;hrd/hrd.pole0;hrd/hrd.trap;hrd/hrd.baseline;hrdSum;hrdSum2;hrdMax;hrdMaxTS;hrdTrSum;hrdTrSum2;hrdTrMax,,False
hrdb_run_0042-sorted.root,33972,hrdEvtNo;hrd;hrd/hrd.channel;hrd/hrd.timestamp;hrd/hrd.sample;hrd/hrd.pole0;hrd/hrd.trap;hrd/hrd.baseline;hrdSum;hrdSum2;hrdMax;hrdMaxTS;hrdTrSum;hrdTrSum2;hrdTrMax,,False
hrdb_run_0043-sorted.root,13,hrdEvtNo;hrd;hrd/hrd.channel;hrd/hrd.timestamp;hrd/hrd.sample;hrd/hrd.pole0;hrd/hrd.trap;hrd/hrd.baseline;hrdSum;hrdSum2;hrdMax;hrdMaxTS;hrdTrSum;hrdTrSum2;hrdTrMax,,False
hrdb_run_0044-sorted.root,4294,hrdEvtNo;hrd;hrd/hrd.channel;hrd/hrd.timestamp;hrd/hrd.sample;hrd/hrd.pole0;hrd/hrd.trap;hrd/hrd.baseline;hrdSum;hrdSum2;hrdMax;hrdMaxTS;hrdTrSum;hrdTrSum2;hrdTrMax,,False
hrdb_run_0045-sorted.root,48181,hrdEvtNo;hrd;hrd/hrd.channel;hrd/hrd.timestamp;hrd/hrd.sample;hrd/hrd.pole0;hrd/hrd.trap;hrd/hrd.baseline;hrdSum;hrdSum2;hrdMax;hrdMaxTS;hrdTrSum;hrdTrSum2;hrdTrMax,,False
hrdb_run_0046-sorted.root,1441,hrdEvtNo;hrd;hrd/hrd.channel;hrd/hrd.timestamp;hrd/hrd.sample;hrd/hrd.pole0;hrd/hrd.trap;hrd/hrd.baseline;hrdSum;hrdSum2;hrdMax;hrdMaxTS;hrdTrSum;hrdTrSum2;hrdTrMax,,False
hrdb_run_0047-sorted.root,10970,hrdEvtNo;hrd;hrd/hrd.channel;hrd/hrd.timestamp;hrd/hrd.sample;hrd/hrd.pole0;hrd/hrd.trap;hrd/hrd.baseline;hrdSum;hrdSum2;hrdMax;hrdMaxTS;hrdTrSum;hrdTrSum2;hrdTrMax,,False
hrdb_run_0048-sorted.root,31713,hrdEvtNo;hrd;hrd/hrd.channel;hrd/hrd.timestamp;hrd/hrd.sample;hrd/hrd.pole0;hrd/hrd.trap;hrd/hrd.baseline;hrdSum;hrdSum2;hrdMax;hrdMaxTS;hrdTrSum;hrdTrSum2;hrdTrMax,,False
hrdb_run_0049-sorted.root,32354,hrdEvtNo;hrd;hrd/hrd.channel;hrd/hrd.timestamp;hrd/hrd.sample;hrd/hrd.pole0;hrd/hrd.trap;hrd/hrd.baseline;hrdSum;hrdSum2;hrdMax;hrdMaxTS;hrdTrSum;hrdTrSum2;hrdTrMax,,False
hrdb_run_0050-sorted.root,44804,hrdEvtNo;hrd;hrd/hrd.channel;hrd/hrd.timestamp;hrd/hrd.sample;hrd/hrd.pole0;hrd/hrd.trap;hrd/hrd.baseline;hrdSum;hrdSum2;hrdMax;hrdMaxTS;hrdTrSum;hrdTrSum2;hrdTrMax,,False
hrdb_run_0051-sorted.root,20569,hrdEvtNo;hrd;hrd/hrd.channel;hrd/hrd.timestamp;hrd/hrd.sample;hrd/hrd.pole0;hrd/hrd.trap;hrd/hrd.baseline;hrdSum;hrdSum2;hrdMax;hrdMaxTS;hrdTrSum;hrdTrSum2;hrdTrMax,,False
hrdb_run_0052-sorted.root,10005,hrdEvtNo;hrd;hrd/hrd.channel;hrd/hrd.timestamp;hrd/hrd.sample;hrd/hrd.pole0;hrd/hrd.trap;hrd/hrd.baseline;hrdSum;hrdSum2;hrdMax;hrdMaxTS;hrdTrSum;hrdTrSum2;hrdTrMax,,False
hrdb_run_0053-sorted.root,39612,hrdEvtNo;hrd;hrd/hrd.channel;hrd/hrd.timestamp;hrd/hrd.sample;hrd/hrd.pole0;hrd/hrd.trap;hrd/hrd.baseline;hrdSum;hrdSum2;hrdMax;hrdMaxTS;hrdTrSum;hrdTrSum2;hrdTrMax,,False
hrdb_run_0054-sorted.root,37413,hrdEvtNo;hrd;hrd/hrd.channel;hrd/hrd.timestamp;hrd/hrd.sample;hrd/hrd.pole0;hrd/hrd.trap;hrd/hrd.baseline;hrdSum;hrdSum2;hrdMax;hrdMaxTS;hrdTrSum;hrdTrSum2;hrdTrMax,,False
hrdb_run_0055-sorted.root,24416,hrdEvtNo;hrd;hrd/hrd.channel;hrd/hrd.timestamp;hrd/hrd.sample;hrd/hrd.pole0;hrd/hrd.trap;hrd/hrd.baseline;hrdSum;hrdSum2;hrdMax;hrdMaxTS;hrdTrSum;hrdTrSum2;hrdTrMax,,False
hrdb_run_0056-sorted.root,51823,hrdEvtNo;hrd;hrd/hrd.channel;hrd/hrd.timestamp;hrd/hrd.sample;hrd/hrd.pole0;hrd/hrd.trap;hrd/hrd.baseline;hrdSum;hrdSum2;hrdMax;hrdMaxTS;hrdTrSum;hrdTrSum2;hrdTrMax,,False
hrdb_run_0057-sorted.root,31284,hrdEvtNo;hrd;hrd/hrd.channel;hrd/hrd.timestamp;hrd/hrd.sample;hrd/hrd.pole0;hrd/hrd.trap;hrd/hrd.baseline;hrdSum;hrdSum2;hrdMax;hrdMaxTS;hrdTrSum;hrdTrSum2;hrdTrMax,,False
hrdb_run_0058-sorted.root,34141,hrdEvtNo;hrd;hrd/hrd.channel;hrd/hrd.timestamp;hrd/hrd.sample;hrd/hrd.pole0;hrd/hrd.trap;hrd/hrd.baseline;hrdSum;hrdSum2;hrdMax;hrdMaxTS;hrdTrSum;hrdTrSum2;hrdTrMax,,False
hrdb_run_0059-sorted.root,42303,hrdEvtNo;hrd;hrd/hrd.channel;hrd/hrd.timestamp;hrd/hrd.sample;hrd/hrd.pole0;hrd/hrd.trap;hrd/hrd.baseline;hrdSum;hrdSum2;hrdMax;hrdMaxTS;hrdTrSum;hrdTrSum2;hrdTrMax,,False
hrdb_run_0060-sorted.root,36074,hrdEvtNo;hrd;hrd/hrd.channel;hrd/hrd.timestamp;hrd/hrd.sample;hrd/hrd.pole0;hrd/hrd.trap;hrd/hrd.baseline;hrdSum;hrdSum2;hrdMax;hrdMaxTS;hrdTrSum;hrdTrSum2;hrdTrMax,,False
hrdb_run_0061-sorted.root,36535,hrdEvtNo;hrd;hrd/hrd.channel;hrd/hrd.timestamp;hrd/hrd.sample;hrd/hrd.pole0;hrd/hrd.trap;hrd/hrd.baseline;hrdSum;hrdSum2;hrdMax;hrdMaxTS;hrdTrSum;hrdTrSum2;hrdTrMax,,False
hrdb_run_0062-sorted.root,37584,hrdEvtNo;hrd;hrd/hrd.channel;hrd/hrd.timestamp;hrd/hrd.sample;hrd/hrd.pole0;hrd/hrd.trap;hrd/hrd.baseline;hrdSum;hrdSum2;hrdMax;hrdMaxTS;hrdTrSum;hrdTrSum2;hrdTrMax,,False
hrdb_run_0063-sorted.root,37030,hrdEvtNo;hrd;hrd/hrd.channel;hrd/hrd.timestamp;hrd/hrd.sample;hrd/hrd.pole0;hrd/hrd.trap;hrd/hrd.baseline;hrdSum;hrdSum2;hrdMax;hrdMaxTS;hrdTrSum;hrdTrSum2;hrdTrMax,,False
hrdb_run_0064-sorted.root,35943,hrdEvtNo;hrd;hrd/hrd.channel;hrd/hrd.timestamp;hrd/hrd.sample;hrd/hrd.pole0;hrd/hrd.trap;hrd/hrd.baseline;hrdSum;hrdSum2;hrdMax;hrdMaxTS;hrdTrSum;hrdTrSum2;hrdTrMax,,False
hrdb_run_0065-sorted.root,38424,hrdEvtNo;hrd;hrd/hrd.channel;hrd/hrd.timestamp;hrd/hrd.sample;hrd/hrd.pole0;hrd/hrd.trap;hrd/hrd.baseline;hrdSum;hrdSum2;hrdMax;hrdMaxTS;hrdTrSum;hrdTrSum2;hrdTrMax,,False
