method,spacing_cm,split,n_pair_residuals,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,core_sigma_ns,chi2_ndf,heldout_run
template_phase,2.0,heldout,219,-3.8403955260725553,2.6117236537071946,3.5488343754655975,0.0776255707762557,0.10581349816214816,3.4116876255070268,58
of_1_9,2.0,train,11871,-3.2554301671802293,3.40056200316642,3.8109807899541304,0.15601044562378907,163.77086395353044,15.133320505506552,58
of_1_9,2.0,heldout,219,-2.67650923722163,3.74716563206557,3.8338259497232285,0.2191780821917808,196.51623859779446,1.741625021008205,58
of_2_10,2.0,train,11871,-3.3938243646193413,3.4322322487483974,3.8525844670217113,0.16266531884424226,88.49731321474506,14.09921509475224,58
of_2_10,2.0,heldout,219,-2.7604531070705747,4.101447197669389,4.098591521772796,0.2328767123287671,0.5863725045856875,1.6037013843526315,58
of_3_11,2.0,train,11871,-3.58305260849351,3.417667680596994,3.861469163959701,0.1603908685030747,7.488130992442023,15.514200744263746,58
of_3_11,2.0,heldout,219,-3.3958522799737665,3.752435764846111,4.050647349896462,0.1689497716894977,1.151103518899821,1.298537094555469,58
of_4_12,2.0,train,11871,-3.61206371078827,3.3483056063206664,3.9981420298831862,0.162749557745767,122.01262639617802,12.115820015843859,58
of_4_12,2.0,heldout,219,-3.305201516471257,3.1968379729115033,4.247103605463778,0.1552511415525114,4.019236835263752,1.571867358672699,58
le500,2.0,train,9801,-1.3642581020913411,4.123343036677522,6.890628231180542,0.21089684726048363,217.66227787500367,1.5103766814906405,59
le500,2.0,heldout,2289,-1.2976968803733726,4.421646861182247,6.885219094216158,0.23809523809523808,204.83077655582528,0.7389646865981887,59
cfd10,2.0,train,9801,-2.7111349669948375,3.1988717643904687,6.761532759719761,0.04448525660646873,292.2129666474463,18.499330919259346,59
cfd10,2.0,heldout,2289,-2.7999330183968993,3.3194022537290495,6.679111642333952,0.048055919615552646,221.7735736546127,5.10269585500395,59
cfd20,2.0,train,9801,-2.777345822405394,3.1441030047805363,6.288909812477919,0.05611672278338945,274.0279703962454,13.812723098687128,59
cfd20,2.0,heldout,2289,-3.037298141121923,3.1903942554003875,5.795444490088401,0.07077326343381389,273.53146208229157,5.9841453726004925,59
cfd30,2.0,train,9801,-2.682208257986744,3.23053955654515,6.39616323050332,0.0881542699724518,367.02591266887026,13.782121306405847,59
cfd30,2.0,heldout,2289,-2.885697461898566,3.2901011589583096,5.784476638313081,0.1000436871996505,278.81138432656616,5.2987719114725245,59
cfd40,2.0,train,9801,-2.430017282195905,3.3740284766041455,6.418044784426037,0.11274359759208244,214.2377832719526,9.763306928060585,59
cfd40,2.0,heldout,2289,-2.7572700495254807,3.4761891541563767,5.985010920877463,0.12538226299694188,227.1553113124355,3.550473793600686,59
cfd50,2.0,train,9801,-2.0959074165896077,3.5598904475852073,6.811323009229456,0.1427405366799306,198.9822581736793,6.052254873422604,59
cfd50,2.0,heldout,2289,-2.4530877111147973,3.709660513235132,7.143729783930568,0.1511577107907383,1.3082159000971068,2.697500205344446,59
template_phase,2.0,train,9801,-3.7848026058169424,2.743412702231648,3.28544793437993,0.0757065605550454,1.2055886637047215,134.98224523024112,59
template_phase,2.0,heldout,2289,-3.7848026058169495,2.993412702231648,3.333129780507695,0.07033639143730887,1.0441586187815008,31.43792399586976,59
of_1_9,2.0,train,9801,-3.1563846256616443,3.410108210198537,3.8078439684917402,0.15845321905927967,90.90093774902478,11.301577524654233,59
of_1_9,2.0,heldout,2289,-3.4111008991008944,3.456296971891355,3.8530968765671756,0.1564001747487986,200.42581981120924,6.174258727187455,59
of_2_10,2.0,train,9801,-3.306115335275912,3.448753390586152,3.858006440777192,0.1652892561983471,7.694628982086705,11.159814060307253,59
of_2_10,2.0,heldout,2289,-3.6007235980020127,3.469806879745497,3.8745594060152735,0.16470074268239407,1.0778095643117094,5.740922897617712,59
of_3_11,2.0,train,9801,-3.5194243000859657,3.4435395899446206,3.8730927193040063,0.16079991837567595,1.490545398522374,12.656991541290248,59
of_3_11,2.0,heldout,2289,-3.7503630080191286,3.4194948431303764,3.8372623599838467,0.16339012669287897,1.2209747134150843,5.103412222663591,59
of_4_12,2.0,train,9801,-3.5304836473304775,3.35149277811761,4.029284368791508,0.16324864809713294,123.75885032072081,9.123854583687237,59
of_4_12,2.0,heldout,2289,-3.8861257093591917,3.362455536222757,3.8952077819405946,0.16339012669287897,164.11001423087566,6.1484881942088,59
le500,2.0,train,9666,-1.251048823801323,4.2363282443480585,6.603591061026599,0.2201531140078626,214.7261131566462,1.0785596486907048,60
le500,2.0,heldout,2424,-1.752144972076458,3.983702456246327,7.9065441157033645,0.19884488448844884,208.70361570446178,1.1228800684844102,60
cfd10,2.0,train,9666,-2.69331491625055,3.221836762833855,6.543753985314883,0.04603765776950135,268.82511475943636,18.394973462335837,60
cfd10,2.0,heldout,2424,-2.8467103131570575,3.2085017307935164,7.495046830248049,0.04372937293729373,287.4678521464896,5.789632774698061,60
cfd20,2.0,train,9666,-2.8235970819196368,3.148182203038694,5.900806463749436,0.05814194082350507,318.16937722048306,15.339376437990243,60
cfd20,2.0,heldout,2424,-2.8184186273716314,3.138618995026782,7.2620101671075705,0.0594059405940594,304.07450481318807,4.948351630043332,60
cfd30,2.0,train,9666,-2.7066745534544854,3.234561724791003,5.987883772360201,0.08835092075315538,262.14935401955404,14.45883400594123,60
cfd30,2.0,heldout,2424,-2.783180425804723,3.2877541313475347,7.346525599999202,0.09570957095709572,280.50129998719297,4.674486946598311,60
cfd40,2.0,train,9666,-2.4668425625792807,3.3853698500851963,6.025215136141062,0.11214566521829092,219.61374497178264,10.134350886128072,60
cfd40,2.0,heldout,2424,-2.5408963229593837,3.4424995774391984,7.450630765263077,0.12334983498349834,200.30484481274667,3.570651349280473,60
cfd50,2.0,train,9666,-2.0976291283542245,3.5752881571846937,6.643690238780643,0.1389406165942479,155.68725037491973,6.660906156695115,60
cfd50,2.0,heldout,2424,-2.304352394268168,3.604317660973906,7.7198444874179595,0.1613036303630363,1.4651658658934192,2.555363053698972,60
template_phase,2.0,train,9666,-3.311914087942924,2.6559570439714584,3.25610889732392,0.06341816677012208,1.214544599693815,208.48809562142935,60
template_phase,2.0,heldout,2424,-3.742123815907128,2.6559570439714584,3.273373038149944,0.09570957095709572,1.2266114041913756,58.121837723054654,60
of_1_9,2.0,train,9666,-2.9956241397957832,3.342861808749546,3.774354423940915,0.1494930684874819,86.4227787728728,10.173439540585653,60
of_1_9,2.0,heldout,2424,-3.393579172564518,3.4006764510268876,3.906590968828545,0.1778052805280528,10.814778407116162,3.5591477462584544,60
of_2_10,2.0,train,9666,-3.148843023953667,3.38093503148925,3.819485478059778,0.15652803641630458,6.738958641433764,10.345113973018321,60
of_2_10,2.0,heldout,2424,-3.524640120997905,3.4510434633831806,3.922326721625875,0.1848184818481848,5.406851432489498,3.19963573087575,60
of_3_11,2.0,train,9666,-3.347571417671162,3.321877864952322,3.843824655588451,0.1478377819159942,9.969649037178922,11.41873434429317,60
of_3_11,2.0,heldout,2424,-3.6747841091393774,3.5128075191866976,3.9200040723440415,0.16996699669966997,1.2189581411782844,2.8991453082775216,60
of_4_12,2.0,train,9666,-3.368295679726362,3.277818554186794,3.993609537239976,0.154355472791227,123.99185750329328,7.6984716908396456,60
of_4_12,2.0,heldout,2424,-3.6576489146991236,3.5161427388227207,4.081401276962132,0.18811881188118812,5.313100580907258,3.369669047116646,60
le500,2.0,train,9291,-1.5048329281582724,4.301142726983637,6.8852442010789385,0.22807017543859648,253.4914528177761,1.0143796464807766,61
le500,2.0,heldout,2799,-1.0015033271560299,3.750141281051537,6.899220858130814,0.16863165416220077,225.12879175335092,1.4688045970529275,61
cfd10,2.0,train,9291,-2.8195406833895156,3.262672322005317,6.7005513968699635,0.04585082337746206,288.2011143089676,18.32229940333623,61
cfd10,2.0,heldout,2799,-2.4411486120889947,3.0683003496926986,6.894338554395546,0.041443372633083245,284.83416828984224,6.014619584522845,61
cfd20,2.0,train,9291,-2.9607715236476935,3.2101415896231797,6.071820287596956,0.06683887633193412,300.44116818666623,18.8821090519329,61
cfd20,2.0,heldout,2799,-2.4509304544313295,2.9140833320178547,6.59865538327557,0.04858878170775277,221.27481865690828,3.5477527537742177,61
cfd30,2.0,train,9291,-2.8801236258785323,3.3091815717879918,6.229436077146566,0.09826714024324615,309.91229254214386,17.519495978096458,61
cfd30,2.0,heldout,2799,-2.289964445912908,3.0050369787378557,6.45912111840082,0.06823865666309396,222.16742225485945,3.3089928398545894,61
cfd40,2.0,train,9291,-2.6489290389557425,3.4581716847758575,6.320819700738136,0.12334517274782048,259.8170137036636,12.134062663643242,61
cfd40,2.0,heldout,2799,-1.9754947996279029,3.1386247745618814,6.3804191778651465,0.09396212933190425,229.1585275650671,2.5722014092374734,61
cfd50,2.0,train,9291,-2.3494945852695395,3.6586627387017225,6.964318578543143,0.1511139812721989,1.4568493928350097,7.0485035915421905,61
cfd50,2.0,heldout,2799,-1.6418683241891827,3.299647906643221,6.55035565826186,0.1157556270096463,193.7539193736445,2.1445458618463786,61
template_phase,2.0,train,9291,-3.8875360995215615,2.814041406176429,3.275248703701943,0.09363900548918308,1.3891597874119654,108.56268403807479,61
template_phase,2.0,heldout,2799,-2.628082812352858,2.68431476259207,3.215256302542981,0.04465880671668453,1.3865628810969615,36.43358519234707,61
of_1_9,2.0,train,9291,-3.387003021618156,3.4167231794725916,3.810550466804734,0.1608007749434937,154.64950766159748,13.859383854580747,61
of_1_9,2.0,heldout,2799,-2.8648802404982945,3.231858596275862,3.7960228170312336,0.1471954269381922,4.0454702415810315,2.919462597252443,61
of_2_10,2.0,train,9291,-3.489662188867584,3.450540402718967,3.8538805149222535,0.16607469594230975,95.70558314175899,12.675014955032246,61
of_2_10,2.0,heldout,2799,-2.893752294372554,3.3397386679223673,3.87499735526136,0.15434083601286175,3.659248294741762,2.3469747305450523,61
of_3_11,2.0,train,9291,-3.7283029840998623,3.4435687922417677,3.847741984461392,0.16521364761597246,1.302756438060289,14.086002374805897,61
of_3_11,2.0,heldout,2799,-3.012300687740513,3.271804119756088,3.9282592623222006,0.14255091103965703,4.016949694745464,2.99406815476782,61
of_4_12,2.0,train,9291,-3.7349808241400098,3.38926141183778,3.9816001608118667,0.16446023033042728,144.57989606082072,12.205810523721635,61
of_4_12,2.0,heldout,2799,-2.9820340388669138,3.1775394181507597,4.076828513214463,0.15291175419792782,3.429836542956042,2.4772890336986717,61
le500,2.0,train,9669,-1.3541568267564017,4.1581039704300675,7.14491916394687,0.21305202192574207,242.4802868670238,1.0342351483627035,62
le500,2.0,heldout,2421,-1.3906365523437643,4.314709746997533,5.756105031642925,0.22800495662949194,277.63810889835133,1.142886334708105,62
cfd10,2.0,train,9669,-2.7280952627278197,3.2006484888176803,7.141222778402613,0.04498914055228048,313.4204842093459,18.40072961907442,62
cfd10,2.0,heldout,2421,-2.7391924388887148,3.303227614599568,4.851278348496022,0.04543577034283354,250.76102393038272,5.801284084345282,62
cfd20,2.0,train,9669,-2.8042839994144657,3.127956453299861,6.471739142602372,0.058123901127314095,272.76478409154015,14.76991267705623,62
cfd20,2.0,heldout,2421,-2.9104041865078614,3.2316856378650773,4.955452322869143,0.06319702602230483,305.59152938302867,5.227346682931456,62
cfd30,2.0,train,9669,-2.6952304103063014,3.2156536496592496,6.4697649701196065,0.08790981487227222,304.6855312951059,14.320808565076236,62
cfd30,2.0,heldout,2421,-2.862418604651161,3.35878504539669,5.481087556832388,0.10037174721189591,250.47995750237828,5.283522464465839,62
cfd40,2.0,train,9669,-2.4585562194820696,3.370124156335674,6.505881420038962,0.11231771641327955,201.95894563768806,9.615808520478158,62
cfd40,2.0,heldout,2421,-2.58512634886781,3.510109172175021,5.618441829995417,0.1235026848409748,1.0718838687111991,3.1251784038723915,62
cfd50,2.0,train,9669,-2.137331447307332,3.554384115847847,7.075459989876154,0.14065570379563552,180.30283682323187,6.1605665668914975,62
cfd50,2.0,heldout,2421,-2.2720999799593287,3.735544732889161,6.011024448075302,0.15530772408095828,1.3022918955347944,2.833706422970556,62
template_phase,2.0,train,9669,-3.543545632034359,2.771772816017176,3.2837008598148376,0.0747750542972386,232.88476335752597,235.5334880652765,62
template_phase,2.0,heldout,2421,-3.855004346451061,2.866043458808825,3.3572724643237453,0.09913258983890955,111.5830692402393,55.188484353400945,62
of_1_9,2.0,train,9669,-3.2007315754530055,3.429631677929001,3.822387410473894,0.15896162995139104,134.76653679195448,13.530138933157655,62
of_1_9,2.0,heldout,2421,-3.326384217157731,3.3894534485986547,3.822184116978472,0.15613382899628253,141.31761664544374,3.466167965234693,62
of_2_10,2.0,train,9669,-3.3300762982449754,3.4673928830295457,3.865086444504845,0.16506360533664288,115.16435740083897,12.57516955038027,62
of_2_10,2.0,heldout,2421,-3.480415743262938,3.4494607987931225,3.8601736162532845,0.1627426683188765,112.98211424025054,3.2625768355392086,62
of_3_11,2.0,train,9669,-3.526076715559647,3.437092217858849,3.8619491376757575,0.1602027096907643,99.01871430501858,14.257774377196986,62
of_3_11,2.0,heldout,2421,-3.6841125808815747,3.4281581910971477,3.9376696751629012,0.15985130111524162,90.14635177346167,4.066902512164907,62
of_4_12,2.0,train,9669,-3.5492125940213413,3.3625744303490617,3.981175342109396,0.16361567897404075,150.71235310769916,10.790526073240322,62
of_4_12,2.0,heldout,2421,-3.707168040232375,3.416630935683842,4.1450940813938,0.16480793060718713,198.8652042473931,3.3375305276926506,62
le500,2.0,train,10980,-1.3620665112625563,4.14631028514926,6.838774704577762,0.21120218579234973,222.29294153858336,1.0385123745210394,63
le500,2.0,heldout,1110,-1.319753876392566,4.583909700007694,7.374415951535576,0.26216216216216215,322.83848147147853,1.37443984902839,63
cfd10,2.0,train,10980,-2.721340018319232,3.2126540436205477,6.756701808369244,0.04435336976320583,247.78941794277466,20.87570595766739,63
cfd10,2.0,heldout,1110,-2.809220206458404,3.3315524587883734,6.640219649259828,0.05225225225225225,242.46233867324588,2.8154112432401996,63
cfd20,2.0,train,10980,-2.8053485094824815,3.1214446397979345,6.1582028414849495,0.057741347905282334,301.868818181093,16.365598645861418,63
cfd20,2.0,heldout,1110,-3.0056042907040226,3.4035141628299086,6.5830265869175175,0.07207207207207207,316.9725770697338,4.393756259298289,63
cfd30,2.0,train,10980,-2.7115028655094697,3.2200364550255527,6.254133441306338,0.08943533697632058,257.3418428250697,15.854499017685303,63
cfd30,2.0,heldout,1110,-2.8414114112722952,3.4846886834183652,6.581527673468596,0.0963963963963964,0.8946339864481381,2.796414992466682,63
cfd40,2.0,train,10980,-2.472191659895085,3.3686828044073467,6.301740968183908,0.11247723132969034,205.39949312014696,10.900288428014255,63
cfd40,2.0,heldout,1110,-2.567911305517743,3.5834597127172714,6.691306540627018,0.12882882882882882,1.153238683877,1.5903990723707762,63
cfd50,2.0,train,10980,-2.1623065325901205,3.5616528833270995,6.7244499624147505,0.14234972677595628,195.95799615454652,7.191675251135018,63
cfd50,2.0,heldout,1110,-2.1782285032212236,3.759772549262583,8.221552387263516,0.15855855855855855,1.4482049102748815,1.2916521541321138,63
template_phase,2.0,train,10980,-3.486791267255377,2.743395633627685,3.2532896515508174,0.07377049180327869,1.0479961471184251,160.74778743508085,63
template_phase,2.0,heldout,1110,-3.7927848853341786,2.840398824588286,3.368081138992699,0.07747747747747748,1.005913379243034,16.285576687070787,63
of_1_9,2.0,train,10980,-3.1394088633090256,3.3545518094560447,3.7925448660145076,0.15491803278688523,151.65278322364236,11.893071645955242,63
of_1_9,2.0,heldout,1110,-3.1839846311958055,3.5950560475141438,3.8327693568714887,0.16126126126126125,1.055892788624666,2.1082182152734137,63
of_2_10,2.0,train,10980,-3.260675595361114,3.40560559558756,3.844206285737466,0.1616575591985428,126.49495291434799,11.701544820270694,63
of_2_10,2.0,heldout,1110,-3.3713395249465776,3.578855624433788,3.8686206654405986,0.16846846846846847,1.0192995719730094,2.756778596554962,63
of_3_11,2.0,train,10980,-3.4359582471736587,3.392989145356321,3.8549415021340074,0.15491803278688523,5.80523351183077,12.860500677974056,63
of_3_11,2.0,heldout,1110,-3.7812015372168233,3.5390286411514484,3.867109360799725,0.17927927927927928,1.2643202194426775,3.331348454604716,63
of_4_12,2.0,train,10980,-3.467069061883258,3.3186288025963897,3.9922646185674147,0.1598360655737705,167.05244554322823,9.070236910327047,63
of_4_12,2.0,heldout,1110,-3.884405600816237,3.4393614130137786,3.9982273166924176,0.1783783783783784,120.43117893179249,3.467490975001699,63
le500,2.0,train,11892,-1.3415583143733123,4.18542341819221,6.927621705659852,0.2158594012781702,281.6861577175671,1.3664803277387343,65
le500,2.0,heldout,198,-2.0493670935837667,3.9726274193107756,4.010145019658937,0.20707070707070707,2.0979210883854167,0.8406468781894344,65
cfd10,2.0,train,11892,-2.715561075070255,3.2188176900969503,6.791933859347433,0.04498822737975109,261.1261029803098,22.476698146896112,65
cfd10,2.0,heldout,198,-3.4451008565078567,3.0629045253402962,2.8649239922136607,0.03535353535353535,1.1495007250301263,1.5453931014483553,65
cfd20,2.0,train,11892,-2.8053485094824815,3.1481333802655005,6.239765601432639,0.0582744702320888,373.42021024407063,18.328463169005254,65
cfd20,2.0,heldout,198,-3.53533965096263,2.9933861916712807,2.7426839288126446,0.06565656565656566,1.080252995353314,0.9151422810042005,65
cfd30,2.0,train,11892,-2.7066745534544854,3.242366986373655,6.326874121712066,0.08997645475950218,286.47234518585765,17.811146617233913,65
cfd30,2.0,heldout,198,-3.303444011390951,2.988227268470215,2.7679334036667225,0.08080808080808081,1.2908880161954148,1.0905007353696827,65
cfd40,2.0,train,11892,-2.4685020494650445,3.396864420501988,6.379821455674142,0.11385805583585604,247.37088602531728,12.111124260219151,65
cfd40,2.0,heldout,198,-2.979142680863422,3.0263353811180798,2.923553927326153,0.09090909090909091,1.392925810942965,1.137858004022677,65
cfd50,2.0,train,11892,-2.1467087981913444,3.5847177062227797,6.920748111494994,0.14387823747056844,181.585827530049,7.719408768060339,65
cfd50,2.0,heldout,198,-2.938161358114286,3.273311768824813,3.1056200609006472,0.12626262626262627,1.5463930561857002,1.1306562062080958,65
template_phase,2.0,train,11892,-3.8681645012910835,2.770080003901281,3.29693097280227,0.10057181298351833,0.8863841269581442,176.13633116372534,65
template_phase,2.0,heldout,198,-3.8681645012910835,2.8560777571570206,2.558760691164004,0.050505050505050504,0.4693471989748661,3.757001335324856,65
of_1_9,2.0,train,11892,-3.2586836813792743,3.4138867533977155,3.8266925542524124,0.1575849310460814,167.84835121711095,15.304174445104845,65
of_1_9,2.0,heldout,198,-2.734033244275839,3.3535704007638008,3.1395575662041812,0.1414141414141414,2.326734189835955,1.9966564444887187,65
of_2_10,2.0,train,11892,-3.396953191258966,3.4502669853926666,3.8722375650316105,0.16448032290615539,114.62327334405049,14.044861995577559,65
of_2_10,2.0,heldout,198,-2.802402045574045,3.5257691959839206,3.2597571784731056,0.15656565656565657,1.665798913018915,1.4889459108255114,65
of_3_11,2.0,train,11892,-3.584036333511822,3.4389147384279335,3.8853305714033777,0.16187352842246888,6.124129895901679,15.531298334986483,65
of_3_11,2.0,heldout,198,-3.3780675548089008,3.267877941043882,2.9665583854139057,0.09090909090909091,1.452010733450634,1.7239709049047467,65
of_4_12,2.0,train,11892,-3.6117601692802133,3.362320815701317,4.026250407698905,0.16481668348469558,149.98916927982518,12.087355518651297,65
of_4_12,2.0,heldout,198,-3.362567673755546,2.8421476207001377,2.904159867504338,0.09090909090909091,1.8960000107899546,1.5631696294613364,65
