pool,run,n_pairs,traditional_robust_width_ns,ridge_robust_width_ns,gradient_boosted_trees_robust_width_ns,mlp_robust_width_ns,cnn1d_robust_width_ns,leakage_gated_cnn_new_robust_width_ns,ridge__safe_no_tail_robust_width_ns,ridge__waveform_only_robust_width_ns,cnn1d__waveform_only_robust_width_ns,leakage_gated_cnn_new__waveform_only_robust_width_ns,ridge__run_only_robust_width_ns
sample_iii_late,58,25,1.1064161548303832,1.7369117634655624,1.0851920960296495,1.4629475592372558,1.5697305914904487,1.311248802934192,1.7094964377307789,1.6988035194814062,0.9890290443060512,1.4409166681174264,1.115405982325394
sample_iii_late,59,11,0.95840912178938,2.0539780801117162,0.6093281763744847,1.3408662608083242,2.2209500960496142,1.9304895127294637,1.388753477022527,3.4469102581991464,2.688415555927216,2.7545069134266713,0.47269167230124154
sample_iii_late,60,11,1.0081695446024619,1.3405037917679234,0.7184122259826453,1.2764863063363483,1.2270453459858084,0.8980863173256812,1.4100490527818406,1.0800238834637899,1.1731474350743358,1.4034667379705195,1.0047883232703798
sample_iii_late,61,18,1.5707670190220435,2.43770776957249,1.6381174636544835,2.043734752770872,2.5861355774022723,2.728145418443278,2.2103490338207386,2.5469201971363615,2.150241514917914,2.144027750341265,1.765900934373004
sample_iii_late,62,7,1.0489121970544644,3.179545826251135,2.614882050971925,1.573201555526635,3.423199791733145,2.9503911375821863,2.700754284779952,3.48121535015194,2.9921641770033873,3.8748095701658865,1.4182250123715976
sample_iii_late,63,28,1.294005005350913,1.7390841421287433,1.3564326164491105,1.550843869249681,1.8530385394100337,1.5857973507229324,1.6847872461405684,1.8308299770843197,1.8385071732385578,2.033631545730975,1.4710878013748783
sample_iii_late,65,27,1.6456515243389593,1.95480281105481,1.4954008422943548,1.763263302789202,2.286628197156294,2.2897545444979293,1.6293303780940596,1.7789106515859217,1.665291311985582,1.4889668462389312,1.6556057216495648
sample_iii_mixed,58,25,1.1468178784417298,1.6824181120119417,1.0789315433679776,1.4203986653067533,1.3318029758010628,1.4008623681623917,1.4590165665933463,1.5916877425825646,1.2377722412084489,1.0934089079837763,1.115405982325394
sample_iii_mixed,59,11,0.9538411450525133,1.2910059268651821,0.7272127156532135,3.1876315537072135,1.2820801115999303,0.9676695140629179,0.9143246456425721,2.773584430904035,1.868069405510432,3.176980043763504,0.47269167230124154
sample_iii_mixed,60,11,1.0192507666452122,1.2556847744405832,0.7983620182910989,1.0362843149732157,0.8324522747057267,0.9560397788981911,1.2671742430910533,1.0268319508602457,1.1181868728492996,0.8885988304865429,1.0047883232703798
sample_iii_mixed,61,18,1.5188085799395754,2.0684042488886654,1.490098511037277,3.2579361037733454,1.938827614977595,1.7724570037867988,1.753991466554388,2.1527654868256345,1.73255995020233,1.7726057600309586,1.765900934373004
sample_iii_mixed,62,7,1.0484438694927916,2.3583942406144165,1.4312125638198978,3.849761456731733,2.2866667237405016,1.846905979633605,1.9991359197007352,1.9483019602967415,1.8180241919877789,2.9132323516083867,1.4182250123715976
sample_iii_mixed,63,28,1.2891743799108255,1.6785605603058547,1.2344641269547612,1.3944428046238022,1.403265273481256,1.4659945311198177,1.7013994045942873,1.6918715979737475,1.8408983836848754,1.2480959570096017,1.4710878013748783
sample_iii_mixed,65,27,1.6390559224862116,1.4661907196334811,1.430756474958287,2.5541572410152398,1.5867586362916621,1.5887516789308473,1.4036829262336068,1.7466552876083343,1.478698140348934,1.5652880556226396,1.6556057216495648
