method,delay_samples,scale_bin,n,n_injected,roc_auc,average_precision,fixed_95_clean_rejection,real_minus_shuffled_auc,frontier_pass,fit_delay_bias_samples,fit_delay_rms_samples,fit_failure_rate
bounded two-pulse fit,2,high,60,30,0.6061111111111112,0.66953032809216,0.26666666666666666,0.10055555555555562,False,1.6363636363636365,2.467976720090587,0.2666666666666667
bounded two-pulse fit,2,low,82,41,0.5520523497917906,0.5954825532013398,0.1951219512195122,0.03628792385484836,False,2.230769230769231,2.8419928002940256,0.36585365853658536
bounded two-pulse fit,2,mid,76,38,0.6907894736842106,0.7386209800764946,0.2894736842105263,0.2087950138504156,False,1.3125,2.091650066335189,0.1578947368421053
bounded two-pulse fit,3,high,92,46,0.6632797731568998,0.7014200644389844,0.34782608695652173,0.10893194706994325,False,0.3157894736842105,1.3377121081198773,0.17391304347826086
bounded two-pulse fit,3,low,94,47,0.5536441828881846,0.5885226267779616,0.1276595744680851,0.04074241738343132,False,1.3142857142857143,2.138089935299395,0.25531914893617025
bounded two-pulse fit,3,mid,90,45,0.6392592592592593,0.6934429708643015,0.26666666666666666,0.12271604938271607,False,0.8571428571428571,1.6903085094570331,0.2222222222222222
bounded two-pulse fit,4,high,74,37,0.6128560993425858,0.6511733845325176,0.13513513513513514,0.09751643535427312,False,0.3333333333333333,1.1902380714238083,0.3513513513513513
bounded two-pulse fit,4,low,68,34,0.5817474048442907,0.5955126101430007,0.08823529411764706,0.11634948096885817,False,-0.10714285714285714,1.3228756555322954,0.17647058823529416
bounded two-pulse fit,4,mid,66,33,0.6179981634527089,0.7037702245048102,0.30303030303030304,0.10376492194674003,False,0.17391304347826086,1.285369173834303,0.303030303030303
bounded two-pulse fit,5,high,82,41,0.7052349791790601,0.6809857962278161,0.0975609756097561,0.16448542534205834,False,0.03225806451612903,0.7405316311773545,0.24390243902439024
bounded two-pulse fit,5,low,78,39,0.5476660092044707,0.5314595422789223,0.07692307692307693,0.01972386587771202,False,-0.4583333333333333,1.5138251770487459,0.3846153846153846
bounded two-pulse fit,5,mid,72,36,0.6242283950617284,0.6392567096399384,0.16666666666666666,0.14197530864197544,False,-0.3548387096774194,1.2572371141874243,0.13888888888888884
bounded two-pulse fit,6,high,88,44,0.5834194214876034,0.5865459508142625,0.11363636363636363,0.0018078512396695334,False,-0.95,1.70293863659264,0.09090909090909094
bounded two-pulse fit,6,low,74,37,0.5745069393718042,0.5998712621362097,0.24324324324324326,0.04565376186997805,False,-0.3181818181818182,0.9293203772845852,0.4054054054054054
bounded two-pulse fit,6,mid,62,31,0.5967741935483871,0.5952297374843194,0.06451612903225806,0.09365244536940687,False,-0.8333333333333334,1.509230856356236,0.4193548387096774
channel-attention CNN,2,high,60,30,0.7666666666666667,0.7894485910890883,0.3333333333333333,0.2611111111111112,False,1.6363636363636365,2.467976720090587,0.2666666666666667
channel-attention CNN,2,low,82,41,0.6740035693039856,0.6827867607040998,0.24390243902439024,0.15823914336704337,False,2.230769230769231,2.8419928002940256,0.36585365853658536
channel-attention CNN,2,mid,76,38,0.7617728531855955,0.8018174841879764,0.4473684210526316,0.2797783933518005,False,1.3125,2.091650066335189,0.1578947368421053
channel-attention CNN,3,high,92,46,0.864366729678639,0.8409150710370183,0.4782608695652174,0.3100189035916825,False,0.3157894736842105,1.3377121081198773,0.17391304347826086
channel-attention CNN,3,low,94,47,0.7840651878678135,0.7500918786732922,0.3404255319148936,0.27116342236306024,False,1.3142857142857143,2.138089935299395,0.25531914893617025
channel-attention CNN,3,mid,90,45,0.8380246913580247,0.8274038494918001,0.4666666666666667,0.3214814814814815,False,0.8571428571428571,1.6903085094570331,0.2222222222222222
channel-attention CNN,4,high,74,37,0.9386413440467496,0.9322278529336676,0.7027027027027027,0.42330168005843694,False,0.3333333333333333,1.1902380714238083,0.3513513513513513
channel-attention CNN,4,low,68,34,0.8486159169550174,0.8804055483997402,0.5882352941176471,0.3832179930795849,False,-0.10714285714285714,1.3228756555322954,0.17647058823529416
channel-attention CNN,4,mid,66,33,0.9127640036730946,0.9211884228208473,0.5757575757575758,0.3985307621671258,False,0.17391304347826086,1.285369173834303,0.303030303030303
channel-attention CNN,5,high,82,41,0.9577632361689471,0.9664070918206034,0.8536585365853658,0.41701368233194536,True,0.03225806451612903,0.7405316311773545,0.24390243902439024
channel-attention CNN,5,low,78,39,0.7593688362919133,0.7972798204857388,0.4358974358974359,0.2314266929651546,False,-0.4583333333333333,1.5138251770487459,0.3846153846153846
channel-attention CNN,5,mid,72,36,0.8912037037037037,0.8752303303839417,0.6388888888888888,0.4089506172839507,False,-0.3548387096774194,1.2572371141874243,0.13888888888888884
channel-attention CNN,6,high,88,44,0.9204545454545456,0.9360452108149898,0.75,0.3388429752066118,False,-0.95,1.70293863659264,0.09090909090909094
channel-attention CNN,6,low,74,37,0.8371073776479182,0.7719457621791902,0.24324324324324326,0.30825420014609206,False,-0.3181818181818182,0.9293203772845852,0.4054054054054054
channel-attention CNN,6,mid,62,31,0.7845993756503642,0.8145576790651115,0.41935483870967744,0.28147762747138394,False,-0.8333333333333334,1.509230856356236,0.4193548387096774
gradient-boosted trees,2,high,60,30,0.8788888888888888,0.88578568158965,0.5,0.3733333333333333,False,1.6363636363636365,2.467976720090587,0.2666666666666667
gradient-boosted trees,2,low,82,41,0.7468768590124926,0.7193887316809798,0.1951219512195122,0.2311124330755503,False,2.230769230769231,2.8419928002940256,0.36585365853658536
gradient-boosted trees,2,mid,76,38,0.8621883656509696,0.846927013595673,0.5263157894736842,0.38019390581717455,False,1.3125,2.091650066335189,0.1578947368421053
gradient-boosted trees,3,high,92,46,0.969281663516068,0.9526569898140133,0.9782608695652174,0.4149338374291115,True,0.3157894736842105,1.3377121081198773,0.17391304347826086
gradient-boosted trees,3,low,94,47,0.7933454051607062,0.7877619617052743,0.2765957446808511,0.28044363965595287,False,1.3142857142857143,2.138089935299395,0.25531914893617025
gradient-boosted trees,3,mid,90,45,0.9229629629629629,0.9326901509695944,0.8,0.40641975308641964,True,0.8571428571428571,1.6903085094570331,0.2222222222222222
gradient-boosted trees,4,high,74,37,0.9338933528122717,0.9450246602707566,0.7837837837837838,0.41855368882395905,False,0.3333333333333333,1.1902380714238083,0.3513513513513513
gradient-boosted trees,4,low,68,34,0.846885813148789,0.8736450056161555,0.6470588235294118,0.3814878892733565,False,-0.10714285714285714,1.3228756555322954,0.17647058823529416
gradient-boosted trees,4,mid,66,33,0.8673094582185491,0.8860834211505716,0.5757575757575758,0.35307621671258027,False,0.17391304347826086,1.285369173834303,0.303030303030303
gradient-boosted trees,5,high,82,41,0.9422962522308149,0.9265926482823932,0.6341463414634146,0.4015466983938132,False,0.03225806451612903,0.7405316311773545,0.24390243902439024
gradient-boosted trees,5,low,78,39,0.7570677186061802,0.7464879597410553,0.2564102564102564,0.22912557527942146,False,-0.4583333333333333,1.5138251770487459,0.3846153846153846
gradient-boosted trees,5,mid,72,36,0.8881172839506173,0.8820649599202072,0.3888888888888889,0.4058641975308643,False,-0.3548387096774194,1.2572371141874243,0.13888888888888884
gradient-boosted trees,6,high,88,44,0.8752582644628101,0.890771459006703,0.5454545454545454,0.2936466942148762,False,-0.95,1.70293863659264,0.09090909090909094
gradient-boosted trees,6,low,74,37,0.7224251278305333,0.7426918678159424,0.3783783783783784,0.1935719503287071,False,-0.3181818181818182,0.9293203772845852,0.4054054054054054
gradient-boosted trees,6,mid,62,31,0.8428720083246617,0.8081019806992866,0.1935483870967742,0.33975026014568144,False,-0.8333333333333334,1.509230856356236,0.4193548387096774
ridge,2,high,60,30,0.9122222222222223,0.937134232126361,0.8,0.40666666666666673,True,1.6363636363636365,2.467976720090587,0.2666666666666667
ridge,2,low,82,41,0.7691850089232599,0.7569075909154921,0.24390243902439024,0.25342058298631764,False,2.230769230769231,2.8419928002940256,0.36585365853658536
ridge,2,mid,76,38,0.8351800554016621,0.8597427866792805,0.47368421052631576,0.35318559556786705,False,1.3125,2.091650066335189,0.1578947368421053
ridge,3,high,92,46,0.9097353497164462,0.8402994359316291,0.5869565217391305,0.35538752362948967,False,0.3157894736842105,1.3377121081198773,0.17391304347826086
ridge,3,low,94,47,0.7827071072883658,0.7715455815204533,0.3617021276595745,0.2698053417836125,False,1.3142857142857143,2.138089935299395,0.25531914893617025
ridge,3,mid,90,45,0.8558024691358025,0.8716554919093544,0.5777777777777777,0.33925925925925926,False,0.8571428571428571,1.6903085094570331,0.2222222222222222
ridge,4,high,74,37,0.9152666179693206,0.9031687451343058,0.6486486486486487,0.39992695398100797,False,0.3333333333333333,1.1902380714238083,0.3513513513513513
ridge,4,low,68,34,0.8019031141868512,0.8021447682883601,0.35294117647058826,0.33650519031141873,False,-0.10714285714285714,1.3228756555322954,0.17647058823529416
ridge,4,mid,66,33,0.8466483011937558,0.8307430323555021,0.21212121212121213,0.33241505968778695,False,0.17391304347826086,1.285369173834303,0.303030303030303
ridge,5,high,82,41,0.9131469363474123,0.8890150376005972,0.6341463414634146,0.37239738251041055,False,0.03225806451612903,0.7405316311773545,0.24390243902439024
ridge,5,low,78,39,0.7889546351084813,0.8139326151168912,0.41025641025641024,0.2610124917817226,False,-0.4583333333333333,1.5138251770487459,0.3846153846153846
ridge,5,mid,72,36,0.7878086419753086,0.8123391241806819,0.4444444444444444,0.30555555555555564,False,-0.3548387096774194,1.2572371141874243,0.13888888888888884
ridge,6,high,88,44,0.881198347107438,0.8285970771934124,0.45454545454545453,0.2995867768595042,False,-0.95,1.70293863659264,0.09090909090909094
ridge,6,low,74,37,0.7742878013148283,0.7404982105326054,0.35135135135135137,0.24543462381300218,False,-0.3181818181818182,0.9293203772845852,0.4054054054054054
ridge,6,mid,62,31,0.8324661810613945,0.8795401405386011,0.6129032258064516,0.3293444328824142,False,-0.8333333333333334,1.509230856356236,0.4193548387096774
shape-only RF,2,high,60,30,0.9088888888888889,0.8983548484626086,0.4666666666666667,0.4033333333333333,False,1.6363636363636365,2.467976720090587,0.2666666666666667
shape-only RF,2,low,82,41,0.7281380130874479,0.7460760245041818,0.3170731707317073,0.21237358715050558,False,2.230769230769231,2.8419928002940256,0.36585365853658536
shape-only RF,2,mid,76,38,0.8538781163434904,0.8574600597031118,0.42105263157894735,0.3718836565096954,False,1.3125,2.091650066335189,0.1578947368421053
shape-only RF,3,high,92,46,0.9669187145557656,0.9451793413434799,0.9347826086956522,0.41257088846880907,True,0.3157894736842105,1.3377121081198773,0.17391304347826086
shape-only RF,3,low,94,47,0.7700316885468538,0.7524002141723152,0.19148936170212766,0.25712992304210047,False,1.3142857142857143,2.138089935299395,0.25531914893617025
shape-only RF,3,mid,90,45,0.9224691358024691,0.9344812745297566,0.7555555555555555,0.4059259259259259,False,0.8571428571428571,1.6903085094570331,0.2222222222222222
shape-only RF,4,high,74,37,0.9225712198685172,0.9391669751801937,0.7567567567567568,0.40723155588020454,False,0.3333333333333333,1.1902380714238083,0.3513513513513513
shape-only RF,4,low,68,34,0.7768166089965399,0.8182714252597437,0.4411764705882353,0.31141868512110743,False,-0.10714285714285714,1.3228756555322954,0.17647058823529416
shape-only RF,4,mid,66,33,0.8351698806244262,0.8631815348311086,0.5454545454545454,0.3209366391184574,False,0.17391304347826086,1.285369173834303,0.303030303030303
shape-only RF,5,high,82,41,0.835812016656752,0.8568164632429299,0.4146341463414634,0.29506246281975024,False,0.03225806451612903,0.7405316311773545,0.24390243902439024
shape-only RF,5,low,78,39,0.6903353057199212,0.7409906760101443,0.3333333333333333,0.16239316239316248,False,-0.4583333333333333,1.5138251770487459,0.3846153846153846
shape-only RF,5,mid,72,36,0.8063271604938271,0.82718676338327,0.4166666666666667,0.3240740740740741,False,-0.3548387096774194,1.2572371141874243,0.13888888888888884
shape-only RF,6,high,88,44,0.8228305785123967,0.8292212342834754,0.38636363636363635,0.24121900826446285,False,-0.95,1.70293863659264,0.09090909090909094
shape-only RF,6,low,74,37,0.6873630387143901,0.6690040244352498,0.10810810810810811,0.15850986121256394,False,-0.3181818181818182,0.9293203772845852,0.4054054054054054
shape-only RF,6,mid,62,31,0.7403746097814776,0.6874169851732866,0.12903225806451613,0.23725286160249737,False,-0.8333333333333334,1.509230856356236,0.4193548387096774
