split_name,method,endpoint,metric,timing_shape_cells,cell_span,cell_std,largest_abs_cell,largest_abs_value
run_heldout,1d_cnn,saturation_clipping,roc_auc,9,0.39369391846346435,0.12627452285397697,timing_mid/low_harmonic,0.7328028293545534
run_heldout,traditional_dE_E_tail_pedestal_likelihood,saturation_clipping,roc_auc,9,0.3001686384488653,0.10167838862175586,timing_mid/low_harmonic,0.9796640141467727
run_heldout,ridge,saturation_clipping,roc_auc,9,0.28444254066253183,0.09725689945999173,timing_mid/low_harmonic,0.9761273209549072
run_heldout,mlp,pid_separation,roc_auc,9,0.25,0.07299680958408436,timing_tail/high_harmonic,1.0
run_heldout,traditional_dE_E_tail_pedestal_likelihood,energy_scale,energy_bias,9,0.1801742712086214,0.052602143640668536,timing_mid/low_harmonic,-0.14937851317471768
run_heldout,ridge,energy_scale,energy_bias,9,0.12982849015963777,0.040189508302774596,timing_mid/low_harmonic,-0.1252987495744673
run_heldout,spectral_transformer_new,pileup_sideband,roc_auc,7,0.11415505226480838,0.0466467811195691,timing_mid/low_harmonic,1.0
run_heldout,gradient_boosted_trees,energy_scale,energy_bias,9,0.08154347841727475,0.03075010557664864,timing_mid/low_harmonic,-0.07934302817319948
run_heldout,mlp,energy_scale,energy_bias,9,0.07195103990601127,0.029172548974359534,timing_core/high_harmonic,-0.08552197628115452
run_heldout,ridge,pid_separation,roc_auc,9,0.041284403669724745,0.012855279111076902,timing_core/high_harmonic,1.0
run_heldout,traditional_dE_E_tail_pedestal_likelihood,pid_separation,roc_auc,9,0.030060511419090497,0.008675926020370282,timing_core/high_harmonic,1.0
run_heldout,gradient_boosted_trees,saturation_clipping,roc_auc,9,0.016924208977189048,0.00521460431229342,timing_core/mid_harmonic,1.0
run_heldout,traditional_dE_E_tail_pedestal_likelihood,pileup_sideband,roc_auc,7,0.009281081574860739,0.0035876339238737043,timing_core/low_harmonic,1.0
run_heldout,ridge,pileup_sideband,roc_auc,7,0.00917146250114187,0.0035579286562249833,timing_core/low_harmonic,1.0
run_heldout,gradient_boosted_trees,pid_separation,roc_auc,9,0.0046847550263516835,0.0014765432725037803,timing_core/high_harmonic,1.0
run_heldout,gradient_boosted_trees,pileup_sideband,roc_auc,7,0.0013937282229965486,0.00048770328377963887,timing_core/low_harmonic,1.0
