method,task,run,n,pileup_auc,pileup_ap
ML_mlp,pileup,51,750,0.997831111111111,0.9980418459339611
ML_mlp,pileup,52,526,0.9980193439257471,0.9982728223009334
ML_mlp,pileup,53,854,0.9978171327654954,0.9984340447337449
ML_mlp,pileup,54,832,0.9963624491494083,0.9962959343028285
ML_mlp,pileup,55,786,0.9941987322676094,0.9951563052103168
ML_mlp,pileup,56,916,0.9971491771705344,0.9978852987633049
ML_mlp,pileup,57,866,0.9985865837462464,0.9987571395586339
ML_mlp,pileup,58,848,0.9980197579209682,0.998248918365325
ML_mlp,pileup,59,960,0.9956944444444445,0.9963225329898555
ML_mlp,pileup,60,960,0.9951692708333333,0.9957111381322331
ML_mlp,pileup,61,960,0.9952994791666666,0.9958138059200441
ML_mlp,pileup,62,960,0.9959722222222223,0.9959480445900346
ML_mlp,pileup,63,960,0.9944487847222223,0.9957131803555646
ML_mlp,pileup,64,960,0.9939279513888889,0.9950813957870654
ML_mlp,pileup,65,850,0.9992636678200693,0.9993672090149405
ML_ridge,pileup,31,852,0.928921730697172,0.9366491481328094
ML_ridge,pileup,32,818,0.9172769172828953,0.9329569384820391
ML_ridge,pileup,33,860,0.9327906976744186,0.9431322402910737
ML_ridge,pileup,34,822,0.9236862201857674,0.9330810307349202
ML_ridge,pileup,35,778,0.9383429927108597,0.94719220382425
ML_ridge,pileup,36,766,0.9383389347531171,0.9484856123043691
ML_ridge,pileup,37,864,0.9335240912208507,0.9408157766165914
ML_ridge,pileup,39,844,0.9233227016464141,0.9329435130940492
ML_ridge,pileup,40,820,0.9308566329565735,0.9312662438652731
ML_ridge,pileup,41,878,0.9334737781559872,0.9352913858218947
ML_ridge,pileup,42,848,0.9179089533641867,0.9228759730254084
ML_ridge,pileup,44,430,0.9267712276906436,0.9403941501856631
ML_ridge,pileup,45,902,0.9391497583591034,0.9446881613921696
ML_ridge,pileup,46,256,0.94158935546875,0.9565410761006848
ML_ridge,pileup,47,436,0.936305866509553,0.9478435915948551
ML_ridge,pileup,48,852,0.9386475346602304,0.9473969800282005
ML_ridge,pileup,49,858,0.9391168272287154,0.9385284768363503
ML_ridge,pileup,50,894,0.921289831789359,0.9327374057953456
ML_ridge,pileup,51,750,0.9196302222222222,0.9292552863728871
ML_ridge,pileup,52,526,0.9373707874915064,0.9467566709755935
ML_ridge,pileup,53,854,0.9241316521233593,0.9313024705384941
ML_ridge,pileup,54,832,0.9192689071745561,0.9279324210172741
ML_ridge,pileup,55,786,0.9098796366438113,0.9240493611648276
ML_ridge,pileup,56,916,0.9249346885070842,0.935086608733836
ML_ridge,pileup,57,866,0.916320424131549,0.9295393640136844
ML_ridge,pileup,58,848,0.9200115699537201,0.928706942166749
ML_ridge,pileup,59,960,0.9226562500000001,0.9334876690369802
ML_ridge,pileup,60,960,0.9183246527777778,0.9229774537455502
ML_ridge,pileup,61,960,0.9255555555555555,0.919650430985481
ML_ridge,pileup,62,960,0.9269661458333334,0.918950984228963
ML_ridge,pileup,63,960,0.9218012152777777,0.9225931771779243
ML_ridge,pileup,64,960,0.9282682291666666,0.9321559409789524
ML_ridge,pileup,65,850,0.9430643598615917,0.9449895409744186
NN_1d_cnn_feature_mlp,pileup,31,852,0.9975589058608301,0.9981637292950386
NN_1d_cnn_feature_mlp,pileup,32,818,0.998254434155702,0.9985198678550917
NN_1d_cnn_feature_mlp,pileup,33,860,0.9990589507842078,0.9991442674602811
NN_1d_cnn_feature_mlp,pileup,34,822,0.9989403330550968,0.9991171101033813
NN_1d_cnn_feature_mlp,pileup,35,778,0.9946603577824624,0.9963729538479147
NN_1d_cnn_feature_mlp,pileup,36,766,0.9955824908479846,0.9962053314246121
NN_1d_cnn_feature_mlp,pileup,37,864,0.9961526920438958,0.9933945610370862
NN_1d_cnn_feature_mlp,pileup,39,844,0.9982480177893579,0.9985144377737563
NN_1d_cnn_feature_mlp,pileup,40,820,0.9976145151695419,0.9979334486521395
NN_1d_cnn_feature_mlp,pileup,41,878,0.9973407153346029,0.9974336147972619
NN_1d_cnn_feature_mlp,pileup,42,848,0.9959004538981844,0.9969461016001594
NN_1d_cnn_feature_mlp,pileup,44,430,0.9979448350459709,0.9981780680221908
NN_1d_cnn_feature_mlp,pileup,45,902,0.9989478911116464,0.9990167125645805
NN_1d_cnn_feature_mlp,pileup,46,256,1.0,1.0
NN_1d_cnn_feature_mlp,pileup,47,436,0.9992635300058919,0.9992956828319918
NN_1d_cnn_feature_mlp,pileup,48,852,0.9983083162511848,0.9984181262498697
NN_1d_cnn_feature_mlp,pileup,49,858,0.9993588385196777,0.9993436723963789
NN_1d_cnn_feature_mlp,pileup,50,894,0.9955607605263026,0.9958230599378977
NN_1d_cnn_feature_mlp,pileup,51,750,0.9968853333333333,0.9975859990198163
NN_1d_cnn_feature_mlp,pileup,52,526,0.9995084503173387,0.9995022171162944
NN_1d_cnn_feature_mlp,pileup,53,854,0.9983107459592275,0.99875616297691
NN_1d_cnn_feature_mlp,pileup,54,832,0.9982606786242603,0.9984657993382486
NN_1d_cnn_feature_mlp,pileup,55,786,0.9978957455211752,0.9979335335666247
NN_1d_cnn_feature_mlp,pileup,56,916,0.9972921950382334,0.9978106451335806
NN_1d_cnn_feature_mlp,pileup,57,866,0.998058552768429,0.9985393263272982
NN_1d_cnn_feature_mlp,pileup,58,848,0.9978862584549661,0.9981327554212005
NN_1d_cnn_feature_mlp,pileup,59,960,0.9969878472222222,0.9973132848678175
NN_1d_cnn_feature_mlp,pileup,60,960,0.9974696180555556,0.997729694502368
NN_1d_cnn_feature_mlp,pileup,61,960,0.9980230034722222,0.9980255339177464
NN_1d_cnn_feature_mlp,pileup,62,960,0.9958094618055555,0.9930005975533178
NN_1d_cnn_feature_mlp,pileup,63,960,0.9939518229166666,0.9918648579815965
NN_1d_cnn_feature_mlp,pileup,64,960,0.9970355902777777,0.9973029225724229
NN_1d_cnn_feature_mlp,pileup,65,850,0.9995349480968858,0.9995758039176887
NN_causal_attention_mlp_new,pileup,31,852,0.9977076858647975,0.9979494942012331
NN_causal_attention_mlp_new,pileup,32,818,0.9988163628864007,0.9989537634341474
NN_causal_attention_mlp_new,pileup,33,860,0.9982531097890751,0.9984067017554835
NN_causal_attention_mlp_new,pileup,34,822,0.9996744040113426,0.9996923581207252
NN_causal_attention_mlp_new,pileup,35,778,0.9966164643374019,0.9977441637974491
NN_causal_attention_mlp_new,pileup,36,766,0.9982479940554507,0.998315014127271
NN_causal_attention_mlp_new,pileup,37,864,0.9989738725994513,0.998883237430459
NN_causal_attention_mlp_new,pileup,39,844,0.9972147975112868,0.9977212522081339
NN_causal_attention_mlp_new,pileup,40,820,0.9971326591314694,0.9977656392114145
NN_causal_attention_mlp_new,pileup,41,878,0.9981631477628281,0.9977952765670817
NN_causal_attention_mlp_new,pileup,42,848,0.995805891776433,0.9970884514979259
NN_causal_attention_mlp_new,pileup,44,430,0.9975121687398594,0.9977316584206795
NN_causal_attention_mlp_new,pileup,45,902,0.9985742449643807,0.9986465898656404
NN_causal_attention_mlp_new,pileup,46,256,1.0,1.0
NN_causal_attention_mlp_new,pileup,47,436,0.9977905900176752,0.9984633726389243
NN_causal_attention_mlp_new,pileup,48,852,0.9984240340320484,0.9986279857678201
NN_causal_attention_mlp_new,pileup,49,858,0.997370151216305,0.9983376323802401
NN_causal_attention_mlp_new,pileup,50,894,0.9958109995045268,0.9959525518463929
NN_causal_attention_mlp_new,pileup,51,750,0.9993386666666666,0.9993596986149333
NN_causal_attention_mlp_new,pileup,52,526,0.9995518223481618,0.9995383161827781
NN_causal_attention_mlp_new,pileup,53,854,0.9988811434275403,0.9990463637681883
NN_causal_attention_mlp_new,pileup,54,832,0.9974805843195267,0.9979104760216573
NN_causal_attention_mlp_new,pileup,55,786,0.9963871569255871,0.9969449724563639
NN_causal_attention_mlp_new,pileup,56,916,0.9994756011517706,0.9995007097875578
NN_causal_attention_mlp_new,pileup,57,866,0.9983465696654205,0.9985634299487998
NN_causal_attention_mlp_new,pileup,58,848,0.9980420078319687,0.998159078581815
NN_causal_attention_mlp_new,pileup,59,960,0.9964105902777779,0.9970431546197924
NN_causal_attention_mlp_new,pileup,60,960,0.9957248263888889,0.9963764924140338
NN_causal_attention_mlp_new,pileup,61,960,0.9981597222222223,0.9984327309794321
NN_causal_attention_mlp_new,pileup,62,960,0.9975694444444444,0.9975468736712184
NN_causal_attention_mlp_new,pileup,63,960,0.9921918402777778,0.9917429634017287
NN_causal_attention_mlp_new,pileup,64,960,0.9968402777777777,0.9971100582744208
NN_causal_attention_mlp_new,pileup,65,850,0.9995349480968858,0.9995644831172665
traditional_template_residual_cfd,pileup,31,852,0.5143875774207057,0.498640972540834
traditional_template_residual_cfd,pileup,32,818,0.4981498197643487,0.4795761487514537
traditional_template_residual_cfd,pileup,33,860,0.5419415900486749,0.5155336982953376
traditional_template_residual_cfd,pileup,34,822,0.5170109104255836,0.49266039612116375
traditional_template_residual_cfd,pileup,35,778,0.5103918160731161,0.4849745778626253
traditional_template_residual_cfd,pileup,36,766,0.49680616815166784,0.4853489342475109
traditional_template_residual_cfd,pileup,37,864,0.5290102023319616,0.5004205749001674
traditional_template_residual_cfd,pileup,39,844,0.5171660564677344,0.49419024221591545
traditional_template_residual_cfd,pileup,40,820,0.5139440809042237,0.49115143536955824
traditional_template_residual_cfd,pileup,41,878,0.5105982223006315,0.4870708617466757
traditional_template_residual_cfd,pileup,42,848,0.5015129939480242,0.4850298780285599
traditional_template_residual_cfd,pileup,44,430,0.5027582477014603,0.5024594969574561
traditional_template_residual_cfd,pileup,45,902,0.5016543674809858,0.4842575657979205
traditional_template_residual_cfd,pileup,46,256,0.49212646484375,0.4991143227949085
traditional_template_residual_cfd,pileup,47,436,0.4911202760710378,0.49666010388107995
traditional_template_residual_cfd,pileup,48,852,0.502143534131235,0.4837670799708125
traditional_template_residual_cfd,pileup,49,858,0.5111850076885042,0.48932623289967536
traditional_template_residual_cfd,pileup,50,894,0.514050918627289,0.4923363502979322
traditional_template_residual_cfd,pileup,51,750,0.5179093333333333,0.49263913381042523
traditional_template_residual_cfd,pileup,52,526,0.4994289349274964,0.48198084831751414
traditional_template_residual_cfd,pileup,53,854,0.5273214902730778,0.5060122085634515
traditional_template_residual_cfd,pileup,54,832,0.5114876109467456,0.4906559196303928
traditional_template_residual_cfd,pileup,55,786,0.5127582567708435,0.4886095263236757
traditional_template_residual_cfd,pileup,56,916,0.5156938273488301,0.4905142906102218
traditional_template_residual_cfd,pileup,57,866,0.504242915584381,0.48437683370727713
traditional_template_residual_cfd,pileup,58,848,0.5603918209327162,0.5168224387275988
traditional_template_residual_cfd,pileup,59,960,0.5448263888888889,0.5138702633130692
traditional_template_residual_cfd,pileup,60,960,0.5500824652777778,0.5101283965607379
traditional_template_residual_cfd,pileup,61,960,0.5439453125,0.5076697351743229
traditional_template_residual_cfd,pileup,62,960,0.5372352430555555,0.5020508021455334
traditional_template_residual_cfd,pileup,63,960,0.5515842013888889,0.5222486985127496
traditional_template_residual_cfd,pileup,64,960,0.5392795138888888,0.5030162227889279
traditional_template_residual_cfd,pileup,65,850,0.5568719723183391,0.5211045507223266
