run,group,event_index,eventno,evt,stave,stave_idx,amplitude_adc,peak_sample,baseline_adc
31,sample_i_calib,8126,399517,12481,B4,1,2435.5,10,7026.5
31,sample_i_calib,8146,399537,12501,B2,0,6345.0,6,6750.0
31,sample_i_calib,8435,399826,12776,B4,1,3043.0,9,7032.0
31,sample_i_calib,8498,399889,12838,B4,1,3026.0,4,7278.0
31,sample_i_calib,8498,399889,12838,B6,2,4726.0,5,7012.0
31,sample_i_calib,8514,399905,12854,B8,3,2227.5,7,6882.5
31,sample_i_calib,8542,399933,12880,B2,0,4017.5,5,6739.5
31,sample_i_calib,8938,400329,13256,B2,0,5235.5,6,6767.5
31,sample_i_calib,8950,400341,13267,B4,1,3565.0,9,7008.0
31,sample_i_calib,8950,400341,13267,B6,2,2832.0,10,6950.0
31,sample_i_calib,8979,400370,13296,B2,0,5585.0,6,6757.0
31,sample_i_calib,9136,400527,13439,B2,0,6642.5,6,6732.5
31,sample_i_calib,9211,400602,13508,B4,1,3510.0,10,7041.0
31,sample_i_calib,9562,400953,13838,B6,2,5312.0,11,6928.0
31,sample_i_calib,9642,401033,13915,B2,0,2646.5,8,6728.5
31,sample_i_calib,10150,401541,14387,B2,0,6960.5,5,6800.5
31,sample_i_calib,10203,401594,14436,B4,1,2245.5,4,7600.5
31,sample_i_calib,10203,401594,14436,B6,2,2163.5,5,7109.5
31,sample_i_calib,10326,401717,14551,B6,2,3266.0,7,6980.0
31,sample_i_calib,10480,401871,14700,B2,0,6439.5,6,6764.5
31,sample_i_calib,10510,401901,14728,B4,1,2796.0,6,7073.0
31,sample_i_calib,10598,401989,14811,B4,1,3384.0,6,7017.0
31,sample_i_calib,10779,402170,14983,B4,1,3004.0,9,7042.0
31,sample_i_calib,10892,402283,15092,B2,0,4099.0,6,6777.0
31,sample_i_calib,11080,402471,15263,B6,2,4179.0,6,6911.0
31,sample_i_calib,11090,402481,15272,B4,1,4198.0,5,7050.0
31,sample_i_calib,11102,402493,15284,B6,2,2475.5,6,6925.5
31,sample_i_calib,11112,402503,15292,B6,2,2800.5,8,6953.5
31,sample_i_calib,11112,402503,15292,B8,3,3168.0,11,6916.0
31,sample_i_calib,11121,402512,15300,B2,0,4941.5,7,6769.5
31,sample_i_calib,11354,402745,15515,B8,3,3430.0,10,6876.0
31,sample_i_calib,11510,402901,15660,B4,1,2586.0,6,7031.0
31,sample_i_calib,11532,402923,15680,B6,2,3722.0,7,6938.0
31,sample_i_calib,11614,403005,15760,B8,3,2650.5,5,7087.5
31,sample_i_calib,11816,403207,15951,B6,2,3374.5,6,6957.5
31,sample_i_calib,11904,403295,16035,B4,1,3768.0,6,7026.0
31,sample_i_calib,11954,403345,16081,B2,0,2588.5,6,6786.5
31,sample_i_calib,12124,403515,16238,B2,0,2181.0,8,6735.0
31,sample_i_calib,12740,404131,422,B2,0,4431.0,6,6797.0
31,sample_i_calib,12818,404209,495,B2,0,6928.0,6,6754.0
31,sample_i_calib,13059,404450,717,B4,1,3051.5,9,7049.5
31,sample_i_calib,13069,404460,726,B2,0,5181.0,5,6821.0
31,sample_i_calib,13104,404495,758,B6,2,1991.5,7,6939.5
31,sample_i_calib,13104,404495,758,B8,3,2787.5,6,6890.5
31,sample_i_calib,13260,404651,905,B6,2,1942.0,5,7008.0
31,sample_i_calib,13274,404665,916,B2,0,4067.0,5,6742.0
31,sample_i_calib,13278,404669,920,B4,1,3033.0,7,7041.0
31,sample_i_calib,13309,404700,949,B8,3,3842.0,9,6883.0
31,sample_i_calib,13330,404721,967,B2,0,4893.0,5,6745.0
31,sample_i_calib,13410,404801,1042,B4,1,4415.5,7,7023.5
31,sample_i_calib,13509,404900,1130,B2,0,4194.0,7,6757.0
31,sample_i_calib,13794,405185,1394,B4,1,3370.0,7,7000.0
31,sample_i_calib,13961,405352,1545,B8,3,2636.5,7,6896.5
31,sample_i_calib,13962,405353,1546,B2,0,4813.5,6,6734.5
31,sample_i_calib,14321,405713,1879,B6,2,2963.0,8,6966.0
31,sample_i_calib,14435,405827,1987,B4,1,2241.5,4,7632.5
31,sample_i_calib,14435,405827,1987,B6,2,2538.0,5,7081.0
31,sample_i_calib,14486,405878,2036,B4,1,4145.0,9,7019.0
31,sample_i_calib,14881,406273,2408,B6,2,3678.0,6,6928.0
31,sample_i_calib,14920,406312,2443,B2,0,5878.0,6,6739.0
31,sample_i_calib,15085,406477,2595,B4,1,3147.5,8,7043.5
31,sample_i_calib,15144,406536,2649,B4,1,4697.5,4,7875.5
31,sample_i_calib,15209,406601,2708,B2,0,5448.0,7,6765.0
31,sample_i_calib,15252,406644,2746,B6,2,4580.5,7,6938.5
31,sample_i_calib,15256,406648,2750,B8,3,2975.5,10,6894.5
31,sample_i_calib,15533,406925,3003,B8,3,2266.0,6,6899.0
31,sample_i_calib,15599,406991,3063,B4,1,3008.0,9,7029.0
31,sample_i_calib,15606,406998,3070,B8,3,2317.0,7,6878.0
31,sample_i_calib,15623,407015,3087,B8,3,1726.0,10,6918.0
31,sample_i_calib,15669,407061,3127,B2,0,6777.0,5,6746.0
31,sample_i_calib,15678,407070,3136,B6,2,2905.5,7,6975.5
31,sample_i_calib,15840,407232,3285,B8,3,2586.0,7,6890.0
31,sample_i_calib,15842,407234,3287,B4,1,2869.0,9,7039.0
31,sample_i_calib,15885,407277,3325,B4,1,3538.5,7,7065.5
31,sample_i_calib,15971,407363,3406,B4,1,2967.5,11,6999.5
31,sample_i_calib,15971,407363,3406,B6,2,3241.0,9,6915.0
31,sample_i_calib,16002,407394,3436,B2,0,5834.5,6,6747.5
31,sample_i_calib,16184,407576,3609,B8,3,1937.0,10,6895.0
31,sample_i_calib,16288,407680,3708,B4,1,3926.5,4,8457.5
31,sample_i_calib,16313,407705,3733,B8,3,4022.0,8,6910.0
31,sample_i_calib,16420,407812,3827,B6,2,3489.0,7,6955.0
31,sample_i_calib,16538,407930,3966,B2,0,6123.0,5,6741.0
31,sample_i_calib,16959,408351,4359,B2,0,4476.0,6,6765.0
31,sample_i_calib,16966,408358,4366,B2,0,6879.0,6,6740.0
31,sample_i_calib,17024,408416,4418,B2,0,4692.0,6,10469.0
31,sample_i_calib,17174,408566,4551,B4,1,5605.5,8,7017.5
31,sample_i_calib,17190,408582,4565,B4,1,3995.0,10,7034.0
31,sample_i_calib,17214,408606,4585,B4,1,3784.5,11,7021.5
31,sample_i_calib,17316,408708,4685,B6,2,5001.0,5,6949.0
31,sample_i_calib,17454,408846,4812,B6,2,2172.0,8,6912.0
31,sample_i_calib,17527,408919,4876,B4,1,4733.0,6,7013.0
31,sample_i_calib,17623,409015,4968,B4,1,3782.0,5,7004.0
31,sample_i_calib,17795,409187,5130,B4,1,3023.5,6,7022.5
31,sample_i_calib,17871,409263,5201,B4,1,2922.0,8,7096.0
31,sample_i_calib,18202,409594,5510,B2,0,6239.5,6,6771.5
31,sample_i_calib,18235,409627,5541,B4,1,2343.0,4,7662.0
31,sample_i_calib,18378,409770,5676,B6,2,4417.5,7,6962.5
31,sample_i_calib,18400,409792,5697,B2,0,6762.5,5,6780.5
31,sample_i_calib,18692,410085,5970,B6,2,3478.0,8,6936.0
31,sample_i_calib,18762,410155,6035,B2,0,6368.0,6,6761.0
31,sample_i_calib,18815,410208,6085,B4,1,2369.0,7,7014.0
31,sample_i_calib,19014,410407,6273,B6,2,3656.0,6,6964.0
31,sample_i_calib,19061,410454,6318,B2,0,2404.5,8,6775.5
31,sample_i_calib,19128,410521,6383,B2,0,3793.0,7,6759.0
31,sample_i_calib,19197,410590,6447,B2,0,3658.5,6,6789.5
31,sample_i_calib,19309,410702,6546,B2,0,6154.5,5,6762.5
31,sample_i_calib,19417,410810,6648,B6,2,3273.5,11,6971.5
31,sample_i_calib,19438,410831,6666,B8,3,1729.0,7,6876.0
31,sample_i_calib,19503,410896,6722,B6,2,3813.5,7,6943.5
31,sample_i_calib,19524,410917,6742,B2,0,5145.5,5,6756.5
31,sample_i_calib,19607,411000,6822,B6,2,3010.5,5,6938.5
31,sample_i_calib,19699,411092,6907,B2,0,6789.0,6,6739.0
31,sample_i_calib,19787,411180,6984,B6,2,2393.5,7,6936.5
31,sample_i_calib,19825,411218,7020,B2,0,3323.0,6,6762.0
31,sample_i_calib,19840,411233,7034,B2,0,2283.5,7,6758.5
31,sample_i_calib,20219,411612,7392,B4,1,2637.0,7,7283.0
31,sample_i_calib,20219,411612,7392,B6,2,2389.0,6,6966.0
31,sample_i_calib,20257,411650,7428,B2,0,3420.0,7,6749.0
31,sample_i_calib,20342,411735,7507,B4,1,2742.0,5,7099.0
31,sample_i_calib,20342,411735,7507,B6,2,1316.0,7,6939.0
31,sample_i_calib,20409,411802,7567,B8,3,1524.5,7,6914.5
31,sample_i_calib,20468,411861,7621,B2,0,4190.0,5,6801.0
31,sample_i_calib,20513,411906,7661,B4,1,2858.5,7,7006.5
31,sample_i_calib,20514,411907,7662,B4,1,2774.0,7,6990.0
31,sample_i_calib,20514,411907,7662,B6,2,2832.5,8,6935.5
31,sample_i_calib,20514,411907,7662,B8,3,2774.5,8,6894.5
31,sample_i_calib,20598,411991,7742,B2,0,6433.5,5,6739.5
31,sample_i_calib,20885,412278,8010,B4,1,5423.5,6,7049.5
31,sample_i_calib,21003,412396,8112,B4,1,3050.0,6,7046.0
31,sample_i_calib,21003,412396,8112,B6,2,3370.0,6,6955.0
31,sample_i_calib,21011,412404,8119,B2,0,6671.5,6,6749.5
31,sample_i_calib,21106,412499,8206,B2,0,6624.0,6,6749.0
31,sample_i_calib,21235,412628,8322,B4,1,3448.5,5,7060.5
31,sample_i_calib,21277,412670,8360,B4,1,2781.5,11,7043.5
31,sample_i_calib,21525,412918,8590,B8,3,3779.5,5,6889.5
31,sample_i_calib,21532,412925,8597,B6,2,3693.0,7,6942.0
31,sample_i_calib,21864,413257,8930,B2,0,4783.5,5,10788.5
31,sample_i_calib,21949,413342,9011,B2,0,2726.5,6,6751.5
31,sample_i_calib,22089,413482,9139,B6,2,2349.5,10,6950.5
31,sample_i_calib,22137,413530,9184,B2,0,3516.5,7,6744.5
31,sample_i_calib,22315,413708,9354,B4,1,5057.5,6,7038.5
31,sample_i_calib,22455,413848,9481,B2,0,2132.0,8,6726.0
31,sample_i_calib,22677,414070,9687,B6,2,2035.5,8,6951.5
31,sample_i_calib,22677,414070,9687,B8,3,2557.5,9,6876.5
31,sample_i_calib,22802,414195,9802,B2,0,5379.5,7,7966.5
31,sample_i_calib,22854,414247,9850,B2,0,6499.5,6,6739.5
31,sample_i_calib,22906,414299,9898,B6,2,3470.5,5,6968.5
31,sample_i_calib,22954,414347,9944,B2,0,2808.5,7,6803.5
31,sample_i_calib,23057,414450,10040,B6,2,3705.5,8,6942.5
31,sample_i_calib,23148,414541,10126,B6,2,2316.5,4,7769.5
31,sample_i_calib,23336,414729,10297,B8,3,3878.5,6,6898.5
31,sample_i_calib,23387,414780,10344,B4,1,2854.0,9,7032.0
31,sample_i_calib,23387,414780,10344,B6,2,3615.0,9,6945.0
31,sample_i_calib,23416,414809,10372,B4,1,3891.5,9,7052.5
31,sample_i_calib,23462,414855,10417,B6,2,3133.5,7,6962.5
31,sample_i_calib,23462,414855,10417,B8,3,4323.0,6,6921.0
31,sample_i_calib,23547,414940,10499,B2,0,3593.5,7,6792.5
31,sample_i_calib,23565,414958,10515,B6,2,3400.0,7,6916.0
31,sample_i_calib,23847,415240,10773,B2,0,6302.0,5,6778.0
31,sample_i_calib,23908,415301,10827,B4,1,3178.0,10,7006.0
31,sample_i_calib,24184,415577,11086,B6,2,3077.0,5,6947.0
31,sample_i_calib,24259,415652,11160,B2,0,6168.5,6,6746.5
31,sample_i_calib,24584,415977,11459,B8,3,3295.5,7,6890.5
31,sample_i_calib,24701,416094,11563,B2,0,2884.0,7,6774.0
31,sample_i_calib,24810,416203,11665,B4,1,2482.5,9,7012.5
31,sample_i_calib,25000,416393,11836,B4,1,2711.5,7,7021.5
31,sample_i_calib,25243,416636,12062,B8,3,2241.0,7,6898.0
31,sample_i_calib,25315,416708,12132,B6,2,2946.5,5,7078.5
31,sample_i_calib,25474,416867,12281,B2,0,6774.0,6,6764.0
31,sample_i_calib,25502,416895,12308,B6,2,4555.0,6,6956.0
31,sample_i_calib,25781,417174,12563,B2,0,3020.0,7,6749.0
31,sample_i_calib,25805,417198,12587,B2,0,4893.0,6,6734.0
31,sample_i_calib,25826,417219,12608,B6,2,3677.0,6,6921.0
31,sample_i_calib,25869,417262,12648,B6,2,2213.5,7,6927.5
31,sample_i_calib,25870,417263,12649,B6,2,2430.5,10,6955.5
31,sample_i_calib,25891,417284,12669,B2,0,4329.5,6,6772.5
31,sample_i_calib,26034,417427,12802,B4,1,4992.0,6,7032.0
31,sample_i_calib,26281,417674,13035,B8,3,2094.5,8,6910.5
31,sample_i_calib,26290,417683,13042,B6,2,1559.5,7,6958.5
31,sample_i_calib,26521,417914,13257,B4,1,3403.0,7,6995.0
31,sample_i_calib,26705,418098,13430,B6,2,2212.5,7,6959.5
31,sample_i_calib,26705,418098,13430,B8,3,4015.5,6,6901.5
31,sample_i_calib,26745,418138,13470,B2,0,4422.5,6,6779.5
31,sample_i_calib,26781,418174,13503,B4,1,3466.5,11,7006.5
31,sample_i_calib,26783,418176,13504,B2,0,3034.0,6,6753.0
31,sample_i_calib,26858,418251,13572,B6,2,4418.0,7,6949.0
31,sample_i_calib,26909,418302,13615,B2,0,6541.0,6,6836.0
31,sample_i_calib,26964,418357,13666,B6,2,2965.0,10,6998.0
31,sample_i_calib,27016,418409,13714,B8,3,1381.5,7,6884.5
31,sample_i_calib,27017,418410,13715,B4,1,2412.0,8,7031.0
31,sample_i_calib,27025,418418,13723,B2,0,4435.0,6,6767.0
31,sample_i_calib,27108,418501,13798,B8,3,3957.0,6,6916.0
31,sample_i_calib,27509,418902,14173,B4,1,2558.5,6,7160.5
31,sample_i_calib,27617,419010,14272,B2,0,3534.0,7,6742.0
31,sample_i_calib,27712,419105,14360,B6,2,1477.5,8,6932.5
31,sample_i_calib,27810,419203,14450,B6,2,3077.5,4,7300.5
31,sample_i_calib,27884,419277,14517,B4,1,3005.0,10,7006.0
31,sample_i_calib,27912,419305,14543,B2,0,6551.0,7,6780.0
31,sample_i_calib,27957,419350,14583,B4,1,2839.0,7,7037.0
31,sample_i_calib,28090,419483,14705,B4,1,1702.0,5,7502.0
31,sample_i_calib,28090,419483,14705,B6,2,1894.0,5,7100.0
31,sample_i_calib,28090,419483,14705,B8,3,2509.0,5,7072.0
31,sample_i_calib,28168,419561,14777,B6,2,2537.5,8,6926.5
31,sample_i_calib,28234,419627,14837,B2,0,4284.5,4,7062.5
31,sample_i_calib,28586,419979,15193,B2,0,3145.5,7,6783.5
31,sample_i_calib,28769,420162,15359,B6,2,3210.5,10,6986.5
31,sample_i_calib,28812,420205,15398,B6,2,4163.0,7,6955.0
31,sample_i_calib,28928,420321,15507,B8,3,3456.0,6,6892.0
31,sample_i_calib,28941,420334,15518,B6,2,1770.0,7,6970.0
31,sample_i_calib,29033,420426,15602,B4,1,3149.5,4,7748.5
31,sample_i_calib,29147,420540,15702,B6,2,3104.5,8,6926.5
31,sample_i_calib,29148,420541,15703,B6,2,2470.5,7,6938.5
31,sample_i_calib,29169,420562,15724,B4,1,3754.0,9,7005.0
31,sample_i_calib,29233,420626,15785,B4,1,5432.0,6,7047.0
31,sample_i_calib,29341,420734,15888,B4,1,3489.0,7,7044.0
31,sample_i_calib,29453,420846,15990,B2,0,6860.0,6,6748.0
31,sample_i_calib,29562,420955,16090,B4,1,2773.0,6,7040.0
31,sample_i_calib,29573,420966,16100,B2,0,5809.0,5,6742.0
31,sample_i_calib,29640,421033,16163,B4,1,3233.0,7,7033.0
31,sample_i_calib,29640,421033,16163,B6,2,2253.0,9,6983.0
31,sample_i_calib,29739,421132,16255,B4,1,3738.5,11,7063.5
31,sample_i_calib,29931,421324,48,B6,2,3725.5,11,6955.5
31,sample_i_calib,29952,421345,69,B6,2,2653.0,8,6958.0
31,sample_i_calib,29952,421345,69,B8,3,3491.0,7,6899.0
31,sample_i_calib,30413,421806,504,B6,2,2800.5,5,7006.5
31,sample_i_calib,30413,421806,504,B8,3,1314.0,6,6975.0
31,sample_i_calib,30957,422350,1006,B2,0,1958.5,7,6798.5
31,sample_i_calib,30968,422361,1015,B2,0,2045.0,7,6738.0
31,sample_i_calib,31049,422442,1090,B6,2,3047.0,5,7018.0
31,sample_i_calib,31394,422787,1410,B6,2,3440.5,8,6927.5
31,sample_i_calib,31423,422816,1437,B4,1,2797.0,6,7031.0
31,sample_i_calib,31423,422816,1437,B6,2,3789.5,6,6927.5
31,sample_i_calib,31487,422880,1498,B6,2,2385.0,8,6987.0
31,sample_i_calib,31487,422880,1498,B8,3,2924.5,10,6900.5
31,sample_i_calib,31521,422914,1530,B6,2,1398.5,7,6964.5
31,sample_i_calib,31843,423236,1828,B2,0,6803.5,6,6758.5
31,sample_i_calib,31908,423301,1885,B2,0,4027.0,6,6718.0
31,sample_i_calib,32166,423559,2121,B4,1,3537.5,7,6998.5
31,sample_i_calib,32597,423990,2523,B2,0,6417.5,6,6738.5
31,sample_i_calib,32604,423997,2530,B6,2,2712.0,11,6958.0
31,sample_i_calib,32604,423997,2530,B8,3,5310.0,10,6909.0
31,sample_i_calib,32744,424138,2663,B4,1,2933.5,9,7027.5
31,sample_i_calib,32798,424192,2716,B2,0,6333.0,6,6757.0
31,sample_i_calib,32810,424204,2727,B2,0,6723.0,6,6736.0
31,sample_i_calib,32969,424363,2871,B4,1,4013.5,5,7008.5
31,sample_i_calib,33007,424401,2908,B2,0,6493.0,6,6731.0
31,sample_i_calib,33026,424420,2926,B8,3,1769.0,7,6867.0
31,sample_i_calib,33135,424529,3030,B4,1,4735.0,7,7012.0
31,sample_i_calib,33135,424529,3030,B6,2,5603.5,7,6943.5
31,sample_i_calib,33160,424554,3052,B4,1,3993.0,6,7028.0
31,sample_i_calib,33221,424615,3111,B2,0,1337.5,7,6768.5
31,sample_i_calib,33368,424762,3245,B2,0,3758.5,6,6758.5
31,sample_i_calib,33547,424941,3405,B2,0,6156.5,6,6738.5
31,sample_i_calib,33551,424945,3409,B4,1,6799.0,6,6993.0
31,sample_i_calib,33551,424945,3409,B6,2,2916.5,8,6905.5
31,sample_i_calib,33551,424945,3409,B8,3,1878.0,8,6889.0
31,sample_i_calib,33624,425018,3476,B4,1,1561.0,7,7015.0
31,sample_i_calib,33779,425173,3622,B6,2,3361.5,10,6927.5
31,sample_i_calib,33825,425220,3668,B2,0,5247.5,6,6724.5
31,sample_i_calib,33923,425318,3762,B8,3,3635.5,7,6887.5
31,sample_i_calib,33942,425337,3778,B4,1,4443.0,4,7489.0
31,sample_i_calib,34076,425471,3900,B6,2,2876.5,6,6972.5
31,sample_i_calib,34299,425694,4110,B4,1,2395.5,8,7029.5
31,sample_i_calib,34377,425772,4184,B2,0,2772.5,7,6759.5
31,sample_i_calib,34409,425804,4212,B6,2,1350.0,8,6937.0
31,sample_i_calib,34598,425993,4392,B4,1,1593.0,7,7024.0
31,sample_i_calib,34634,426029,4423,B2,0,4698.5,6,6735.5
31,sample_i_calib,34644,426039,4432,B2,0,6798.0,5,6758.0
31,sample_i_calib,34666,426061,4449,B4,1,3324.0,5,7062.0
31,sample_i_calib,34683,426078,4466,B6,2,1374.5,11,6956.5
31,sample_i_calib,34683,426078,4466,B8,3,2521.5,10,6897.5
31,sample_i_calib,34890,426285,4659,B8,3,1321.5,8,6884.5
31,sample_i_calib,35022,426417,4781,B4,1,2078.0,8,7034.0
31,sample_i_calib,35030,426425,4789,B2,0,3133.0,7,6770.0
31,sample_i_calib,35055,426450,4812,B4,1,3027.0,9,7032.0
31,sample_i_calib,35068,426463,4823,B4,1,1545.5,7,7046.5
31,sample_i_calib,35130,426526,4882,B2,0,6745.0,6,6750.0
31,sample_i_calib,35176,426572,4924,B2,0,3629.0,6,6739.0
31,sample_i_calib,35270,426666,5012,B2,0,6590.0,6,6738.0
31,sample_i_calib,35405,426801,5138,B6,2,3920.0,7,6980.0
31,sample_i_calib,35436,426832,5168,B6,2,2236.0,8,6956.0
31,sample_i_calib,35436,426832,5168,B8,3,4193.5,7,6911.5
31,sample_i_calib,35617,427013,5334,B6,2,2361.5,11,6906.5
31,sample_i_calib,35617,427013,5334,B8,3,4535.0,10,6888.0
31,sample_i_calib,35618,427014,5335,B2,0,6895.0,5,6788.0
31,sample_i_calib,35742,427138,5449,B2,0,6041.5,6,6768.5
31,sample_i_calib,35892,427288,5591,B2,0,3664.0,7,6762.0
31,sample_i_calib,35995,427391,5689,B4,1,3045.0,8,7010.0
31,sample_i_calib,35995,427391,5689,B6,2,4092.0,5,6932.0
31,sample_i_calib,36024,427420,5716,B6,2,2805.5,10,6934.5
31,sample_i_calib,36039,427435,5730,B2,0,5606.0,6,6788.0
31,sample_i_calib,36127,427523,5812,B4,1,4673.0,6,7015.0
31,sample_i_calib,36153,427549,5838,B4,1,3988.0,6,7034.0
