run,group,event_index,eventno,evt,stave,stave_idx,amplitude_adc,peak_sample,baseline_adc,pileup_label,secondary_fraction,delay_samples,true_amplitude_adc,true_t50
59,sample_ii_analysis,35373,458526,6862,B4,1,2816.0,8,7003.0,0,0.0,0,2816.0,6.161191940307617
59,sample_ii_analysis,35474,458627,6956,B8,3,3946.5,8,6925.5,0,0.0,0,3946.5,6.061367988586426
59,sample_ii_analysis,35614,458767,7091,B6,2,2181.0,5,7136.0,0,0.0,0,2181.0,2.9217615127563477
59,sample_ii_analysis,35663,458816,7136,B8,3,2831.5,6,6914.5,0,0.0,0,2831.5,4.479778289794922
59,sample_ii_analysis,35717,458870,7187,B8,3,4548.5,8,6890.5,0,0.0,0,4548.5,6.370398044586182
59,sample_ii_analysis,35802,458955,7266,B2,0,1753.0,4,7383.0,0,0.0,0,1753.0,2.475220203399658
59,sample_ii_analysis,35804,458957,7268,B8,3,3660.0,4,7095.0,0,0.0,0,3660.0,2.7910232543945312
59,sample_ii_analysis,36098,459251,7541,B4,1,5146.0,4,7640.0,0,0.0,0,5146.0,2.51798939704895
59,sample_ii_analysis,36263,459416,7691,B2,0,6911.0,6,6739.0,0,0.0,0,6911.0,4.604745388031006
59,sample_ii_analysis,36347,459500,7769,B6,2,3166.0,8,6916.0,0,0.0,0,3166.0,6.381492614746094
59,sample_ii_analysis,36392,459545,7810,B4,1,2380.0,8,7003.0,0,0.0,0,2380.0,6.110118865966797
59,sample_ii_analysis,36398,459551,7815,B6,2,1466.5,9,6933.5,0,0.0,0,1466.5,6.489999771118164
59,sample_ii_analysis,36465,459618,7876,B4,1,2507.0,8,7010.0,0,0.0,0,2507.0,5.744802474975586
59,sample_ii_analysis,36503,459656,7911,B6,2,3518.0,5,6954.0,0,0.0,0,3518.0,3.5518651008605957
59,sample_ii_analysis,36524,459677,7930,B8,3,2482.0,9,6917.0,0,0.0,0,2482.0,6.265084266662598
59,sample_ii_analysis,36620,459773,8016,B8,3,3228.0,8,6902.0,0,0.0,0,3228.0,6.164542198181152
59,sample_ii_analysis,36631,459784,8027,B8,3,3518.5,5,6906.5,0,0.0,0,3518.5,3.85750150680542
59,sample_ii_analysis,36688,459841,8083,B8,3,3544.0,4,7126.0,0,0.0,0,3544.0,2.761857748031616
59,sample_ii_analysis,36820,459973,8207,B6,2,3461.0,8,6949.0,0,0.0,0,3461.0,6.403293132781982
59,sample_ii_analysis,37011,460164,8390,B4,1,3067.0,11,7005.0,0,0.0,0,3067.0,6.146792411804199
59,sample_ii_analysis,37204,460357,8571,B4,1,3007.0,8,7052.0,0,0.0,0,3007.0,6.402980327606201
59,sample_ii_analysis,37234,460387,8600,B6,2,4284.5,8,6962.5,0,0.0,0,4284.5,6.100865840911865
59,sample_ii_analysis,37397,460550,8754,B2,0,6437.5,6,6760.5,0,0.0,0,6437.5,4.590662002563477
59,sample_ii_analysis,37433,460586,8789,B2,0,2752.0,7,7201.0,0,0.0,0,2752.0,5.314639568328857
59,sample_ii_analysis,37504,460657,8857,B8,3,5141.0,8,6901.0,0,0.0,0,5141.0,6.434648036956787
59,sample_ii_analysis,37506,460659,8859,B8,3,2001.0,9,6895.0,0,0.0,0,2001.0,6.981927871704102
59,sample_ii_analysis,37738,460891,9078,B8,3,3156.0,11,6916.0,0,0.0,0,3156.0,6.239923000335693
59,sample_ii_analysis,37822,460975,9159,B2,0,5466.5,6,6767.5,0,0.0,0,5466.5,4.581006050109863
59,sample_ii_analysis,37997,461150,9325,B8,3,2739.5,10,6912.5,0,0.0,0,2739.5,6.570852279663086
59,sample_ii_analysis,38061,461214,9383,B8,3,1324.5,9,6902.5,0,0.0,0,1324.5,6.301210403442383
59,sample_ii_analysis,38175,461328,9488,B2,0,6151.5,7,7399.5,0,0.0,0,6151.5,2.673097610473633
59,sample_ii_analysis,38248,461401,9558,B6,2,2890.5,6,6986.5,0,0.0,0,2890.5,3.7693381309509277
59,sample_ii_analysis,38383,461536,9682,B2,0,2667.5,7,8201.5,0,0.0,0,2667.5,2.50765061378479
59,sample_ii_analysis,38488,461641,9780,B4,1,5406.0,7,7063.0,0,0.0,0,5406.0,5.325198650360107
59,sample_ii_analysis,38541,461694,9829,B8,3,2423.0,5,7304.0,0,0.0,0,2423.0,2.812269449234009
59,sample_ii_analysis,38713,461866,9981,B8,3,4181.0,7,6911.0,0,0.0,0,4181.0,5.264622211456299
59,sample_ii_analysis,38774,461927,10037,B2,0,3135.5,7,6763.5,0,0.0,0,3135.5,5.357709884643555
59,sample_ii_analysis,38943,462096,10200,B4,1,3135.0,5,7132.0,0,0.0,0,3135.0,3.0817131996154785
59,sample_ii_analysis,38993,462146,10248,B2,0,3604.0,8,6808.0,0,0.0,0,3604.0,6.011500835418701
59,sample_ii_analysis,39024,462177,10275,B2,0,4501.5,6,6783.5,0,0.0,0,4501.5,4.550554275512695
59,sample_ii_analysis,39115,462268,10361,B6,2,2087.5,8,6915.5,0,0.0,0,2087.5,5.913461685180664
59,sample_ii_analysis,39213,462366,10451,B2,0,6939.5,7,6789.5,0,0.0,0,6939.5,5.576986312866211
59,sample_ii_analysis,39349,462502,10574,B8,3,4518.0,8,6909.0,0,0.0,0,4518.0,6.183462619781494
59,sample_ii_analysis,39467,462620,10682,B4,1,1516.5,8,7037.5,0,0.0,0,1516.5,5.8652143478393555
59,sample_ii_analysis,39531,462684,10744,B6,2,1793.0,7,6973.0,0,0.0,0,1793.0,4.757413864135742
59,sample_ii_analysis,39531,462684,10744,B8,3,3919.0,6,6889.0,0,0.0,0,3919.0,4.659426689147949
59,sample_ii_analysis,39643,462796,10844,B4,1,5982.0,6,7016.0,0,0.0,0,5982.0,4.723604202270508
59,sample_ii_analysis,40122,463275,11289,B2,0,3443.5,7,7301.5,0,0.0,0,3443.5,4.041539669036865
59,sample_ii_analysis,40124,463277,11291,B2,0,1738.5,7,6754.5,0,0.0,0,1738.5,4.996794700622559
59,sample_ii_analysis,40158,463311,11325,B8,3,2664.0,9,6920.0,0,0.0,0,2664.0,6.761290550231934
59,sample_ii_analysis,40171,463324,11335,B6,2,1897.5,4,7610.5,0,0.0,0,1897.5,2.459714651107788
59,sample_ii_analysis,40191,463344,11350,B4,1,3134.5,11,7046.5,0,0.0,0,3134.5,6.07544469833374
59,sample_ii_analysis,40250,463403,11403,B2,0,1615.5,9,6786.5,0,0.0,0,1615.5,6.033152103424072
59,sample_ii_analysis,40601,463754,11720,B4,1,3966.0,7,7051.0,0,0.0,0,3966.0,5.727231979370117
59,sample_ii_analysis,40667,463820,11781,B4,1,3068.5,10,7017.5,0,0.0,0,3068.5,5.615930080413818
59,sample_ii_analysis,40706,463859,11815,B4,1,2521.5,9,7016.5,0,0.0,0,2521.5,6.444792747497559
59,sample_ii_analysis,40725,463878,11832,B2,0,3508.5,10,6757.5,0,0.0,0,3508.5,4.764272689819336
59,sample_ii_analysis,40835,463988,11937,B8,3,1515.5,10,6918.5,0,0.0,0,1515.5,7.523612976074219
59,sample_ii_analysis,40858,464011,11959,B6,2,2410.5,8,6951.5,0,0.0,0,2410.5,5.6353254318237305
59,sample_ii_analysis,40910,464063,12010,B6,2,2351.0,7,6905.0,0,0.0,0,2351.0,5.376488208770752
59,sample_ii_analysis,40960,464113,12055,B2,0,6631.5,7,6769.5,0,0.0,0,6631.5,6.085814952850342
59,sample_ii_analysis,41046,464199,12133,B2,0,1938.5,5,6967.5,0,0.0,0,1938.5,2.885559320449829
59,sample_ii_analysis,41078,464231,12161,B4,1,2703.0,8,6993.0,0,0.0,0,2703.0,5.577211856842041
59,sample_ii_analysis,41084,464237,12167,B6,2,1723.0,8,6970.0,0,0.0,0,1723.0,6.055024147033691
59,sample_ii_analysis,41155,464308,12231,B2,0,4663.0,7,8646.0,0,0.0,0,4663.0,5.764443397521973
59,sample_ii_analysis,41161,464314,12237,B8,3,3199.5,8,6910.5,0,0.0,0,3199.5,6.3105669021606445
59,sample_ii_analysis,41276,464429,12342,B8,3,4025.5,8,6892.5,0,0.0,0,4025.5,6.32265567779541
59,sample_ii_analysis,41390,464543,12451,B2,0,2981.5,8,6739.5,0,0.0,0,2981.5,6.005903720855713
59,sample_ii_analysis,41424,464577,12482,B4,1,1625.5,5,7129.5,0,0.0,0,1625.5,3.022601366043091
59,sample_ii_analysis,41445,464598,12501,B6,2,2536.0,8,6944.0,0,0.0,0,2536.0,6.264679431915283
59,sample_ii_analysis,41521,464674,12574,B8,3,6097.5,7,6927.5,0,0.0,0,6097.5,5.494472026824951
59,sample_ii_analysis,41523,464676,12575,B6,2,3670.0,7,6922.0,0,0.0,0,3670.0,5.227494239807129
59,sample_ii_analysis,41569,464722,12618,B2,0,2255.0,8,6808.0,0,0.0,0,2255.0,5.679566383361816
59,sample_ii_analysis,41670,464823,12715,B2,0,2899.5,11,6817.5,0,0.0,0,2899.5,8.586579322814941
59,sample_ii_analysis,41813,464966,12855,B8,3,3339.0,6,6905.0,0,0.0,0,3339.0,4.840110778808594
59,sample_ii_analysis,42032,465185,13059,B6,2,2446.5,8,6929.5,0,0.0,0,2446.5,5.7029218673706055
59,sample_ii_analysis,42242,465395,13250,B4,1,2989.0,10,7035.0,0,0.0,0,2989.0,5.501026153564453
59,sample_ii_analysis,42242,465395,13250,B6,2,3076.0,8,6939.0,0,0.0,0,3076.0,5.981259346008301
60,sample_ii_analysis,21,465477,13319,B8,3,2951.5,5,6958.5,0,0.0,0,2951.5,3.3171279430389404
60,sample_ii_analysis,139,465595,13429,B2,0,3170.5,4,7120.5,0,0.0,0,3170.5,2.6390929222106934
60,sample_ii_analysis,180,465636,13469,B8,3,3952.0,8,6880.0,0,0.0,0,3952.0,6.332103252410889
60,sample_ii_analysis,324,465780,13607,B4,1,3444.5,5,7132.5,0,0.0,0,3444.5,3.145174264907837
60,sample_ii_analysis,488,465944,13758,B6,2,3604.5,7,6930.5,0,0.0,0,3604.5,5.272109508514404
60,sample_ii_analysis,637,466093,13896,B2,0,1809.0,7,6734.0,0,0.0,0,1809.0,4.896005630493164
60,sample_ii_analysis,701,466157,13952,B8,3,5644.5,7,6909.5,0,0.0,0,5644.5,5.747868061065674
60,sample_ii_analysis,713,466169,13963,B6,2,2697.0,6,6931.0,0,0.0,0,2697.0,3.7302305698394775
60,sample_ii_analysis,713,466169,13963,B8,3,4450.0,5,6917.0,0,0.0,0,4450.0,3.4161951541900635
60,sample_ii_analysis,716,466172,13966,B8,3,2284.0,5,7219.0,0,0.0,0,2284.0,2.6524715423583984
60,sample_ii_analysis,779,466235,14025,B6,2,2670.5,5,6995.5,0,0.0,0,2670.5,3.3051974773406982
60,sample_ii_analysis,814,466270,14055,B6,2,1688.5,5,7017.5,0,0.0,0,1688.5,3.115414619445801
60,sample_ii_analysis,887,466343,14124,B4,1,3663.0,7,7018.0,0,0.0,0,3663.0,5.2299323081970215
60,sample_ii_analysis,896,466352,14133,B6,2,2772.0,8,7015.0,0,0.0,0,2772.0,6.269604206085205
60,sample_ii_analysis,950,466406,14181,B2,0,2506.0,7,6733.0,0,0.0,0,2506.0,5.514893531799316
60,sample_ii_analysis,1050,466506,14274,B4,1,2326.0,11,7003.0,0,0.0,0,2326.0,8.579288482666016
60,sample_ii_analysis,1050,466506,14274,B8,3,5348.0,10,6914.0,0,0.0,0,5348.0,8.477428436279297
60,sample_ii_analysis,1091,466547,14309,B2,0,2757.5,8,6729.5,0,0.0,0,2757.5,5.816446781158447
60,sample_ii_analysis,1117,466573,14335,B8,3,1339.5,10,6887.5,0,0.0,0,1339.5,7.680989742279053
60,sample_ii_analysis,1130,466586,14347,B4,1,4596.5,7,7009.5,0,0.0,0,4596.5,5.577490329742432
60,sample_ii_analysis,1134,466590,14351,B8,3,4310.0,9,6902.0,0,0.0,0,4310.0,7.956737995147705
60,sample_ii_analysis,1262,466718,14470,B6,2,4082.5,4,7137.5,0,0.0,0,4082.5,2.7471227645874023
60,sample_ii_analysis,1283,466739,14491,B6,2,3057.5,8,6922.5,0,0.0,0,3057.5,6.344200611114502
60,sample_ii_analysis,1404,466860,14606,B4,1,2220.5,9,7049.5,0,0.0,0,2220.5,6.399446487426758
60,sample_ii_analysis,1460,466916,14657,B6,2,3034.0,8,6931.0,0,0.0,0,3034.0,4.036956310272217
60,sample_ii_analysis,1515,466971,14707,B2,0,2869.0,7,6735.0,0,0.0,0,2869.0,4.851738929748535
60,sample_ii_analysis,1515,466971,14707,B4,1,3293.5,6,7040.5,0,0.0,0,3293.5,4.392094612121582
60,sample_ii_analysis,1735,467191,14915,B2,0,1831.0,7,6748.0,0,0.0,0,1831.0,5.346951961517334
60,sample_ii_analysis,1822,467278,14994,B6,2,1736.0,8,6935.0,0,0.0,0,1736.0,5.9275360107421875
60,sample_ii_analysis,1885,467341,15048,B8,3,3981.5,6,6896.5,0,0.0,0,3981.5,4.476135730743408
60,sample_ii_analysis,1977,467433,15135,B6,2,4860.0,8,6928.0,0,0.0,0,4860.0,6.480098724365234
60,sample_ii_analysis,2028,467484,15182,B2,0,3767.0,6,6753.0,0,0.0,0,3767.0,4.888211250305176
60,sample_ii_analysis,2104,467560,15254,B8,3,2280.0,9,6922.0,0,0.0,0,2280.0,7.014925479888916
60,sample_ii_analysis,2161,467617,15304,B4,1,3057.5,8,7024.5,0,0.0,0,3057.5,3.7969939708709717
60,sample_ii_analysis,2163,467619,15306,B2,0,3580.0,7,6743.0,0,0.0,0,3580.0,5.9158148765563965
60,sample_ii_analysis,2206,467662,15348,B8,3,1765.5,9,6959.5,0,0.0,0,1765.5,6.200790882110596
60,sample_ii_analysis,2218,467674,15360,B2,0,1498.5,8,6729.5,0,0.0,0,1498.5,5.424858093261719
60,sample_ii_analysis,2311,467767,15446,B4,1,3332.0,8,7034.0,0,0.0,0,3332.0,6.014084339141846
60,sample_ii_analysis,2321,467777,15453,B8,3,3026.5,11,6919.5,0,0.0,0,3026.5,6.488166809082031
60,sample_ii_analysis,2343,467799,15474,B4,1,3437.0,7,7002.0,0,0.0,0,3437.0,5.309391021728516
60,sample_ii_analysis,2350,467806,15481,B8,3,2918.5,10,6902.5,0,0.0,0,2918.5,6.0044331550598145
60,sample_ii_analysis,2435,467891,15564,B2,0,3871.5,8,6760.5,0,0.0,0,3871.5,6.194671154022217
60,sample_ii_analysis,2435,467891,15564,B6,2,2766.0,9,6947.0,0,0.0,0,2766.0,6.863874435424805
60,sample_ii_analysis,2455,467911,15582,B6,2,5433.0,8,6941.0,0,0.0,0,5433.0,6.352163791656494
60,sample_ii_analysis,2495,467951,15619,B6,2,4581.5,4,7175.5,0,0.0,0,4581.5,2.7418062686920166
60,sample_ii_analysis,2527,467983,15651,B4,1,4394.5,6,7008.5,0,0.0,0,4394.5,4.738245964050293
60,sample_ii_analysis,2617,468073,15737,B6,2,3587.0,7,6945.0,0,0.0,0,3587.0,4.830275058746338
60,sample_ii_analysis,2665,468121,15783,B4,1,3630.5,6,7067.5,0,0.0,0,3630.5,5.032382965087891
60,sample_ii_analysis,2690,468146,15806,B4,1,3812.0,6,7007.0,0,0.0,0,3812.0,4.5912251472473145
60,sample_ii_analysis,2730,468186,15844,B4,1,3651.5,7,7016.5,0,0.0,0,3651.5,5.385168075561523
60,sample_ii_analysis,2823,468279,15929,B4,1,3534.0,7,7014.0,0,0.0,0,3534.0,5.822068214416504
60,sample_ii_analysis,2862,468318,15967,B4,1,2883.0,4,7427.0,0,0.0,0,2883.0,2.5774245262145996
60,sample_ii_analysis,2870,468326,15974,B6,2,1502.0,5,7086.0,0,0.0,0,1502.0,2.815068483352661
60,sample_ii_analysis,2983,468439,16081,B4,1,2505.0,7,7047.0,0,0.0,0,2505.0,4.44893217086792
60,sample_ii_analysis,3044,468500,16140,B6,2,1984.5,6,6947.5,0,0.0,0,1984.5,3.6070122718811035
60,sample_ii_analysis,3044,468500,16140,B8,3,3140.5,8,6898.5,0,0.0,0,3140.5,3.5111348628997803
60,sample_ii_analysis,3059,468515,16155,B6,2,2561.0,8,6922.0,0,0.0,0,2561.0,5.489954471588135
60,sample_ii_analysis,3208,468664,16296,B8,3,1757.5,7,6921.5,0,0.0,0,1757.5,4.575408458709717
60,sample_ii_analysis,3492,468948,178,B8,3,3281.0,11,6884.0,0,0.0,0,3281.0,6.252713680267334
60,sample_ii_analysis,3597,469053,275,B8,3,4849.5,5,6906.5,0,0.0,0,4849.5,3.8209352493286133
60,sample_ii_analysis,3624,469080,300,B6,2,4409.5,7,6910.5,0,0.0,0,4409.5,5.685254096984863
60,sample_ii_analysis,3666,469122,341,B2,0,3009.5,7,6751.5,0,0.0,0,3009.5,5.118411064147949
60,sample_ii_analysis,3680,469136,354,B2,0,3772.5,7,6715.5,0,0.0,0,3772.5,5.4776787757873535
60,sample_ii_analysis,3772,469228,441,B8,3,4462.5,6,6891.5,0,0.0,0,4462.5,4.802422523498535
60,sample_ii_analysis,3812,469268,477,B6,2,3415.5,7,6915.5,0,0.0,0,3415.5,5.0465216636657715
60,sample_ii_analysis,3851,469307,513,B4,1,3678.0,7,7008.0,0,0.0,0,3678.0,5.163895606994629
60,sample_ii_analysis,3948,469404,602,B2,0,3229.5,8,6760.5,0,0.0,0,3229.5,5.999431610107422
60,sample_ii_analysis,3962,469418,615,B2,0,3798.0,7,6778.0,0,0.0,0,3798.0,5.714728832244873
60,sample_ii_analysis,3973,469429,625,B6,2,3317.0,8,6923.0,0,0.0,0,3317.0,6.149529933929443
60,sample_ii_analysis,4293,469749,927,B2,0,6634.0,8,7149.0,0,0.0,0,6634.0,5.7521185874938965
60,sample_ii_analysis,4323,469779,951,B2,0,3086.5,7,6770.5,0,0.0,0,3086.5,5.104564666748047
60,sample_ii_analysis,4323,469779,951,B6,2,2517.0,8,6925.0,0,0.0,0,2517.0,5.481600761413574
60,sample_ii_analysis,4335,469791,962,B8,3,2147.0,7,7879.0,0,0.0,0,2147.0,2.3355681896209717
60,sample_ii_analysis,4470,469926,1093,B4,1,3786.5,8,7045.5,0,0.0,0,3786.5,6.093583583831787
60,sample_ii_analysis,4568,470024,1181,B6,2,5291.0,7,6922.0,0,0.0,0,5291.0,5.577156066894531
60,sample_ii_analysis,4649,470105,1250,B8,3,3352.5,8,6894.5,0,0.0,0,3352.5,6.232500076293945
60,sample_ii_analysis,4660,470116,1261,B8,3,2391.5,9,6892.5,0,0.0,0,2391.5,6.6240620613098145
60,sample_ii_analysis,4668,470124,1268,B4,1,5836.5,7,7037.5,0,0.0,0,5836.5,5.326168060302734
60,sample_ii_analysis,4675,470131,1275,B2,0,3770.5,6,6745.5,0,0.0,0,3770.5,4.583613872528076
60,sample_ii_analysis,4696,470152,1295,B6,2,2570.5,4,7626.5,0,0.0,0,2570.5,2.3883726596832275
60,sample_ii_analysis,4767,470223,1364,B2,0,3246.0,8,6765.0,0,0.0,0,3246.0,6.261488914489746
60,sample_ii_analysis,4768,470224,1364,B8,3,4166.0,6,6897.0,0,0.0,0,4166.0,4.508394241333008
60,sample_ii_analysis,4847,470303,1435,B4,1,3586.0,8,7012.0,0,0.0,0,3586.0,6.3155131340026855
60,sample_ii_analysis,4918,470374,1498,B6,2,2504.0,8,6928.0,0,0.0,0,2504.0,5.863316535949707
60,sample_ii_analysis,4982,470438,1557,B2,0,5102.0,5,6744.0,0,0.0,0,5102.0,3.5831751823425293
60,sample_ii_analysis,5302,470758,1854,B4,1,3611.0,8,7027.0,0,0.0,0,3611.0,6.220147609710693
60,sample_ii_analysis,5308,470764,1860,B4,1,4813.0,7,7002.0,0,0.0,0,4813.0,5.455793380737305
60,sample_ii_analysis,5359,470815,1905,B8,3,2545.0,9,6906.0,0,0.0,0,2545.0,6.598837375640869
60,sample_ii_analysis,5370,470826,1916,B4,1,4176.0,7,7436.0,0,0.0,0,4176.0,5.655825614929199
60,sample_ii_analysis,5408,470864,1950,B6,2,3011.0,6,6917.0,0,0.0,0,3011.0,4.378159999847412
60,sample_ii_analysis,5408,470864,1950,B8,3,3576.0,6,6930.0,0,0.0,0,3576.0,4.345628261566162
60,sample_ii_analysis,5437,470893,1976,B8,3,3565.5,8,6905.5,0,0.0,0,3565.5,6.549737453460693
60,sample_ii_analysis,5499,470955,2031,B4,1,5858.5,4,7650.5,0,0.0,0,5858.5,2.568647861480713
60,sample_ii_analysis,5549,471005,2080,B2,0,4020.5,7,6736.5,0,0.0,0,4020.5,5.251831531524658
60,sample_ii_analysis,5672,471128,2195,B2,0,3038.0,4,7066.0,0,0.0,0,3038.0,2.7593939304351807
60,sample_ii_analysis,5835,471291,2344,B2,0,3173.0,8,6757.0,0,0.0,0,3173.0,6.210948467254639
60,sample_ii_analysis,6133,471589,2631,B6,2,3623.5,6,6920.5,0,0.0,0,3623.5,4.280751705169678
60,sample_ii_analysis,6195,471651,2689,B2,0,4077.5,7,6747.5,0,0.0,0,4077.5,5.262807369232178
60,sample_ii_analysis,6290,471746,2772,B4,1,3061.0,10,7016.0,0,0.0,0,3061.0,5.645818710327148
60,sample_ii_analysis,6359,471815,2834,B6,2,1757.0,9,6966.0,0,0.0,0,1757.0,6.816520690917969
60,sample_ii_analysis,6359,471815,2834,B8,3,4345.5,8,6894.5,0,0.0,0,4345.5,6.426225185394287
60,sample_ii_analysis,6471,471927,2941,B2,0,2501.0,8,6728.0,0,0.0,0,2501.0,5.592647075653076
60,sample_ii_analysis,6478,471934,2948,B4,1,3157.0,6,7035.0,0,0.0,0,3157.0,4.290384769439697
60,sample_ii_analysis,6515,471971,2982,B2,0,3291.0,6,6757.0,0,0.0,0,3291.0,4.821476936340332
60,sample_ii_analysis,6522,471978,2989,B2,0,1606.0,4,7432.0,0,0.0,0,1606.0,2.3765501976013184
60,sample_ii_analysis,6635,472091,3095,B8,3,3773.5,6,6915.5,0,0.0,0,3773.5,4.542535781860352
60,sample_ii_analysis,6644,472100,3104,B6,2,1993.5,4,7540.5,0,0.0,0,1993.5,2.45953631401062
60,sample_ii_analysis,6667,472123,3127,B8,3,4025.5,7,6941.5,0,0.0,0,4025.5,5.766737461090088
60,sample_ii_analysis,6872,472328,3321,B6,2,3100.5,10,6924.5,0,0.0,0,3100.5,5.599846839904785
60,sample_ii_analysis,6942,472398,3382,B8,3,4134.0,4,7442.0,0,0.0,0,4134.0,2.543410539627075
60,sample_ii_analysis,6966,472422,3406,B2,0,3201.5,7,6777.5,0,0.0,0,3201.5,5.381388187408447
60,sample_ii_analysis,7024,472480,3460,B6,2,2660.0,6,6943.0,0,0.0,0,2660.0,3.5208163261413574
60,sample_ii_analysis,7053,472509,3486,B8,3,3201.5,8,6931.5,0,0.0,0,3201.5,6.640881538391113
60,sample_ii_analysis,7282,472738,3703,B8,3,4896.5,6,6924.5,0,0.0,0,4896.5,4.752089500427246
60,sample_ii_analysis,7324,472780,3743,B4,1,2897.5,5,7104.5,0,0.0,0,2897.5,3.1750848293304443
60,sample_ii_analysis,7324,472780,3743,B8,3,4998.0,5,6928.0,0,0.0,0,4998.0,3.413447380065918
60,sample_ii_analysis,7485,472941,3899,B4,1,1608.0,9,7011.0,0,0.0,0,1608.0,6.5371246337890625
60,sample_ii_analysis,7500,472956,3912,B4,1,2652.5,8,7003.5,0,0.0,0,2652.5,5.450620174407959
60,sample_ii_analysis,7684,473140,4082,B8,3,4017.0,8,6900.0,0,0.0,0,4017.0,6.451516151428223
60,sample_ii_analysis,7728,473184,4125,B2,0,4284.5,7,6733.5,0,0.0,0,4284.5,5.692874908447266
60,sample_ii_analysis,7832,473288,4218,B2,0,2906.5,8,6740.5,0,0.0,0,2906.5,6.224673748016357
60,sample_ii_analysis,7891,473347,4276,B8,3,3350.0,6,6902.0,0,0.0,0,3350.0,4.038295269012451
60,sample_ii_analysis,8000,473456,4382,B2,0,2609.5,7,6776.5,0,0.0,0,2609.5,5.398541450500488
60,sample_ii_analysis,8030,473486,4409,B2,0,5852.0,6,6737.0,0,0.0,0,5852.0,5.040340900421143
60,sample_ii_analysis,8186,473642,4553,B6,2,3424.0,8,6919.0,0,0.0,0,3424.0,6.48976469039917
60,sample_ii_analysis,8228,473684,4592,B8,3,2558.0,7,7369.0,0,0.0,0,2558.0,2.603253126144409
60,sample_ii_analysis,8305,473761,4663,B4,1,2940.5,10,7002.5,0,0.0,0,2940.5,6.303608417510986
60,sample_ii_analysis,8307,473763,4664,B4,1,2945.5,8,7014.5,0,0.0,0,2945.5,4.0639328956604
60,sample_ii_analysis,8473,473929,4814,B4,1,2897.0,7,7023.0,0,0.0,0,2897.0,5.552384376525879
60,sample_ii_analysis,8496,473952,4834,B8,3,1636.5,4,7552.5,0,0.0,0,1636.5,2.4411282539367676
60,sample_ii_analysis,8523,473979,4860,B2,0,1923.0,6,8713.0,0,0.0,0,1923.0,0.0
60,sample_ii_analysis,8562,474018,4893,B4,1,4491.0,5,7021.0,0,0.0,0,4491.0,3.6148722171783447
60,sample_ii_analysis,8673,474129,4999,B8,3,3363.0,8,6915.0,0,0.0,0,3363.0,6.190438270568848
60,sample_ii_analysis,8751,474207,5069,B8,3,2869.5,8,6895.5,0,0.0,0,2869.5,5.991063117980957
60,sample_ii_analysis,8820,474276,5134,B6,2,6073.0,6,6933.0,0,0.0,0,6073.0,4.734714508056641
60,sample_ii_analysis,8972,474428,5306,B2,0,4010.0,7,6764.0,0,0.0,0,4010.0,5.0859375
60,sample_ii_analysis,8990,474446,5323,B4,1,3253.5,8,7032.5,0,0.0,0,3253.5,6.319892406463623
60,sample_ii_analysis,9071,474527,5394,B4,1,3241.0,7,7008.0,0,0.0,0,3241.0,5.122139930725098
60,sample_ii_analysis,9269,474725,5575,B4,1,4281.5,7,7031.5,0,0.0,0,4281.5,5.501589298248291
60,sample_ii_analysis,9275,474731,5581,B2,0,3386.5,8,6732.5,0,0.0,0,3386.5,6.036975860595703
60,sample_ii_analysis,9291,474747,5595,B8,3,2833.5,8,6896.5,0,0.0,0,2833.5,6.566219329833984
60,sample_ii_analysis,9385,474841,5685,B4,1,3124.0,9,7032.0,0,0.0,0,3124.0,4.216787815093994
60,sample_ii_analysis,9453,474909,5749,B6,2,1681.0,6,8023.0,0,0.0,0,1681.0,3.942650318145752
60,sample_ii_analysis,9477,474933,5772,B4,1,4042.0,7,7009.0,0,0.0,0,4042.0,5.71649694442749
60,sample_ii_analysis,9502,474958,5792,B4,1,2882.5,7,7008.5,0,0.0,0,2882.5,5.346373558044434
60,sample_ii_analysis,9822,475278,6085,B6,2,2659.0,9,6960.0,0,0.0,0,2659.0,6.528536796569824
60,sample_ii_analysis,9941,475397,6194,B4,1,3491.0,7,7018.0,0,0.0,0,3491.0,5.816592693328857
60,sample_ii_analysis,9982,475438,6231,B2,0,5540.0,6,6733.0,0,0.0,0,5540.0,4.53399133682251
60,sample_ii_analysis,9984,475440,6233,B6,2,3846.5,8,6944.5,0,0.0,0,3846.5,6.212697505950928
60,sample_ii_analysis,10012,475468,6260,B2,0,5266.5,5,6744.5,0,0.0,0,5266.5,3.473093271255493
60,sample_ii_analysis,10046,475502,6294,B4,1,3097.5,11,7019.5,0,0.0,0,3097.5,6.715212821960449
60,sample_ii_analysis,10109,475565,6355,B2,0,3234.5,8,6733.5,0,0.0,0,3234.5,6.224132537841797
60,sample_ii_analysis,10168,475624,6408,B6,2,3327.5,8,6944.5,0,0.0,0,3327.5,6.492883205413818
60,sample_ii_analysis,10185,475641,6425,B4,1,3145.0,11,6999.0,0,0.0,0,3145.0,6.229585647583008
60,sample_ii_analysis,10362,475818,6591,B2,0,6701.5,7,6736.5,0,0.0,0,6701.5,5.441771984100342
60,sample_ii_analysis,10375,475831,6604,B2,0,3466.0,8,6729.0,0,0.0,0,3466.0,6.045454502105713
60,sample_ii_analysis,10385,475841,6614,B2,0,3326.5,8,6745.5,0,0.0,0,3326.5,6.018547534942627
