rep,abstention_fraction,action_band_flip_or_abstain_rate
162,0.4999957580385171,0.0
163,0.5000254055260869,0.0
164,0.4999112189636293,0.0
165,0.5000115510993981,0.0
166,0.49998263392140935,0.0
167,0.4999694685358488,0.0
168,0.5000707596568061,0.0
169,0.49986664488300353,0.0
170,0.49994959822585755,0.0
171,0.4999914768562555,0.0
172,0.5001099906218521,0.0
173,0.4999297920909788,0.0
174,0.5000477159668036,0.0
175,0.4999724070270105,0.0
176,0.4999726791790507,0.0
177,0.49998911272682645,0.0
178,0.5000588367867534,0.0
179,0.49993534895187725,0.0
180,0.4998984027683705,0.0
181,0.49991425487486263,0.0
182,0.5000998236448939,0.0
183,0.5000034591543059,0.0
184,0.49989552764775036,0.0
185,0.5000847156780481,0.0
186,0.5000132509001146,0.0
187,0.49988044171352386,0.0
188,0.4999448274365019,0.0
189,0.49999152246377543,0.0
190,0.4999629363015041,0.0
191,0.49990796216354233,0.0
192,0.500195667857984,0.0
193,0.49990663977892297,0.0
194,0.5001632955581916,0.0
195,0.49994999277673446,0.0
196,0.49996856208702006,0.0
197,0.49997664818879756,0.0
198,0.5000076444676987,0.0
199,0.5001507203294235,0.0
200,0.4999288500699231,0.0
201,0.49988048206195734,0.0
202,0.4999547518895276,0.0
203,0.5000130842588889,0.0
204,0.5002314755023415,0.0
205,0.49998547957338985,0.0
206,0.4999402385676379,0.0
207,0.4999685611271372,0.0
208,0.49999696161301876,0.0
209,0.5000072233458538,0.0
210,0.4998424376685303,0.0
211,0.4999683829322523,0.0
212,0.5000341009843817,0.0
213,0.49995161866358423,0.0
214,0.500029959853796,0.0
215,0.4999854584584511,0.0
216,0.5000319924924284,0.0
217,0.500040540032788,0.0
218,0.4999758470095913,0.0
219,0.49997861667297605,0.0
220,0.4999347834998528,0.0
221,0.500162608236107,0.0
222,0.4999189085085247,0.0
223,0.5000262683878716,0.0
224,0.499903267863902,0.0
225,0.49985654555242864,0.0
226,0.49996226261734866,0.0
227,0.49991024832394926,0.0
228,0.49988254173077235,0.0
229,0.49999689307840006,0.0
230,0.4999314197931621,0.0
231,0.5000082005900779,0.0
232,0.5000855031301581,0.0
233,0.49993088306311895,0.0
234,0.49995941990300463,0.0
235,0.4999378992046129,0.0
236,0.5000518939533869,0.0
237,0.4999046600743228,0.0
238,0.4999711235258561,0.0
239,0.4998710180574721,0.0
240,0.5000449802948028,0.0
241,0.49996491517098507,0.0
242,0.49999016588190404,0.0
243,0.4998980153792807,0.0
244,0.49992227885025614,0.0
245,0.4999524455098084,0.0
246,0.4999100545087142,0.0
247,0.49997645072586105,0.0
248,0.5000051809713285,0.0
249,0.5000312688230086,0.0
250,0.499913749553346,0.0
251,0.4999192934282063,0.0
252,0.4999662725371724,0.0
253,0.5000053082500824,0.0
254,0.49993706246308467,0.0
255,0.5000473795594051,0.0
256,0.500067949845861,0.0
257,0.5000131793748056,0.0
258,0.5000104917182193,0.0
259,0.500140831173025,0.0
260,0.5000517602936435,0.0
261,0.49990670687299493,0.0
262,0.49993402382825486,0.0
263,0.4999143196705453,0.0
264,0.5001656517734678,0.0
265,0.4999926182918728,0.0
266,0.4999455968030702,0.0
267,0.49993345639079034,0.0
268,0.4999763657531009,0.0
269,0.5000105354095113,0.0
270,0.4999336174970302,0.0
271,0.5,0.0
272,0.49992042072620785,0.0
273,0.49990222353004704,0.0
274,0.49990766751808663,0.0
275,0.5000134517655089,0.0
276,0.5000162369015206,0.0
277,0.5000479600443217,0.0
278,0.5000849564641465,0.0
279,0.49997599662885994,0.0
280,0.4999430170568943,0.0
281,0.4999432658346856,0.0
282,0.49993334755252217,0.0
283,0.49999270005499286,0.0
284,0.5001114997674433,0.0
285,0.49998830327274424,0.0
286,0.4998936676557263,0.0
287,0.5001264569648883,0.0
288,0.4999671828373872,0.0
289,0.49994200669544625,0.0
290,0.5000628650262052,0.0
291,0.5000253072360177,0.0
292,0.499992750436182,0.0
293,0.4998971900573974,0.0
294,0.4999582859801959,0.0
295,0.4999967789731366,0.0
296,0.4998431551817901,0.0
297,0.5000407954816738,0.0
298,0.5000370718815544,0.0
299,0.500047965574422,0.0
