run,event_index,weak_label,weak_label_name,group,match_cell,b2_amplitude_adc,total_charge_adc_samples,event_fraction
48,24831,0,terminal_b2_like,sample_i_analysis,sample_i_analysis|a1|q1|e4,2768.5,20891.0,0.7830159
42,19303,0,terminal_b2_like,sample_i_calib,sample_i_calib|a0|q0|e3,2624.0,12807.0,0.56821996
32,29648,1,penetrating_like,sample_i_calib,sample_i_calib|a1|q1|e4,3312.5,26261.5,0.7073025
42,9206,1,penetrating_like,sample_i_calib,sample_i_calib|a0|q0|e1,2461.0,15960.0,0.27099586
61,8959,0,terminal_b2_like,sample_ii_analysis,sample_ii_analysis|a0|q0|e1,2365.5,16407.5,0.24525048
64,11078,0,terminal_b2_like,sample_ii_calib,sample_ii_calib|a0|q0|e1,1471.5,6583.0,0.3082188
53,1114,0,terminal_b2_like,sample_i_analysis,sample_i_analysis|a2|q2|e0,4014.5,36290.0,0.028124921
50,7098,0,terminal_b2_like,sample_i_analysis,sample_i_analysis|a1|q1|e0,2904.5,22165.5,0.1584269
62,9696,0,terminal_b2_like,sample_ii_analysis,sample_ii_analysis|a1|q1|e1,3392.5,28370.0,0.25801644
62,20736,1,penetrating_like,sample_ii_analysis,sample_ii_analysis|a1|q1|e3,2867.5,21648.5,0.55179757
49,13114,1,penetrating_like,sample_i_analysis,sample_i_analysis|a0|q0|e2,2411.5,17369.5,0.4053411
61,2506,0,terminal_b2_like,sample_ii_analysis,sample_ii_analysis|a0|q0|e0,1656.0,6910.5,0.06860115
60,30920,0,terminal_b2_like,sample_ii_analysis,sample_ii_analysis|a1|q0|e5,2692.0,17738.0,0.85734093
63,5834,1,penetrating_like,sample_ii_analysis,sample_ii_analysis|a0|q0|e0,2072.0,16737.0,0.1575607
56,49885,1,penetrating_like,sample_i_analysis,sample_i_analysis|a0|q0|e5,2343.0,15024.5,0.96262205
55,540,1,penetrating_like,sample_i_analysis,sample_i_analysis|a2|q2|e0,3789.0,34309.0,0.022118457
54,31369,0,terminal_b2_like,sample_i_analysis,sample_i_analysis|a0|q0|e5,2036.5,14030.0,0.8384743
58,5356,0,terminal_b2_like,sample_ii_analysis,sample_ii_analysis|a0|q0|e0,2504.0,10612.5,0.15688802
60,28362,1,penetrating_like,sample_ii_analysis,sample_ii_analysis|a0|q0|e4,2432.5,15818.0,0.78641343
64,20481,1,penetrating_like,sample_ii_calib,sample_ii_calib|a1|q1|e3,3304.0,24615.0,0.5698347
51,3031,0,terminal_b2_like,sample_i_analysis,sample_i_analysis|a0|q0|e0,2079.5,14998.0,0.147372
42,29582,1,penetrating_like,sample_i_calib,sample_i_calib|a0|q0|e5,2267.0,12961.0,0.87080157
32,29472,0,terminal_b2_like,sample_i_calib,sample_i_calib|a1|q1|e4,3312.5,25563.5,0.7031038
49,5414,1,penetrating_like,sample_i_analysis,sample_i_analysis|a0|q0|e1,2384.0,8672.0,0.16734152
41,22569,1,penetrating_like,sample_i_calib,sample_i_calib|a0|q0|e3,1914.0,13087.0,0.66389173
62,7764,0,terminal_b2_like,sample_ii_analysis,sample_ii_analysis|a0|q0|e1,1886.0,11260.5,0.20660475
37,35082,1,penetrating_like,sample_i_calib,sample_i_calib|a1|q1|e4,3282.0,28281.5,0.69452804
57,12799,0,terminal_b2_like,sample_i_analysis,sample_i_analysis|a1|q1|e2,3481.0,28243.0,0.4091621
63,34993,1,penetrating_like,sample_ii_analysis,sample_ii_analysis|a0|q0|e5,2086.5,10968.0,0.9450671
49,12916,0,terminal_b2_like,sample_i_analysis,sample_i_analysis|a0|q0|e2,2489.5,17705.5,0.3992211
60,2285,0,terminal_b2_like,sample_ii_analysis,sample_ii_analysis|a1|q1|e0,2850.0,20248.0,0.06335782
42,28878,1,penetrating_like,sample_i_calib,sample_i_calib|a0|q0|e5,1686.0,7880.5,0.850078
37,9237,0,terminal_b2_like,sample_i_calib,sample_i_calib|a0|q0|e1,1220.5,8928.5,0.18286744
36,4412,0,terminal_b2_like,sample_i_calib,sample_i_calib|a0|q0|e1,2228.5,16037.5,0.20276667
57,4351,1,penetrating_like,sample_i_analysis,sample_i_analysis|a7|q7|e0,8896.0,66555.0,0.13909402
31,37263,0,terminal_b2_like,sample_i_calib,sample_i_calib|a0|q0|e5,2530.5,18577.0,0.93183124
59,36049,0,terminal_b2_like,sample_ii_analysis,sample_ii_analysis|a1|q1|e5,3393.5,30082.0,0.8521819
61,14822,1,penetrating_like,sample_ii_analysis,sample_ii_analysis|a0|q0|e2,2671.5,16444.5,0.4057487
60,27256,0,terminal_b2_like,sample_ii_analysis,sample_ii_analysis|a1|q1|e4,2875.5,22125.0,0.75574654
59,28728,0,terminal_b2_like,sample_ii_analysis,sample_ii_analysis|a1|q1|e4,3196.5,26635.0,0.67911685
32,37359,1,penetrating_like,sample_i_calib,sample_i_calib|a0|q0|e5,1908.0,8816.5,0.8912613
56,33920,0,terminal_b2_like,sample_i_analysis,sample_i_analysis|a1|q1|e3,2884.0,20929.0,0.6545483
62,24379,0,terminal_b2_like,sample_ii_analysis,sample_ii_analysis|a1|q1|e3,3632.5,31309.0,0.64874
45,2996,1,penetrating_like,sample_i_analysis,sample_i_analysis|a5|q6|e0,7318.0,61719.5,0.06218477
49,18454,1,penetrating_like,sample_i_analysis,sample_i_analysis|a0|q0|e3,1181.0,8153.0,0.57039535
55,455,0,terminal_b2_like,sample_i_analysis,sample_i_analysis|a2|q2|e0,3760.0,34320.5,0.018636847
64,20267,0,terminal_b2_like,sample_ii_calib,sample_ii_calib|a1|q1|e3,3276.5,24030.5,0.5638807
58,1225,1,penetrating_like,sample_ii_analysis,sample_ii_analysis|a1|q1|e0,3333.0,29692.0,0.035882715
62,24225,1,penetrating_like,sample_ii_analysis,sample_ii_analysis|a1|q1|e3,3685.0,31295.0,0.64464194
50,7159,1,penetrating_like,sample_i_analysis,sample_i_analysis|a1|q1|e0,2857.5,21317.5,0.1597884
49,17515,0,terminal_b2_like,sample_i_analysis,sample_i_analysis|a0|q0|e3,2284.5,16546.5,0.54137176
60,24298,1,penetrating_like,sample_ii_analysis,sample_ii_analysis|a1|q1|e4,3209.0,23958.5,0.673728
62,18498,0,terminal_b2_like,sample_ii_analysis,sample_ii_analysis|a1|q1|e2,2796.0,21712.0,0.49224302
59,35355,1,penetrating_like,sample_ii_analysis,sample_ii_analysis|a1|q1|e5,3391.0,30181.5,0.8357761
65,1561,1,penetrating_like,sample_ii_analysis,sample_ii_analysis|a0|q0|e0,2167.5,16213.0,0.04062988
61,14899,0,terminal_b2_like,sample_ii_analysis,sample_ii_analysis|a0|q0|e2,2603.0,17414.5,0.40785655
57,12956,1,penetrating_like,sample_i_analysis,sample_i_analysis|a1|q1|e2,3461.5,27273.0,0.41418114
61,35286,0,terminal_b2_like,sample_ii_analysis,sample_ii_analysis|a0|q0|e5,2541.5,18503.0,0.9659458
61,14233,0,terminal_b2_like,sample_ii_analysis,sample_ii_analysis|a1|q1|e2,3448.5,30021.0,0.38962495
64,11113,1,penetrating_like,sample_ii_calib,sample_ii_calib|a0|q0|e1,1576.0,6452.5,0.3091926
65,3677,0,terminal_b2_like,sample_ii_analysis,sample_ii_analysis|a0|q0|e0,2170.5,17097.5,0.09570536
63,23701,1,penetrating_like,sample_ii_analysis,sample_ii_analysis|a0|q0|e3,2273.5,19387.5,0.6401005
55,510,0,terminal_b2_like,sample_i_analysis,sample_i_analysis|a0|q0|e0,1237.0,7171.0,0.020889653
60,20317,1,penetrating_like,sample_ii_analysis,sample_ii_analysis|a0|q0|e3,1509.0,6175.0,0.56334394
62,18182,1,penetrating_like,sample_ii_analysis,sample_ii_analysis|a1|q1|e2,2720.0,21769.5,0.48383406
49,27148,1,penetrating_like,sample_i_analysis,sample_i_analysis|a0|q0|e5,1418.0,15053.0,0.8391185
35,207,1,penetrating_like,sample_i_calib,sample_i_calib|a0|q0|e0,1798.5,11158.0,0.007450599
60,10130,1,penetrating_like,sample_ii_analysis,sample_ii_analysis|a0|q0|e1,1820.5,10587.0,0.28088173
55,22746,1,penetrating_like,sample_i_analysis,sample_i_analysis|a2|q2|e5,4634.5,42106.0,0.93167853
56,25800,0,terminal_b2_like,sample_i_analysis,sample_i_analysis|a0|q0|e2,2575.0,19066.0,0.49785805
45,3163,0,terminal_b2_like,sample_i_analysis,sample_i_analysis|a5|q6|e0,7322.0,61806.0,0.06565101
58,29788,1,penetrating_like,sample_ii_analysis,sample_ii_analysis|a1|q1|e5,2926.0,23016.5,0.8725504
57,23428,0,terminal_b2_like,sample_i_analysis,sample_i_analysis|a0|q0|e4,1835.0,13556.5,0.74895304
53,1049,1,penetrating_like,sample_i_analysis,sample_i_analysis|a2|q2|e0,4073.5,35657.0,0.02648388
55,705,1,penetrating_like,sample_i_analysis,sample_i_analysis|a0|q0|e0,1187.0,7761.0,0.028876875
59,152,0,terminal_b2_like,sample_ii_analysis,sample_ii_analysis|a0|q0|e0,1926.5,7684.5,0.0035932108
60,13539,0,terminal_b2_like,sample_ii_analysis,sample_ii_analysis|a0|q0|e2,1249.0,8450.0,0.37540552
59,23751,0,terminal_b2_like,sample_ii_analysis,sample_ii_analysis|a1|q1|e3,3120.0,22566.5,0.5614628
39,4188,1,penetrating_like,sample_i_calib,sample_i_calib|a0|q0|e0,1248.0,8415.0,0.13814488
62,8223,1,penetrating_like,sample_ii_analysis,sample_ii_analysis|a0|q0|e1,1942.0,11484.0,0.21881902
41,22284,0,terminal_b2_like,sample_i_calib,sample_i_calib|a0|q0|e3,1923.5,14251.0,0.65550816
39,4791,0,terminal_b2_like,sample_i_calib,sample_i_calib|a1|q1|e0,3388.0,26670.0,0.15803537
61,2073,0,terminal_b2_like,sample_ii_analysis,sample_ii_analysis|a0|q0|e0,2354.0,9734.0,0.05674788
32,22304,0,terminal_b2_like,sample_i_calib,sample_i_calib|a6|q6|e3,7908.5,62473.0,0.5320991
42,16434,0,terminal_b2_like,sample_i_calib,sample_i_calib|a2|q2|e2,4831.5,41415.0,0.48376557
42,33474,0,terminal_b2_like,sample_i_calib,sample_i_calib|a0|q0|e5,2195.0,13557.5,0.98536986
40,12975,0,terminal_b2_like,sample_i_calib,sample_i_calib|a1|q0|e2,2958.5,17001.5,0.39787188
58,5746,0,terminal_b2_like,sample_ii_analysis,sample_ii_analysis|a0|q0|e1,2352.0,17735.0,0.1683119
60,4281,0,terminal_b2_like,sample_ii_analysis,sample_ii_analysis|a1|q0|e0,2793.5,19722.5,0.118702345
48,30346,1,penetrating_like,sample_i_analysis,sample_i_analysis|a4|q4|e5,6033.5,56307.0,0.9569248
62,17198,0,terminal_b2_like,sample_ii_analysis,sample_ii_analysis|a0|q0|e2,1438.5,7798.5,0.45764923
54,29384,0,terminal_b2_like,sample_i_analysis,sample_i_analysis|a1|q1|e4,3573.0,31345.5,0.7854164
42,16622,1,penetrating_like,sample_i_calib,sample_i_calib|a2|q2|e2,4862.0,42252.0,0.48929968
62,15064,0,terminal_b2_like,sample_ii_analysis,sample_ii_analysis|a0|q1|e2,2637.0,20015.5,0.4008622
61,22367,1,penetrating_like,sample_ii_analysis,sample_ii_analysis|a1|q1|e3,2925.0,21005.0,0.6122913
59,39722,1,penetrating_like,sample_ii_analysis,sample_ii_analysis|a0|q0|e5,2310.0,7398.5,0.93900996
41,15759,0,terminal_b2_like,sample_i_calib,sample_i_calib|a1|q1|e2,2824.0,20498.0,0.46356818
64,4541,0,terminal_b2_like,sample_ii_calib,sample_ii_calib|a1|q1|e0,3234.0,24864.0,0.12634245
34,24060,0,terminal_b2_like,sample_i_calib,sample_i_calib|a6|q7|e3,7575.5,64698.0,0.60506994
39,4738,1,penetrating_like,sample_i_calib,sample_i_calib|a1|q1|e0,3406.5,26855.5,0.1562871
34,35677,1,penetrating_like,sample_i_calib,sample_i_calib|a0|q0|e5,1802.0,11965.5,0.8972186
57,21568,0,terminal_b2_like,sample_i_analysis,sample_i_analysis|a1|q0|e4,3299.5,15660.0,0.68949205
37,10683,0,terminal_b2_like,sample_i_calib,sample_i_calib|a0|q0|e1,1873.0,11313.5,0.2114943
61,2304,1,penetrating_like,sample_ii_analysis,sample_ii_analysis|a0|q0|e0,2362.0,9535.0,0.063071445
64,21869,1,penetrating_like,sample_ii_calib,sample_ii_calib|a1|q1|e3,2887.0,22540.5,0.6084525
61,29201,1,penetrating_like,sample_ii_analysis,sample_ii_analysis|a1|q1|e4,2711.0,20436.0,0.7993704
50,44189,1,penetrating_like,sample_i_analysis,sample_i_analysis|a1|q1|e5,3135.5,23068.0,0.9862956
36,4391,1,penetrating_like,sample_i_calib,sample_i_calib|a0|q0|e1,2267.0,15385.5,0.20180155
64,4352,1,penetrating_like,sample_ii_calib,sample_ii_calib|a1|q1|e0,3260.5,25132.0,0.12108397
50,29048,1,penetrating_like,sample_i_analysis,sample_i_analysis|a0|q0|e3,1861.5,15943.5,0.64834946
63,35073,0,terminal_b2_like,sample_ii_analysis,sample_ii_analysis|a0|q0|e5,1948.0,11440.0,0.9472277
61,27307,0,terminal_b2_like,sample_ii_analysis,sample_ii_analysis|a1|q1|e4,2762.0,20914.0,0.7475226
41,18538,1,penetrating_like,sample_i_calib,sample_i_calib|a0|q0|e3,1435.0,13122.0,0.5453155
57,23609,1,penetrating_like,sample_i_analysis,sample_i_analysis|a0|q0|e4,1854.5,12625.0,0.7547393
58,30021,0,terminal_b2_like,sample_ii_analysis,sample_ii_analysis|a1|q1|e5,2938.5,23036.0,0.8793755
60,28176,0,terminal_b2_like,sample_ii_analysis,sample_ii_analysis|a0|q0|e4,2381.0,17230.5,0.7812561
61,8963,1,penetrating_like,sample_ii_analysis,sample_ii_analysis|a0|q0|e1,2302.0,18301.0,0.24535997
60,15095,1,penetrating_like,sample_ii_analysis,sample_ii_analysis|a1|q0|e2,2722.0,18034.5,0.41854984
65,1419,0,terminal_b2_like,sample_ii_analysis,sample_ii_analysis|a0|q0|e0,2172.0,16319.5,0.036933888
65,3647,1,penetrating_like,sample_ii_analysis,sample_ii_analysis|a0|q0|e0,2176.5,18496.0,0.09492452
58,1251,0,terminal_b2_like,sample_ii_analysis,sample_ii_analysis|a1|q1|e0,3367.5,28755.5,0.036644306
48,24864,1,penetrating_like,sample_i_analysis,sample_i_analysis|a1|q1|e4,2820.0,20277.5,0.7840565
34,23914,1,penetrating_like,sample_i_calib,sample_i_calib|a6|q7|e3,7545.0,65284.5,0.6013982
32,22167,1,penetrating_like,sample_i_calib,sample_i_calib|a6|q6|e3,7953.5,62660.0,0.52883077
32,33707,0,terminal_b2_like,sample_i_calib,sample_i_calib|a7|q7|e4,8506.5,74878.0,0.80413675
64,19750,1,penetrating_like,sample_ii_calib,sample_ii_calib|a0|q0|e3,1778.5,9262.0,0.5494964
56,20976,0,terminal_b2_like,sample_i_analysis,sample_i_analysis|a0|q0|e2,2657.5,18880.0,0.40477017
41,27707,0,terminal_b2_like,sample_i_calib,sample_i_calib|a1|q1|e4,3517.5,32073.0,0.81503165
59,29087,1,penetrating_like,sample_ii_analysis,sample_ii_analysis|a1|q1|e4,3193.0,27014.0,0.6876034
37,24273,1,penetrating_like,sample_i_calib,sample_i_calib|a0|q0|e2,1960.0,13061.5,0.4805393
63,23844,0,terminal_b2_like,sample_ii_analysis,sample_ii_analysis|a0|q0|e3,2308.0,17786.0,0.6439625
32,33822,1,penetrating_like,sample_i_calib,sample_i_calib|a7|q7|e4,8589.0,74957.0,0.80688024
62,17406,1,penetrating_like,sample_ii_analysis,sample_ii_analysis|a0|q0|e2,1567.0,10458.5,0.46318424
59,24310,1,penetrating_like,sample_ii_analysis,sample_ii_analysis|a1|q1|e3,3089.5,22612.0,0.57467735
37,9332,1,penetrating_like,sample_i_calib,sample_i_calib|a0|q0|e1,1245.0,8280.0,0.18474817
40,31494,0,terminal_b2_like,sample_i_calib,sample_i_calib|a0|q0|e5,1811.0,12952.5,0.9657478
61,29144,1,penetrating_like,sample_ii_analysis,sample_ii_analysis|a1|q1|e4,3727.5,30065.0,0.79781
59,282,1,penetrating_like,sample_ii_analysis,sample_ii_analysis|a0|q0|e0,1878.5,8337.0,0.0066663516
50,28762,0,terminal_b2_like,sample_i_analysis,sample_i_analysis|a0|q0|e3,1968.5,15106.0,0.6419659
37,35076,0,terminal_b2_like,sample_i_calib,sample_i_calib|a1|q1|e4,3286.0,27767.0,0.69440925
58,4507,1,penetrating_like,sample_ii_analysis,sample_ii_analysis|a1|q1|e0,3120.0,23121.0,0.1320191
35,27,0,terminal_b2_like,sample_i_calib,sample_i_calib|a0|q0|e0,1696.5,10526.0,0.0009718173
40,17178,1,penetrating_like,sample_i_calib,sample_i_calib|a0|q0|e3,2671.0,18070.0,0.5267548
34,35337,0,terminal_b2_like,sample_i_calib,sample_i_calib|a0|q0|e5,1785.0,12843.0,0.8886681
65,203,0,terminal_b2_like,sample_ii_analysis,sample_ii_analysis|a1|q0|e0,3071.0,18336.5,0.0052837064
58,14312,0,terminal_b2_like,sample_ii_analysis,sample_ii_analysis|a1|q1|e2,3090.0,23725.0,0.41922727
61,27491,1,penetrating_like,sample_ii_analysis,sample_ii_analysis|a1|q1|e4,2716.5,21020.5,0.75255954
40,16967,0,terminal_b2_like,sample_i_calib,sample_i_calib|a0|q0|e3,2587.0,19065.5,0.5202846
62,20487,0,terminal_b2_like,sample_ii_analysis,sample_ii_analysis|a1|q1|e3,2869.5,21537.5,0.5451715
61,9114,0,terminal_b2_like,sample_ii_analysis,sample_ii_analysis|a0|q0|e1,2070.5,9011.5,0.24949357
42,9145,0,terminal_b2_like,sample_i_calib,sample_i_calib|a0|q0|e1,2404.0,17301.0,0.2692002
57,21835,1,penetrating_like,sample_i_analysis,sample_i_analysis|a1|q0|e4,3373.0,15421.0,0.69802755
54,31246,1,penetrating_like,sample_i_analysis,sample_i_analysis|a0|q0|e5,2018.0,12925.0,0.8351866
60,3956,1,penetrating_like,sample_ii_analysis,sample_ii_analysis|a1|q0|e0,2796.0,18633.5,0.10969084
61,2340,1,penetrating_like,sample_ii_analysis,sample_ii_analysis|a0|q0|e0,1661.5,6613.5,0.06405694
61,16794,1,penetrating_like,sample_ii_analysis,sample_ii_analysis|a0|q1|e2,2419.0,20840.0,0.45973173
63,35612,0,terminal_b2_like,sample_ii_analysis,sample_ii_analysis|a0|q0|e5,2174.0,15841.0,0.96178466
60,10657,0,terminal_b2_like,sample_ii_analysis,sample_ii_analysis|a0|q0|e1,1631.0,12018.0,0.29549426
48,447,0,terminal_b2_like,sample_i_analysis,sample_i_analysis|a1|q1|e0,3291.0,25774.0,0.014095611
60,13514,1,penetrating_like,sample_ii_analysis,sample_ii_analysis|a0|q0|e2,1319.5,8451.0,0.37471232
57,8667,1,penetrating_like,sample_i_analysis,sample_i_analysis|a0|q0|e1,2239.0,12699.5,0.27706915
63,5694,0,terminal_b2_like,sample_ii_analysis,sample_ii_analysis|a0|q0|e0,2051.0,15515.0,0.15377967
51,16423,0,terminal_b2_like,sample_i_analysis,sample_i_analysis|a0|q0|e4,1486.5,9579.5,0.79851216
37,40638,1,penetrating_like,sample_i_calib,sample_i_calib|a0|q0|e4,2687.0,13810.5,0.8045217
55,23068,0,terminal_b2_like,sample_i_analysis,sample_i_analysis|a2|q2|e5,4626.0,42506.5,0.9448677
56,34402,1,penetrating_like,sample_i_analysis,sample_i_analysis|a1|q1|e3,2936.0,20636.5,0.66384935
49,18599,0,terminal_b2_like,sample_i_analysis,sample_i_analysis|a0|q0|e3,1186.0,8365.5,0.57487714
58,31753,0,terminal_b2_like,sample_ii_analysis,sample_ii_analysis|a0|q0|e5,1998.5,13807.0,0.93010926
49,17583,1,penetrating_like,sample_i_analysis,sample_i_analysis|a0|q0|e3,2238.0,16910.0,0.54347354
61,16483,0,terminal_b2_like,sample_ii_analysis,sample_ii_analysis|a0|q1|e2,2623.5,20341.5,0.4512182
49,22472,0,terminal_b2_like,sample_i_analysis,sample_i_analysis|a1|q1|e4,3522.0,31855.0,0.6945878
42,29754,0,terminal_b2_like,sample_i_calib,sample_i_calib|a0|q0|e5,2215.0,13745.0,0.8758647
60,26984,1,penetrating_like,sample_ii_analysis,sample_ii_analysis|a1|q1|e4,2859.0,22211.5,0.74820465
60,15016,0,terminal_b2_like,sample_ii_analysis,sample_ii_analysis|a1|q0|e2,2726.5,19697.5,0.41635936
48,595,1,penetrating_like,sample_i_analysis,sample_i_analysis|a1|q1|e0,3276.5,24594.0,0.018762613
40,31477,1,penetrating_like,sample_i_calib,sample_i_calib|a0|q0|e5,1714.5,14400.0,0.9652265
37,24132,0,terminal_b2_like,sample_i_calib,sample_i_calib|a0|q0|e2,1898.0,12469.0,0.47774786
58,5828,1,penetrating_like,sample_ii_analysis,sample_ii_analysis|a0|q0|e1,2192.0,17990.5,0.17071384
42,18952,1,penetrating_like,sample_i_calib,sample_i_calib|a0|q0|e3,2538.5,12380.0,0.5578876
60,35426,0,terminal_b2_like,sample_ii_analysis,sample_ii_analysis|a1|q1|e5,3248.0,25766.0,0.982282
60,15472,1,penetrating_like,sample_ii_analysis,sample_ii_analysis|a0|q0|e2,2670.0,16706.5,0.42900318
31,37491,1,penetrating_like,sample_i_calib,sample_i_calib|a0|q0|e5,2549.0,19537.5,0.93753284
49,22536,1,penetrating_like,sample_i_analysis,sample_i_analysis|a1|q1|e4,3470.0,32152.0,0.696566
37,10860,1,penetrating_like,sample_i_calib,sample_i_calib|a0|q0|e1,1783.5,9977.5,0.21499841
36,3414,0,terminal_b2_like,sample_i_calib,sample_i_calib|a0|q0|e0,1328.5,10485.5,0.1569006
60,24575,0,terminal_b2_like,sample_ii_analysis,sample_ii_analysis|a1|q1|e4,3176.5,24800.0,0.6814086
48,30156,0,terminal_b2_like,sample_i_analysis,sample_i_analysis|a4|q4|e5,5992.0,56094.5,0.9509334
64,34287,1,penetrating_like,sample_ii_calib,sample_ii_calib|a1|q1|e5,3369.5,31249.0,0.95395356
61,9099,1,penetrating_like,sample_ii_analysis,sample_ii_analysis|a0|q0|e1,1986.0,8482.0,0.24908295
62,8476,1,penetrating_like,sample_ii_analysis,sample_ii_analysis|a1|q1|e1,3041.5,21953.5,0.2255515
35,1663,0,terminal_b2_like,sample_i_calib,sample_i_calib|a0|q0|e0,1506.5,10749.0,0.059856746
