axis,value,method,n,energy_bias_frac,energy_sigma68_frac,time_sigma68_ns,pid_balanced_accuracy,pileup_miss_rate,false_split_rate
hardware_saturation_label,hardware_unsaturated,joint_sequence_transformer,404,-0.03701872065595821,0.17743466997846746,9.047015611782749,0.5161370161370161,0.25555555555555554,0.23214285714285715
hardware_saturation_label,hardware_unsaturated,mlp,404,-0.08216709967600272,0.14622834526544898,10.304210170131288,0.8202405702405703,0.37222222222222223,0.18303571428571427
hardware_saturation_label,hardware_unsaturated,ridge,404,-0.03532421950778183,0.13884142648288827,7.2460261744441,0.7843035343035343,0.31666666666666665,0.1875
hardware_saturation_label,hardware_unsaturated,template_residual_boosted_stack_new,404,-0.015025148849920865,0.14443690273811385,5.241056635358874,0.8756806256806257,0.2777777777777778,0.15625
pid_boundary_label,near_boundary,1d_cnn,256,-0.0696428491453081,0.12527278017154328,9.644123488345869,0.6953710006807352,0.3282442748091603,0.24
pid_boundary_label,near_boundary,deltaE_over_E_likelihood_template,256,0.005914054265377883,0.09465424537367854,8.526226701199517,0.7653010706108051,0.6106870229007634,0.08
pid_boundary_label,near_boundary,gradient_boosted_trees,256,-0.0027587897140566625,0.11215177682016714,5.742989325253476,0.8721146110526642,0.2900763358778626,0.2
pid_boundary_label,near_boundary,joint_sequence_transformer,256,0.003546446173338084,0.1431055669276476,9.686926094302084,0.6217897147100686,0.3282442748091603,0.264
pid_boundary_label,near_boundary,mlp,256,-0.049663785912332815,0.16880930360744545,9.667190173778689,0.765796150751903,0.35877862595419846,0.248
pid_boundary_label,near_boundary,ridge,256,0.0012664710576866583,0.1078064114876667,8.340299821841361,0.6900179466551148,0.3053435114503817,0.264
pid_boundary_label,near_boundary,template_residual_boosted_stack_new,256,-0.0018866904566975028,0.11321829029562339,5.59970206732333,0.8816758462776162,0.2748091603053435,0.216
pid_boundary_label,off_boundary,1d_cnn,384,-0.07163848876953124,0.1351423750238255,9.464839273432414,0.8295206821380281,0.37037037037037035,0.1641025641025641
pid_boundary_label,off_boundary,deltaE_over_E_likelihood_template,384,-0.017070297660105437,0.14582313498111127,9.305087120428844,0.8401170010209995,0.6772486772486772,0.11794871794871795
pid_boundary_label,off_boundary,gradient_boosted_trees,384,-0.02288904862646805,0.11416785669554676,6.157233193028517,0.8645382046965976,0.30158730158730157,0.19487179487179487
pid_boundary_label,off_boundary,joint_sequence_transformer,384,-0.0035052731344881625,0.1397415806096067,9.084332286757913,0.4446314743784321,0.32275132275132273,0.2205128205128205
pid_boundary_label,off_boundary,mlp,384,-0.056136386265749426,0.16336280116558996,10.116616520363149,0.8442561880846602,0.3862433862433862,0.2
pid_boundary_label,off_boundary,ridge,384,-0.006507608784966351,0.11123226883673784,6.990603017289725,0.8428764590634399,0.30687830687830686,0.1794871794871795
pid_boundary_label,off_boundary,template_residual_boosted_stack_new,384,-0.017012793406966393,0.11525029676601088,5.615072987036808,0.8532520213030161,0.2804232804232804,0.2
pid_boundary_truth,deuteron_like,1d_cnn,310,-0.06377403259277344,0.12941645146279082,7.3988351129049725,0.6870967741935484,0.3082191780821918,0.21341463414634146
pid_boundary_truth,deuteron_like,deltaE_over_E_likelihood_template,310,-0.000562756126754215,0.11326239653547152,8.030463920133254,0.7580645161290323,0.5958904109589042,0.10365853658536585
pid_boundary_truth,deuteron_like,gradient_boosted_trees,310,-0.019764060923027956,0.10233648865722905,5.637202469127834,0.9161290322580645,0.2602739726027397,0.20121951219512196
pid_boundary_truth,deuteron_like,joint_sequence_transformer,310,0.012435697144608753,0.14603602129144042,8.256839241241263,0.38387096774193546,0.3082191780821918,0.23780487804878048
pid_boundary_truth,deuteron_like,mlp,310,-0.07057938233570038,0.1535843257796645,9.642499380396362,0.8064516129032258,0.3150684931506849,0.23780487804878048
pid_boundary_truth,deuteron_like,ridge,310,-0.002491552298029264,0.10405148151927587,6.627578652002383,0.7096774193548387,0.2671232876712329,0.22560975609756098
pid_boundary_truth,deuteron_like,template_residual_boosted_stack_new,310,-0.004649177264627814,0.10524707215334486,5.37304922815168,0.9193548387096774,0.23972602739726026,0.22560975609756098
pid_boundary_truth,proton_like,1d_cnn,330,-0.07675878320212734,0.14594692151807634,10.113118223733743,0.8303030303030303,0.39080459770114945,0.17307692307692307
pid_boundary_truth,proton_like,deltaE_over_E_likelihood_template,330,-0.020028202447920813,0.13130704433368365,9.443241189877623,0.8363636363636363,0.6954022988505747,0.10256410256410256
pid_boundary_truth,proton_like,gradient_boosted_trees,330,-0.006520202244294136,0.12195144920782047,6.426623617896272,0.8212121212121212,0.3275862068965517,0.19230769230769232
pid_boundary_truth,proton_like,joint_sequence_transformer,330,-0.009520484696597564,0.1390378594934706,10.734072502989704,0.6484848484848484,0.3390804597701149,0.23717948717948717
pid_boundary_truth,proton_like,mlp,330,-0.03621295430619013,0.16997873608711375,10.594684206734645,0.796969696969697,0.42528735632183906,0.1987179487179487
pid_boundary_truth,proton_like,ridge,330,-0.005932649658751494,0.12704669866768287,7.938348921538321,0.8181818181818182,0.3390804597701149,0.1987179487179487
pid_boundary_truth,proton_like,template_residual_boosted_stack_new,330,-0.013445419482329454,0.1262500755146917,5.674536677570545,0.8151515151515152,0.3103448275862069,0.1858974358974359
