method,run,group,n_events,coverage,accepted_secondary_fraction_mean,accepted_secondary_contribution,bad_proxy_contribution,mean_probability
cnn_1d_dual_head,49,high_20nA,720,0.05,0.42976608872413635,0.021488305181264877,0.001388888888888889,0.28298649191856384
consensus_abstention_ensemble,49,high_20nA,720,0.06944444444444445,0.17525123161577716,0.012170224417762299,0.0,0.2188183077332838
traditional_template_fit,50,high_20nA,672,0.37648809523809523,0.524711917441379,0.19754779034623346,0.001488095238095238,0.3643750692435506
ridge_linear,50,high_20nA,672,0.05952380952380952,0.5016638025694823,0.02986094062913585,0.001488095238095238,0.23179803590374315
gradient_boosted_trees,50,high_20nA,672,1.0,0.08518631233647078,0.08518631233647078,0.01636904761904762,0.23883150373967416
mlp,50,high_20nA,672,0.9300595238095238,0.08143293202318143,0.07573747397989343,0.01488095238095238,0.11137778473190307
cnn_1d_dual_head,50,high_20nA,672,0.001488095238095238,0.3255171477794647,0.00048440051614306867,0.0,0.35235080122947693
consensus_abstention_ensemble,50,high_20nA,672,0.05803571428571429,0.10274596948052543,0.005962935728780493,0.001488095238095238,0.23418669630831734
traditional_template_fit,51,high_20nA,660,0.4303030303030303,0.5374083010289118,0.23124842044274385,0.007575757575757576,0.4200589526881426
ridge_linear,51,high_20nA,660,0.021212121212121213,0.5892043083675208,0.012498273207795894,0.0015151515151515152,0.22663778029688542
gradient_boosted_trees,51,high_20nA,660,1.0,0.08843580653367517,0.08843580653367517,0.025757575757575757,0.2635852756339297
mlp,51,high_20nA,660,0.9621212121212122,0.1369535461671425,0.13176591184262954,0.025757575757575757,0.20668275590619886
cnn_1d_dual_head,51,high_20nA,660,0.09242424242424242,0.3433859646320343,0.03173719346523285,0.0015151515151515152,0.2657591998577118
consensus_abstention_ensemble,51,high_20nA,660,0.05606060606060606,0.1795536993342929,0.0100658892051043,0.004545454545454545,0.24534241333491566
traditional_template_fit,52,high_20nA,525,0.4247619047619048,0.5292421298794027,0.22480189516782248,0.0019047619047619048,0.4132993683740982
ridge_linear,52,high_20nA,525,0.02666666666666667,0.4824552072968409,0.012865472194582422,0.0,0.22761894916328787
gradient_boosted_trees,52,high_20nA,525,1.0,0.09136947599303967,0.09136947599303967,0.02095238095238095,0.265080680456756
mlp,52,high_20nA,525,0.940952380952381,0.1180937030379952,0.111120551049085,0.02095238095238095,0.13940215986852147
cnn_1d_dual_head,52,high_20nA,525,0.0,,0.0,0.0,0.2874700129032135
consensus_abstention_ensemble,52,high_20nA,525,0.06285714285714286,0.14652337767249307,0.009210040882270993,0.0,0.23065094606416991
traditional_template_fit,53,high_20nA,636,0.43553459119496857,0.5191114264449537,0.22609098290133994,0.0047169811320754715,0.42147557564622923
ridge_linear,53,high_20nA,636,0.03773584905660377,0.4619004151105881,0.017430204343795778,0.0,0.23162652349819823
gradient_boosted_trees,53,high_20nA,636,1.0,0.09418664080582921,0.09418664080582921,0.026729559748427674,0.2611595483734208
mlp,53,high_20nA,636,0.9858490566037735,0.10879107903091016,0.10725158262952936,0.026729559748427674,0.13895730169660445
cnn_1d_dual_head,53,high_20nA,636,0.0031446540880503146,0.3749135136604309,0.0011789733543992043,0.0,0.32326290011405945
consensus_abstention_ensemble,53,high_20nA,636,0.06289308176100629,0.16859557335127906,0.010603495179325725,0.0,0.24112657931015233
traditional_template_fit,54,high_20nA,656,0.4253048780487805,0.5179819975042882,0.22030027028002502,0.006097560975609756,0.41362021429397383
ridge_linear,54,high_20nA,656,0.013719512195121951,0.4836477900301005,0.006635411753461744,0.0,0.21937614816868004
gradient_boosted_trees,54,high_20nA,656,1.0,0.08848605236229926,0.08848605236229926,0.018292682926829267,0.236570161302169
mlp,54,high_20nA,656,0.9817073170731707,0.10879377385256828,0.1068036438430701,0.018292682926829267,0.121422515855202
cnn_1d_dual_head,54,high_20nA,656,0.01676829268292683,0.25996002554893494,0.004359085578471422,0.001524390243902439,0.24514470994472504
consensus_abstention_ensemble,54,high_20nA,656,0.05030487804878049,0.17445638655973575,0.008776007250718414,0.001524390243902439,0.20104579426100555
traditional_template_fit,55,high_20nA,657,0.4231354642313546,0.5142797300079675,0.21760999230169706,0.0045662100456621,0.41327122940828986
ridge_linear,55,high_20nA,657,0.0395738203957382,0.3999699869884971,0.015828340428768538,0.0,0.23056952373911777
gradient_boosted_trees,55,high_20nA,657,1.0,0.09173970603281935,0.09173970603281935,0.0334855403348554,0.2711248275095014
mlp,55,high_20nA,657,0.9528158295281582,0.12286906594946208,0.1170715909959867,0.0334855403348554,0.11262447082579381
cnn_1d_dual_head,55,high_20nA,657,0.0091324200913242,0.19097693264484406,0.0017440816154703498,0.0,0.26904353499412537
consensus_abstention_ensemble,55,high_20nA,657,0.0578386605783866,0.1636674281324389,0.009466304823489615,0.0030441400304414,0.2175976051748699
traditional_template_fit,56,high_20nA,702,0.41025641025641024,0.5307496203120257,0.21774343397416435,0.0014245014245014246,0.40385643999830245
ridge_linear,56,high_20nA,702,0.021367521367521368,0.6900165261215575,0.014743942865845247,0.0,0.22227162520817684
gradient_boosted_trees,56,high_20nA,702,1.0,0.079060706029167,0.079060706029167,0.022792022792022793,0.2242141864068891
mlp,56,high_20nA,702,0.9145299145299145,0.08916492386159044,0.08154399019820664,0.022792022792022793,0.09844481513828092
cnn_1d_dual_head,56,high_20nA,702,0.0,,0.0,0.0,0.3445557653903961
consensus_abstention_ensemble,56,high_20nA,702,0.045584045584045586,0.18227115198557015,0.00830865650076673,0.0014245014245014246,0.22240492400468673
traditional_template_fit,57,high_20nA,720,0.44166666666666665,0.5356985911399497,0.2366002110868111,0.001388888888888889,0.4332577025055413
ridge_linear,57,high_20nA,720,0.05555555555555555,0.5095177088178053,0.02830653937876696,0.008333333333333333,0.2756106541976251
gradient_boosted_trees,57,high_20nA,720,1.0,0.0930367578765409,0.0930367578765409,0.027777777777777776,0.2737212681137637
mlp,57,high_20nA,720,0.9986111111111111,0.0692081213131229,0.06911199892241024,0.027777777777777776,0.17178600338828814
cnn_1d_dual_head,57,high_20nA,720,0.0,,0.0,0.0,0.23457621037960052
consensus_abstention_ensemble,57,high_20nA,720,0.06944444444444445,0.14940615056625645,0.010375427122656699,0.006944444444444444,0.22669449317754994
