policy,heldout_run,training_runs,stave,raw_clean_count,effective_template_count,template_source_stave,fallback_reason,min_downstream_templates,template_peak_sample,template_cfd20_sample,template_area
min_downstream_250,48,46 47,B4,32,5695,B2,below_min_250,250,5,2.4518511617726695,9.285341551822418
min_downstream_250,48,46 47,B6,24,5695,B2,below_min_250,250,5,2.4518511617726695,9.285341551822418
min_downstream_250,48,46 47,B8,15,5695,B2,below_min_250,250,5,2.4518511617726695,9.285341551822418
min_downstream_250,49,46 47,B2,5695,5695,B2,,250,5,2.4518511617726695,9.285341551822418
min_downstream_250,49,46 47,B4,32,5695,B2,below_min_250,250,5,2.4518511617726695,9.285341551822418
min_downstream_250,49,46 47,B6,24,5695,B2,below_min_250,250,5,2.4518511617726695,9.285341551822418
min_downstream_250,49,46 47,B8,15,5695,B2,below_min_250,250,5,2.4518511617726695,9.285341551822418
min_downstream_250,50,46 47,B2,5695,5695,B2,,250,5,2.4518511617726695,9.285341551822418
min_downstream_250,50,46 47,B4,32,5695,B2,below_min_250,250,5,2.4518511617726695,9.285341551822418
min_downstream_250,50,46 47,B6,24,5695,B2,below_min_250,250,5,2.4518511617726695,9.285341551822418
min_downstream_250,50,46 47,B8,15,5695,B2,below_min_250,250,5,2.4518511617726695,9.285341551822418
min_downstream_250,51,46 47,B2,5695,5695,B2,,250,5,2.4518511617726695,9.285341551822418
min_downstream_250,51,46 47,B4,32,5695,B2,below_min_250,250,5,2.4518511617726695,9.285341551822418
min_downstream_250,51,46 47,B6,24,5695,B2,below_min_250,250,5,2.4518511617726695,9.285341551822418
min_downstream_250,51,46 47,B8,15,5695,B2,below_min_250,250,5,2.4518511617726695,9.285341551822418
min_downstream_250,52,46 47,B2,5695,5695,B2,,250,5,2.4518511617726695,9.285341551822418
min_downstream_250,52,46 47,B4,32,5695,B2,below_min_250,250,5,2.4518511617726695,9.285341551822418
min_downstream_250,52,46 47,B6,24,5695,B2,below_min_250,250,5,2.4518511617726695,9.285341551822418
min_downstream_250,52,46 47,B8,15,5695,B2,below_min_250,250,5,2.4518511617726695,9.285341551822418
min_downstream_250,53,46 47,B2,5695,5695,B2,,250,5,2.4518511617726695,9.285341551822418
min_downstream_250,53,46 47,B4,32,5695,B2,below_min_250,250,5,2.4518511617726695,9.285341551822418
min_downstream_250,53,46 47,B6,24,5695,B2,below_min_250,250,5,2.4518511617726695,9.285341551822418
min_downstream_250,53,46 47,B8,15,5695,B2,below_min_250,250,5,2.4518511617726695,9.285341551822418
min_downstream_250,54,46 47,B2,5695,5695,B2,,250,5,2.4518511617726695,9.285341551822418
min_downstream_250,54,46 47,B4,32,5695,B2,below_min_250,250,5,2.4518511617726695,9.285341551822418
min_downstream_250,54,46 47,B6,24,5695,B2,below_min_250,250,5,2.4518511617726695,9.285341551822418
min_downstream_250,54,46 47,B8,15,5695,B2,below_min_250,250,5,2.4518511617726695,9.285341551822418
min_downstream_250,55,46 47,B2,5695,5695,B2,,250,5,2.4518511617726695,9.285341551822418
min_downstream_250,55,46 47,B4,32,5695,B2,below_min_250,250,5,2.4518511617726695,9.285341551822418
min_downstream_250,55,46 47,B6,24,5695,B2,below_min_250,250,5,2.4518511617726695,9.285341551822418
min_downstream_250,55,46 47,B8,15,5695,B2,below_min_250,250,5,2.4518511617726695,9.285341551822418
min_downstream_250,56,46 47,B2,5695,5695,B2,,250,5,2.4518511617726695,9.285341551822418
min_downstream_250,56,46 47,B4,32,5695,B2,below_min_250,250,5,2.4518511617726695,9.285341551822418
min_downstream_250,56,46 47,B6,24,5695,B2,below_min_250,250,5,2.4518511617726695,9.285341551822418
min_downstream_250,56,46 47,B8,15,5695,B2,below_min_250,250,5,2.4518511617726695,9.285341551822418
min_downstream_250,57,46 47,B2,5695,5695,B2,,250,5,2.4518511617726695,9.285341551822418
min_downstream_250,57,46 47,B4,32,5695,B2,below_min_250,250,5,2.4518511617726695,9.285341551822418
min_downstream_250,57,46 47,B6,24,5695,B2,below_min_250,250,5,2.4518511617726695,9.285341551822418
min_downstream_250,57,46 47,B8,15,5695,B2,below_min_250,250,5,2.4518511617726695,9.285341551822418
min_downstream_500,44,46 47,B2,5695,5695,B2,,500,5,2.4518511617726695,9.285341551822418
min_downstream_500,44,46 47,B4,32,5695,B2,below_min_500,500,5,2.4518511617726695,9.285341551822418
min_downstream_500,44,46 47,B6,24,5695,B2,below_min_500,500,5,2.4518511617726695,9.285341551822418
min_downstream_500,44,46 47,B8,15,5695,B2,below_min_500,500,5,2.4518511617726695,9.285341551822418
min_downstream_500,45,46 47,B2,5695,5695,B2,,500,5,2.4518511617726695,9.285341551822418
min_downstream_500,45,46 47,B4,32,5695,B2,below_min_500,500,5,2.4518511617726695,9.285341551822418
min_downstream_500,45,46 47,B6,24,5695,B2,below_min_500,500,5,2.4518511617726695,9.285341551822418
min_downstream_500,45,46 47,B8,15,5695,B2,below_min_500,500,5,2.4518511617726695,9.285341551822418
min_downstream_500,46,47,B2,5033,5033,B2,,500,5,2.4436731170520596,9.279246964274055
min_downstream_500,46,47,B4,31,5033,B2,below_min_500,500,5,2.4436731170520596,9.279246964274055
min_downstream_500,46,47,B6,22,5033,B2,below_min_500,500,5,2.4436731170520596,9.279246964274055
min_downstream_500,46,47,B8,14,5033,B2,below_min_500,500,5,2.4436731170520596,9.279246964274055
min_downstream_500,47,46,B2,662,662,B2,,500,5,2.5443686709392854,9.358264723578683
min_downstream_500,47,46,B4,1,662,B2,below_min_500,500,5,2.5443686709392854,9.358264723578683
min_downstream_500,47,46,B6,2,662,B2,below_min_500,500,5,2.5443686709392854,9.358264723578683
min_downstream_500,47,46,B8,1,662,B2,below_min_500,500,5,2.5443686709392854,9.358264723578683
min_downstream_500,48,46 47,B2,5695,5695,B2,,500,5,2.4518511617726695,9.285341551822418
min_downstream_500,48,46 47,B4,32,5695,B2,below_min_500,500,5,2.4518511617726695,9.285341551822418
min_downstream_500,48,46 47,B6,24,5695,B2,below_min_500,500,5,2.4518511617726695,9.285341551822418
min_downstream_500,48,46 47,B8,15,5695,B2,below_min_500,500,5,2.4518511617726695,9.285341551822418
min_downstream_500,49,46 47,B2,5695,5695,B2,,500,5,2.4518511617726695,9.285341551822418
min_downstream_500,49,46 47,B4,32,5695,B2,below_min_500,500,5,2.4518511617726695,9.285341551822418
min_downstream_500,49,46 47,B6,24,5695,B2,below_min_500,500,5,2.4518511617726695,9.285341551822418
min_downstream_500,49,46 47,B8,15,5695,B2,below_min_500,500,5,2.4518511617726695,9.285341551822418
min_downstream_500,50,46 47,B2,5695,5695,B2,,500,5,2.4518511617726695,9.285341551822418
min_downstream_500,50,46 47,B4,32,5695,B2,below_min_500,500,5,2.4518511617726695,9.285341551822418
min_downstream_500,50,46 47,B6,24,5695,B2,below_min_500,500,5,2.4518511617726695,9.285341551822418
min_downstream_500,50,46 47,B8,15,5695,B2,below_min_500,500,5,2.4518511617726695,9.285341551822418
min_downstream_500,51,46 47,B2,5695,5695,B2,,500,5,2.4518511617726695,9.285341551822418
min_downstream_500,51,46 47,B4,32,5695,B2,below_min_500,500,5,2.4518511617726695,9.285341551822418
min_downstream_500,51,46 47,B6,24,5695,B2,below_min_500,500,5,2.4518511617726695,9.285341551822418
min_downstream_500,51,46 47,B8,15,5695,B2,below_min_500,500,5,2.4518511617726695,9.285341551822418
min_downstream_500,52,46 47,B2,5695,5695,B2,,500,5,2.4518511617726695,9.285341551822418
min_downstream_500,52,46 47,B4,32,5695,B2,below_min_500,500,5,2.4518511617726695,9.285341551822418
min_downstream_500,52,46 47,B6,24,5695,B2,below_min_500,500,5,2.4518511617726695,9.285341551822418
min_downstream_500,52,46 47,B8,15,5695,B2,below_min_500,500,5,2.4518511617726695,9.285341551822418
min_downstream_500,53,46 47,B2,5695,5695,B2,,500,5,2.4518511617726695,9.285341551822418
min_downstream_500,53,46 47,B4,32,5695,B2,below_min_500,500,5,2.4518511617726695,9.285341551822418
min_downstream_500,53,46 47,B6,24,5695,B2,below_min_500,500,5,2.4518511617726695,9.285341551822418
min_downstream_500,53,46 47,B8,15,5695,B2,below_min_500,500,5,2.4518511617726695,9.285341551822418
min_downstream_500,54,46 47,B2,5695,5695,B2,,500,5,2.4518511617726695,9.285341551822418
min_downstream_500,54,46 47,B4,32,5695,B2,below_min_500,500,5,2.4518511617726695,9.285341551822418
min_downstream_500,54,46 47,B6,24,5695,B2,below_min_500,500,5,2.4518511617726695,9.285341551822418
min_downstream_500,54,46 47,B8,15,5695,B2,below_min_500,500,5,2.4518511617726695,9.285341551822418
min_downstream_500,55,46 47,B2,5695,5695,B2,,500,5,2.4518511617726695,9.285341551822418
min_downstream_500,55,46 47,B4,32,5695,B2,below_min_500,500,5,2.4518511617726695,9.285341551822418
min_downstream_500,55,46 47,B6,24,5695,B2,below_min_500,500,5,2.4518511617726695,9.285341551822418
min_downstream_500,55,46 47,B8,15,5695,B2,below_min_500,500,5,2.4518511617726695,9.285341551822418
min_downstream_500,56,46 47,B2,5695,5695,B2,,500,5,2.4518511617726695,9.285341551822418
min_downstream_500,56,46 47,B4,32,5695,B2,below_min_500,500,5,2.4518511617726695,9.285341551822418
min_downstream_500,56,46 47,B6,24,5695,B2,below_min_500,500,5,2.4518511617726695,9.285341551822418
min_downstream_500,56,46 47,B8,15,5695,B2,below_min_500,500,5,2.4518511617726695,9.285341551822418
min_downstream_500,57,46 47,B2,5695,5695,B2,,500,5,2.4518511617726695,9.285341551822418
min_downstream_500,57,46 47,B4,32,5695,B2,below_min_500,500,5,2.4518511617726695,9.285341551822418
min_downstream_500,57,46 47,B6,24,5695,B2,below_min_500,500,5,2.4518511617726695,9.285341551822418
min_downstream_500,57,46 47,B8,15,5695,B2,below_min_500,500,5,2.4518511617726695,9.285341551822418
min_downstream_1000,44,46 47,B2,5695,5695,B2,,1000,5,2.4518511617726695,9.285341551822418
min_downstream_1000,44,46 47,B4,32,5695,B2,below_min_1000,1000,5,2.4518511617726695,9.285341551822418
min_downstream_1000,44,46 47,B6,24,5695,B2,below_min_1000,1000,5,2.4518511617726695,9.285341551822418
min_downstream_1000,44,46 47,B8,15,5695,B2,below_min_1000,1000,5,2.4518511617726695,9.285341551822418
min_downstream_1000,45,46 47,B2,5695,5695,B2,,1000,5,2.4518511617726695,9.285341551822418
min_downstream_1000,45,46 47,B4,32,5695,B2,below_min_1000,1000,5,2.4518511617726695,9.285341551822418
min_downstream_1000,45,46 47,B6,24,5695,B2,below_min_1000,1000,5,2.4518511617726695,9.285341551822418
min_downstream_1000,45,46 47,B8,15,5695,B2,below_min_1000,1000,5,2.4518511617726695,9.285341551822418
min_downstream_1000,46,47,B2,5033,5033,B2,,1000,5,2.4436731170520596,9.279246964274055
min_downstream_1000,46,47,B4,31,5033,B2,below_min_1000,1000,5,2.4436731170520596,9.279246964274055
min_downstream_1000,46,47,B6,22,5033,B2,below_min_1000,1000,5,2.4436731170520596,9.279246964274055
min_downstream_1000,46,47,B8,14,5033,B2,below_min_1000,1000,5,2.4436731170520596,9.279246964274055
min_downstream_1000,47,46,B2,662,662,B2,,1000,5,2.5443686709392854,9.358264723578683
min_downstream_1000,47,46,B4,1,662,B2,below_min_1000,1000,5,2.5443686709392854,9.358264723578683
min_downstream_1000,47,46,B6,2,662,B2,below_min_1000,1000,5,2.5443686709392854,9.358264723578683
min_downstream_1000,47,46,B8,1,662,B2,below_min_1000,1000,5,2.5443686709392854,9.358264723578683
min_downstream_1000,48,46 47,B2,5695,5695,B2,,1000,5,2.4518511617726695,9.285341551822418
min_downstream_1000,48,46 47,B4,32,5695,B2,below_min_1000,1000,5,2.4518511617726695,9.285341551822418
min_downstream_1000,48,46 47,B6,24,5695,B2,below_min_1000,1000,5,2.4518511617726695,9.285341551822418
min_downstream_1000,48,46 47,B8,15,5695,B2,below_min_1000,1000,5,2.4518511617726695,9.285341551822418
min_downstream_1000,49,46 47,B2,5695,5695,B2,,1000,5,2.4518511617726695,9.285341551822418
min_downstream_1000,49,46 47,B4,32,5695,B2,below_min_1000,1000,5,2.4518511617726695,9.285341551822418
min_downstream_1000,49,46 47,B6,24,5695,B2,below_min_1000,1000,5,2.4518511617726695,9.285341551822418
min_downstream_1000,49,46 47,B8,15,5695,B2,below_min_1000,1000,5,2.4518511617726695,9.285341551822418
min_downstream_1000,50,46 47,B2,5695,5695,B2,,1000,5,2.4518511617726695,9.285341551822418
min_downstream_1000,50,46 47,B4,32,5695,B2,below_min_1000,1000,5,2.4518511617726695,9.285341551822418
min_downstream_1000,50,46 47,B6,24,5695,B2,below_min_1000,1000,5,2.4518511617726695,9.285341551822418
min_downstream_1000,50,46 47,B8,15,5695,B2,below_min_1000,1000,5,2.4518511617726695,9.285341551822418
min_downstream_1000,51,46 47,B2,5695,5695,B2,,1000,5,2.4518511617726695,9.285341551822418
min_downstream_1000,51,46 47,B4,32,5695,B2,below_min_1000,1000,5,2.4518511617726695,9.285341551822418
min_downstream_1000,51,46 47,B6,24,5695,B2,below_min_1000,1000,5,2.4518511617726695,9.285341551822418
min_downstream_1000,51,46 47,B8,15,5695,B2,below_min_1000,1000,5,2.4518511617726695,9.285341551822418
min_downstream_1000,52,46 47,B2,5695,5695,B2,,1000,5,2.4518511617726695,9.285341551822418
min_downstream_1000,52,46 47,B4,32,5695,B2,below_min_1000,1000,5,2.4518511617726695,9.285341551822418
min_downstream_1000,52,46 47,B6,24,5695,B2,below_min_1000,1000,5,2.4518511617726695,9.285341551822418
min_downstream_1000,52,46 47,B8,15,5695,B2,below_min_1000,1000,5,2.4518511617726695,9.285341551822418
min_downstream_1000,53,46 47,B2,5695,5695,B2,,1000,5,2.4518511617726695,9.285341551822418
min_downstream_1000,53,46 47,B4,32,5695,B2,below_min_1000,1000,5,2.4518511617726695,9.285341551822418
min_downstream_1000,53,46 47,B6,24,5695,B2,below_min_1000,1000,5,2.4518511617726695,9.285341551822418
min_downstream_1000,53,46 47,B8,15,5695,B2,below_min_1000,1000,5,2.4518511617726695,9.285341551822418
min_downstream_1000,54,46 47,B2,5695,5695,B2,,1000,5,2.4518511617726695,9.285341551822418
min_downstream_1000,54,46 47,B4,32,5695,B2,below_min_1000,1000,5,2.4518511617726695,9.285341551822418
min_downstream_1000,54,46 47,B6,24,5695,B2,below_min_1000,1000,5,2.4518511617726695,9.285341551822418
min_downstream_1000,54,46 47,B8,15,5695,B2,below_min_1000,1000,5,2.4518511617726695,9.285341551822418
min_downstream_1000,55,46 47,B2,5695,5695,B2,,1000,5,2.4518511617726695,9.285341551822418
min_downstream_1000,55,46 47,B4,32,5695,B2,below_min_1000,1000,5,2.4518511617726695,9.285341551822418
min_downstream_1000,55,46 47,B6,24,5695,B2,below_min_1000,1000,5,2.4518511617726695,9.285341551822418
min_downstream_1000,55,46 47,B8,15,5695,B2,below_min_1000,1000,5,2.4518511617726695,9.285341551822418
min_downstream_1000,56,46 47,B2,5695,5695,B2,,1000,5,2.4518511617726695,9.285341551822418
min_downstream_1000,56,46 47,B4,32,5695,B2,below_min_1000,1000,5,2.4518511617726695,9.285341551822418
