mode,family,method,sigma68_ns,ci_low,ci_high,n_runs,n_pair_residuals
b2_included,b2_containing,gradient_boosted_trees_shuffled,5.465292129977118,4.564299946616755,6.493973668027285,7,11322
b2_included,b2_containing,mlp,4.029089057809716,3.3745108511395765,4.755830998280558,7,11322
b2_included,b2_containing,mlp_shuffled,5.17605949251432,4.131877538745239,6.316711576089703,7,11322
b2_included,b2_containing,ridge,3.8085969634727213,2.7983050373618625,5.014868690174657,7,11322
b2_included,b2_containing,ridge_shuffled,4.855560057210957,3.9390479305902284,5.860581346207379,7,11322
b2_included,b2_containing,traditional,3.7746487487150366,2.6090851548675276,5.073210625679848,7,11322
b2_included,downstream_only,base,2.7872431198615786,2.692221954959575,2.887762014111048,7,11322
b2_included,downstream_only,cnn1d,2.07175370096331,2.0224183823289663,2.126836953338701,7,11322
b2_included,downstream_only,cnn1d_shuffled,2.846774326992823,2.7250534487324916,2.9704984524374587,7,11322
b2_included,downstream_only,event_token_attention,1.8255793769902031,1.8013268653514927,1.8573826569409033,7,11322
b2_included,downstream_only,event_token_attention_shuffled,2.823861143934424,2.742737646550912,2.910923060358274,7,11322
b2_included,downstream_only,gradient_boosted_trees,2.302434325378911,2.2140285565717237,2.394060793638815,7,11322
b2_included,downstream_only,gradient_boosted_trees_shuffled,4.2329106638381075,4.077220917862196,4.364616928484445,7,11322
b2_included,downstream_only,mlp,2.1559251838513345,2.030275176825506,2.3100174542647918,7,11322
b2_included,downstream_only,mlp_shuffled,3.906369132983356,3.743503730757665,4.0735436903182505,7,11322
b2_included,downstream_only,ridge,1.7530275816127467,1.6684917425799455,1.8541887528396404,7,11322
b2_included,downstream_only,ridge_shuffled,3.353820461071229,3.207447905553163,3.5068586419763603,7,11322
b2_included,downstream_only,traditional,1.9589300520231083,1.8270442720157334,2.1597487894412217,7,11322
