loss,alpha,loss_param,fold,sigma68_ns,n_pair_residuals,train_weight_mean,train_nonzero_weight_frac,heldout_run
huber,10.0,1.5,-1,1.6717376108306887,0,,,58
huber,10.0,2.0,0,2.1265123946162032,2997,0.9707765156017958,1.0,58
huber,10.0,2.0,1,1.4141629277988919,3534,0.9661789293991522,1.0,58
huber,10.0,2.0,2,1.484963781965784,4710,0.9647405100758699,1.0,58
huber,10.0,2.0,-1,1.6752130347936263,0,,,58
trimmed,10.0,0.01,0,2.1339096398759825,2997,0.989932071809801,0.989932071809801,58
trimmed,10.0,0.01,1,1.4217896056026034,3534,0.9898793304787855,0.9898793304787855,58
trimmed,10.0,0.01,2,1.4864379933010323,4710,0.9898943500229674,0.9898943500229674,58
trimmed,10.0,0.01,-1,1.6807124129265392,0,,,58
trimmed,10.0,0.03,0,2.1295777141399714,2997,0.9699175157690442,0.9699175157690442,58
trimmed,10.0,0.03,1,1.4226719780880717,3534,0.9698974957830544,0.9698974957830544,58
trimmed,10.0,0.03,2,1.4982833996505418,4710,0.969989281886388,0.969989281886388,58
trimmed,10.0,0.03,-1,1.683511030626195,0,,,58
trimmed,10.0,0.05,0,2.12371583108383,2997,0.9499029597282872,0.9499029597282872,58
trimmed,10.0,0.05,1,1.404192377627197,3534,0.9499156610873232,0.9499156610873232,58
trimmed,10.0,0.05,2,1.481539070768445,4710,0.9499310978410657,0.9499310978410657,58
trimmed,10.0,0.05,-1,1.6698157598264907,0,,,58
trimmed,10.0,0.1,0,2.1138625414582988,2997,0.8999272197962155,0.8999272197962155,58
trimmed,10.0,0.1,1,1.384041999286961,3534,0.8999610743479953,0.8999610743479953,58
trimmed,10.0,0.1,2,1.4605755563966565,4710,0.9000153115908743,0.9000153115908743,58
trimmed,10.0,0.1,-1,1.6528266990473055,0,,,58
huber,100.0,0.75,0,2.0640082172028804,2997,0.821244370589274,1.0,58
huber,100.0,0.75,1,1.2859238163470925,3534,0.8048811002104835,1.0,58
huber,100.0,0.75,2,1.3928474173255176,4710,0.8071133375707291,1.0,58
huber,100.0,0.75,-1,1.5809264836251635,0,,,58
huber,100.0,1.0,0,2.0760664056319946,2997,0.8779859510167615,1.0,58
huber,100.0,1.0,1,1.3091287162037712,3534,0.8645321479543918,1.0,58
huber,100.0,1.0,2,1.3922029449537208,4710,0.8643726511398189,1.0,58
huber,100.0,1.0,-1,1.5924660222631621,0,,,58
huber,100.0,1.5,0,2.1002304880566616,2997,0.9413002920655957,1.0,58
huber,100.0,1.5,1,1.3363782774907462,3534,0.9330333679199055,1.0,58
huber,100.0,1.5,2,1.4052270408986776,4710,0.9313090298172739,1.0,58
huber,100.0,1.5,-1,1.613945268815362,0,,,58
huber,100.0,2.0,0,2.10807669983342,2997,0.9697462693478567,1.0,58
huber,100.0,2.0,1,1.3495964483981069,3534,0.9651197816636736,1.0,58
huber,100.0,2.0,2,1.4194400759889254,4710,0.9636716624257837,1.0,58
huber,100.0,2.0,-1,1.6257044080734842,0,,,58
trimmed,100.0,0.01,0,2.119463253344383,2997,0.989932071809801,0.989932071809801,58
trimmed,100.0,0.01,1,1.3631742137299323,3534,0.9898793304787855,0.9898793304787855,58
trimmed,100.0,0.01,2,1.4270160707131745,4710,0.9898943500229674,0.9898943500229674,58
trimmed,100.0,0.01,-1,1.6365511792624965,0,,,58
trimmed,100.0,0.03,0,2.110315615310761,2997,0.9699175157690442,0.9699175157690442,58
trimmed,100.0,0.03,1,1.3518661203647055,3534,0.9698974957830544,0.9698974957830544,58
trimmed,100.0,0.03,2,1.4285117957107918,4710,0.969989281886388,0.969989281886388,58
trimmed,100.0,0.03,-1,1.6302311771287528,0,,,58
trimmed,100.0,0.05,0,2.0893448873621576,2997,0.9499029597282872,0.9499029597282872,58
trimmed,100.0,0.05,1,1.3334745894629105,3534,0.9499156610873232,0.9499156610873232,58
trimmed,100.0,0.05,2,1.407675755477734,4710,0.9499310978410657,0.9499310978410657,58
trimmed,100.0,0.05,-1,1.6101650774342673,0,,,58
trimmed,100.0,0.1,0,2.069404237260769,2997,0.8999272197962155,0.8999272197962155,58
trimmed,100.0,0.1,1,1.2695785894427845,3534,0.8999610743479953,0.8999610743479953,58
trimmed,100.0,0.1,2,1.3787489285049543,4710,0.9000153115908743,0.9000153115908743,58
trimmed,100.0,0.1,-1,1.5725772517361694,0,,,58
huber,0.1,0.75,0,2.138335012114058,2799,0.8281403227828676,1.0,59
huber,0.1,0.75,1,1.322646931805268,2841,0.80651737404016,1.0,59
huber,0.1,0.75,2,1.3804521564616619,3531,0.8137967503988577,1.0,59
huber,0.1,0.75,-1,1.6138113667936629,0,,,59
huber,0.1,1.0,0,2.164207933227105,2799,0.8834573887391832,1.0,59
huber,0.1,1.0,1,1.3358028203806427,2841,0.8652506755462791,1.0,59
huber,0.1,1.0,2,1.3772682421306055,3531,0.8711875840265206,1.0,59
huber,0.1,1.0,-1,1.625759665246118,0,,,59
huber,0.1,1.5,0,2.181312449331347,2799,0.9453887986542536,1.0,59
huber,0.1,1.5,1,1.3422486453711093,2841,0.9331804875521583,1.0,59
huber,0.1,1.5,2,1.3735843845827609,3531,0.9367871444074305,1.0,59
huber,0.1,1.5,-1,1.632381826428406,0,,,59
huber,0.1,2.0,0,2.1872794006599667,2799,0.9720538344548767,1.0,59
huber,0.1,2.0,1,1.3437045360718949,2841,0.9650587007133087,1.0,59
huber,0.1,2.0,2,1.371017450066329,3531,0.9672577669685262,1.0,59
huber,0.1,2.0,-1,1.6340004622660638,0,,,59
trimmed,0.1,0.01,0,2.1975534110390376,2799,0.9899560577526679,0.9899560577526679,59
trimmed,0.1,0.01,1,1.3467324582983131,2841,0.9898894154818325,0.9898894154818325,59
trimmed,0.1,0.01,2,1.3625944574471225,3531,0.9898936170212767,0.9898936170212767,59
trimmed,0.1,0.01,-1,1.6356267755948244,0,,,59
trimmed,0.1,0.03,0,2.190920710103666,2799,0.9698681732580038,0.9698681732580038,59
trimmed,0.1,0.03,1,1.3511699487686712,2841,0.9699842022116903,0.9699842022116903,59
trimmed,0.1,0.03,2,1.3738326214000116,3531,0.9698581560283688,0.9698581560283688,59
trimmed,0.1,0.03,-1,1.6386410934241162,0,,,59
trimmed,0.1,0.05,0,2.190386976983279,2799,0.9499372253609542,0.9499372253609542,59
trimmed,0.1,0.05,1,1.3432096327810077,2841,0.9499210110584518,0.9499210110584518,59
trimmed,0.1,0.05,2,1.3621297079107983,3531,0.95,0.95,59
trimmed,0.1,0.05,-1,1.6319087725583614,0,,,59
trimmed,0.1,0.1,0,2.149744735661422,2799,0.8998744507219083,0.8998744507219083,59
trimmed,0.1,0.1,1,1.3154863121504787,2841,0.9,0.9,59
trimmed,0.1,0.1,2,1.3786025112782063,3531,0.9,0.9,59
trimmed,0.1,0.1,-1,1.6146111863633692,0,,,59
huber,1.0,0.75,0,2.135715435900131,2799,0.8275982436410197,1.0,59
huber,1.0,0.75,1,1.3546354230333404,2841,0.8060945667615904,1.0,59
huber,1.0,0.75,2,1.4299987364685793,3531,0.8137424257468261,1.0,59
huber,1.0,0.75,-1,1.6401165318006836,0,,,59
huber,1.0,1.0,0,2.1558026123193526,2799,0.8822992939839205,1.0,59
huber,1.0,1.0,1,1.3544829819498103,2841,0.864364663944633,1.0,59
huber,1.0,1.0,2,1.4318277901764809,3531,0.8703511818674613,1.0,59
huber,1.0,1.0,-1,1.6473711281485481,0,,,59
huber,1.0,1.5,0,2.1655328243297713,2799,0.9441321417483627,1.0,59
huber,1.0,1.5,1,1.3754555379129656,2841,0.9324002978850137,1.0,59
huber,1.0,1.5,2,1.4357853825855897,3531,0.9360315608632674,1.0,59
huber,1.0,1.5,-1,1.6589245816094422,0,,,59
huber,1.0,2.0,0,2.18398674330465,2799,0.9716562817278204,1.0,59
huber,1.0,2.0,1,1.3782758427893285,2841,0.9646216961129669,1.0,59
huber,1.0,2.0,2,1.432411114469901,3531,0.966755314414229,1.0,59
huber,1.0,2.0,-1,1.664891233521293,0,,,59
trimmed,1.0,0.01,0,2.2007220956309386,2799,0.9899560577526679,0.9899560577526679,59
trimmed,1.0,0.01,1,1.3820209852881695,2841,0.9898894154818325,0.9898894154818325,59
trimmed,1.0,0.01,2,1.4281843758500128,3531,0.9898936170212767,0.9898936170212767,59
trimmed,1.0,0.01,-1,1.6703091522563736,0,,,59
trimmed,1.0,0.03,0,2.1815457581957576,2799,0.9698681732580038,0.9698681732580038,59
trimmed,1.0,0.03,1,1.3835272008426114,2841,0.9699842022116903,0.9699842022116903,59
trimmed,1.0,0.03,2,1.4481832731651691,3531,0.9698581560283688,0.9698581560283688,59
trimmed,1.0,0.03,-1,1.6710854107345128,0,,,59
trimmed,1.0,0.05,0,2.170776791428964,2799,0.9499372253609542,0.9499372253609542,59
trimmed,1.0,0.05,1,1.3694718383856752,2841,0.9499210110584518,0.9499210110584518,59
trimmed,1.0,0.05,2,1.4253007133172324,3531,0.95,0.95,59
trimmed,1.0,0.05,-1,1.6551831143772908,0,,,59
trimmed,1.0,0.1,0,2.140621809647304,2799,0.8998744507219083,0.8998744507219083,59
trimmed,1.0,0.1,1,1.347098222889103,2841,0.9,0.9,59
trimmed,1.0,0.1,2,1.4339139812177337,3531,0.9,0.9,59
trimmed,1.0,0.1,-1,1.6405446712513803,0,,,59
huber,10.0,0.75,0,2.1367532147254367,2799,0.8269701765857186,1.0,59
huber,10.0,0.75,1,1.3522452919792136,2841,0.8054337954158952,1.0,59
huber,10.0,0.75,2,1.4196110774005977,3531,0.8132818120447541,1.0,59
huber,10.0,0.75,-1,1.6362031947017492,0,,,59
huber,10.0,1.0,0,2.1466323220015746,2799,0.8815236624951441,1.0,59
huber,10.0,1.0,1,1.363859044487966,2841,0.8637394397481737,1.0,59
huber,10.0,1.0,2,1.429680734057318,3531,0.8695653111414217,1.0,59
huber,10.0,1.0,-1,1.6467240335156195,0,,,59
huber,10.0,1.5,0,2.1581953873018,2799,0.9433631564948394,1.0,59
huber,10.0,1.5,1,1.3693206577388608,2841,0.9316980545671487,1.0,59
huber,10.0,1.5,2,1.4340023643675734,3531,0.9352144823082705,1.0,59
huber,10.0,1.5,-1,1.6538394698027448,0,,,59
huber,10.0,2.0,0,2.1775869081694705,2799,0.9711262579171795,1.0,59
huber,10.0,2.0,1,1.378611970104405,2841,0.9642026207308085,1.0,59
huber,10.0,2.0,2,1.4331540680845334,3531,0.9662915997274095,1.0,59
huber,10.0,2.0,-1,1.6631176487861363,0,,,59
trimmed,10.0,0.01,0,2.1887939411025945,2799,0.9899560577526679,0.9899560577526679,59
trimmed,10.0,0.01,1,1.386608683516836,2841,0.9898894154818325,0.9898894154818325,59
trimmed,10.0,0.01,2,1.4307866698113783,3531,0.9898936170212767,0.9898936170212767,59
trimmed,10.0,0.01,-1,1.6687297648102695,0,,,59
trimmed,10.0,0.03,0,2.1749211060416234,2799,0.9698681732580038,0.9698681732580038,59
trimmed,10.0,0.03,1,1.3859515022060869,2841,0.9699842022116903,0.9699842022116903,59
trimmed,10.0,0.03,2,1.4389951209169798,3531,0.9698581560283688,0.9698581560283688,59
trimmed,10.0,0.03,-1,1.6666225763882299,0,,,59
trimmed,10.0,0.05,0,2.1643143149926405,2799,0.9499372253609542,0.9499372253609542,59
trimmed,10.0,0.05,1,1.366306697275337,2841,0.9499210110584518,0.9499210110584518,59
trimmed,10.0,0.05,2,1.4245715119660303,3531,0.95,0.95,59
trimmed,10.0,0.05,-1,1.6517308414113359,0,,,59
trimmed,10.0,0.1,0,2.131139643307154,2799,0.8998744507219083,0.8998744507219083,59
trimmed,10.0,0.1,1,1.3409005706786061,2841,0.9,0.9,59
trimmed,10.0,0.1,2,1.4265947518136737,3531,0.9,0.9,59
trimmed,10.0,0.1,-1,1.6328783219331446,0,,,59
huber,100.0,0.75,0,2.0895923863211787,2799,0.824468531017301,1.0,59
huber,100.0,0.75,1,1.2264071519879138,2841,0.8028941578049019,1.0,59
huber,100.0,0.75,2,1.317884348317905,3531,0.8115142604290126,1.0,59
huber,100.0,0.75,-1,1.5446279622089991,0,,,59
huber,100.0,1.0,0,2.1038928895211764,2799,0.8790480690008672,1.0,59
huber,100.0,1.0,1,1.2499575497425734,2841,0.8615976089400303,1.0,59
huber,100.0,1.0,2,1.3230460312325376,3531,0.8675459958657229,1.0,59
huber,100.0,1.0,-1,1.558965490165429,0,,,59
huber,100.0,1.5,0,2.1252581813909877,2799,0.9415938060490331,1.0,59
huber,100.0,1.5,1,1.2806462672206578,2841,0.929935075583518,1.0,59
huber,100.0,1.5,2,1.3434064394295262,3531,0.9334033121090421,1.0,59
huber,100.0,1.5,-1,1.5831036293470573,0,,,59
huber,100.0,2.0,0,2.1377986731712237,2799,0.9699461642277587,1.0,59
huber,100.0,2.0,1,1.3017079126657016,2841,0.963109464871119,1.0,59
huber,100.0,2.0,2,1.3559814436454811,3531,0.9652307969031714,1.0,59
huber,100.0,2.0,-1,1.5984960098274688,0,,,59
trimmed,100.0,0.01,0,2.1538325867394783,2799,0.9899560577526679,0.9899560577526679,59
trimmed,100.0,0.01,1,1.327082895689344,2841,0.9898894154818325,0.9898894154818325,59
trimmed,100.0,0.01,2,1.3633940009239138,3531,0.9898936170212767,0.9898936170212767,59
trimmed,100.0,0.01,-1,1.6147698277842455,0,,,59
trimmed,100.0,0.03,0,2.1412048857759953,2799,0.9698681732580038,0.9698681732580038,59
trimmed,100.0,0.03,1,1.3103761322155738,2841,0.9699842022116903,0.9699842022116903,59
trimmed,100.0,0.03,2,1.3590834502817741,3531,0.9698581560283688,0.9698581560283688,59
trimmed,100.0,0.03,-1,1.603554822757781,0,,,59
trimmed,100.0,0.05,0,2.116363447924094,2799,0.9499372253609542,0.9499372253609542,59
trimmed,100.0,0.05,1,1.275899263396238,2841,0.9499210110584518,0.9499210110584518,59
trimmed,100.0,0.05,2,1.3373507937074103,3531,0.95,0.95,59
trimmed,100.0,0.05,-1,1.5765378350092476,0,,,59
trimmed,100.0,0.1,0,2.091680762864007,2799,0.8998744507219083,0.8998744507219083,59
trimmed,100.0,0.1,1,1.2161988852150174,2841,0.9,0.9,59
trimmed,100.0,0.1,2,1.3108368896146336,3531,0.9,0.9,59
trimmed,100.0,0.1,-1,1.5395721792312191,0,,,59
huber,0.1,0.75,0,2.083814891348604,2799,0.822403233603707,1.0,60
huber,0.1,0.75,1,1.3635817337974374,2838,0.8025263209391206,1.0,60
huber,0.1,0.75,2,1.3493808809361967,3399,0.8084315456443446,1.0,60
huber,0.1,0.75,-1,1.598925835360746,0,,,60
huber,0.1,1.0,0,2.093575315170851,2799,0.8798751722383279,1.0,60
huber,0.1,1.0,1,1.364503217786426,2838,0.8622058552296326,1.0,60
huber,0.1,1.0,2,1.352866623179047,3399,0.8665657466086484,1.0,60
huber,0.1,1.0,-1,1.6036483853787746,0,,,60
huber,0.1,1.5,0,2.117555871450492,2799,0.9428759792634346,1.0,60
huber,0.1,1.5,1,1.366345375750483,2838,0.9311599750950661,1.0,60
huber,0.1,1.5,2,1.3624381637861014,3399,0.9344987598677922,1.0,60
huber,0.1,1.5,-1,1.6154464703290257,0,,,60
huber,0.1,2.0,0,2.128951364649864,2799,0.9710075285450126,1.0,60
huber,0.1,2.0,1,1.3631238585203602,2838,0.9635412350937673,1.0,60
huber,0.1,2.0,2,1.367907215882192,3399,0.9661411959775045,1.0,60
huber,0.1,2.0,-1,1.6199941463508054,0,,,60
trimmed,0.1,0.01,0,2.146901661680814,2799,0.98989898989899,0.98989898989899,60
trimmed,0.1,0.01,1,1.3703695707357928,2838,0.9899967731526299,0.9899967731526299,60
trimmed,0.1,0.01,2,1.3615869864279977,3399,0.989888238424694,0.989888238424694,60
trimmed,0.1,0.01,-1,1.6262860729482016,0,,,60
trimmed,0.1,0.03,0,2.1269098303922798,2799,0.9698573031906366,0.9698573031906366,60
trimmed,0.1,0.03,1,1.3759039771007262,2838,0.9699903194578896,0.9699903194578896,60
trimmed,0.1,0.03,2,1.3732848177178059,3399,0.9698421145999645,0.9698421145999645,60
trimmed,0.1,0.03,-1,1.625366208403604,0,,,60
trimmed,0.1,0.05,0,2.115444559778088,2799,0.94997594997595,0.94997594997595,60
trimmed,0.1,0.05,1,1.3627178994610842,2838,0.9499838657631494,0.9499838657631494,60
trimmed,0.1,0.05,2,1.3613631916416553,3399,0.9499733901011176,0.9499733901011176,60
trimmed,0.1,0.05,-1,1.6131752169602758,0,,,60
trimmed,0.1,0.1,0,2.077699089099099,2799,0.8999518999519,0.8999518999519,60
trimmed,0.1,0.1,1,1.3429270136083795,2838,0.8999677315262988,0.8999677315262988,60
trimmed,0.1,0.1,2,1.3416433067338422,3399,0.8999467802022353,0.8999467802022353,60
trimmed,0.1,0.1,-1,1.5874231364804403,0,,,60
huber,1.0,0.75,0,2.087848296363927,2799,0.8221974685132784,1.0,60
huber,1.0,0.75,1,1.4098623549159592,2838,0.8024827426579706,1.0,60
huber,1.0,0.75,2,1.382185198621388,3399,0.8085003836797577,1.0,60
huber,1.0,0.75,-1,1.6266319499670914,0,,,60
huber,1.0,1.0,0,2.100178680491165,2799,0.8793234319505451,1.0,60
huber,1.0,1.0,1,1.4099709904840747,2838,0.8613968362473845,1.0,60
huber,1.0,1.0,2,1.3955501626717923,3399,0.8659875331682737,1.0,60
huber,1.0,1.0,-1,1.635233277882344,0,,,60
huber,1.0,1.5,0,2.11816646147522,2799,0.942124420937619,1.0,60
huber,1.0,1.5,1,1.4272190667190658,2838,0.9302224259390556,1.0,60
huber,1.0,1.5,2,1.4032527935781034,3399,0.9335222174854481,1.0,60
huber,1.0,1.5,-1,1.649546107257463,0,,,60
huber,1.0,2.0,0,2.1272162080739383,2799,0.97074500897971,1.0,60
huber,1.0,2.0,1,1.429626894710914,2838,0.9630601707779473,1.0,60
huber,1.0,2.0,2,1.400833967776973,3399,0.9656230263935405,1.0,60
huber,1.0,2.0,-1,1.6525590235206085,0,,,60
trimmed,1.0,0.01,0,2.13991516302892,2799,0.98989898989899,0.98989898989899,60
trimmed,1.0,0.01,1,1.4316683054139205,2838,0.9899967731526299,0.9899967731526299,60
trimmed,1.0,0.01,2,1.4019058473332329,3399,0.989888238424694,0.989888238424694,60
trimmed,1.0,0.01,-1,1.6578297719253579,0,,,60
trimmed,1.0,0.03,0,2.1256275516762977,2799,0.9698573031906366,0.9698573031906366,60
trimmed,1.0,0.03,1,1.4346440655543273,2838,0.9699903194578896,0.9699903194578896,60
trimmed,1.0,0.03,2,1.4056940071250166,3399,0.9698421145999645,0.9698421145999645,60
trimmed,1.0,0.03,-1,1.6553218747852139,0,,,60
trimmed,1.0,0.05,0,2.1184778873318475,2799,0.94997594997595,0.94997594997595,60
trimmed,1.0,0.05,1,1.4306441025094148,2838,0.9499838657631494,0.9499838657631494,60
trimmed,1.0,0.05,2,1.3997413641101584,3399,0.9499733901011176,0.9499733901011176,60
trimmed,1.0,0.05,-1,1.6496211179838067,0,,,60
trimmed,1.0,0.1,0,2.0897836987722953,2799,0.8999518999519,0.8999518999519,60
trimmed,1.0,0.1,1,1.399131386667316,2838,0.8999677315262988,0.8999677315262988,60
trimmed,1.0,0.1,2,1.3754335403961069,3399,0.8999467802022353,0.8999467802022353,60
trimmed,1.0,0.1,-1,1.6214495419452393,0,,,60
huber,10.0,0.75,0,2.085488160888997,2799,0.8217799247718873,1.0,60
huber,10.0,0.75,1,1.4055131287006197,2838,0.8023126769424822,1.0,60
huber,10.0,0.75,2,1.3714578880045367,3399,0.8081073762451665,1.0,60
huber,10.0,0.75,-1,1.620819725864718,0,,,60
huber,10.0,1.0,0,2.1001369692333762,2799,0.8787524193307568,1.0,60
huber,10.0,1.0,1,1.4052183424311224,2838,0.8608108089028546,1.0,60
huber,10.0,1.0,2,1.3765316821639482,3399,0.865437728684842,1.0,60
huber,10.0,1.0,-1,1.6272956646094823,0,,,60
huber,10.0,1.5,0,2.119469756228043,2799,0.9416566782425201,1.0,60
huber,10.0,1.5,1,1.4116759635023988,2838,0.9294931092129382,1.0,60
huber,10.0,1.5,2,1.3912643868084604,3399,0.9328015404803696,1.0,60
huber,10.0,1.5,-1,1.6408033688463008,0,,,60
huber,10.0,2.0,0,2.125623099122122,2799,0.9703552291499318,1.0,60
huber,10.0,2.0,1,1.4290742144062472,2838,0.9625650191397749,1.0,60
huber,10.0,2.0,2,1.3978410432345827,3399,0.965120497777185,1.0,60
huber,10.0,2.0,-1,1.650846118920984,0,,,60
trimmed,10.0,0.01,0,2.1390745705471463,2799,0.98989898989899,0.98989898989899,60
trimmed,10.0,0.01,1,1.4397001440972679,2838,0.9899967731526299,0.9899967731526299,60
trimmed,10.0,0.01,2,1.4013025516206987,3399,0.989888238424694,0.989888238424694,60
trimmed,10.0,0.01,-1,1.6600257554217042,0,,,60
trimmed,10.0,0.03,0,2.124314155162031,2799,0.9698573031906366,0.9698573031906366,60
trimmed,10.0,0.03,1,1.4387497093589587,2838,0.9699903194578896,0.9699903194578896,60
trimmed,10.0,0.03,2,1.3985911658994952,3399,0.9698421145999645,0.9698421145999645,60
trimmed,10.0,0.03,-1,1.6538850101401614,0,,,60
trimmed,10.0,0.05,0,2.1175561744341485,2799,0.94997594997595,0.94997594997595,60
trimmed,10.0,0.05,1,1.4220200643079812,2838,0.9499838657631494,0.9499838657631494,60
trimmed,10.0,0.05,2,1.385641138714202,3399,0.9499733901011176,0.9499733901011176,60
trimmed,10.0,0.05,-1,1.641739125818777,0,,,60
trimmed,10.0,0.1,0,2.0908393246809975,2799,0.8999518999519,0.8999518999519,60
trimmed,10.0,0.1,1,1.3975775250717994,2838,0.8999677315262988,0.8999677315262988,60
trimmed,10.0,0.1,2,1.3654498538592428,3399,0.8999467802022353,0.8999467802022353,60
trimmed,10.0,0.1,-1,1.6179555678706798,0,,,60
