loss,alpha,loss_param,fold,sigma68_ns,n_pair_residuals,train_weight_mean,train_nonzero_weight_frac,heldout_run
huber,10.0,1.0,0,2.1044763232919124,2799,0.8824506282193524,1.0,63
huber,10.0,1.0,1,1.380066178117525,2841,0.8653979009032179,1.0,63
huber,10.0,1.0,2,1.454673712172974,4710,0.8684271025103034,1.0,63
huber,10.0,1.0,-1,1.6464054045274705,0,,,63
huber,10.0,1.5,0,2.1115912500958234,2799,0.9446689143181202,1.0,63
huber,10.0,1.5,1,1.3784722588927838,2841,0.9337555612052104,1.0,63
huber,10.0,1.5,2,1.4550899360342848,4710,0.933959024981166,1.0,63
huber,10.0,1.5,-1,1.6483844816742972,0,,,63
huber,10.0,2.0,0,2.113738369039936,2799,0.9718712658074227,1.0,63
huber,10.0,2.0,1,1.379076666002723,2841,0.9654852692707866,1.0,63
huber,10.0,2.0,2,1.4566339133424655,4710,0.9655599091631386,1.0,63
huber,10.0,2.0,-1,1.6498163161283748,0,,,63
trimmed,10.0,0.01,0,2.124576256864479,2799,0.9899351079327241,0.9899351079327241,63
trimmed,10.0,0.01,1,1.3816037840602065,2841,0.9898788120921561,0.9898788120921561,63
trimmed,10.0,0.01,2,1.450360849996779,4710,0.9898936170212767,0.9898936170212767,63
trimmed,10.0,0.01,-1,1.6521802969738217,0,,,63
trimmed,10.0,0.03,0,2.1141315712016686,2799,0.9699377565885313,0.9699377565885313,63
trimmed,10.0,0.03,1,1.3814283739900557,2841,0.9699027833266747,0.9699027833266747,63
trimmed,10.0,0.03,2,1.4556328554879956,4710,0.9698581560283688,0.9698581560283688,63
trimmed,10.0,0.03,-1,1.6503976002265732,0,,,63
trimmed,10.0,0.05,0,2.1085820551153223,2799,0.9499404052443385,0.9499404052443385,63
trimmed,10.0,0.05,1,1.3742190003741597,2841,0.9499267545611932,0.9499267545611932,63
trimmed,10.0,0.05,2,1.4542770483705607,4710,0.95,0.95,63
trimmed,10.0,0.05,-1,1.6456927012866807,0,,,63
trimmed,10.0,0.1,0,2.105115671952064,2799,0.9000132432790359,0.9000132432790359,63
trimmed,10.0,0.1,1,1.3633953523288198,2841,0.8999866826474897,0.8999866826474897,63
trimmed,10.0,0.1,2,1.4502349102114935,4710,0.9,0.9,63
trimmed,10.0,0.1,-1,1.6395819781641257,0,,,63
huber,100.0,0.75,0,2.0435068257468854,2799,0.8239564783034684,1.0,63
huber,100.0,0.75,1,1.2845122617830729,2841,0.8032065947131899,1.0,63
huber,100.0,0.75,2,1.3700930670798013,4710,0.8106436914351719,1.0,63
huber,100.0,0.75,-1,1.5660373848699198,0,,,63
huber,100.0,1.0,0,2.0554756468874755,2799,0.8804933643848609,1.0,63
huber,100.0,1.0,1,1.2919404023124836,2841,0.8636005986153898,1.0,63
huber,100.0,1.0,2,1.3595886636046632,4710,0.8665258897296713,1.0,63
huber,100.0,1.0,-1,1.569001570934874,0,,,63
huber,100.0,1.5,0,2.0760698506472943,2799,0.943026001526557,1.0,63
huber,100.0,1.5,1,1.3013705879700843,2841,0.9321255871270876,1.0,63
huber,100.0,1.5,2,1.3692386331797566,4710,0.9321843127810375,1.0,63
huber,100.0,1.5,-1,1.5822263572657118,0,,,63
huber,100.0,2.0,0,2.082410379972338,2799,0.9708593971657361,1.0,63
huber,100.0,2.0,1,1.3175999457702339,2841,0.9644192728859868,1.0,63
huber,100.0,2.0,2,1.3786133737926616,4710,0.9644705366336636,1.0,63
huber,100.0,2.0,-1,1.5928745665117443,0,,,63
trimmed,100.0,0.01,0,2.093243899766434,2799,0.9899351079327241,0.9899351079327241,63
trimmed,100.0,0.01,1,1.3235149561170387,2841,0.9898788120921561,0.9898788120921561,63
trimmed,100.0,0.01,2,1.386337024029706,4710,0.9898936170212767,0.9898936170212767,63
trimmed,100.0,0.01,-1,1.6010319599710596,0,,,63
trimmed,100.0,0.03,0,2.0843991405820925,2799,0.9699377565885313,0.9699377565885313,63
trimmed,100.0,0.03,1,1.3218033610947484,2841,0.9699027833266747,0.9699027833266747,63
trimmed,100.0,0.03,2,1.3819941218443816,4710,0.9698581560283688,0.9698581560283688,63
trimmed,100.0,0.03,-1,1.5960655411737408,0,,,63
trimmed,100.0,0.05,0,2.058854359206785,2799,0.9499404052443385,0.9499404052443385,63
trimmed,100.0,0.05,1,1.2990747001875533,2841,0.9499267545611932,0.9499267545611932,63
trimmed,100.0,0.05,2,1.3696186307213565,4710,0.95,0.95,63
trimmed,100.0,0.05,-1,1.575849230038565,0,,,63
trimmed,100.0,0.1,0,2.0616962123123694,2799,0.9000132432790359,0.9000132432790359,63
trimmed,100.0,0.1,1,1.2759382642613195,2841,0.8999866826474897,0.8999866826474897,63
trimmed,100.0,0.1,2,1.3477016689215142,4710,0.9,0.9,63
trimmed,100.0,0.1,-1,1.5617787151650677,0,,,63
huber,0.1,0.75,0,2.1143887884825983,3018,0.8248718631156441,1.0,65
huber,0.1,0.75,1,1.3727104876669982,3534,0.8088326734223482,1.0,65
huber,0.1,0.75,2,1.3985872999796474,4710,0.8115353755846023,1.0,65
huber,0.1,0.75,-1,1.6285621920430813,0,,,65
huber,0.1,1.0,0,2.131590803474877,3018,0.8822313350993435,1.0,65
huber,0.1,1.0,1,1.3867158824300279,3534,0.8685413565338959,1.0,65
huber,0.1,1.0,2,1.396236913125261,4710,0.8690169604763589,1.0,65
huber,0.1,1.0,-1,1.638181199676722,0,,,65
huber,0.1,1.5,0,2.129449170336825,3018,0.9447559701739896,1.0,65
huber,0.1,1.5,1,1.3993691558786798,3534,0.9358296143598934,1.0,65
huber,0.1,1.5,2,1.4033881192042945,4710,0.9352506122802755,1.0,65
huber,0.1,1.5,-1,1.6440688151399332,0,,,65
huber,0.1,2.0,0,2.1330575132692227,3018,0.971626530409405,1.0,65
huber,0.1,2.0,1,1.401322528510616,3534,0.9667256002453881,1.0,65
huber,0.1,2.0,2,1.4066165776534802,4710,0.9656587796623265,1.0,65
huber,0.1,2.0,-1,1.6469988731444396,0,,,65
trimmed,0.1,0.01,0,2.1412610955013673,3018,0.989932071809801,0.989932071809801,65
trimmed,0.1,0.01,1,1.3933831678253608,3534,0.9899068322981367,0.9899068322981367,65
trimmed,0.1,0.01,2,1.3985491002229078,4710,0.98992673992674,0.98992673992674,65
trimmed,0.1,0.01,-1,1.6443977878498786,0,,,65
trimmed,0.1,0.03,0,2.1321285263614893,3018,0.9699175157690442,0.9699175157690442,65
trimmed,0.1,0.03,1,1.4084637639935744,3534,0.9699792960662525,0.9699792960662525,65
trimmed,0.1,0.03,2,1.4211385320413035,4710,0.9699328449328449,0.9699328449328449,65
trimmed,0.1,0.03,-1,1.6539102741321223,0,,,65
trimmed,0.1,0.05,0,2.1246436084234266,3018,0.9499029597282872,0.9499029597282872,65
trimmed,0.1,0.05,1,1.3976994657775563,3534,0.9499223602484472,0.9499223602484472,65
trimmed,0.1,0.05,2,1.406543385196219,4710,0.9499389499389499,0.9499389499389499,65
trimmed,0.1,0.05,-1,1.6429621531324006,0,,,65
trimmed,0.1,0.1,0,2.1163661298867105,3018,0.8999272197962155,0.8999272197962155,65
trimmed,0.1,0.1,1,1.3791098628026568,3534,0.8999741200828157,0.8999741200828157,65
trimmed,0.1,0.1,2,1.3941879930420362,4710,0.8998778998778999,0.8998778998778999,65
trimmed,0.1,0.1,-1,1.629887995243801,0,,,65
huber,1.0,0.75,0,2.1101824059939935,3018,0.8242371570289128,1.0,65
huber,1.0,0.75,1,1.4039369199926393,3534,0.8086882540629383,1.0,65
huber,1.0,0.75,2,1.4802648069635955,4710,0.811283865653536,1.0,65
huber,1.0,0.75,-1,1.6647947109834096,0,,,65
huber,1.0,1.0,0,2.1149707904148642,3018,0.881174886686055,1.0,65
huber,1.0,1.0,1,1.4127428495207497,3534,0.8676933559344606,1.0,65
huber,1.0,1.0,2,1.478774674865989,4710,0.8680796764019534,1.0,65
huber,1.0,1.0,-1,1.6688294382672009,0,,,65
huber,1.0,1.5,0,2.1153221338614894,3018,0.9436907830839475,1.0,65
huber,1.0,1.5,1,1.4217966535016224,3534,0.935057066177271,1.0,65
huber,1.0,1.5,2,1.4814663113326836,4710,0.9344461823201293,1.0,65
huber,1.0,1.5,-1,1.6728616995652652,0,,,65
huber,1.0,2.0,0,2.127632649661449,3018,0.9712238957614593,1.0,65
huber,1.0,2.0,1,1.4246332855344965,3534,0.966371011533675,1.0,65
huber,1.0,2.0,2,1.4813080294319514,4710,0.9652026876209959,1.0,65
huber,1.0,2.0,-1,1.6778579882092988,0,,,65
trimmed,1.0,0.01,0,2.1354178449448504,3018,0.989932071809801,0.989932071809801,65
trimmed,1.0,0.01,1,1.4269020174121456,3534,0.9899068322981367,0.9899068322981367,65
trimmed,1.0,0.01,2,1.4744985093793483,4710,0.98992673992674,0.98992673992674,65
trimmed,1.0,0.01,-1,1.6789394572454481,0,,,65
trimmed,1.0,0.03,0,2.133559765394527,3018,0.9699175157690442,0.9699175157690442,65
trimmed,1.0,0.03,1,1.4298134404455871,3534,0.9699792960662525,0.9699792960662525,65
trimmed,1.0,0.03,2,1.489059747555808,4710,0.9699328449328449,0.9699328449328449,65
trimmed,1.0,0.03,-1,1.6841443177986406,0,,,65
trimmed,1.0,0.05,0,2.1130584936602093,3018,0.9499029597282872,0.9499029597282872,65
trimmed,1.0,0.05,1,1.4140208206587919,3534,0.9499223602484472,0.9499223602484472,65
trimmed,1.0,0.05,2,1.4795854913980802,4710,0.9499389499389499,0.9499389499389499,65
trimmed,1.0,0.05,-1,1.6688882685723605,0,,,65
trimmed,1.0,0.1,0,2.111730732170496,3018,0.8999272197962155,0.8999272197962155,65
trimmed,1.0,0.1,1,1.4053046077585158,3534,0.8999741200828157,0.8999741200828157,65
trimmed,1.0,0.1,2,1.4808528125796492,4710,0.8998778998778999,0.8998778998778999,65
trimmed,1.0,0.1,-1,1.665962717502887,0,,,65
huber,10.0,0.75,0,2.1011684018962704,3018,0.8236268381925095,1.0,65
huber,10.0,0.75,1,1.4027179826881333,3534,0.8081303817397459,1.0,65
huber,10.0,0.75,2,1.4819959633787958,4710,0.8108157869476964,1.0,65
huber,10.0,0.75,-1,1.6619607826543998,0,,,65
huber,10.0,1.0,0,2.1159570945944544,3018,0.8804017539205796,1.0,65
huber,10.0,1.0,1,1.4048181805899718,3534,0.8670297121277547,1.0,65
huber,10.0,1.0,2,1.48394261806064,4710,0.867393496645222,1.0,65
huber,10.0,1.0,-1,1.6682392977483553,0,,,65
huber,10.0,1.5,0,2.1096334491171858,3018,0.9429758847864053,1.0,65
huber,10.0,1.5,1,1.412464645094606,3534,0.9344155882215416,1.0,65
huber,10.0,1.5,2,1.4889182500774578,4710,0.9335751658386117,1.0,65
huber,10.0,1.5,-1,1.6703387814297497,0,,,65
huber,10.0,2.0,0,2.110145432299279,3018,0.9706993644953782,1.0,65
huber,10.0,2.0,1,1.4183841009982525,3534,0.965960958373141,1.0,65
huber,10.0,2.0,2,1.4867463906884426,4710,0.9646732046620712,1.0,65
huber,10.0,2.0,-1,1.6717586413286583,0,,,65
trimmed,10.0,0.01,0,2.1252262362812386,3018,0.989932071809801,0.989932071809801,65
trimmed,10.0,0.01,1,1.4225590746675503,3534,0.9899068322981367,0.9899068322981367,65
trimmed,10.0,0.01,2,1.481290054489297,4710,0.98992673992674,0.98992673992674,65
trimmed,10.0,0.01,-1,1.6763584551460287,0,,,65
trimmed,10.0,0.03,0,2.1089256446487066,3018,0.9699175157690442,0.9699175157690442,65
trimmed,10.0,0.03,1,1.422042030575389,3534,0.9699792960662525,0.9699792960662525,65
trimmed,10.0,0.03,2,1.4937955383749573,4710,0.9699328449328449,0.9699328449328449,65
trimmed,10.0,0.03,-1,1.6749210711996845,0,,,65
trimmed,10.0,0.05,0,2.1101661245680745,3018,0.9499029597282872,0.9499029597282872,65
trimmed,10.0,0.05,1,1.4062234635113073,3534,0.9499223602484472,0.9499223602484472,65
trimmed,10.0,0.05,2,1.4876329063021143,4710,0.9499389499389499,0.9499389499389499,65
trimmed,10.0,0.05,-1,1.6680074981271655,0,,,65
trimmed,10.0,0.1,0,2.1079101606131743,3018,0.8999272197962155,0.8999272197962155,65
trimmed,10.0,0.1,1,1.394907434267667,3534,0.8999741200828157,0.8999741200828157,65
trimmed,10.0,0.1,2,1.4760037766679037,4710,0.8998778998778999,0.8998778998778999,65
trimmed,10.0,0.1,-1,1.6596071238495818,0,,,65
huber,100.0,0.75,0,2.0575942957782702,3018,0.8217515222005295,1.0,65
huber,100.0,0.75,1,1.2949570598296165,3534,0.8056142353108352,1.0,65
huber,100.0,0.75,2,1.3956458597294252,4710,0.8090784133521586,1.0,65
huber,100.0,0.75,-1,1.5827324051124372,0,,,65
huber,100.0,1.0,0,2.070752500577453,3018,0.8785082164928822,1.0,65
huber,100.0,1.0,1,1.3168985713952261,3534,0.8648637684839312,1.0,65
huber,100.0,1.0,2,1.3953231359252558,4710,0.8655273527459861,1.0,65
huber,100.0,1.0,-1,1.5943247359659782,0,,,65
huber,100.0,1.5,0,2.093582490009836,3018,0.9413975516053081,1.0,65
huber,100.0,1.5,1,1.347255102202825,3534,0.9329254949940335,1.0,65
huber,100.0,1.5,2,1.409431742801461,4710,0.9319168583971648,1.0,65
huber,100.0,1.5,-1,1.6167564450047074,0,,,65
huber,100.0,2.0,0,2.105050458742787,3018,0.9696777138147203,1.0,65
huber,100.0,2.0,1,1.3572998399015264,3534,0.9648738392205015,1.0,65
huber,100.0,2.0,2,1.4204793077400246,4710,0.9636569884322121,1.0,65
huber,100.0,2.0,-1,1.6276098687947795,0,,,65
trimmed,100.0,0.01,0,2.1132433869217753,3018,0.989932071809801,0.989932071809801,65
trimmed,100.0,0.01,1,1.3602704680024233,3534,0.9899068322981367,0.9899068322981367,65
trimmed,100.0,0.01,2,1.4261549286191775,4710,0.98992673992674,0.98992673992674,65
trimmed,100.0,0.01,-1,1.633222927847792,0,,,65
trimmed,100.0,0.03,0,2.0999084366458987,3018,0.9699175157690442,0.9699175157690442,65
trimmed,100.0,0.03,1,1.3603513766316393,3534,0.9699792960662525,0.9699792960662525,65
trimmed,100.0,0.03,2,1.4208193430253189,4710,0.9699328449328449,0.9699328449328449,65
trimmed,100.0,0.03,-1,1.6270263854342855,0,,,65
trimmed,100.0,0.05,0,2.078870852409362,3018,0.9499029597282872,0.9499029597282872,65
trimmed,100.0,0.05,1,1.3409243769263253,3534,0.9499223602484472,0.9499223602484472,65
trimmed,100.0,0.05,2,1.414618445170395,4710,0.9499389499389499,0.9499389499389499,65
trimmed,100.0,0.05,-1,1.6114712248353606,0,,,65
trimmed,100.0,0.1,0,2.0652746669878446,3018,0.8999272197962155,0.8999272197962155,65
trimmed,100.0,0.1,1,1.287305592761649,3534,0.8999741200828157,0.8999741200828157,65
trimmed,100.0,0.1,2,1.3897441392192282,4710,0.8998778998778999,0.8998778998778999,65
trimmed,100.0,0.1,-1,1.5807747996562407,0,,,65
