heldout_run,heldout_group,method,method_label,score_threshold_at_fixed_coverage,fixed_positive_coverage,injected_overlap_ap,baseline_control_fpr_at_fixed_coverage,baseline_control_fpr_score50,recovered_time_rms_ns,charge_bias_at_fixed_coverage,charge_res68_at_fixed_coverage,lattice_utility_loss,n_lattice_events,n_baseline_controls
46,low_2nA,mlp,Multilayer perceptron,0.9261423874467435,0.8,0.9505502565144118,0.01875,0.04375,9.525509352567061,-0.012166981415079395,0.06066363138074296,0.2788492231884988,640,320
46,low_2nA,one_d_cnn,Compact 1D-CNN,0.8763420224189757,0.8,0.9793962601555448,0.00625,0.053125,14.421744918802831,-0.011905811236885618,0.056606447305957486,0.2818878098723337,640,320
46,low_2nA,residual_shape_extratrees,Residual-shape ExtraTrees ensemble,0.6432951477217926,0.8,0.9877840671588003,0.003125,0.028125,10.580551376415267,-0.01661846916631223,0.06212164793892719,0.22946294215162996,640,320
46,low_2nA,ridge,Ridge/logistic linear calibration,0.5837290663522408,0.8,0.9179593972844549,0.071875,0.084375,13.909440750493024,-0.038535202654870856,0.12058456792996941,0.5587783826815482,640,320
46,low_2nA,traditional_template_fit,Traditional bounded two-pulse template fit,0.0,1.0,0.5957853548079218,1.0,0.425,,-0.14038405291522832,0.3662686984651119,3.910867396572418,640,320
47,low_2nA,gradient_boosted_trees,Histogram gradient-boosted trees,0.6242667108770863,0.8,0.9744969647628902,0.040625,0.04375,13.984294721965696,-0.021388730876683075,0.07965289882723417,0.3825983489655983,640,320
47,low_2nA,mlp,Multilayer perceptron,0.3385512038388887,0.8,0.8876340208229117,0.1375,0.08125,19.217416342085002,-0.060705876414244866,0.15350584439881537,0.8417954042662112,640,320
47,low_2nA,one_d_cnn,Compact 1D-CNN,0.29378683567047115,0.8,0.9014749208205242,0.2125,0.08125,16.78920960593358,-0.05568708410607438,0.11650053353936884,0.9055778168990888,640,320
47,low_2nA,residual_shape_extratrees,Residual-shape ExtraTrees ensemble,0.38477231929061184,0.8,0.9314354999582435,0.165625,0.015625,18.107803361003327,-0.07456456214771505,0.10266602069854888,0.8033926249005621,640,320
47,low_2nA,ridge,Ridge/logistic linear calibration,0.3095228866206645,0.8,0.8605804456748265,0.175,0.13125,19.639558078270685,-0.042293077283386396,0.11400654096310635,0.8912136485500498,640,320
47,low_2nA,traditional_template_fit,Traditional bounded two-pulse template fit,0.0,1.0,0.5727615649563917,1.0,0.35625,,-0.15625232236970685,0.3511528958083754,3.9346436532216904,640,320
48,high_20nA,gradient_boosted_trees,Histogram gradient-boosted trees,0.6272139071738397,0.8,0.9765083197702886,0.03125,0.0625,15.15784410568052,-0.04465234817211153,0.09003545606852281,0.41015253579135225,640,320
48,high_20nA,mlp,Multilayer perceptron,0.4284252221450053,0.8,0.8917046383923366,0.165625,0.15625,20.47609923198033,-0.029566690609193567,0.10719336425693177,0.832256656873543,640,320
48,high_20nA,one_d_cnn,Compact 1D-CNN,0.21743915081024162,0.8,0.899686059964242,0.234375,0.09375,18.75427049259573,-0.062347882587052636,0.0886610585653498,0.954501262345607,640,320
48,high_20nA,residual_shape_extratrees,Residual-shape ExtraTrees ensemble,0.36623164817182857,0.8,0.9217262726839912,0.140625,0.04375,17.491245509989096,-0.07648351132218864,0.09946395507706339,0.7541117625901246,640,320
48,high_20nA,ridge,Ridge/logistic linear calibration,0.2907362989504016,0.8,0.8644752040931964,0.23125,0.140625,19.042150262156007,-0.05007413069944275,0.1238726814215505,1.0099984863047469,640,320
48,high_20nA,traditional_template_fit,Traditional bounded two-pulse template fit,0.0,1.0,0.5427442807365583,1.0,0.265625,,-0.18619168791908622,0.34276701206059385,3.9862144192431215,640,320
49,high_20nA,gradient_boosted_trees,Histogram gradient-boosted trees,0.5127667047205512,0.8,0.9503403135831124,0.096875,0.096875,19.849332917146025,-0.059413907783943426,0.10173745516344909,0.6526777108286054,640,320
49,high_20nA,mlp,Multilayer perceptron,0.34145862448439235,0.8,0.8769613450863172,0.18125,0.13125,20.250412670899816,-0.045413555331446316,0.1482761600601355,0.9323585286915124,640,320
49,high_20nA,one_d_cnn,Compact 1D-CNN,0.14452908337116213,0.8,0.8464238720194104,0.2375,0.096875,18.722348987235147,-0.07487952531781772,0.1026907828251391,1.0401757984639857,640,320
49,high_20nA,residual_shape_extratrees,Residual-shape ExtraTrees ensemble,0.31872025133809595,0.8,0.8889675547118772,0.215625,0.071875,22.23887526410051,-0.08647594881440523,0.11154609008914028,1.0182904249929248,640,320
49,high_20nA,ridge,Ridge/logistic linear calibration,0.30608299207218614,0.8,0.8589096624884397,0.19375,0.125,20.43575316954464,-0.04691315200017353,0.1345756222385758,0.9655260263696177,640,320
49,high_20nA,traditional_template_fit,Traditional bounded two-pulse template fit,0.0,1.0,0.5266705759840722,1.0,0.2875,,-0.18174585076023644,0.34051209656161696,3.995587371337781,640,320
50,high_20nA,gradient_boosted_trees,Histogram gradient-boosted trees,0.4649230099743734,0.803125,0.9445511260905748,0.1,0.096875,16.682062561833526,-0.042450273191326625,0.10005525515932295,0.6064801842829939,640,320
50,high_20nA,mlp,Multilayer perceptron,0.29480825366434,0.8,0.9064336322171817,0.14375,0.1,17.89454203200607,0.016441245399576598,0.16729100496190047,0.7884803935443712,640,320
50,high_20nA,one_d_cnn,Compact 1D-CNN,0.16910814940929378,0.8,0.8534484644086608,0.31875,0.1,17.144839403601644,-0.04560637335668964,0.11416483154318119,1.1581332330362304,640,320
50,high_20nA,residual_shape_extratrees,Residual-shape ExtraTrees ensemble,0.3690826799369638,0.8,0.9003026257110869,0.225,0.034375,18.125747538197555,-0.07838609668498216,0.10818118305138781,0.9628364982527525,640,320
50,high_20nA,ridge,Ridge/logistic linear calibration,0.19572386992063032,0.8,0.8262285159751424,0.253125,0.125,21.382104851311016,-0.051103570688455474,0.11897574682436796,1.1173771121790688,640,320
50,high_20nA,traditional_template_fit,Traditional bounded two-pulse template fit,0.0,1.0,0.5239780484001763,1.0,0.25625,,-0.16855238638292572,0.33922220897346017,3.9837965469562095,640,320
51,high_20nA,gradient_boosted_trees,Histogram gradient-boosted trees,0.5804830895633741,0.8,0.9579814991639795,0.053125,0.065625,15.821503581620172,-0.05169923823581827,0.10180286790162221,0.49953940174371325,640,320
51,high_20nA,mlp,Multilayer perceptron,0.42204146613352694,0.8,0.9181177803782683,0.121875,0.109375,17.584809572388277,-0.044370798781378035,0.15704267902231225,0.7468558170802756,640,320
51,high_20nA,one_d_cnn,Compact 1D-CNN,0.15739022791385637,0.8,0.8616811398248947,0.325,0.13125,18.949003403888828,-0.06500007828493048,0.11446935112606539,1.2046508321347116,640,320
51,high_20nA,residual_shape_extratrees,Residual-shape ExtraTrees ensemble,0.3259342820670103,0.8,0.8793076560657107,0.2875,0.0375,19.06745910038959,-0.08942842069930157,0.12208549352217847,1.1455494969106392,640,320
51,high_20nA,ridge,Ridge/logistic linear calibration,0.2485370105207033,0.8,0.840998658294464,0.26875,0.159375,21.15420853511605,-0.05703504720316434,0.1286336215797349,1.146597617177386,640,320
51,high_20nA,traditional_template_fit,Traditional bounded two-pulse template fit,0.0,1.0,0.5391570727740165,1.0,0.2875,,-0.2065037966723779,0.3020115528538055,3.969358276752167,640,320
52,high_20nA,gradient_boosted_trees,Histogram gradient-boosted trees,0.7275130608826664,0.8,0.9772429272128844,0.00625,0.034375,14.695077171452601,-0.012878541409814348,0.07629994388727053,0.308124022727358,640,320
52,high_20nA,mlp,Multilayer perceptron,0.43901917820158826,0.8,0.8887767695264753,0.1125,0.103125,15.953494009333811,-0.018470748733943207,0.09573253663091477,0.6498451909550552,640,320
52,high_20nA,one_d_cnn,Compact 1D-CNN,0.15904274880886068,0.8,0.8768366625473902,0.334375,0.059375,16.373239805364328,-0.0670519616004657,0.11548250770996198,1.1791133043300914,640,320
52,high_20nA,residual_shape_extratrees,Residual-shape ExtraTrees ensemble,0.3918337011097572,0.8,0.9270629961345279,0.159375,0.028125,18.22599469993945,-0.05202202955924138,0.10520315741388875,0.7767371245878453,640,320
52,high_20nA,ridge,Ridge/logistic linear calibration,0.332622695072391,0.8,0.8662495795063861,0.175,0.128125,19.453690382820998,-0.04513042188614086,0.11995618439455293,0.8920081565595701,640,320
52,high_20nA,traditional_template_fit,Traditional bounded two-pulse template fit,0.0,1.0,0.5665305985119905,1.0,0.246875,,-0.15765626638152036,0.3413742119175453,3.932499879787075,640,320
53,high_20nA,gradient_boosted_trees,Histogram gradient-boosted trees,0.6794205106884772,0.8,0.9706228814856901,0.05625,0.075,14.115873337634978,-0.031985771424228406,0.08641209377848301,0.4367234004374586,640,320
53,high_20nA,mlp,Multilayer perceptron,0.5578724932979279,0.8,0.9007390630346395,0.10625,0.121875,16.600497705628793,-0.01941806208039277,0.16033709124439838,0.6990223116105116,640,320
53,high_20nA,one_d_cnn,Compact 1D-CNN,0.18346185684204086,0.8,0.8665301688130667,0.303125,0.109375,15.77323956355642,-0.04268120308782674,0.1173545490103217,1.0969210778295369,640,320
53,high_20nA,residual_shape_extratrees,Residual-shape ExtraTrees ensemble,0.37160496238216095,0.8,0.9178771889760269,0.146875,0.05,16.358621177646977,-0.08664452795010562,0.112683644184817,0.7796837478794829,640,320
53,high_20nA,ridge,Ridge/logistic linear calibration,0.2782331493326064,0.8,0.8167149206585238,0.209375,0.121875,19.76631150313911,-0.04923997628736926,0.13068456868443978,1.0290385181025241,640,320
53,high_20nA,traditional_template_fit,Traditional bounded two-pulse template fit,0.0,1.0,0.5314670292759296,1.0,0.309375,,-0.20538974761488626,0.3442346574033598,4.018157375742317,640,320
54,high_20nA,gradient_boosted_trees,Histogram gradient-boosted trees,0.553881067761858,0.8,0.9396336642441883,0.11875,0.128125,17.08775962762469,-0.05222991807459788,0.08801537716431009,0.6517086263400282,640,320
54,high_20nA,mlp,Multilayer perceptron,0.37656902440418566,0.8,0.9036238857450075,0.153125,0.128125,19.412728898771064,-0.048506307858242274,0.15009807393175284,0.843889607279626,640,320
54,high_20nA,one_d_cnn,Compact 1D-CNN,0.1847296029329299,0.8,0.8559212975810713,0.35625,0.153125,15.695460955529951,-0.07194540121134785,0.12112315725058843,1.2458405228249894,640,320
54,high_20nA,residual_shape_extratrees,Residual-shape ExtraTrees ensemble,0.3929754015015361,0.8,0.8912468664588046,0.234375,0.1,18.49867062764571,-0.08266482491458256,0.11205797388225003,1.0034593151835995,640,320
54,high_20nA,ridge,Ridge/logistic linear calibration,0.23565654924124382,0.8,0.8476063656950505,0.25,0.109375,20.668985119998734,-0.07519453711811723,0.12017676858576953,1.1061272540088205,640,320
54,high_20nA,traditional_template_fit,Traditional bounded two-pulse template fit,0.0,1.0,0.5528757581565966,1.0,0.28125,,-0.1879550014033966,0.3522218747584106,3.987301118005211,640,320
55,high_20nA,gradient_boosted_trees,Histogram gradient-boosted trees,0.5594286535943869,0.8,0.9544665680036428,0.08125,0.1125,16.437971763431904,-0.04466528118086936,0.09925379068499653,0.557427150905122,640,320
55,high_20nA,mlp,Multilayer perceptron,0.4956859881412901,0.8,0.8890107763528585,0.153125,0.15,18.94073527584537,-0.011062170357790169,0.12887662191023785,0.7939372068632368,640,320
55,high_20nA,one_d_cnn,Compact 1D-CNN,0.1780213236808776,0.8,0.8504741311445181,0.3375,0.146875,18.243479435762605,-0.08036078552392625,0.1202177539415988,1.2531479012680395,640,320
55,high_20nA,residual_shape_extratrees,Residual-shape ExtraTrees ensemble,0.4041139467764759,0.8,0.8714898494084116,0.275,0.11875,19.057195251122245,-0.08294798339768755,0.11620256280853548,1.1158756374368395,640,320
55,high_20nA,ridge,Ridge/logistic linear calibration,0.3254652765494575,0.8,0.8456043114560873,0.24375,0.15,21.90006754092274,-0.04999121394112745,0.11676364057624256,1.0824013873228169,640,320
55,high_20nA,traditional_template_fit,Traditional bounded two-pulse template fit,0.0,1.0,0.5308735608523104,1.0,0.25625,,-0.18428868953849628,0.32257804681541397,3.9759931755015994,640,320
56,high_20nA,gradient_boosted_trees,Histogram gradient-boosted trees,0.5003745827461269,0.8,0.9546953292176237,0.09375,0.09375,16.110580443740115,-0.048170356862583315,0.09720423381788013,0.5795615170095911,640,320
56,high_20nA,mlp,Multilayer perceptron,0.2645803094839294,0.8,0.8974682760246173,0.153125,0.096875,18.918157102222516,-0.046299240168420026,0.12699465672000484,0.818552584641589,640,320
56,high_20nA,one_d_cnn,Compact 1D-CNN,0.05493699908256525,0.8,0.8541532048489112,0.4625,0.046875,16.82128951463921,-0.11547854461251808,0.12955408280033787,1.5261455414969352,640,320
56,high_20nA,residual_shape_extratrees,Residual-shape ExtraTrees ensemble,0.30496356532880764,0.8,0.893381915196277,0.25,0.0375,18.345042713170617,-0.08356265365010236,0.11283761333325784,1.032331385701716,640,320
56,high_20nA,ridge,Ridge/logistic linear calibration,0.09649990842027345,0.8,0.8404024472560165,0.3375,0.0875,20.348642626366306,-0.061001645541738814,0.11227760496604945,1.2622348360813507,640,320
56,high_20nA,traditional_template_fit,Traditional bounded two-pulse template fit,0.0,1.0,0.5277773178251216,1.0,0.275,,-0.1906469404993497,0.31462189082961595,3.977491513503844,640,320
57,high_20nA,gradient_boosted_trees,Histogram gradient-boosted trees,0.6141124867311621,0.8,0.962672087990257,0.05,0.065625,17.29209744617395,-0.043284000168006834,0.09045892942609568,0.48722205968101984,640,320
57,high_20nA,mlp,Multilayer perceptron,0.2961452991482505,0.8,0.9152949121848275,0.159375,0.096875,21.768324684944726,-0.04543577667197178,0.13266920094642798,0.8536641239953813,640,320
57,high_20nA,one_d_cnn,Compact 1D-CNN,0.1662418872117995,0.8,0.8684282559958557,0.371875,0.065625,17.76126758369297,-0.08237126786831801,0.12098179723291454,1.300690653901539,640,320
57,high_20nA,residual_shape_extratrees,Residual-shape ExtraTrees ensemble,0.34674977220009123,0.8,0.9082920556820311,0.178125,0.053125,19.254263602448326,-0.07343192241441526,0.11460841732272352,0.8766765790857118,640,320
57,high_20nA,ridge,Ridge/logistic linear calibration,0.11027671532669443,0.8,0.8252629859794878,0.346875,0.15625,22.152034745833834,-0.03827800032237236,0.1334533004974596,1.3171187491632672,640,320
57,high_20nA,traditional_template_fit,Traditional bounded two-pulse template fit,0.0,1.0,0.5469590683041045,1.0,0.26875,,-0.17487605861274536,0.3413826259342173,3.9692996162428584,640,320
