run,run_id,stack,raw_root_present,raw_archive_present,extracted_root_present,sorted_root_present,entries,trigger_summary,non_beam_trigger_entries,has_trigger_branch,root_status,trigger_mode_label,confidence_label,evidence_basis,file,path,bytes,sha256
28,run_0028,a,True,True,True,True,5222,1:5222,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrda_run_0028.root,/home/billy/ccb-data/extracted/root/root/hrda_run_0028.root,1292921,66aaa1135131d58c5ebee53e4b4ebcd5da04c9cae34ff6378554ccc28c5d297d
28,run_0028,b,True,True,True,True,5203,1:5203,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrdb_run_0028.root,/home/billy/ccb-data/extracted/root/root/hrdb_run_0028.root,1507230,ebe54de23d611f7583fe617785802098a116a8c4884e8e3d8ec7ee254e28a503
29,run_0029,a,True,True,True,True,25873,1:25873,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrda_run_0029.root,/home/billy/ccb-data/extracted/root/root/hrda_run_0029.root,6393883,a80e4ebffd33cc41b3684a448b4f3772cf40345cb247de6357ff6764dd0a01ee
29,run_0029,b,True,True,True,True,25800,1:25800,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrdb_run_0029.root,/home/billy/ccb-data/extracted/root/root/hrdb_run_0029.root,7398148,e166cdf5ddfcb8ce09a34b2a749f6e48cab7334b485c8144bf98e591b0e36c95
30,run_0030,a,True,True,True,True,5243,1:5243,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrda_run_0030.root,/home/billy/ccb-data/extracted/root/root/hrda_run_0030.root,1303672,fc3af114a79eaa4226bff472ece5212c06585314411aefd3f4565e0211b1d19e
30,run_0030,b,True,True,True,True,5265,1:5265,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrdb_run_0030.root,/home/billy/ccb-data/extracted/root/root/hrdb_run_0030.root,1524216,9fea50513af1897c3710b90ffa7541532533da1eca050c3ef844b5a67fd36c70
31,run_0031,a,True,True,True,True,39994,1:39994,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrda_run_0031.root,/home/billy/ccb-data/extracted/root/root/hrda_run_0031.root,9888079,9dc9ae16d4e5cc1e09c9aa3c43523f424d8baa17b635e4a62e116252dfd1e89a
31,run_0031,b,True,True,True,True,39990,1:39990,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrdb_run_0031.root,/home/billy/ccb-data/extracted/root/root/hrdb_run_0031.root,11638901,9921aa75c062d0b8994573299a201cbe2725673319fdf1b8cffb711fb9adcea7
32,run_0032,a,True,True,True,True,41913,1:41913,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrda_run_0032.root,/home/billy/ccb-data/extracted/root/root/hrda_run_0032.root,10365191,75b51295806f2fe960d70047b5f9a7301469abf9bc61d3da97f39017b3c6658c
32,run_0032,b,True,True,True,True,41921,1:41921,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrdb_run_0032.root,/home/billy/ccb-data/extracted/root/root/hrdb_run_0032.root,12157812,649983bf173352b638bf57c099dc92741b70483feba8981172b26319fc9047ff
33,run_0033,a,True,True,True,True,57167,1:57167,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrda_run_0033.root,/home/billy/ccb-data/extracted/root/root/hrda_run_0033.root,13980468,980b6b0fddcc7321c7bba3eed2695c560b8dc0870851b5c842211531ef741c09
33,run_0033,b,True,True,True,True,57173,1:57173,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrdb_run_0033.root,/home/billy/ccb-data/extracted/root/root/hrdb_run_0033.root,16781109,1b8f1dcda0e53b8c7b702f00801555f6d317a87bed8efef6d228b49146dbf973
34,run_0034,a,True,True,True,True,39721,1:39721,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrda_run_0034.root,/home/billy/ccb-data/extracted/root/root/hrda_run_0034.root,9685894,bf862dc62e0a341f09561ea2682203208ae9431186960ac30a4e7636a454d80c
34,run_0034,b,True,True,True,True,39765,1:39765,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrdb_run_0034.root,/home/billy/ccb-data/extracted/root/root/hrdb_run_0034.root,11697434,69ef29a8d879aaa908ab4a076c82b3d10ac7b3e2622e491e017eb368290bdf51
35,run_0035,a,True,True,True,True,27764,1:27764,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrda_run_0035.root,/home/billy/ccb-data/extracted/root/root/hrda_run_0035.root,6906038,6218ea5cc30f54aa9bb3ab7a2f66e78655ab5e5bbc220a42cf0b446ee8278e65
35,run_0035,b,True,True,True,True,27786,1:27786,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrdb_run_0035.root,/home/billy/ccb-data/extracted/root/root/hrdb_run_0035.root,7793651,a6e08e36ab103e76b53741b55ea7cd3e648d1800508d6144b96ab80820e156ea
36,run_0036,a,True,True,True,True,21755,1:21755,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrda_run_0036.root,/home/billy/ccb-data/extracted/root/root/hrda_run_0036.root,5406671,f3856daa9d9a0dce258790ec130a553e3b10f8da41752896d0fb9727b8f303e5
36,run_0036,b,True,True,True,True,21764,1:21764,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrdb_run_0036.root,/home/billy/ccb-data/extracted/root/root/hrdb_run_0036.root,6167361,1160bee157e233eb63421597b415f1aaf4dea2c1e7e4a804836c487704852fee
37,run_0037,a,True,True,True,True,50511,1:50511,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrda_run_0037.root,/home/billy/ccb-data/extracted/root/root/hrda_run_0037.root,12558688,1a0ebd9202bacb568de7ba7cd994b769e8c37e3e03c64af5ab19dfa22ad4fa4a
37,run_0037,b,True,True,True,True,50513,1:50513,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrdb_run_0037.root,/home/billy/ccb-data/extracted/root/root/hrdb_run_0037.root,14369738,6bcebe85c0b1e38a42cc326cbcdc2107ccaee877372bffd537ce71baa1b22fd3
38,run_0038,a,False,False,False,False,0,,0,False,missing,not_available_in_current_mirror,high_for_absence_in_current_mirror,no extracted raw ROOT row and no root.zip member for this stack/run,,,0,
38,run_0038,b,False,False,False,False,0,,0,False,missing,not_available_in_current_mirror,high_for_absence_in_current_mirror,no extracted raw ROOT row and no root.zip member for this stack/run,,,0,
39,run_0039,a,True,True,True,True,30336,1:30336,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrda_run_0039.root,/home/billy/ccb-data/extracted/root/root/hrda_run_0039.root,7551093,d6d168608e742109ba75fddbb5dd533ddf14de06298c36dfa7b32a144a7a2f78
39,run_0039,b,True,True,True,True,30321,1:30321,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrdb_run_0039.root,/home/billy/ccb-data/extracted/root/root/hrdb_run_0039.root,8625385,b875c8d45a62a39933d7d4648518040a645629e6fb60c9111a7d05c4d982c568
40,run_0040,a,True,True,True,True,32645,1:32645,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrda_run_0040.root,/home/billy/ccb-data/extracted/root/root/hrda_run_0040.root,8132296,1494136cc886313efb6407b4e6593a91bbb5aab4fb9e41fee61e6fd9d9d0dd8c
40,run_0040,b,True,True,True,True,32613,1:32613,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrdb_run_0040.root,/home/billy/ccb-data/extracted/root/root/hrdb_run_0040.root,9266489,0d4ebb2f14673aea000c454fd8a4be2c56d6028c31e26a82c1ecd85578128f17
41,run_0041,a,True,True,True,True,34021,1:34021,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrda_run_0041.root,/home/billy/ccb-data/extracted/root/root/hrda_run_0041.root,8476807,a73d5176faac86db5729413a872bfa8893dc99a8f04703f20820917fd96527ca
41,run_0041,b,True,True,True,True,33997,1:33997,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrdb_run_0041.root,/home/billy/ccb-data/extracted/root/root/hrdb_run_0041.root,9691925,72f7a53810bcc4858c2d56e64bdc3bcbb94b9f8e34d35b79c202a77328eb8010
42,run_0042,a,True,True,True,True,33976,1:33976,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrda_run_0042.root,/home/billy/ccb-data/extracted/root/root/hrda_run_0042.root,8439631,4231c6f44238a88e523bb6478ccdaf50ea8df54b0860ac5d6c07b111fe65903b
42,run_0042,b,True,True,True,True,33972,1:33972,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrdb_run_0042.root,/home/billy/ccb-data/extracted/root/root/hrdb_run_0042.root,9767653,b941a6a777414912a0db865a87f68370accf916348340d2249972018f2e61898
43,run_0043,a,True,True,True,True,13,1:13,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrda_run_0043.root,/home/billy/ccb-data/extracted/root/root/hrda_run_0043.root,9816,69e12d74b1dc64ae8e95a8bc1f949877b85dae689e3894cd1a6f93c485880c4b
43,run_0043,b,True,True,True,True,13,1:13,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrdb_run_0043.root,/home/billy/ccb-data/extracted/root/root/hrdb_run_0043.root,10181,74e64f1ffa2afcdb179cc8bf1b5d28d6c277f408992aa7077f104edf10eef81e
44,run_0044,a,True,True,True,True,4299,1:4299,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrda_run_0044.root,/home/billy/ccb-data/extracted/root/root/hrda_run_0044.root,1072439,8b9a0c63e5ebff7df6b49fe1c34fb2f058671bfd4fa4507e1e864b52e31813ad
44,run_0044,b,True,True,True,True,4294,1:4294,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrdb_run_0044.root,/home/billy/ccb-data/extracted/root/root/hrdb_run_0044.root,1227977,0ac6d667ebf7c1b47d037dde649e5977cdc6012d80abb6a311516bc67d03ad50
45,run_0045,a,True,True,True,True,48208,1:48208,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrda_run_0045.root,/home/billy/ccb-data/extracted/root/root/hrda_run_0045.root,11978439,0667f58a0c2408419fe2838feca49c211d681153295fbff131ba357ab7b17dbb
45,run_0045,b,True,True,True,True,48181,1:48181,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrdb_run_0045.root,/home/billy/ccb-data/extracted/root/root/hrdb_run_0045.root,13786671,b7bf2921edc3f776390cf50efe6901cb99f9807d7ae04ab5d8925348b74eb96b
46,run_0046,a,True,True,True,True,1444,1:1444,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrda_run_0046.root,/home/billy/ccb-data/extracted/root/root/hrda_run_0046.root,363504,d723c69ee87a20b8966c6186726c37cd827538b71d6b80cae051f20a77d625b5
46,run_0046,b,True,True,True,True,1441,1:1441,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrdb_run_0046.root,/home/billy/ccb-data/extracted/root/root/hrdb_run_0046.root,412227,7a1f8b5c0e478739401425f3e80bb5469433064137ccbd30266f8e42da135bf3
