run,event_id,pair,method,residual_ns,pull,amplitude_bin,charge_bin,peak_sample_bin,saturation_flag,p09_anomaly_class
58,58:403406:4719:14427,B6-B8,traditional,-0.6190843667990009,,"amp_adc[2500,4000)","charge[4000,8000)",peakmax_17,False,novel_delayed_peak
58,58:403541:4843:14562,B4-B6,traditional,2.530348346294943,,"amp_adc[1500,2500)","charge[8000,14000)",peakmax_13,False,unassigned_common
58,58:403541:4843:14562,B4-B8,traditional,2.3215576667206363,,"amp_adc[1500,2500)","charge[14000,24000)",peakmax_13,False,unassigned_common
58,58:403541:4843:14562,B6-B8,traditional,-0.20879067957430664,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_13,False,unassigned_common
58,58:404100:5367:15118,B4-B6,traditional,2.0621978621986017,,"amp_adc[1500,2500)","charge[8000,14000)",peakmax_16,False,novel_delayed_peak
58,58:404100:5367:15118,B4-B8,traditional,2.042357767273188,,"amp_adc[2500,4000)","charge[8000,14000)",peakmax_15,False,novel_delayed_peak
58,58:404100:5367:15118,B6-B8,traditional,-0.01984009492541361,,"amp_adc[1500,2500)","charge[8000,14000)",peakmax_16,False,novel_delayed_peak
58,58:404147:5411:15165,B4-B6,traditional,2.0632247183670813,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_11,False,unassigned_common
58,58:404147:5411:15165,B4-B8,traditional,1.6972299938166486,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_10,False,unassigned_common
58,58:404147:5411:15165,B6-B8,traditional,-0.3659947245504327,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_11,False,unassigned_common
58,58:404180:5444:15198,B4-B6,traditional,2.032599681877855,,"amp_adc[1500,2500)","charge[14000,24000)",peakmax_6,False,unassigned_common
58,58:404180:5444:15198,B4-B8,traditional,1.9287472207550351,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_6,False,unassigned_common
58,58:404180:5444:15198,B6-B8,traditional,-0.10385246112281976,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_4,False,unassigned_common
58,58:404302:5557:15320,B4-B6,traditional,1.1332055479247884,,"amp_adc[1500,2500)","charge[14000,24000)",peakmax_9,False,unassigned_common
58,58:404302:5557:15320,B4-B8,traditional,1.4855293897018882,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_11,False,unassigned_common
58,58:404302:5557:15320,B6-B8,traditional,0.35232384177709974,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_11,False,unassigned_common
58,58:404573:5824:15589,B4-B6,traditional,2.1748223991625792,,"amp_adc[1500,2500)","charge[1000,4000)",peakmax_17,False,novel_delayed_peak
58,58:404573:5824:15589,B4-B8,traditional,1.935657249105958,,"amp_adc[2500,4000)","charge[1000,4000)",peakmax_17,False,novel_delayed_peak
58,58:404573:5824:15589,B6-B8,traditional,-0.2391651500566212,,"amp_adc[2500,4000)","charge[1000,4000)",peakmax_17,False,novel_delayed_peak
58,58:405501:6684:16516,B4-B6,traditional,2.115943125040701,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_13,False,unassigned_common
58,58:405501:6684:16516,B4-B8,traditional,1.7085607853398272,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_12,False,unassigned_common
58,58:405501:6684:16516,B6-B8,traditional,-0.4073823397008738,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_13,False,unassigned_common
58,58:405830:6983:16845,B4-B6,traditional,2.0035928965147605,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_8,False,unassigned_common
58,58:405830:6983:16845,B4-B8,traditional,1.203217983428459,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_7,False,unassigned_common
58,58:405830:6983:16845,B6-B8,traditional,-0.8003749130863014,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_8,False,unassigned_common
58,58:405995:7135:17010,B4-B6,traditional,2.1034971610223323,,"amp_adc[1500,2500)","charge[14000,24000)",peakmax_6,False,unassigned_common
58,58:405995:7135:17010,B4-B8,traditional,1.3533602697919207,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_6,False,unassigned_common
58,58:405995:7135:17010,B6-B8,traditional,-0.7501368912304116,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_6,False,unassigned_common
58,58:406327:7441:17342,B4-B6,traditional,2.210390437089039,,"amp_adc[1500,2500)","charge[8000,14000)",peakmax_6,False,unassigned_common
58,58:406327:7441:17342,B4-B8,traditional,2.058382293883568,,"amp_adc[1500,2500)","charge[14000,24000)",peakmax_6,False,novel_early_pretrigger
58,58:406327:7441:17342,B6-B8,traditional,-0.15200814320547096,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_4,False,novel_early_pretrigger
58,58:406604:7705:17619,B4-B6,traditional,8.714205959274459,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_7,False,unassigned_common
58,58:406604:7705:17619,B4-B8,traditional,8.60258813370259,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_9,False,unassigned_common
58,58:406604:7705:17619,B6-B8,traditional,-0.11161782557186939,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_9,False,unassigned_common
58,58:406641:7736:17656,B4-B6,traditional,1.683852407442906,,"amp_adc[1500,2500)","charge[8000,14000)",peakmax_7,False,unassigned_common
58,58:406641:7736:17656,B4-B8,traditional,1.7982057156804458,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_6,False,unassigned_common
58,58:406641:7736:17656,B6-B8,traditional,0.11435330823753986,,"amp_adc[1500,2500)","charge[14000,24000)",peakmax_7,False,unassigned_common
58,58:406766:7856:17781,B4-B6,traditional,1.9435627120902126,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_12,False,unassigned_common
58,58:406766:7856:17781,B4-B8,traditional,1.9272802707571515,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_12,False,unassigned_common
58,58:406766:7856:17781,B6-B8,traditional,-0.016282441333061115,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_12,False,unassigned_common
58,58:407215:8277:18230,B4-B6,traditional,1.5989978193110659,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_9,False,unassigned_common
58,58:407215:8277:18230,B4-B8,traditional,2.993351901955549,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_9,False,unassigned_common
58,58:407215:8277:18230,B6-B8,traditional,1.3943540826444831,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_9,False,unassigned_common
58,58:407221:8283:18236,B4-B6,traditional,1.9691404991991703,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_13,False,unassigned_common
58,58:407221:8283:18236,B4-B8,traditional,2.22955900845902,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_13,False,unassigned_common
58,58:407221:8283:18236,B6-B8,traditional,0.2604185092598499,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_13,False,unassigned_common
58,58:408610:9560:19622,B4-B6,traditional,2.070935625351126,,"amp_adc[1500,2500)","charge[4000,8000)",peakmax_17,False,novel_delayed_peak
58,58:408610:9560:19622,B4-B8,traditional,1.873135145950016,,"amp_adc[2500,4000)","charge[4000,8000)",peakmax_17,False,novel_delayed_peak
58,58:408610:9560:19622,B6-B8,traditional,-0.1978004794011099,,"amp_adc[2500,4000)","charge[4000,8000)",peakmax_17,False,novel_delayed_peak
58,58:408871:9807:19882,B4-B6,traditional,3.998035712133799,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_10,False,unassigned_common
58,58:408871:9807:19882,B4-B8,traditional,0.6848929908972892,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_11,False,unassigned_common
58,58:408871:9807:19882,B6-B8,traditional,-3.3131427212365097,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_11,False,unassigned_common
58,58:408897:9829:19908,B4-B6,traditional,1.959172262256672,,"amp_adc[1500,2500)","charge[1000,4000)",peakmax_17,False,novel_delayed_peak
58,58:408897:9829:19908,B4-B8,traditional,1.3499469301779925,,"amp_adc[2500,4000)","charge[4000,8000)",peakmax_17,False,novel_delayed_peak
58,58:408897:9829:19908,B6-B8,traditional,-0.6092253320786796,,"amp_adc[2500,4000)","charge[4000,8000)",peakmax_17,False,novel_delayed_peak
58,58:409157:10061:20168,B4-B6,traditional,1.5507873194929545,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_8,False,unassigned_common
58,58:409157:10061:20168,B4-B8,traditional,-0.1047492459401198,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_9,False,unassigned_common
58,58:409157:10061:20168,B6-B8,traditional,-1.6555365654330743,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_9,False,unassigned_common
58,58:409234:10135:20245,B4-B6,traditional,2.0972264608260645,,"amp_adc[1500,2500)","charge[8000,14000)",peakmax_15,False,novel_delayed_peak
58,58:409234:10135:20245,B4-B8,traditional,1.0711832742580185,,"amp_adc[4000,7000)","charge[14000,24000)",peakmax_15,False,novel_delayed_peak
58,58:409234:10135:20245,B6-B8,traditional,-1.026043186568046,,"amp_adc[4000,7000)","charge[14000,24000)",peakmax_15,False,novel_delayed_peak
58,58:410177:11017:21186,B4-B6,traditional,2.088963396685145,,"amp_adc[1500,2500)","charge[8000,14000)",peakmax_5,False,unassigned_common
58,58:410177:11017:21186,B4-B8,traditional,2.1692028039891014,,"amp_adc[1500,2500)","charge[14000,24000)",peakmax_5,False,unassigned_common
58,58:410177:11017:21186,B6-B8,traditional,0.08023940730395651,,"amp_adc[1500,2500)","charge[14000,24000)",peakmax_5,False,unassigned_common
58,58:410621:11439:21629,B4-B6,traditional,2.183364287190585,,"amp_adc[1500,2500)","charge[8000,14000)",peakmax_12,False,unassigned_common
58,58:410621:11439:21629,B4-B8,traditional,2.12200718569008,,"amp_adc[1500,2500)","charge[14000,24000)",peakmax_14,False,novel_delayed_peak
58,58:410621:11439:21629,B6-B8,traditional,-0.061357101500504996,,"amp_adc[1500,2500)","charge[14000,24000)",peakmax_14,False,novel_delayed_peak
58,58:412157:12844:23160,B4-B6,traditional,3.0127593616355597,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_9,False,unassigned_common
58,58:412157:12844:23160,B4-B8,traditional,1.183950174521243,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_12,False,unassigned_common
58,58:412157:12844:23160,B6-B8,traditional,-1.8288091871143166,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_12,False,unassigned_common
58,58:412546:13200:23548,B4-B6,traditional,2.0865584656030833,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_9,False,unassigned_common
58,58:412546:13200:23548,B4-B8,traditional,-0.12559324238119274,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_9,False,unassigned_common
58,58:412546:13200:23548,B6-B8,traditional,-2.212151707984276,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_9,False,unassigned_common
58,58:413325:13961:24327,B4-B6,traditional,3.018022138733862,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_11,False,unassigned_common
58,58:413325:13961:24327,B4-B8,traditional,1.131204623344665,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_11,False,unassigned_common
58,58:413325:13961:24327,B6-B8,traditional,-1.8868175153891968,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_8,False,unassigned_common
58,58:413638:14256:24640,B4-B6,traditional,2.1063179473413953,,"amp_adc[1500,2500)","charge[8000,14000)",peakmax_16,False,novel_delayed_peak
58,58:413638:14256:24640,B4-B8,traditional,1.8757259828437896,,"amp_adc[2500,4000)","charge[8000,14000)",peakmax_15,False,novel_delayed_peak
58,58:413638:14256:24640,B6-B8,traditional,-0.23059196449760577,,"amp_adc[2500,4000)","charge[8000,14000)",peakmax_16,False,novel_delayed_peak
58,58:413843:14451:24845,B4-B6,traditional,2.195445484033023,,"amp_adc[1500,2500)","charge[8000,14000)",peakmax_5,False,unassigned_common
58,58:413843:14451:24845,B4-B8,traditional,2.1581374823854347,,"amp_adc[1500,2500)","charge[14000,24000)",peakmax_7,False,unassigned_common
58,58:413843:14451:24845,B6-B8,traditional,-0.037308001647588185,,"amp_adc[1500,2500)","charge[14000,24000)",peakmax_7,False,unassigned_common
58,58:416328:373:27330,B4-B6,traditional,-2.0397808372464894,,"amp_adc[4000,7000)","charge[24000,40000)",peakmax_10,False,novel_broad_template_mismatch
58,58:416328:373:27330,B4-B8,traditional,2.0983554103064748,,"amp_adc[4000,7000)","charge[40000,80000)",peakmax_7,False,novel_broad_template_mismatch
58,58:416328:373:27330,B6-B8,traditional,4.138136247552964,,"amp_adc[4000,7000)","charge[24000,40000)",peakmax_10,False,unassigned_common
58,58:417165:1152:28167,B4-B6,traditional,2.0832929949585264,,"amp_adc[1500,2500)","charge[14000,24000)",peakmax_6,False,unassigned_common
58,58:417165:1152:28167,B4-B8,traditional,2.0787596640233446,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_5,False,unassigned_common
58,58:417165:1152:28167,B6-B8,traditional,-0.004533330935181823,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_6,False,unassigned_common
58,58:417278:1288:28280,B4-B6,traditional,4.556034455183109,,"amp_adc[1500,2500)","charge[8000,14000)",peakmax_7,False,unassigned_common
58,58:417278:1288:28280,B4-B8,traditional,1.5057562484285612,,"amp_adc[1500,2500)","charge[14000,24000)",peakmax_10,False,unassigned_common
58,58:417278:1288:28280,B6-B8,traditional,-3.050278206754548,,"amp_adc[1500,2500)","charge[14000,24000)",peakmax_10,False,unassigned_common
58,58:417735:1712:28737,B4-B6,traditional,1.954628219413408,,"amp_adc[2500,4000)","charge[8000,14000)",peakmax_17,False,novel_delayed_peak
58,58:417735:1712:28737,B4-B8,traditional,2.308362176322248,,"amp_adc[1500,2500)","charge[4000,8000)",peakmax_17,False,novel_delayed_peak
58,58:417735:1712:28737,B6-B8,traditional,0.35373395690884024,,"amp_adc[2500,4000)","charge[4000,8000)",peakmax_17,False,novel_delayed_peak
58,58:417804:1777:28806,B4-B6,traditional,2.1193441711902636,,"amp_adc[1500,2500)","charge[4000,8000)",peakmax_17,False,novel_delayed_peak
58,58:417804:1777:28806,B4-B8,traditional,1.9542254502693197,,"amp_adc[2500,4000)","charge[4000,8000)",peakmax_17,False,novel_delayed_peak
