granularity,dimension,stratum,pair,traditional_sigma68_ns,ml_sigma68_ns,ml_minus_traditional_sigma68_ns,method
pairwise,charge_bin,"charge[1000,4000)",B6-B8,0.19326018279252763,2.030559433655525,1.8372992508629975,ml_minus_traditional
pairwise,charge_bin,"charge[14000,24000)",B4-B6,1.2784054583390214,1.4414973778453208,0.16309191950629942,ml_minus_traditional
pairwise,charge_bin,"charge[14000,24000)",B4-B8,1.1004150108512596,1.5656794048834808,0.4652643940322212,ml_minus_traditional
pairwise,charge_bin,"charge[14000,24000)",B6-B8,0.9945399231323913,1.6500100277162095,0.6554701045838183,ml_minus_traditional
pairwise,charge_bin,"charge[24000,40000)",B4-B6,1.584703169280241,1.8340222984420018,0.2493191291617609,ml_minus_traditional
pairwise,charge_bin,"charge[24000,40000)",B4-B8,1.479584156880783,1.6777444785696043,0.19816032168882125,ml_minus_traditional
pairwise,charge_bin,"charge[24000,40000)",B6-B8,1.1989059032555083,1.5454690196046992,0.3465631163491909,ml_minus_traditional
pairwise,charge_bin,"charge[4000,8000)",B4-B6,0.2923784026662247,1.3268243795641,1.0344459768978753,ml_minus_traditional
pairwise,charge_bin,"charge[4000,8000)",B4-B8,0.4868927261760755,1.2975254894820119,0.8106327633059364,ml_minus_traditional
pairwise,charge_bin,"charge[4000,8000)",B6-B8,0.31948181986668334,1.050726782344217,0.7312449624775337,ml_minus_traditional
pairwise,charge_bin,"charge[40000,80000)",B4-B6,2.322914967307157,3.5652026706408773,1.2422877033337203,ml_minus_traditional
pairwise,charge_bin,"charge[40000,80000)",B4-B8,7.435918921925875,7.91512109859649,0.47920217667061493,ml_minus_traditional
pairwise,charge_bin,"charge[40000,80000)",B6-B8,1.6488861975987883,4.183499236756483,2.534613039157695,ml_minus_traditional
pairwise,charge_bin,"charge[8000,14000)",B4-B6,0.9585834771041809,1.6208360882604156,0.6622526111562347,ml_minus_traditional
pairwise,charge_bin,"charge[8000,14000)",B4-B8,0.4748680858027774,1.8259803431103476,1.3511122573075702,ml_minus_traditional
pairwise,charge_bin,"charge[8000,14000)",B6-B8,0.3493042750255393,1.410069559561328,1.0607652845357887,ml_minus_traditional
pairwise,peak_sample_bin,peakmax_10,B4-B6,1.6654327064691268,1.6796329619597912,0.014200255490664393,ml_minus_traditional
pairwise,peak_sample_bin,peakmax_10,B4-B8,1.6443827561837316,1.8289875688698158,0.1846048126860842,ml_minus_traditional
pairwise,peak_sample_bin,peakmax_10,B6-B8,1.3360323035139048,1.9936951018205058,0.657662798306601,ml_minus_traditional
pairwise,peak_sample_bin,peakmax_11,B4-B6,1.3339777326323374,2.2208062493602565,0.8868285167279191,ml_minus_traditional
pairwise,peak_sample_bin,peakmax_11,B4-B8,1.6484680475331825,1.558653039073689,-0.08981500845949353,ml_minus_traditional
pairwise,peak_sample_bin,peakmax_11,B6-B8,1.2755579845827874,1.6143660487666351,0.3388080641838478,ml_minus_traditional
pairwise,peak_sample_bin,peakmax_12,B4-B6,0.12149515215891293,0.6434164871660926,0.5219213350071796,ml_minus_traditional
pairwise,peak_sample_bin,peakmax_12,B4-B8,0.5038096996551897,1.2687121867141395,0.7649024870589498,ml_minus_traditional
pairwise,peak_sample_bin,peakmax_12,B6-B8,0.8514290753730543,2.0860119873907745,1.23458291201772,ml_minus_traditional
pairwise,peak_sample_bin,peakmax_13,B4-B6,0.1804280901312324,1.0585249146299152,0.8780968244986828,ml_minus_traditional
pairwise,peak_sample_bin,peakmax_13,B4-B8,0.39630618327411327,1.3481608839104382,0.9518547006363249,ml_minus_traditional
pairwise,peak_sample_bin,peakmax_13,B6-B8,0.30898918520552815,1.3165607449607688,1.0075715597552406,ml_minus_traditional
pairwise,peak_sample_bin,peakmax_14,B4-B6,0.2118768853476174,1.2761151834032114,1.064238298055594,ml_minus_traditional
pairwise,peak_sample_bin,peakmax_14,B4-B8,0.46866838151429835,1.3048427076702938,0.8361743261559954,ml_minus_traditional
pairwise,peak_sample_bin,peakmax_14,B6-B8,0.454050015418075,1.4533684406319285,0.9993184252138535,ml_minus_traditional
pairwise,peak_sample_bin,peakmax_15,B4-B6,0.117845767363422,0.7092749855607567,0.5914292181973347,ml_minus_traditional
pairwise,peak_sample_bin,peakmax_15,B4-B8,0.4437109700952855,1.4445900510256204,1.000879080930335,ml_minus_traditional
pairwise,peak_sample_bin,peakmax_15,B6-B8,0.33389928527148555,1.338214134579066,1.0043148493075804,ml_minus_traditional
pairwise,peak_sample_bin,peakmax_16,B4-B6,0.13855173975825352,1.5363537924388708,1.3978020526806172,ml_minus_traditional
pairwise,peak_sample_bin,peakmax_16,B4-B8,0.3680805431925548,1.0023202349064824,0.6342396917139276,ml_minus_traditional
pairwise,peak_sample_bin,peakmax_16,B6-B8,0.27526815852585224,1.0783008264520135,0.8030326679261612,ml_minus_traditional
pairwise,peak_sample_bin,peakmax_17,B4-B6,0.14707266180701217,0.7410688201759841,0.5939961583689719,ml_minus_traditional
pairwise,peak_sample_bin,peakmax_17,B4-B8,0.34336582276594074,1.0920496435783773,0.7486838208124366,ml_minus_traditional
pairwise,peak_sample_bin,peakmax_17,B6-B8,0.3067941928228637,1.0610105841306912,0.7542163913078275,ml_minus_traditional
pairwise,peak_sample_bin,peakmax_3,B4-B6,0.1863886357546518,0.72443776831315,0.5380491325584982,ml_minus_traditional
pairwise,peak_sample_bin,peakmax_3,B4-B8,0.1961615033488906,1.5790422409081053,1.3828807375592147,ml_minus_traditional
pairwise,peak_sample_bin,peakmax_3,B6-B8,0.16583436656730738,1.4795031877227913,1.313668821155484,ml_minus_traditional
pairwise,peak_sample_bin,peakmax_4,B4-B6,0.259955741066336,1.0113103307562779,0.7513545896899418,ml_minus_traditional
pairwise,peak_sample_bin,peakmax_4,B4-B8,0.4784721085049256,1.2641379700719968,0.7856658615670712,ml_minus_traditional
pairwise,peak_sample_bin,peakmax_4,B6-B8,0.1858640627784044,1.2234448921657264,1.037580829387322,ml_minus_traditional
pairwise,peak_sample_bin,peakmax_5,B4-B6,0.13216664757504748,0.743024583659257,0.6108579360842096,ml_minus_traditional
pairwise,peak_sample_bin,peakmax_5,B4-B8,0.3332734704594287,1.1752236869785595,0.8419502165191308,ml_minus_traditional
pairwise,peak_sample_bin,peakmax_5,B6-B8,0.2802904441254347,1.0218892327941764,0.7415987886687417,ml_minus_traditional
pairwise,peak_sample_bin,peakmax_6,B4-B6,0.140045426869581,0.811518297464259,0.671472870594678,ml_minus_traditional
pairwise,peak_sample_bin,peakmax_6,B4-B8,0.44964805943485775,1.3647264973793727,0.9150784379445149,ml_minus_traditional
pairwise,peak_sample_bin,peakmax_6,B6-B8,0.3482474924299326,1.2924570600502538,0.9442095676203213,ml_minus_traditional
pairwise,peak_sample_bin,peakmax_7,B4-B6,1.1861994781939278,1.4856026639705886,0.2994031857766608,ml_minus_traditional
pairwise,peak_sample_bin,peakmax_7,B4-B8,1.1263957824949946,1.5672327766754446,0.44083699418044997,ml_minus_traditional
pairwise,peak_sample_bin,peakmax_7,B6-B8,1.0021158689266727,1.6534385004975896,0.6513226315709169,ml_minus_traditional
pairwise,peak_sample_bin,peakmax_8,B4-B6,1.4692599882367015,1.5211882666374184,0.0519282784007169,ml_minus_traditional
pairwise,peak_sample_bin,peakmax_8,B4-B8,1.523086468652769,1.5635574210246443,0.04047095237187537,ml_minus_traditional
pairwise,peak_sample_bin,peakmax_8,B6-B8,1.3587461584914644,1.4729688563063374,0.11422269781487304,ml_minus_traditional
pairwise,peak_sample_bin,peakmax_9,B4-B6,1.7628920206734098,1.7828991852983909,0.02000716462498109,ml_minus_traditional
pairwise,peak_sample_bin,peakmax_9,B4-B8,1.788508953108643,2.1479579844125083,0.3594490313038652,ml_minus_traditional
pairwise,peak_sample_bin,peakmax_9,B6-B8,1.4550883098165046,1.74403021815249,0.28894190833598543,ml_minus_traditional
pairwise,saturation_flag,False,B4-B6,1.1964312612818122,1.531268422526239,0.33483716124442675,ml_minus_traditional
pairwise,saturation_flag,False,B4-B8,1.1937261973448177,1.6409656052010448,0.4472394078562272,ml_minus_traditional
pairwise,saturation_flag,False,B6-B8,1.019112086227676,1.5773798043483482,0.5582677181206723,ml_minus_traditional
pairwise,saturation_flag,True,B4-B6,0.0,0.0,0.0,ml_minus_traditional
pairwise,saturation_flag,True,B4-B8,5.149879931688993,4.6073159172543985,-0.5425640144345945,ml_minus_traditional
pairwise,saturation_flag,True,B6-B8,3.5551850395827613,3.6529059213144315,0.09772088173167015,ml_minus_traditional
pairwise,p09_anomaly_class,dropout,B4-B6,0.6919142254020609,2.6774203956844413,1.9855061702823804,ml_minus_traditional
pairwise,p09_anomaly_class,dropout,B4-B8,3.5170894077650483,5.770606707480375,2.2535172997153263,ml_minus_traditional
pairwise,p09_anomaly_class,dropout,B6-B8,0.0,0.0,0.0,ml_minus_traditional
pairwise,p09_anomaly_class,novel_broad_template_mismatch,B4-B6,10.498479257979124,10.363368528033574,-0.1351107299455503,ml_minus_traditional
pairwise,p09_anomaly_class,novel_broad_template_mismatch,B4-B8,10.337448678804803,10.296860400105214,-0.04058827869958925,ml_minus_traditional
pairwise,p09_anomaly_class,novel_broad_template_mismatch,B6-B8,3.1672405452182044,3.8637811088098744,0.6965405635916699,ml_minus_traditional
pairwise,p09_anomaly_class,novel_delayed_peak,B4-B6,0.14859557728290296,0.9605740154155109,0.811978438132608,ml_minus_traditional
pairwise,p09_anomaly_class,novel_delayed_peak,B4-B8,0.4180635341769714,1.1274229812950638,0.7093594471180924,ml_minus_traditional
pairwise,p09_anomaly_class,novel_delayed_peak,B6-B8,0.3486307980570731,1.2343373819268775,0.8857065838698044,ml_minus_traditional
pairwise,p09_anomaly_class,novel_early_pretrigger,B4-B6,0.2511332099631318,0.9276907884830166,0.6765575785198847,ml_minus_traditional
pairwise,p09_anomaly_class,novel_early_pretrigger,B4-B8,0.3697963597481235,1.809090813770501,1.4392944540223775,ml_minus_traditional
pairwise,p09_anomaly_class,novel_early_pretrigger,B6-B8,0.18336754481729356,1.5621624819865494,1.3787949371692558,ml_minus_traditional
pairwise,p09_anomaly_class,novel_undershoot_recovery,B4-B6,0.050026582150061616,0.7342898149726536,0.6842632328225919,ml_minus_traditional
pairwise,p09_anomaly_class,novel_undershoot_recovery,B4-B8,0.08684181247205847,1.055226725229938,0.9683849127578796,ml_minus_traditional
pairwise,p09_anomaly_class,pileup_or_long_tail,B4-B6,0.2317808178886137,0.6753773541135335,0.4435965362249198,ml_minus_traditional
pairwise,p09_anomaly_class,pileup_or_long_tail,B4-B8,0.3238685951389527,0.9152570933151507,0.591388498176198,ml_minus_traditional
pairwise,p09_anomaly_class,pileup_or_long_tail,B6-B8,1.0709375282024975,1.7335850541134126,0.662647525910915,ml_minus_traditional
pairwise,p09_anomaly_class,unassigned_common,B4-B6,1.2587742296470243,1.5268835822532763,0.2681093526062519,ml_minus_traditional
pairwise,p09_anomaly_class,unassigned_common,B4-B8,1.2809500868604895,1.6183514529918235,0.337401366131334,ml_minus_traditional
pairwise,p09_anomaly_class,unassigned_common,B6-B8,1.1010295844167515,1.5743134445368623,0.4732838601201108,ml_minus_traditional
