row_index,run,event_id,stave,method,residual_ns,pull,amplitude_bin,charge_bin,peak_sample_bin,saturation_flag,p09_anomaly_class
21,58,58:394656:12923:5698,B4,traditional,1.3302498319248528,,"amp_adc[2500,4000)","charge[24000,40000)",peak_11,False,unassigned_common
22,58,58:394656:12923:5698,B6,traditional,-2.7856371878926396,,"amp_adc[2500,4000)","charge[14000,24000)",peak_9,False,unassigned_common
23,58,58:394656:12923:5698,B8,traditional,1.4553873559677868,,"amp_adc[4000,7000)","charge[24000,40000)",peak_8,False,unassigned_common
24,58,58:394684:12945:5726,B4,traditional,2.0609549353047356,,"amp_adc[1500,2500)","charge[8000,14000)",peak_4,False,unassigned_common
25,58,58:394684:12945:5726,B6,traditional,-1.057951948483698,,"amp_adc[1500,2500)","charge[14000,24000)",peak_5,False,unassigned_common
26,58,58:394684:12945:5726,B8,traditional,-1.0030029868210377,,"amp_adc[2500,4000)","charge[24000,40000)",peak_4,False,unassigned_common
27,58,58:394786:13037:5828,B4,traditional,2.0342116614754104,,"amp_adc[1500,2500)","charge[4000,8000)",peak_17,False,novel_delayed_peak
28,58,58:394786:13037:5828,B6,traditional,-1.1338971297514888,,"amp_adc[1500,2500)","charge[4000,8000)",peak_17,False,novel_delayed_peak
29,58,58:394786:13037:5828,B8,traditional,-0.9003145317239216,,"amp_adc[1000,1500)","charge[1000,4000)",peak_17,False,novel_delayed_peak
30,58,58:394965:13201:6007,B4,traditional,1.6708256132464996,,"amp_adc[1500,2500)","charge[8000,14000)",peak_8,False,unassigned_common
31,58,58:394965:13201:6007,B6,traditional,0.10499236808745849,,"amp_adc[1500,2500)","charge[8000,14000)",peak_8,False,unassigned_common
32,58,58:394965:13201:6007,B8,traditional,-1.775817981333951,,"amp_adc[2500,4000)","charge[24000,40000)",peak_7,False,unassigned_common
33,58,58:395467:13673:6509,B4,traditional,3.4702526208841533,,"amp_adc[2500,4000)","charge[24000,40000)",peak_10,False,unassigned_common
34,58,58:395467:13673:6509,B6,traditional,-1.34554295914797,,"amp_adc[2500,4000)","charge[14000,24000)",peak_8,False,unassigned_common
35,58,58:395467:13673:6509,B8,traditional,-2.1247096617361905,,"amp_adc[4000,7000)","charge[40000,80000)",peak_7,False,unassigned_common
36,58,58:396978:15063:8018,B4,traditional,1.521383586918418,,"amp_adc[2500,4000)","charge[24000,40000)",peak_11,False,unassigned_common
37,58,58:396978:15063:8018,B6,traditional,-0.8938551266915553,,"amp_adc[2500,4000)","charge[14000,24000)",peak_8,False,unassigned_common
38,58,58:396978:15063:8018,B8,traditional,-0.6275284602268698,,"amp_adc[1500,2500)","charge[14000,24000)",peak_9,False,unassigned_common
39,58,58:398418:42:9453,B4,traditional,1.3722136891826935,,"amp_adc[1500,2500)","charge[14000,24000)",peak_8,False,unassigned_common
40,58,58:398418:42:9453,B6,traditional,-1.6510366076592078,,"amp_adc[2500,4000)","charge[14000,24000)",peak_8,False,unassigned_common
41,58,58:398418:42:9453,B8,traditional,0.2788229184765214,,"amp_adc[4000,7000)","charge[24000,40000)",peak_8,False,unassigned_common
42,58,58:398580:196:9615,B4,traditional,2.3111270676057387,,"amp_adc[2500,4000)","charge[24000,40000)",peak_9,False,unassigned_common
43,58,58:398580:196:9615,B6,traditional,-1.1070692371913395,,"amp_adc[2500,4000)","charge[14000,24000)",peak_11,False,unassigned_common
44,58,58:398580:196:9615,B8,traditional,-1.2040578304144134,,"amp_adc[2500,4000)","charge[14000,24000)",peak_10,False,unassigned_common
45,58,58:399270:859:10304,B4,traditional,2.0435572183749002,,"amp_adc[1500,2500)","charge[14000,24000)",peak_11,False,unassigned_common
46,58,58:399270:859:10304,B6,traditional,-0.8734347245968195,,"amp_adc[2500,4000)","charge[14000,24000)",peak_11,False,unassigned_common
47,58,58:399270:859:10304,B8,traditional,-1.1701224937780808,,"amp_adc[1500,2500)","charge[8000,14000)",peak_12,False,unassigned_common
48,58,58:399602:1163:10635,B4,traditional,2.1026162245158133,,"amp_adc[1500,2500)","charge[14000,24000)",peak_10,False,unassigned_common
49,58,58:399602:1163:10635,B6,traditional,-1.0546256137098737,,"amp_adc[1500,2500)","charge[8000,14000)",peak_11,False,unassigned_common
50,58,58:399602:1163:10635,B8,traditional,-1.0479906108059396,,"amp_adc[2500,4000)","charge[14000,24000)",peak_11,False,unassigned_common
51,58,58:399989:1517:11021,B4,traditional,1.9160443358170625,,"amp_adc[1500,2500)","charge[8000,14000)",peak_12,False,unassigned_common
52,58,58:399989:1517:11021,B6,traditional,-0.730747778786693,,"amp_adc[1000,1500)","charge[4000,8000)",peak_12,False,unassigned_common
53,58,58:399989:1517:11021,B8,traditional,-1.1852965570303837,,"amp_adc[2500,4000)","charge[14000,24000)",peak_14,False,novel_delayed_peak
54,58,58:400792:2281:11821,B4,traditional,-21.15279712085502,,"amp_adc[1000,1500)","charge[4000,8000)",peak_7,False,dropout
55,58,58:400792:2281:11821,B6,traditional,8.146959295466488,,"amp_adc[2500,4000)","charge[14000,24000)",peak_9,False,unassigned_common
56,58,58:400792:2281:11821,B8,traditional,13.005837825388525,,"amp_adc[1500,2500)","charge[14000,24000)",peak_10,False,unassigned_common
57,58,58:401022:2495:12051,B4,traditional,2.1215337292891974,,"amp_adc[1500,2500)","charge[14000,24000)",peak_5,False,unassigned_common
58,58,58:401022:2495:12051,B6,traditional,-1.1154390551977826,,"amp_adc[1500,2500)","charge[8000,14000)",peak_6,False,unassigned_common
59,58,58:401022:2495:12051,B8,traditional,-1.0060946740914147,,"amp_adc[2500,4000)","charge[24000,40000)",peak_8,False,unassigned_common
60,58,58:401083:2548:12110,B4,traditional,-1.5418530933216488,,"amp_adc[1500,2500)","charge[14000,24000)",peak_8,False,unassigned_common
61,58,58:401083:2548:12110,B6,traditional,-0.22824072224248937,,"amp_adc[1500,2500)","charge[14000,24000)",peak_9,False,unassigned_common
62,58,58:401083:2548:12110,B8,traditional,1.7700938155641381,,"amp_adc[1000,1500)","charge[8000,14000)",peak_10,False,unassigned_common
63,58,58:401283:2737:12310,B4,traditional,1.7098212041400132,,"amp_adc[2500,4000)","charge[14000,24000)",peak_9,False,unassigned_common
64,58,58:401283:2737:12310,B6,traditional,-1.4043283302628424,,"amp_adc[2500,4000)","charge[14000,24000)",peak_9,False,unassigned_common
65,58,58:401283:2737:12310,B8,traditional,-0.3054928738771707,,"amp_adc[1500,2500)","charge[14000,24000)",peak_10,False,unassigned_common
66,58,58:401498:2943:12525,B4,traditional,2.8830979830872465,,"amp_adc[1500,2500)","charge[14000,24000)",peak_7,False,unassigned_common
67,58,58:401498:2943:12525,B6,traditional,-1.7452863096284261,,"amp_adc[2500,4000)","charge[14000,24000)",peak_7,False,unassigned_common
68,58,58:401498:2943:12525,B8,traditional,-1.1378116734588204,,"amp_adc[4000,7000)","charge[40000,80000)",peak_6,False,unassigned_common
69,58,58:401532:2974:12559,B4,traditional,1.5112750393206227,,"amp_adc[1500,2500)","charge[14000,24000)",peak_8,False,unassigned_common
70,58,58:401532:2974:12559,B6,traditional,-0.09421082729932095,,"amp_adc[1500,2500)","charge[14000,24000)",peak_9,False,unassigned_common
71,58,58:401532:2974:12559,B8,traditional,-1.4170642120213017,,"amp_adc[4000,7000)","charge[40000,80000)",peak_8,False,unassigned_common
72,58,58:401733:3159:12760,B4,traditional,2.110834363118933,,"amp_adc[2500,4000)","charge[14000,24000)",peak_7,False,unassigned_common
73,58,58:401733:3159:12760,B6,traditional,-0.8360884004764344,,"amp_adc[2500,4000)","charge[24000,40000)",peak_7,False,unassigned_common
74,58,58:401733:3159:12760,B8,traditional,-1.2747459626425055,,"amp_adc[4000,7000)","charge[24000,40000)",peak_7,False,unassigned_common
75,58,58:402308:3701:13332,B4,traditional,2.4208167111898433,,"amp_adc[1000,1500)","charge[4000,8000)",peak_4,False,unassigned_common
76,58,58:402308:3701:13332,B6,traditional,-1.248820771787365,,"amp_adc[1000,1500)","charge[4000,8000)",peak_5,False,unassigned_common
77,58,58:402308:3701:13332,B8,traditional,-1.1719959394024784,,"amp_adc[1000,1500)","charge[4000,8000)",peak_5,False,unassigned_common
78,58,58:402542:3915:13565,B4,traditional,2.0986935075662387,,"amp_adc[1500,2500)","charge[8000,14000)",peak_12,False,unassigned_common
79,58,58:402542:3915:13565,B6,traditional,-1.0433945827444973,,"amp_adc[1500,2500)","charge[8000,14000)",peak_12,False,unassigned_common
80,58,58:402542:3915:13565,B8,traditional,-1.0552989248217557,,"amp_adc[2500,4000)","charge[14000,24000)",peak_12,False,unassigned_common
81,58,58:402594:3966:13616,B4,traditional,1.9701606711931419,,"amp_adc[2500,4000)","charge[14000,24000)",peak_12,False,unassigned_common
82,58,58:402594:3966:13616,B6,traditional,-1.2383533750134177,,"amp_adc[2500,4000)","charge[14000,24000)",peak_11,False,unassigned_common
83,58,58:402594:3966:13616,B8,traditional,-0.7318072961797242,,"amp_adc[4000,7000)","charge[24000,40000)",peak_10,False,unassigned_common
84,58,58:402626:3997:13647,B4,traditional,1.7942625057282484,,"amp_adc[1500,2500)","charge[8000,14000)",peak_5,False,unassigned_common
85,58,58:402626:3997:13647,B6,traditional,-1.2946053223088043,,"amp_adc[1500,2500)","charge[14000,24000)",peak_5,False,unassigned_common
86,58,58:402626:3997:13647,B8,traditional,-0.4996571834194441,,"amp_adc[4000,7000)","charge[40000,80000)",peak_4,False,unassigned_common
87,58,58:402712:4076:13733,B4,traditional,1.9834492560237749,,"amp_adc[1500,2500)","charge[14000,24000)",peak_13,False,unassigned_common
88,58,58:402712:4076:13733,B6,traditional,-0.8132684915643296,,"amp_adc[2500,4000)","charge[14000,24000)",peak_12,False,unassigned_common
89,58,58:402712:4076:13733,B8,traditional,-1.1701807644594453,,"amp_adc[2500,4000)","charge[14000,24000)",peak_13,False,unassigned_common
90,58,58:403406:4719:14427,B4,traditional,1.71420639491528,,"amp_adc[1500,2500)","charge[4000,8000)",peak_17,False,novel_delayed_peak
91,58,58:403406:4719:14427,B6,traditional,-1.3214164725568907,,"amp_adc[1500,2500)","charge[1000,4000)",peak_17,False,novel_delayed_peak
92,58,58:403406:4719:14427,B8,traditional,-0.3927899223583893,,"amp_adc[4000,7000)","charge[8000,14000)",peak_17,False,novel_delayed_peak
93,58,58:403541:4843:14562,B4,traditional,2.4259530065077968,,"amp_adc[1000,1500)","charge[4000,8000)",peak_13,False,unassigned_common
94,58,58:403541:4843:14562,B6,traditional,-1.3695695129346177,,"amp_adc[1500,2500)","charge[8000,14000)",peak_13,False,unassigned_common
95,58,58:403541:4843:14562,B8,traditional,-1.0563834935731649,,"amp_adc[2500,4000)","charge[14000,24000)",peak_13,False,unassigned_common
96,58,58:404100:5367:15118,B4,traditional,2.052277814735902,,"amp_adc[1500,2500)","charge[8000,14000)",peak_15,False,novel_delayed_peak
97,58,58:404100:5367:15118,B6,traditional,-1.0410189785620076,,"amp_adc[1500,2500)","charge[4000,8000)",peak_16,False,novel_delayed_peak
98,58,58:404100:5367:15118,B8,traditional,-1.0112588361738801,,"amp_adc[2500,4000)","charge[8000,14000)",peak_15,False,novel_delayed_peak
99,58,58:404147:5411:15165,B4,traditional,1.880227356091865,,"amp_adc[2500,4000)","charge[14000,24000)",peak_10,False,unassigned_common
100,58,58:404147:5411:15165,B6,traditional,-1.214609721458757,,"amp_adc[2500,4000)","charge[14000,24000)",peak_11,False,unassigned_common
101,58,58:404147:5411:15165,B8,traditional,-0.665617634633108,,"amp_adc[4000,7000)","charge[24000,40000)",peak_10,False,unassigned_common
102,58,58:404180:5444:15198,B4,traditional,1.9806734513164415,,"amp_adc[1500,2500)","charge[8000,14000)",peak_6,False,unassigned_common
103,58,58:404180:5444:15198,B6,traditional,-1.0682260715003409,,"amp_adc[2500,4000)","charge[14000,24000)",peak_4,False,unassigned_common
104,58,58:404180:5444:15198,B8,traditional,-0.9124473798161077,,"amp_adc[2500,4000)","charge[24000,40000)",peak_4,False,unassigned_common
105,58,58:404302:5557:15320,B4,traditional,1.3093674688133419,,"amp_adc[1500,2500)","charge[14000,24000)",peak_8,False,unassigned_common
106,58,58:404302:5557:15320,B6,traditional,-0.3904408530738479,,"amp_adc[1500,2500)","charge[14000,24000)",peak_9,False,unassigned_common
107,58,58:404302:5557:15320,B8,traditional,-0.918926615739494,,"amp_adc[2500,4000)","charge[24000,40000)",peak_11,False,unassigned_common
108,58,58:404573:5824:15589,B4,traditional,2.0552398241342758,,"amp_adc[1500,2500)","charge[1000,4000)",peak_17,False,novel_delayed_peak
109,58,58:404573:5824:15589,B6,traditional,-1.2069937746096002,,"amp_adc[1500,2500)","charge[1000,4000)",peak_17,False,novel_delayed_peak
110,58,58:404573:5824:15589,B8,traditional,-0.8482460495246755,,"amp_adc[2500,4000)","charge[4000,8000)",peak_17,False,novel_delayed_peak
111,58,58:405501:6684:16516,B4,traditional,1.912251955190257,,"amp_adc[2500,4000)","charge[14000,24000)",peak_12,False,unassigned_common
112,58,58:405501:6684:16516,B6,traditional,-1.2616627323707945,,"amp_adc[2500,4000)","charge[14000,24000)",peak_13,False,unassigned_common
113,58,58:405501:6684:16516,B8,traditional,-0.6505892228194767,,"amp_adc[4000,7000)","charge[24000,40000)",peak_12,False,unassigned_common
114,58,58:405830:6983:16845,B4,traditional,1.6034054399716098,,"amp_adc[1500,2500)","charge[14000,24000)",peak_7,False,unassigned_common
115,58,58:405830:6983:16845,B6,traditional,-1.401983904800531,,"amp_adc[2500,4000)","charge[14000,24000)",peak_8,False,unassigned_common
116,58,58:405830:6983:16845,B8,traditional,-0.20142153517107886,,"amp_adc[4000,7000)","charge[24000,40000)",peak_7,False,unassigned_common
117,58,58:405995:7135:17010,B4,traditional,1.7284287154071265,,"amp_adc[1500,2500)","charge[8000,14000)",peak_6,False,unassigned_common
118,58,58:405995:7135:17010,B6,traditional,-1.426817026126372,,"amp_adc[1500,2500)","charge[14000,24000)",peak_6,False,unassigned_common
119,58,58:405995:7135:17010,B8,traditional,-0.30161168928075455,,"amp_adc[4000,7000)","charge[40000,80000)",peak_5,False,unassigned_common
120,58,58:406327:7441:17342,B4,traditional,2.134386365486307,,"amp_adc[1000,1500)","charge[4000,8000)",peak_6,False,unassigned_common
121,58,58:406327:7441:17342,B6,traditional,-1.181199290147255,,"amp_adc[1500,2500)","charge[8000,14000)",peak_4,False,unassigned_common
122,58,58:406327:7441:17342,B8,traditional,-0.953187075339045,,"amp_adc[2500,4000)","charge[14000,24000)",peak_3,False,novel_early_pretrigger
123,58,58:406604:7705:17619,B4,traditional,8.658397046488524,,"amp_adc[4000,7000)","charge[40000,80000)",peak_6,False,unassigned_common
124,58,58:406604:7705:17619,B6,traditional,-4.412911892423168,,"amp_adc[1500,2500)","charge[14000,24000)",peak_7,False,unassigned_common
125,58,58:406604:7705:17619,B8,traditional,-4.2454851540653635,,"amp_adc[2500,4000)","charge[24000,40000)",peak_9,False,unassigned_common
126,58,58:406641:7736:17656,B4,traditional,1.741029061561676,,"amp_adc[1500,2500)","charge[14000,24000)",peak_6,False,unassigned_common
127,58,58:406641:7736:17656,B6,traditional,-0.7847495496026795,,"amp_adc[1000,1500)","charge[8000,14000)",peak_7,False,unassigned_common
128,58,58:406641:7736:17656,B8,traditional,-0.9562795119589964,,"amp_adc[2500,4000)","charge[24000,40000)",peak_6,False,unassigned_common
129,58,58:406766:7856:17781,B4,traditional,1.935421491423682,,"amp_adc[1500,2500)","charge[14000,24000)",peak_12,False,unassigned_common
130,58,58:406766:7856:17781,B6,traditional,-0.979922576711644,,"amp_adc[2500,4000)","charge[14000,24000)",peak_12,False,unassigned_common
131,58,58:406766:7856:17781,B8,traditional,-0.9554989147120381,,"amp_adc[2500,4000)","charge[24000,40000)",peak_11,False,unassigned_common
132,58,58:407215:8277:18230,B4,traditional,2.2961748606333074,,"amp_adc[2500,4000)","charge[14000,24000)",peak_9,False,unassigned_common
133,58,58:407215:8277:18230,B6,traditional,-0.10232186833329138,,"amp_adc[2500,4000)","charge[14000,24000)",peak_9,False,unassigned_common
134,58,58:407215:8277:18230,B8,traditional,-2.193852992300016,,"amp_adc[4000,7000)","charge[40000,80000)",peak_8,False,unassigned_common
135,58,58:407221:8283:18236,B4,traditional,2.099349753829088,,"amp_adc[2500,4000)","charge[14000,24000)",peak_13,False,unassigned_common
136,58,58:407221:8283:18236,B6,traditional,-0.8543609949696673,,"amp_adc[2500,4000)","charge[14000,24000)",peak_13,False,unassigned_common
137,58,58:407221:8283:18236,B8,traditional,-1.244988758859435,,"amp_adc[1500,2500)","charge[8000,14000)",peak_13,False,unassigned_common
138,58,58:408610:9560:19622,B4,traditional,1.972035385650571,,"amp_adc[1500,2500)","charge[4000,8000)",peak_17,False,novel_delayed_peak
139,58,58:408610:9560:19622,B6,traditional,-1.134368052376118,,"amp_adc[2500,4000)","charge[4000,8000)",peak_17,False,novel_delayed_peak
140,58,58:408610:9560:19622,B8,traditional,-0.8376673332744531,,"amp_adc[2500,4000)","charge[4000,8000)",peak_17,False,novel_delayed_peak
141,58,58:408871:9807:19882,B4,traditional,2.3414643515155475,,"amp_adc[2500,4000)","charge[24000,40000)",peak_10,False,unassigned_common
142,58,58:408871:9807:19882,B6,traditional,-3.6555892166851507,,"amp_adc[2500,4000)","charge[24000,40000)",peak_7,False,unassigned_common
143,58,58:408871:9807:19882,B8,traditional,1.3141248651696102,,"amp_adc[2500,4000)","charge[24000,40000)",peak_11,False,unassigned_common
144,58,58:408897:9829:19908,B4,traditional,1.6545595962173394,,"amp_adc[1500,2500)","charge[4000,8000)",peak_17,False,novel_delayed_peak
145,58,58:408897:9829:19908,B6,traditional,-1.2841987971676758,,"amp_adc[1000,1500)","charge[1000,4000)",peak_17,False,novel_delayed_peak
146,58,58:408897:9829:19908,B8,traditional,-0.37036079904966357,,"amp_adc[4000,7000)","charge[8000,14000)",peak_17,False,novel_delayed_peak
147,58,58:409157:10061:20168,B4,traditional,0.7230190367764138,,"amp_adc[2500,4000)","charge[24000,40000)",peak_7,False,unassigned_common
148,58,58:409157:10061:20168,B6,traditional,-1.6031619424630108,,"amp_adc[2500,4000)","charge[24000,40000)",peak_8,False,unassigned_common
149,58,58:409157:10061:20168,B8,traditional,0.880142905686597,,"amp_adc[1500,2500)","charge[14000,24000)",peak_9,False,unassigned_common
150,58,58:409234:10135:20245,B4,traditional,1.5842048675420415,,"amp_adc[1500,2500)","charge[8000,14000)",peak_15,False,novel_delayed_peak
151,58,58:409234:10135:20245,B6,traditional,-1.561634823697048,,"amp_adc[1500,2500)","charge[8000,14000)",peak_15,False,novel_delayed_peak
152,58,58:409234:10135:20245,B8,traditional,-0.022570043844993393,,"amp_adc[4000,7000)","charge[24000,40000)",peak_14,False,novel_delayed_peak
153,58,58:410177:11017:21186,B4,traditional,2.1290831003371196,,"amp_adc[1500,2500)","charge[8000,14000)",peak_4,False,unassigned_common
154,58,58:410177:11017:21186,B6,traditional,-1.0043619946905906,,"amp_adc[1500,2500)","charge[14000,24000)",peak_5,False,unassigned_common
155,58,58:410177:11017:21186,B8,traditional,-1.124721105646529,,"amp_adc[1500,2500)","charge[14000,24000)",peak_5,False,unassigned_common
156,58,58:410621:11439:21629,B4,traditional,2.1526857364403327,,"amp_adc[1500,2500)","charge[8000,14000)",peak_12,False,unassigned_common
157,58,58:410621:11439:21629,B6,traditional,-1.122360694345545,,"amp_adc[1500,2500)","charge[8000,14000)",peak_12,False,unassigned_common
158,58,58:410621:11439:21629,B8,traditional,-1.0303250420947876,,"amp_adc[2500,4000)","charge[14000,24000)",peak_14,False,novel_delayed_peak
159,58,58:412157:12844:23160,B4,traditional,2.0983547680784014,,"amp_adc[2500,4000)","charge[24000,40000)",peak_8,False,unassigned_common
160,58,58:412157:12844:23160,B6,traditional,-2.420784274374938,,"amp_adc[2500,4000)","charge[24000,40000)",peak_9,False,unassigned_common
161,58,58:412157:12844:23160,B8,traditional,0.32242950629652967,,"amp_adc[2500,4000)","charge[24000,40000)",peak_12,False,unassigned_common
162,58,58:412546:13200:23548,B4,traditional,0.9804826116109453,,"amp_adc[2500,4000)","charge[14000,24000)",peak_9,False,unassigned_common
163,58,58:412546:13200:23548,B6,traditional,-2.149355086793676,,"amp_adc[2500,4000)","charge[14000,24000)",peak_9,False,unassigned_common
164,58,58:412546:13200:23548,B8,traditional,1.168872475182738,,"amp_adc[2500,4000)","charge[24000,40000)",peak_8,False,unassigned_common
165,58,58:413325:13961:24327,B4,traditional,2.0746133810392635,,"amp_adc[2500,4000)","charge[24000,40000)",peak_11,False,unassigned_common
166,58,58:413325:13961:24327,B6,traditional,-2.452419827061533,,"amp_adc[2500,4000)","charge[24000,40000)",peak_8,False,unassigned_common
167,58,58:413325:13961:24327,B8,traditional,0.3778064460222623,,"amp_adc[2500,4000)","charge[24000,40000)",peak_8,False,unassigned_common
168,58,58:413638:14256:24640,B4,traditional,1.9910219650925853,,"amp_adc[1500,2500)","charge[8000,14000)",peak_15,False,novel_delayed_peak
169,58,58:413638:14256:24640,B6,traditional,-1.1684549559195005,,"amp_adc[1500,2500)","charge[8000,14000)",peak_16,False,novel_delayed_peak
170,58,58:413638:14256:24640,B8,traditional,-0.822567009173099,,"amp_adc[2500,4000)","charge[8000,14000)",peak_15,False,novel_delayed_peak
171,58,58:413843:14451:24845,B4,traditional,2.1767914832092288,,"amp_adc[1000,1500)","charge[8000,14000)",peak_5,False,unassigned_common
172,58,58:413843:14451:24845,B6,traditional,-1.116376742840302,,"amp_adc[1500,2500)","charge[8000,14000)",peak_5,False,unassigned_common
173,58,58:413843:14451:24845,B8,traditional,-1.0604147403689268,,"amp_adc[2500,4000)","charge[14000,24000)",peak_7,False,unassigned_common
174,58,58:416328:373:27330,B4,traditional,0.029287286529992684,,"amp_adc[4000,7000)","charge[40000,80000)",peak_6,False,novel_broad_template_mismatch
175,58,58:416328:373:27330,B6,traditional,3.0889585423997232,,"amp_adc[2500,4000)","charge[24000,40000)",peak_10,False,unassigned_common
176,58,58:416328:373:27330,B8,traditional,-3.118245828929716,,"amp_adc[4000,7000)","charge[40000,80000)",peak_7,False,unassigned_common
177,58,58:417165:1152:28167,B4,traditional,2.081026329490932,,"amp_adc[1500,2500)","charge[14000,24000)",peak_5,False,unassigned_common
178,58,58:417165:1152:28167,B6,traditional,-1.0439131629468577,,"amp_adc[2500,4000)","charge[14000,24000)",peak_6,False,unassigned_common
179,58,58:417165:1152:28167,B8,traditional,-1.0371131665440814,,"amp_adc[2500,4000)","charge[14000,24000)",peak_5,False,unassigned_common
180,58,58:417278:1288:28280,B4,traditional,3.0308953518058317,,"amp_adc[1500,2500)","charge[14000,24000)",peak_7,False,unassigned_common
181,58,58:417278:1288:28280,B6,traditional,-3.803156330968825,,"amp_adc[1500,2500)","charge[8000,14000)",peak_7,False,unassigned_common
182,58,58:417278:1288:28280,B8,traditional,0.7722609791629935,,"amp_adc[2500,4000)","charge[24000,40000)",peak_10,False,unassigned_common
183,58,58:417735:1712:28737,B4,traditional,2.131495197867835,,"amp_adc[2500,4000)","charge[8000,14000)",peak_17,False,novel_delayed_peak
184,58,58:417735:1712:28737,B6,traditional,-0.8004471312522838,,"amp_adc[2500,4000)","charge[8000,14000)",peak_16,False,novel_delayed_peak
185,58,58:417735:1712:28737,B8,traditional,-1.331048066615537,,"amp_adc[1500,2500)","charge[4000,8000)",peak_17,False,novel_delayed_peak
186,58,58:417804:1777:28806,B4,traditional,2.0367848107297846,,"amp_adc[1500,2500)","charge[4000,8000)",peak_17,False,novel_delayed_peak
187,58,58:417804:1777:28806,B6,traditional,-1.1422314460556038,,"amp_adc[1500,2500)","charge[4000,8000)",peak_17,False,novel_delayed_peak
188,58,58:417804:1777:28806,B8,traditional,-0.8945533646741808,,"amp_adc[2500,4000)","charge[8000,14000)",peak_16,False,novel_delayed_peak
189,58,58:418054:2008:29056,B4,traditional,2.156322748497189,,"amp_adc[2500,4000)","charge[14000,24000)",peak_10,False,unassigned_common
190,58,58:418054:2008:29056,B6,traditional,-1.0935344876676965,,"amp_adc[1500,2500)","charge[14000,24000)",peak_10,False,unassigned_common
191,58,58:418054:2008:29056,B8,traditional,-1.0627882608294925,,"amp_adc[2500,4000)","charge[14000,24000)",peak_10,False,unassigned_common
192,58,58:418720:2626:29722,B4,traditional,1.0787845255017032,,"amp_adc[2500,4000)","charge[14000,24000)",peak_10,False,unassigned_common
193,58,58:418720:2626:29722,B6,traditional,-0.42892741108197896,,"amp_adc[2500,4000)","charge[24000,40000)",peak_8,False,unassigned_common
194,58,58:418720:2626:29722,B8,traditional,-0.6498571144197172,,"amp_adc[2500,4000)","charge[24000,40000)",peak_11,False,unassigned_common
