granularity,dimension,stratum,stave,traditional_sigma68_ns,ml_sigma68_ns,ml_minus_traditional_sigma68_ns,method
single_stave,peak_sample_bin,peak_11,B6,0.5307708461952343,0.966562493831184,0.4357916476359497,ml_minus_traditional
single_stave,peak_sample_bin,peak_11,B8,1.05121506845332,1.4400825433855284,0.3888674749322085,ml_minus_traditional
single_stave,peak_sample_bin,peak_12,B4,0.16669780797091815,0.7009792868804208,0.5342814789095026,ml_minus_traditional
single_stave,peak_sample_bin,peak_12,B6,0.17080417624861188,0.8089564694799569,0.638152293231345,ml_minus_traditional
single_stave,peak_sample_bin,peak_12,B8,0.5259992884708583,1.7895516414676496,1.2635523529967911,ml_minus_traditional
single_stave,peak_sample_bin,peak_13,B4,0.28571294952408266,0.9748759898806831,0.6891630403566005,ml_minus_traditional
single_stave,peak_sample_bin,peak_13,B6,0.1688230735676961,0.8524038613992917,0.6835807878315956,ml_minus_traditional
single_stave,peak_sample_bin,peak_13,B8,0.3481178838728004,1.22986835450989,0.8817504706370897,ml_minus_traditional
single_stave,peak_sample_bin,peak_14,B4,1.012569934117169,1.6770577547683674,0.6644878206511984,ml_minus_traditional
single_stave,peak_sample_bin,peak_14,B6,0.22283600859076813,1.2750816337700819,1.0522456251793137,ml_minus_traditional
single_stave,peak_sample_bin,peak_14,B8,0.4590070092306478,1.3576066565937643,0.8985996473631166,ml_minus_traditional
single_stave,peak_sample_bin,peak_15,B4,0.29425726770505045,0.8366315306132464,0.5423742629081959,ml_minus_traditional
single_stave,peak_sample_bin,peak_15,B6,0.19764126376697383,0.8981052239707805,0.7004639602038067,ml_minus_traditional
single_stave,peak_sample_bin,peak_15,B8,0.28951465012578637,1.305312337976026,1.0157976878502397,ml_minus_traditional
single_stave,peak_sample_bin,peak_16,B4,0.20019706385855685,0.7568270504786037,0.5566299866200468,ml_minus_traditional
single_stave,peak_sample_bin,peak_16,B6,0.154408123136545,0.7947336213159655,0.6403254981794204,ml_minus_traditional
single_stave,peak_sample_bin,peak_16,B8,0.25416100281976384,0.7293995023148554,0.47523849949509156,ml_minus_traditional
single_stave,peak_sample_bin,peak_17,B4,0.20503333096913345,0.6390431087932953,0.43400977782416184,ml_minus_traditional
single_stave,peak_sample_bin,peak_17,B6,0.208751482333614,0.7420304108188485,0.5332789284852344,ml_minus_traditional
single_stave,peak_sample_bin,peak_17,B8,0.3228085675824019,1.2914580165015774,0.9686494489191755,ml_minus_traditional
single_stave,peak_sample_bin,peak_2,B8,0.0,0.0,0.0,ml_minus_traditional
single_stave,peak_sample_bin,peak_3,B4,0.3671467357313134,1.5518257428183637,1.1846790070870503,ml_minus_traditional
single_stave,peak_sample_bin,peak_3,B6,0.07616385659008784,0.6495580005064255,0.5733941439163377,ml_minus_traditional
single_stave,peak_sample_bin,peak_3,B8,0.2524554316036191,1.5669022809124855,1.3144468493088663,ml_minus_traditional
single_stave,peak_sample_bin,peak_4,B4,0.3017693653418425,1.1130666445038084,0.8112972791619659,ml_minus_traditional
single_stave,peak_sample_bin,peak_4,B6,0.11708950307904342,0.9127582276378958,0.7956687245588524,ml_minus_traditional
single_stave,peak_sample_bin,peak_4,B8,0.3472926059853919,0.7957436324413203,0.4484510264559284,ml_minus_traditional
single_stave,peak_sample_bin,peak_5,B4,0.20279999979651098,1.057114530782337,0.8543145309858261,ml_minus_traditional
single_stave,peak_sample_bin,peak_5,B6,0.13454502576111238,0.715106855032605,0.5805618292714926,ml_minus_traditional
single_stave,peak_sample_bin,peak_5,B8,0.3712322332733262,0.9049362190600574,0.5337039857867312,ml_minus_traditional
single_stave,peak_sample_bin,peak_6,B4,0.3306820636605059,1.076321635333645,0.7456395716731392,ml_minus_traditional
single_stave,peak_sample_bin,peak_6,B6,0.19581958208457878,0.8957966218781321,0.6999770397935534,ml_minus_traditional
single_stave,peak_sample_bin,peak_6,B8,0.6610060296645851,1.1864979899748582,0.5254919603102731,ml_minus_traditional
single_stave,peak_sample_bin,peak_7,B4,1.261104583685156,1.3982736071836641,0.13716902349850812,ml_minus_traditional
single_stave,peak_sample_bin,peak_7,B6,1.0985009810276276,1.5521080729967434,0.45360709196911575,ml_minus_traditional
single_stave,peak_sample_bin,peak_7,B8,1.3631708860099123,1.5611599434180468,0.19798905740813444,ml_minus_traditional
single_stave,peak_sample_bin,peak_8,B4,1.4209028146872877,1.4713872152423564,0.05048440055506864,ml_minus_traditional
single_stave,peak_sample_bin,peak_8,B6,1.2715329880767992,1.3431855194261877,0.07165253134938854,ml_minus_traditional
single_stave,peak_sample_bin,peak_8,B8,1.244127950874496,1.3491500216758436,0.10502207080134762,ml_minus_traditional
single_stave,peak_sample_bin,peak_9,B4,1.586303818786785,1.4673387832416296,-0.11896503554515547,ml_minus_traditional
single_stave,peak_sample_bin,peak_9,B6,1.349522907359491,1.4100621599468128,0.060539252587321846,ml_minus_traditional
single_stave,peak_sample_bin,peak_9,B8,1.2217009243124997,1.2851024950734227,0.06340157076092301,ml_minus_traditional
single_stave,saturation_flag,False,B4,1.0676318403753668,1.3973940602205772,0.32976221984521037,ml_minus_traditional
single_stave,saturation_flag,False,B6,0.9555712352976036,1.3197859680470425,0.36421473274943894,ml_minus_traditional
single_stave,saturation_flag,False,B8,0.9355960408855462,1.4235702467292288,0.4879742058436827,ml_minus_traditional
single_stave,saturation_flag,True,B4,0.0,0.0,0.0,ml_minus_traditional
single_stave,saturation_flag,True,B8,2.8836092569207734,3.5289207009847416,0.6453114440639682,ml_minus_traditional
single_stave,p09_anomaly_class,dropout,B4,3.701014021384481,4.5416908449975715,0.8406768236130904,ml_minus_traditional
single_stave,p09_anomaly_class,dropout,B6,0.0,0.0,0.0,ml_minus_traditional
single_stave,p09_anomaly_class,dropout,B8,0.0,0.0,0.0,ml_minus_traditional
single_stave,p09_anomaly_class,novel_broad_template_mismatch,B4,11.438650709442957,10.746244120944555,-0.6924065884984021,ml_minus_traditional
single_stave,p09_anomaly_class,novel_broad_template_mismatch,B6,0.0,0.0,0.0,ml_minus_traditional
single_stave,p09_anomaly_class,novel_broad_template_mismatch,B8,0.3307315937316322,0.7014370992265163,0.3707055054948841,ml_minus_traditional
single_stave,p09_anomaly_class,novel_delayed_peak,B4,0.23659436172082426,0.8000754179589338,0.5634810562381095,ml_minus_traditional
single_stave,p09_anomaly_class,novel_delayed_peak,B6,0.210241571265262,0.958071110126355,0.747829538861093,ml_minus_traditional
single_stave,p09_anomaly_class,novel_delayed_peak,B8,0.35478343682195,1.2236648821391194,0.8688814453171694,ml_minus_traditional
single_stave,p09_anomaly_class,novel_early_pretrigger,B4,0.3622967140875071,1.5622788017160767,1.1999820876285696,ml_minus_traditional
single_stave,p09_anomaly_class,novel_early_pretrigger,B6,0.0738187572201967,0.6006175931261211,0.5267988359059244,ml_minus_traditional
single_stave,p09_anomaly_class,novel_early_pretrigger,B8,0.2524554316036191,1.5669022809124855,1.3144468493088663,ml_minus_traditional
single_stave,p09_anomaly_class,novel_undershoot_recovery,B4,0.06843419731106004,0.569697102046217,0.501262904735157,ml_minus_traditional
single_stave,p09_anomaly_class,pileup_or_long_tail,B4,0.055892411726542024,0.2599475462809837,0.2040551345544417,ml_minus_traditional
single_stave,p09_anomaly_class,pileup_or_long_tail,B6,0.086667990547866,0.04723481287723175,-0.039433177670634256,ml_minus_traditional
single_stave,p09_anomaly_class,pileup_or_long_tail,B8,0.16551843490160592,1.2206635595524904,1.0551451246508845,ml_minus_traditional
single_stave,p09_anomaly_class,unassigned_common,B4,1.1207677365160935,1.4038687944740689,0.28310105795797535,ml_minus_traditional
single_stave,p09_anomaly_class,unassigned_common,B6,0.9987426843779382,1.3184092159257508,0.31966653154781255,ml_minus_traditional
single_stave,p09_anomaly_class,unassigned_common,B8,1.0146437060001894,1.4225033139086911,0.40785960790850173,ml_minus_traditional
