granularity,dimension,stratum,pair,method,sigma68_ci_low_ns,sigma68_ci_high_ns,pull_width68,pull_width68_ci_low,pull_width68_ci_high,n,bias_ns,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt3ns,tail_frac_abs_gt5ns,tail_frac_abs_gt8ns
pairwise,peak_sample_bin,peakmax_17,B4-B6,ml,0.5247655781519402,0.9820725305429321,0.15915072484354686,0.07195346483598956,0.38569274542764553,85,-4.534639071340139,-4.05915421201496,0.7410688201759841,4.1153496179382545,0.07058823529411765,0.047058823529411764,0.03529411764705882
pairwise,peak_sample_bin,peakmax_17,B4-B8,ml,0.5394143019276177,1.7422293053479214,0.21542829321345744,0.12290875528937267,0.4842715903843116,84,-4.097548649801662,-2.723222183465957,1.0920496435783773,6.366664229343341,0.11904761904761904,0.09523809523809523,0.07142857142857142
pairwise,peak_sample_bin,peakmax_17,B6-B8,ml,0.8250150050920647,1.6846735924544551,0.2311240119658703,0.15098744111452184,0.3684648978069082,83,0.4344920380776838,1.293598318751222,1.0610105841306912,5.307217446543303,0.04819277108433735,0.03614457831325301,0.03614457831325301
pairwise,peak_sample_bin,peakmax_17,B4-B6,traditional,0.08675688265580347,0.26857025258949174,,,,85,1.489285251540292,2.0193088196793525,0.14707266180701217,4.170904655007374,0.07058823529411765,0.047058823529411764,0.047058823529411764
pairwise,peak_sample_bin,peakmax_17,B4-B8,traditional,0.22984064426919779,0.48974633240056087,,,,84,0.29147468187383374,1.8642268192517975,0.34336582276594074,6.9403074089489944,0.10714285714285714,0.09523809523809523,0.08333333333333333
pairwise,peak_sample_bin,peakmax_17,B6-B8,traditional,0.1953531561649437,0.41983301116365224,,,,83,-1.2326746383146412,-0.15572173201837813,0.3067941928228637,5.584637041519541,0.03614457831325301,0.03614457831325301,0.03614457831325301
pairwise,peak_sample_bin,peakmax_3,B4-B6,ml,0.19251256659409877,1.2309423354485034,0.2172094375140603,0.05145548492194295,0.36399422965501044,8,-1.7644402524571996,-1.7323806748669028,0.72443776831315,0.7684859027319209,0.0,0.0,0.0
pairwise,peak_sample_bin,peakmax_3,B4-B8,ml,0.5806618026132346,2.1469213087007417,0.6228308535018459,0.21504037184773506,0.8351595453790347,16,-1.0900963239822947,-1.4873163970984677,1.5790422409081053,1.5072508957374997,0.125,0.0,0.0
pairwise,peak_sample_bin,peakmax_3,B6-B8,ml,1.1875014361136453,2.27386514801561,0.43092863387989305,0.24239427043229841,0.7902734209648035,18,1.3392219038733648,1.6291538808774675,1.4795031877227913,1.9197855545005658,0.16666666666666666,0.05555555555555555,0.0
pairwise,peak_sample_bin,peakmax_3,B4-B6,traditional,0.05923760560853928,0.573287644230323,,,,8,2.3145926129307153,2.3914461332530834,0.1863886357546518,0.3201612669583724,0.0,0.0,0.0
pairwise,peak_sample_bin,peakmax_3,B4-B8,traditional,0.08028093231554487,0.3756578259425301,,,,16,2.424523937305891,2.45368174794433,0.1961615033488906,0.23105362133360186,0.0,0.0,0.0
pairwise,peak_sample_bin,peakmax_3,B6-B8,traditional,0.0459078793042218,0.22407394769081668,,,,18,0.027346919466919434,0.05764364282930856,0.16583436656730738,0.1577774468183385,0.0,0.0,0.0
pairwise,peak_sample_bin,peakmax_4,B4-B6,ml,0.9390956028253534,1.12816997892297,0.2263797198862484,0.193718838759166,0.25338993328343146,152,-2.593559879134803,-2.3743403765061544,1.0113103307562779,0.9677493328045009,0.006578947368421052,0.0,0.0
pairwise,peak_sample_bin,peakmax_4,B4-B8,ml,1.066189387087431,1.565897057154319,0.3460138364710648,0.2681913567871127,0.4164012510674831,210,-1.4182314083944367,-1.6289807975875945,1.2641379700719968,1.3726338296774534,0.0380952380952381,0.009523809523809525,0.0
pairwise,peak_sample_bin,peakmax_4,B6-B8,ml,0.9016779839741952,1.4677700215988607,0.3145167577738303,0.2512601365642593,0.43145935710377725,158,1.4637371190379254,1.2482234548205682,1.2234448921657264,1.1684141834507937,0.006329113924050633,0.0,0.0
pairwise,peak_sample_bin,peakmax_4,B4-B6,traditional,0.1989485959460688,0.29273095350988104,,,,152,2.238669684924445,2.217358226095744,0.259955741066336,0.24433918086587644,0.0,0.0,0.0
pairwise,peak_sample_bin,peakmax_4,B4-B8,traditional,0.35339537756345846,0.5192413145976306,,,,210,2.0463967429250833,2.043276686916691,0.4784721085049256,0.42872352685354387,0.0,0.0,0.0
pairwise,peak_sample_bin,peakmax_4,B6-B8,traditional,0.11554186731001784,0.24442280324376886,,,,158,-0.07845288962186948,-0.05000759967352053,0.1858640627784044,0.2241395201327989,0.0,0.0,0.0
pairwise,peak_sample_bin,peakmax_5,B4-B6,ml,0.5927424875083519,0.8939087226810349,0.18806381097703545,0.16283938186988273,0.23431591930037246,336,-3.6113243466028524,-3.730468801566772,0.743024583659257,1.0222634432278366,0.017857142857142856,0.005952380952380952,0.0
pairwise,peak_sample_bin,peakmax_5,B4-B8,ml,0.8831366035756661,1.2764343638329847,0.27452377080011114,0.19807461024682355,0.3447027176974294,286,-2.0857734917569664,-2.078709158831611,1.1752236869785595,1.3762060319910907,0.04195804195804196,0.0034965034965034965,0.0
pairwise,peak_sample_bin,peakmax_5,B6-B8,ml,0.8795857809463675,1.1513628025387284,0.2657681154095414,0.23141076304466032,0.3041933283787105,332,1.5882278701594803,1.7224673436172537,1.0218892327941764,1.107138825730359,0.012048192771084338,0.0,0.0
pairwise,peak_sample_bin,peakmax_5,B4-B6,traditional,0.09086500579997935,0.1750480039003693,,,,336,2.0881049280659054,2.05417505298821,0.13216664757504748,0.1931698796357697,0.0,0.0,0.0
pairwise,peak_sample_bin,peakmax_5,B4-B8,traditional,0.25314143480123474,0.3945180976318646,,,,286,1.8386621430025627,1.8376369067578437,0.3332734704594287,0.36986924077883515,0.0,0.0,0.0
pairwise,peak_sample_bin,peakmax_5,B6-B8,traditional,0.24517002758804918,0.3235625727489217,,,,332,-0.2277518828227649,-0.1971659697819952,0.2802904441254347,0.2925416339204884,0.0,0.0,0.0
pairwise,peak_sample_bin,peakmax_6,B4-B6,ml,0.6638880622507143,1.1234282663729662,0.21609008048165385,0.15506595706252305,0.3031114528995838,355,-4.049436943467171,-4.160457429950242,0.811518297464259,1.2297545578471836,0.030985915492957747,0.0028169014084507044,0.0028169014084507044
pairwise,peak_sample_bin,peakmax_6,B4-B8,ml,1.187584977870331,1.5201212340016066,0.33681645832882634,0.2371264330075846,0.4230047912762846,324,-2.7025079203664304,-2.6300118887803947,1.3647264973793727,1.6020949830249476,0.05864197530864197,0.015432098765432098,0.0
pairwise,peak_sample_bin,peakmax_6,B6-B8,ml,1.0435811411254767,1.5740843838299146,0.315724242182971,0.26445003013529667,0.3683080074959453,303,1.4462148469487317,1.6020527717556448,1.2924570600502538,1.3266868136098466,0.036303630363036306,0.006600660066006601,0.0
pairwise,peak_sample_bin,peakmax_6,B4-B6,traditional,0.10513172794672784,0.15852490921233522,,,,355,2.048400843757525,2.0450312283506022,0.140045426869581,0.4924266843714176,0.005633802816901409,0.0,0.0
pairwise,peak_sample_bin,peakmax_6,B4-B8,traditional,0.33770733056843366,0.4999474119129164,,,,324,1.7890446171137133,1.8380624569565782,0.44964805943485775,0.7462743864145606,0.018518518518518517,0.0,0.0
pairwise,peak_sample_bin,peakmax_6,B6-B8,traditional,0.2827366897434677,0.37842012924762775,,,,303,-0.22854215300016734,-0.20951082447807323,0.3482474924299326,0.49127288239385025,0.0033003300330033004,0.0,0.0
pairwise,peak_sample_bin,peakmax_7,B4-B6,ml,1.2874781508429474,1.6630328590069627,0.32942890253878937,0.2539547206267511,0.37555806872601893,377,-4.043544134646967,-4.227360703245452,1.4856026639705886,1.6895430503269713,0.05570291777188329,0.007957559681697613,0.005305039787798408
pairwise,peak_sample_bin,peakmax_7,B4-B8,ml,1.3530779554190795,1.8370135056551815,0.3770256989597466,0.3216319721778442,0.43585092931526365,395,-2.9609864224910694,-3.0564397305575355,1.5672327766754446,2.1886938185199516,0.09367088607594937,0.030379746835443037,0.015189873417721518
pairwise,peak_sample_bin,peakmax_7,B6-B8,ml,1.4483370479105164,1.8646313016915799,0.38388351035324775,0.33185060871985295,0.4188830434641069,401,0.975197569718676,1.041067277860492,1.6534385004975896,1.7460917828263662,0.0798004987531172,0.012468827930174564,0.0
pairwise,peak_sample_bin,peakmax_7,B4-B6,traditional,0.8520319960697457,1.2779507895128457,,,,377,2.150865181669104,2.0323749619050417,1.1861994781939278,1.4860735004402665,0.058355437665782495,0.007957559681697613,0.005305039787798408
pairwise,peak_sample_bin,peakmax_7,B4-B8,traditional,0.8875341876867686,1.4692342294125882,,,,395,1.9139373241225988,1.944699319178305,1.1263957824949946,1.7960730808931273,0.053164556962025315,0.017721518987341773,0.010126582278481013
pairwise,peak_sample_bin,peakmax_7,B6-B8,traditional,0.684503686707333,1.2018845092813935,,,,401,-0.18247892366445306,-0.09442011861931832,1.0021158689266727,1.3215389272047782,0.032418952618453865,0.004987531172069825,0.0
pairwise,peak_sample_bin,peakmax_8,B4-B6,ml,1.3203235128430684,1.6293076021252968,0.3240157848529288,0.2822231460592021,0.3480680089059053,910,-3.476909497944634,-3.408444124233153,1.5211882666374184,1.801363761588877,0.06813186813186813,0.008791208791208791,0.0032967032967032967
pairwise,peak_sample_bin,peakmax_8,B4-B8,ml,1.4007066473440835,1.67578344309021,0.4076636438803154,0.349546045161203,0.4356235941045314,1047,-2.7082621278025076,-2.7765120706050723,1.5635574210246443,1.9917670268859842,0.08787010506208214,0.01623686723973257,0.0038204393505253103
pairwise,peak_sample_bin,peakmax_8,B6-B8,ml,1.3235808645771177,1.6043952615621977,0.38171250043342536,0.3257723428802901,0.40967612575752077,898,0.7648649229701967,0.6680375604011708,1.4729688563063374,1.7959830975976425,0.07349665924276169,0.01893095768374165,0.0066815144766146995
pairwise,peak_sample_bin,peakmax_8,B4-B6,traditional,1.2515446575211788,1.675340513539204,,,,910,2.1997888882355103,2.127163442663065,1.4692599882367015,1.757404742803879,0.05824175824175824,0.006593406593406593,0.0032967032967032967
pairwise,peak_sample_bin,peakmax_8,B4-B8,traditional,1.3378620727632884,1.6670018692261692,,,,1047,1.7623558977121654,1.6607583639071137,1.523086468652769,1.8590766241817773,0.07354345749761222,0.011461318051575931,0.0038204393505253103
pairwise,peak_sample_bin,peakmax_8,B6-B8,traditional,1.1821679401426786,1.4855625225786677,,,,898,-0.3161925945540966,-0.3367085242045853,1.3587461584914644,1.628018298714558,0.04788418708240535,0.0077951002227171495,0.005567928730512249
pairwise,peak_sample_bin,peakmax_9,B4-B6,ml,1.4704296290169776,1.8839622453854614,0.4075449491016761,0.3390216697038862,0.4330973537530768,1084,-3.910996114244411,-3.9504583891990777,1.7828991852983909,2.427204752640297,0.09501845018450185,0.011992619926199263,0.006457564575645757
pairwise,peak_sample_bin,peakmax_9,B4-B8,ml,1.7686044521629325,2.206179078385606,0.46669478050853,0.3912429753391381,0.492240164397869,768,-2.596084912676059,-2.710531494204101,2.1479579844125083,2.7404846679033685,0.1484375,0.033854166666666664,0.009114583333333334
pairwise,peak_sample_bin,peakmax_9,B6-B8,ml,1.6265272901826924,1.927544275027386,0.4344557471362054,0.39102394924520545,0.47512756567027037,1059,1.1482719224184843,1.1468793744279395,1.74403021815249,1.879875586072431,0.10198300283286119,0.014164305949008499,0.0028328611898017
pairwise,peak_sample_bin,peakmax_9,B4-B6,traditional,1.465224106300929,1.986218805801366,,,,1084,2.043067034947482,1.9726147979157602,1.7628920206734098,2.609083995285465,0.0959409594095941,0.014760147601476014,0.007380073800738007
pairwise,peak_sample_bin,peakmax_9,B4-B8,traditional,1.4498983355843578,1.945437523003158,,,,768,2.094187343725129,1.9140347044277917,1.788508953108643,2.733750928806343,0.10286458333333333,0.01953125,0.009114583333333334
pairwise,peak_sample_bin,peakmax_9,B6-B8,traditional,1.3506911588718842,1.5582713347481618,,,,1059,-0.2052831681352245,-0.23463050293389642,1.4550883098165046,1.6081218500292596,0.0679886685552408,0.004721435316336166,0.0009442870632672333
pairwise,saturation_flag,False,B4-B6,ml,1.381638509424185,1.6204036664052024,0.33957298931511853,0.30027948222539513,0.36444020677034195,3819,-3.697396082722573,-3.7875342867979,1.531268422526239,2.4004795674647292,0.07462686567164178,0.014925373134328358,0.00968840010473946
pairwise,saturation_flag,False,B4-B8,ml,1.547710803288085,1.742602149328187,0.38455736476805963,0.3589465908402363,0.4073516585354308,3812,-2.6803722937719043,-2.666016930212006,1.6409656052010448,2.8549860632681776,0.10886673662119623,0.026757607555089193,0.012591815320041973
pairwise,saturation_flag,False,B6-B8,ml,1.48012125534465,1.6716896071239782,0.3919449891520907,0.37385058436678054,0.4096801761533653,3813,1.015801099915529,1.0838640927523073,1.5773798043483482,2.2267968286376694,0.07343299239444008,0.014424337791765015,0.0055074744295830055
pairwise,saturation_flag,False,B4-B6,traditional,0.9458864699738934,1.309958348697198,,,,3819,2.1667636287613936,2.0561903912015964,1.1964312612818122,2.3369641873619615,0.06546216286986122,0.014663524482848913,0.009426551453260016
pairwise,saturation_flag,False,B4-B8,traditional,0.9735946449535494,1.3604951708204238,,,,3812,1.8529034895104455,1.8525209862849685,1.1937261973448177,2.7521986955522344,0.0674186778593914,0.019150052465897165,0.013116474291710388
pairwise,saturation_flag,False,B6-B8,traditional,0.9648739819183855,1.09046928534362,,,,3813,-0.31443857941067466,-0.20630525212018824,1.019112086227676,2.019268627539803,0.043273013375295044,0.00865460267505901,0.005245213742460005
pairwise,saturation_flag,True,B4-B6,ml,0.0,0.0,0.0,0.0,0.0,1,25.28055881056067,25.28055881056067,0.0,0.0,0.0,0.0,0.0
pairwise,saturation_flag,True,B4-B8,ml,0.4872630954041223,18.008751901035307,0.8080018885921111,0.15020975379368676,6.083566891503091,8,5.254922208125884,4.035530114322587,4.6073159172543985,9.733379766492945,0.5,0.375,0.25
pairwise,saturation_flag,True,B6-B8,ml,0.5959972668801534,7.019546974185617,0.36132458838411574,0.11914823475387959,1.004168200598616,7,6.612240133648927,8.404189171730408,3.6529059213144315,4.722141351690717,0.2857142857142857,0.2857142857142857,0.14285714285714285
pairwise,saturation_flag,True,B4-B6,traditional,0.0,0.0,,,,1,33.521427478297845,33.521427478297845,0.0,0.0,0.0,0.0,0.0
pairwise,saturation_flag,True,B4-B8,traditional,0.3345861536461016,16.31152543879656,,,,8,8.227777576612507,4.884973959558774,5.149879931688993,9.977705099449096,0.5,0.25,0.125
pairwise,saturation_flag,True,B6-B8,traditional,0.7358875062215482,4.087121978225986,,,,7,2.80755717165142,3.2284129524544127,3.5551850395827613,2.9942088329737504,0.42857142857142855,0.0,0.0
pairwise,p09_anomaly_class,dropout,B4-B6,ml,0.5445981019224133,13.197413783097135,0.6288262916306083,0.15007233833895317,3.8827540521682566,13,-3.388156440857683,-2.1922805638231253,2.6774203956844413,7.148865151907611,0.3076923076923077,0.15384615384615385,0.15384615384615385
pairwise,p09_anomaly_class,dropout,B4-B8,ml,1.1012496966904761,16.181729523336198,1.40882098109917,0.44010094595155874,3.9737283711796643,13,-5.383263267766292,-1.0843352477905412,5.770606707480375,10.782057165265993,0.46153846153846156,0.38461538461538464,0.15384615384615385
pairwise,p09_anomaly_class,dropout,B6-B8,ml,0.0,0.0,0.0,0.0,0.0,1,-3.3947523256436583,-3.3947523256436583,0.0,0.0,0.0,0.0,0.0
pairwise,p09_anomaly_class,dropout,B4-B6,traditional,0.14621350411838147,10.735417930650126,,,,13,0.43200737069971,2.3751660918988193,0.6919142254020609,5.8722083441519795,0.15384615384615385,0.07692307692307693,0.07692307692307693
pairwise,p09_anomaly_class,dropout,B4-B8,traditional,0.14369689035000224,13.7480363739478,,,,13,-2.1226390243906446,2.5291246643955674,3.5170894077650483,9.965549674178076,0.23076923076923078,0.23076923076923078,0.15384615384615385
pairwise,p09_anomaly_class,dropout,B6-B8,traditional,0.0,0.0,,,,1,0.3822934441471091,0.3822934441471091,0.0,0.0,0.0,0.0,0.0
pairwise,p09_anomaly_class,novel_broad_template_mismatch,B4-B6,ml,1.5155016542712048,22.03472292090744,2.6824580096101527,0.690742405851417,5.363558260338272,8,-3.9458423717559468,-6.387683205029827,10.363368528033574,13.2265098161366,0.75,0.5,0.5
pairwise,p09_anomaly_class,novel_broad_template_mismatch,B4-B8,ml,2.6609886083300216,15.603772969435488,3.1648946990968065,0.1804870649397382,5.414636328768101,12,-5.592928357099509,-2.6999213182728745,10.296860400105214,13.738103201260842,0.5833333333333334,0.5,0.4166666666666667
pairwise,p09_anomaly_class,novel_broad_template_mismatch,B6-B8,ml,0.07542216202058108,13.858544212169313,0.8875672647928227,0.0,3.127496804871548,6,-3.6490931423942357,0.9948542167322714,3.8637811088098744,10.171962996070127,0.16666666666666666,0.16666666666666666,0.16666666666666666
pairwise,p09_anomaly_class,novel_broad_template_mismatch,B4-B6,traditional,1.8512664332942919,22.019508043535318,,,,8,2.2402154982807794,-0.08134070507159663,10.498479257979124,13.747172156362645,0.625,0.625,0.5
pairwise,p09_anomaly_class,novel_broad_template_mismatch,B4-B8,traditional,3.7750953376695353,17.549209761040217,,,,12,-1.3065235292129735,1.3083512288869805,10.337448678804803,14.458277941123338,0.5833333333333334,0.5,0.5
pairwise,p09_anomaly_class,novel_broad_template_mismatch,B6-B8,traditional,0.04737794726120753,14.871859331267743,,,,6,-5.518727230869621,-0.7862963439304416,3.1672405452182044,10.90220918007812,0.16666666666666666,0.16666666666666666,0.16666666666666666
pairwise,p09_anomaly_class,novel_delayed_peak,B4-B6,ml,0.7249417555114824,1.1325980017740909,0.22144659183315984,0.15004303046453463,0.3098940662193375,192,-3.9274180754509977,-4.193277869807325,0.9605740154155109,4.178232511301033,0.09375,0.078125,0.06770833333333333
pairwise,p09_anomaly_class,novel_delayed_peak,B4-B8,ml,0.8673480700759864,1.5002330760609672,0.21993852459554367,0.15830711612644285,0.3239448251384812,196,-2.7424927727178634,-2.7051409616693576,1.1274229812950638,5.494449908939644,0.1326530612244898,0.11224489795918367,0.09183673469387756
pairwise,p09_anomaly_class,novel_delayed_peak,B6-B8,ml,1.0236556237285224,1.5246342352064888,0.2552139239902793,0.20653501328926094,0.3543152120342232,183,1.06284942476592,1.4831565805065878,1.2343373819268775,4.780908582835703,0.060109289617486336,0.0546448087431694,0.0546448087431694
pairwise,p09_anomaly_class,novel_delayed_peak,B4-B6,traditional,0.09675218436555433,0.17886405305165787,,,,192,2.352579274147698,2.040127566939077,0.14859557728290296,4.132514350609491,0.08854166666666667,0.06770833333333333,0.0625
pairwise,p09_anomaly_class,novel_delayed_peak,B4-B8,traditional,0.2992776265959396,0.47195870894464975,,,,196,1.9074481299678514,1.8800073518967508,0.4180635341769714,5.711468538164571,0.11734693877551021,0.10714285714285714,0.09693877551020408
pairwise,p09_anomaly_class,novel_delayed_peak,B6-B8,traditional,0.28905654748361964,0.39755229207587467,,,,183,-0.693361758696114,-0.1832641287449377,0.3486307980570731,4.807569325471002,0.0546448087431694,0.0546448087431694,0.04918032786885246
pairwise,p09_anomaly_class,novel_early_pretrigger,B4-B6,ml,0.5091686556278614,9.971351928820903,0.270747116567262,0.12243809596379773,2.837979218404601,45,-4.150299267583197,-2.091720382541588,0.9276907884830166,7.45924692370257,0.1111111111111111,0.08888888888888889,0.06666666666666667
pairwise,p09_anomaly_class,novel_early_pretrigger,B4-B8,ml,1.2153211223616296,2.191573130336312,0.5269658850641475,0.40092981033890873,0.6555472763407618,129,-1.2533106320059222,-1.0019084977632815,1.809090813770501,4.964437882960482,0.10852713178294573,0.031007751937984496,0.023255813953488372
pairwise,p09_anomaly_class,novel_early_pretrigger,B6-B8,ml,1.336632344336659,1.7005117013162123,0.4018883109414775,0.3308265357634216,0.44712950399499873,124,1.9033902435386008,1.9284403949803135,1.5621624819865494,1.496158885214181,0.03225806451612903,0.008064516129032258,0.0
pairwise,p09_anomaly_class,novel_early_pretrigger,B4-B6,traditional,0.18166900279313472,9.728118721975935,,,,45,0.572708504779472,2.3633415373557085,0.2511332099631318,6.793817080966849,0.06666666666666667,0.06666666666666667,0.06666666666666667
pairwise,p09_anomaly_class,novel_early_pretrigger,B4-B8,traditional,0.3173118231022525,0.43752082745367454,,,,129,1.6998839616196222,2.217620188061275,0.3697963597481235,4.270839880340349,0.031007751937984496,0.031007751937984496,0.031007751937984496
pairwise,p09_anomaly_class,novel_early_pretrigger,B6-B8,traditional,0.14281821915773962,0.2243477050982503,,,,124,0.03281996923496313,-0.03556856284314591,0.18336754481729356,0.8525382883435911,0.008064516129032258,0.008064516129032258,0.008064516129032258
pairwise,p09_anomaly_class,novel_undershoot_recovery,B4-B6,ml,0.0,0.7342898149726536,0.16906754982988517,0.0,0.1690675498298852,3,-2.414347519759412,-2.5250741688679526,0.7342898149726536,0.8851535911446482,0.0,0.0,0.0
pairwise,p09_anomaly_class,novel_undershoot_recovery,B4-B8,ml,0.0,1.2187057171345046,0.22862257832109484,0.0,0.29363789333238194,3,-1.153876116295353,-1.744281067347302,1.055226725229938,1.3340487704618365,0.0,0.0,0.0
pairwise,p09_anomaly_class,novel_undershoot_recovery,B4-B6,traditional,0.0,0.050026582150061616,,,,3,2.648502961940802,2.6391024251373025,0.050026582150061616,0.060435101426358454,0.0,0.0,0.0
pairwise,p09_anomaly_class,novel_undershoot_recovery,B4-B8,traditional,0.0,0.09679414842552347,,,,3,2.5715269407243775,2.615446773456391,0.08684181247205847,0.10880008256612436,0.0,0.0,0.0
pairwise,p09_anomaly_class,pileup_or_long_tail,B4-B6,ml,0.043577277471455095,1.5450022687183917,0.12414261860685832,0.003081086768141386,0.16976538588314577,5,-3.7598298465926776,-3.4854921579656875,0.6753773541135335,1.0142757812871575,0.0,0.0,0.0
pairwise,p09_anomaly_class,pileup_or_long_tail,B4-B8,ml,0.019540737066989115,1.1610587263377938,0.24064623205036476,0.024391603677104867,0.427527018590664,7,-3.2713906293762585,-2.8411092485074434,0.9152570933151507,0.9342752997848629,0.0,0.0,0.0
pairwise,p09_anomaly_class,pileup_or_long_tail,B6-B8,ml,0.0,2.041181312210705,0.33182191196450295,0.005919456044460774,0.3949627764387511,4,-0.2428784354875848,0.009735149558238732,1.7335850541134126,1.7793933072529897,0.0,0.0,0.0
pairwise,p09_anomaly_class,pileup_or_long_tail,B4-B6,traditional,0.020253069786658497,0.56041770974781,,,,5,2.2234557056326794,2.035405138627638,0.2317808178886137,0.41971607149899015,0.0,0.0,0.0
pairwise,p09_anomaly_class,pileup_or_long_tail,B4-B8,traditional,0.049990447411514274,1.0078531488011002,,,,7,1.880160974279632,1.8692927207799386,0.3238685951389527,0.5744563056109449,0.0,0.0,0.0
pairwise,p09_anomaly_class,pileup_or_long_tail,B6-B8,traditional,0.03491154741088476,1.8419953904055748,,,,4,-1.384241945490734,-0.7143723680965408,1.0709375282024975,1.5472023256813914,0.25,0.0,0.0
pairwise,p09_anomaly_class,unassigned_common,B4-B6,ml,1.4156729017698186,1.633795003586864,0.34283967093477596,0.2942396697608431,0.3771978370934943,3554,-3.6726483902874705,-3.7653461075054366,1.5268835822532763,2.046904394373445,0.06978052898142938,0.009566685424873381,0.004783342712436691
pairwise,p09_anomaly_class,unassigned_common,B4-B8,ml,1.475692854494963,1.7172098062529708,0.3812287519435895,0.3514249959062486,0.409096218327947,3460,-2.6915824351709103,-2.724763568363116,1.6183514529918235,2.3420675953717183,0.09566473988439306,0.019364161849710983,0.0060693641618497106
pairwise,p09_anomaly_class,unassigned_common,B6-B8,ml,1.509361346861193,1.6304202929792262,0.3977240550273999,0.37634193108881575,0.4195381269498136,3502,1.003790481126346,1.0232172233382002,1.5743134445368623,1.9946895838852354,0.07509994288977727,0.013706453455168474,0.0037121644774414622
pairwise,p09_anomaly_class,unassigned_common,B4-B6,traditional,1.0324104000946097,1.3734133854516761,,,,3554,2.1914248776441467,2.0544573398387946,1.2587742296470243,2.010119041991145,0.062464828362408555,0.010129431626336522,0.004783342712436691
pairwise,p09_anomaly_class,unassigned_common,B4-B8,traditional,0.9840608655267137,1.4074041924879677,,,,3460,1.8954746647773386,1.8159397242776443,1.2809500868604895,2.2237987982058067,0.06560693641618497,0.012138728323699421,0.0060693641618497106
pairwise,p09_anomaly_class,unassigned_common,B6-B8,traditional,1.0235035945089594,1.169799393272124,,,,3502,-0.2907535236185196,-0.22337466267638106,1.1010295844167515,1.7253645005627527,0.04511707595659623,0.0065676756139348945,0.0028555111364934323
