feature,coefficient,method,base_method,drift_order,train_pulses,heldout_pulses
B6_intercept,43.37414627409716,s02e_binned_timewalk_drift1,s02b_template,1,11262,198
B6_log_amp,-68.76215334402372,s02e_binned_timewalk_drift1,s02b_template,1,11262,198
B6_log_amp2,20.89257238317861,s02e_binned_timewalk_drift1,s02b_template,1,11262,198
B6_inv_amp,-1.8234651264467834,s02e_binned_timewalk_drift1,s02b_template,1,11262,198
B6_peak_sample,-0.7487677425446623,s02e_binned_timewalk_drift1,s02b_template,1,11262,198
B6_area_over_amp,-0.7343837891065622,s02e_binned_timewalk_drift1,s02b_template,1,11262,198
B6_template_sse,0.2810599574037777,s02e_binned_timewalk_drift1,s02b_template,1,11262,198
B8_intercept,44.634313939278265,s02e_binned_timewalk_drift1,s02b_template,1,11262,198
B8_log_amp,-63.527767003059,s02e_binned_timewalk_drift1,s02b_template,1,11262,198
B8_log_amp2,15.371063782182123,s02e_binned_timewalk_drift1,s02b_template,1,11262,198
B8_inv_amp,-2.8896712200075445,s02e_binned_timewalk_drift1,s02b_template,1,11262,198
B8_peak_sample,-0.6846524353258223,s02e_binned_timewalk_drift1,s02b_template,1,11262,198
B8_area_over_amp,-1.4294766559168262,s02e_binned_timewalk_drift1,s02b_template,1,11262,198
B8_template_sse,0.21238456454879273,s02e_binned_timewalk_drift1,s02b_template,1,11262,198
B4_current_nA_z_p1,0.0,s02e_binned_timewalk_drift1,s02b_template,1,11262,198
B4_trigger_entry_density_z_p1,0.00012889015784583736,s02e_binned_timewalk_drift1,s02b_template,1,11262,198
B4_entries_per_eventno_z_p1,0.00012888754140461694,s02e_binned_timewalk_drift1,s02b_template,1,11262,198
B4_selected_multiplicity_per_event_z_p1,0.12183810125346631,s02e_binned_timewalk_drift1,s02b_template,1,11262,198
B4_downstream_allhit_fraction_z_p1,0.0718577721106987,s02e_binned_timewalk_drift1,s02b_template,1,11262,198
B6_current_nA_z_p1,0.0,s02e_binned_timewalk_drift1,s02b_template,1,11262,198
B6_trigger_entry_density_z_p1,0.016557812397202682,s02e_binned_timewalk_drift1,s02b_template,1,11262,198
B6_entries_per_eventno_z_p1,0.01655781241142433,s02e_binned_timewalk_drift1,s02b_template,1,11262,198
B6_selected_multiplicity_per_event_z_p1,-0.06825030654040529,s02e_binned_timewalk_drift1,s02b_template,1,11262,198
B6_downstream_allhit_fraction_z_p1,-0.03975617039629313,s02e_binned_timewalk_drift1,s02b_template,1,11262,198
B8_current_nA_z_p1,0.0,s02e_binned_timewalk_drift1,s02b_template,1,11262,198
B8_trigger_entry_density_z_p1,0.022351123338418797,s02e_binned_timewalk_drift1,s02b_template,1,11262,198
B8_entries_per_eventno_z_p1,0.022351123146976532,s02e_binned_timewalk_drift1,s02b_template,1,11262,198
B8_selected_multiplicity_per_event_z_p1,-0.006146935236207463,s02e_binned_timewalk_drift1,s02b_template,1,11262,198
B8_downstream_allhit_fraction_z_p1,-0.11509915378983662,s02e_binned_timewalk_drift1,s02b_template,1,11262,198
intercept,0.0,s02e_binned_timewalk_drift2,s02b_template,2,11262,198
B4_intercept,-45.14549582475061,s02e_binned_timewalk_drift2,s02b_template,2,11262,198
B4_log_amp,175.16141275720304,s02e_binned_timewalk_drift2,s02b_template,2,11262,198
B4_log_amp2,-90.05581304477113,s02e_binned_timewalk_drift2,s02b_template,2,11262,198
B4_inv_amp,-3.9777073850181215,s02e_binned_timewalk_drift2,s02b_template,2,11262,198
B4_peak_sample,0.4548107713352423,s02e_binned_timewalk_drift2,s02b_template,2,11262,198
B4_area_over_amp,3.100805403028233,s02e_binned_timewalk_drift2,s02b_template,2,11262,198
B4_template_sse,0.749731027916105,s02e_binned_timewalk_drift2,s02b_template,2,11262,198
B6_intercept,22.566583040536095,s02e_binned_timewalk_drift2,s02b_template,2,11262,198
B6_log_amp,-77.29815063875773,s02e_binned_timewalk_drift2,s02b_template,2,11262,198
B6_log_amp2,24.74575267395867,s02e_binned_timewalk_drift2,s02b_template,2,11262,198
B6_inv_amp,-1.9405981965065016,s02e_binned_timewalk_drift2,s02b_template,2,11262,198
B6_peak_sample,-0.7481589997666362,s02e_binned_timewalk_drift2,s02b_template,2,11262,198
B6_area_over_amp,-0.7262508568294869,s02e_binned_timewalk_drift2,s02b_template,2,11262,198
B6_template_sse,0.28278030452577646,s02e_binned_timewalk_drift2,s02b_template,2,11262,198
B8_intercept,22.578914260338635,s02e_binned_timewalk_drift2,s02b_template,2,11262,198
B8_log_amp,-69.58574295483334,s02e_binned_timewalk_drift2,s02b_template,2,11262,198
B8_log_amp2,18.20425370391205,s02e_binned_timewalk_drift2,s02b_template,2,11262,198
B8_inv_amp,-2.956005504298139,s02e_binned_timewalk_drift2,s02b_template,2,11262,198
B8_peak_sample,-0.6819522522376356,s02e_binned_timewalk_drift2,s02b_template,2,11262,198
B8_area_over_amp,-1.4218680540777984,s02e_binned_timewalk_drift2,s02b_template,2,11262,198
B8_template_sse,0.21654775909213678,s02e_binned_timewalk_drift2,s02b_template,2,11262,198
B4_current_nA_z_p1,0.0,s02e_binned_timewalk_drift2,s02b_template,2,11262,198
B4_trigger_entry_density_z_p1,-25.14753465449006,s02e_binned_timewalk_drift2,s02b_template,2,11262,198
B4_entries_per_eventno_z_p1,-25.147534678163467,s02e_binned_timewalk_drift2,s02b_template,2,11262,198
B4_selected_multiplicity_per_event_z_p1,-9.170076351727406,s02e_binned_timewalk_drift2,s02b_template,2,11262,198
B4_downstream_allhit_fraction_z_p1,2.8981738955004066,s02e_binned_timewalk_drift2,s02b_template,2,11262,198
B6_current_nA_z_p1,0.0,s02e_binned_timewalk_drift2,s02b_template,2,11262,198
B6_trigger_entry_density_z_p1,12.655746643592664,s02e_binned_timewalk_drift2,s02b_template,2,11262,198
B6_entries_per_eventno_z_p1,12.655746646853082,s02e_binned_timewalk_drift2,s02b_template,2,11262,198
B6_selected_multiplicity_per_event_z_p1,4.411061708615664,s02e_binned_timewalk_drift2,s02b_template,2,11262,198
B6_downstream_allhit_fraction_z_p1,-1.413309115900993,s02e_binned_timewalk_drift2,s02b_template,2,11262,198
B8_current_nA_z_p1,0.0,s02e_binned_timewalk_drift2,s02b_template,2,11262,198
B8_trigger_entry_density_z_p1,12.50510859778846,s02e_binned_timewalk_drift2,s02b_template,2,11262,198
B8_entries_per_eventno_z_p1,12.505108563289767,s02e_binned_timewalk_drift2,s02b_template,2,11262,198
B8_selected_multiplicity_per_event_z_p1,4.77824803133363,s02e_binned_timewalk_drift2,s02b_template,2,11262,198
B8_downstream_allhit_fraction_z_p1,-1.5391274624100921,s02e_binned_timewalk_drift2,s02b_template,2,11262,198
B4_current_nA_z_p2,0.0,s02e_binned_timewalk_drift2,s02b_template,2,11262,198
B4_trigger_entry_density_z_p2,-20.722235862208652,s02e_binned_timewalk_drift2,s02b_template,2,11262,198
B4_entries_per_eventno_z_p2,-20.7222358929068,s02e_binned_timewalk_drift2,s02b_template,2,11262,198
B4_selected_multiplicity_per_event_z_p2,-10.255832857299596,s02e_binned_timewalk_drift2,s02b_template,2,11262,198
B4_downstream_allhit_fraction_z_p2,1.458635850194457,s02e_binned_timewalk_drift2,s02b_template,2,11262,198
B6_current_nA_z_p2,0.0,s02e_binned_timewalk_drift2,s02b_template,2,11262,198
B6_trigger_entry_density_z_p2,10.35497873983442,s02e_binned_timewalk_drift2,s02b_template,2,11262,198
B6_entries_per_eventno_z_p2,10.354978731089592,s02e_binned_timewalk_drift2,s02b_template,2,11262,198
B6_selected_multiplicity_per_event_z_p2,4.912747371742547,s02e_binned_timewalk_drift2,s02b_template,2,11262,198
B6_downstream_allhit_fraction_z_p2,-0.5280583375557937,s02e_binned_timewalk_drift2,s02b_template,2,11262,198
B8_current_nA_z_p2,0.0,s02e_binned_timewalk_drift2,s02b_template,2,11262,198
B8_trigger_entry_density_z_p2,10.354265883972728,s02e_binned_timewalk_drift2,s02b_template,2,11262,198
B8_entries_per_eventno_z_p2,10.35426589060581,s02e_binned_timewalk_drift2,s02b_template,2,11262,198
B8_selected_multiplicity_per_event_z_p2,5.295732238160222,s02e_binned_timewalk_drift2,s02b_template,2,11262,198
B8_downstream_allhit_fraction_z_p2,-0.9446849277691587,s02e_binned_timewalk_drift2,s02b_template,2,11262,198
intercept,0.0,s02e_global_timewalk_drift0,template_phase,0,11262,198
B4_intercept,80.09227928577263,s02e_global_timewalk_drift0,template_phase,0,11262,198
B4_log_amp,-233.31698745473264,s02e_global_timewalk_drift0,template_phase,0,11262,198
B4_log_amp2,118.5271011291462,s02e_global_timewalk_drift0,template_phase,0,11262,198
B4_inv_amp,-0.07224037754640722,s02e_global_timewalk_drift0,template_phase,0,11262,198
B4_peak_sample,0.5493810269463775,s02e_global_timewalk_drift0,template_phase,0,11262,198
B4_area_over_amp,-0.49412937589088235,s02e_global_timewalk_drift0,template_phase,0,11262,198
B4_template_sse,-0.33245239365216167,s02e_global_timewalk_drift0,template_phase,0,11262,198
B6_intercept,-29.071950099751017,s02e_global_timewalk_drift0,template_phase,0,11262,198
B6_log_amp,2.8855689480802944,s02e_global_timewalk_drift0,template_phase,0,11262,198
B6_log_amp2,-5.023565914475528,s02e_global_timewalk_drift0,template_phase,0,11262,198
B6_inv_amp,-0.8182601177413317,s02e_global_timewalk_drift0,template_phase,0,11262,198
B6_peak_sample,0.1987712541929028,s02e_global_timewalk_drift0,template_phase,0,11262,198
B6_area_over_amp,-0.06505663772373885,s02e_global_timewalk_drift0,template_phase,0,11262,198
B6_template_sse,-0.008832834953659555,s02e_global_timewalk_drift0,template_phase,0,11262,198
B8_intercept,-51.020329930157565,s02e_global_timewalk_drift0,template_phase,0,11262,198
B8_log_amp,51.726499771701334,s02e_global_timewalk_drift0,template_phase,0,11262,198
B8_log_amp2,-34.015777396178905,s02e_global_timewalk_drift0,template_phase,0,11262,198
B8_inv_amp,-1.0341780802035898,s02e_global_timewalk_drift0,template_phase,0,11262,198
B8_peak_sample,0.7250811091346451,s02e_global_timewalk_drift0,template_phase,0,11262,198
B8_area_over_amp,1.1516563964336335,s02e_global_timewalk_drift0,template_phase,0,11262,198
B8_template_sse,0.24737859971224185,s02e_global_timewalk_drift0,template_phase,0,11262,198
intercept,0.0,s02e_global_timewalk_drift1,template_phase,1,11262,198
B4_intercept,81.93877542958089,s02e_global_timewalk_drift1,template_phase,1,11262,198
B4_log_amp,-238.4266350938428,s02e_global_timewalk_drift1,template_phase,1,11262,198
B4_log_amp2,121.32973531240016,s02e_global_timewalk_drift1,template_phase,1,11262,198
B4_inv_amp,-0.0778028115799521,s02e_global_timewalk_drift1,template_phase,1,11262,198
B4_peak_sample,0.5573240301942481,s02e_global_timewalk_drift1,template_phase,1,11262,198
B4_area_over_amp,-0.6733657799012439,s02e_global_timewalk_drift1,template_phase,1,11262,198
B4_template_sse,-0.39250429395672226,s02e_global_timewalk_drift1,template_phase,1,11262,198
B6_intercept,-29.28142948228398,s02e_global_timewalk_drift1,template_phase,1,11262,198
B6_log_amp,2.6706793178185695,s02e_global_timewalk_drift1,template_phase,1,11262,198
B6_log_amp2,-5.104311095881963,s02e_global_timewalk_drift1,template_phase,1,11262,198
B6_inv_amp,-0.8656966678059536,s02e_global_timewalk_drift1,template_phase,1,11262,198
B6_peak_sample,0.19626558334350316,s02e_global_timewalk_drift1,template_phase,1,11262,198
B6_area_over_amp,-0.06820517082487514,s02e_global_timewalk_drift1,template_phase,1,11262,198
B6_template_sse,-0.008998218656774309,s02e_global_timewalk_drift1,template_phase,1,11262,198
B8_intercept,-52.65734667264166,s02e_global_timewalk_drift1,template_phase,1,11262,198
B8_log_amp,53.59083132928467,s02e_global_timewalk_drift1,template_phase,1,11262,198
B8_log_amp2,-34.85208183942744,s02e_global_timewalk_drift1,template_phase,1,11262,198
B8_inv_amp,-1.0119148838778722,s02e_global_timewalk_drift1,template_phase,1,11262,198
B8_peak_sample,0.7299668316956948,s02e_global_timewalk_drift1,template_phase,1,11262,198
B8_area_over_amp,1.1658183823087358,s02e_global_timewalk_drift1,template_phase,1,11262,198
B8_template_sse,0.2524475036612438,s02e_global_timewalk_drift1,template_phase,1,11262,198
B4_current_nA_z_p1,0.0,s02e_global_timewalk_drift1,template_phase,1,11262,198
B4_trigger_entry_density_z_p1,-0.03346230538812448,s02e_global_timewalk_drift1,template_phase,1,11262,198
B4_entries_per_eventno_z_p1,-0.033462305434202276,s02e_global_timewalk_drift1,template_phase,1,11262,198
B4_selected_multiplicity_per_event_z_p1,0.12213189369335592,s02e_global_timewalk_drift1,template_phase,1,11262,198
B4_downstream_allhit_fraction_z_p1,0.2083589753774488,s02e_global_timewalk_drift1,template_phase,1,11262,198
B6_current_nA_z_p1,0.0,s02e_global_timewalk_drift1,template_phase,1,11262,198
B6_trigger_entry_density_z_p1,0.023308601640730522,s02e_global_timewalk_drift1,template_phase,1,11262,198
B6_entries_per_eventno_z_p1,0.02330860165717477,s02e_global_timewalk_drift1,template_phase,1,11262,198
B6_selected_multiplicity_per_event_z_p1,-0.08997256378652532,s02e_global_timewalk_drift1,template_phase,1,11262,198
B6_downstream_allhit_fraction_z_p1,-0.0731589641994991,s02e_global_timewalk_drift1,template_phase,1,11262,198
B8_current_nA_z_p1,0.0,s02e_global_timewalk_drift1,template_phase,1,11262,198
B8_trigger_entry_density_z_p1,0.03783247099754966,s02e_global_timewalk_drift1,template_phase,1,11262,198
B8_entries_per_eventno_z_p1,0.037832470806525416,s02e_global_timewalk_drift1,template_phase,1,11262,198
B8_selected_multiplicity_per_event_z_p1,-0.049293767799835776,s02e_global_timewalk_drift1,template_phase,1,11262,198
B8_downstream_allhit_fraction_z_p1,-0.09206061950284151,s02e_global_timewalk_drift1,template_phase,1,11262,198
intercept,0.0,s02e_global_timewalk_drift2,template_phase,2,11262,198
B4_intercept,42.70254988119143,s02e_global_timewalk_drift2,template_phase,2,11262,198
B4_log_amp,-254.96664955576446,s02e_global_timewalk_drift2,template_phase,2,11262,198
B4_log_amp2,128.56267494206998,s02e_global_timewalk_drift2,template_phase,2,11262,198
B4_inv_amp,-0.3754460061637273,s02e_global_timewalk_drift2,template_phase,2,11262,198
B4_peak_sample,0.5479437262627881,s02e_global_timewalk_drift2,template_phase,2,11262,198
B4_area_over_amp,-0.7279981766520318,s02e_global_timewalk_drift2,template_phase,2,11262,198
B4_template_sse,-0.4105793511892555,s02e_global_timewalk_drift2,template_phase,2,11262,198
B6_intercept,-15.559933209179022,s02e_global_timewalk_drift2,template_phase,2,11262,198
B6_log_amp,8.946426974420659,s02e_global_timewalk_drift2,template_phase,2,11262,198
B6_log_amp2,-7.812175671786535,s02e_global_timewalk_drift2,template_phase,2,11262,198
B6_inv_amp,-0.7592410379038566,s02e_global_timewalk_drift2,template_phase,2,11262,198
B6_peak_sample,0.19687560413251773,s02e_global_timewalk_drift2,template_phase,2,11262,198
B6_area_over_amp,-0.053835169668120256,s02e_global_timewalk_drift2,template_phase,2,11262,198
B6_template_sse,-0.004406031843665059,s02e_global_timewalk_drift2,template_phase,2,11262,198
B8_intercept,-27.142616994473368,s02e_global_timewalk_drift2,template_phase,2,11262,198
B8_log_amp,62.89981912014315,s02e_global_timewalk_drift2,template_phase,2,11262,198
B8_log_amp2,-39.03092899713203,s02e_global_timewalk_drift2,template_phase,2,11262,198
B8_inv_amp,-0.8871349651560563,s02e_global_timewalk_drift2,template_phase,2,11262,198
B8_peak_sample,0.7287066823760695,s02e_global_timewalk_drift2,template_phase,2,11262,198
B8_area_over_amp,1.152946741545191,s02e_global_timewalk_drift2,template_phase,2,11262,198
B8_template_sse,0.2516223410601705,s02e_global_timewalk_drift2,template_phase,2,11262,198
B4_current_nA_z_p1,0.0,s02e_global_timewalk_drift2,template_phase,2,11262,198
B4_trigger_entry_density_z_p1,23.700612717389653,s02e_global_timewalk_drift2,template_phase,2,11262,198
B4_entries_per_eventno_z_p1,23.700612738480043,s02e_global_timewalk_drift2,template_phase,2,11262,198
B4_selected_multiplicity_per_event_z_p1,9.114018131068526,s02e_global_timewalk_drift2,template_phase,2,11262,198
B4_downstream_allhit_fraction_z_p1,-2.6643127696315836,s02e_global_timewalk_drift2,template_phase,2,11262,198
B6_current_nA_z_p1,0.0,s02e_global_timewalk_drift2,template_phase,2,11262,198
B6_trigger_entry_density_z_p1,-8.571753628535104,s02e_global_timewalk_drift2,template_phase,2,11262,198
B6_entries_per_eventno_z_p1,-8.57175362919823,s02e_global_timewalk_drift2,template_phase,2,11262,198
B6_selected_multiplicity_per_event_z_p1,-3.486391364154203,s02e_global_timewalk_drift2,template_phase,2,11262,198
B6_downstream_allhit_fraction_z_p1,1.0111143166884755,s02e_global_timewalk_drift2,template_phase,2,11262,198
B8_current_nA_z_p1,0.0,s02e_global_timewalk_drift2,template_phase,2,11262,198
B8_trigger_entry_density_z_p1,-15.096106435269029,s02e_global_timewalk_drift2,template_phase,2,11262,198
B8_entries_per_eventno_z_p1,-15.096106396213859,s02e_global_timewalk_drift2,template_phase,2,11262,198
B8_selected_multiplicity_per_event_z_p1,-5.680289630378063,s02e_global_timewalk_drift2,template_phase,2,11262,198
B8_downstream_allhit_fraction_z_p1,1.6976299689454573,s02e_global_timewalk_drift2,template_phase,2,11262,198
B4_current_nA_z_p2,0.0,s02e_global_timewalk_drift2,template_phase,2,11262,198
B4_trigger_entry_density_z_p2,19.52631587458618,s02e_global_timewalk_drift2,template_phase,2,11262,198
B4_entries_per_eventno_z_p2,19.52631590358426,s02e_global_timewalk_drift2,template_phase,2,11262,198
B4_selected_multiplicity_per_event_z_p2,10.052085223013288,s02e_global_timewalk_drift2,template_phase,2,11262,198
B4_downstream_allhit_fraction_z_p2,-1.3559436612589253,s02e_global_timewalk_drift2,template_phase,2,11262,198
B6_current_nA_z_p2,0.0,s02e_global_timewalk_drift2,template_phase,2,11262,198
B6_trigger_entry_density_z_p2,-7.108983777644946,s02e_global_timewalk_drift2,template_phase,2,11262,198
B6_entries_per_eventno_z_p2,-7.108983771216998,s02e_global_timewalk_drift2,template_phase,2,11262,198
B6_selected_multiplicity_per_event_z_p2,-3.8247100896973842,s02e_global_timewalk_drift2,template_phase,2,11262,198
B6_downstream_allhit_fraction_z_p2,0.6250383028112324,s02e_global_timewalk_drift2,template_phase,2,11262,198
B8_current_nA_z_p2,0.0,s02e_global_timewalk_drift2,template_phase,2,11262,198
B8_trigger_entry_density_z_p2,-12.430145418585724,s02e_global_timewalk_drift2,template_phase,2,11262,198
B8_entries_per_eventno_z_p2,-12.430145426554581,s02e_global_timewalk_drift2,template_phase,2,11262,198
B8_selected_multiplicity_per_event_z_p2,-6.269452256665119,s02e_global_timewalk_drift2,template_phase,2,11262,198
B8_downstream_allhit_fraction_z_p2,0.7844593701125424,s02e_global_timewalk_drift2,template_phase,2,11262,198
