method,current_stratum,saturation_bin,amp_bin_label,peak_phase_bin,q_proxy_bin,n,n_runs,q_delta,tail_delta,live10_delta_ns,timing_delta_ns,secondary_error_delta,action_label,reason
cnn_tail_knockout_no_tail_phase_model,low_2nA,unsaturated,a2200_3200,early,q_high,2,2,0.019578068051487204,-0.006975024938583398,-10.0,2.2232364405671023,-0.06029195215436045,diagnostic_only,low_support
cnn_tail_knockout_no_tail_phase_model,low_2nA,unsaturated,a2200_3200,late,q_mid,3,2,0.022665116159866234,0.0271281478644321,3.3333333333333335,3.376290383210687,0.04419448193838587,diagnostic_only,low_support
cnn_tail_knockout_no_tail_phase_model,low_2nA,unsaturated,a2200_3200,nominal,q_high,8,2,0.02941194704651611,0.034345886076036364,11.25,3.1842842896461687,0.02674593211769134,diagnostic_only,low_support
cnn_tail_knockout_no_tail_phase_model,low_2nA,unsaturated,a2200_3200,very_late,q_high,18,2,0.028313786190043502,0.03316019089525622,0.0,1.8117198301275574,0.026714667990464833,diagnostic_only,low_support
cnn_tail_knockout_no_tail_phase_model,low_2nA,unsaturated,a2200_3200,very_late,q_low,7,2,-0.2645948047540626,-0.7353392481803895,-5.714285714285714,0.8125807814289437,-0.057115099721433284,diagnostic_only,low_support
cnn_tail_knockout_no_tail_phase_model,low_2nA,unsaturated,a2200_3200,very_late,q_mid,16,2,-0.010048208964657992,-0.040481106951160147,0.0,1.9793368511079825,-0.016734662507398114,diagnostic_only,low_support
cnn_tail_knockout_no_tail_phase_model,low_2nA,unsaturated,a3200_4700,late,q_mid,14,2,0.018394317397331238,0.024146776452854065,3.5714285714285716,2.547860606244676,-0.003140603753013523,diagnostic_only,low_support
cnn_tail_knockout_no_tail_phase_model,low_2nA,unsaturated,a3200_4700,nominal,q_high,20,2,0.037778857049039175,0.046096595915225455,0.5,2.7928920555709835,0.0472829085586695,diagnostic_only,low_support
cnn_tail_knockout_no_tail_phase_model,low_2nA,unsaturated,a3200_4700,nominal,q_mid,1,1,0.0167763842379346,0.018835871790846198,0.0,2.664614509840497,0.0215088215729713,diagnostic_only,low_support
cnn_tail_knockout_no_tail_phase_model,low_2nA,unsaturated,a3200_4700,very_late,q_high,6,2,-0.01704828631058627,-0.036444329848502245,-3.3333333333333335,2.3376491045746115,-0.028908083772984584,diagnostic_only,low_support
cnn_tail_knockout_no_tail_phase_model,low_2nA,unsaturated,a3200_4700,very_late,q_low,6,2,-0.4210479604425254,-0.7168838208629972,-5.0,1.2854494490602038,-0.12771724781427804,diagnostic_only,low_support
cnn_tail_knockout_no_tail_phase_model,low_2nA,unsaturated,a3200_4700,very_late,q_mid,2,1,-0.06559014320373535,-0.13284215969698765,15.0,0.307216601808502,-0.061995329389422406,diagnostic_only,low_support
cnn_tail_knockout_no_tail_phase_model,low_2nA,unsaturated,a4700_6800,late,q_low,10,2,0.0024596051312983105,0.0015346961349925897,-4.0,1.6661810176893703,-0.01422634435696089,diagnostic_only,low_support
cnn_tail_knockout_no_tail_phase_model,low_2nA,unsaturated,a4700_6800,late,q_mid,36,2,0.011350421667781763,0.014718950720114298,3.0555555555555554,1.8473414020436998,0.0006115798567473168,diagnostic_only,low_support
cnn_tail_knockout_no_tail_phase_model,low_2nA,unsaturated,a4700_6800,nominal,q_high,1,1,0.03983566164970401,0.05504613656264079,-10.0,0.6558481765352386,-0.0715341430916048,diagnostic_only,low_support
cnn_tail_knockout_no_tail_phase_model,low_2nA,unsaturated,a4700_6800,nominal,q_low,6,2,0.0013235288069528498,-0.00017314233506721672,-8.333333333333334,1.6143923299720875,-0.006784141586610569,diagnostic_only,low_support
cnn_tail_knockout_no_tail_phase_model,low_2nA,unsaturated,a4700_6800,nominal,q_mid,18,2,0.010802999184485153,0.012855741020260209,-5.0,2.4387716533404094,0.019223688674252948,diagnostic_only,low_support
cnn_tail_knockout_no_tail_phase_model,low_2nA,unsaturated,a4700_6800,very_late,q_high,1,1,0.005977056920528495,0.004832040179859498,0.0,-0.43341422493825554,0.0666052699873934,diagnostic_only,low_support
cnn_tail_knockout_no_tail_phase_model,low_2nA,unsaturated,a4700_6800,very_late,q_low,2,1,0.11083449920018516,0.3325345367193222,30.0,0.35140226692547794,0.05346676324122519,diagnostic_only,low_support
cnn_tail_knockout_no_tail_phase_model,sample_ii,boundary,a4700_6800,late,q_high,12,4,-0.001512493874597681,-0.0010643451527432596,-1.6666666666666667,0.7073378369531141,-0.0044103540778063915,diagnostic_only,low_support
cnn_tail_knockout_no_tail_phase_model,sample_ii,boundary,a4700_6800,late,q_low,186,7,-0.008241575348191749,-0.01278950500938489,-8.387096774193548,1.3956146650939942,-0.02383038190806884,diagnostic_only,reconstruction_gain_control_failure
cnn_tail_knockout_no_tail_phase_model,sample_ii,boundary,a4700_6800,late,q_mid,21,7,-0.0063038170024627485,-0.00948217995518559,-9.523809523809524,1.6019358580743719,-0.012594824282928463,diagnostic_only,low_support
cnn_tail_knockout_no_tail_phase_model,sample_ii,boundary,a4700_6800,nominal,q_high,12,6,0.008586570529230675,0.011197629647377208,10.0,0.8983335156766697,-0.006494669297530994,diagnostic_only,low_support
cnn_tail_knockout_no_tail_phase_model,sample_ii,boundary,a4700_6800,nominal,q_low,16,6,0.00039030395119504384,0.0002265689545311,-10.0,0.8562841674414765,-0.0017047272305420942,diagnostic_only,low_support
cnn_tail_knockout_no_tail_phase_model,sample_ii,boundary,a4700_6800,nominal,q_mid,15,5,0.008486060606425292,0.01080609423816842,8.666666666666666,0.744783637207062,0.031880176635252076,diagnostic_only,low_support
cnn_tail_knockout_no_tail_phase_model,sample_ii,boundary,a4700_6800,very_late,q_high,6,5,-0.006879654497492531,-0.009143551107331047,1.6666666666666667,5.4325240476329695,-0.00147546626008233,diagnostic_only,low_support
cnn_tail_knockout_no_tail_phase_model,sample_ii,boundary,a4700_6800,very_late,q_low,21,6,-0.043596069693721484,-0.0947485872953342,1.4285714285714286,2.575915815943959,-0.001830842948121525,diagnostic_only,low_support
cnn_tail_knockout_no_tail_phase_model,sample_ii,boundary,a4700_6800,very_late,q_mid,1,1,-0.09158614507088289,-0.1428895890712738,-10.0,3.2247491514294824,-0.028649592209889913,diagnostic_only,low_support
cnn_tail_knockout_no_tail_phase_model,sample_ii,boundary,a6800_10000,early,q_high,1,1,0.024323933264788496,0.0323874239738171,10.0,0.847116756310724,0.05713025056242291,diagnostic_only,low_support
cnn_tail_knockout_no_tail_phase_model,sample_ii,boundary,a6800_10000,late,q_high,10,6,-0.005794038484055601,-0.009267161404822514,-4.0,1.3184476297545156,-0.006885082349834879,diagnostic_only,low_support
cnn_tail_knockout_no_tail_phase_model,sample_ii,boundary,a6800_10000,late,q_low,201,7,-0.0063117008779821964,-0.009998585824823361,-7.412935323383085,1.3487857752395414,0.001246546328992492,diagnostic_only,reconstruction_gain_control_failure
cnn_tail_knockout_no_tail_phase_model,sample_ii,boundary,a6800_10000,late,q_mid,49,7,-0.005321358955230843,-0.008851539044990569,-8.36734693877551,1.6857202673336449,0.004190924398029364,diagnostic_only,reconstruction_gain_control_failure
cnn_tail_knockout_no_tail_phase_model,sample_ii,boundary,a6800_10000,nominal,q_high,16,6,0.0032465243900386496,0.0038410646621531985,10.0,-0.0241627933972499,-0.029387319511066316,diagnostic_only,low_support
cnn_tail_knockout_no_tail_phase_model,sample_ii,boundary,a6800_10000,nominal,q_low,11,5,-0.004265095406077437,-0.006888074675939235,-10.0,0.5648376127869242,-0.0029756607856396273,diagnostic_only,low_support
cnn_tail_knockout_no_tail_phase_model,sample_ii,boundary,a6800_10000,nominal,q_mid,9,4,0.005582153941717701,0.006619042403494485,5.555555555555555,0.7148207342024312,0.01370710837220459,diagnostic_only,low_support
cnn_tail_knockout_no_tail_phase_model,sample_ii,boundary,a6800_10000,very_late,q_high,9,5,0.036775398312830464,0.054092182896353966,-10.0,2.9680879131385938,0.019055900182490076,diagnostic_only,low_support
cnn_tail_knockout_no_tail_phase_model,sample_ii,boundary,a6800_10000,very_late,q_low,25,7,-0.005010240432689174,-0.008624085893994606,-5.2,0.9974403163177763,-0.018073219511068994,diagnostic_only,low_support
cnn_tail_knockout_no_tail_phase_model,sample_ii,boundary,a6800_10000,very_late,q_mid,4,3,-0.010631232308985146,-0.019118626084592596,-2.5,1.2995559045666671,0.0004158247271073487,diagnostic_only,low_support
cnn_tail_knockout_no_tail_phase_model,sample_ii,saturated_proxy,a10000_15000,early,q_high,1,1,0.08504441380500793,0.136640924673814,10.0,1.263935366891296,0.14898952832655188,diagnostic_only,low_support
cnn_tail_knockout_no_tail_phase_model,sample_ii,saturated_proxy,a10000_15000,nominal,q_high,5,3,0.013797596359954117,-0.0005514104709480807,-8.0,-0.058348134179440514,0.06906551221895954,diagnostic_only,low_support
