stratum,value,method,n,timing_bias_ns,timing_sigma68_ns,pedestal_sigma68_adc,morphology_accuracy
near_saturation,True,ridge,325,0.39765444970415353,3.863777873929193,404.94597244262695,0.6
near_saturation,False,tiny_waveform_transformer,1441,0.6397494657888453,3.194888522172769,33.059420013427726,0.7286606523247745
near_saturation,True,tiny_waveform_transformer,325,0.5861902587167133,3.3770409339609664,87.4611344146728,0.6984615384615385
near_saturation,False,wavelet_template_cfd_traditional,1441,1.6399888713037414,12.733347571614363,1109.7568756103515,0.24913254684247052
near_saturation,True,wavelet_template_cfd_traditional,325,2.0201851703986033,12.370416537586046,2264.2466137695315,0.24923076923076923
near_saturation,False,wavelet_template_residual_fusion_new,1441,0.349194058083434,2.5770169186169536,35.21966297199863,0.7494795281054824
near_saturation,True,wavelet_template_residual_fusion_new,325,0.1044937004350725,2.7491455790332098,116.25009121090676,0.7446153846153846
pileup_like,False,1d_cnn,48,0.9570616941178495,2.6905013210239233,70.50309123039244,0.5833333333333334
pileup_like,True,1d_cnn,1718,0.21440267237009983,2.8719694147781087,36.635742759704584,0.7171129220023282
pileup_like,False,gradient_boosted_trees,48,0.35960842318433867,2.1370159823063792,83.3867584822105,0.75
pileup_like,True,gradient_boosted_trees,1718,0.29140340550906924,2.5695276244566836,44.48175526831302,0.7450523864959255
pileup_like,False,mlp,48,-0.643646731703266,3.94505618728422,92.6291567993164,0.6666666666666666
pileup_like,True,mlp,1718,-0.08474287074830775,5.458648476789932,82.38236206054688,0.7072176949941793
pileup_like,False,ridge,48,-0.018615635308160867,3.5854428038823585,206.84252700805658,0.3958333333333333
pileup_like,True,ridge,1718,0.5253197642479988,3.904149055114698,122.58937782287597,0.6187427240977881
pileup_like,False,tiny_waveform_transformer,48,0.2256732180614924,4.0292285424957,58.65425148010249,0.5833333333333334
pileup_like,True,tiny_waveform_transformer,1718,0.6411865540266044,3.224947801129308,40.84368748188018,0.7270081490104773
pileup_like,False,wavelet_template_cfd_traditional,48,24.087615967851704,41.116809153452934,2725.1489583206167,0.22916666666666666
pileup_like,True,wavelet_template_cfd_traditional,1718,1.0847372395060273,12.03681207803675,1364.924621582031,0.24970896391152503
pileup_like,False,wavelet_template_residual_fusion_new,48,0.3210604259041919,1.9168536176163795,93.41419423842328,0.75
pileup_like,True,wavelet_template_residual_fusion_new,1718,0.30368928399081824,2.6372902403672467,44.95057393122248,0.7485448195576252
