sample,pair,stage,amp_bin,run,n,sigma68_ns
sample_II,B6-B8,raw_cfd20,2,61,109,1.3998713191810264
sample_II,B6-B8,raw_cfd20,2,62,112,1.1806654374955639
sample_II,B6-B8,raw_cfd20,2,63,71,1.2500441022792506
sample_II,B6-B8,raw_cfd20,3,58,21,1.3705791393547515
sample_II,B6-B8,raw_cfd20,3,59,215,1.3082847607932842
sample_II,B6-B8,raw_cfd20,3,60,137,1.1922374889620069
sample_II,B6-B8,raw_cfd20,3,61,203,1.4005491888387458
sample_II,B6-B8,raw_cfd20,3,62,211,1.3307454263554168
sample_II,B6-B8,raw_cfd20,3,63,96,1.4271846302690467
sample_II,B6-B8,raw_cfd20,3,65,24,1.3595800903543764
sample_II,B6-B8,raw_cfd20,4,58,20,0.8240579002859247
sample_II,B6-B8,raw_cfd20,4,59,232,1.1542503317643136
sample_II,B6-B8,raw_cfd20,4,60,298,1.3089262529634178
sample_II,B6-B8,raw_cfd20,4,61,327,1.3310747508273792
sample_II,B6-B8,raw_cfd20,4,62,296,1.3623609433122617
sample_II,B6-B8,raw_cfd20,4,63,120,1.2339473474608718
sample_II,B6-B8,raw_cfd20,5,59,76,1.2472248527615495
sample_II,B6-B8,raw_cfd20,5,60,239,1.121871733340084
sample_II,B6-B8,raw_cfd20,5,61,233,1.1825092897356733
sample_II,B6-B8,raw_cfd20,5,62,123,1.1537324808737293
sample_II,B6-B8,raw_cfd20,5,63,32,0.9899194163236544
sample_II,B6-B8,raw_cfd20,6,60,29,1.2768556291226418
sample_II,B6-B8,raw_cfd20,6,61,25,1.3541256721798223
sample_II,B6-B8,timewalk_corrected,0,59,48,1.5550636435674479
sample_II,B6-B8,timewalk_corrected,0,60,28,1.0005015612038086
sample_II,B6-B8,timewalk_corrected,0,61,38,1.05967531308664
sample_II,B6-B8,timewalk_corrected,0,62,40,1.492316427750361
sample_II,B6-B8,timewalk_corrected,0,63,21,1.374729816609023
sample_II,B6-B8,timewalk_corrected,1,59,98,1.248395321067325
sample_II,B6-B8,timewalk_corrected,1,60,41,1.2143820664448766
sample_II,B6-B8,timewalk_corrected,1,61,49,1.17799416305796
sample_II,B6-B8,timewalk_corrected,1,62,68,1.2553912624285433
sample_II,B6-B8,timewalk_corrected,1,63,50,1.2401324435919134
sample_II,B6-B8,timewalk_corrected,2,59,151,0.9833834674826107
sample_II,B6-B8,timewalk_corrected,2,60,91,1.1785076567373547
sample_II,B6-B8,timewalk_corrected,2,61,109,1.1771904956597408
sample_II,B6-B8,timewalk_corrected,2,62,112,1.0925091945346717
sample_II,B6-B8,timewalk_corrected,2,63,71,1.034173649993535
sample_II,B6-B8,timewalk_corrected,3,58,21,1.011102855162975
sample_II,B6-B8,timewalk_corrected,3,59,215,0.9960353403222902
sample_II,B6-B8,timewalk_corrected,3,60,137,0.9623456700463191
sample_II,B6-B8,timewalk_corrected,3,61,203,1.043698373519899
sample_II,B6-B8,timewalk_corrected,3,62,211,1.1287341509155906
sample_II,B6-B8,timewalk_corrected,3,63,96,1.0784171645944713
sample_II,B6-B8,timewalk_corrected,3,65,24,1.0877946037849107
sample_II,B6-B8,timewalk_corrected,4,58,20,0.9938149320673932
sample_II,B6-B8,timewalk_corrected,4,59,232,0.7660719273475609
sample_II,B6-B8,timewalk_corrected,4,60,298,0.9772941229164767
sample_II,B6-B8,timewalk_corrected,4,61,327,0.9508427726889136
sample_II,B6-B8,timewalk_corrected,4,62,296,0.950205959019517
sample_II,B6-B8,timewalk_corrected,4,63,120,0.8385089426273904
sample_II,B6-B8,timewalk_corrected,5,59,76,0.8020470468827492
sample_II,B6-B8,timewalk_corrected,5,60,239,0.8971773377262726
sample_II,B6-B8,timewalk_corrected,5,61,233,0.8900943199693887
sample_II,B6-B8,timewalk_corrected,5,62,123,0.9802272114781314
sample_II,B6-B8,timewalk_corrected,5,63,32,0.8300084671249405
sample_II,B6-B8,timewalk_corrected,6,60,29,1.1158341481632983
sample_II,B6-B8,timewalk_corrected,6,61,25,1.2305423865144247
