support_cell,support_tier,b2_eval_rows,b2_eval_runs,train_cell_rows,train_cell_runs,median_saturation_depth_adc,median_q_template_mismatch
extreme_ge1500|extreme|quiet|central_9_11,unsupported,13,5,0,0,1857.0,0.4610339051900767
extreme_ge1500|extreme|quiet|early_le5,unsupported,6,4,0,0,1623.75,0.4787243090980135
extreme_ge1500|extreme|quiet|late_ge12,unsupported,11,6,3,3,2060.0,0.5979432573430579
extreme_ge1500|extreme|quiet|rising_6_8,unsupported,731,7,0,0,1986.5,0.11119092779376424
extreme_ge1500|high|active|rising_6_8,unsupported,11,6,0,0,2014.0,0.08856691935947844
extreme_ge1500|high|large|central_9_11,unsupported,1,1,0,0,1853.5,0.08222436841043794
extreme_ge1500|high|large|early_le5,unsupported,4,2,0,0,1843.5,0.09189066338280523
extreme_ge1500|high|large|rising_6_8,unsupported,96,6,2,1,2014.75,0.08598419327144553
extreme_ge1500|high|mild|central_9_11,unsupported,3,2,0,0,2382.5,0.07411633782267824
extreme_ge1500|high|mild|rising_6_8,unsupported,31,6,0,0,1865.5,0.09503357869492783
extreme_ge1500|high|quiet|central_9_11,unsupported,2,2,0,0,1819.5,0.07204573296260963
extreme_ge1500|high|quiet|rising_6_8,unsupported,146,7,1,1,1759.25,0.09573599582252865
extreme_ge1500|moderate|large|rising_6_8,unsupported,1,1,0,0,2211.5,0.04934660912136584
extreme_ge1500|moderate|quiet|rising_6_8,unsupported,2,2,0,0,2154.0,0.039079913357166964
none|extreme|active|central_9_11,unsupported,15,5,10,9,0.0,0.13550061995427756
none|extreme|active|early_le5,unsupported,6,4,0,0,0.0,0.10558083797694634
none|extreme|active|late_ge12,unsupported,40,7,38,19,0.0,0.691004866854469
none|extreme|active|rising_6_8,unsupported,217,7,10,8,0.0,0.11100921242565343
none|extreme|large|central_9_11,unsupported,88,7,35,17,0.0,0.192371533987417
none|extreme|large|early_le5,strong,9018,7,3241,25,0.0,0.3345720416329202
none|extreme|large|late_ge12,unsupported,160,7,58,21,0.0,0.5459671078421096
none|extreme|large|rising_6_8,frontier,3338,7,325,25,0.0,0.18925410160717732
none|extreme|mild|central_9_11,unsupported,89,7,142,24,0.0,0.1616004215732966
none|extreme|mild|late_ge12,frontier,341,7,715,25,0.0,0.6828616685027886
none|extreme|mild|rising_6_8,unsupported,814,7,34,20,0.0,0.10934360497020268
none|extreme|quiet|central_9_11,strong,460,7,1038,25,0.0,0.16521229957429967
none|extreme|quiet|late_ge12,strong,1960,7,6071,26,0.0,0.641759084409322
none|extreme|quiet|rising_6_8,unsupported,3766,7,82,22,0.0,0.10810791239608075
none|high|active|central_9_11,unsupported,40,7,17,13,0.0,0.06275920933682912
none|high|active|early_le5,unsupported,8,4,5,4,0.0,0.07935550049096804
none|high|active|late_ge12,unsupported,1,1,0,0,0.0,0.09944124252559694
none|high|active|rising_6_8,frontier,976,7,274,25,0.0,0.0711175281326035
none|high|large|central_9_11,unsupported,60,7,53,21,0.0,0.08573439461450799
none|high|large|early_le5,strong,1255,7,1343,25,0.0,0.07980466223672206
none|high|large|rising_6_8,frontier,2059,7,614,25,0.0,0.07458229939074403
none|high|mild|central_9_11,unsupported,236,7,110,23,0.0,0.06788107390798423
none|high|mild|late_ge12,unsupported,6,3,4,4,0.0,0.08923185380074714
none|high|mild|rising_6_8,frontier,5402,7,687,25,0.0,0.06984570627020162
none|high|quiet|central_9_11,frontier,1241,7,937,25,0.0,0.07100389984991579
none|high|quiet|late_ge12,unsupported,20,7,63,22,0.0,0.09228884352960898
none|high|quiet|rising_6_8,strong,29651,7,3392,26,0.0,0.07075714315090395
none|low|active|central_9_11,unsupported,1,1,0,0,0.0,0.023903010024293646
none|low|active|rising_6_8,unsupported,3,2,4,4,0.0,0.024406918011594794
none|low|large|rising_6_8,unsupported,3,3,5,5,0.0,0.024429712427621396
none|low|mild|central_9_11,unsupported,9,4,12,8,0.0,0.02359194315337406
none|low|mild|rising_6_8,unsupported,42,7,10,6,0.0,0.023656341540695434
none|low|quiet|central_9_11,unsupported,62,6,97,23,0.0,0.02331205115224716
none|low|quiet|rising_6_8,unsupported,310,7,84,21,0.0,0.023218864177789185
none|moderate|active|central_9_11,unsupported,15,6,8,6,0.0,0.039779038106869245
none|moderate|active|rising_6_8,frontier,312,7,225,25,0.0,0.04319079460932412
none|moderate|large|central_9_11,unsupported,4,4,0,0,0.0,0.04402025496256313
none|moderate|large|early_le5,unsupported,12,5,9,8,0.0,0.0483537988849534
none|moderate|large|rising_6_8,frontier,507,7,581,26,0.0,0.043347278182813115
none|moderate|mild|central_9_11,unsupported,219,7,146,22,0.0,0.03973525293434193
none|moderate|mild|rising_6_8,frontier,2539,7,508,26,0.0,0.04257228780050909
none|moderate|quiet|central_9_11,frontier,1217,7,987,25,0.0,0.039062832512470655
none|moderate|quiet|rising_6_8,strong,16325,7,2358,26,0.0,0.04187088003180839
