model,alpha,fold,sigma68_ns,max_iter,learning_rate,max_leaf_nodes,l2_regularization,max_bins,random_state,alpha_global,alpha_dev,n_pair_residuals
hgb,,0,1.941052334926832,100.0,0.08,7.0,0.1,64.0,20260610.0,,,
hgb,,1,1.4083930983384432,100.0,0.08,7.0,0.1,64.0,20260610.0,,,
hgb,,2,1.3188481783544552,100.0,0.08,7.0,0.1,64.0,20260610.0,,,
hgb,,-1,1.5560978705399104,100.0,0.08,7.0,0.1,64.0,20260610.0,,,
hgb,,0,1.9325449058202624,100.0,0.08,15.0,0.0,64.0,20260610.0,,,
hgb,,1,1.4628430494252094,100.0,0.08,15.0,0.0,64.0,20260610.0,,,
hgb,,2,1.3544615014862997,100.0,0.08,15.0,0.0,64.0,20260610.0,,,
hgb,,-1,1.583283152243924,100.0,0.08,15.0,0.0,64.0,20260610.0,,,
hgb,,0,1.9308930463825205,100.0,0.08,15.0,0.1,64.0,20260610.0,,,
hgb,,1,1.4581742495138328,100.0,0.08,15.0,0.1,64.0,20260610.0,,,
hgb,,2,1.3656856451544943,100.0,0.08,15.0,0.1,64.0,20260610.0,,,
hgb,,-1,1.5849176470169493,100.0,0.08,15.0,0.1,64.0,20260610.0,,,
hierarchical_shrinkage,,0,2.095668555808717,,,,,,,0.1,10.0,2799.0
hierarchical_shrinkage,,1,1.3341141147226125,,,,,,,0.1,10.0,2841.0
hierarchical_shrinkage,,2,1.4848969494055495,,,,,,,0.1,10.0,3399.0
hierarchical_shrinkage,,-1,1.6382265399789597,,,,,,,0.1,10.0,0.0
hierarchical_shrinkage,,0,2.1030430752233435,,,,,,,0.1,100.0,2799.0
hierarchical_shrinkage,,1,1.3514545496591466,,,,,,,0.1,100.0,2841.0
hierarchical_shrinkage,,2,1.466643623838635,,,,,,,0.1,100.0,3399.0
hierarchical_shrinkage,,-1,1.640380416240375,,,,,,,0.1,100.0,0.0
hierarchical_shrinkage,,0,2.1170145123425406,,,,,,,0.1,1000.0,2799.0
hierarchical_shrinkage,,1,1.3415512807696053,,,,,,,0.1,1000.0,2841.0
hierarchical_shrinkage,,2,1.418388454439439,,,,,,,0.1,1000.0,3399.0
hierarchical_shrinkage,,-1,1.6256514158505284,,,,,,,0.1,1000.0,0.0
hierarchical_shrinkage,,0,2.1333147173684797,,,,,,,0.1,10000.0,2799.0
hierarchical_shrinkage,,1,1.3154994979262469,,,,,,,0.1,10000.0,2841.0
hierarchical_shrinkage,,2,1.3763626602502357,,,,,,,0.1,10000.0,3399.0
hierarchical_shrinkage,,-1,1.6083922918483207,,,,,,,0.1,10000.0,0.0
hierarchical_shrinkage,,0,2.05015941071364,,,,,,,1.0,10.0,2799.0
hierarchical_shrinkage,,1,1.2836572010398528,,,,,,,1.0,10.0,2841.0
hierarchical_shrinkage,,2,1.4542855479727739,,,,,,,1.0,10.0,3399.0
hierarchical_shrinkage,,-1,1.5960340532420887,,,,,,,1.0,10.0,0.0
hierarchical_shrinkage,,0,2.111862481938173,,,,,,,1.0,100.0,2799.0
hierarchical_shrinkage,,1,1.3648768306375167,,,,,,,1.0,100.0,2841.0
hierarchical_shrinkage,,2,1.4914655835546724,,,,,,,1.0,100.0,3399.0
hierarchical_shrinkage,,-1,1.6560682987101207,,,,,,,1.0,100.0,0.0
hierarchical_shrinkage,,0,2.1173051009087587,,,,,,,1.0,1000.0,2799.0
hierarchical_shrinkage,,1,1.3653722029289461,,,,,,,1.0,1000.0,2841.0
hierarchical_shrinkage,,2,1.45466635351884,,,,,,,1.0,1000.0,3399.0
hierarchical_shrinkage,,-1,1.6457812191188481,,,,,,,1.0,1000.0,0.0
hierarchical_shrinkage,,0,2.136267713602591,,,,,,,1.0,10000.0,2799.0
hierarchical_shrinkage,,1,1.3462000052258587,,,,,,,1.0,10000.0,2841.0
hierarchical_shrinkage,,2,1.4257853734656478,,,,,,,1.0,10000.0,3399.0
hierarchical_shrinkage,,-1,1.6360843640980327,,,,,,,1.0,10000.0,0.0
hierarchical_shrinkage,,0,1.5326200968678085,,,,,,,10.0,10.0,2799.0
hierarchical_shrinkage,,1,0.9335377909786188,,,,,,,10.0,10.0,2841.0
hierarchical_shrinkage,,2,1.1153422040994632,,,,,,,10.0,10.0,3399.0
hierarchical_shrinkage,,-1,1.1938333639819636,,,,,,,10.0,10.0,0.0
hierarchical_shrinkage,,0,2.0402139888134796,,,,,,,10.0,100.0,2799.0
hierarchical_shrinkage,,1,1.298957081272733,,,,,,,10.0,100.0,2841.0
hierarchical_shrinkage,,2,1.4288657135828153,,,,,,,10.0,100.0,3399.0
hierarchical_shrinkage,,-1,1.5893455945563426,,,,,,,10.0,100.0,0.0
hierarchical_shrinkage,,0,2.110168515581384,,,,,,,10.0,1000.0,2799.0
hierarchical_shrinkage,,1,1.3671689791500568,,,,,,,10.0,1000.0,2841.0
hierarchical_shrinkage,,2,1.4440503707047458,,,,,,,10.0,1000.0,3399.0
hierarchical_shrinkage,,-1,1.6404626218120624,,,,,,,10.0,1000.0,0.0
hierarchical_shrinkage,,0,2.1281961790576034,,,,,,,10.0,10000.0,2799.0
hierarchical_shrinkage,,1,1.3462600883614129,,,,,,,10.0,10000.0,2841.0
hierarchical_shrinkage,,2,1.4260642137571065,,,,,,,10.0,10000.0,3399.0
hierarchical_shrinkage,,-1,1.6335068270587076,,,,,,,10.0,10000.0,0.0
hierarchical_shrinkage,,0,1.47748729649488,,,,,,,100.0,10.0,2799.0
hierarchical_shrinkage,,1,2.0439547908375366,,,,,,,100.0,10.0,2841.0
hierarchical_shrinkage,,2,2.0710173299384973,,,,,,,100.0,10.0,3399.0
hierarchical_shrinkage,,-1,1.8641531390903046,,,,,,,100.0,10.0,0.0
hierarchical_shrinkage,,0,1.461227928186347,,,,,,,100.0,100.0,2799.0
hierarchical_shrinkage,,1,0.9392051132451389,,,,,,,100.0,100.0,2841.0
hierarchical_shrinkage,,2,1.042282965670734,,,,,,,100.0,100.0,3399.0
hierarchical_shrinkage,,-1,1.1475720023674068,,,,,,,100.0,100.0,0.0
hierarchical_shrinkage,,0,1.9888030311568934,,,,,,,100.0,1000.0,2799.0
hierarchical_shrinkage,,1,1.2180169843484114,,,,,,,100.0,1000.0,2841.0
hierarchical_shrinkage,,2,1.3101016155397494,,,,,,,100.0,1000.0,3399.0
hierarchical_shrinkage,,-1,1.5056405436816849,,,,,,,100.0,1000.0,0.0
hierarchical_shrinkage,,0,2.087546689891532,,,,,,,100.0,10000.0,2799.0
hierarchical_shrinkage,,1,1.2595341992343654,,,,,,,100.0,10000.0,2841.0
hierarchical_shrinkage,,2,1.3525840304706302,,,,,,,100.0,10000.0,3399.0
hierarchical_shrinkage,,-1,1.5665549731988424,,,,,,,100.0,10000.0,0.0
ridge,0.01,0,2.0929526028251053,,,,,,,,,
ridge,0.01,1,1.3921600007312787,,,,,,,,,
ridge,0.01,2,1.5181459255534928,,,,,,,,,
ridge,0.01,-1,1.6677528430366255,,,,,,,,,
ridge,0.1,0,2.093430597406233,,,,,,,,,
ridge,0.1,1,1.3921693981152383,,,,,,,,,
ridge,0.1,2,1.5179558083626037,,,,,,,,,
ridge,0.1,-1,1.6678519346280247,,,,,,,,,
ridge,1.0,0,2.094235006004996,,,,,,,,,
ridge,1.0,1,1.3912398638502332,,,,,,,,,
ridge,1.0,2,1.5170847662699505,,,,,,,,,
ridge,1.0,-1,1.6675198787083934,,,,,,,,,
ridge,10.0,0,2.0774494742530005,,,,,,,,,
ridge,10.0,1,1.3843025172123176,,,,,,,,,
ridge,10.0,2,1.508902737605355,,,,,,,,,
ridge,10.0,-1,1.6568849096902245,,,,,,,,,
ridge,100.0,0,2.067135969910108,,,,,,,,,
ridge,100.0,1,1.3318087170877915,,,,,,,,,
ridge,100.0,2,1.439052599754449,,,,,,,,,
ridge,100.0,-1,1.612665762250783,,,,,,,,,
hgb,,0,1.6591864425224647,60.0,0.04,7.0,0.0,64.0,20260610.0,,,
hgb,,1,1.1251204224798264,60.0,0.04,7.0,0.0,64.0,20260610.0,,,
hgb,,2,1.1627047578638332,60.0,0.04,7.0,0.0,64.0,20260610.0,,,
hgb,,-1,1.3156705409553748,60.0,0.04,7.0,0.0,64.0,20260610.0,,,
hgb,,0,1.656691022029686,60.0,0.04,7.0,0.1,64.0,20260610.0,,,
hgb,,1,1.1303178901579862,60.0,0.04,7.0,0.1,64.0,20260610.0,,,
hgb,,2,1.1573781256338573,60.0,0.04,7.0,0.1,64.0,20260610.0,,,
hgb,,-1,1.3147956792738433,60.0,0.04,7.0,0.1,64.0,20260610.0,,,
hgb,,0,1.6607119024549137,60.0,0.04,15.0,0.0,64.0,20260610.0,,,
hgb,,1,1.1596037364467575,60.0,0.04,15.0,0.0,64.0,20260610.0,,,
hgb,,2,1.1803932579484586,60.0,0.04,15.0,0.0,64.0,20260610.0,,,
hgb,,-1,1.3335696322833765,60.0,0.04,15.0,0.0,64.0,20260610.0,,,
hgb,,0,1.6646808644180078,60.0,0.04,15.0,0.1,64.0,20260610.0,,,
hgb,,1,1.1568685413209927,60.0,0.04,15.0,0.1,64.0,20260610.0,,,
hgb,,2,1.1936014772525967,60.0,0.04,15.0,0.1,64.0,20260610.0,,,
hgb,,-1,1.3383836276638659,60.0,0.04,15.0,0.1,64.0,20260610.0,,,
hgb,,0,1.8921765676243854,60.0,0.08,7.0,0.0,64.0,20260610.0,,,
hgb,,1,1.3395784459788693,60.0,0.08,7.0,0.0,64.0,20260610.0,,,
hgb,,2,1.3136278112027702,60.0,0.08,7.0,0.0,64.0,20260610.0,,,
hgb,,-1,1.5151276082686749,60.0,0.08,7.0,0.0,64.0,20260610.0,,,
hgb,,0,1.8927907444391525,60.0,0.08,7.0,0.1,64.0,20260610.0,,,
hgb,,1,1.3107334757266882,60.0,0.08,7.0,0.1,64.0,20260610.0,,,
hgb,,2,1.3002935253003947,60.0,0.08,7.0,0.1,64.0,20260610.0,,,
hgb,,-1,1.5012725818220787,60.0,0.08,7.0,0.1,64.0,20260610.0,,,
hgb,,0,1.8669392062765333,60.0,0.08,15.0,0.0,64.0,20260610.0,,,
hgb,,1,1.3716201287790781,60.0,0.08,15.0,0.0,64.0,20260610.0,,,
hgb,,2,1.3552787261850103,60.0,0.08,15.0,0.0,64.0,20260610.0,,,
hgb,,-1,1.5312793537468739,60.0,0.08,15.0,0.0,64.0,20260610.0,,,
hgb,,0,1.8525215574249172,60.0,0.08,15.0,0.1,64.0,20260610.0,,,
hgb,,1,1.3933663525843885,60.0,0.08,15.0,0.1,64.0,20260610.0,,,
hgb,,2,1.3406508073732482,60.0,0.08,15.0,0.1,64.0,20260610.0,,,
hgb,,-1,1.5288462391275182,60.0,0.08,15.0,0.1,64.0,20260610.0,,,
hgb,,0,1.8747461540520747,100.0,0.04,7.0,0.0,64.0,20260610.0,,,
hgb,,1,1.273667032098094,100.0,0.04,7.0,0.0,64.0,20260610.0,,,
hgb,,2,1.2970867312129886,100.0,0.04,7.0,0.0,64.0,20260610.0,,,
hgb,,-1,1.4818333057877193,100.0,0.04,7.0,0.0,64.0,20260610.0,,,
hgb,,0,1.8741620551108527,100.0,0.04,7.0,0.1,64.0,20260610.0,,,
hgb,,1,1.2731296247602948,100.0,0.04,7.0,0.1,64.0,20260610.0,,,
hgb,,2,1.30206520846929,100.0,0.04,7.0,0.1,64.0,20260610.0,,,
hgb,,-1,1.4831189627801458,100.0,0.04,7.0,0.1,64.0,20260610.0,,,
hgb,,0,1.8408973212672233,100.0,0.04,15.0,0.0,64.0,20260610.0,,,
hgb,,1,1.3357300568731794,100.0,0.04,15.0,0.0,64.0,20260610.0,,,
hgb,,2,1.3238241838703106,100.0,0.04,15.0,0.0,64.0,20260610.0,,,
hgb,,-1,1.500150520670238,100.0,0.04,15.0,0.0,64.0,20260610.0,,,
hgb,,0,1.8486823595739157,100.0,0.04,15.0,0.1,64.0,20260610.0,,,
hgb,,1,1.3490398699283637,100.0,0.04,15.0,0.1,64.0,20260610.0,,,
hgb,,2,1.3151249459126388,100.0,0.04,15.0,0.1,64.0,20260610.0,,,
hgb,,-1,1.5042823918049726,100.0,0.04,15.0,0.1,64.0,20260610.0,,,
hgb,,0,1.8892389215511176,100.0,0.08,7.0,0.0,64.0,20260610.0,,,
hgb,,1,1.376654191078085,100.0,0.08,7.0,0.0,64.0,20260610.0,,,
hgb,,2,1.330231150543067,100.0,0.08,7.0,0.0,64.0,20260610.0,,,
hgb,,-1,1.5320414210574231,100.0,0.08,7.0,0.0,64.0,20260610.0,,,
hgb,,0,1.9069499721372023,100.0,0.08,7.0,0.1,64.0,20260610.0,,,
hgb,,1,1.3755078881975955,100.0,0.08,7.0,0.1,64.0,20260610.0,,,
hgb,,2,1.324172725815602,100.0,0.08,7.0,0.1,64.0,20260610.0,,,
hgb,,-1,1.5355435287168,100.0,0.08,7.0,0.1,64.0,20260610.0,,,
hgb,,0,1.8751934514325237,100.0,0.08,15.0,0.0,64.0,20260610.0,,,
hgb,,1,1.4248249207402115,100.0,0.08,15.0,0.0,64.0,20260610.0,,,
hgb,,2,1.3882477836303286,100.0,0.08,15.0,0.0,64.0,20260610.0,,,
hgb,,-1,1.5627553852676879,100.0,0.08,15.0,0.0,64.0,20260610.0,,,
hgb,,0,1.8784657022308546,100.0,0.08,15.0,0.1,64.0,20260610.0,,,
hgb,,1,1.4263146557767716,100.0,0.08,15.0,0.1,64.0,20260610.0,,,
hgb,,2,1.368824367923903,100.0,0.08,15.0,0.1,64.0,20260610.0,,,
hgb,,-1,1.5578682419771763,100.0,0.08,15.0,0.1,64.0,20260610.0,,,
hierarchical_shrinkage,,0,2.0698377147033744,,,,,,,0.1,10.0,2799.0
hierarchical_shrinkage,,1,1.3277628930287988,,,,,,,0.1,10.0,2841.0
hierarchical_shrinkage,,2,1.4854477606253553,,,,,,,0.1,10.0,4710.0
hierarchical_shrinkage,,-1,1.6276827894525094,,,,,,,0.1,10.0,0.0
hierarchical_shrinkage,,0,2.0760708405091424,,,,,,,0.1,100.0,2799.0
hierarchical_shrinkage,,1,1.3370438902197384,,,,,,,0.1,100.0,2841.0
hierarchical_shrinkage,,2,1.4701617876930355,,,,,,,0.1,100.0,4710.0
hierarchical_shrinkage,,-1,1.6277588394739722,,,,,,,0.1,100.0,0.0
hierarchical_shrinkage,,0,2.0824297399810754,,,,,,,0.1,1000.0,2799.0
hierarchical_shrinkage,,1,1.3333947093424419,,,,,,,0.1,1000.0,2841.0
hierarchical_shrinkage,,2,1.4260518924541614,,,,,,,0.1,1000.0,4710.0
hierarchical_shrinkage,,-1,1.6139587805925597,,,,,,,0.1,1000.0,0.0
hierarchical_shrinkage,,0,2.086137182704219,,,,,,,0.1,10000.0,2799.0
hierarchical_shrinkage,,1,1.3223293725735161,,,,,,,0.1,10000.0,2841.0
hierarchical_shrinkage,,2,1.38474856372842,,,,,,,0.1,10000.0,4710.0
hierarchical_shrinkage,,-1,1.597738373002052,,,,,,,0.1,10000.0,0.0
hierarchical_shrinkage,,0,2.004594219316032,,,,,,,1.0,10.0,2799.0
hierarchical_shrinkage,,1,1.2622170178102252,,,,,,,1.0,10.0,2841.0
hierarchical_shrinkage,,2,1.450470363841034,,,,,,,1.0,10.0,4710.0
hierarchical_shrinkage,,-1,1.5724272003224302,,,,,,,1.0,10.0,0.0
hierarchical_shrinkage,,0,2.0689341954679508,,,,,,,1.0,100.0,2799.0
hierarchical_shrinkage,,1,1.3441861569515856,,,,,,,1.0,100.0,2841.0
hierarchical_shrinkage,,2,1.4879655871937574,,,,,,,1.0,100.0,4710.0
hierarchical_shrinkage,,-1,1.6336953132044314,,,,,,,1.0,100.0,0.0
hierarchical_shrinkage,,0,2.0722026254228103,,,,,,,1.0,1000.0,2799.0
hierarchical_shrinkage,,1,1.3515967585701587,,,,,,,1.0,1000.0,2841.0
hierarchical_shrinkage,,2,1.45431912521789,,,,,,,1.0,1000.0,4710.0
hierarchical_shrinkage,,-1,1.6260395030702863,,,,,,,1.0,1000.0,0.0
hierarchical_shrinkage,,0,2.084042316660076,,,,,,,1.0,10000.0,2799.0
hierarchical_shrinkage,,1,1.3431546444265443,,,,,,,1.0,10000.0,2841.0
hierarchical_shrinkage,,2,1.4267421084116902,,,,,,,1.0,10000.0,4710.0
hierarchical_shrinkage,,-1,1.6179796898327703,,,,,,,1.0,10000.0,0.0
hierarchical_shrinkage,,0,1.532073237951237,,,,,,,10.0,10.0,2799.0
hierarchical_shrinkage,,1,0.920866482483182,,,,,,,10.0,10.0,2841.0
hierarchical_shrinkage,,2,1.1358532864884106,,,,,,,10.0,10.0,4710.0
hierarchical_shrinkage,,-1,1.196264335640943,,,,,,,10.0,10.0,0.0
hierarchical_shrinkage,,0,1.9897404106477505,,,,,,,10.0,100.0,2799.0
hierarchical_shrinkage,,1,1.2658996288582323,,,,,,,10.0,100.0,2841.0
hierarchical_shrinkage,,2,1.428483406269171,,,,,,,10.0,100.0,4710.0
hierarchical_shrinkage,,-1,1.5613744819250515,,,,,,,10.0,100.0,0.0
hierarchical_shrinkage,,0,2.0638280797876267,,,,,,,10.0,1000.0,2799.0
hierarchical_shrinkage,,1,1.3324412416386144,,,,,,,10.0,1000.0,2841.0
hierarchical_shrinkage,,2,1.4463718879536893,,,,,,,10.0,1000.0,4710.0
hierarchical_shrinkage,,-1,1.614213736459977,,,,,,,10.0,1000.0,0.0
hierarchical_shrinkage,,0,2.083580187127172,,,,,,,10.0,10000.0,2799.0
hierarchical_shrinkage,,1,1.3315865354801155,,,,,,,10.0,10000.0,2841.0
hierarchical_shrinkage,,2,1.4294098745641752,,,,,,,10.0,10000.0,4710.0
hierarchical_shrinkage,,-1,1.6148588657238208,,,,,,,10.0,10000.0,0.0
hierarchical_shrinkage,,0,1.4888671040889723,,,,,,,100.0,10.0,2799.0
hierarchical_shrinkage,,1,2.0310702147887105,,,,,,,100.0,10.0,2841.0
hierarchical_shrinkage,,2,1.8727394422604968,,,,,,,100.0,10.0,4710.0
hierarchical_shrinkage,,-1,1.7975589203793934,,,,,,,100.0,10.0,0.0
hierarchical_shrinkage,,0,1.477400898714485,,,,,,,100.0,100.0,2799.0
hierarchical_shrinkage,,1,0.9205990830951369,,,,,,,100.0,100.0,2841.0
hierarchical_shrinkage,,2,1.0843266010018748,,,,,,,100.0,100.0,4710.0
hierarchical_shrinkage,,-1,1.1607755276038323,,,,,,,100.0,100.0,0.0
hierarchical_shrinkage,,0,1.9487182071470466,,,,,,,100.0,1000.0,2799.0
hierarchical_shrinkage,,1,1.219917424641345,,,,,,,100.0,1000.0,2841.0
hierarchical_shrinkage,,2,1.3036190422042744,,,,,,,100.0,1000.0,4710.0
hierarchical_shrinkage,,-1,1.4907515579975552,,,,,,,100.0,1000.0,0.0
hierarchical_shrinkage,,0,2.0407296646497146,,,,,,,100.0,10000.0,2799.0
hierarchical_shrinkage,,1,1.2789199957077533,,,,,,,100.0,10000.0,2841.0
hierarchical_shrinkage,,2,1.3641472956907308,,,,,,,100.0,10000.0,4710.0
hierarchical_shrinkage,,-1,1.5612656520160664,,,,,,,100.0,10000.0,0.0
ridge,0.01,0,2.061597964696808,,,,,,,,,
ridge,0.01,1,1.4667152129136851,,,,,,,,,
ridge,0.01,2,1.5470758126695325,,,,,,,,,
ridge,0.01,-1,1.6917963300933418,,,,,,,,,
ridge,0.1,0,2.060827513379218,,,,,,,,,
ridge,0.1,1,1.4663344951912936,,,,,,,,,
ridge,0.1,2,1.5464128609518553,,,,,,,,,
ridge,0.1,-1,1.6911916231741222,,,,,,,,,
ridge,1.0,0,2.0543811408767056,,,,,,,,,
ridge,1.0,1,1.4629929910693737,,,,,,,,,
ridge,1.0,2,1.5428884659106124,,,,,,,,,
ridge,1.0,-1,1.686754199285564,,,,,,,,,
ridge,10.0,0,2.043358549460744,,,,,,,,,
ridge,10.0,1,1.4464630141292383,,,,,,,,,
ridge,10.0,2,1.5388363594729462,,,,,,,,,
ridge,10.0,-1,1.6762193076876428,,,,,,,,,
ridge,100.0,0,2.0223154919757436,,,,,,,,,
ridge,100.0,1,1.3980492593860745,,,,,,,,,
ridge,100.0,2,1.484183138569192,,,,,,,,,
ridge,100.0,-1,1.6348492966436698,,,,,,,,,
hgb,,0,1.6494784787034633,60.0,0.04,7.0,0.0,64.0,20260610.0,,,
hgb,,1,1.1434454114201944,60.0,0.04,7.0,0.0,64.0,20260610.0,,,
hgb,,2,1.184171237587134,60.0,0.04,7.0,0.0,64.0,20260610.0,,,
hgb,,-1,1.3256983759035972,60.0,0.04,7.0,0.0,64.0,20260610.0,,,
hgb,,0,1.6552389917934596,60.0,0.04,7.0,0.1,64.0,20260610.0,,,
hgb,,1,1.1473865497113158,60.0,0.04,7.0,0.1,64.0,20260610.0,,,
hgb,,2,1.1819118990674198,60.0,0.04,7.0,0.1,64.0,20260610.0,,,
hgb,,-1,1.3281791468573985,60.0,0.04,7.0,0.1,64.0,20260610.0,,,
hgb,,0,1.6997459506955006,60.0,0.04,15.0,0.0,64.0,20260610.0,,,
hgb,,1,1.1822197040200657,60.0,0.04,15.0,0.0,64.0,20260610.0,,,
hgb,,2,1.1928618063050063,60.0,0.04,15.0,0.0,64.0,20260610.0,,,
hgb,,-1,1.358275820340191,60.0,0.04,15.0,0.0,64.0,20260610.0,,,
hgb,,0,1.7034547056007643,60.0,0.04,15.0,0.1,64.0,20260610.0,,,
hgb,,1,1.1746490621398917,60.0,0.04,15.0,0.1,64.0,20260610.0,,,
hgb,,2,1.2049773904413519,60.0,0.04,15.0,0.1,64.0,20260610.0,,,
hgb,,-1,1.361027052727336,60.0,0.04,15.0,0.1,64.0,20260610.0,,,
hgb,,0,1.9297938368019019,60.0,0.08,7.0,0.0,64.0,20260610.0,,,
hgb,,1,1.3016497868214307,60.0,0.08,7.0,0.0,64.0,20260610.0,,,
hgb,,2,1.326567381439256,60.0,0.08,7.0,0.0,64.0,20260610.0,,,
hgb,,-1,1.5193370016875296,60.0,0.08,7.0,0.0,64.0,20260610.0,,,
hgb,,0,1.9298456986856098,60.0,0.08,7.0,0.1,64.0,20260610.0,,,
hgb,,1,1.2932842809591207,60.0,0.08,7.0,0.1,64.0,20260610.0,,,
hgb,,2,1.3129273256090361,60.0,0.08,7.0,0.1,64.0,20260610.0,,,
hgb,,-1,1.5120191017512556,60.0,0.08,7.0,0.1,64.0,20260610.0,,,
hgb,,0,1.9073129888625082,60.0,0.08,15.0,0.0,64.0,20260610.0,,,
hgb,,1,1.3740265230850524,60.0,0.08,15.0,0.0,64.0,20260610.0,,,
hgb,,2,1.3968406464828564,60.0,0.08,15.0,0.0,64.0,20260610.0,,,
hgb,,-1,1.5593933861434726,60.0,0.08,15.0,0.0,64.0,20260610.0,,,
hgb,,0,1.9192360695800168,60.0,0.08,15.0,0.1,64.0,20260610.0,,,
hgb,,1,1.3667940842473396,60.0,0.08,15.0,0.1,64.0,20260610.0,,,
hgb,,2,1.382676840575369,60.0,0.08,15.0,0.1,64.0,20260610.0,,,
hgb,,-1,1.5562356648009086,60.0,0.08,15.0,0.1,64.0,20260610.0,,,
hgb,,0,1.9137656273241608,100.0,0.04,7.0,0.0,64.0,20260610.0,,,
hgb,,1,1.2792703855692542,100.0,0.04,7.0,0.0,64.0,20260610.0,,,
hgb,,2,1.305679313398082,100.0,0.04,7.0,0.0,64.0,20260610.0,,,
hgb,,-1,1.499571775430499,100.0,0.04,7.0,0.0,64.0,20260610.0,,,
hgb,,0,1.9144404265494366,100.0,0.04,7.0,0.1,64.0,20260610.0,,,
hgb,,1,1.270209550142638,100.0,0.04,7.0,0.1,64.0,20260610.0,,,
hgb,,2,1.3105041962550223,100.0,0.04,7.0,0.1,64.0,20260610.0,,,
hgb,,-1,1.498384724315699,100.0,0.04,7.0,0.1,64.0,20260610.0,,,
hgb,,0,1.8991393113057762,100.0,0.04,15.0,0.0,64.0,20260610.0,,,
hgb,,1,1.3478557167207732,100.0,0.04,15.0,0.0,64.0,20260610.0,,,
hgb,,2,1.3709541396573386,100.0,0.04,15.0,0.0,64.0,20260610.0,,,
hgb,,-1,1.5393163892279624,100.0,0.04,15.0,0.0,64.0,20260610.0,,,
hgb,,0,1.9021059287014515,100.0,0.04,15.0,0.1,64.0,20260610.0,,,
hgb,,1,1.3481104231614338,100.0,0.04,15.0,0.1,64.0,20260610.0,,,
hgb,,2,1.3653182610154904,100.0,0.04,15.0,0.1,64.0,20260610.0,,,
hgb,,-1,1.5385115376261254,100.0,0.04,15.0,0.1,64.0,20260610.0,,,
hgb,,0,1.944610989030299,100.0,0.08,7.0,0.0,64.0,20260610.0,,,
hgb,,1,1.381523079013292,100.0,0.08,7.0,0.0,64.0,20260610.0,,,
hgb,,2,1.354838515534905,100.0,0.08,7.0,0.0,64.0,20260610.0,,,
hgb,,-1,1.5603241945261654,100.0,0.08,7.0,0.0,64.0,20260610.0,,,
hgb,,0,1.9383607451527067,100.0,0.08,7.0,0.1,64.0,20260610.0,,,
hgb,,1,1.3742872983632701,100.0,0.08,7.0,0.1,64.0,20260610.0,,,
hgb,,2,1.352277735815509,100.0,0.08,7.0,0.1,64.0,20260610.0,,,
hgb,,-1,1.554975259777162,100.0,0.08,7.0,0.1,64.0,20260610.0,,,
hgb,,0,1.9380282582361883,100.0,0.08,15.0,0.0,64.0,20260610.0,,,
hgb,,1,1.4135620462368235,100.0,0.08,15.0,0.0,64.0,20260610.0,,,
hgb,,2,1.4250657397019664,100.0,0.08,15.0,0.0,64.0,20260610.0,,,
hgb,,-1,1.5922186813916595,100.0,0.08,15.0,0.0,64.0,20260610.0,,,
hgb,,0,1.942398226620192,100.0,0.08,15.0,0.1,64.0,20260610.0,,,
hgb,,1,1.4211089207972407,100.0,0.08,15.0,0.1,64.0,20260610.0,,,
hgb,,2,1.4147846531407366,100.0,0.08,15.0,0.1,64.0,20260610.0,,,
hgb,,-1,1.5927639335193897,100.0,0.08,15.0,0.1,64.0,20260610.0,,,
hierarchical_shrinkage,,0,2.0838626032844694,,,,,,,0.1,10.0,3018.0
hierarchical_shrinkage,,1,1.4831924537593233,,,,,,,0.1,10.0,3534.0
hierarchical_shrinkage,,2,1.5008415206931613,,,,,,,0.1,10.0,4710.0
hierarchical_shrinkage,,-1,1.6892988592456515,,,,,,,0.1,10.0,0.0
hierarchical_shrinkage,,0,2.0930097666719014,,,,,,,0.1,100.0,3018.0
hierarchical_shrinkage,,1,1.4662089910184957,,,,,,,0.1,100.0,3534.0
hierarchical_shrinkage,,2,1.4835251056211747,,,,,,,0.1,100.0,4710.0
hierarchical_shrinkage,,-1,1.680914621103857,,,,,,,0.1,100.0,0.0
hierarchical_shrinkage,,0,2.096395745233264,,,,,,,0.1,1000.0,3018.0
hierarchical_shrinkage,,1,1.4247541812857993,,,,,,,0.1,1000.0,3534.0
hierarchical_shrinkage,,2,1.4463447239901694,,,,,,,0.1,1000.0,4710.0
hierarchical_shrinkage,,-1,1.6558315501697443,,,,,,,0.1,1000.0,0.0
hierarchical_shrinkage,,0,2.0998368585712512,,,,,,,0.1,10000.0,3018.0
hierarchical_shrinkage,,1,1.3970290654228879,,,,,,,0.1,10000.0,3534.0
hierarchical_shrinkage,,2,1.4050985477755813,,,,,,,0.1,10000.0,4710.0
hierarchical_shrinkage,,-1,1.6339881572565735,,,,,,,0.1,10000.0,0.0
hierarchical_shrinkage,,0,1.992472194720859,,,,,,,1.0,10.0,3018.0
hierarchical_shrinkage,,1,1.4186045908226077,,,,,,,1.0,10.0,3534.0
hierarchical_shrinkage,,2,1.4850651793742524,,,,,,,1.0,10.0,4710.0
hierarchical_shrinkage,,-1,1.6320473216392397,,,,,,,1.0,10.0,0.0
hierarchical_shrinkage,,0,2.0723005590877293,,,,,,,1.0,100.0,3018.0
hierarchical_shrinkage,,1,1.4569655949777933,,,,,,,1.0,100.0,3534.0
