model,alpha,fold,sigma68_ns,max_iter,learning_rate,max_leaf_nodes,l2_regularization,max_bins,random_state,alpha_global,alpha_dev,n_pair_residuals
hierarchical_shrinkage,,-1,1.8284185521498237,,,,,,,100.0,10.0,0.0
hierarchical_shrinkage,,0,1.4118206573103436,,,,,,,100.0,100.0,2997.0
hierarchical_shrinkage,,1,1.0052017790584942,,,,,,,100.0,100.0,3534.0
hierarchical_shrinkage,,2,1.0639834993334585,,,,,,,100.0,100.0,4710.0
hierarchical_shrinkage,,-1,1.1603353119007653,,,,,,,100.0,100.0,0.0
hierarchical_shrinkage,,0,1.9835684755864627,,,,,,,100.0,1000.0,2997.0
hierarchical_shrinkage,,1,1.2533283124862953,,,,,,,100.0,1000.0,3534.0
hierarchical_shrinkage,,2,1.362676991357859,,,,,,,100.0,1000.0,4710.0
hierarchical_shrinkage,,-1,1.5331912598102058,,,,,,,100.0,1000.0,0.0
hierarchical_shrinkage,,0,2.0615285429600085,,,,,,,100.0,10000.0,2997.0
hierarchical_shrinkage,,1,1.3096943773581815,,,,,,,100.0,10000.0,3534.0
hierarchical_shrinkage,,2,1.4045748608013118,,,,,,,100.0,10000.0,4710.0
hierarchical_shrinkage,,-1,1.5919325937065008,,,,,,,100.0,10000.0,0.0
ridge,0.01,0,2.071539987241143,,,,,,,,,
ridge,0.01,1,1.4133893243374525,,,,,,,,,
ridge,0.01,2,1.5013198085185904,,,,,,,,,
ridge,0.01,-1,1.6620830400323954,,,,,,,,,
ridge,0.1,0,2.0717145801037047,,,,,,,,,
ridge,0.1,1,1.4131935874948758,,,,,,,,,
ridge,0.1,2,1.5014547365775393,,,,,,,,,
ridge,0.1,-1,1.6621209680587066,,,,,,,,,
ridge,1.0,0,2.068213950000385,,,,,,,,,
ridge,1.0,1,1.4097292020944334,,,,,,,,,
ridge,1.0,2,1.499801620247725,,,,,,,,,
ridge,1.0,-1,1.6592482574475145,,,,,,,,,
ridge,10.0,0,2.0738133620907373,,,,,,,,,
ridge,10.0,1,1.3974436634373537,,,,,,,,,
ridge,10.0,2,1.4966957854689276,,,,,,,,,
ridge,10.0,-1,1.6559842703323397,,,,,,,,,
ridge,100.0,0,2.031744120575602,,,,,,,,,
ridge,100.0,1,1.3452380962803885,,,,,,,,,
ridge,100.0,2,1.4377324384043153,,,,,,,,,
ridge,100.0,-1,1.6049048850867687,,,,,,,,,
hgb,,0,1.7543284566757174,60.0,0.04,7.0,0.0,64.0,20260610.0,,,
hgb,,1,1.14754357157894,60.0,0.04,7.0,0.0,64.0,20260610.0,,,
hgb,,2,1.194411308650308,60.0,0.04,7.0,0.0,64.0,20260610.0,,,
hgb,,-1,1.365427778968322,60.0,0.04,7.0,0.0,64.0,20260610.0,,,
hgb,,0,1.7544716189281855,60.0,0.04,7.0,0.1,64.0,20260610.0,,,
hgb,,1,1.14589282488443,60.0,0.04,7.0,0.1,64.0,20260610.0,,,
hgb,,2,1.1782177519664563,60.0,0.04,7.0,0.1,64.0,20260610.0,,,
hgb,,-1,1.359527398593024,60.0,0.04,7.0,0.1,64.0,20260610.0,,,
hgb,,0,1.7588261848207178,60.0,0.04,15.0,0.0,64.0,20260610.0,,,
hgb,,1,1.1428767679774665,60.0,0.04,15.0,0.0,64.0,20260610.0,,,
hgb,,2,1.2003307424925032,60.0,0.04,15.0,0.0,64.0,20260610.0,,,
hgb,,-1,1.3673445650968958,60.0,0.04,15.0,0.0,64.0,20260610.0,,,
hgb,,0,1.7320368037342784,60.0,0.04,15.0,0.1,64.0,20260610.0,,,
hgb,,1,1.1529550375785638,60.0,0.04,15.0,0.1,64.0,20260610.0,,,
hgb,,2,1.2074412853247884,60.0,0.04,15.0,0.1,64.0,20260610.0,,,
hgb,,-1,1.3641443755458766,60.0,0.04,15.0,0.1,64.0,20260610.0,,,
hgb,,0,1.98914150759302,60.0,0.08,7.0,0.0,64.0,20260610.0,,,
hgb,,1,1.3052823262460356,60.0,0.08,7.0,0.0,64.0,20260610.0,,,
hgb,,2,1.3236337273845742,60.0,0.08,7.0,0.0,64.0,20260610.0,,,
hgb,,-1,1.5393525204078766,60.0,0.08,7.0,0.0,64.0,20260610.0,,,
hgb,,0,1.9639673981476724,60.0,0.08,7.0,0.1,64.0,20260610.0,,,
hgb,,1,1.310516796366437,60.0,0.08,7.0,0.1,64.0,20260610.0,,,
hgb,,2,1.3246935468824421,60.0,0.08,7.0,0.1,64.0,20260610.0,,,
hgb,,-1,1.5330592471321838,60.0,0.08,7.0,0.1,64.0,20260610.0,,,
hgb,,0,1.9519589605925263,60.0,0.08,15.0,0.0,64.0,20260610.0,,,
hgb,,1,1.3614361544021596,60.0,0.08,15.0,0.0,64.0,20260610.0,,,
hgb,,2,1.3412048004444364,60.0,0.08,15.0,0.0,64.0,20260610.0,,,
hgb,,-1,1.551533305146374,60.0,0.08,15.0,0.0,64.0,20260610.0,,,
hgb,,0,1.9578119130010194,60.0,0.08,15.0,0.1,64.0,20260610.0,,,
hgb,,1,1.3459654976516993,60.0,0.08,15.0,0.1,64.0,20260610.0,,,
hgb,,2,1.3520081591944944,60.0,0.08,15.0,0.1,64.0,20260610.0,,,
hgb,,-1,1.5519285232824043,60.0,0.08,15.0,0.1,64.0,20260610.0,,,
hgb,,0,1.980517182989296,100.0,0.04,7.0,0.0,64.0,20260610.0,,,
hgb,,1,1.2757591120704586,100.0,0.04,7.0,0.0,64.0,20260610.0,,,
hgb,,2,1.3033287301684764,100.0,0.04,7.0,0.0,64.0,20260610.0,,,
hgb,,-1,1.5198683417427439,100.0,0.04,7.0,0.0,64.0,20260610.0,,,
hgb,,0,1.9707342081315402,100.0,0.04,7.0,0.1,64.0,20260610.0,,,
hgb,,1,1.2728697171284515,100.0,0.04,7.0,0.1,64.0,20260610.0,,,
hgb,,2,1.3085141209383442,100.0,0.04,7.0,0.1,64.0,20260610.0,,,
hgb,,-1,1.517372682066112,100.0,0.04,7.0,0.1,64.0,20260610.0,,,
hgb,,0,1.9477940108102394,100.0,0.04,15.0,0.0,64.0,20260610.0,,,
hgb,,1,1.3220636246266664,100.0,0.04,15.0,0.0,64.0,20260610.0,,,
hgb,,2,1.3256421863202645,100.0,0.04,15.0,0.0,64.0,20260610.0,,,
hgb,,-1,1.5318332739190568,100.0,0.04,15.0,0.0,64.0,20260610.0,,,
hgb,,0,1.959134924103028,100.0,0.04,15.0,0.1,64.0,20260610.0,,,
hgb,,1,1.32612251653059,100.0,0.04,15.0,0.1,64.0,20260610.0,,,
hgb,,2,1.3422773735443223,100.0,0.04,15.0,0.1,64.0,20260610.0,,,
hgb,,-1,1.54251160472598,100.0,0.04,15.0,0.1,64.0,20260610.0,,,
hgb,,0,1.9566254171549373,100.0,0.08,7.0,0.0,64.0,20260610.0,,,
hgb,,1,1.3621818848391745,100.0,0.08,7.0,0.0,64.0,20260610.0,,,
hgb,,2,1.3540030370545861,100.0,0.08,7.0,0.0,64.0,20260610.0,,,
hgb,,-1,1.5576034463495663,100.0,0.08,7.0,0.0,64.0,20260610.0,,,
hgb,,0,1.954761532245993,100.0,0.08,7.0,0.1,64.0,20260610.0,,,
hgb,,1,1.375721661450024,100.0,0.08,7.0,0.1,64.0,20260610.0,,,
hgb,,2,1.3548181826680943,100.0,0.08,7.0,0.1,64.0,20260610.0,,,
hgb,,-1,1.5617671254547039,100.0,0.08,7.0,0.1,64.0,20260610.0,,,
hgb,,0,1.9454122769079125,100.0,0.08,15.0,0.0,64.0,20260610.0,,,
hgb,,1,1.4211116891128617,100.0,0.08,15.0,0.0,64.0,20260610.0,,,
hgb,,2,1.3950205778613791,100.0,0.08,15.0,0.0,64.0,20260610.0,,,
hgb,,-1,1.5871815146273844,100.0,0.08,15.0,0.0,64.0,20260610.0,,,
hgb,,0,1.9539902171372858,100.0,0.08,15.0,0.1,64.0,20260610.0,,,
hgb,,1,1.418080350534759,100.0,0.08,15.0,0.1,64.0,20260610.0,,,
hgb,,2,1.391613014399937,100.0,0.08,15.0,0.1,64.0,20260610.0,,,
hgb,,-1,1.5878945273573273,100.0,0.08,15.0,0.1,64.0,20260610.0,,,
hierarchical_shrinkage,,0,2.114043440346151,,,,,,,0.1,10.0,2799.0
hierarchical_shrinkage,,1,1.3327897661464558,,,,,,,0.1,10.0,2841.0
hierarchical_shrinkage,,2,1.501414499229672,,,,,,,0.1,10.0,3531.0
hierarchical_shrinkage,,-1,1.6494159019074264,,,,,,,0.1,10.0,0.0
hierarchical_shrinkage,,0,2.119098300185714,,,,,,,0.1,100.0,2799.0
hierarchical_shrinkage,,1,1.3416266284320018,,,,,,,0.1,100.0,2841.0
hierarchical_shrinkage,,2,1.476631802314054,,,,,,,0.1,100.0,3531.0
hierarchical_shrinkage,,-1,1.6457855769772565,,,,,,,0.1,100.0,0.0
hierarchical_shrinkage,,0,2.1353913393409845,,,,,,,0.1,1000.0,2799.0
hierarchical_shrinkage,,1,1.3379305891029787,,,,,,,0.1,1000.0,2841.0
hierarchical_shrinkage,,2,1.4346180882556252,,,,,,,0.1,1000.0,3531.0
hierarchical_shrinkage,,-1,1.6359800055665294,,,,,,,0.1,1000.0,0.0
hierarchical_shrinkage,,0,2.1478665755709514,,,,,,,0.1,10000.0,2799.0
hierarchical_shrinkage,,1,1.3096568901817502,,,,,,,0.1,10000.0,2841.0
hierarchical_shrinkage,,2,1.3980192524980812,,,,,,,0.1,10000.0,3531.0
hierarchical_shrinkage,,-1,1.6185142394169276,,,,,,,0.1,10000.0,0.0
hierarchical_shrinkage,,0,2.040636200683629,,,,,,,1.0,10.0,2799.0
hierarchical_shrinkage,,1,1.273955160795315,,,,,,,1.0,10.0,2841.0
hierarchical_shrinkage,,2,1.4708898067173046,,,,,,,1.0,10.0,3531.0
hierarchical_shrinkage,,-1,1.5951603893987496,,,,,,,1.0,10.0,0.0
hierarchical_shrinkage,,0,2.1196002700341117,,,,,,,1.0,100.0,2799.0
hierarchical_shrinkage,,1,1.3496860216723974,,,,,,,1.0,100.0,2841.0
hierarchical_shrinkage,,2,1.5014299018337032,,,,,,,1.0,100.0,3531.0
hierarchical_shrinkage,,-1,1.6569053978467376,,,,,,,1.0,100.0,0.0
hierarchical_shrinkage,,0,2.136339605552811,,,,,,,1.0,1000.0,2799.0
hierarchical_shrinkage,,1,1.3485673004292777,,,,,,,1.0,1000.0,2841.0
hierarchical_shrinkage,,2,1.4639679243051602,,,,,,,1.0,1000.0,3531.0
hierarchical_shrinkage,,-1,1.6496249434290828,,,,,,,1.0,1000.0,0.0
hierarchical_shrinkage,,0,2.149671500641407,,,,,,,1.0,10000.0,2799.0
hierarchical_shrinkage,,1,1.3310970669553632,,,,,,,1.0,10000.0,2841.0
hierarchical_shrinkage,,2,1.436228394784669,,,,,,,1.0,10000.0,3531.0
hierarchical_shrinkage,,-1,1.6389989874604798,,,,,,,1.0,10000.0,0.0
hierarchical_shrinkage,,0,1.5296316200855338,,,,,,,10.0,10.0,2799.0
hierarchical_shrinkage,,1,0.9364889785836397,,,,,,,10.0,10.0,2841.0
hierarchical_shrinkage,,2,1.1501061024319739,,,,,,,10.0,10.0,3531.0
hierarchical_shrinkage,,-1,1.205408900367049,,,,,,,10.0,10.0,0.0
hierarchical_shrinkage,,0,2.0431928507887505,,,,,,,10.0,100.0,2799.0
hierarchical_shrinkage,,1,1.2850310661518107,,,,,,,10.0,100.0,2841.0
hierarchical_shrinkage,,2,1.449809317049315,,,,,,,10.0,100.0,3531.0
hierarchical_shrinkage,,-1,1.592677744663292,,,,,,,10.0,100.0,0.0
hierarchical_shrinkage,,0,2.1235409418113274,,,,,,,10.0,1000.0,2799.0
hierarchical_shrinkage,,1,1.3526011168716843,,,,,,,10.0,1000.0,2841.0
hierarchical_shrinkage,,2,1.4552460839040717,,,,,,,10.0,1000.0,3531.0
hierarchical_shrinkage,,-1,1.6437960475290279,,,,,,,10.0,1000.0,0.0
hierarchical_shrinkage,,0,2.1484273171583808,,,,,,,10.0,10000.0,2799.0
hierarchical_shrinkage,,1,1.3347576045054714,,,,,,,10.0,10000.0,2841.0
hierarchical_shrinkage,,2,1.43044956108474,,,,,,,10.0,10000.0,3531.0
hierarchical_shrinkage,,-1,1.6378781609161974,,,,,,,10.0,10000.0,0.0
hierarchical_shrinkage,,0,1.460907175219285,,,,,,,100.0,10.0,2799.0
hierarchical_shrinkage,,1,2.0207603740046096,,,,,,,100.0,10.0,2841.0
hierarchical_shrinkage,,2,2.0447912679573093,,,,,,,100.0,10.0,3531.0
hierarchical_shrinkage,,-1,1.8421529390604015,,,,,,,100.0,10.0,0.0
hierarchical_shrinkage,,0,1.4718690483314327,,,,,,,100.0,100.0,2799.0
hierarchical_shrinkage,,1,0.9347209413548418,,,,,,,100.0,100.0,2841.0
hierarchical_shrinkage,,2,1.074763854207925,,,,,,,100.0,100.0,3531.0
hierarchical_shrinkage,,-1,1.1604512812980665,,,,,,,100.0,100.0,0.0
hierarchical_shrinkage,,0,2.009766796310051,,,,,,,100.0,1000.0,2799.0
hierarchical_shrinkage,,1,1.203555520999709,,,,,,,100.0,1000.0,2841.0
hierarchical_shrinkage,,2,1.3275937237348496,,,,,,,100.0,1000.0,3531.0
hierarchical_shrinkage,,-1,1.5136386803482036,,,,,,,100.0,1000.0,0.0
hierarchical_shrinkage,,0,2.1002335910017234,,,,,,,100.0,10000.0,2799.0
hierarchical_shrinkage,,1,1.25608416592545,,,,,,,100.0,10000.0,2841.0
hierarchical_shrinkage,,2,1.3632468533362556,,,,,,,100.0,10000.0,3531.0
hierarchical_shrinkage,,-1,1.573188203421143,,,,,,,100.0,10000.0,0.0
ridge,0.01,0,2.1073653878044647,,,,,,,,,
ridge,0.01,1,1.4297174928102145,,,,,,,,,
ridge,0.01,2,1.4463572829184157,,,,,,,,,
ridge,0.01,-1,1.6611467211776982,,,,,,,,,
ridge,0.1,0,2.107057755774351,,,,,,,,,
ridge,0.1,1,1.4288764082194696,,,,,,,,,
ridge,0.1,2,1.4448127089804157,,,,,,,,,
ridge,0.1,-1,1.6602489576580786,,,,,,,,,
ridge,1.0,0,2.106082290390417,,,,,,,,,
ridge,1.0,1,1.4291664419533483,,,,,,,,,
ridge,1.0,2,1.4431053801766185,,,,,,,,,
ridge,1.0,-1,1.659451370840128,,,,,,,,,
ridge,10.0,0,2.110913929339601,,,,,,,,,
ridge,10.0,1,1.4209340251046247,,,,,,,,,
ridge,10.0,2,1.4376548705252672,,,,,,,,,
ridge,10.0,-1,1.6565009416564977,,,,,,,,,
ridge,100.0,0,2.066594801165193,,,,,,,,,
ridge,100.0,1,1.3642166681400583,,,,,,,,,
ridge,100.0,2,1.3715727298764047,,,,,,,,,
ridge,100.0,-1,1.600794733060552,,,,,,,,,
hgb,,0,1.654256874947838,60.0,0.04,7.0,0.0,64.0,20260610.0,,,
hgb,,1,1.2030045390200996,60.0,0.04,7.0,0.0,64.0,20260610.0,,,
hgb,,2,1.1232065492892434,60.0,0.04,7.0,0.0,64.0,20260610.0,,,
hgb,,-1,1.3268226544190602,60.0,0.04,7.0,0.0,64.0,20260610.0,,,
hgb,,0,1.6453902176885455,60.0,0.04,7.0,0.1,64.0,20260610.0,,,
hgb,,1,1.1960502243402562,60.0,0.04,7.0,0.1,64.0,20260610.0,,,
hgb,,2,1.1238811070084056,60.0,0.04,7.0,0.1,64.0,20260610.0,,,
hgb,,-1,1.321773849679069,60.0,0.04,7.0,0.1,64.0,20260610.0,,,
hgb,,0,1.6551265694444677,60.0,0.04,15.0,0.0,64.0,20260610.0,,,
hgb,,1,1.2397119075164607,60.0,0.04,15.0,0.0,64.0,20260610.0,,,
hgb,,2,1.1688514766602962,60.0,0.04,15.0,0.0,64.0,20260610.0,,,
hgb,,-1,1.3545633178737415,60.0,0.04,15.0,0.0,64.0,20260610.0,,,
hgb,,0,1.6513689661769444,60.0,0.04,15.0,0.1,64.0,20260610.0,,,
hgb,,1,1.2340489630779587,60.0,0.04,15.0,0.1,64.0,20260610.0,,,
hgb,,2,1.1555604117824747,60.0,0.04,15.0,0.1,64.0,20260610.0,,,
hgb,,-1,1.3469927803457926,60.0,0.04,15.0,0.1,64.0,20260610.0,,,
hgb,,0,1.8914906934060556,60.0,0.08,7.0,0.0,64.0,20260610.0,,,
hgb,,1,1.3596184128879787,60.0,0.08,7.0,0.0,64.0,20260610.0,,,
hgb,,2,1.285704769192452,60.0,0.08,7.0,0.0,64.0,20260610.0,,,
