event_id,source_run,current_class,stave,amplitude_adc,peak_sample,amplitude_bin,peak_phase_bin,traditional_template_delta_sse,ridge_linear_classifier,gradient_boosted_trees,mlp_dense_waveform,random_filter_1d_cnn,hybrid_template_residual_stack
real:high:63:23,63,high,B2,1866.5,8,low,core,0.9999999995712707,0.20558085729331774,0.0333847682459624,0.12074999471436305,0.04915539500813682,0.15144116434969734
real:high:63:24,63,high,B6,2156.5,8,low,core,0.9999999997320999,0.24057408623643392,0.08928172956251326,0.13692725546532172,0.0664517298026179,0.15846184469754285
real:high:63:25,63,high,B2,6220.0,6,high,core,0.999999999637978,0.5207448051449773,0.387442956329218,0.5773536659483118,0.48394151983971256,0.46805141543852896
real:high:63:26,63,high,B8,2383.0,5,low,early,0.999999999681219,0.16648299306853062,0.01942260231909836,0.04951979361560499,0.003239086497732242,0.05253909468992663
real:high:63:27,63,high,B6,2407.5,8,low,core,0.9999999998116481,0.30084289406946385,0.0864554890476227,0.18002858681673228,0.10920546410829594,0.16988817969686248
real:high:63:28,63,high,B2,3217.0,8,mid,core,0.9999999993657424,0.3712875332730805,0.18587354891499286,0.2459903573515318,0.1256291599752195,0.16993637732976685
real:high:63:29,63,high,B2,1740.0,8,low,core,0.9999999995676048,0.22005549681939712,0.042912815101582576,0.14873118598137128,0.06719577918652388,0.1587751822542993
real:high:63:30,63,high,B8,3068.0,11,mid,late,0.9999999999728036,0.48251397879118907,0.1859739784804884,0.44485219800955034,0.32013699508271226,0.18819505458427405
real:high:63:31,63,high,B8,3417.0,7,mid,core,0.9999999997680937,0.46922234700833226,0.30553624746929536,0.48172803338661135,0.24561789801472647,0.2331389190776387
real:high:63:32,63,high,B4,4238.0,7,mid,core,0.9999999998656289,0.5302327327529872,0.3347644226255903,0.6658150786552587,0.6121524551017905,0.6109084957429413
real:high:63:33,63,high,B6,3687.0,7,mid,core,0.9999999997927508,0.4767134283313474,0.21856431765263412,0.4951963523867556,0.2508400739545969,0.3487173328069823
real:high:63:34,63,high,B4,4049.0,6,mid,core,0.9999999998372613,0.6162029408754337,0.5972087925307612,0.806788522289982,0.9243822886019766,0.6135394591601095
real:high:63:35,63,high,B4,3504.5,6,mid,core,0.9999999997401536,0.47372223604506497,0.05694970324725612,0.4597993620678953,0.15661755593050092,0.19348226018429937
real:high:63:36,63,high,B2,4469.5,7,mid,core,0.9999999997638127,0.5490138735031925,0.4778541985939246,0.5768213297326934,0.3351698218995127,0.4778476963777126
real:high:63:37,63,high,B4,5259.0,7,mid,core,0.9999999996343101,0.5046427438696073,0.42053385412820804,0.6014804328102235,0.5837399237123803,0.508926053315467
real:high:63:38,63,high,B8,4436.0,12,mid,late,0.9999999995887572,0.36169679608059335,0.2686102682481511,0.28830090922074386,0.14650841077928797,0.1986647046976207
real:high:63:39,63,high,B2,5887.5,7,mid,core,0.9999999999020498,0.5562735823871536,0.36416462270033517,0.6079106519501213,0.5495814349777056,0.5245143950863802
real:high:63:40,63,high,B4,1618.5,9,low,core,0.9999999996692429,0.22411516019843836,0.053972476001870905,0.1496591981094672,0.08170760219512957,0.15404959225830497
real:high:63:41,63,high,B4,5694.5,7,mid,core,0.9999999997477059,0.4606744881635737,0.6657716472972349,0.48565268260681144,0.37311729273686406,0.6472293875922445
real:high:63:42,63,high,B8,2463.0,9,low,core,0.9999999997502649,0.31105729513473507,0.27650386614473543,0.2283172925904328,0.1400897872367151,0.16364729376097473
real:high:63:43,63,high,B6,3044.0,11,mid,late,0.9999999995753271,0.4539746134250637,0.30034874620230145,0.35263955469581915,0.2739695574018433,0.26944421322376255
real:high:63:44,63,high,B8,4896.5,8,mid,core,0.9999999995033118,0.4869008304522627,0.7317459766883182,0.46351125754204164,0.4441828583832323,0.6336461159695121
real:high:63:45,63,high,B4,2338.5,8,low,core,0.9999999996911157,0.28758855208780426,0.13285122650676087,0.1910396574975226,0.09868232081986146,0.16488069387359103
real:high:63:46,63,high,B4,3492.5,12,mid,late,0.9999999999447067,0.37357778982117357,0.18366585705690033,0.35488879438507187,0.15610734533790385,0.15083123218044103
real:high:63:47,63,high,B2,4655.5,6,mid,core,0.9999999998000499,0.5840950425287339,0.23255586303286,0.7017053861490855,0.506044818243624,0.5033285049941585
real:high:63:48,63,high,B8,4479.5,8,mid,core,0.999999999559822,0.506816831294434,0.3463544650647707,0.5576168700938431,0.6081800685215774,0.5726099354663176
real:high:63:49,63,high,B2,6919.0,6,high,core,0.9999999996549607,0.48811549819079014,0.1458732403663849,0.1766317514853401,0.09505638268393846,0.3448000000789964
real:high:63:50,63,high,B2,3374.5,7,mid,core,0.9999999995695736,0.37121984476665415,0.07495847615516775,0.3033628277777924,0.13272675410526408,0.17806848967017844
real:high:63:51,63,high,B6,2687.5,9,low,core,0.9999999997684775,0.35133101629764557,0.1343140483137548,0.23924017849149556,0.1641757830861055,0.31780622138078257
real:high:63:52,63,high,B6,5056.0,7,mid,core,0.9999999999236722,0.4979129864930524,0.26260663269992285,0.5392667684496919,0.5463473679423134,0.582088742365506
real:high:63:53,63,high,B4,3350.0,7,mid,core,0.9999999995353814,0.49593337955228445,0.24105562524326932,0.5597134787157921,0.3273249866068928,0.36305325116611165
real:high:63:54,63,high,B2,1626.5,4,low,early,0.0,0.0625536194101695,0.012930888725184836,0.006201675449466497,0.00036840236762760245,0.06665152637907112
real:high:63:55,63,high,B6,2194.0,8,low,core,0.9999999997056073,0.259583045489378,0.07699923964409958,0.15800739987081308,0.07306445583614994,0.21882015661090676
real:high:63:56,63,high,B2,3940.5,7,mid,core,0.9999999996148273,0.46312244976449796,0.1251660618898731,0.45944832527009927,0.22838264264735206,0.3856218861661339
real:high:63:57,63,high,B4,2486.5,8,low,core,0.9999999996538687,0.27172099517220594,0.051805232231432984,0.14924459081967822,0.08682670458388486,0.12850312694256333
real:high:63:58,63,high,B2,1868.5,9,low,core,0.9999999996018933,0.24490929120775864,0.06435796575657268,0.14665665049930887,0.0808530412785925,0.22048658941090168
real:high:63:59,63,high,B2,2222.5,7,low,core,0.0,0.10917422673639969,0.013433758582322325,0.031366297362560885,0.004877223478373719,0.07058681766525181
real:high:63:60,63,high,B6,2277.0,10,low,late,0.9999999996899248,0.3244502274716597,0.14477326002945914,0.24138272995713175,0.14589763444415535,0.13849078620462543
real:high:63:61,63,high,B2,1987.0,6,low,core,0.0,0.015241887761750575,0.0056702361901182635,0.6696029306879063,0.0009009716053460329,0.025358980564773134
real:high:63:62,63,high,B8,3189.5,8,mid,core,0.9999999996575454,0.4813659832464786,0.1737518238199787,0.4498888443446227,0.2837751131547822,0.357326996046673
real:high:63:63,63,high,B4,4104.0,5,mid,early,0.9999999999281955,0.49718747073420705,0.5022034055307907,0.49681787836439034,0.15088082718383117,0.43073994866521526
real:high:63:64,63,high,B4,2593.0,8,low,core,0.9999999996238625,0.30746102704719636,0.2659069341999947,0.2135301146040654,0.14778619277902416,0.3458912226555946
real:high:63:65,63,high,B6,2713.0,7,low,core,0.9999999996620197,0.258386918630929,0.050432734870316555,0.15196857549186576,0.05645265821632923,0.14411642850181355
real:high:63:66,63,high,B8,5341.0,8,mid,core,0.9999999987191798,0.5100656725998639,0.36681258202239214,0.44843211151177537,0.4705262007374644,0.6235215586877415
real:high:63:67,63,high,B2,1691.0,8,low,core,0.9999999997060456,0.20233776661385233,0.027102236872333964,0.13069995571046802,0.04673753827216218,0.1619424410310096
real:high:63:68,63,high,B6,2528.0,9,low,core,0.9999999995590861,0.27468694259557414,0.12616114648585358,0.1887872064694854,0.09031900917417132,0.09741377080977004
real:high:63:69,63,high,B4,3840.0,7,mid,core,0.9999999994210939,0.574875685512059,0.5497754324042802,0.6476068814887627,0.4755815297527475,0.41021208883010224
real:high:63:70,63,high,B4,3537.0,7,mid,core,0.9999999995586579,0.5068950690454893,0.2956360223074082,0.5713140065168287,0.3273234212551634,0.36337927519607227
real:high:63:71,63,high,B8,2048.5,9,low,core,0.9999999997326556,0.2725438667974844,0.1205725832551383,0.17556767794769934,0.10859100446630263,0.23677352586555617
real:high:63:72,63,high,B6,3201.5,6,mid,core,0.9999999996757922,0.3355632473611577,0.014132248649055842,0.23652976068540416,0.06762471317526171,0.12059141223965927
real:high:63:73,63,high,B6,2236.5,6,low,core,0.9999999997206614,0.2016793018229734,0.011783967167229443,0.13844061365404864,0.02130488368089202,0.0815684425061893
real:high:63:74,63,high,B4,2685.0,8,low,core,0.9999999995526514,0.34873172358993854,0.07483630680491586,0.24471023033036407,0.1279418192389882,0.114303391529536
real:high:63:75,63,high,B4,2967.5,7,low,core,0.9999999997514384,0.3257525163651836,0.15750902257121044,0.22283450669664295,0.11846261266480061,0.19510389989511756
real:high:63:76,63,high,B2,4997.0,7,mid,core,0.9999999999628985,0.5523331842855849,0.1296849058452654,0.666907304601049,0.5768627838618785,0.4824531544171293
real:high:63:77,63,high,B8,4208.0,8,mid,core,0.9999999997573615,0.5620666629079668,0.7588821701762094,0.6564807969688983,0.7275844989667414,0.5936622121584166
real:high:63:78,63,high,B6,2054.0,8,low,core,0.9999999998781823,0.2497535195841687,0.05084914067408409,0.15305166455181923,0.07613147868813402,0.15812813154162092
real:high:63:79,63,high,B2,3277.0,7,mid,core,0.9999999998855605,0.3710795714063226,0.3803808057840661,0.2586864895546514,0.12505371921238145,0.22623967543274695
real:high:63:80,63,high,B4,3951.5,7,mid,core,0.9999999998468018,0.5716396727884511,0.3227894479740666,0.6531603223455145,0.4057826085969136,0.3584198948285753
real:high:63:81,63,high,B4,4313.0,5,mid,early,0.9999999999333884,0.5247565076295234,0.7428209063310142,0.49421405697444704,0.13314861492909144,0.4262498248228921
real:high:63:82,63,high,B2,1573.0,7,low,core,0.9999999996705904,0.18487583174536978,0.047214350829147815,0.11822187483854237,0.03603667488168479,0.08565704660072104
real:high:63:83,63,high,B4,3117.0,5,mid,early,0.9999999996372851,0.3395137963183921,0.03744126372575833,0.2775518165559017,0.03992915110105608,0.11142932197713047
real:high:63:84,63,high,B6,1947.0,9,low,core,0.9999999997666075,0.27544617037453767,0.09374340909641629,0.18661509138206486,0.10447858459096829,0.20005574457592348
real:high:63:85,63,high,B8,4401.0,7,mid,core,0.9999999997643052,0.5231429050030816,0.3412815742309127,0.6472720306562246,0.7459314738270537,0.6189670932620162
real:high:63:86,63,high,B6,1744.5,8,low,core,0.9999999997555382,0.20223490155065144,0.052918871802803295,0.12432652142122845,0.05052486415288813,0.22285494276161127
real:high:63:87,63,high,B4,1812.5,9,low,core,0.9999999995540593,0.2769341675174488,0.13537523433539264,0.20304427081245452,0.14268961220319426,0.23320156095957367
real:high:63:88,63,high,B4,2286.5,5,low,early,0.9999999996977834,0.19805000454646451,0.012044339695325418,0.08760724029542108,0.009332502183391664,0.08267063464542306
real:high:63:89,63,high,B2,9234.0,6,sat,core,0.9999999996242313,0.5568064459240176,0.33411022028531084,0.39728058339321454,0.2052239365969748,0.4830842457564179
real:high:63:90,63,high,B2,8659.5,6,high,core,0.9999999996450111,0.34279805792242685,0.3468956686814023,0.277451064594361,0.4885526275611493,0.20309499779497342
real:high:63:91,63,high,B2,2889.5,7,low,core,0.9999999996983605,0.3258984870874209,0.25928765601149156,0.18412436317820347,0.11701578376393462,0.3183714732009394
real:high:63:92,63,high,B6,3255.5,4,mid,early,0.999999999676984,0.28050483108254154,0.16678951599557346,0.05861208738891903,0.00301384528126984,0.13327470746557452
real:high:63:93,63,high,B8,4177.5,8,mid,core,0.9999999993661177,0.5480267552695931,0.24602414445252271,0.6684702040122602,0.5515461093594352,0.5208287308549543
real:high:63:94,63,high,B2,3511.0,7,mid,core,0.9999999997629336,0.4339297307652202,0.0339474479193002,0.394802969798714,0.17895216204686087,0.09438718885724329
real:high:63:95,63,high,B4,3509.5,7,mid,core,0.999999999679703,0.5166573939828204,0.4797669626849344,0.6105374188131657,0.35677454261189956,0.4167655638376909
real:high:63:96,63,high,B6,1509.5,9,low,core,0.9999999997384181,0.19728746999336647,0.05353552155742841,0.11842517733020898,0.05511559451508211,0.2106376566518324
real:high:63:97,63,high,B2,2919.0,8,low,core,0.9999999996018782,0.32693102037252986,0.08785354586576348,0.21965529650730234,0.1279798157696863,0.25310903156367986
real:high:63:98,63,high,B6,3161.0,8,mid,core,0.9999999996313446,0.39926130298761897,0.18215593477626885,0.09687289198296307,0.016586660429424697,0.16708477952936426
real:high:63:99,63,high,B6,4710.5,7,mid,core,0.9999999999296046,0.5473596037921022,0.1289738329105245,0.675249599378306,0.5590850027508534,0.3900290055956336
real:high:63:100,63,high,B8,2807.5,9,low,core,0.9999999997892971,0.3962903572986127,0.3491567861541668,0.3124585640716021,0.17649102154712634,0.24422866560736928
real:high:63:101,63,high,B4,1938.5,6,low,core,0.9999999997657744,0.20638052296730341,0.015976891981291267,0.1380700535165203,0.02991055980260216,0.21651227233834586
real:high:63:102,63,high,B6,2389.5,11,low,late,0.9999999997549399,0.3092854051515094,0.1417607262545145,0.15872618852326656,0.14813130574721828,0.14809672435864335
real:high:63:103,63,high,B4,2977.0,9,low,core,0.9999999999250425,0.40633717358853194,0.481128809212206,0.31386661384940884,0.21925297794800638,0.2776637794815298
real:high:63:104,63,high,B2,3701.5,7,mid,core,0.9999999997288781,0.4633800079794775,0.5349125879351805,0.43574426681854017,0.20331447002556796,0.2699614639081551
real:high:63:105,63,high,B4,4796.5,7,mid,core,0.9999999997290359,0.537978477269085,0.6136811429262568,0.6707824788103586,0.7079014745498907,0.5803844983581334
real:high:63:106,63,high,B6,2872.5,8,low,core,0.9999999997833278,0.3423898517800285,0.09071086358075421,0.2172712141745926,0.1228836822840686,0.10449503576399294
real:high:63:107,63,high,B6,1938.0,5,low,early,0.0,0.10954234449075148,0.04839785687804577,0.031722573387278304,0.0013902969644774147,0.049459422534581444
real:high:63:108,63,high,B6,2182.5,7,low,core,0.9999999997089898,0.21268511398745474,0.00708074035357415,0.142732661240023,0.04229896992364616,0.13474853357908892
real:high:63:109,63,high,B4,3907.5,5,mid,early,0.9999999996961174,0.5302291910887711,0.6860595104727945,0.400615129584594,0.0773147991768383,0.3086336922062685
real:high:63:110,63,high,B6,3442.5,5,mid,early,0.9999999997168069,0.44937250462690953,0.06884429656715348,0.4641538933679797,0.06747653724377677,0.1619654026406051
real:high:63:111,63,high,B4,2144.5,8,low,core,0.9999999997945923,0.2701739850557059,0.12342842222832809,0.16000079039872658,0.11811631157437205,0.3659277164125106
real:high:63:112,63,high,B8,4613.5,8,mid,core,0.9999999997027594,0.5170441247273003,0.5698390455358686,0.5380086040675479,0.5808246155223367,0.5077495227960889
real:high:63:113,63,high,B6,2490.0,4,low,early,0.0,0.14450630946791665,0.039693206119112756,0.01611528829476783,0.0005668403089326292,0.04664132640696213
real:high:63:114,63,high,B6,2933.5,9,low,core,0.9999999997176651,0.37645627386342334,0.25946514001265925,0.2774970248697638,0.17234625754431734,0.16938684943954577
real:high:63:115,63,high,B4,2944.0,8,low,core,0.9999999996901859,0.3893285804581042,0.06422809302624456,0.30926076650510814,0.14972973520812521,0.15007295808799742
real:high:63:116,63,high,B8,2484.0,6,low,core,0.9999999996977662,0.2325090134217166,0.020978698773699546,0.08743641121988732,0.011051458247257053,0.09931316698639525
real:high:63:117,63,high,B8,2786.0,7,low,core,0.9999999997458001,0.3451110119048871,0.01853583090717201,0.17935338073446355,0.05480195249899138,0.16264214447696076
real:high:63:118,63,high,B4,1849.5,4,low,early,0.0,0.06947842306493028,0.005900533337206683,0.005187388996169005,0.0002654758666221833,0.04552837120174611
real:high:63:119,63,high,B6,2957.5,7,low,core,0.9999999997142615,0.3128332392124611,0.26722839277014754,0.17923472314663397,0.09671233995089497,0.2718982768324435
real:high:63:120,63,high,B6,2973.5,8,low,core,0.9999999998639777,0.3528623092259137,0.07567252055427894,0.2561512523508956,0.1488917601543977,0.1348363481856158
real:high:63:121,63,high,B2,8547.0,6,high,core,0.9999999995533788,0.5504025090691981,0.5567897227873188,0.37611450172926725,0.1708359617469052,0.40830570336326166
real:high:63:122,63,high,B8,2021.0,9,low,core,0.9999999997694725,0.2891124471751097,0.1205316200082844,0.2048713521387887,0.14343187833505636,0.22436188595935877
real:high:63:123,63,high,B8,3348.5,8,mid,core,0.9999999996165688,0.5117851824640866,0.3213339207305357,0.5180716865171854,0.30128695190576,0.30782787923056615
real:high:63:124,63,high,B4,3606.0,10,mid,late,0.9999999996212583,0.42554361037726995,0.1268039425227691,0.5905337161961136,0.30140740703401825,0.15245233866492255
real:high:63:125,63,high,B4,3364.0,8,mid,core,0.9999999995009323,0.5073722675001595,0.5987774725560923,0.574297817271474,0.34804563364470126,0.3722120241343667
real:high:63:126,63,high,B8,3696.5,6,mid,core,0.999999999773687,0.5429733801334562,0.21663758915468617,0.6258173863365711,0.2639820067245892,0.2485182771933393
real:high:63:127,63,high,B8,3049.5,11,mid,late,0.99999999971607,0.47479108226039957,0.13971207564154883,0.37700196573640216,0.3280408532279177,0.22055727629417252
real:high:63:128,63,high,B8,2937.5,4,low,early,0.9999999997166104,0.2911619998168054,0.11764743316320865,0.07781921711195894,0.003641325892321797,0.12699859920210102
real:high:63:129,63,high,B6,2916.5,9,low,core,0.9999999999052255,0.3882884183098396,0.2400672948102764,0.27479492506859166,0.18765641418783807,0.16208990339532028
real:high:63:130,63,high,B6,3390.0,8,mid,core,0.9999999994309084,0.4589083836048668,0.21573689752283953,0.38777426140578325,0.22053009676524685,0.2580828812159975
real:high:63:131,63,high,B2,1870.0,7,low,core,0.9999999997434433,0.20950707986028333,0.024457306640438894,0.13875059471418957,0.043327199116637,0.1848682551078353
real:high:63:132,63,high,B6,2766.5,5,low,early,0.9999999996038837,0.24181465745155994,0.011700644301756168,0.12667968903564,0.014367053019797205,0.06197453763228579
real:high:63:133,63,high,B2,5047.0,6,mid,core,0.9999999999571821,0.6025760596875265,0.39784644003196995,0.6635437331605699,0.44173144879866133,0.40674791742425154
real:high:63:134,63,high,B4,2214.0,9,low,core,0.9999999996144499,0.3155316815861924,0.2469949287976811,0.22437483386399035,0.1745299034864212,0.3176947670518134
real:high:63:135,63,high,B2,2816.5,7,low,core,0.9999999997085649,0.28955745767920227,0.21872267959667033,0.167879801515227,0.07484303835333433,0.1755148707473733
real:high:63:136,63,high,B2,2081.5,8,low,core,0.9999999996362932,0.27206514528905285,0.1779235733983936,0.19826642457257815,0.09075673158595542,0.20649030726619091
real:high:63:137,63,high,B8,3592.5,8,mid,core,0.9999999999084418,0.5486402178890553,0.38883113711688705,0.6162793356755634,0.4217689950927728,0.31712954827975287
real:high:63:138,63,high,B4,1546.5,4,low,early,0.0,0.035986991280063114,0.00616398313101957,0.0020356781189321805,0.0001700980902913105,0.05523608273880721
real:high:63:139,63,high,B6,2603.5,8,low,core,0.9999999997919291,0.2946073986568805,0.11178821455610789,0.1961046281488286,0.0932174349972296,0.164656045467898
real:high:63:140,63,high,B4,2315.5,9,low,core,0.9999999995589258,0.3221353157157927,0.1258935652103135,0.21158762263551487,0.14196319360969803,0.23677352586555617
real:high:63:141,63,high,B8,2022.5,9,low,core,0.9999999997178638,0.2778709289326757,0.09801283546730467,0.18929700729663668,0.10764765047156956,0.12585180231131976
real:high:63:142,63,high,B2,1940.5,12,low,late,0.9999999996746506,0.27727918714151856,0.06950753080822979,0.10944724695070684,0.15098341610618088,0.2123772056373701
real:high:63:143,63,high,B2,2229.0,7,low,core,0.9999999996728716,0.2296550911185123,0.10006938244977306,0.13624933027620648,0.049921043579570994,0.15587045079745834
real:high:63:144,63,high,B6,3466.0,6,mid,core,0.9999999996880862,0.42233718922077973,0.0817970477041497,0.44616755595135194,0.1577811472834094,0.12603855762818947
real:high:63:145,63,high,B8,3831.0,7,mid,core,0.9999999997541127,0.5567418946819219,0.28020972413671463,0.6746807708196395,0.4151168918739077,0.387889665096512
real:high:63:146,63,high,B6,2150.0,9,low,core,0.9999999996337262,0.2624098199101194,0.25139346449264205,0.18520977159553015,0.08129909195845304,0.14111908157612735
real:high:63:147,63,high,B2,5807.0,6,mid,core,0.999999999727006,0.5402188787989067,0.4819828124602669,0.6545179620066652,0.5634087119293619,0.5896055498282962
real:high:63:148,63,high,B2,3080.0,7,mid,core,0.9999999998642529,0.35944394649406525,0.3883416114889809,0.2357945821363232,0.12490239633765061,0.21564904080789327
real:high:63:149,63,high,B4,3554.0,7,mid,core,0.9999999991755522,0.5227339686028643,0.4814762116607666,0.6020925819040513,0.3273384287123202,0.3276000575205129
real:high:63:150,63,high,B4,1691.0,8,low,core,0.9999999996254131,0.2159369686946045,0.03376500918168565,0.12784811076316221,0.05357942932624542,0.13437239868713505
real:high:63:151,63,high,B8,4860.0,5,mid,early,0.9999999992971629,0.5798278316236688,0.917137855018986,0.541770053040557,0.19314699173440084,0.5721375028361754
real:high:63:152,63,high,B6,2892.5,8,low,core,0.9999999998047779,0.3257685330359274,0.12080508204642802,0.22241057781775542,0.110892434338916,0.13419748812347018
real:high:63:153,63,high,B6,2886.0,6,low,core,0.9999999996581073,0.3038472194668453,0.02472487821992398,0.20629542483717148,0.04606533361125283,0.13285997352776827
real:high:63:154,63,high,B8,3010.0,8,mid,core,0.9999999997422395,0.425620984517366,0.35473290325969514,0.3305595692606612,0.17889281526243225,0.20269452907020927
real:high:63:155,63,high,B2,3232.0,7,mid,core,0.9999999995677141,0.3622417373304694,0.02472233254854296,0.2875359466064005,0.13205993028586863,0.1055971890049985
real:high:63:156,63,high,B8,4807.0,8,mid,core,0.9999999988620867,0.5196253512961885,0.5692429449373894,0.5156272381736923,0.5178745135536921,0.4831403794160856
real:high:63:157,63,high,B2,1898.5,8,low,core,0.9999999996190706,0.23021433087112753,0.0804929099370304,0.14760284833159104,0.07027267924761882,0.13997776102958873
real:high:63:158,63,high,B2,7614.5,6,high,core,0.9999999994570394,0.5607760084680116,0.6355644248326274,0.4712454970710714,0.2565135193163653,0.5284289660164591
real:high:63:159,63,high,B6,2333.0,5,low,early,0.9999999997535127,0.1941760001263585,0.014680644599085205,0.08584165492128404,0.00786982009815489,0.06492461206581863
real:high:63:160,63,high,B8,5762.5,7,mid,core,0.9999999996430198,0.46092587061193413,0.5132213592701814,0.422754037970356,0.4435644568044778,0.7189030249946271
real:high:63:161,63,high,B4,4067.5,7,mid,core,0.9999999999434073,0.5671715378230249,0.2635245120631796,0.7058409333081807,0.5820887856044423,0.4138271795749849
real:high:63:162,63,high,B6,2599.5,5,low,early,0.999999999589408,0.1875093744609637,0.015441770090372791,0.05112796533748266,0.003356857528484314,0.054123407786868465
real:high:63:163,63,high,B4,5339.0,10,mid,late,0.9999999993455903,0.42461041267383753,0.2246592402586085,0.392464509250333,0.273856193699273,0.32423598627753786
real:high:63:164,63,high,B4,3748.5,7,mid,core,0.9999999998804542,0.562741226773423,0.3368679366792521,0.7077313677715089,0.44417437768306667,0.4021849079380882
real:high:63:165,63,high,B6,3523.5,8,mid,core,0.9999999995757892,0.4761367803657048,0.29555862786304904,0.3962496386954906,0.21717216201129153,0.2610146642899657
real:high:63:166,63,high,B4,2196.0,9,low,core,0.0,0.20778212616041453,0.05168998312252104,0.09909668270247267,0.03754214219702998,0.1070781325191956
real:high:63:167,63,high,B4,2705.0,9,low,core,0.9999999995759199,0.3621729472909152,0.19729438395617066,0.2609660108811657,0.20454528920832643,0.2954442447152902
real:high:63:168,63,high,B4,3496.5,7,mid,core,0.9999999997171104,0.49447386101296625,0.28356526473601323,0.5510136093864065,0.3191096765100921,0.4133536601039924
real:high:63:169,63,high,B2,3584.5,7,mid,core,0.9999999996654135,0.45306699554005564,0.11499439476650583,0.43182304367465274,0.19101805886934461,0.22686974760033107
real:high:63:170,63,high,B2,3063.5,8,mid,core,0.9999999995468268,0.3201990223005041,0.04509010705246505,0.22201749837976856,0.13144800612143906,0.13853048291445658
real:high:63:171,63,high,B8,4836.0,7,mid,core,0.9999999993584647,0.5061830772291788,0.17961656819883148,0.5230095524006174,0.5550740323903662,0.4729706701401892
