match_stratum,run,b2_charge_bin,total_charge_bin,event_current_bin,b2_saturated,pileup_width_bin,max_depth_stave,topology_code,available_rows,low_rows,high_rows,low_threshold,high_threshold
59|5|3|2|1|1|1|0,59,5,3,2,1,1,1,0,144,36,36,0.006952800555154681,0.016137240454554558
59|0|0|2|0|0|1|0,59,0,0,2,0,0,1,0,132,33,33,0.049439811147749424,0.16315990686416626
59|7|7|2|1|1|2|1,59,7,7,2,1,1,2,1,58,15,15,0.30146482586860657,0.4134858474135399
59|0|0|2|0|1|1|0,59,0,0,2,0,1,1,0,208,52,52,0.023774829227477312,0.06386354938149452
59|4|6|2|0|1|2|1,59,4,6,2,0,1,2,1,53,14,14,0.5326871275901794,0.5694055557250977
59|7|5|2|1|1|1|0,59,7,5,2,1,1,1,0,185,47,47,0.0035447878763079643,0.010581444017589092
59|2|1|2|0|1|1|0,59,2,1,2,0,1,1,0,152,38,38,0.013117215828970075,0.03443785756826401
59|4|2|2|0|1|1|0,59,4,2,2,0,1,1,0,103,26,26,0.007788595277816057,0.02190409041941166
59|5|3|2|0|1|1|0,59,5,3,2,0,1,1,0,78,20,20,0.007659339811652899,0.020798963494598866
59|3|2|2|0|1|1|0,59,3,2,2,0,1,1,0,188,47,47,0.01010418706573546,0.030710311140865088
59|6|4|2|1|1|1|0,59,6,4,2,1,1,1,0,228,57,57,0.004194610984995961,0.014116505859419703
59|4|3|2|0|1|1|0,59,4,3,2,0,1,1,0,108,27,27,0.00850855908356607,0.02402321994304657
59|3|7|2|0|1|4|7,59,3,7,2,0,1,4,7,32,8,8,0.7210420072078705,0.772913247346878
59|1|0|2|0|1|1|0,59,1,0,2,0,1,1,0,78,20,20,0.017781438305974007,0.0434315949678421
59|7|6|2|1|1|1|0,59,7,6,2,1,1,1,0,153,39,39,0.003322259057313204,0.010111839510500431
59|5|4|2|1|1|1|0,59,5,4,2,1,1,1,0,91,23,23,0.007048578932881355,0.018750200048089027
59|6|5|2|1|1|1|0,59,6,5,2,1,1,1,0,83,21,21,0.00570475566200912,0.01745762024074793
59|5|7|2|1|1|2|1,59,5,7,2,1,1,2,1,39,10,10,0.5282464921474457,0.5724911093711853
59|3|7|2|0|1|3|3,59,3,7,2,0,1,3,3,44,11,11,0.6882389932870865,0.7283982038497925
59|2|7|2|0|1|4|7,59,2,7,2,0,1,4,7,39,10,10,0.7770134806632996,0.8016787767410278
59|2|2|2|0|1|1|0,59,2,2,2,0,1,1,0,56,14,14,0.013108281418681145,0.039988563396036625
59|2|6|2|0|1|3|3,59,2,6,2,0,1,3,3,34,9,9,0.6918058097362518,0.7303487211465836
59|3|5|2|0|1|2|1,59,3,5,2,0,1,2,1,39,10,10,0.5297399461269379,0.571291983127594
59|4|5|2|0|1|2|1,59,4,5,2,0,1,2,1,33,9,9,0.458889901638031,0.5153617858886719
59|4|7|2|0|1|3|3,59,4,7,2,0,1,3,3,41,11,11,0.6558696031570435,0.7004803419113159
59|7|5|3|1|1|1|0,59,7,5,3,1,1,1,0,185,47,47,0.00397677905857563,0.011320754885673523
59|1|1|3|0|1|1|0,59,1,1,3,0,1,1,0,207,52,52,0.019352903589606285,0.05014857463538647
59|6|4|3|1|1|1|0,59,6,4,3,1,1,1,0,230,58,58,0.005400502705015242,0.013533992692828178
59|5|4|3|1|1|1|0,59,5,4,3,1,1,1,0,71,18,18,0.007402810268104076,0.017474351450800896
59|0|0|3|0|0|1|0,59,0,0,3,0,0,1,0,130,33,33,0.0355264013633132,0.13299373909831047
59|4|6|3|0|1|2|1,59,4,6,3,0,1,2,1,61,16,16,0.538513720035553,0.5905799269676208
59|5|3|3|1|1|1|0,59,5,3,3,1,1,1,0,167,42,42,0.005663062212988734,0.017193835228681564
59|2|7|3|0|1|4|7,59,2,7,3,0,1,4,7,33,9,9,0.7704759240150452,0.805343747138977
59|3|7|3|0|1|3|3,59,3,7,3,0,1,3,3,34,9,9,0.695289134979248,0.728781133890152
59|4|7|3|0|1|3|3,59,4,7,3,0,1,3,3,46,12,12,0.6531046330928802,0.69446761906147
59|2|1|3|0|1|1|0,59,2,1,3,0,1,1,0,143,36,36,0.010754899121820927,0.033422306180000305
59|6|5|3|1|1|1|0,59,6,5,3,1,1,1,0,118,30,30,0.0041256549302488565,0.012939612148329616
59|4|3|3|0|1|1|0,59,4,3,3,0,1,1,0,122,31,31,0.008347340393811464,0.023822820745408535
59|4|2|3|0|1|1|0,59,4,2,3,0,1,1,0,97,25,25,0.00747449416667223,0.01922730728983879
59|0|0|3|0|1|1|0,59,0,0,3,0,1,1,0,201,51,51,0.027974708005785942,0.06974338740110397
59|5|3|3|0|1|1|0,59,5,3,3,0,1,1,0,53,14,14,0.006327712442725897,0.020778072997927666
59|3|2|3|0|1|1|0,59,3,2,3,0,1,1,0,189,48,48,0.009461392648518085,0.025938358157873154
59|7|6|3|1|1|1|0,59,7,6,3,1,1,1,0,140,35,35,0.003792324452660978,0.008565515978261828
59|1|0|3|0|1|1|0,59,1,0,3,0,1,1,0,77,20,20,0.01664908416569233,0.04022938013076782
59|6|7|3|1|1|3|3,59,6,7,3,1,1,3,3,31,8,8,0.493388831615448,0.5858925879001617
59|7|7|3|1|1|2|1,59,7,7,3,1,1,2,1,64,16,16,0.3069344311952591,0.3987563028931618
59|2|2|3|0|1|1|0,59,2,2,3,0,1,1,0,66,17,17,0.019617884885519743,0.04068180080503225
59|3|6|3|0|1|3|3,59,3,6,3,0,1,3,3,48,12,12,0.6343244761228561,0.687171146273613
60|0|0|0|0|1|1|0,60,0,0,0,0,1,1,0,143,36,36,0.024912584573030472,0.06122283823788166
60|5|3|0|1|1|1|0,60,5,3,0,1,1,1,0,83,21,21,0.0070335292257368565,0.018224322237074375
60|3|7|0|0|1|4|7,60,3,7,0,0,1,4,7,55,14,14,0.7519033253192902,0.7887205481529236
60|4|2|0|0|1|1|0,60,4,2,0,0,1,1,0,94,24,24,0.00848193746060133,0.021448025479912758
60|6|3|0|1|1|1|0,60,6,3,0,1,1,1,0,137,35,35,0.005880548153072596,0.013643890619277954
60|5|6|0|0|1|2|1,60,5,6,0,0,1,2,1,41,11,11,0.5461024641990662,0.577162504196167
60|1|0|0|0|1|1|0,60,1,0,0,0,1,1,0,60,15,15,0.01678257016465068,0.04256241209805012
60|3|6|0|0|1|3|3,60,3,6,0,0,1,3,3,40,10,10,0.6725662052631378,0.7086919248104095
60|4|5|0|0|1|2|1,60,4,5,0,0,1,2,1,64,16,16,0.5138711929321289,0.5581648498773575
60|2|1|0|0|1|1|0,60,2,1,0,0,1,1,0,105,27,27,0.009386032819747925,0.0298857931047678
60|1|1|0|0|1|1|0,60,1,1,0,0,1,1,0,159,40,40,0.01760922372341156,0.04980016127228737
60|2|7|0|0|1|4|7,60,2,7,0,0,1,4,7,42,11,11,0.7742152363061905,0.8140553534030914
60|6|4|0|1|1|1|0,60,6,4,0,1,1,1,0,86,22,22,0.006071155425161123,0.012662071036174893
60|4|7|0|0|1|3|3,60,4,7,0,0,1,3,3,53,14,14,0.6916705369949341,0.7193427085876465
60|3|5|0|0|1|2|1,60,3,5,0,0,1,2,1,33,9,9,0.5656053423881531,0.6166874766349792
60|7|4|0|1|1|1|0,60,7,4,0,1,1,1,0,137,35,35,0.005666637327522039,0.012724833562970161
60|7|5|0|1|1|1|0,60,7,5,0,1,1,1,0,141,36,36,0.004501803778111935,0.010020335204899311
60|3|2|0|0|1|1|0,60,3,2,0,0,1,1,0,98,25,25,0.010907714255154133,0.030679634306579828
60|5|3|0|0|1|1|0,60,5,3,0,0,1,1,0,43,11,11,0.007532061776146293,0.02160216774791479
60|4|7|0|0|1|4|7,60,4,7,0,0,1,4,7,33,9,9,0.7142040133476257,0.7616938352584839
60|0|0|0|0|0|1|0,60,0,0,0,0,0,1,0,81,21,21,0.04995587095618248,0.197171151638031
60|2|2|0|0|1|1|0,60,2,2,0,0,1,1,0,52,13,13,0.01603630604222417,0.03367932792752981
60|5|6|0|1|1|2|1,60,5,6,0,1,1,2,1,37,10,10,0.5263603329658508,0.5577943921089172
60|3|7|0|0|1|3|3,60,3,7,0,0,1,3,3,30,8,8,0.7181634157896042,0.7405361831188202
60|3|2|1|0|1|1|0,60,3,2,1,0,1,1,0,117,30,30,0.010967615991830826,0.03016805090010166
60|2|7|1|0|1|4|7,60,2,7,1,0,1,4,7,35,9,9,0.7900724112987518,0.8123955428600311
60|4|2|1|0|1|1|0,60,4,2,1,0,1,1,0,87,22,22,0.008026307448744774,0.01997441705316305
60|2|2|1|0|1|1|0,60,2,2,1,0,1,1,0,50,13,13,0.011458012275397778,0.02797041367739439
60|7|5|1|1|1|1|0,60,7,5,1,1,1,1,0,134,34,34,0.0036470264312811196,0.010167702566832304
60|0|0|1|0|0|1|0,60,0,0,1,0,0,1,0,91,23,23,0.06110026128590107,0.1963963359594345
60|5|3|1|1|1|1|0,60,5,3,1,1,1,1,0,74,19,19,0.007435714709572494,0.021007591392844915
60|4|5|1|0|1|2|1,60,4,5,1,0,1,2,1,47,12,12,0.5123924612998962,0.5537825226783752
60|6|3|1|1|1|1|0,60,6,3,1,1,1,1,0,133,34,34,0.0065247067250311375,0.016138946637511253
60|5|6|1|1|1|2|1,60,5,6,1,1,1,2,1,42,11,11,0.5184842050075531,0.5605176836252213
60|7|4|1|1|1|1|0,60,7,4,1,1,1,1,0,147,37,37,0.0046010008081793785,0.011342731770128012
60|2|1|1|0|1|1|0,60,2,1,1,0,1,1,0,135,34,34,0.012534265872091055,0.03249988704919815
60|1|1|1|0|1|1|0,60,1,1,1,0,1,1,0,175,44,44,0.01628307532519102,0.04535970278084278
60|5|3|1|0|1|1|0,60,5,3,1,0,1,1,0,42,11,11,0.006324474117718637,0.019866738468408585
60|3|6|1|0|1|3|3,60,3,6,1,0,1,3,3,45,12,12,0.6892516613006592,0.7108936905860901
60|0|0|1|0|1|1|0,60,0,0,1,0,1,1,0,145,37,37,0.02537071332335472,0.06774266809225082
60|6|4|1|1|1|1|0,60,6,4,1,1,1,1,0,97,25,25,0.005719879176467657,0.014576568268239498
60|4|7|1|0|1|3|3,60,4,7,1,0,1,3,3,41,11,11,0.6835780739784241,0.7085509300231934
60|4|7|1|0|1|4|7,60,4,7,1,0,1,4,7,30,8,8,0.6972425729036331,0.7657690942287445
60|1|0|1|0|1|1|0,60,1,0,1,0,1,1,0,52,13,13,0.016967202071100473,0.05631941743195057
60|5|6|1|0|1|2|1,60,5,6,1,0,1,2,1,35,9,9,0.545624703168869,0.576964944601059
60|3|7|1|0|1|4|7,60,3,7,1,0,1,4,7,40,10,10,0.7559747695922852,0.7919348180294037
60|4|6|1|0|1|2|1,60,4,6,1,0,1,2,1,36,9,9,0.5786234438419342,0.6162339895963669
60|5|6|2|1|1|2|1,60,5,6,2,1,1,2,1,70,18,18,0.5233697891235352,0.5622949153184891
60|3|6|2|0|1|3|3,60,3,6,2,0,1,3,3,45,12,12,0.6746551990509033,0.6995090842247009
60|2|1|2|0|1|1|0,60,2,1,2,0,1,1,0,94,24,24,0.01252212026156485,0.028101690113544464
60|7|5|2|1|1|1|0,60,7,5,2,1,1,1,0,120,30,30,0.0041542662074789405,0.011516715865582228
60|4|7|2|0|1|3|3,60,4,7,2,0,1,3,3,56,14,14,0.6876349300146103,0.7202375680208206
60|7|4|2|1|1|1|0,60,7,4,2,1,1,1,0,143,36,36,0.004411970730870962,0.012935055885463953
60|3|7|2|0|1|4|7,60,3,7,2,0,1,4,7,50,13,13,0.7633412182331085,0.7961110919713974
60|1|1|2|0|1|1|0,60,1,1,2,0,1,1,0,124,31,31,0.01942262565717101,0.051312689669430256
60|0|0|2|0|1|1|0,60,0,0,2,0,1,1,0,130,33,33,0.025920710992068052,0.06428887322545052
60|3|2|2|0|1|1|0,60,3,2,2,0,1,1,0,84,21,21,0.009079067735001445,0.02638610964640975
60|4|2|2|0|1|1|0,60,4,2,2,0,1,1,0,85,22,22,0.009017853997647762,0.02242283523082733
60|4|6|2|0|1|2|1,60,4,6,2,0,1,2,1,37,10,10,0.5784144997596741,0.6109235286712646
60|6|3|2|1|1|1|0,60,6,3,2,1,1,1,0,126,32,32,0.006660180864855647,0.014614074258133769
60|6|6|2|1|1|2|1,60,6,6,2,1,1,2,1,42,11,11,0.4553954377770424,0.509620189666748
60|6|7|2|1|1|2|1,60,6,7,2,1,1,2,1,30,8,8,0.5520131140947342,0.572331964969635
60|0|0|2|0|0|1|0,60,0,0,2,0,0,1,0,97,25,25,0.053487151861190796,0.21844251453876495
60|1|0|2|0|1|1|0,60,1,0,2,0,1,1,0,51,13,13,0.015202331822365522,0.0428159199655056
60|6|4|2|1|1|1|0,60,6,4,2,1,1,1,0,100,25,25,0.005667976685799658,0.013774183811619878
60|4|5|2|0|1|2|1,60,4,5,2,0,1,2,1,48,12,12,0.5201192945241928,0.5626683086156845
60|5|6|2|0|1|2|1,60,5,6,2,0,1,2,1,43,11,11,0.5472722053527832,0.5787672996520996
60|5|3|2|0|1|1|0,60,5,3,2,0,1,1,0,40,10,10,0.009829053422436118,0.02138343919068575
60|5|3|2|1|1|1|0,60,5,3,2,1,1,1,0,81,21,21,0.006068209186196327,0.0187996719032526
60|2|2|2|0|1|1|0,60,2,2,2,0,1,1,0,34,9,9,0.00811229832470417,0.030540906824171543
60|2|7|2|0|1|4|7,60,2,7,2,0,1,4,7,42,11,11,0.7881419807672501,0.8206713646650314
60|3|5|2|0|1|2|1,60,3,5,2,0,1,2,1,30,8,8,0.5696539133787155,0.598606288433075
60|2|1|3|0|1|1|0,60,2,1,3,0,1,1,0,83,21,21,0.010748901404440403,0.026238086633384228
60|6|7|3|1|1|2|1,60,6,7,3,1,1,2,1,31,8,8,0.5362881422042847,0.5726658999919891
60|0|0|3|0|1|1|0,60,0,0,3,0,1,1,0,139,35,35,0.02810987737029791,0.06313563883304596
60|5|6|3|0|1|2|1,60,5,6,3,0,1,2,1,36,9,9,0.5472801178693771,0.5833733379840851
60|1|1|3|0|1|1|0,60,1,1,3,0,1,1,0,176,44,44,0.017089140601456165,0.04704191908240318
60|3|2|3|0|1|1|0,60,3,2,3,0,1,1,0,95,24,24,0.01124347047880292,0.029269002377986908
60|6|4|3|1|1|1|0,60,6,4,3,1,1,1,0,81,21,21,0.006250209640711546,0.015032452531158924
60|5|6|3|1|1|2|1,60,5,6,3,1,1,2,1,36,9,9,0.5284591019153595,0.559406965970993
60|0|0|3|0|0|1|0,60,0,0,3,0,0,1,0,84,21,21,0.061357240192592144,0.23625441268086433
60|4|6|3|0|1|2|1,60,4,6,3,0,1,2,1,45,12,12,0.5777897834777832,0.6161890625953674
60|5|3|3|1|1|1|0,60,5,3,3,1,1,1,0,68,17,17,0.007329168845899403,0.017193110194057226
60|1|0|3|0|1|1|0,60,1,0,3,0,1,1,0,68,17,17,0.01354916114360094,0.041982763446867466
60|3|6|3|0|1|3|3,60,3,6,3,0,1,3,3,37,10,10,0.6706538200378418,0.7093642950057983
60|6|3|3|1|1|1|0,60,6,3,3,1,1,1,0,126,32,32,0.004782008589245379,0.015212879981845617
60|3|7|3|0|1|4|7,60,3,7,3,0,1,4,7,52,13,13,0.7500733286142349,0.7814889997243881
60|7|4|3|1|1|1|0,60,7,4,3,1,1,1,0,145,37,37,0.0045703076757490635,0.011949926614761353
60|4|7|3|0|1|3|3,60,4,7,3,0,1,3,3,57,15,15,0.6943638324737549,0.7154328227043152
60|7|5|3|1|1|1|0,60,7,5,3,1,1,1,0,128,32,32,0.004622295848093927,0.010997627396136522
60|5|3|3|0|1|1|0,60,5,3,3,0,1,1,0,42,11,11,0.009013694245368242,0.019964223261922598
60|4|5|3|0|1|2|1,60,4,5,3,0,1,2,1,60,15,15,0.5263229161500931,0.561304971575737
60|4|2|3|0|1|1|0,60,4,2,3,0,1,1,0,78,20,20,0.00795897631905973,0.02010797755792737
60|2|2|3|0|1|1|0,60,2,2,3,0,1,1,0,37,10,10,0.011245102621614933,0.03463347256183624
60|2|7|3|0|1|4|7,60,2,7,3,0,1,4,7,31,8,8,0.7820479273796082,0.8183872699737549
60|3|5|3|0|1|2|1,60,3,5,3,0,1,2,1,34,9,9,0.5671879351139069,0.6030207723379135
60|6|6|3|1|1|2|1,60,6,6,3,1,1,2,1,35,9,9,0.45301856100559235,0.5144844055175781
60|2|6|3|0|1|3|3,60,2,6,3,0,1,3,3,31,8,8,0.7281120121479034,0.7579804956912994
61|0|0|0|0|0|1|0,61,0,0,0,0,0,1,0,105,27,27,0.04816562309861183,0.22734931111335754
61|4|2|0|0|1|1|0,61,4,2,0,0,1,1,0,101,26,26,0.008497504517436028,0.021955804899334908
61|6|4|0|1|1|1|0,61,6,4,0,1,1,1,0,127,32,32,0.005446793744340539,0.014849621336907148
61|2|1|0|0|1|1|0,61,2,1,0,0,1,1,0,121,31,31,0.009486405178904533,0.029521580785512924
61|6|3|0|1|1|1|0,61,6,3,0,1,1,1,0,151,38,38,0.005839713383466005,0.015887518413364887
61|3|6|0|0|1|3|3,61,3,6,0,0,1,3,3,57,15,15,0.6597930192947388,0.6942148804664612
61|5|6|0|0|1|2|1,61,5,6,0,0,1,2,1,62,16,16,0.5280594229698181,0.5681876987218857
61|7|5|0|1|1|1|0,61,7,5,0,1,1,1,0,136,34,34,0.0039385094423778355,0.010725824162364006
61|3|5|0|0|1|2|1,61,3,5,0,0,1,2,1,39,10,10,0.5649713277816772,0.6011320948600769
61|7|4|0|1|1|1|0,61,7,4,0,1,1,1,0,138,35,35,0.004629155504517257,0.01154727442190051
61|2|7|0|0|1|4|7,61,2,7,0,0,1,4,7,61,16,16,0.7804775238037109,0.8100770115852356
61|5|3|0|0|1|1|0,61,5,3,0,0,1,1,0,37,10,10,0.010402798652648926,0.024832352995872498
61|0|0|0|0|1|1|0,61,0,0,0,0,1,1,0,150,38,38,0.025876601692289114,0.06544009409844875
61|5|3|0|1|1|1|0,61,5,3,0,1,1,1,0,87,22,22,0.007311061955988407,0.0199675764888525
61|3|2|0|0|1|1|0,61,3,2,0,0,1,1,0,110,28,28,0.009826757246628404,0.027480274438858032
61|5|6|0|1|1|2|1,61,5,6,0,1,1,2,1,51,13,13,0.5175654590129852,0.5455409288406372
61|4|6|0|0|1|2|1,61,4,6,0,0,1,2,1,43,11,11,0.5715120434761047,0.608996719121933
61|1|1|0|0|1|1|0,61,1,1,0,0,1,1,0,139,35,35,0.01684014406055212,0.03864645026624203
61|2|6|0|0|1|4|7,61,2,6,0,0,1,4,7,29,8,8,0.7312998175621033,0.7518400549888611
61|1|0|0|0|1|1|0,61,1,0,0,0,1,1,0,51,13,13,0.018164964392781258,0.04177428036928177
61|4|7|0|0|1|3|3,61,4,7,0,0,1,3,3,56,14,14,0.6867348551750183,0.7120175063610077
61|3|7|0|0|1|4|7,61,3,7,0,0,1,4,7,42,11,11,0.7442938685417175,0.7857197374105453
61|4|5|0|0|1|2|1,61,4,5,0,0,1,2,1,51,13,13,0.5090997517108917,0.5513923466205597
61|4|7|0|0|1|4|7,61,4,7,0,0,1,4,7,29,8,8,0.7087290287017822,0.7511016130447388
61|7|5|1|1|1|1|0,61,7,5,1,1,1,1,0,170,43,43,0.00339954363880679,0.01194577501155436
61|5|3|1|1|1|1|0,61,5,3,1,1,1,1,0,109,28,28,0.008054590784013271,0.019074171781539917
61|6|3|1|1|1|1|0,61,6,3,1,1,1,1,0,131,33,33,0.006067471578717232,0.017090770415961742
61|4|2|1|0|1|1|0,61,4,2,1,0,1,1,0,97,25,25,0.009337597526609898,0.02419140748679638
61|6|4|1|1|1|1|0,61,6,4,1,1,1,1,0,127,32,32,0.0055394473019987345,0.014681483153253794
61|1|1|1|0|1|1|0,61,1,1,1,0,1,1,0,150,38,38,0.014169856207445264,0.048015148378908634
61|4|5|1|0|1|2|1,61,4,5,1,0,1,2,1,57,15,15,0.5026198625564575,0.5480644106864929
61|2|6|1|0|1|3|3,61,2,6,1,0,1,3,3,33,9,9,0.7017992734909058,0.7406793832778931
61|0|0|1|0|1|1|0,61,0,0,1,0,1,1,0,183,46,46,0.022785967215895653,0.06213757023215294
61|2|7|1|0|1|4|7,61,2,7,1,0,1,4,7,54,14,14,0.7884732186794281,0.8153435587882996
61|5|6|1|0|1|2|1,61,5,6,1,0,1,2,1,38,10,10,0.5300584137439728,0.5778965055942535
61|4|7|1|0|1|3|3,61,4,7,1,0,1,3,3,64,16,16,0.6774684339761734,0.7093000411987305
61|0|0|1|0|0|1|0,61,0,0,1,0,0,1,0,84,21,21,0.04228075873106718,0.20111335813999176
61|2|1|1|0|1|1|0,61,2,1,1,0,1,1,0,125,32,32,0.012896927073597908,0.030223533511161804
61|7|4|1|1|1|1|0,61,7,4,1,1,1,1,0,131,33,33,0.004633394069969654,0.012278691865503788
61|1|0|1|0|1|1|0,61,1,0,1,0,1,1,0,67,17,17,0.016415078192949295,0.048932209610939026
61|5|6|1|1|1|2|1,61,5,6,1,1,1,2,1,39,10,10,0.4976899176836014,0.5516592860221863
61|3|2|1|0|1|1|0,61,3,2,1,0,1,1,0,104,26,26,0.010411353781819344,0.02604161947965622
61|3|7|1|0|1|4|7,61,3,7,1,0,1,4,7,68,17,17,0.7418215125799179,0.7726366370916367
61|4|6|1|0|1|2|1,61,4,6,1,0,1,2,1,47,12,12,0.577370285987854,0.6009288728237152
61|3|6|1|0|1|3|3,61,3,6,1,0,1,3,3,57,15,15,0.6676650643348694,0.6927938461303711
61|3|7|1|0|1|3|3,61,3,7,1,0,1,3,3,32,8,8,0.7066747397184372,0.73649562895298
61|5|3|1|0|1|1|0,61,5,3,1,0,1,1,0,42,11,11,0.008058051345869899,0.019835100043565035
61|7|5|2|1|1|1|0,61,7,5,2,1,1,1,0,166,42,42,0.00462635257281363,0.011536863632500172
61|6|3|2|1|1|1|0,61,6,3,2,1,1,1,0,149,38,38,0.0056136553175747395,0.015079629607498646
61|5|3|2|1|1|1|0,61,5,3,2,1,1,1,0,91,23,23,0.007967396406456828,0.018684283830225468
61|2|7|2|0|1|4|7,61,2,7,2,0,1,4,7,29,8,8,0.78428053855896,0.8115242123603821
61|7|4|2|1|1|1|0,61,7,4,2,1,1,1,0,131,33,33,0.0035293938126415014,0.011510692071169615
61|6|4|2|1|1|1|0,61,6,4,2,1,1,1,0,136,34,34,0.006363626685924828,0.016096766106784344
61|5|3|2|0|1|1|0,61,5,3,2,0,1,1,0,56,14,14,0.008523398544639349,0.019888256676495075
61|2|1|2|0|1|1|0,61,2,1,2,0,1,1,0,155,39,39,0.012100973166525364,0.030688398517668247
61|3|7|2|0|1|4|7,61,3,7,2,0,1,4,7,47,12,12,0.7537830770015717,0.7773910462856293
61|3|2|2|0|1|1|0,61,3,2,2,0,1,1,0,137,35,35,0.010465756990015507,0.026346437633037567
61|5|2|2|0|1|1|0,61,5,2,2,0,1,1,0,29,8,8,0.007075625006109476,0.012662396766245365
61|0|0|2|0|1|1|0,61,0,0,2,0,1,1,0,183,46,46,0.02990291826426983,0.07055732980370522
61|4|7|2|0|1|3|3,61,4,7,2,0,1,3,3,46,12,12,0.6758008301258087,0.7124219387769699
61|4|5|2|0|1|2|1,61,4,5,2,0,1,2,1,40,10,10,0.4985538646578789,0.5386496037244797
61|4|2|2|0|1|1|0,61,4,2,2,0,1,1,0,149,38,38,0.008573422208428383,0.021482402458786964
61|0|0|2|0|0|1|0,61,0,0,2,0,0,1,0,79,20,20,0.051064383238554,0.2122587263584137
61|3|6|2|0|1|3|3,61,3,6,2,0,1,3,3,35,9,9,0.6606509685516357,0.6928878724575043
61|1|0|2|0|1|1|0,61,1,0,2,0,1,1,0,95,24,24,0.015489392448216677,0.04390651360154152
61|1|1|2|0|1|1|0,61,1,1,2,0,1,1,0,202,51,51,0.01891889050602913,0.04415886290371418
61|5|6|2|0|1|2|1,61,5,6,2,0,1,2,1,42,11,11,0.5442158132791519,0.5863794833421707
61|5|6|2|1|1|2|1,61,5,6,2,1,1,2,1,29,8,8,0.5156269669532776,0.5415524840354919
61|4|6|2|0|1|2|1,61,4,6,2,0,1,2,1,36,9,9,0.5692368596792221,0.6059566140174866
61|6|7|2|1|1|2|1,61,6,7,2,1,1,2,1,31,8,8,0.5264098942279816,0.5567443370819092
61|0|0|3|0|0|1|0,61,0,0,3,0,0,1,0,93,24,24,0.0645027756690979,0.17868216335773468
61|3|7|3|0|1|4|7,61,3,7,3,0,1,4,7,42,11,11,0.7431540489196777,0.781830370426178
61|4|7|3|0|1|3|3,61,4,7,3,0,1,3,3,61,16,16,0.6704098582267761,0.7118681073188782
61|0|0|3|0|1|1|0,61,0,0,3,0,1,1,0,121,31,31,0.025937339290976524,0.06495939940214157
61|4|5|3|0|1|2|1,61,4,5,3,0,1,2,1,54,14,14,0.5197695642709732,0.5531111359596252
61|7|4|3|1|1|1|0,61,7,4,3,1,1,1,0,131,33,33,0.004022478358820081,0.012187817133963108
61|3|2|3|0|1|1|0,61,3,2,3,0,1,1,0,132,33,33,0.009249662980437279,0.023880815599113703
61|4|7|3|0|1|4|7,61,4,7,3,0,1,4,7,31,8,8,0.7286215424537659,0.7591947913169861
61|6|4|3|1|1|1|0,61,6,4,3,1,1,1,0,104,26,26,0.006332689546979964,0.013319014105945826
61|4|2|3|0|1|1|0,61,4,2,3,0,1,1,0,101,26,26,0.0076576839201152325,0.02171224169433117
61|2|1|3|0|1|1|0,61,2,1,3,0,1,1,0,143,36,36,0.01244474807754159,0.03323798067867756
61|6|3|3|1|1|1|0,61,6,3,3,1,1,1,0,136,34,34,0.004818154266104102,0.015048536704853177
61|1|1|3|0|1|1|0,61,1,1,3,0,1,1,0,140,35,35,0.016516337636858225,0.04086144454777241
61|5|3|3|1|1|1|0,61,5,3,3,1,1,1,0,95,24,24,0.006357564125210047,0.017051846720278263
61|5|6|3|0|1|2|1,61,5,6,3,0,1,2,1,49,13,13,0.5386107563972473,0.5736668109893799
61|7|5|3|1|1|1|0,61,7,5,3,1,1,1,0,174,44,44,0.0046734013594686985,0.011209136340767145
61|1|0|3|0|1|1|0,61,1,0,3,0,1,1,0,63,16,16,0.017697595991194248,0.04557369276881218
61|4|6|3|0|1|2|1,61,4,6,3,0,1,2,1,57,15,15,0.569682776927948,0.6007522344589233
61|5|3|3|0|1|1|0,61,5,3,3,0,1,1,0,44,11,11,0.009824130916967988,0.025208510924130678
61|3|6|3|0|1|3|3,61,3,6,3,0,1,3,3,49,13,13,0.6678597927093506,0.702024519443512
61|2|7|3|0|1|4|7,61,2,7,3,0,1,4,7,50,13,13,0.7752832472324371,0.808204859495163
61|5|6|3|1|1|2|1,61,5,6,3,1,1,2,1,41,11,11,0.5214543342590332,0.5547758936882019
61|2|6|3|0|1|3|3,61,2,6,3,0,1,3,3,34,9,9,0.7009676694869995,0.7400971055030823
62|1|0|0|0|1|1|0,62,1,0,0,0,1,1,0,62,16,16,0.016680258326232433,0.04117321036756039
62|0|0|0|0|0|1|0,62,0,0,0,0,0,1,0,87,22,22,0.050757648423314095,0.15458209067583084
62|5|3|0|1|1|1|0,62,5,3,0,1,1,1,0,127,32,32,0.005720814689993858,0.017414776608347893
62|7|6|0|1|1|1|0,62,7,6,0,1,1,1,0,69,18,18,0.0044615548104047775,0.009326026774942875
62|0|0|0|0|1|1|0,62,0,0,0,0,1,1,0,190,48,48,0.026008184533566236,0.06502084247767925
62|1|1|0|0|1|1|0,62,1,1,0,0,1,1,0,171,43,43,0.01946498453617096,0.0490768738090992
62|4|2|0|0|1|1|0,62,4,2,0,0,1,1,0,90,23,23,0.008172324392944574,0.02161457436159253
62|7|5|0|1|1|1|0,62,7,5,0,1,1,1,0,192,48,48,0.004708730848506093,0.012940394226461649
62|5|3|0|0|1|1|0,62,5,3,0,0,1,1,0,89,23,23,0.006215937435626984,0.019948478788137436
