search_root,container,member,kind,suffix,bytes,token,forced_random_hit
/home/billy/ccb-data,/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0044.root,zip_member,.root,1227977,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0048.root,zip_member,.root,8995827,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0049.root,zip_member,.root,9203548,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0050.root,zip_member,.root,13217424,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0051.root,zip_member,.root,6036876,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0052.root,zip_member,.root,2941826,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0053.root,zip_member,.root,11713879,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0054.root,zip_member,.root,11056922,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0055.root,zip_member,.root,7153324,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0056.root,zip_member,.root,15273160,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0057.root,zip_member,.root,8881910,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0058.root,zip_member,.root,9623179,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0059.root,zip_member,.root,12032616,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0060.root,zip_member,.root,10174098,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0061.root,zip_member,.root,10362658,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0062.root,zip_member,.root,10634393,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0063.root,zip_member,.root,10494181,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0064.root,zip_member,.root,10006223,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0065.root,zip_member,.root,10600278,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-a.zip,,filesystem,.zip,2684983533,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0012-sorted.root,zip_member,.root,25801710,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0013-sorted.root,zip_member,.root,82464565,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0014-sorted.root,zip_member,.root,6001886,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0015-sorted.root,zip_member,.root,164877109,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0016-sorted.root,zip_member,.root,20657093,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0017-sorted.root,zip_member,.root,9766059,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0018-sorted.root,zip_member,.root,120873411,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0019-sorted.root,zip_member,.root,118569477,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0020-sorted.root,zip_member,.root,93521112,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0021-sorted.root,zip_member,.root,6795,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0022-sorted.root,zip_member,.root,6795,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0023-sorted.root,zip_member,.root,6603848,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0024-sorted.root,zip_member,.root,42235235,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0025-sorted.root,zip_member,.root,5768659,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0026-sorted.root,zip_member,.root,88314988,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0027-sorted.root,zip_member,.root,58011722,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0028-sorted.root,zip_member,.root,9071168,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0029-sorted.root,zip_member,.root,43674830,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0030-sorted.root,zip_member,.root,9117933,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0031-sorted.root,zip_member,.root,65955980,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0032-sorted.root,zip_member,.root,68999370,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0033-sorted.root,zip_member,.root,92475690,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0034-sorted.root,zip_member,.root,65019593,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0035-sorted.root,zip_member,.root,46754225,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0036-sorted.root,zip_member,.root,37226919,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0037-sorted.root,zip_member,.root,82854608,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0039-sorted.root,zip_member,.root,50872738,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0040-sorted.root,zip_member,.root,54532162,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0041-sorted.root,zip_member,.root,56745351,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0042-sorted.root,zip_member,.root,56633658,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0043-sorted.root,zip_member,.root,31027,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0044-sorted.root,zip_member,.root,7496792,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0045-sorted.root,zip_member,.root,79303852,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0046-sorted.root,zip_member,.root,2520712,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0047-sorted.root,zip_member,.root,19113075,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0048-sorted.root,zip_member,.root,53036833,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0049-sorted.root,zip_member,.root,54061443,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0050-sorted.root,zip_member,.root,73323053,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0051-sorted.root,zip_member,.root,35098402,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0052-sorted.root,zip_member,.root,17314122,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0053-sorted.root,zip_member,.root,65120859,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0054-sorted.root,zip_member,.root,61683595,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0055-sorted.root,zip_member,.root,41228545,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0056-sorted.root,zip_member,.root,84522644,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0057-sorted.root,zip_member,.root,52584479,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0058-sorted.root,zip_member,.root,56657994,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0059-sorted.root,zip_member,.root,69459047,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0060-sorted.root,zip_member,.root,59705764,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0061-sorted.root,zip_member,.root,60421463,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0062-sorted.root,zip_member,.root,62060489,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0063-sorted.root,zip_member,.root,61228030,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0064-sorted.root,zip_member,.root,59537197,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0065-sorted.root,zip_member,.root,63398797,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-b.zip,,filesystem,.zip,2874563960,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0012-sorted.root,zip_member,.root,27709378,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0013-sorted.root,zip_member,.root,89641511,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0014-sorted.root,zip_member,.root,6523710,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0015-sorted.root,zip_member,.root,181287386,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0016-sorted.root,zip_member,.root,21615766,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0017-sorted.root,zip_member,.root,10598891,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0018-sorted.root,zip_member,.root,131636827,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0019-sorted.root,zip_member,.root,129698033,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0020-sorted.root,zip_member,.root,101954562,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0021-sorted.root,zip_member,.root,6795,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0022-sorted.root,zip_member,.root,6795,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0023-sorted.root,zip_member,.root,7048647,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0024-sorted.root,zip_member,.root,44948389,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0025-sorted.root,zip_member,.root,4988851,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0026-sorted.root,zip_member,.root,77124600,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0027-sorted.root,zip_member,.root,51179548,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0028-sorted.root,zip_member,.root,9709470,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0029-sorted.root,zip_member,.root,46514517,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0030-sorted.root,zip_member,.root,9802179,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0031-sorted.root,zip_member,.root,71297451,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0032-sorted.root,zip_member,.root,74522295,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0033-sorted.root,zip_member,.root,101173225,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0034-sorted.root,zip_member,.root,71345362,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0035-sorted.root,zip_member,.root,49348572,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0036-sorted.root,zip_member,.root,39412484,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0037-sorted.root,zip_member,.root,88499176,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0039-sorted.root,zip_member,.root,54129957,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0040-sorted.root,zip_member,.root,58089302,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0041-sorted.root,zip_member,.root,60575412,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0042-sorted.root,zip_member,.root,60890659,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0043-sorted.root,zip_member,.root,32226,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0044-sorted.root,zip_member,.root,7982639,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0045-sorted.root,zip_member,.root,85010101,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0046-sorted.root,zip_member,.root,2665214,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0047-sorted.root,zip_member,.root,20244544,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0048-sorted.root,zip_member,.root,56477347,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0049-sorted.root,zip_member,.root,57650642,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0050-sorted.root,zip_member,.root,80492682,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0051-sorted.root,zip_member,.root,38149478,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0052-sorted.root,zip_member,.root,18888569,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0053-sorted.root,zip_member,.root,71454883,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0054-sorted.root,zip_member,.root,67577850,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0055-sorted.root,zip_member,.root,44799586,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0056-sorted.root,zip_member,.root,92764111,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0057-sorted.root,zip_member,.root,55879611,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0058-sorted.root,zip_member,.root,60264244,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0059-sorted.root,zip_member,.root,74635423,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0060-sorted.root,zip_member,.root,63824621,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0061-sorted.root,zip_member,.root,64836585,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0062-sorted.root,zip_member,.root,66605992,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0063-sorted.root,zip_member,.root,65573978,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0064-sorted.root,zip_member,.root,63157492,,False
/home/billy/ccb-data,/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0065-sorted.root,zip_member,.root,67037963,,False
/projects/hep/fs9/shared/nnbar/billy/ccb-testbeam/data,,,missing_search_root,,0,,False
