method,alpha,fold,sigma68_ns,n_pair_residuals,shuffled_target,heldout_run
s16e_proxy_timewalk,0.01,2,1.4768369236814778,3531,False,59
s16e_proxy_timewalk,0.01,-1,1.4210753176658446,0,False,59
s16e_proxy_timewalk,0.1,0,1.2725198716928114,2799,False,59
s16e_proxy_timewalk,0.1,1,1.5174476822952663,2841,False,59
s16e_proxy_timewalk,0.1,2,1.4788976757173864,3531,False,59
s16e_proxy_timewalk,0.1,-1,1.4229550765684877,0,False,59
s16e_proxy_timewalk,1.0,0,1.2734009746243382,2799,False,59
s16e_proxy_timewalk,1.0,1,1.5045638624905533,2841,False,59
s16e_proxy_timewalk,1.0,2,1.4658686614996017,3531,False,59
s16e_proxy_timewalk,1.0,-1,1.414611166204831,0,False,59
s16e_proxy_timewalk,10.0,0,1.2597665858084364,2799,False,59
s16e_proxy_timewalk,10.0,1,1.5017156909154454,2841,False,59
s16e_proxy_timewalk,10.0,2,1.4526533305089124,3531,False,59
s16e_proxy_timewalk,10.0,-1,1.4047118690775982,0,False,59
s16e_proxy_timewalk,0.0001,0,1.3125336910858012,2799,False,60
s16e_proxy_timewalk,0.0001,1,1.4214823792974758,2838,False,60
s16e_proxy_timewalk,0.0001,2,1.4889225275130424,3399,False,60
s16e_proxy_timewalk,0.0001,-1,1.407646199298773,0,False,60
s16e_proxy_timewalk,0.001,0,1.304969065872481,2799,False,60
s16e_proxy_timewalk,0.001,1,1.4493232806951637,2838,False,60
s16e_proxy_timewalk,0.001,2,1.5061078202291276,3399,False,60
s16e_proxy_timewalk,0.001,-1,1.4201333889322576,0,False,60
s16e_proxy_timewalk,0.01,0,1.302761246827034,2799,False,60
s16e_proxy_timewalk,0.01,1,1.4589090568249128,2838,False,60
s16e_proxy_timewalk,0.01,2,1.509713588926556,3399,False,60
s16e_proxy_timewalk,0.01,-1,1.4237946308595009,0,False,60
s16e_proxy_timewalk,0.1,0,1.3015959255593943,2799,False,60
s16e_proxy_timewalk,0.1,1,1.4503678301119642,2838,False,60
s16e_proxy_timewalk,0.1,2,1.5099360485981692,3399,False,60
s16e_proxy_timewalk,0.1,-1,1.4206332680898424,0,False,60
s16e_proxy_timewalk,1.0,0,1.3117685619736474,2799,False,60
s16e_proxy_timewalk,1.0,1,1.4324676745566345,2838,False,60
s16e_proxy_timewalk,1.0,2,1.4950655586859984,3399,False,60
s16e_proxy_timewalk,1.0,-1,1.4131005984054268,0,False,60
s16e_proxy_timewalk,10.0,0,1.3073798455744825,2799,False,60
s16e_proxy_timewalk,10.0,1,1.4206052506591433,2838,False,60
s16e_proxy_timewalk,10.0,2,1.4570015602689845,3399,False,60
s16e_proxy_timewalk,10.0,-1,1.394995552167537,0,False,60
s16e_proxy_timewalk,0.0001,0,1.33398386508255,2622,False,61
s16e_proxy_timewalk,0.0001,1,1.2926055911152805,2640,False,61
s16e_proxy_timewalk,0.0001,2,1.325145147269118,3399,False,61
s16e_proxy_timewalk,0.0001,-1,1.317244867822316,0,False,61
s16e_proxy_timewalk,0.001,0,1.3428489801650776,2622,False,61
s16e_proxy_timewalk,0.001,1,1.3209237263531324,2640,False,61
s16e_proxy_timewalk,0.001,2,1.3355326991624223,3399,False,61
s16e_proxy_timewalk,0.001,-1,1.333101801893544,0,False,61
s16e_proxy_timewalk,0.01,0,1.343392091710858,2622,False,61
s16e_proxy_timewalk,0.01,1,1.3278052409212024,2640,False,61
s16e_proxy_timewalk,0.01,2,1.338084753308715,3399,False,61
s16e_proxy_timewalk,0.01,-1,1.3364273619802585,0,False,61
s16e_proxy_timewalk,0.1,0,1.3448350032446827,2622,False,61
s16e_proxy_timewalk,0.1,1,1.3259555571122175,2640,False,61
s16e_proxy_timewalk,0.1,2,1.3447261914843218,3399,False,61
s16e_proxy_timewalk,0.1,-1,1.338505583947074,0,False,61
s16e_proxy_timewalk,1.0,0,1.3432656290140756,2622,False,61
s16e_proxy_timewalk,1.0,1,1.3098102590122815,2640,False,61
s16e_proxy_timewalk,1.0,2,1.3292400839077951,3399,False,61
s16e_proxy_timewalk,1.0,-1,1.327438657311384,0,False,61
s16e_proxy_timewalk,10.0,0,1.3492990170213557,2622,False,61
s16e_proxy_timewalk,10.0,1,1.2954495456541366,2640,False,61
s16e_proxy_timewalk,10.0,2,1.3124110628103685,3399,False,61
s16e_proxy_timewalk,10.0,-1,1.3190532084952868,0,False,61
s16e_proxy_timewalk,0.0001,0,1.2488125066221034,2799,False,62
s16e_proxy_timewalk,0.0001,1,1.5085235085911406,2841,False,62
s16e_proxy_timewalk,0.0001,2,1.5003875114378462,3399,False,62
s16e_proxy_timewalk,0.0001,-1,1.4192411755503633,0,False,62
s16e_proxy_timewalk,0.001,0,1.2601291482286976,2799,False,62
s16e_proxy_timewalk,0.001,1,1.541055158940599,2841,False,62
s16e_proxy_timewalk,0.001,2,1.5032675043157562,3399,False,62
s16e_proxy_timewalk,0.001,-1,1.4348172704950175,0,False,62
s16e_proxy_timewalk,0.01,0,1.2639876178467526,2799,False,62
s16e_proxy_timewalk,0.01,1,1.5513913965230215,2841,False,62
s16e_proxy_timewalk,0.01,2,1.5090695638095266,3399,False,62
s16e_proxy_timewalk,0.01,-1,1.4414828593931002,0,False,62
s16e_proxy_timewalk,0.1,0,1.264123147013413,2799,False,62
s16e_proxy_timewalk,0.1,1,1.5510858602235666,2841,False,62
s16e_proxy_timewalk,0.1,2,1.5089298690345245,3399,False,62
s16e_proxy_timewalk,0.1,-1,1.441379625423835,0,False,62
s16e_proxy_timewalk,1.0,0,1.273573967841167,2799,False,62
s16e_proxy_timewalk,1.0,1,1.5286103378869156,2841,False,62
s16e_proxy_timewalk,1.0,2,1.4963001739560227,3399,False,62
s16e_proxy_timewalk,1.0,-1,1.4328281598947017,0,False,62
s16e_proxy_timewalk,10.0,0,1.2706565899667983,2799,False,62
s16e_proxy_timewalk,10.0,1,1.5156413244716274,2841,False,62
s16e_proxy_timewalk,10.0,2,1.4752665820065531,3399,False,62
s16e_proxy_timewalk,10.0,-1,1.420521498814993,0,False,62
s16e_proxy_timewalk,0.0001,0,1.2772243812202857,2799,False,63
s16e_proxy_timewalk,0.0001,1,1.4289217402404553,2841,False,63
s16e_proxy_timewalk,0.0001,2,1.4849807204246512,4710,False,63
s16e_proxy_timewalk,0.0001,-1,1.3970422806284641,0,False,63
s16e_proxy_timewalk,0.001,0,1.3015574064169615,2799,False,63
s16e_proxy_timewalk,0.001,1,1.4651432797821846,2841,False,63
s16e_proxy_timewalk,0.001,2,1.492628532147781,4710,False,63
s16e_proxy_timewalk,0.001,-1,1.4197764061156424,0,False,63
s16e_proxy_timewalk,0.01,0,1.3067496917280297,2799,False,63
s16e_proxy_timewalk,0.01,1,1.4735709863348414,2841,False,63
s16e_proxy_timewalk,0.01,2,1.495940204322424,4710,False,63
s16e_proxy_timewalk,0.01,-1,1.4254202941284317,0,False,63
s16e_proxy_timewalk,0.1,0,1.3071632367073986,2799,False,63
s16e_proxy_timewalk,0.1,1,1.4749110215040924,2841,False,63
s16e_proxy_timewalk,0.1,2,1.4954967736063576,4710,False,63
s16e_proxy_timewalk,0.1,-1,1.4258570106059496,0,False,63
s16e_proxy_timewalk,1.0,0,1.3128501638248133,2799,False,63
s16e_proxy_timewalk,1.0,1,1.4638634011790201,2841,False,63
s16e_proxy_timewalk,1.0,2,1.4831856890328532,4710,False,63
s16e_proxy_timewalk,1.0,-1,1.419966418012229,0,False,63
s16e_proxy_timewalk,10.0,0,1.3113531458177605,2799,False,63
s16e_proxy_timewalk,10.0,1,1.447815600053866,2841,False,63
s16e_proxy_timewalk,10.0,2,1.4791395019338913,4710,False,63
s16e_proxy_timewalk,10.0,-1,1.4127694159351727,0,False,63
s16e_proxy_timewalk,0.0001,0,1.3051326065755455,3018,False,65
s16e_proxy_timewalk,0.0001,1,1.4205740383396226,3534,False,65
s16e_proxy_timewalk,0.0001,2,1.4019563726984332,4710,False,65
s16e_proxy_timewalk,0.0001,-1,1.375887672537867,0,False,65
s16e_proxy_timewalk,0.001,0,1.314222370804607,3018,False,65
s16e_proxy_timewalk,0.001,1,1.4358785076017582,3534,False,65
s16e_proxy_timewalk,0.001,2,1.4182370296306204,4710,False,65
s16e_proxy_timewalk,0.001,-1,1.3894459693456618,0,False,65
s16e_proxy_timewalk,0.01,0,1.3120119485593442,3018,False,65
s16e_proxy_timewalk,0.01,1,1.443341405962233,3534,False,65
s16e_proxy_timewalk,0.01,2,1.4197092349690568,4710,False,65
s16e_proxy_timewalk,0.01,-1,1.3916875298302112,0,False,65
s16e_proxy_timewalk,0.1,0,1.3144140082396567,3018,False,65
s16e_proxy_timewalk,0.1,1,1.442529380796022,3534,False,65
s16e_proxy_timewalk,0.1,2,1.4173397285414249,4710,False,65
s16e_proxy_timewalk,0.1,-1,1.3914277058590345,0,False,65
s16e_proxy_timewalk,1.0,0,1.319249591830773,3018,False,65
s16e_proxy_timewalk,1.0,1,1.4411923266124442,3534,False,65
s16e_proxy_timewalk,1.0,2,1.414567420093523,4710,False,65
s16e_proxy_timewalk,1.0,-1,1.3916697795122468,0,False,65
s16e_proxy_timewalk,10.0,0,1.3159783712919633,3018,False,65
s16e_proxy_timewalk,10.0,1,1.4410628567985027,3534,False,65
s16e_proxy_timewalk,10.0,2,1.4145561381735825,4710,False,65
s16e_proxy_timewalk,10.0,-1,1.3905324554213496,0,False,65
