feature,coefficient,method,base_method,best_alpha,train_pulses,heldout_run
pre_line_slope_adc_per_sample,0.25467417702718026,s16e_ml_proxy,template_phase,100.0,9171,59
pre_min_adc,0.099668569792112,s16e_ml_proxy,template_phase,100.0,9171,59
log1p_pre_range,0.035826120939675986,s16e_ml_proxy,template_phase,100.0,9171,59
log1p_line_absmax,-0.05530252171844177,s16e_ml_proxy,template_phase,100.0,9171,59
proxy_x_log_amp,0.09851369126699186,s16e_ml_proxy,template_phase,100.0,9171,59
s02_waveform_feature_0,0.06423142560339137,s16e_ml_proxy,template_phase,100.0,9036,60
s02_waveform_feature_1,-0.13231192436761882,s16e_ml_proxy,template_phase,100.0,9036,60
s02_waveform_feature_2,-0.2654651811694574,s16e_ml_proxy,template_phase,100.0,9036,60
s02_waveform_feature_3,0.25241847771113324,s16e_ml_proxy,template_phase,100.0,9036,60
s02_waveform_feature_4,0.06002018020616946,s16e_ml_proxy,template_phase,100.0,9036,60
s02_waveform_feature_5,0.2793488518807306,s16e_ml_proxy,template_phase,100.0,9036,60
s02_waveform_feature_6,0.09308091547397787,s16e_ml_proxy,template_phase,100.0,9036,60
s02_waveform_feature_7,-0.47770528482691926,s16e_ml_proxy,template_phase,100.0,9036,60
s02_waveform_feature_8,0.05287072639094513,s16e_ml_proxy,template_phase,100.0,9036,60
s02_waveform_feature_9,0.20360363586987335,s16e_ml_proxy,template_phase,100.0,9036,60
s02_waveform_feature_10,0.34278239815038075,s16e_ml_proxy,template_phase,100.0,9036,60
s02_waveform_feature_11,-0.021660046389774222,s16e_ml_proxy,template_phase,100.0,9036,60
s02_waveform_feature_12,-0.2744939982488394,s16e_ml_proxy,template_phase,100.0,9036,60
s02_waveform_feature_13,0.1542135193543892,s16e_ml_proxy,template_phase,100.0,9036,60
s02_waveform_feature_14,0.2751766496779071,s16e_ml_proxy,template_phase,100.0,9036,60
s02_waveform_feature_15,-0.04073716017795842,s16e_ml_proxy,template_phase,100.0,9036,60
s02_waveform_feature_16,-0.32232818307666955,s16e_ml_proxy,template_phase,100.0,9036,60
s02_waveform_feature_17,-0.05353253353945585,s16e_ml_proxy,template_phase,100.0,9036,60
s02_waveform_feature_18,-0.029111801270725567,s16e_ml_proxy,template_phase,100.0,9036,60
s02_waveform_feature_19,0.5941332389852853,s16e_ml_proxy,template_phase,100.0,9036,60
s02_waveform_feature_20,0.08210708467974387,s16e_ml_proxy,template_phase,100.0,9036,60
s02_waveform_feature_21,-1.8606416303043125,s16e_ml_proxy,template_phase,100.0,9036,60
s02_waveform_feature_22,1.0999350922205366,s16e_ml_proxy,template_phase,100.0,9036,60
s02_waveform_feature_23,0.7607065380835926,s16e_ml_proxy,template_phase,100.0,9036,60
pre_range_adc,0.015592746613816356,s16e_ml_proxy,template_phase,100.0,9036,60
pre_std_adc,-0.02653544527319992,s16e_ml_proxy,template_phase,100.0,9036,60
pre_line_absmax_adc,-0.1522451479441438,s16e_ml_proxy,template_phase,100.0,9036,60
pre_line_rms_adc,-0.10156292000514178,s16e_ml_proxy,template_phase,100.0,9036,60
pre_line_slope_adc_per_sample,0.24906631898196244,s16e_ml_proxy,template_phase,100.0,9036,60
pre_min_adc,-0.019754074289905856,s16e_ml_proxy,template_phase,100.0,9036,60
log1p_pre_range,-0.051340194210797926,s16e_ml_proxy,template_phase,100.0,9036,60
log1p_line_absmax,0.002342841786011549,s16e_ml_proxy,template_phase,100.0,9036,60
proxy_x_log_amp,0.09513988525133098,s16e_ml_proxy,template_phase,100.0,9036,60
s02_waveform_feature_0,0.17761374868076746,s16e_ml_proxy,template_phase,100.0,8661,61
s02_waveform_feature_1,-0.06921956126888738,s16e_ml_proxy,template_phase,100.0,8661,61
s02_waveform_feature_2,-0.1908093602930001,s16e_ml_proxy,template_phase,100.0,8661,61
s02_waveform_feature_3,0.34649611789358326,s16e_ml_proxy,template_phase,100.0,8661,61
s02_waveform_feature_4,0.053441952524841,s16e_ml_proxy,template_phase,100.0,8661,61
s02_waveform_feature_5,0.35806058187113743,s16e_ml_proxy,template_phase,100.0,8661,61
s02_waveform_feature_6,-0.05727401118413231,s16e_ml_proxy,template_phase,100.0,8661,61
s02_waveform_feature_7,-0.24131165898994453,s16e_ml_proxy,template_phase,100.0,8661,61
s02_waveform_feature_8,-0.09227856868098097,s16e_ml_proxy,template_phase,100.0,8661,61
s02_waveform_feature_9,0.18127631784859413,s16e_ml_proxy,template_phase,100.0,8661,61
s02_waveform_feature_10,0.14800003693571986,s16e_ml_proxy,template_phase,100.0,8661,61
s02_waveform_feature_11,-0.021585278851082138,s16e_ml_proxy,template_phase,100.0,8661,61
s02_waveform_feature_12,-0.008188180162866278,s16e_ml_proxy,template_phase,100.0,8661,61
s02_waveform_feature_13,0.08452493075220746,s16e_ml_proxy,template_phase,100.0,8661,61
s02_waveform_feature_14,0.10121148567184846,s16e_ml_proxy,template_phase,100.0,8661,61
s02_waveform_feature_15,0.12808867963731846,s16e_ml_proxy,template_phase,100.0,8661,61
s02_waveform_feature_16,-0.27825004003852566,s16e_ml_proxy,template_phase,100.0,8661,61
s02_waveform_feature_17,-0.460200608555428,s16e_ml_proxy,template_phase,100.0,8661,61
s02_waveform_feature_18,0.06625105647796385,s16e_ml_proxy,template_phase,100.0,8661,61
s02_waveform_feature_19,0.7398752536225695,s16e_ml_proxy,template_phase,100.0,8661,61
s02_waveform_feature_20,0.055517611906149164,s16e_ml_proxy,template_phase,100.0,8661,61
s02_waveform_feature_21,-2.0212260823872703,s16e_ml_proxy,template_phase,100.0,8661,61
s02_waveform_feature_22,1.1691905786864853,s16e_ml_proxy,template_phase,100.0,8661,61
s02_waveform_feature_23,0.8520355037001038,s16e_ml_proxy,template_phase,100.0,8661,61
pre_range_adc,0.17727200443499827,s16e_ml_proxy,template_phase,100.0,8661,61
pre_std_adc,0.07846761022232682,s16e_ml_proxy,template_phase,100.0,8661,61
pre_line_absmax_adc,-0.23360261553366396,s16e_ml_proxy,template_phase,100.0,8661,61
pre_line_rms_adc,-0.2826795633932395,s16e_ml_proxy,template_phase,100.0,8661,61
pre_line_slope_adc_per_sample,0.3085162601922413,s16e_ml_proxy,template_phase,100.0,8661,61
pre_min_adc,0.30903280596242727,s16e_ml_proxy,template_phase,100.0,8661,61
log1p_pre_range,-0.07807908261738111,s16e_ml_proxy,template_phase,100.0,8661,61
log1p_line_absmax,0.010843552647843705,s16e_ml_proxy,template_phase,100.0,8661,61
proxy_x_log_amp,0.1187268752333762,s16e_ml_proxy,template_phase,100.0,8661,61
s02_waveform_feature_0,0.16543964957522203,s16e_ml_proxy,template_phase,100.0,9039,62
s02_waveform_feature_1,-0.2660718336632239,s16e_ml_proxy,template_phase,100.0,9039,62
s02_waveform_feature_2,-0.03971322290074506,s16e_ml_proxy,template_phase,100.0,9039,62
s02_waveform_feature_3,0.3133830262787926,s16e_ml_proxy,template_phase,100.0,9039,62
s02_waveform_feature_4,0.058438337251298086,s16e_ml_proxy,template_phase,100.0,9039,62
s02_waveform_feature_5,0.35507814029235685,s16e_ml_proxy,template_phase,100.0,9039,62
s02_waveform_feature_6,-0.005743837061644539,s16e_ml_proxy,template_phase,100.0,9039,62
s02_waveform_feature_7,-0.3294758288489928,s16e_ml_proxy,template_phase,100.0,9039,62
s02_waveform_feature_8,-0.02159354119837427,s16e_ml_proxy,template_phase,100.0,9039,62
s02_waveform_feature_9,0.22247181576683164,s16e_ml_proxy,template_phase,100.0,9039,62
s02_waveform_feature_10,0.22201876677822469,s16e_ml_proxy,template_phase,100.0,9039,62
s02_waveform_feature_11,-0.1136846903683077,s16e_ml_proxy,template_phase,100.0,9039,62
s02_waveform_feature_12,-0.11218068983919106,s16e_ml_proxy,template_phase,100.0,9039,62
s02_waveform_feature_13,0.24516586724889516,s16e_ml_proxy,template_phase,100.0,9039,62
s02_waveform_feature_14,0.15002246636532143,s16e_ml_proxy,template_phase,100.0,9039,62
s02_waveform_feature_15,-0.019792449640521615,s16e_ml_proxy,template_phase,100.0,9039,62
s02_waveform_feature_16,-0.2281382771935319,s16e_ml_proxy,template_phase,100.0,9039,62
s02_waveform_feature_17,-0.303790414166774,s16e_ml_proxy,template_phase,100.0,9039,62
s02_waveform_feature_18,-0.027227209745511818,s16e_ml_proxy,template_phase,100.0,9039,62
s02_waveform_feature_19,0.7029483184432611,s16e_ml_proxy,template_phase,100.0,9039,62
s02_waveform_feature_20,0.08378302431478794,s16e_ml_proxy,template_phase,100.0,9039,62
s02_waveform_feature_21,-1.9593120485214894,s16e_ml_proxy,template_phase,100.0,9039,62
s02_waveform_feature_22,1.1412987403234773,s16e_ml_proxy,template_phase,100.0,9039,62
s02_waveform_feature_23,0.8180133081987089,s16e_ml_proxy,template_phase,100.0,9039,62
pre_range_adc,-0.004932039024309362,s16e_ml_proxy,template_phase,100.0,9039,62
pre_std_adc,-0.03583526581720999,s16e_ml_proxy,template_phase,100.0,9039,62
pre_line_absmax_adc,0.019229653021648335,s16e_ml_proxy,template_phase,100.0,9039,62
pre_line_rms_adc,-0.1596034728131177,s16e_ml_proxy,template_phase,100.0,9039,62
pre_line_slope_adc_per_sample,0.14909274287251206,s16e_ml_proxy,template_phase,100.0,9039,62
pre_min_adc,0.3060847073951782,s16e_ml_proxy,template_phase,100.0,9039,62
log1p_pre_range,-0.06011917991690679,s16e_ml_proxy,template_phase,100.0,9039,62
log1p_line_absmax,-0.022507776798865564,s16e_ml_proxy,template_phase,100.0,9039,62
proxy_x_log_amp,0.025690456790259157,s16e_ml_proxy,template_phase,100.0,9039,62
s02_waveform_feature_0,0.056790866472867026,s16e_ml_proxy,template_phase,100.0,10350,63
s02_waveform_feature_1,-0.04832659037670094,s16e_ml_proxy,template_phase,100.0,10350,63
s02_waveform_feature_2,-0.22218388054765018,s16e_ml_proxy,template_phase,100.0,10350,63
s02_waveform_feature_3,0.2362645271957523,s16e_ml_proxy,template_phase,100.0,10350,63
s02_waveform_feature_4,0.08509219658978293,s16e_ml_proxy,template_phase,100.0,10350,63
s02_waveform_feature_5,0.36072623789159225,s16e_ml_proxy,template_phase,100.0,10350,63
s02_waveform_feature_6,0.002533921035102577,s16e_ml_proxy,template_phase,100.0,10350,63
s02_waveform_feature_7,-0.3473202685409903,s16e_ml_proxy,template_phase,100.0,10350,63
s02_waveform_feature_8,-0.039038799713770174,s16e_ml_proxy,template_phase,100.0,10350,63
s02_waveform_feature_9,0.20670721427005287,s16e_ml_proxy,template_phase,100.0,10350,63
s02_waveform_feature_10,0.31761255519087306,s16e_ml_proxy,template_phase,100.0,10350,63
s02_waveform_feature_11,-0.08837831326267877,s16e_ml_proxy,template_phase,100.0,10350,63
s02_waveform_feature_12,-0.20306395180052864,s16e_ml_proxy,template_phase,100.0,10350,63
s02_waveform_feature_13,0.19689834061746855,s16e_ml_proxy,template_phase,100.0,10350,63
s02_waveform_feature_14,0.24885925151225366,s16e_ml_proxy,template_phase,100.0,10350,63
s02_waveform_feature_15,-0.032113372406648556,s16e_ml_proxy,template_phase,100.0,10350,63
s02_waveform_feature_16,-0.23728332363619933,s16e_ml_proxy,template_phase,100.0,10350,63
s02_waveform_feature_17,-0.2654980877582823,s16e_ml_proxy,template_phase,100.0,10350,63
s02_waveform_feature_18,-0.02703848003224074,s16e_ml_proxy,template_phase,100.0,10350,63
s02_waveform_feature_19,0.6710673435473562,s16e_ml_proxy,template_phase,100.0,10350,63
s02_waveform_feature_20,0.07858840037665059,s16e_ml_proxy,template_phase,100.0,10350,63
s02_waveform_feature_21,-1.9329142690864507,s16e_ml_proxy,template_phase,100.0,10350,63
s02_waveform_feature_22,1.1254911139378785,s16e_ml_proxy,template_phase,100.0,10350,63
s02_waveform_feature_23,0.8074231551485482,s16e_ml_proxy,template_phase,100.0,10350,63
pre_range_adc,0.0799198920045363,s16e_ml_proxy,template_phase,100.0,10350,63
pre_std_adc,0.002668469201009995,s16e_ml_proxy,template_phase,100.0,10350,63
pre_line_absmax_adc,-0.14312057571238013,s16e_ml_proxy,template_phase,100.0,10350,63
pre_line_rms_adc,-0.1919492052861472,s16e_ml_proxy,template_phase,100.0,10350,63
pre_line_slope_adc_per_sample,0.30759488226435333,s16e_ml_proxy,template_phase,100.0,10350,63
pre_min_adc,0.12934014327955176,s16e_ml_proxy,template_phase,100.0,10350,63
log1p_pre_range,-0.016233338300024307,s16e_ml_proxy,template_phase,100.0,10350,63
log1p_line_absmax,-0.03874017918906514,s16e_ml_proxy,template_phase,100.0,10350,63
proxy_x_log_amp,0.08485526133417716,s16e_ml_proxy,template_phase,100.0,10350,63
s02_waveform_feature_0,0.057032824704996786,s16e_ml_proxy,template_phase,100.0,11262,65
s02_waveform_feature_1,-0.08446433272822959,s16e_ml_proxy,template_phase,100.0,11262,65
s02_waveform_feature_2,-0.2153448998114035,s16e_ml_proxy,template_phase,100.0,11262,65
s02_waveform_feature_3,0.3181591770372823,s16e_ml_proxy,template_phase,100.0,11262,65
s02_waveform_feature_4,0.04878572134474887,s16e_ml_proxy,template_phase,100.0,11262,65
s02_waveform_feature_5,0.363807798025012,s16e_ml_proxy,template_phase,100.0,11262,65
s02_waveform_feature_6,-0.0031962619501130062,s16e_ml_proxy,template_phase,100.0,11262,65
s02_waveform_feature_7,-0.3273370497855781,s16e_ml_proxy,template_phase,100.0,11262,65
s02_waveform_feature_8,-0.027810612580874236,s16e_ml_proxy,template_phase,100.0,11262,65
s02_waveform_feature_9,0.19195304707385077,s16e_ml_proxy,template_phase,100.0,11262,65
s02_waveform_feature_10,0.28182674560199356,s16e_ml_proxy,template_phase,100.0,11262,65
s02_waveform_feature_11,-0.06962088024715772,s16e_ml_proxy,template_phase,100.0,11262,65
s02_waveform_feature_12,-0.16787727532105493,s16e_ml_proxy,template_phase,100.0,11262,65
s02_waveform_feature_13,0.20707032096099248,s16e_ml_proxy,template_phase,100.0,11262,65
s02_waveform_feature_14,0.20519822525860168,s16e_ml_proxy,template_phase,100.0,11262,65
s02_waveform_feature_15,0.000593536432549896,s16e_ml_proxy,template_phase,100.0,11262,65
s02_waveform_feature_16,-0.26700826780105924,s16e_ml_proxy,template_phase,100.0,11262,65
s02_waveform_feature_17,-0.2591012321848987,s16e_ml_proxy,template_phase,100.0,11262,65
s02_waveform_feature_18,-0.008871623132025596,s16e_ml_proxy,template_phase,100.0,11262,65
s02_waveform_feature_19,0.7016735958794116,s16e_ml_proxy,template_phase,100.0,11262,65
s02_waveform_feature_20,0.0836856411504229,s16e_ml_proxy,template_phase,100.0,11262,65
s02_waveform_feature_21,-1.9785507570192764,s16e_ml_proxy,template_phase,100.0,11262,65
s02_waveform_feature_22,1.147843136256846,s16e_ml_proxy,template_phase,100.0,11262,65
s02_waveform_feature_23,0.8307076207626927,s16e_ml_proxy,template_phase,100.0,11262,65
pre_range_adc,0.053620421697590515,s16e_ml_proxy,template_phase,100.0,11262,65
pre_std_adc,-0.01660499078912387,s16e_ml_proxy,template_phase,100.0,11262,65
pre_line_absmax_adc,-0.13063564245589476,s16e_ml_proxy,template_phase,100.0,11262,65
pre_line_rms_adc,-0.18162929107767076,s16e_ml_proxy,template_phase,100.0,11262,65
pre_line_slope_adc_per_sample,0.2739296134301925,s16e_ml_proxy,template_phase,100.0,11262,65
pre_min_adc,0.13434273063825183,s16e_ml_proxy,template_phase,100.0,11262,65
log1p_pre_range,-0.01941639221980703,s16e_ml_proxy,template_phase,100.0,11262,65
log1p_line_absmax,-0.021280486332275365,s16e_ml_proxy,template_phase,100.0,11262,65
proxy_x_log_amp,0.08142434450308271,s16e_ml_proxy,template_phase,100.0,11262,65
