heldout_run,method,n_pairs,n_events,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,mae_ns,rmse_ns
63,mlp,1110,370,1.3995508155814402,5.203638929836894,0.02252252252252252,1.559394849991832,5.203638929836894
63,cnn1d,1110,370,2.912575052436919,6.058336067204579,0.04504504504504504,2.5604821873282675,6.058336067204579
63,siamese_cnn_meta,1110,370,1.1454602980071686,5.737748967051665,0.00990990990990991,1.3045336539663634,5.737748967051665
65,uncorrected_cfd20,198,66,2.9933861916712807,4.118823718779123,0.2878787878787879,3.51805784142855,4.118823718779123
65,traditional_base_huber,198,66,1.7365218051672744,1.828639268227569,0.005050505050505051,1.448815121337237,1.828639268227569
65,traditional_atom_mean,198,66,1.678513298015515,1.7383942594470987,0.0,1.3863853571518303,1.7383942594470987
65,traditional_atom_slope,198,66,1.5488285492589209,1.573771638273261,0.0,1.2827620176256662,1.573771638273261
65,traditional_atom_early_minus_late,198,66,1.5467735590841194,1.5681026394276663,0.0,1.2785762104836833,1.5681026394276663
65,traditional_atom_quiet_proxy_bin,198,66,1.8001984142210272,1.7858835065023064,0.0,1.430093788108853,1.7858835065023064
65,traditional_atom_large_lowering_flag,198,66,1.545922319010876,1.5827687463915787,0.0,1.2889849771744073,1.5827687463915787
65,ridge,198,66,1.9944222858337617,1.8658900885615317,0.005050505050505051,1.5478459586561832,1.8658900885615317
65,gradient_boosted_trees,198,66,1.446591618460643,1.3850981437430023,0.0,1.1391246478803745,1.3850981437430023
65,mlp,198,66,1.4247227462051248,1.539719849927105,0.010101010101010102,1.2083577356911108,1.539719849927105
65,cnn1d,198,66,2.6468533799901044,2.4837862105309374,0.03535353535353535,2.0908713914908876,2.4837862105309374
65,siamese_cnn_meta,198,66,1.408874778305616,1.347534221112799,0.0,1.096104596237379,1.347534221112799
