method,stratum,level,n,bias_ns,sigma68_ns,rms_ns,tail_fraction_abs_gt_5ns,tail_fraction_abs_gt_10ns,calibration_slope,q_template_mse,failure_rate_abs_gt_5ns
1d_cnn,curvature_energy_bin,smooth,1752,-2.497945041940114,5.043847657649577,6.748999200062049,0.3852739726027397,0.11015981735159817,1.067938729377033,0.11650566893002515,0.3852739726027397
compact_waveform_transformer,curvature_energy_bin,smooth,1752,0.6226151081960314,4.562502929497894,6.553750685874705,0.2939497716894977,0.06506849315068493,0.9897084202853321,0.11650566893002515,0.2939497716894977
gradient_boosted_trees,curvature_energy_bin,smooth,1752,-0.3717828975800762,3.6534290690997056,5.434658370111293,0.1769406392694064,0.0319634703196347,1.0050945736181163,0.11650566893002515,0.1769406392694064
matched_filter_residual_transformer_new,curvature_energy_bin,smooth,1752,-0.9890100330255471,4.428160075178,6.243614785528564,0.2779680365296804,0.04794520547945205,1.0091526180134451,0.11650566893002515,0.2779680365296804
mlp,curvature_energy_bin,smooth,1752,-0.9793123641131374,4.073034148270461,5.534837569383183,0.2208904109589041,0.030821917808219176,1.008707941081351,0.11650566893002515,0.2208904109589041
ridge,curvature_energy_bin,smooth,1752,0.2762230928300058,3.6517166396495373,5.710754785162942,0.1969178082191781,0.03367579908675799,1.0062129475163857,0.11650566893002515,0.1969178082191781
traditional_median_template_cfd_timewalk_shape,curvature_energy_bin,smooth,1752,0.21656932630014936,1.031399561377265,0.9952681318161651,0.0,0.0,0.9943769617851608,0.11650566893002515,0.0
1d_cnn,derivative_onset_bin,nominal,1653,-1.7477819278389912,5.118299951433059,6.074858465813269,0.3617664851784634,0.0852994555353902,0.8756708489017517,0.0405679222226463,0.3617664851784634
compact_waveform_transformer,derivative_onset_bin,nominal,1653,-0.5636585541234602,5.439214083590011,6.473514298286981,0.3472474289171204,0.09013914095583787,1.180579742000546,0.0405679222226463,0.3472474289171204
gradient_boosted_trees,derivative_onset_bin,nominal,1653,-0.4729844813558728,3.360082402937473,4.390460402117808,0.1560798548094374,0.013914095583787053,0.9836687257620272,0.0405679222226463,0.1560798548094374
matched_filter_residual_transformer_new,derivative_onset_bin,nominal,1653,-0.8411235645155788,4.429307545156782,5.60829687225013,0.26981246218995764,0.04053236539624924,1.1659753795096919,0.0405679222226463,0.26981246218995764
mlp,derivative_onset_bin,nominal,1653,-1.1559757714015988,3.8506596576089103,4.7066962036270725,0.19479733817301875,0.019963702359346643,0.9969580445190327,0.0405679222226463,0.19479733817301875
ridge,derivative_onset_bin,nominal,1653,-0.9174836558196917,3.5667794277676634,4.797317746514843,0.18572292800967938,0.023593466424682397,1.0406878241939062,0.0405679222226463,0.18572292800967938
traditional_median_template_cfd_timewalk_shape,derivative_onset_bin,nominal,1653,0.3532746548698471,0.9926136288359767,0.9055152813203363,0.0,0.0,0.9907798343675808,0.0405679222226463,0.0
1d_cnn,derivative_onset_bin,sharp,1761,-1.0990655764359012,5.424262992931867,6.740984622765343,0.36229415105053947,0.09426462237365134,0.7875893936828743,0.04448931256912956,0.36229415105053947
compact_waveform_transformer,derivative_onset_bin,sharp,1761,-0.036092172196886096,5.31447587825707,6.924632434486899,0.3418512208972175,0.08972174900624645,1.0594094285237512,0.04448931256912956,0.3418512208972175
gradient_boosted_trees,derivative_onset_bin,sharp,1761,-0.6781076827268966,3.2955752950249284,4.870428464451239,0.15332197614991483,0.019307211811470756,0.9877243123020218,0.04448931256912956,0.15332197614991483
matched_filter_residual_transformer_new,derivative_onset_bin,sharp,1761,-0.3757477975315453,4.329512291967545,6.074473690400981,0.2663259511641113,0.043725156161272004,1.1316592340284404,0.04448931256912956,0.2663259511641113
mlp,derivative_onset_bin,sharp,1761,-1.3330824860901522,3.8886082070675485,5.2855225519900335,0.2015900056785917,0.030096536059057353,1.0162288801596626,0.04448931256912956,0.2015900056785917
ridge,derivative_onset_bin,sharp,1761,-0.9039505373131487,3.5029952120303367,5.263827902794448,0.1845542305508234,0.027825099375354913,1.0776436374847136,0.04448931256912956,0.1845542305508234
traditional_median_template_cfd_timewalk_shape,derivative_onset_bin,sharp,1761,0.43887296594243175,1.023670650860133,0.9281093786316466,0.0,0.0,0.9923947417223796,0.04448931256912956,0.0
1d_cnn,derivative_onset_bin,slow,1512,-0.02820645702029978,8.398657840769335,10.767050907128757,0.4748677248677249,0.2400793650793651,1.0437828261164868,0.4777875998089286,0.4748677248677249
compact_waveform_transformer,derivative_onset_bin,slow,1512,-0.41458300696916695,6.575491549856695,9.358720827294276,0.419973544973545,0.14814814814814814,1.0326285713504735,0.4777875998089286,0.419973544973545
gradient_boosted_trees,derivative_onset_bin,slow,1512,0.5978235051199068,4.28047576445734,7.962490347613746,0.25925925925925924,0.08531746031746032,0.9983368742829147,0.4777875998089286,0.25925925925925924
matched_filter_residual_transformer_new,derivative_onset_bin,slow,1512,-0.7724421520177422,5.709484957746577,9.50770993603801,0.35648148148148145,0.13624338624338625,0.9692410127429387,0.4777875998089286,0.35648148148148145
mlp,derivative_onset_bin,slow,1512,0.6962601166746989,4.348095455781746,7.876418667077407,0.2837301587301587,0.08333333333333333,1.0017785814408382,0.4777875998089286,0.2837301587301587
ridge,derivative_onset_bin,slow,1512,0.7469324960357646,4.385987188317758,7.889188813570033,0.29365079365079366,0.08333333333333333,0.9971207438484269,0.4777875998089286,0.29365079365079366
traditional_median_template_cfd_timewalk_shape,derivative_onset_bin,slow,1512,-0.04007630358814396,1.0737310765543153,1.0085772201675145,0.0,0.0,0.9968396962769291,0.4777875998089286,0.0
1d_cnn,energy_bin,q1_low,1274,-3.196486111215739,6.781880627060184,9.330457556280827,0.4976452119309262,0.22527472527472528,1.0666228388006986,0.4403262550013248,0.4976452119309262
compact_waveform_transformer,energy_bin,q1_low,1274,-0.33608897227523826,5.290991948904463,7.537297007028275,0.33516483516483514,0.0847723704866562,1.019438464063789,0.4403262550013248,0.33516483516483514
gradient_boosted_trees,energy_bin,q1_low,1274,-0.6263380153876601,3.776419018342021,6.074291423762885,0.19544740973312402,0.04631083202511774,1.0034556553063567,0.4403262550013248,0.19544740973312402
matched_filter_residual_transformer_new,energy_bin,q1_low,1274,-0.9665500730828276,4.839674418026245,7.548737044584478,0.32653061224489793,0.08869701726844584,0.9806081462036269,0.4403262550013248,0.32653061224489793
mlp,energy_bin,q1_low,1274,-0.6267524620413152,4.014972025263978,6.3257934876406425,0.2150706436420722,0.04866562009419152,1.0051037169877586,0.4403262550013248,0.2150706436420722
ridge,energy_bin,q1_low,1274,0.21607382221812976,3.619840197509528,6.222660331413275,0.206436420722135,0.04866562009419152,1.0096623418751012,0.4403262550013248,0.206436420722135
traditional_median_template_cfd_timewalk_shape,energy_bin,q1_low,1274,0.022464648928633757,1.0842028318620922,1.1032791834395856,0.0,0.0,0.9935056245497834,0.4403262550013248,0.0
1d_cnn,energy_bin,q2,1377,-1.452825446974808,4.762194691186894,7.058902329246288,0.3355119825708061,0.0784313725490196,1.0327920076587822,0.09637142316497727,0.3355119825708061
compact_waveform_transformer,energy_bin,q2,1377,1.0550547998948332,5.168317745673477,7.393863208001457,0.34350036310820625,0.09005083514887437,1.0169956260356374,0.09637142316497727,0.34350036310820625
gradient_boosted_trees,energy_bin,q2,1377,-0.14399220128404489,3.36662065355739,5.929527151099972,0.15904139433551198,0.04066811909949165,1.0047001865449046,0.09637142316497727,0.15904139433551198
matched_filter_residual_transformer_new,energy_bin,q2,1377,-0.5571481046826747,4.250294178057568,6.728663119892085,0.2534495279593319,0.05374001452432825,1.0105293055108284,0.09637142316497727,0.2534495279593319
mlp,energy_bin,q2,1377,-0.9220140611110912,4.084756801627384,6.103993548939291,0.22585330428467684,0.042846768336964415,1.0073271848926066,0.09637142316497727,0.22585330428467684
ridge,energy_bin,q2,1377,-0.421347811919631,3.8824308887937518,6.21751222949078,0.22294843863471314,0.04212055192447349,1.0065185043379685,0.09637142316497727,0.22294843863471314
traditional_median_template_cfd_timewalk_shape,energy_bin,q2,1377,0.31145817204379256,1.0165381562581475,0.8520171109202836,0.0,0.0,0.9964683260853926,0.09637142316497727,0.0
1d_cnn,energy_bin,q3,1280,1.6201092396187349,4.1146853040953,6.83824845431735,0.29296875,0.09296875,0.9590408613872052,0.08851751693394891,0.29296875
compact_waveform_transformer,energy_bin,q3,1280,0.8851813193020526,5.645363131891151,7.5617985887622705,0.38359375,0.11015625,1.011885379841311,0.08851751693394891,0.38359375
gradient_boosted_trees,energy_bin,q3,1280,-0.40476844782016963,3.640145179540329,5.83370579303288,0.1859375,0.0375,0.9950288666119473,0.08851751693394891,0.1859375
matched_filter_residual_transformer_new,energy_bin,q3,1280,0.11148967317447855,4.8622180195607925,7.150644327370387,0.2984375,0.06640625,0.9535611833516077,0.08851751693394891,0.2984375
mlp,energy_bin,q3,1280,-0.8100197276375705,4.1355022442328035,6.003084685761758,0.225,0.04140625,0.9976463791189886,0.08851751693394891,0.225
ridge,energy_bin,q3,1280,-0.6526939012217672,3.9725478337442084,6.051150912322567,0.2328125,0.04453125,0.9949935844393063,0.08851751693394891,0.2328125
traditional_median_template_cfd_timewalk_shape,energy_bin,q3,1280,0.45130992283979543,1.0268206296345166,0.877183879122619,0.0,0.0,0.9954487552683873,0.08851751693394891,0.0
1d_cnn,energy_bin,q4_high,995,-3.0001126137047454,6.256565608091552,7.563253041441939,0.48542713567839196,0.15678391959798996,0.959505740878362,0.06114350304930198,0.48542713567839196
compact_waveform_transformer,energy_bin,q4_high,995,-3.5439411475006457,5.190623606176012,7.229371159549786,0.4221105527638191,0.15879396984924624,1.042788924465508,0.06114350304930198,0.4221105527638191
gradient_boosted_trees,energy_bin,q4_high,995,-0.21141843007981898,3.626320801025404,5.392108394433407,0.2150753768844221,0.023115577889447236,0.9892986429210245,0.06114350304930198,0.2150753768844221
matched_filter_residual_transformer_new,energy_bin,q4_high,995,-1.321120004319873,4.8970117609864365,7.299649193663111,0.3085427135678392,0.07839195979899498,0.9193619279533265,0.06114350304930198,0.3085427135678392
mlp,energy_bin,q4_high,995,-0.5516585715397099,3.9401026142936995,5.39710836992928,0.23417085427135678,0.03819095477386935,1.0101443479554402,0.06114350304930198,0.23417085427135678
ridge,energy_bin,q4_high,995,-0.7675304061308204,3.7074479232620288,5.458761849668877,0.20904522613065327,0.0371859296482412,0.9967839069844806,0.06114350304930198,0.20904522613065327
traditional_median_template_cfd_timewalk_shape,energy_bin,q4_high,995,0.3671202436265588,1.054039191676558,0.9406019497370721,0.0,0.0,0.9939579172674231,0.06114350304930198,0.0
1d_cnn,late_tail_morphology,compact,2943,-1.7187596613610427,5.700541065945444,7.215340700477977,0.4016309887869521,0.12402310567448183,0.8999067024666116,0.15080823148100067,0.4016309887869521
compact_waveform_transformer,late_tail_morphology,compact,2943,-0.5462385009649395,5.849090183422821,7.250990537105713,0.3720693170234455,0.10975195378865103,1.1871515412647466,0.15080823148100067,0.3720693170234455
gradient_boosted_trees,late_tail_morphology,compact,2943,-0.6024525101779057,3.3599065326554634,5.050297381183725,0.15358477743798846,0.02378525314305131,0.9777948383653904,0.15080823148100067,0.15358477743798846
matched_filter_residual_transformer_new,late_tail_morphology,compact,2943,-1.116719125241481,4.47532534091008,6.206382101893126,0.29221882432891605,0.05164797825348284,1.0269484680614012,0.15080823148100067,0.29221882432891605
mlp,late_tail_morphology,compact,2943,-1.2498436003892452,3.8966963722014896,5.3594229123724055,0.19877675840978593,0.029561671763506627,0.9874895234408546,0.15080823148100067,0.19877675840978593
ridge,late_tail_morphology,compact,2943,-0.8326576723422754,3.737168716598647,5.4825029500789375,0.20455317703024126,0.03058103975535168,1.0166823839868606,0.15080823148100067,0.20455317703024126
traditional_median_template_cfd_timewalk_shape,late_tail_morphology,compact,2943,0.3314668132984564,1.0360259191538872,0.9501536763543272,0.0,0.0,0.9939957616752617,0.15080823148100067,0.0
1d_cnn,late_tail_morphology,diffuse_tail,564,-0.9144612478087488,4.740332611137756,5.725845161613253,0.3120567375886525,0.0549645390070922,0.6732835750721385,0.03644284500357192,0.3120567375886525
compact_waveform_transformer,late_tail_morphology,diffuse_tail,564,-1.0360836028949825,4.734882845626759,5.605019851801587,0.31382978723404253,0.04964539007092199,0.7666696441818878,0.03644284500357192,0.31382978723404253
gradient_boosted_trees,late_tail_morphology,diffuse_tail,564,-0.12278190680575918,3.4124259121482927,4.178319272587293,0.11879432624113476,0.012411347517730497,0.9623065612008422,0.03644284500357192,0.11879432624113476
matched_filter_residual_transformer_new,late_tail_morphology,diffuse_tail,564,0.7646358588590401,3.552124870800867,4.818807630115225,0.1950354609929078,0.02127659574468085,0.8919990452586578,0.03644284500357192,0.1950354609929078
mlp,late_tail_morphology,diffuse_tail,564,-0.6074377114132132,3.910195440706149,4.611341414424339,0.19680851063829788,0.01950354609929078,0.8841311339869163,0.03644284500357192,0.19680851063829788
ridge,late_tail_morphology,diffuse_tail,564,-0.7340953891799136,3.2252019075747675,4.397468090869265,0.15602836879432624,0.02304964539007092,1.094502486225745,0.03644284500357192,0.15602836879432624
traditional_median_template_cfd_timewalk_shape,late_tail_morphology,diffuse_tail,564,0.6323139770002478,0.9787359230025476,0.8929993020661147,0.0,0.0,0.9584519716000768,0.03644284500357192,0.0
1d_cnn,late_tail_morphology,late_derivative_bump,339,-3.194259411295068,7.6828735637945424,10.502713323829818,0.5014749262536873,0.22713864306784662,0.96653874555155,0.5320607084739806,0.5014749262536873
compact_waveform_transformer,late_tail_morphology,late_derivative_bump,339,-0.838276563595481,5.984265953397089,7.390107375589119,0.39233038348082594,0.10914454277286136,1.087412095578153,0.5320607084739806,0.39233038348082594
gradient_boosted_trees,late_tail_morphology,late_derivative_bump,339,-0.3457236081955335,3.3229306531509026,5.419813284109102,0.21238938053097345,0.035398230088495575,1.0485275423390268,0.5320607084739806,0.21238938053097345
matched_filter_residual_transformer_new,late_tail_morphology,late_derivative_bump,339,0.2816615317769404,5.335330014183404,6.738839801567823,0.3392330383480826,0.10324483775811209,0.9328689573637018,0.5320607084739806,0.3392330383480826
mlp,late_tail_morphology,late_derivative_bump,339,-0.4246411912808217,3.5535428748989797,5.784334177259003,0.23008849557522124,0.0471976401179941,1.0176279852809793,0.5320607084739806,0.23008849557522124
ridge,late_tail_morphology,late_derivative_bump,339,0.01821363755032035,2.981983564119354,5.4779899529782154,0.1976401179941003,0.04424778761061947,1.021074261718349,0.5320607084739806,0.1976401179941003
traditional_median_template_cfd_timewalk_shape,late_tail_morphology,late_derivative_bump,339,-0.11197135164885452,0.8847386417611787,0.9414710437940974,0.0,0.0,1.0046695652009268,0.5320607084739806,0.0
1d_cnn,late_tail_morphology,late_rising_tail,1080,0.8943615676500016,6.187218531655766,9.614763684670965,0.39444444444444443,0.1824074074074074,1.0517843062892966,0.20654475534823394,0.39444444444444443
compact_waveform_transformer,late_tail_morphology,late_rising_tail,1080,0.8038157295875692,5.622945394683441,9.470319593991523,0.37592592592592594,0.13240740740740742,1.0135552961655694,0.20654475534823394,0.37592592592592594
gradient_boosted_trees,late_tail_morphology,late_rising_tail,1080,0.7425426725290603,4.807016458036789,8.312829109223886,0.30462962962962964,0.08981481481481482,0.9934539047428719,0.20654475534823394,0.30462962962962964
matched_filter_residual_transformer_new,late_tail_morphology,late_rising_tail,1080,-0.7175470589690036,5.772507222961355,10.064628670080806,0.3416666666666667,0.1398148148148148,0.9567352189054669,0.20654475534823394,0.3416666666666667
mlp,late_tail_morphology,late_rising_tail,1080,0.8452014048491812,4.78221254606764,8.132027529189488,0.3074074074074074,0.09074074074074075,1.0054156030737698,0.20654475534823394,0.3074074074074074
ridge,late_tail_morphology,late_rising_tail,1080,0.840678299535675,4.257283588077715,8.131915116273097,0.2953703703703704,0.08888888888888889,0.9914202961822187,0.20654475534823394,0.2953703703703704
traditional_median_template_cfd_timewalk_shape,late_tail_morphology,late_rising_tail,1080,-0.043938051203193496,1.0835298544611343,0.9904230694096036,0.0,0.0,0.991910097100615,0.20654475534823394,0.0
1d_cnn,peak_phase_bin,early_phase,2133,-0.763604160770555,6.098609797905336,8.147477228009338,0.4083450539146742,0.13830285982184717,1.0218159036391374,0.17051494185587035,0.4083450539146742
compact_waveform_transformer,peak_phase_bin,early_phase,2133,-0.60588217688721,6.233418375739259,7.778412489030704,0.41022034692920767,0.12705110173464604,1.02514937121036,0.17051494185587035,0.41022034692920767
gradient_boosted_trees,peak_phase_bin,early_phase,2133,-0.1519390908259748,3.7041347291880724,5.861992877868988,0.19315518049695266,0.03750586029067042,0.9999811175317543,0.17051494185587035,0.19315518049695266
matched_filter_residual_transformer_new,peak_phase_bin,early_phase,2133,-0.9604259198221783,4.995344494471469,7.13082303053222,0.32864510079699955,0.0829817158931083,0.9779959119147995,0.17051494185587035,0.32864510079699955
mlp,peak_phase_bin,early_phase,2133,-0.5561719128809255,4.201254428073529,6.146187633183633,0.24800750117205814,0.048288795124238164,1.002693333053169,0.17051494185587035,0.24800750117205814
ridge,peak_phase_bin,early_phase,2133,-0.40924163075293585,4.08385282244987,6.168136565604405,0.23441162681669012,0.0473511486169714,1.0011887878201706,0.17051494185587035,0.23441162681669012
traditional_median_template_cfd_timewalk_shape,peak_phase_bin,early_phase,2133,0.2947450412739485,1.021514595935201,0.9653027784601144,0.0,0.0,0.9941967411614447,0.17051494185587035,0.0
1d_cnn,peak_phase_bin,late_phase,1140,-1.4172825270929152,5.8374761852041095,7.890389347710563,0.38421052631578945,0.13771929824561405,1.0128993039219454,0.152990937393331,0.38421052631578945
compact_waveform_transformer,peak_phase_bin,late_phase,1140,-0.5165008961062307,5.4390275821808025,7.855011341097443,0.33771929824561403,0.10526315789473684,1.015923553618898,0.152990937393331,0.33771929824561403
gradient_boosted_trees,peak_phase_bin,late_phase,1140,-0.5380783434846057,3.6709980716941457,6.316743624818238,0.19824561403508772,0.04473684210526316,0.989480617631203,0.152990937393331,0.19824561403508772
matched_filter_residual_transformer_new,peak_phase_bin,late_phase,1140,0.33799491894979816,4.413196236594847,7.7629655099803205,0.2614035087719298,0.07192982456140351,0.9447052757134137,0.152990937393331,0.2614035087719298
mlp,peak_phase_bin,late_phase,1140,-0.9766798942703482,3.9422139561834917,6.19523026033199,0.21403508771929824,0.04473684210526316,0.992435423276577,0.152990937393331,0.21403508771929824
ridge,peak_phase_bin,late_phase,1140,-0.5681208571518415,3.579831358355668,6.260141328592566,0.21052631578947367,0.04649122807017544,0.991778933558363,0.152990937393331,0.21052631578947367
traditional_median_template_cfd_timewalk_shape,peak_phase_bin,late_phase,1140,0.33617920268921075,0.962541570916231,0.9236390393474323,0.0,0.0,0.9960734423367655,0.152990937393331,0.0
1d_cnn,peak_phase_bin,mid_phase,1653,-1.1165665225274637,5.659506657094965,7.8126599178283005,0.39019963702359345,0.13188142770719904,1.0087209201663057,0.19945630137471435,0.39019963702359345
compact_waveform_transformer,peak_phase_bin,mid_phase,1653,0.1127436102607362,5.256667068431117,7.231969532509062,0.3333333333333333,0.08469449485783424,1.0120160255616375,0.19945630137471435,0.3333333333333333
gradient_boosted_trees,peak_phase_bin,mid_phase,1653,-0.29372429418693446,3.5282141269424705,5.469059528065555,0.1705989110707804,0.03327283726557774,1.0061474233161418,0.19945630137471435,0.1705989110707804
matched_filter_residual_transformer_new,peak_phase_bin,mid_phase,1653,-0.8388636012374064,4.399896292219727,6.838956916831004,0.2752571082879613,0.055051421657592255,0.9913617145945525,0.19945630137471435,0.2752571082879613
mlp,peak_phase_bin,mid_phase,1653,-0.7745907529601563,4.001393555916481,5.651189010137555,0.2014519056261343,0.03508771929824561,1.0134329303258571,0.19945630137471435,0.2014519056261343
ridge,peak_phase_bin,mid_phase,1653,-0.2704551110984337,3.7738402457409266,5.686578956130727,0.20326678765880218,0.036297640653357534,1.013654505322509,0.19945630137471435,0.20326678765880218
traditional_median_template_cfd_timewalk_shape,peak_phase_bin,mid_phase,1653,0.2267488177704884,1.0430205970314157,0.9811119903531725,0.0,0.0,0.995382576435934,0.19945630137471435,0.0
1d_cnn,pedestal_drift_bin,high,1523,-1.1006463300543476,7.6047245481285275,9.876399627394967,0.48391332895600786,0.20945502298095864,1.0056469220928907,0.4003954135330444,0.48391332895600786
compact_waveform_transformer,pedestal_drift_bin,high,1523,-2.0464774902740768,6.614282872955258,8.684738532756077,0.4674983585029547,0.16152330925804334,1.0414125838993407,0.4003954135330444,0.4674983585029547
gradient_boosted_trees,pedestal_drift_bin,high,1523,-0.08154544476222159,3.763241110191391,6.661528093568988,0.19369665134602757,0.05384110308601445,1.0019782441664031,0.4003954135330444,0.19369665134602757
matched_filter_residual_transformer_new,pedestal_drift_bin,high,1523,-0.9610470255199139,4.965321671691107,8.083355265395737,0.3335521996060407,0.09980302035456336,0.9731528672184746,0.4003954135330444,0.3335521996060407
mlp,pedestal_drift_bin,high,1523,-0.08446365472589434,4.062084087648719,6.7724380522880026,0.22652659225213395,0.06106369008535785,1.0045169994921015,0.4003954135330444,0.22652659225213395
ridge,pedestal_drift_bin,high,1523,-0.06488094140210166,3.836538088506437,6.668916317268087,0.22127380170715694,0.05909389363099146,1.0004882947057707,0.4003954135330444,0.22127380170715694
traditional_median_template_cfd_timewalk_shape,pedestal_drift_bin,high,1523,0.23041475097118735,1.035675311545872,0.996430752436688,0.0,0.0,0.9954060494751553,0.4003954135330444,0.0
1d_cnn,pedestal_drift_bin,low,1649,-1.1420418236332495,5.265585534468208,7.1635774935147465,0.36082474226804123,0.09581564584596726,1.021698652816946,0.0768731136910608,0.36082474226804123
compact_waveform_transformer,pedestal_drift_bin,low,1649,0.18671668372779848,4.825488234155243,7.263970414546433,0.30442692540933897,0.09096422073984232,0.995467887916906,0.0768731136910608,0.30442692540933897
gradient_boosted_trees,pedestal_drift_bin,low,1649,-0.29651264677491007,3.484506932723773,5.6482463208785,0.17343844754396603,0.03214069132807762,1.003825997895745,0.0768731136910608,0.17343844754396603
matched_filter_residual_transformer_new,pedestal_drift_bin,low,1649,-0.7061738015391477,4.623470793795699,7.2452476264211,0.2922983626440267,0.0624620982413584,0.9704797374349021,0.0768731136910608,0.2922983626440267
mlp,pedestal_drift_bin,low,1649,-0.9517537606564819,4.003834242667089,5.758107463487924,0.21346270466949666,0.03699211643420255,1.0118899352717547,0.0768731136910608,0.21346270466949666
ridge,pedestal_drift_bin,low,1649,-0.4990376765726481,4.044875630641785,5.981942435996878,0.22801697998787143,0.038811400848999394,1.011443533985541,0.0768731136910608,0.22801697998787143
traditional_median_template_cfd_timewalk_shape,pedestal_drift_bin,low,1649,0.2783749226226604,1.0111406094550928,0.9351997568145424,0.0,0.0,0.9935098835376692,0.0768731136910608,0.0
1d_cnn,pedestal_drift_bin,mid,1754,-0.9584211261819888,5.208246703006721,6.764347214383772,0.35461801596351195,0.11003420752565564,1.0137594164222972,0.07483085888938754,0.35461801596351195
compact_waveform_transformer,pedestal_drift_bin,mid,1754,0.3675736783009693,5.164524619223444,6.553651338529349,0.3403648802736602,0.07696693272519954,0.9920579007022844,0.07483085888938754,0.3403648802736602
gradient_boosted_trees,pedestal_drift_bin,mid,1754,-0.4140762316817659,3.600014428839165,5.256113633416349,0.19327251995438996,0.029076396807297605,0.9959226401547264,0.07483085888938754,0.19327251995438996
matched_filter_residual_transformer_new,pedestal_drift_bin,mid,1754,-0.3841851058470578,4.504197751490901,6.207502861693371,0.2645381984036488,0.05416191562143672,0.9695390067531084,0.07483085888938754,0.2645381984036488
mlp,pedestal_drift_bin,mid,1754,-1.0318855031278558,4.127444079337697,5.498275554253335,0.2331812998859749,0.0330672748004561,1.0031682345305541,0.07483085888938754,0.2331812998859749
ridge,pedestal_drift_bin,mid,1754,-0.5207777325814913,3.7034311979740737,5.5021891710294,0.20695553021664767,0.03420752565564424,1.000690655362397,0.07483085888938754,0.20695553021664767
traditional_median_template_cfd_timewalk_shape,pedestal_drift_bin,mid,1754,0.34310820794910213,1.0217008866004302,0.9612793544613452,0.0,0.0,0.9940237662885888,0.07483085888938754,0.0
1d_cnn,pid_sideband,central,3417,-0.8968448162116545,5.258369381262189,7.073383271941468,0.3517705589698566,0.10213637693883523,1.024115725323761,0.08247892497723804,0.3517705589698566
compact_waveform_transformer,pid_sideband,central,3417,0.48177244148313036,4.966074593238454,6.988419352776028,0.31665203394790753,0.08779631255487269,0.9970087067399871,0.08247892497723804,0.31665203394790753
gradient_boosted_trees,pid_sideband,central,3417,-0.2666180014149928,3.578150954685519,5.677654494542651,0.1829089844893181,0.03482587064676617,1.0018544982807829,0.08247892497723804,0.1829089844893181
matched_filter_residual_transformer_new,pid_sideband,central,3417,-0.5907392216861034,4.468892426783139,6.8782276597509755,0.27568042142230026,0.061164764413227976,0.9748650907751348,0.08247892497723804,0.27568042142230026
mlp,pid_sideband,central,3417,-0.7388168639766803,4.078508054927644,5.838330218943457,0.2273924495171203,0.038923031899326895,1.0081680666194965,0.08247892497723804,0.2273924495171203
