run,run_group,sample_family,method,family,model_family,n_pair_residuals,bias_ns,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,ci_low,ci_high,delta_vs_traditional_ns,delta_ci_low,delta_ci_high
50,sample_i_analysis,Sample I,ridge_waveform_amp_shape_stave,ml,ridge,180,-0.7488049014769511,-0.8745371061923422,1.1018099335597387,1.251708139301751,0.0,0.9808994716111283,1.3023979760492983,-0.09950517895626021,-0.24544025097176997,0.08534139305423144
50,sample_i_analysis,Sample I,analytic_timewalk,traditional,traditional_s03_analytic_timewalk,180,1.005948073997678,1.5923071936029487,1.2013151125159989,1.3083755299798856,0.005555555555555556,1.1253920680032765,1.2898844491928003,0.0,0.0,0.0
50,sample_i_analysis,Sample I,feature_gated_waveform_amp_shape_stave,ml,new_feature_gated_architecture,180,-0.8162887951553712,-0.9167675042530519,1.2064172558585913,1.2607493993544183,0.0,1.0397839682646057,1.362680266448359,0.005102143342592402,-0.23191855442123896,0.19258064800275865
51,sample_i_analysis,Sample I,cnn1d_waveform_amp_shape_stave,ml,1d_cnn,102,-1.566961045808361,-0.7313933599570106,0.9463283048928057,7.003164397656626,0.0196078431372549,0.7166585494503678,1.2812175493451856,-0.3031868226811574,-0.5938760113072631,0.03852283453639658
51,sample_i_analysis,Sample I,hgb_waveform_amp_shape_stave,ml,gradient_boosted_trees,102,-1.0305726521696006,-0.394685755741385,0.9919035148003411,4.705303459629049,0.058823529411764705,0.7202826251627741,1.4571412837384519,-0.257611612773622,-0.5951014378123987,0.18638569855563822
51,sample_i_analysis,Sample I,mlp_waveform_amp_shape_stave,ml,mlp,102,-1.8705371916408056,-0.780982457727589,1.1122626070181219,9.049791065045397,0.029411764705882353,0.9060206909079244,1.5026962947604074,-0.13725252055584125,-0.4212373422099901,0.21997173195845196
51,sample_i_analysis,Sample I,ridge_waveform_amp_shape_stave,ml,ridge,102,-1.2631470199934418,-0.8053367559635944,1.157814224401404,5.095198151430411,0.029411764705882353,0.9986978817786434,1.337351523102977,-0.09170090317255908,-0.36459374513929205,0.1065461010529254
51,sample_i_analysis,Sample I,analytic_timewalk,traditional,traditional_s03_analytic_timewalk,102,0.690992454091999,1.7264661850809624,1.249515127573963,4.296725877331874,0.029411764705882353,1.1419793700654433,1.4492451673890623,0.0,0.0,0.0
51,sample_i_analysis,Sample I,feature_gated_waveform_amp_shape_stave,ml,new_feature_gated_architecture,102,-1.7470646090691224,-0.9402989491345188,1.274618694946263,7.943974603061705,0.0196078431372549,1.0624371462593762,1.475155146948504,0.025103567372299906,-0.2673536973423255,0.25868681209053185
52,sample_i_analysis,Sample I,hgb_waveform_amp_shape_stave,ml,gradient_boosted_trees,66,-0.2181251172589358,-0.3752424888437993,0.8913038523346075,1.2808920931824086,0.0,0.6883550214848112,1.3698553806782046,-0.25709126813004124,-0.49837163309902704,0.25386194921307526
52,sample_i_analysis,Sample I,cnn1d_waveform_amp_shape_stave,ml,1d_cnn,66,-0.5458513631346354,-0.7855170616724862,0.9106525972640394,1.1246980526628827,0.0,0.6438479930779135,1.0431122410894296,-0.2377425232006094,-0.5563574412700559,-0.06565704935302483
52,sample_i_analysis,Sample I,mlp_waveform_amp_shape_stave,ml,mlp,66,-0.42193923189014876,-0.6727518694809049,1.0111640332519536,1.5587274859676037,0.030303030303030304,0.7518555092857735,1.23275935495098,-0.13723108721269517,-0.3983142844508836,0.09099372291565054
52,sample_i_analysis,Sample I,ridge_waveform_amp_shape_stave,ml,ridge,66,-0.5529701448809721,-0.8940740737241057,1.043357964203844,1.2709391222672384,0.015151515151515152,0.893949801972677,1.19575368543891,-0.10503715626080479,-0.31992043833831396,0.08362753274665942
52,sample_i_analysis,Sample I,analytic_timewalk,traditional,traditional_s03_analytic_timewalk,66,1.1340202930917536,1.7329921262644348,1.1483951204646488,1.0996046789536331,0.0,1.078242734944291,1.2495938187381648,0.0,0.0,0.0
52,sample_i_analysis,Sample I,feature_gated_waveform_amp_shape_stave,ml,new_feature_gated_architecture,66,-0.4742776327458098,-0.8635730509969584,1.1776822926523625,1.4959392628080357,0.030303030303030304,0.8313951885635803,1.3370865333653912,0.029287172187713706,-0.3993001176496771,0.19095167027808854
53,sample_i_analysis,Sample I,cnn1d_waveform_amp_shape_stave,ml,1d_cnn,177,-0.3528150875758487,-0.6697398894409616,0.8088409518078763,1.896556053201184,0.011299435028248588,0.6991877057431757,0.9831137164307981,-0.3430278033610239,-0.5204419956753646,-0.13348314809191897
53,sample_i_analysis,Sample I,hgb_waveform_amp_shape_stave,ml,gradient_boosted_trees,177,-0.11098455151247939,-0.3770730312060806,0.9456935153464688,1.637898467476917,0.011299435028248588,0.8156387822727654,1.1376237714360575,-0.20617523982243136,-0.37776388817752665,-0.010740120774867528
53,sample_i_analysis,Sample I,ridge_waveform_amp_shape_stave,ml,ridge,177,-0.3116917456174471,-0.5842943658909903,0.9735086085926696,1.9424212987717855,0.011299435028248588,0.8808460226611521,1.2422770392838833,-0.17836014657623056,-0.30726414099848137,0.0893347988386366
53,sample_i_analysis,Sample I,mlp_waveform_amp_shape_stave,ml,mlp,177,-0.348794715517473,-0.5050954332686359,1.0300876003285975,1.744947057236761,0.011299435028248588,0.7676690746924384,1.2856351459535207,-0.12178115484030272,-0.418088368908416,0.16633498952184647
53,sample_i_analysis,Sample I,feature_gated_waveform_amp_shape_stave,ml,new_feature_gated_architecture,177,-0.4043461534442413,-0.7440244004464347,1.100890371866235,1.8423363269567317,0.011299435028248588,1.0104464362282257,1.2234799137886767,-0.05097838330266513,-0.18853113687026615,0.10992383102807719
53,sample_i_analysis,Sample I,analytic_timewalk,traditional,traditional_s03_analytic_timewalk,177,1.5396500858646158,1.9087799009414113,1.1518687551689002,2.2949431753202223,0.011299435028248588,1.0787316299735288,1.2336914611819232,0.0,0.0,0.0
54,sample_i_analysis,Sample I,hgb_waveform_amp_shape_stave,ml,gradient_boosted_trees,150,-0.2500141075840463,-0.3464694515252411,0.7996497858692649,0.8417179170236176,0.0,0.6217098972173871,0.8918038807939432,-0.3401062987024074,-0.5802610251338273,-0.23955813550339194
54,sample_i_analysis,Sample I,cnn1d_waveform_amp_shape_stave,ml,1d_cnn,150,-0.472511170950782,-0.5891585751770272,0.8603026095014994,0.8707751828684267,0.0,0.7563419404751124,0.9963202312020146,-0.27945347507017293,-0.41777101296858554,-0.13213787648471612
54,sample_i_analysis,Sample I,mlp_waveform_amp_shape_stave,ml,mlp,150,-0.4535385469071581,-0.5325572118368349,0.8773479967198448,0.9192161799869569,0.0,0.7478911994747021,1.1031716272037075,-0.26240808785182757,-0.44066590594883887,-0.05757795297657055
54,sample_i_analysis,Sample I,ridge_waveform_amp_shape_stave,ml,ridge,150,-0.501822861802828,-0.628948359038894,1.0291545668895448,1.0462721153027175,0.0,0.9080094825579855,1.186331583097358,-0.11060151768212756,-0.30502878099156944,0.0629580474844646
54,sample_i_analysis,Sample I,feature_gated_waveform_amp_shape_stave,ml,new_feature_gated_architecture,150,-0.5459213437112687,-0.6634912781790057,1.1110792269621266,1.0258897985282873,0.0,1.0029981312733358,1.2214695337538362,-0.028676857609545747,-0.19406421173337637,0.09123951268242031
54,sample_i_analysis,Sample I,analytic_timewalk,traditional,traditional_s03_analytic_timewalk,150,1.3711560309457265,1.9199402731574864,1.1397560845716723,1.2789957340553875,0.0,1.0919099464058788,1.2398865540281232,0.0,0.0,0.0
55,sample_i_analysis,Sample I,hgb_waveform_amp_shape_stave,ml,gradient_boosted_trees,132,-0.4141359325577854,-0.5488985043893742,0.8646796049243721,0.9352521548351692,0.0,0.7322280169358677,1.14855704478058,-0.35782260918499387,-0.5270976129234393,-0.01488641857258666
55,sample_i_analysis,Sample I,ridge_waveform_amp_shape_stave,ml,ridge,132,-0.6307156596477207,-0.7619564878120428,0.9400967900172007,1.067628643727439,0.0,0.7946581846335256,1.1809129546319048,-0.2824054240921653,-0.4666937302928214,-0.010568573269483069
55,sample_i_analysis,Sample I,cnn1d_waveform_amp_shape_stave,ml,1d_cnn,132,-0.6374669339990899,-0.7202932898266035,0.9425636196656506,1.02901388090431,0.0,0.7663007964688839,1.0904090314239931,-0.2799385944437154,-0.45817719655715855,-0.12432727288062444
55,sample_i_analysis,Sample I,mlp_waveform_amp_shape_stave,ml,mlp,132,-0.672045773033835,-0.6395132894611137,0.9500666710637675,1.0149480150586336,0.0,0.8403756733363188,1.0922604465794568,-0.27243554304559847,-0.3812331534267515,-0.09805952802833902
55,sample_i_analysis,Sample I,feature_gated_waveform_amp_shape_stave,ml,new_feature_gated_architecture,132,-0.6960918336171635,-0.9040297217365065,1.0926848016911095,1.153904665222257,0.0,1.0294350036917246,1.3569229136719936,-0.1298174124182565,-0.21345714041472305,0.1426212411450175
55,sample_i_analysis,Sample I,analytic_timewalk,traditional,traditional_s03_analytic_timewalk,132,1.2156257853219081,1.7190773028274364,1.222502214109366,1.3681358221434234,0.0,1.1513116139088675,1.2966480710561592,0.0,0.0,0.0
56,sample_i_analysis,Sample I,cnn1d_waveform_amp_shape_stave,ml,1d_cnn,276,-0.6546402906466512,-0.7579654787441754,0.8541917703486881,2.5977376704047357,0.007246376811594203,0.7697047602027938,0.9918708360727888,-0.34299610824196947,-0.4530453578561701,-0.18638392524097158
56,sample_i_analysis,Sample I,hgb_waveform_amp_shape_stave,ml,gradient_boosted_trees,276,-0.3972438817528182,-0.4536427552539237,1.0024092821902961,2.3774974265860314,0.007246376811594203,0.8731773045537359,1.14003160655488,-0.19477859640036144,-0.30979146088160164,-0.03739778977599694
56,sample_i_analysis,Sample I,mlp_waveform_amp_shape_stave,ml,mlp,276,-0.6105361717207134,-0.6746927266189005,1.0527321638694396,2.7415739974868387,0.007246376811594203,0.9303260513196892,1.1802334863500739,-0.144455714721218,-0.28227075178725347,-0.011679686861733063
56,sample_i_analysis,Sample I,ridge_waveform_amp_shape_stave,ml,ridge,276,-0.5867129665685378,-0.656214732410529,1.1273702375673054,2.6514025770786884,0.007246376811594203,0.9786468498018677,1.177545001547166,-0.0698176410233522,-0.22570654194981038,0.02669162971986704
56,sample_i_analysis,Sample I,feature_gated_waveform_amp_shape_stave,ml,new_feature_gated_architecture,276,-0.6701664439153485,-0.8115143945355001,1.135569551225121,2.611249624108345,0.007246376811594203,1.0115858526127974,1.2440935816821015,-0.06161832736553663,-0.21556410301487813,0.07619114325040242
56,sample_i_analysis,Sample I,analytic_timewalk,traditional,traditional_s03_analytic_timewalk,276,1.1802519526082247,1.7290692218914714,1.1971878785906576,2.9417521848718184,0.007246376811594203,1.1264978742833347,1.2436611638690795,0.0,0.0,0.0
57,sample_i_analysis,Sample I,cnn1d_waveform_amp_shape_stave,ml,1d_cnn,192,-0.6293696609025404,-0.7515265450496393,0.9794392824482157,1.2138654031210314,0.0,0.8428346165353988,1.199930002189019,-0.2063859588790511,-0.3746820811395401,-0.008108841393881744
57,sample_i_analysis,Sample I,hgb_waveform_amp_shape_stave,ml,gradient_boosted_trees,192,-0.49173552373451374,-0.48548187901860373,1.0164918693372162,1.3128938014055147,0.005208333333333333,0.7631820215757618,1.2179830357892751,-0.1693333719900505,-0.4783125972171145,0.021286383955827902
57,sample_i_analysis,Sample I,mlp_waveform_amp_shape_stave,ml,mlp,192,-0.6269803828725172,-0.789558227756423,1.0173348588925002,1.228974761996165,0.0,0.8971177794143598,1.2011341741777297,-0.16849038243476655,-0.3368000645556154,0.004038699452258497
57,sample_i_analysis,Sample I,ridge_waveform_amp_shape_stave,ml,ridge,192,-0.6317235562999316,-0.899205432834119,1.0825179389123987,1.2730996978732645,0.0,0.945097049123604,1.349680663386279,-0.10330730241486807,-0.30980088241284287,0.10345086439806295
57,sample_i_analysis,Sample I,analytic_timewalk,traditional,traditional_s03_analytic_timewalk,192,1.205431567115937,1.7523832872656797,1.1858252413272667,1.4158082940416359,0.010416666666666666,1.1496981352304212,1.3364795145581785,0.0,0.0,0.0
57,sample_i_analysis,Sample I,feature_gated_waveform_amp_shape_stave,ml,new_feature_gated_architecture,192,-0.603298089545613,-0.7534407731888777,1.187298176513263,1.2940122197916106,0.0,1.0568688469149314,1.4115717429067443,0.001472935185996338,-0.202571865147587,0.19214613446519815
64,sample_ii_calib,Sample II,hgb_waveform_amp_shape_stave,ml,gradient_boosted_trees,630,-0.643366440625861,-0.5792984356853239,1.058030492163466,1.6912223123021326,0.006349206349206349,0.9473786674492682,1.1507579908215384,-0.5073600867961188,-0.6731444750243354,-0.35850368271220856
64,sample_ii_calib,Sample II,feature_gated_waveform_amp_shape_stave,ml,new_feature_gated_architecture,630,-0.7591968310787924,-0.7386754208805115,1.1762415295105058,1.8169394163810675,0.009523809523809525,1.0518571629702713,1.3258017718468011,-0.389149049449079,-0.5660821141006271,-0.194075602397072
64,sample_ii_calib,Sample II,cnn1d_waveform_amp_shape_stave,ml,1d_cnn,630,-0.8166566720880812,-0.7549320695537283,1.1927441265849639,1.86783323863352,0.009523809523809525,1.0668458528009732,1.3673555608379893,-0.3726464523746209,-0.5312084642815087,-0.19108016587443818
64,sample_ii_calib,Sample II,mlp_waveform_amp_shape_stave,ml,mlp,630,-0.7790791391585206,-0.6810310039466643,1.2123806140872415,1.8401589567371863,0.007936507936507936,1.0325464219896643,1.3686501460171139,-0.35300996487234326,-0.5968456217939122,-0.17213255138894487
64,sample_ii_calib,Sample II,ridge_waveform_amp_shape_stave,ml,ridge,630,-0.7249390021881066,-0.6596703620876063,1.2831049805427432,1.85172243525412,0.009523809523809525,1.1658822045645483,1.4055511806395813,-0.28228559841684153,-0.4536220177569312,-0.1281413256695903
64,sample_ii_calib,Sample II,analytic_timewalk,traditional,traditional_s03_analytic_timewalk,630,1.0293145893261892,1.2686753856823714,1.5653905789595848,2.1554171754881812,0.014285714285714285,1.42387078583596,1.7071191124673697,0.0,0.0,0.0
