eval_set,heldout_run,method,n,mean_observed_amplitude_adc,mean_recovered_amplitude_adc,mean_amplitude_lift_fraction,mean_charge_lift_fraction,mean_q_template_shift_fraction,timing_tail_fraction,timing_tail_delta,mean_cfd20_shift_ns,median_abs_cfd20_shift_ns
application_ge7500,65,observed,279,8300.043010752688,8300.043010752688,0.0,0.0,0.0,0.025089605734767026,0.0,0.0,0.0
application_ge7500,58,traditional_template_family,1076,8302.675650557621,8302.675650557621,0.0,0.0009791198339685059,0.000979119833968507,0.07806691449814127,0.0,0.0,0.0
application_ge7500,59,traditional_template_family,584,8455.025684931506,8455.025684931506,0.0,0.0014840643584869478,0.001484064358486949,0.015410958904109588,0.0,0.0,0.0
application_ge7500,60,traditional_template_family,232,8302.273706896553,8302.273706896553,0.0,0.0012340954681639743,0.0012340954681639732,0.04310344827586207,0.0,0.0,0.0
application_ge7500,61,traditional_template_family,277,8337.76714801444,8337.76714801444,0.0,0.0019620681381476114,0.0019620681381476096,0.036101083032490974,0.0,0.0,0.0
application_ge7500,62,traditional_template_family,357,8360.732492997198,8360.732492997198,0.0,0.001725489650274465,0.0017254896502744658,0.025210084033613446,0.0,0.0,0.0
application_ge7500,63,traditional_template_family,872,8408.629587155963,8408.629587155963,0.0,0.001549897634301898,0.001549897634301897,0.010321100917431193,0.0,0.0,0.0
application_ge7500,65,traditional_template_family,279,8300.043010752688,8300.043010752688,0.0,0.0013410330428915889,0.0013410330428915913,0.025089605734767026,0.0,0.0,0.0
boundary_6500_7000,58,ml_ratio_shape_only,701,6750.799572039943,7377.017729719957,0.0927508151604919,5.2956467563445425e-05,-0.08468087037294002,0.025677603423680456,-0.01426533523537803,0.41229078753819726,0.3124002336125109
boundary_6500_7000,59,ml_ratio_shape_only,255,6737.319607843137,7362.192935030968,0.09272022810793838,0.0006151276349398459,-0.0833520043096228,0.0196078431372549,0.0,0.4825685915420729,0.3484148980962498
boundary_6500_7000,60,ml_ratio_shape_only,159,6734.5,7294.830005357862,0.08323796979046796,0.00014260801450568914,-0.07651629368422613,0.03773584905660377,0.0,0.3721644028302804,0.2856402789257295
boundary_6500_7000,61,ml_ratio_shape_only,172,6721.674418604651,7320.917538627869,0.0891407620264637,0.0003303436665604545,-0.08121749404818357,0.03488372093023256,0.0,0.39283685780940575,0.3057823259279502
boundary_6500_7000,62,ml_ratio_shape_only,185,6749.1783783783785,7336.666525825003,0.08699679584922353,0.00012085143371401835,-0.07961527471966139,0.016216216216216217,0.0,0.45122902201039494,0.33431691085375803
boundary_6500_7000,63,ml_ratio_shape_only,415,6741.280722891566,7336.762502382199,0.08832697075943492,0.0004244655965479664,-0.08048008989060047,0.016867469879518072,-0.002409638554216869,0.4359237532530899,0.3195752266390617
boundary_6500_7000,65,ml_ratio_shape_only,238,6738.985294117647,7376.532721817217,0.09460507382533359,0.0008475967198226878,-0.08520594400729736,0.02100840336134454,-0.0042016806722689065,0.4207248046451535,0.34452237591232837
boundary_6500_7000,58,ml_ratio_with_ceiling_p07b,701,6750.799572039943,7465.110960392416,0.1057914024354181,0.00010085761352824612,-0.09552681297843632,0.021398002853067047,-0.01854493580599144,0.46255379189438256,0.3951223917453728
boundary_6500_7000,59,ml_ratio_with_ceiling_p07b,255,6737.319607843137,7416.121756920547,0.10073599283912249,0.0007300904242192723,-0.09048770778550207,0.0196078431372549,0.0,0.5259576279443459,0.39825142533157276
boundary_6500_7000,60,ml_ratio_with_ceiling_p07b,159,6734.5,7330.367865173549,0.08851541303919054,0.00025593459245094917,-0.08088282498938675,0.03773584905660377,0.0,0.3975854503725745,0.3125701452899232
boundary_6500_7000,61,ml_ratio_with_ceiling_p07b,172,6721.674418604651,7340.942995819061,0.09211889811650191,0.0003397969365497597,-0.08374827540124624,0.03488372093023256,0.0,0.398393285761679,0.323906840613688
boundary_6500_7000,62,ml_ratio_with_ceiling_p07b,185,6749.1783783783785,7393.350391949409,0.09537769604008682,0.0005847412432320165,-0.08630662585791148,0.016216216216216217,0.0,0.49114600415621484,0.37263949925406603
boundary_6500_7000,63,ml_ratio_with_ceiling_p07b,415,6741.280722891566,7384.6352019191145,0.09542091755133,0.0005353652353710815,-0.08643670011807675,0.016867469879518072,-0.002409638554216869,0.4659835982089817,0.35164595421030675
boundary_6500_7000,65,ml_ratio_with_ceiling_p07b,238,6738.985294117647,7434.018631434582,0.10311752442216697,0.0009390015451026432,-0.0924996733456937,0.025210084033613446,0.0,0.46097055593060354,0.39713510257159523
boundary_6500_7000,58,observed,701,6750.799572039943,6750.799572039943,0.0,0.0,0.0,0.039942938659058486,0.0,0.0,0.0
boundary_6500_7000,59,observed,255,6737.319607843137,6737.319607843137,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0
boundary_6500_7000,60,observed,159,6734.5,6734.5,0.0,0.0,0.0,0.03773584905660377,0.0,0.0,0.0
boundary_6500_7000,61,observed,172,6721.674418604651,6721.674418604651,0.0,0.0,0.0,0.03488372093023256,0.0,0.0,0.0
boundary_6500_7000,62,observed,185,6749.1783783783785,6749.1783783783785,0.0,0.0,0.0,0.016216216216216217,0.0,0.0,0.0
boundary_6500_7000,63,observed,415,6741.280722891566,6741.280722891566,0.0,0.0,0.0,0.01927710843373494,0.0,0.0,0.0
boundary_6500_7000,65,observed,238,6738.985294117647,6738.985294117647,0.0,0.0,0.0,0.025210084033613446,0.0,0.0,0.0
boundary_6500_7000,58,traditional_template_family,701,6750.799572039943,6750.799572039943,0.0,0.0,0.0,0.039942938659058486,0.0,0.0,0.0
boundary_6500_7000,59,traditional_template_family,255,6737.319607843137,6737.319607843137,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0
boundary_6500_7000,60,traditional_template_family,159,6734.5,6734.5,0.0,0.0,0.0,0.03773584905660377,0.0,0.0,0.0
boundary_6500_7000,61,traditional_template_family,172,6721.674418604651,6721.674418604651,0.0,0.0,0.0,0.03488372093023256,0.0,0.0,0.0
boundary_6500_7000,62,traditional_template_family,185,6749.1783783783785,6749.1783783783785,0.0,0.0,0.0,0.016216216216216217,0.0,0.0,0.0
boundary_6500_7000,63,traditional_template_family,415,6741.280722891566,6741.280722891566,0.0,0.0,0.0,0.01927710843373494,0.0,0.0,0.0
boundary_6500_7000,65,traditional_template_family,238,6738.985294117647,6738.985294117647,0.0,0.0,0.0,0.025210084033613446,0.0,0.0,0.0
boundary_6500_7500,58,ml_ratio_shape_only,1232,6954.611607142857,7605.710805886681,0.09357904198771666,8.421394805834305e-05,-0.08521385254675715,0.03571428571428571,-0.01217532467532468,0.4107041993379584,0.3158478770322404
boundary_6500_7500,59,ml_ratio_shape_only,459,6958.683006535948,7619.276965192375,0.09475994608337557,0.0009070323753608946,-0.08445803718722947,0.026143790849673203,0.0,0.46913838902943894,0.3561285463828412
boundary_6500_7500,60,ml_ratio_shape_only,259,6922.310810810811,7501.937790816489,0.08370889564633535,0.00013160287416716515,-0.07678329668531352,0.03861003861003861,0.0,0.37039957133733487,0.29871000000767367
boundary_6500_7500,61,ml_ratio_shape_only,296,6942.3378378378375,7568.7525372434,0.09019924425025354,0.0004239908673442882,-0.08194847818437885,0.033783783783783786,0.0,0.3979815487727335,0.3069483421535679
boundary_6500_7500,62,ml_ratio_shape_only,319,6942.133228840125,7592.84740170951,0.09346410990024882,0.0003679066015757596,-0.08421801895283171,0.03134796238244514,0.0,0.45371330464383264,0.3359036089823775
boundary_6500_7500,63,ml_ratio_shape_only,751,6966.199733688415,7590.509579192316,0.0895470322622325,0.000611675529861531,-0.0811287844425954,0.011984021304926764,-0.0013315579227696408,0.44977911018539996,0.31648345822170576
boundary_6500_7500,65,ml_ratio_shape_only,398,6938.801507537689,7582.75580205299,0.0928611390281652,0.0006371249376921024,-0.08402164299281817,0.035175879396984924,-0.0025125628140703488,0.4158720898064864,0.3233069013401124
boundary_6500_7500,58,ml_ratio_with_ceiling_p07b,1232,6954.611607142857,7692.306038780472,0.10605118980422161,0.00016416927984147476,-0.09562898336139666,0.03165584415584415,-0.01623376623376624,0.459460013905525,0.399431716891403
boundary_6500_7500,59,ml_ratio_with_ceiling_p07b,459,6958.683006535948,7675.580611789733,0.10287697583373938,0.0010234969807213809,-0.09175378272852745,0.026143790849673203,0.0,0.5124630171019869,0.41479847043524476
boundary_6500_7500,60,ml_ratio_with_ceiling_p07b,259,6922.310810810811,7537.414778297528,0.08883527559926035,0.00025827659729045456,-0.08105174266830666,0.03861003861003861,0.0,0.39633198684873605,0.3152005782488043
boundary_6500_7500,61,ml_ratio_with_ceiling_p07b,296,6942.3378378378375,7596.871247224631,0.0942005248896289,0.0004453460186581437,-0.08539221099634246,0.033783783783783786,0.0,0.41214632639486415,0.3331212458133992
boundary_6500_7500,62,ml_ratio_with_ceiling_p07b,319,6942.133228840125,7645.768409761598,0.10109418329041328,0.0007350328896040627,-0.09040719185701274,0.03134796238244514,0.0,0.48915133457188387,0.36982078348137826
boundary_6500_7500,63,ml_ratio_with_ceiling_p07b,751,6966.199733688415,7644.8092702390095,0.09732783472477365,0.0006970275874362794,-0.08774136083258098,0.011984021304926764,-0.0013315579227696408,0.4821165710946745,0.3544025659458505
boundary_6500_7500,65,ml_ratio_with_ceiling_p07b,398,6938.801507537689,7650.098296448482,0.1025211127184028,0.000878018032411842,-0.09206152056777389,0.03768844221105527,0.0,0.4599938521826624,0.38726900224121064
boundary_6500_7500,58,observed,1232,6954.611607142857,6954.611607142857,0.0,0.0,0.0,0.04788961038961039,0.0,0.0,0.0
boundary_6500_7500,59,observed,459,6958.683006535948,6958.683006535948,0.0,0.0,0.0,0.026143790849673203,0.0,0.0,0.0
boundary_6500_7500,60,observed,259,6922.310810810811,6922.310810810811,0.0,0.0,0.0,0.03861003861003861,0.0,0.0,0.0
boundary_6500_7500,61,observed,296,6942.3378378378375,6942.3378378378375,0.0,0.0,0.0,0.033783783783783786,0.0,0.0,0.0
boundary_6500_7500,62,observed,319,6942.133228840125,6942.133228840125,0.0,0.0,0.0,0.03134796238244514,0.0,0.0,0.0
boundary_6500_7500,63,observed,751,6966.199733688415,6966.199733688415,0.0,0.0,0.0,0.013315579227696404,0.0,0.0,0.0
boundary_6500_7500,65,observed,398,6938.801507537689,6938.801507537689,0.0,0.0,0.0,0.03768844221105527,0.0,0.0,0.0
boundary_6500_7500,58,traditional_template_family,1232,6954.611607142857,6954.611607142857,0.0,0.0,0.0,0.04788961038961039,0.0,0.0,0.0
boundary_6500_7500,59,traditional_template_family,459,6958.683006535948,6958.683006535948,0.0,0.0,0.0,0.026143790849673203,0.0,0.0,0.0
boundary_6500_7500,60,traditional_template_family,259,6922.310810810811,6922.310810810811,0.0,0.0,0.0,0.03861003861003861,0.0,0.0,0.0
boundary_6500_7500,61,traditional_template_family,296,6942.3378378378375,6942.3378378378375,0.0,0.0,0.0,0.033783783783783786,0.0,0.0,0.0
boundary_6500_7500,62,traditional_template_family,319,6942.133228840125,6942.133228840125,0.0,0.0,0.0,0.03134796238244514,0.0,0.0,0.0
boundary_6500_7500,63,traditional_template_family,751,6966.199733688415,6966.199733688415,0.0,0.0,0.0,0.013315579227696404,0.0,0.0,0.0
boundary_6500_7500,65,traditional_template_family,398,6938.801507537689,6938.801507537689,0.0,0.0,0.0,0.03768844221105527,0.0,0.0,0.0
boundary_7000_7500,58,ml_ratio_shape_only,531,7223.674199623352,7907.620121127478,0.0946724261795885,0.00012547853153654126,-0.08591746931482784,0.04896421845574388,-0.009416195856873824,0.4086096638796382,0.318931008403176
boundary_7000_7500,59,ml_ratio_shape_only,204,7235.387254901961,7940.6320028941445,0.09730959355267187,0.0012719133008872055,-0.08584057828423773,0.03431372549019608,0.0,0.45235063588864655,0.3578469540098195
boundary_7000_7500,60,ml_ratio_shape_only,100,7220.93,7831.239169695709,0.0844576677571646,0.00011410470102891202,-0.07720783145704237,0.04,0.0,0.36759348926355173,0.3155486718138123
boundary_7000_7500,61,ml_ratio_shape_only,124,7248.419354838709,7912.523664355237,0.09166746152841354,0.0005538885974637995,-0.08296242392168182,0.03225806451612903,0.0,0.4051177330121881,0.3120895450829586
boundary_7000_7500,62,ml_ratio_shape_only,134,7208.526119402985,7946.529954236649,0.10239286437367877,0.0007089902288475667,-0.09057255390161152,0.05223880597014925,0.0,0.45714309783178725,0.3366583045986138
boundary_7000_7500,63,ml_ratio_shape_only,336,7244.0014880952385,7903.917427038132,0.09105395346360479,0.000842902084400606,-0.08192999943985109,0.005952380952380952,0.0,0.46689212544405756,0.3138732849989423
boundary_7000_7500,65,ml_ratio_shape_only,160,7236.028125,7889.51263390369,0.09026703601737705,0.0003240481617728566,-0.08225999523378037,0.05625,0.0,0.4086536764839692,0.30583810080230034
boundary_7000_7500,58,ml_ratio_with_ceiling_p07b,531,7223.674199623352,7992.237771266395,0.10639414827038221,0.000247750217855737,-0.0957638636598049,0.04519774011299435,-0.013182674199623351,0.45537576085431963,0.40240779984356934
boundary_7000_7500,59,ml_ratio_with_ceiling_p07b,204,7235.387254901961,7999.9041803762,0.10555320457701035,0.0013902551763490163,-0.09333637640730931,0.03431372549019608,0.0,0.49559475354903904,0.4218475796628596
boundary_7000_7500,60,ml_ratio_with_ceiling_p07b,100,7220.93,7866.619370164674,0.08934385706977135,0.00026200038498526814,-0.0813203217777893,0.04,0.0,0.3943389798458327,0.3238846564694864
boundary_7000_7500,61,ml_ratio_with_ceiling_p07b,124,7248.419354838709,7951.868499174295,0.0970879426717083,0.0005917528099697732,-0.08767250875728219,0.03225806451612903,0.0,0.4312231246925086,0.34257201629845246
boundary_7000_7500,62,ml_ratio_with_ceiling_p07b,134,7208.526119402985,7994.255971666483,0.10898634852407288,0.0009425250879535293,-0.09606842103487641,0.05223880597014925,0.0,0.4863974996979941,0.36588083999668175
boundary_7000_7500,63,ml_ratio_with_ceiling_p07b,336,7244.0014880952385,7966.155217717452,0.09968310444792558,0.000896699837754902,-0.08935277213174568,0.005952380952380952,0.0,0.5020427132005162,0.36134690082399334
boundary_7000_7500,65,ml_ratio_with_ceiling_p07b,160,7236.028125,7971.516798156665,0.1016339503090535,0.0007873050572842752,-0.09140976831061808,0.05625,0.0,0.45854100535760023,0.3740500804248281
boundary_7000_7500,58,observed,531,7223.674199623352,7223.674199623352,0.0,0.0,0.0,0.0583804143126177,0.0,0.0,0.0
boundary_7000_7500,59,observed,204,7235.387254901961,7235.387254901961,0.0,0.0,0.0,0.03431372549019608,0.0,0.0,0.0
boundary_7000_7500,60,observed,100,7220.93,7220.93,0.0,0.0,0.0,0.04,0.0,0.0,0.0
boundary_7000_7500,61,observed,124,7248.419354838709,7248.419354838709,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0
boundary_7000_7500,62,observed,134,7208.526119402985,7208.526119402985,0.0,0.0,0.0,0.05223880597014925,0.0,0.0,0.0
boundary_7000_7500,63,observed,336,7244.0014880952385,7244.0014880952385,0.0,0.0,0.0,0.005952380952380952,0.0,0.0,0.0
boundary_7000_7500,65,observed,160,7236.028125,7236.028125,0.0,0.0,0.0,0.05625,0.0,0.0,0.0
boundary_7000_7500,58,traditional_template_family,531,7223.674199623352,7223.674199623352,0.0,0.0,0.0,0.0583804143126177,0.0,0.0,0.0
boundary_7000_7500,59,traditional_template_family,204,7235.387254901961,7235.387254901961,0.0,0.0,0.0,0.03431372549019608,0.0,0.0,0.0
boundary_7000_7500,60,traditional_template_family,100,7220.93,7220.93,0.0,0.0,0.0,0.04,0.0,0.0,0.0
boundary_7000_7500,61,traditional_template_family,124,7248.419354838709,7248.419354838709,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0
boundary_7000_7500,62,traditional_template_family,134,7208.526119402985,7208.526119402985,0.0,0.0,0.0,0.05223880597014925,0.0,0.0,0.0
boundary_7000_7500,63,traditional_template_family,336,7244.0014880952385,7244.0014880952385,0.0,0.0,0.0,0.005952380952380952,0.0,0.0,0.0
boundary_7000_7500,65,traditional_template_family,160,7236.028125,7236.028125,0.0,0.0,0.0,0.05625,0.0,0.0,0.0
