method,run,n_pairs,sigma68_ns,rms_ns,bias_ns,tail_abs_gt_0p5_ns,tail_abs_gt_1p0_ns,failure_rate,phase_shape_residual_gap_ns
gradient_boosted_trees,59,3753,0.6549524777985846,2.643318727078312,-0.06720986420028262,0.4260591526778577,0.16626698641087131,0.0,0.11089729315324534
gradient_boosted_trees,60,3700,0.6951825734805352,3.1221264569556517,0.011506772553222366,0.43432432432432433,0.20243243243243242,0.0,0.018864961801342464
gradient_boosted_trees,61,4245,0.6793695217528242,4.13825846785768,-0.09787632781323832,0.43745583038869257,0.19081272084805653,0.0,0.16250668914363364
gradient_boosted_trees,62,3833,0.6882222027045048,2.4271756055371436,-0.00922047775866894,0.44012522828072004,0.19253848160709627,0.0,0.10493322602601869
gradient_boosted_trees,63,1816,0.7018472080479885,2.6360037034202795,-0.08487774849006308,0.4631057268722467,0.2092511013215859,0.0,0.0004887372458947936
gradient_boosted_trees,65,398,0.7597484186443898,1.1301712106286077,-0.0443427482429716,0.49748743718592964,0.22613065326633167,0.0,0.024223833316755886
mlp,58,353,1.1355108248788035,7.639775472918358,1.182770440826297,0.5354107648725213,0.3371104815864023,0.0,1.6203598945995064
mlp,59,3753,0.48673658834610123,1.9103352352278729,-0.08292797159419776,0.3312017053024247,0.10045297095656808,0.0,0.011198813215297615
mlp,60,3700,0.5133054705716067,1.9316602160361165,-0.01641087241816473,0.32837837837837835,0.10810810810810811,0.0,0.09145739096806235
mlp,61,4245,0.6706794702891256,2.4994270177588453,-0.0023935401380725707,0.43580683156654887,0.1745583038869258,0.0,0.17281982297164805
mlp,62,3833,0.6429453432676484,1.770319111695772,-0.024487680898920405,0.42629793895121315,0.16253587268458128,0.0,0.029915402965069216
mlp,63,1816,0.6413849820135727,1.7449459431551901,-0.16477438697101432,0.4669603524229075,0.1789647577092511,0.0,0.06865575915305477
mlp,65,398,0.691621702079818,1.104035211279928,0.11316404127310253,0.457286432160804,0.20854271356783918,0.0,0.21195801209202417
one_dimensional_cnn,58,353,1.370733108687732,8.54990595994313,0.5646553327557621,0.6855524079320113,0.43059490084985835,0.0,2.1442456779104675
one_dimensional_cnn,59,3753,1.1884161964304703,4.500990111388568,-0.15560151479518802,0.6781241673328005,0.4028776978417266,0.0,0.6181015263325907
one_dimensional_cnn,60,3700,1.1379064452076213,5.334360492820167,-0.3336801432473718,0.6516216216216216,0.37810810810810813,0.0,1.106370396750679
one_dimensional_cnn,61,4245,1.1421597358025863,6.523510246738387,-0.43553237560049674,0.648527679623086,0.38492343934040046,0.0,0.02285019591299975
one_dimensional_cnn,62,3833,1.1071312069736936,4.1858126577751005,-0.22036489073270957,0.6590138272893296,0.3644664753456822,0.0,0.3331802560333288
one_dimensional_cnn,63,1816,1.1364006163359122,5.87426637570337,-0.5827009799703305,0.670704845814978,0.3783039647577093,0.0,0.9229372966065064
one_dimensional_cnn,65,398,1.1490197029689388,1.4491064486869663,0.17765361277848069,0.6834170854271356,0.4020100502512563,0.0,0.1693384250221131
ridge,58,353,3.053066347306469,6.961028138146533,1.3561311067839896,0.8583569405099151,0.7082152974504249,0.0,1.8433388519783664
ridge,59,3753,2.515385380521418,4.311093468776786,-0.054732735482975844,0.8430588862243539,0.6951771915800693,0.0,0.10966700940985728
ridge,60,3700,2.5095080059841437,5.132989593780768,0.2369325805110478,0.8389189189189189,0.6927027027027027,0.0,0.6963853646098085
ridge,61,4245,2.4022379573554113,5.613351656445735,-0.2429493845617364,0.8329799764428739,0.6704358068315666,0.0,0.4612145581436702
ridge,62,3833,2.5132488563061033,4.166483905026058,0.0749274988326979,0.8492042786329246,0.7028437255413514,0.0,0.22552410895916147
ridge,63,1816,2.4905582788632072,5.133249016575021,-0.4730002528932816,0.8639867841409692,0.6993392070484582,0.0,0.9576763860362281
ridge,65,398,2.4776608325355336,2.981107979055416,0.36347785624068724,0.8743718592964824,0.7110552763819096,0.0,0.3369116211793443
traditional_matched_filter_template,58,353,1.3465203574943951,9.371503215995657,0.117073149751681,0.7308781869688386,0.48441926345609065,0.0,1.0567261015747322
traditional_matched_filter_template,59,3753,1.245736571465398,6.110487614277965,-0.406612181552085,0.6869171329602984,0.41779909405808685,0.0,1.021306733923165
traditional_matched_filter_template,60,3700,1.268416598008098,7.163915388107919,-0.5187666307124892,0.6935135135135135,0.42324324324324325,0.0,1.5466035536455496
traditional_matched_filter_template,61,4245,1.2924041469796053,7.963416148363133,-0.3009506323844695,0.7031802120141343,0.45394581861012956,0.0,0.1450007098745809
traditional_matched_filter_template,62,3833,1.2613457279422642,5.633631921260749,-0.356822676600498,0.6931907122358466,0.4302113227237151,0.0,0.5897667337988196
traditional_matched_filter_template,63,1816,1.3222226189030963,7.358819172652436,-0.5808099144993062,0.698237885462555,0.4592511013215859,0.0,0.6987160120685862
traditional_matched_filter_template,65,398,1.4811067855360796,1.686695144257711,-0.22556399605586536,0.7537688442211056,0.5402010050251256,0.0,0.22796228315481432
uncorrected_cfd20,58,353,2.864202903475898,10.0326299057022,-2.8518437254246605,0.9235127478753541,0.8640226628895185,0.0,1.1328145350693135
uncorrected_cfd20,59,3753,2.9570388804836014,7.055974343067872,-3.4727906462821534,0.9283240074606981,0.8590460964561684,0.0,0.7549471092742017
uncorrected_cfd20,60,3700,2.96349057255378,8.023626816765645,-3.5130825803930184,0.917027027027027,0.8443243243243244,0.0,1.7215247057944976
uncorrected_cfd20,61,4245,2.7525971855741864,8.44487279823446,-3.2693514599140054,0.912603062426384,0.8343934040047114,0.0,0.08402167974810881
uncorrected_cfd20,62,3833,3.0085882251095954,6.7224911059547265,-3.321873486145581,0.9266892773284633,0.8528567701539265,0.0,0.5424066688097673
uncorrected_cfd20,63,1816,3.185280197078103,8.543922403734667,-3.717688839181635,0.9322687224669604,0.8601321585903083,0.0,0.9940015596410698
uncorrected_cfd20,65,398,2.580481719385245,4.206560422007815,-3.4074862746383014,0.9447236180904522,0.8844221105527639,0.0,0.07879761545042019
