stratum_category,stratum,n,n_runs,target_charge_median,traditional_n,traditional_bias_median_frac,traditional_res68_abs_frac,traditional_full_rms_frac,traditional_within_25pct,traditional_coverage68,ml_n,ml_bias_median_frac,ml_res68_abs_frac,ml_full_rms_frac,ml_within_25pct,ml_coverage68,shuffled_n,shuffled_bias_median_frac,shuffled_res68_abs_frac,shuffled_full_rms_frac,shuffled_within_25pct,ml_minus_traditional_res68,best_real_res68,best_real_method,real_minus_shuffled_res68,ml_minus_traditional_res68_ci95,best_minus_shuffled_res68_ci95,support_call
downstream_coincidence,downstream_multi,57,19,17787.0,57,-0.06034323365158121,0.5555144580221933,0.6969102547998153,0.3157894736842105,0.6666666666666666,57,0.0026869701760084894,0.5884918787858816,0.7410039530789477,0.3508771929824561,0.631578947368421,57,0.03891784214619686,0.56411138241368,0.767638316267401,0.3508771929824561,0.03297742076368826,0.5555144580221933,traditional,-0.008596924391486627,"[-0.05467456457875945, 0.18462870107724985]","[-0.16510648302569442, 0.06385056468307398]",support_only_or_weak
saturation_stratum,all_B_amp_lt7000,3134,32,19417.0,3134,-0.046566998867757003,0.5215611345075528,0.8773187539678372,0.3481174218251436,0.6748564135290364,3134,-0.04920669196521106,0.5172501127198531,0.871243564067525,0.3490746649649011,0.6767708998085513,3134,-0.045988143132708215,0.5135456298597951,0.8635008749427417,0.3484365028717294,-0.004311021787699709,0.5172501127198531,ml,0.0037044828600579782,"[-0.010663003509627367, 0.0014543081905047301]","[-0.0029187780928778247, 0.0073307769742125845]",support_only_or_weak
saturation_stratum,any_B_amp_ge7000,921,28,19176.0,921,-0.04706695242139117,0.5410420518981107,0.7418131137070976,0.3279044516829533,0.6590662323561346,921,-0.0379490335340548,0.5373243354992304,0.7434704756006421,0.33659066232356133,0.6601520086862106,921,-0.03779155869617607,0.5324884456759902,0.7463434766311635,0.3300760043431053,-0.0037177163988802997,0.5373243354992304,ml,0.004835889823240236,"[-0.01359117767544032, 0.007316861486751123]","[-0.006923962649305373, 0.012828722099190813]",support_only_or_weak
support_cell,B2_only|3000_5000|all_B_amp_lt7000|broad_saturation_like|downstream_none,957,30,18948.0,957,-0.03158352605798402,0.5314511352288188,0.7303365404296888,0.34169278996865204,0.6624869383490073,957,-0.03001859652851549,0.524775348892355,0.7201728625817808,0.3343782654127482,0.6635318704284221,957,-0.0214810119467623,0.5214760160701108,0.7185176693564358,0.34273772204806685,-0.006675786336463818,0.524775348892355,ml,0.00329933282224415,"[-0.01569190908816637, -0.001000462262186614]","[-0.004962185066464763, 0.012354798525326182]",support_only_or_weak
support_cell,B2_only|5000_7000|all_B_amp_lt7000|broad_saturation_like|downstream_none,888,30,19629.0,888,-0.061229497183709264,0.5306360166909823,0.9463087289219567,0.3490990990990991,0.6632882882882883,888,-0.06183298138219012,0.528259413414553,0.9304717222097764,0.3536036036036036,0.6655405405405406,888,-0.06268256145488632,0.5327116881272591,0.9286547038197153,0.34797297297297297,-0.002376603276429301,0.528259413414553,ml,-0.00445227471270615,"[-0.01763422291406943, 0.00955463682219621]","[-0.013525651469100036, 0.0049184349847594235]",support_only_or_weak
support_cell,B2_only|7000_inf|any_B_amp_ge7000|late_tail_high|downstream_none,606,28,18957.5,606,-0.028056701409016296,0.5461111570624646,0.7583222719489284,0.334983498349835,0.6501650165016502,606,-0.027104320401025797,0.5489712796998651,0.7670826571593863,0.33993399339933994,0.6518151815181518,606,-0.027397202843009637,0.5398598525580712,0.775568440079089,0.33663366336633666,0.0028601226374005417,0.5461111570624646,traditional,0.0062513045043933735,"[-0.014874509596705778, 0.012618439256500717]","[-0.008351059340651312, 0.013780114252287078]",support_only_or_weak
support_cell,B2_only|2000_3000|all_B_amp_lt7000|late_tail_high|downstream_none,278,22,20026.5,278,-0.06518093005436928,0.5179319007266071,1.2518083158527102,0.3381294964028777,0.6762589928057554,278,-0.08222668074019265,0.5060419993768044,1.2528016509848583,0.3237410071942446,0.6834532374100719,278,-0.07080573998788683,0.5054695237565608,1.2342131936741576,0.3129496402877698,-0.011889901349802723,0.5060419993768044,ml,0.0005724756202435399,"[-0.029569340269497445, 0.015108865823059526]","[-0.020899225196757087, 0.01805281344019181]",support_only_or_weak
support_cell,B2_only|1000_2000|all_B_amp_lt7000|late_tail_high|downstream_none,253,23,19241.0,253,-0.023349454853334513,0.5027801548205538,0.849020512157666,0.3557312252964427,0.7075098814229249,253,-0.043591881024137,0.4942504248839688,0.8057273982760486,0.35177865612648224,0.7154150197628458,253,-0.04050365828175029,0.49501900203054805,0.7957910312981515,0.35177865612648224,-0.008529729936585018,0.4942504248839688,ml,-0.0007685771465792413,"[-0.03430812949867519, 0.013343471274207246]","[-0.02266259229515323, 0.010613963840706191]",support_only_or_weak
support_cell,B2_only|7000_inf|any_B_amp_ge7000|broad_saturation_like|downstream_none,240,23,19538.5,240,-0.059653184508876855,0.5205492983561559,0.7324616309026811,0.31666666666666665,0.6791666666666667,240,-0.052653793983598915,0.517571637490356,0.725807635644368,0.3333333333333333,0.6791666666666667,240,-0.052390259235998014,0.5127660315035135,0.7234618462221337,0.32083333333333336,-0.0029776608657999803,0.517571637490356,ml,0.004805605986842432,"[-0.03515390980865275, 0.016456692760876475]","[-0.01550398949159571, 0.02033200284253972]",support_only_or_weak
support_cell,B2_only|1000_2000|all_B_amp_lt7000|dropout_like|downstream_none,184,20,19864.0,184,-0.030731936005180975,0.525793818755617,0.5817617154709053,0.3858695652173913,0.6684782608695652,184,-0.04553943139400049,0.5132174518834445,0.5592196208622676,0.3967391304347826,0.6847826086956522,184,-0.05567579304737047,0.4940045937282362,0.5586435178947141,0.3967391304347826,-0.012576366872172562,0.5132174518834445,ml,0.01921285815520829,"[-0.054035246304913555, 0.013638506597784173]","[-0.008232064729197262, 0.05136205737556841]",support_only_or_weak
support_cell,B2_only|3000_5000|all_B_amp_lt7000|late_tail_high|downstream_none,125,20,20559.0,125,-0.12454448093069354,0.4344307472679157,0.6773041392246981,0.392,0.792,125,-0.10126843704646388,0.4176670840640635,0.6814043627296722,0.416,0.792,125,-0.09908203408758473,0.4279011467928882,0.6718311946203498,0.408,-0.016763663203852197,0.4176670840640635,ml,-0.010234062728824711,"[-0.040923227437949794, 0.024029304438676586]","[-0.047474728635954186, 0.009190989554084258]",support_only_or_weak
support_cell,B2_only|2000_3000|all_B_amp_lt7000|dropout_like|downstream_none,88,18,19147.5,88,-0.028216672245985626,0.5236173494383436,0.6327306606662775,0.36363636363636365,0.6590909090909091,88,-0.042466737277965495,0.5022002852180465,0.6061968674352719,0.36363636363636365,0.7045454545454546,88,-0.03291267144518505,0.5000503552759502,0.5971498424259412,0.375,-0.0214170642202971,0.5022002852180465,ml,0.0021499299420962847,"[-0.05492511083959207, 0.03648985437577574]","[-0.032046289174344066, 0.033162984339257386]",support_only_or_weak
support_cell,B2_only|2000_3000|all_B_amp_lt7000|broad_saturation_like|downstream_none,75,17,17586.0,75,-0.009291564007044692,0.5290617932024743,1.465731138999877,0.32,0.6533333333333333,75,0.03824393712200339,0.5378809172233636,1.4585753965565709,0.30666666666666664,0.6266666666666667,75,0.012925230861361877,0.5279633078095284,1.475860575877697,0.29333333333333333,0.008819124020889357,0.5290617932024743,traditional,0.0010984853929458804,"[-0.027512316757438773, 0.0563666700149897]","[-0.06571910548326841, 0.02617313003607415]",support_only_or_weak
support_cell,B2_only|3000_5000|all_B_amp_lt7000|dropout_like|downstream_none,54,18,19866.5,54,-0.03840370023901968,0.5106917311377548,0.5850819907820677,0.37037037037037035,0.6851851851851852,54,-0.07862481827329926,0.45239539499109316,0.562145540889688,0.37037037037037035,0.7222222222222222,54,-0.0716563597214948,0.4524914460731703,0.5645815376709796,0.3888888888888889,-0.05829633614666163,0.45239539499109316,ml,-9.605108207716428e-05,"[-0.11784801162054202, 0.010873002186796599]","[-0.016742845408757975, 0.049418029484460835]",support_only_or_weak
topology_pattern,B2_only,3889,32,19380.0,3889,-0.04706695242139117,0.5279951762262227,0.8490381331486521,0.34481871946515813,0.6695808691180252,3889,-0.04734569522905153,0.5191277713730211,0.839699781244144,0.3455901259964001,0.673437901774235,3889,-0.04454727753136841,0.5177063567053396,0.8363693668550483,0.3435330419130882,-0.008867404853201588,0.5191277713730211,ml,0.001421414667681531,"[-0.010359808841276168, -0.0025254248144686627]","[-0.0027299303782415407, 0.006226688878994466]",support_only_or_weak
topology_pattern,B2_B4,102,21,20790.0,102,0.00011706826091938734,0.47799411504369055,0.6952482169220198,0.3333333333333333,0.7549019607843137,102,-0.05271672576038029,0.5109661852163216,0.6841296940055143,0.37254901960784315,0.6862745098039216,102,-0.10418620755380126,0.4831142943871907,0.6854729042934758,0.37254901960784315,0.032972070172631096,0.47799411504369055,traditional,-0.005120179343500175,"[-0.0024336714233342688, 0.05927131882911473]","[-0.048859198537972263, 0.06102323610191184]",support_only_or_weak
topology_pattern,B2_multi_downstream,57,19,17787.0,57,-0.06034323365158121,0.5555144580221933,0.6969102547998153,0.3157894736842105,0.6666666666666666,57,0.0026869701760084894,0.5884918787858816,0.7410039530789477,0.3508771929824561,0.631578947368421,57,0.03891784214619686,0.56411138241368,0.767638316267401,0.3508771929824561,0.03297742076368826,0.5555144580221933,traditional,-0.008596924391486627,"[-0.0350418971580004, 0.17573031730017183]","[-0.15518204180001927, 0.046050962709016104]",support_only_or_weak
