sample_window,method,artificial_clip_res68,artificial_clip_res68_ci_low,artificial_clip_res68_ci_high,artificial_clip_bias,artificial_clip_bias_ci_low,artificial_clip_bias_ci_high,artificial_clip_mae_frac,artificial_clip_mae_frac_ci_low,artificial_clip_mae_frac_ci_high,coverage,coverage_ci_low,coverage_ci_high,natural_boundary_q_template_shift,natural_boundary_q_template_shift_ci_low,natural_boundary_q_template_shift_ci_high,timing_tail_delta,timing_tail_delta_ci_low,timing_tail_delta_ci_high,charge_bias_delta,charge_bias_delta_ci_low,charge_bias_delta_ci_high,charge_res68_if_corrected,charge_res68_if_corrected_ci_low,charge_res68_if_corrected_ci_high,mean_lift_fraction,mean_lift_fraction_ci_low,mean_lift_fraction_ci_high,ml_minus_traditional_artificial_res68,ml_minus_traditional_coverage,ml_minus_traditional_timing_tail_delta,ml_minus_traditional_charge_bias_delta,eligible,utility
early_tail,ML_gradient_boosted_trees,0.0020792753185679066,0.0018782613394498732,0.0022953027904918538,-0.00010546099831014554,-0.00021607449958731213,-7.3666360710894755e-06,0.0023024217366277673,0.001984050194833201,0.002656357190378302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,-0.25656087417013657,-0.8054059535344886,-7.323613583613131e-05,0.03784834812687658,True,-0.0020792753185679066
rising_edge,ML_gradient_boosted_trees,0.006301671617560427,0.005992751133162588,0.006578414993153501,0.00020006934633927216,9.389573385840104e-05,0.0003043840749669425,0.008759915288994436,0.007810997384859647,0.009735125986710572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,-0.10078799745068946,-0.013689523852446086,-2.2534195641886563e-05,0.00021718106111874648,True,-0.006301671617560427
rising_edge,ML_ridge,0.02041137623074159,0.019757567419082227,0.021035766239528162,0.005612962457047429,0.004024128108680552,0.00756935603562914,0.024242487769647086,0.02237858877007626,0.026297205307342912,0.0140444374338058,0.012022792796623423,0.018674411737746185,0.0,0.0,0.0,1.1267097820943276e-05,0.0,4.5756806404466904e-05,-5.4207976541580806e-05,-7.57649080887105e-05,-3.561917971501618e-05,0.08612809400534527,0.05488368537981882,0.1435902635163919,0.01956285518528127,0.017484683459758694,0.022685855538437237,-0.0866782928375083,0.00035491358135971394,-1.1267097820943287e-05,0.00016297308457716568,True,-0.016977009044473607
peak,ML_gradient_boosted_trees,0.019686757784422675,0.019359042142799873,0.02001636733544002,-0.00023810504460705133,-0.00037822139404897074,-7.933024728091307e-05,0.01802380412386643,0.01736734748552966,0.018773706475048592,1.1267097820943282e-05,0.0,3.0585873053885845e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.788240057482868,0.7215268273899135,0.9515863905589506,0.0001744441816397766,0.0,0.0005667381925656626,-0.19374524763039314,-0.49615228609414785,-2.8167744552358193e-05,0.02380340991607342,True,-0.01968394100996744
peak,ML_ridge,0.04381944860988493,0.041415960396541114,0.04671197070444701,0.004609906892562975,0.0038081724040800245,0.005461236763808097,0.03804906857236485,0.035472818802124904,0.04050491483523324,0.01126146427203281,0.010046927127970786,0.012885455389065858,0.0,0.0,0.0,0.0,0.0,0.0,-6.968357778741862e-05,-8.532383398004211e-05,-5.429191280693132e-05,0.14654859336235793,0.11201048643558977,0.1846130402086829,0.021399898823480545,0.020600940426534844,0.022609355509934946,-0.16961255680493087,-0.484902088919936,-2.8167744552358193e-05,0.023733726338286,True,-0.041073766119664144
all_samples_reference,traditional_rising_template,0.1067343041239306,0.10260532356004229,0.11136070341730343,0.02867561546004288,0.02435546656304931,0.032672849202151945,0.1132871911258336,0.1049188806225159,0.12388084062702633,0.1936025418572684,0.1700513116017395,0.21440107473438572,0.0,0.0,0.0,2.2534195641886563e-05,4.517230402015722e-06,5.846286814437545e-05,-0.002912466139518348,-0.004139863201456982,-0.001729170361600024,0.03787874410798813,0.033081901834020655,0.04458566168631514,0.026327533306102765,0.023419158450763925,0.029259061575282026,0.0,0.0,0.0,0.0,True,-0.06129120319041562
late_tail_control,traditional_rising_template,0.10790543988913441,0.0997518849851453,0.11647436015710297,0.037344586248290186,0.024206292990878737,0.052307638958589135,0.11253724290190982,0.09976705551109223,0.1249494872648681,0.016945715122698695,0.013474734912520834,0.02265920417741766,0.0,0.0,0.0,4.506839128377312e-05,1.3899426700620486e-05,0.00010149377878106477,-8.633365871712885e-05,-0.00010925959913246545,-7.036532365894973e-05,0.14069005286824254,0.12382022361682406,0.16396805666853226,0.03375755931357063,0.0329596641985549,0.03452121289217626,0.0,0.0,0.0,0.0,True,-0.1038454815497444
rising_edge,traditional_rising_template,0.10708966906824989,0.09824205466912944,0.1178714154704875,0.023460419044604188,0.01774481055886908,0.029046549764503025,0.11646263267409158,0.10317975047018776,0.13104301569679228,0.013689523852446086,0.010973046640978295,0.018575983332920067,0.0,0.0,0.0,2.2534195641886563e-05,4.5873443270549695e-06,5.5588040551537135e-05,-0.00021718106111874648,-0.000304439548245952,-0.0001747580506837237,0.04416680753497625,0.03893152014957774,0.05231278987935721,0.03048444662999721,0.02870580069328111,0.03188886877467945,0.0,0.0,0.0,0.0,True,-0.10392953755754089
peak,traditional_rising_template,0.2134320054148158,0.2047780359505227,0.22240150133375602,0.09200742228508196,0.070481089204901,0.11332328314511118,0.3064813691744807,0.27683258094742924,0.34128941840549065,0.4961635531919688,0.4778851956265942,0.5118998607407167,-0.010913318594145589,-0.017315063098261148,-0.004059883272059797,2.8167744552358193e-05,6.70972694795488e-06,7.094404168485841e-05,-0.02380340991607342,-0.02810644304650301,-0.01750598263405157,0.07066245206718835,0.06558426089207375,0.08055300357101856,0.03806695195399093,0.037959607204660455,0.03813677162955389,0.0,0.0,0.0,0.0,True,-0.12416418111614733
peak,NN_gated_residual_cnn_new,0.167826812625129,0.1552132488260056,0.18125716158221872,-0.006450148137830851,-0.01553711843738351,0.002635445543730224,0.1409584579108926,0.1319749577640538,0.15220838518025187,0.04820627802690583,0.028402184682781603,0.07267292797996253,0.0,0.0,0.0,1.126709782094328e-05,0.0,2.5944915969847047e-05,-8.372450892884524e-06,-1.4352099224619773e-05,-4.57584797010137e-06,0.0781410329944244,0.06437216929861639,0.1008501922993944,0.031126169246882822,0.027388715915092388,0.034420617464969994,-0.045605192789686805,-0.447957275165063,-1.6900646731414913e-05,0.023795037465180535,True,-0.1558061497649373
rising_edge,NN_gated_residual_cnn_new,0.2123961257274962,0.1982098746244539,0.22531476581043106,-0.0007284104120666879,-0.024236164906283844,0.02344750763199725,0.1768834412990353,0.16610324759659092,0.18673310501607712,0.047372512788156025,0.031045858414386892,0.07179380841116514,0.0,0.0,0.0,0.0,0.0,0.0,-1.5753938293210825e-05,-2.5368597429867284e-05,-8.719644808612123e-06,0.1526172123841304,0.140046554193447,0.1702922829989619,0.03409929478719474,0.032814836682838355,0.03558335403421485,0.1053064566592463,0.03368298893570994,-2.2534195641886563e-05,0.00020142712282553567,True,-0.2005687514687504
peak,NN_1d_cnn,0.25038034108623275,0.22150070157249876,0.2771992705798596,0.035660723437853814,-0.011847675538170996,0.0931458355343549,0.20336154754128874,0.1765379902407501,0.22723448010467925,0.1563760506568718,0.07174294546818359,0.2484377567050778,-0.0010800030001533567,-0.0032156648854737174,0.0,0.0,0.0,0.0,-0.0042484266389202305,-0.00894297972081628,-0.00026002312900026323,0.06835350724438084,0.06425312081876737,0.07273392206473364,0.03301347161886821,0.031547163402836205,0.034430328065449066,0.03694833567141695,-0.33978750253509704,-2.8167744552358193e-05,0.019554983277153187,True,-0.21661475806108837
all_samples_reference,NN_gated_residual_cnn_new,0.24219233431809933,0.22716453589659463,0.2559584221881345,0.008146333225707394,-0.03180614396408849,0.046840620867604835,0.19951303334014883,0.1888940014315199,0.2120607233867123,0.040595353448858645,0.027149990428123858,0.05984385794095703,0.0,0.0,0.0,1.6900646731414927e-05,0.0,5.1667117889086756e-05,-6.078817434031133e-05,-0.00010184109744516284,-3.0348418417296706e-05,0.14033116094030634,0.13300051243754768,0.15234124960179196,0.03822990258560947,0.03729557488574233,0.03910242368684972,0.13545803019416874,-0.15300718840840977,-5.6335489104716365e-06,0.002851677965178037,True,-0.2321380854236878
early_tail,NN_1d_cnn,0.23674751738323732,0.22174782419664363,0.25477166269644114,-0.004372800595424477,-0.020889729538100806,0.012589310814672428,0.20191860040937287,0.18774220623695725,0.21968967089790165,0.00539130630732136,0.0034678087042594023,0.008060230237900293,0.0,0.0,0.0,5.633548910471643e-06,0.0,2.4808103920105065e-05,-5.22341132516087e-05,-7.285060625044067e-05,-3.490352188772743e-05,0.10566982635550073,0.07149386001290227,0.1771133882996979,0.03638105402606212,0.03509700331586162,0.03750588878960666,-0.02189263210546713,-0.8000146472271673,-6.760258692565967e-05,0.037796114013624975,True,-0.23546319201747956
early_tail,NN_gated_residual_cnn_new,0.24913806225974391,0.22713054871066485,0.2707500223215913,-0.010249766960205024,-0.03886450142145094,0.015137233235845234,0.20204015996604813,0.18682372155150767,0.21947544690615325,0.008039074295243032,0.003672937114839578,0.01690619106522774,0.0,0.0,0.0,0.0,0.0,0.0,-1.7396152402681296e-05,-2.9428311351606278e-05,-7.89981493323866e-06,0.25974899136048757,0.11262558002763645,0.4769020791536874,0.025772522430678423,0.017177804790504615,0.03307406946250661,-0.009502087228960537,-0.7973668792392457,-7.323613583613131e-05,0.0378309519744739,True,-0.24714568983833582
rising_edge,NN_1d_cnn,0.290311538711314,0.27687305983713906,0.30610294851228187,0.030592125243743988,-0.005081599506795715,0.06274198180325616,0.2324662898908352,0.22125490303086556,0.2448925323220933,0.004726547535885707,0.0030059010278717557,0.007307701011489381,0.0,0.0,0.0,0.0,0.0,0.0,-6.049963791361072e-06,-1.141899334431518e-05,-1.9968667890275718e-06,0.20262776512882907,0.17354857343434488,0.2362036045776418,0.03325418746543307,0.031179302409202643,0.03494728895069581,0.18322186964306408,-0.00896297631656038,-2.2534195641886563e-05,0.00021113109732738542,True,-0.28913595179113394
all_samples_reference,NN_1d_cnn,0.29304113131948706,0.28317221570606443,0.3016008845573898,0.023293435094245776,-0.004210545812689732,0.04964070017293994,0.24331049394593882,0.23529423237530683,0.25255407845032557,0.0019379408252022444,0.0012593666815661187,0.0032410279819070974,0.0,0.0,0.0,0.0,0.0,0.0,-1.53483293858291e-05,-2.4401041840198643e-05,-7.155800885058509e-06,0.16147986216257904,0.09691708184312321,0.24087850639316435,0.03550345327376845,0.03447147790179274,0.03666035654772668,0.18630682719555647,-0.19166460103206617,-2.2534195641886563e-05,0.002897117810132519,True,-0.2925719944425723
late_tail_control,NN_gated_residual_cnn_new,0.3177611471092786,0.29728271214155594,0.33936350031968004,-0.004618011774411946,-0.07127289152569283,0.06269224867835699,0.26006734583088575,0.24292451673774598,0.2760153440141767,0.00013520517385131939,5.0177982326721266e-05,0.00032619717340543126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20559375289795245,0.053234889518927346,0.5194645289775285,0.00814763204409141,0.002533821143454962,0.015747312353590486,0.20985570722014418,-0.016810509948847377,-4.506839128377312e-05,8.633365871712885e-05,True,-0.3177273458158158
late_tail_control,NN_1d_cnn,0.4570763989759708,0.4417191434277088,0.47309625174165015,0.03430033775277527,-0.04108644984303971,0.12049207014347038,0.3657781286850987,0.3558371282521646,0.37661685877985707,0.0002647767987921671,0.0001360452446128017,0.000525657270381996,0.0,0.0,0.0,0.0,0.0,0.0,-9.24290354895179e-08,-3.432498810013523e-07,0.0,0.4932028292849521,0.17425448455136788,0.8347506841507183,0.020023949827384084,0.011075216889809178,0.030296020725204532,0.3491709590868364,-0.01668093832390653,-4.506839128377312e-05,8.624122968163933e-05,True,-0.4570102972053082
early_tail,traditional_rising_template,0.25864014948870445,0.24410081886865712,0.27189702494656187,0.060751745466834844,0.02469372922643436,0.09175827988929199,0.2502932635740114,0.23871805644623517,0.2613815912977845,0.8054059535344886,0.7912828563522554,0.8175739624493946,-0.03793697200524622,-0.038366864166910555,-0.03701371113375144,7.323613583613131e-05,1.956234900692081e-05,0.0001766575401727466,-0.03784834812687658,-0.03860655726612887,-0.03651128994323787,0.06095615421769845,0.056418814389569936,0.06738317456717267,0.036485756216080974,0.035970702858601024,0.037064209525770914,0.0,0.0,0.0,0.0,False,-0.13322045350887735
