sample_window,method,run,n,coverage,natural_boundary_q_template_shift,timing_tail_delta,charge_bias_delta,charge_res68_if_corrected,mean_lift_fraction
all_samples_reference,ML_mlp,61,405,0.8098765432098766,-0.038461538461538436,0.0,-0.03357165229502742,0.018089333958624665,0.034361575021534994
all_samples_reference,ML_mlp,62,495,0.6323232323232323,-0.038461538461538436,0.0020202020202020193,-0.0329355800312749,0.06298803386933455,0.03642657823985673
all_samples_reference,ML_mlp,63,1212,0.49834983498349833,0.0,0.0,-0.02789430010575172,0.01836180665549941,0.032373067427025816
all_samples_reference,ML_mlp,64,763,0.8204456094364351,-0.038461538461538436,0.0013106159895150717,-0.03866271781725224,0.01971611971654976,0.03827920074405848
all_samples_reference,ML_mlp,65,442,0.5294117647058824,-0.006739749245372517,0.0,-0.01260265806533909,0.01868545085369594,0.023226685221128182
all_samples_reference,ML_ridge,31,12229,0.0,0.0,0.0,0.0,,0.0
all_samples_reference,ML_ridge,32,11986,0.0,0.0,0.0,0.0,,0.0
all_samples_reference,ML_ridge,33,16060,0.0,0.0,0.0,0.0,,0.0
all_samples_reference,ML_ridge,34,15534,0.0,0.0,0.0,0.0,,0.0
all_samples_reference,ML_ridge,35,1408,0.0,0.0,0.0,0.0,,0.0
all_samples_reference,ML_ridge,36,2141,0.0,0.0,0.0,0.0,,0.0
all_samples_reference,ML_ridge,37,4938,0.0,0.0,0.0,0.0,,0.0
all_samples_reference,ML_ridge,39,2295,0.0,0.0,0.0,0.0,,0.0
all_samples_reference,ML_ridge,40,1972,0.0,0.0,0.0,0.0,,0.0
all_samples_reference,ML_ridge,41,2720,0.0,0.0,0.0,0.0,,0.0
all_samples_reference,ML_ridge,45,5448,0.0,0.0,0.0,0.0,,0.0
all_samples_reference,ML_ridge,47,1267,0.0,0.0,0.0,0.0,,0.0
all_samples_reference,ML_ridge,48,1975,0.0,0.0,0.0,0.0,,0.0
all_samples_reference,ML_ridge,49,2146,0.0,0.0,0.0,0.0,,0.0
all_samples_reference,ML_ridge,50,19476,0.0,0.0,0.0,0.0,,0.0
all_samples_reference,ML_ridge,51,7240,0.0,0.0,0.0,0.0,,0.0
all_samples_reference,ML_ridge,52,3622,0.0,0.0,0.0,0.0,,0.0
all_samples_reference,ML_ridge,53,13948,0.0,0.0,0.0,0.0,,0.0
all_samples_reference,ML_ridge,54,13272,0.0,0.0,0.0,0.0,,0.0
all_samples_reference,ML_ridge,55,8323,0.0,0.0,0.0,0.0,,0.0
all_samples_reference,ML_ridge,56,21626,0.0,0.0,0.0,0.0,,0.0
all_samples_reference,ML_ridge,57,1828,0.0,0.0,0.0,0.0,,0.0
all_samples_reference,ML_ridge,58,1610,0.0,0.0,0.0,0.0,,0.0
all_samples_reference,ML_ridge,59,794,0.0,0.0,0.0,0.0,,0.0
all_samples_reference,ML_ridge,60,333,0.0,0.0,0.0,0.0,,0.0
all_samples_reference,ML_ridge,61,405,0.0,0.0,0.0,0.0,,0.0
all_samples_reference,ML_ridge,62,495,0.0,0.0,0.0,0.0,,0.0
all_samples_reference,ML_ridge,63,1212,0.0,0.0,0.0,0.0,,0.0
all_samples_reference,ML_ridge,64,763,0.0,0.0,0.0,0.0,,0.0
all_samples_reference,ML_ridge,65,442,0.0,0.0,0.0,0.0,,0.0
all_samples_reference,NN_1d_cnn,31,12229,0.0004088641753209584,0.0,0.0,-2.5690049702202077e-05,0.027294710067914806,0.03376777982823477
all_samples_reference,NN_1d_cnn,32,11986,0.003921241448356416,0.0,0.0,-1.4963184495741383e-06,0.2742151056161174,0.03630086600205463
all_samples_reference,NN_1d_cnn,33,16060,0.0014943960149439602,0.0,0.0,-2.4131525286160208e-05,0.036092620699406136,0.0364423869210414
all_samples_reference,NN_1d_cnn,34,15534,0.0005149993562508047,0.0,0.0,-5.195489703167279e-06,0.02571015914347045,0.03446175408206442
all_samples_reference,NN_1d_cnn,35,1408,0.009943181818181818,0.0,0.0,0.0,0.30638228160432224,0.03216509887916544
all_samples_reference,NN_1d_cnn,36,2141,0.0018682858477347033,0.0,0.0,0.0,0.9813712339819404,0.033506618991555354
all_samples_reference,NN_1d_cnn,37,4938,0.009518023491292021,0.0,0.0,-1.4519038962646207e-05,0.27196442628599116,0.035364104495223314
all_samples_reference,NN_1d_cnn,39,2295,0.004357298474945534,0.0,0.0,-7.148973085696446e-06,0.4327811094734324,0.033903853517794735
all_samples_reference,NN_1d_cnn,40,1972,0.0015212981744421906,0.0,0.0,0.0,0.4606994765114941,0.04
all_samples_reference,NN_1d_cnn,41,2720,0.008088235294117648,0.0,0.0,-5.2971106504554055e-06,0.29781990216080934,0.031078846283100814
all_samples_reference,NN_1d_cnn,45,5448,0.0012848751835535977,0.0,0.0,-2.898579228361917e-05,0.17758970825537312,0.03731107283231742
all_samples_reference,NN_1d_cnn,47,1267,0.003946329913180742,0.0,0.0,0.0,0.3015719306562808,0.033294905226238285
all_samples_reference,NN_1d_cnn,48,1975,0.004050632911392405,0.0,0.0,-1.7119513867085503e-05,0.4530384015197813,0.03361877872882241
all_samples_reference,NN_1d_cnn,49,2146,0.0009319664492078285,0.0,0.0,0.0,0.4930454329569425,0.04
all_samples_reference,NN_1d_cnn,50,19476,0.0007188334360238242,0.0,0.0,-1.287572062197949e-06,0.3048813675695255,0.03286354238434705
all_samples_reference,NN_1d_cnn,51,7240,0.00027624309392265195,0.0,0.0,0.0,0.06283287220458415,0.04
all_samples_reference,NN_1d_cnn,52,3622,0.0016565433462175593,0.0,0.0,0.0,0.3154963955861396,0.03414286629098359
all_samples_reference,NN_1d_cnn,53,13948,0.002294235732721537,0.0,0.0,-5.310944790621968e-05,0.03008489461702958,0.038354113337848376
all_samples_reference,NN_1d_cnn,54,13272,0.0007534659433393611,0.0,0.0,-1.7417767240941826e-05,0.020845765195383958,0.034433796845722654
all_samples_reference,NN_1d_cnn,55,8323,0.001682085786375105,0.0,0.0,0.0,0.28060429169838513,0.03364736648862123
all_samples_reference,NN_1d_cnn,56,21626,0.0006936095440673263,0.0,0.0,-2.5274635027672417e-05,0.022828638995549537,0.03836591107481589
all_samples_reference,NN_1d_cnn,57,1828,0.011487964989059081,0.0,0.0,0.0,0.29597567910154593,0.03484990505870437
all_samples_reference,NN_1d_cnn,58,1610,0.0018633540372670807,0.0,0.0,-2.2412384060296886e-05,0.010899667192210385,0.04
all_samples_reference,NN_1d_cnn,59,794,0.0025188916876574307,0.0,0.0,0.0,0.9315280952009181,0.04
all_samples_reference,NN_1d_cnn,60,333,0.006006006006006006,0.0,0.0,0.0,0.9862632580226597,0.04
all_samples_reference,NN_1d_cnn,61,405,0.0,0.0,0.0,0.0,,0.0
all_samples_reference,NN_1d_cnn,62,495,0.014141414141414142,0.0,0.0,-6.719541852712521e-05,0.38666855723470067,0.03262978741524371
all_samples_reference,NN_1d_cnn,63,1212,0.007425742574257425,0.0,0.0,-1.394981564813158e-05,0.5573231079404846,0.03373327341527846
all_samples_reference,NN_1d_cnn,64,763,0.0,0.0,0.0,0.0,,0.0
all_samples_reference,NN_1d_cnn,65,442,0.0022624434389140274,0.0,0.0,0.0,0.9765238057294272,0.04
all_samples_reference,NN_gated_residual_cnn_new,31,12229,0.018725979229699895,0.0,0.0,-2.8737204474215804e-06,0.12761092909836882,0.03836532485465202
all_samples_reference,NN_gated_residual_cnn_new,32,11986,0.08868680126814617,0.0,0.0,-8.867707433033866e-05,0.128684327086479,0.039933640730314864
all_samples_reference,NN_gated_residual_cnn_new,33,16060,0.008343711083437112,0.0,0.0,0.0,0.13159899763977176,0.03988156650901013
all_samples_reference,NN_gated_residual_cnn_new,34,15534,0.0384318269602163,0.0,0.0,-0.0001440367734906957,0.120981412651288,0.034482596523025905
all_samples_reference,NN_gated_residual_cnn_new,35,1408,0.056818181818181816,0.0,0.0,-0.00012339297250253504,0.27919467094930983,0.03917820361336568
all_samples_reference,NN_gated_residual_cnn_new,36,2141,0.02849135917795423,0.0,0.0,0.0,0.2284010287924473,0.03869160482951328
all_samples_reference,NN_gated_residual_cnn_new,37,4938,0.13588497367355204,0.0,0.0,-0.00010191650093623354,0.13238761438673904,0.03997871242756307
all_samples_reference,NN_gated_residual_cnn_new,39,2295,0.12810457516339868,0.0,0.0,-0.00023234533132434655,0.13369844939093714,0.03969044646425548
all_samples_reference,NN_gated_residual_cnn_new,40,1972,0.17038539553752535,0.0,0.0,-0.00022186861308307916,0.1707210708865601,0.03876648548626834
all_samples_reference,NN_gated_residual_cnn_new,41,2720,0.06727941176470588,0.0,0.0,-8.444768518896077e-05,0.2650760203923611,0.03915487874100665
all_samples_reference,NN_gated_residual_cnn_new,45,5448,0.03102055800293686,0.0,0.0,-2.898579228361917e-05,0.1298395649437565,0.038158790961437976
all_samples_reference,NN_gated_residual_cnn_new,47,1267,0.12075769534333071,0.0,0.0,-0.00018273064637377035,0.1337480259416151,0.0399560739410106
all_samples_reference,NN_gated_residual_cnn_new,48,1975,0.13873417721518988,0.0,0.0005063291139240506,-3.9709044939819846e-05,0.2092763929305314,0.03947296828037883
all_samples_reference,NN_gated_residual_cnn_new,49,2146,0.15377446411929171,0.0,0.0,-0.000253889822735246,0.12984150529628408,0.03887474144780111
all_samples_reference,NN_gated_residual_cnn_new,50,19476,0.020897514890121174,0.0,0.0,-4.441446363904165e-06,0.13743100464220778,0.03815306515155676
all_samples_reference,NN_gated_residual_cnn_new,51,7240,0.012569060773480663,0.0,0.0,0.0,0.1349347945160416,0.03825807396457357
all_samples_reference,NN_gated_residual_cnn_new,52,3622,0.05687465488680287,0.0,0.0,-4.9337904872855456e-05,0.13153757109902986,0.039909917289422954
all_samples_reference,NN_gated_residual_cnn_new,53,13948,0.014195583596214511,0.0,0.0,-6.552360225587804e-06,0.13424774754713537,0.03982810048201601
all_samples_reference,NN_gated_residual_cnn_new,54,13272,0.03345388788426763,0.0,0.0,-0.00022619895930301912,0.10092365946373895,0.03424439491686413
all_samples_reference,NN_gated_residual_cnn_new,55,8323,0.0159798149705635,0.0,0.0,-4.110997846890367e-05,0.13802038740434036,0.03873313742490053
all_samples_reference,NN_gated_residual_cnn_new,56,21626,0.011328955886432998,0.0,0.0,-2.1054039757543996e-06,0.1359772456734105,0.03821596697514019
all_samples_reference,NN_gated_residual_cnn_new,57,1828,0.13566739606126915,0.0,0.0,-0.00019201409933128398,0.16812316357647442,0.03986252235124263
all_samples_reference,NN_gated_residual_cnn_new,58,1610,0.06273291925465839,0.0,0.0,-9.559200528905243e-06,0.16221958113209517,0.03971263741244364
all_samples_reference,NN_gated_residual_cnn_new,59,794,0.22670025188916876,0.0,0.0,-0.00036440052563684044,0.3079371438076534,0.03989969672869626
all_samples_reference,NN_gated_residual_cnn_new,60,333,0.03903903903903904,0.0,0.0,0.0,0.4187505354910557,0.03605891375103227
all_samples_reference,NN_gated_residual_cnn_new,61,405,0.022222222222222223,0.0,0.0,0.0,0.354464763193021,0.03497218796049415
all_samples_reference,NN_gated_residual_cnn_new,62,495,0.17575757575757575,0.0,0.0,-0.00011922099088106444,0.33312206629486946,0.04
all_samples_reference,NN_gated_residual_cnn_new,63,1212,0.1353135313531353,0.0,0.001650165016501651,-6.973243250170749e-05,0.29791971374476117,0.03949580803023182
all_samples_reference,NN_gated_residual_cnn_new,64,763,0.12319790301441677,0.0,0.0,-2.5001392764886776e-05,0.20192143578528307,0.03943508263273311
all_samples_reference,NN_gated_residual_cnn_new,65,442,0.027149321266968326,0.0,0.0,0.0,0.3114366048897304,0.038282512956584615
all_samples_reference,traditional_rising_template,31,12229,0.159129937034917,0.0,0.0,-0.004673298514030998,0.029668035786082448,0.022031530810277384
all_samples_reference,traditional_rising_template,32,11986,0.165860170198565,0.0,0.0,-0.0049986338442951405,0.029588691376086242,0.022164591006388765
all_samples_reference,traditional_rising_template,33,16060,0.24831880448318805,0.0,0.0,-0.00067008977050057,0.0468328470371976,0.034609405940796055
all_samples_reference,traditional_rising_template,34,15534,0.24159907300115874,0.0,0.0,-0.0009871279926521764,0.04241090162643715,0.031461894390634015
all_samples_reference,traditional_rising_template,35,1408,0.12642045454545456,0.0,0.0,-0.0009383142949302287,0.02574346024384953,0.02396369074155737
all_samples_reference,traditional_rising_template,36,2141,0.12891172349369454,0.0,0.0,-0.0008561615371142899,0.027661900563995284,0.0235875162613043
all_samples_reference,traditional_rising_template,37,4938,0.13163223977318753,0.0,0.0,-0.0009392908874896332,0.03379378562752453,0.02367747765546887
all_samples_reference,traditional_rising_template,39,2295,0.1877995642701525,0.0,0.0,-0.0012710175540924622,0.04923874188527641,0.03198053443750369
all_samples_reference,traditional_rising_template,40,1972,0.17494929006085191,0.0,0.0,-0.0007642059622734107,0.04518432585536055,0.030323981426554743
all_samples_reference,traditional_rising_template,41,2720,0.1275735294117647,0.0,0.0,-0.0004172010619056792,0.031178901190863657,0.02337946334443352
all_samples_reference,traditional_rising_template,45,5448,0.13234214390602056,0.0,0.0,-0.0013246872608863758,0.03433885060133974,0.023189924496817723
all_samples_reference,traditional_rising_template,47,1267,0.13891081294396213,0.0,0.0,-0.002903288954134391,0.025833490775472534,0.021381319219639826
all_samples_reference,traditional_rising_template,48,1975,0.17468354430379746,0.0,0.0,-0.0009280791099191606,0.046647574373379776,0.03196960907249724
all_samples_reference,traditional_rising_template,49,2146,0.1724137931034483,0.0,0.00046598322460391414,-0.0009823063052212455,0.0468774214248559,0.03031217170122418
all_samples_reference,traditional_rising_template,50,19476,0.1732902033271719,0.0,0.0,-0.002566261741965012,0.027378629890764023,0.02042989023077184
all_samples_reference,traditional_rising_template,51,7240,0.17209944751381215,0.0,0.0,-0.004133699520730249,0.029187459509171006,0.022355740911790573
all_samples_reference,traditional_rising_template,52,3622,0.18139149641082275,0.0,0.0,-0.0034592493688490097,0.028781800080801723,0.02175788394568222
all_samples_reference,traditional_rising_template,53,13948,0.26233151706337826,0.0,0.0,-0.00211502561579546,0.04578166300100411,0.03403916756711021
all_samples_reference,traditional_rising_template,54,13272,0.2564798071127185,0.0,0.0,-0.0021259410778463805,0.04190656931812762,0.031191757392759426
all_samples_reference,traditional_rising_template,55,8323,0.184188393608074,0.0,0.0,-0.004565556648945885,0.027062902686695797,0.020625986897387
all_samples_reference,traditional_rising_template,56,21626,0.1769166743734394,0.0,0.0,-0.0069642674711474836,0.02734976035500285,0.022095496829355923
all_samples_reference,traditional_rising_template,57,1828,0.13129102844638948,0.0,0.0,-0.0007496145709765408,0.040589984332208236,0.02561739476022864
all_samples_reference,traditional_rising_template,58,1610,0.059006211180124224,0.0,0.0,-0.0002509821833153181,0.04121583058052688,0.03194390638395857
all_samples_reference,traditional_rising_template,59,794,0.29345088161209065,0.0,0.0,-0.0015486436637909481,0.16794272085652312,0.03190473538486467
all_samples_reference,traditional_rising_template,60,333,0.16816816816816818,0.0,0.0030030030030030047,-0.0031811999150230634,0.037778193291071696,0.03267021833381898
all_samples_reference,traditional_rising_template,61,405,0.15308641975308643,0.0,0.002469135802469137,-0.0018124173865007934,0.02749158430421644,0.03034697309438012
all_samples_reference,traditional_rising_template,62,495,0.21414141414141413,0.0,0.0020202020202020193,-0.0014643977507533684,0.15369872808836496,0.03064400900323389
all_samples_reference,traditional_rising_template,63,1212,0.15841584158415842,0.0,0.0,-0.00047693211260828663,0.1820631281879068,0.03298817620775794
all_samples_reference,traditional_rising_template,64,763,0.14285714285714285,0.0,0.0,-0.00047917885161747123,0.16792177538890188,0.031516989550057065
all_samples_reference,traditional_rising_template,65,442,0.1334841628959276,0.0,0.0,-0.0009307086833034058,0.1150405923975907,0.025703614344305337
early_tail,ML_gradient_boosted_trees,31,12229,0.0,0.0,0.0,0.0,,0.0
early_tail,ML_gradient_boosted_trees,32,11986,0.0,0.0,0.0,0.0,,0.0
early_tail,ML_gradient_boosted_trees,33,16060,0.0,0.0,0.0,0.0,,0.0
early_tail,ML_gradient_boosted_trees,34,15534,0.0,0.0,0.0,0.0,,0.0
early_tail,ML_gradient_boosted_trees,35,1408,0.0,0.0,0.0,0.0,,0.0
early_tail,ML_gradient_boosted_trees,36,2141,0.0,0.0,0.0,0.0,,0.0
early_tail,ML_gradient_boosted_trees,37,4938,0.0,0.0,0.0,0.0,,0.0
early_tail,ML_gradient_boosted_trees,39,2295,0.0,0.0,0.0,0.0,,0.0
early_tail,ML_gradient_boosted_trees,40,1972,0.0,0.0,0.0,0.0,,0.0
early_tail,ML_gradient_boosted_trees,41,2720,0.0,0.0,0.0,0.0,,0.0
early_tail,ML_gradient_boosted_trees,45,5448,0.0,0.0,0.0,0.0,,0.0
early_tail,ML_gradient_boosted_trees,47,1267,0.0,0.0,0.0,0.0,,0.0
early_tail,ML_gradient_boosted_trees,48,1975,0.0,0.0,0.0,0.0,,0.0
early_tail,ML_gradient_boosted_trees,49,2146,0.0,0.0,0.0,0.0,,0.0
early_tail,ML_gradient_boosted_trees,50,19476,0.0,0.0,0.0,0.0,,0.0
early_tail,ML_gradient_boosted_trees,51,7240,0.0,0.0,0.0,0.0,,0.0
early_tail,ML_gradient_boosted_trees,52,3622,0.0,0.0,0.0,0.0,,0.0
early_tail,ML_gradient_boosted_trees,53,13948,0.0,0.0,0.0,0.0,,0.0
early_tail,ML_gradient_boosted_trees,54,13272,0.0,0.0,0.0,0.0,,0.0
early_tail,ML_gradient_boosted_trees,55,8323,0.0,0.0,0.0,0.0,,0.0
early_tail,ML_gradient_boosted_trees,56,21626,0.0,0.0,0.0,0.0,,0.0
early_tail,ML_gradient_boosted_trees,57,1828,0.0,0.0,0.0,0.0,,0.0
early_tail,ML_gradient_boosted_trees,58,1610,0.0,0.0,0.0,0.0,,0.0
early_tail,ML_gradient_boosted_trees,59,794,0.0,0.0,0.0,0.0,,0.0
early_tail,ML_gradient_boosted_trees,60,333,0.0,0.0,0.0,0.0,,0.0
early_tail,ML_gradient_boosted_trees,61,405,0.0,0.0,0.0,0.0,,0.0
early_tail,ML_gradient_boosted_trees,62,495,0.0,0.0,0.0,0.0,,0.0
early_tail,ML_gradient_boosted_trees,63,1212,0.0,0.0,0.0,0.0,,0.0
early_tail,ML_gradient_boosted_trees,64,763,0.0,0.0,0.0,0.0,,0.0
early_tail,ML_gradient_boosted_trees,65,442,0.0,0.0,0.0,0.0,,0.0
early_tail,ML_mlp,31,12229,0.6357020197890261,-0.011412285788311327,8.177283506419176e-05,-0.029781159922270463,0.034669823787180365,0.027023082970904996
early_tail,ML_mlp,32,11986,0.46621057900884366,0.0,0.0,-0.009085605873828244,0.04801468102543302,0.021396184035061733
early_tail,ML_mlp,33,16060,0.537359900373599,-0.006349371286044347,0.0,-0.011462428505294324,0.03559215948989766,0.024750433426802047
early_tail,ML_mlp,34,15534,0.7214497231878461,-0.029411795144419606,0.0,-0.031999865225936265,0.044588935804664276,0.03254277876120884
early_tail,ML_mlp,35,1408,0.6271306818181818,-0.022318104953700457,0.0,-0.03288935214194183,0.06338297499839803,0.032828184253530665
early_tail,ML_mlp,36,2141,0.631013545072396,-0.012521356858882116,0.0,-0.03087617997001848,0.030204470438979683,0.027965091935624322
early_tail,ML_mlp,37,4938,0.48805184285135683,0.0,0.0,-0.01123794844040968,0.05720925470566726,0.02451232454302004
early_tail,ML_mlp,39,2295,0.5333333333333333,-0.007864346326113103,0.0,-0.02532088389266717,0.04752237081037073,0.030544523361440232
early_tail,ML_mlp,40,1972,0.6663286004056795,-0.02449323507387491,0.0005070993914807302,-0.033460211518873864,0.05566021841974365,0.03252163784843868
early_tail,ML_mlp,41,2720,0.6400735294117647,-0.023671801794775682,0.0,-0.0324609807242957,0.06373417700386116,0.0331447323630625
early_tail,ML_mlp,45,5448,0.6229809104258444,-0.012350211799002198,0.0,-0.03154214537289802,0.038177969710224025,0.02863545887088778
early_tail,ML_mlp,47,1267,0.47198105761641673,0.0,0.0,-0.009594191641614892,0.04815792227728222,0.02150080238964479
early_tail,ML_mlp,48,1975,0.5589873417721519,-0.010147166245563888,0.0,-0.025961551823390522,0.0427425721934499,0.03083910424729076
early_tail,ML_mlp,49,2146,0.6887232059645852,-0.027942200675311946,0.0,-0.03451328366055477,0.060670474225119876,0.03273161689578932
early_tail,ML_mlp,50,19476,0.6966522899979462,-0.03240735221930463,0.0,-0.035505509403532316,0.050515992036986264,0.03398260472168613
early_tail,ML_mlp,51,7240,0.6911602209944752,-0.01517279265257171,0.0,-0.030339805210082622,0.033523471396090326,0.027579550696865685
early_tail,ML_mlp,52,3622,0.4364991717283269,0.0,0.0,-0.007431736882970082,0.04295230855852516,0.02085876842916958
early_tail,ML_mlp,53,13948,0.5716231717809005,-0.009070888543221911,0.0,-0.018750976701535402,0.03713544510807282,0.026691361489878544
early_tail,ML_mlp,54,13272,0.7105937311633514,-0.02739097613564201,0.0,-0.031746282096962807,0.04769464638882781,0.032083023519673834
early_tail,ML_mlp,55,8323,0.7087588609876246,-0.03134903614706297,0.0,-0.034905158457953354,0.05104642604783259,0.033531508768496476
early_tail,ML_mlp,56,21626,0.6583741792287062,-0.013206887758609342,0.0,-0.02946851785135648,0.030947977972603898,0.02749536523903608
early_tail,ML_mlp,57,1828,0.5120350109409191,-0.004772117941992282,0.0,-0.013475334427526365,0.0583950277517157,0.025373608525630052
