study_id,family,report_dir,json_path,ci_key,pattern,context,delta,ci_low,ci_high,estimate_source,se_from_ci,z,p,p_bh_adjusted,nominal_ci_excludes_zero,bh_pass
S13b,pileup,1781000867.546938.20f0173c,/ml.ci-vs-traditional.ci,ml.ci-vs-traditional.ci,D_unpaired_ml_vs_traditional,,0.15636030236353626,0.09134220951871055,0.22137839520836197,unpaired_per_method_cis,0.03317310591300664,4.713465865197444,2.4353853767515256e-06,7.156286260916021e-06,True,True
S16c,pedestal,1781001221.625989.53423f03__s16c_pedestal_timing_nuisance,/ml.ci-vs-traditional.ci,ml.ci-vs-traditional.ci,D_unpaired_ml_vs_traditional,,-0.3308822082801717,-0.7619169634242517,0.1001525468639084,unpaired_per_method_cis,0.21991973247673285,-1.5045589795594103,0.1324374991743192,0.15960416567161545,False,False
S18b,timing,1781001480.695946.490c69d3,/ml/paired_delta_ml_minus_traditional_ci,paired_delta_ml_minus_traditional_ci,A_delta_named_ci_key,"method=Standardized Ridge residual correction, leave-one-run-out",0.5025935690323078,0.10579480020227064,0.899392337862345,ci_midpoint,0.2024520715482199,2.4825311254599853,0.01304526705358071,0.020460471484037113,True,True
S18b,timing,1781001480.695946.490c69d3,/ml/ci,ci,B_delta_key_with_ci_sibling,"method=Standardized Ridge residual correction, leave-one-run-out",0.006,1.6865221497964424,2.321629771278869,delta_key:paired_delta_p_value,0.1620202275378717,0.03703241312013045,0.9704591615255654,0.988554205740054,True,False
S05a,timing,1781001480.696013.4ac50583__s05a_astack_external_control,/ml.ci-vs-traditional.ci,ml.ci-vs-traditional.ci,D_unpaired_ml_vs_traditional,,-0.41779115175741044,-2.942603746481873,2.107021442967052,unpaired_per_method_cis,1.2881933620412733,-0.3243233229329624,0.7456932640169253,0.8230244173223842,False,False
S05a,timing,1781001480.696013.4ac50583__s05a_astack_external_control,/traditional/a_control_delta_vs_b_only_ci,a_control_delta_vs_b_only_ci,A_delta_named_ci_key,method=CFD20 pair-median residual baseline plus leave-run-out Ridge A-control test;metric=heldout sigma68 residual width ns,-8.624813388398433e-05,-0.017282020802034826,0.017109524534266857,ci_midpoint,0.008773514617507722,-0.009830511219742483,0.9921565132042274,0.9999999999371718,False,False
S05a,timing,1781001480.696013.4ac50583__s05a_astack_external_control,/ml/a_control_delta_vs_ml_b_only_ci,a_control_delta_vs_ml_b_only_ci,A_delta_named_ci_key,method=leave-run-out ExtraTrees B features plus A controls;metric=heldout sigma68 residual width ns,0.017718115133949056,-0.006612368960999919,0.04204859922889803,ci_midpoint,0.012413740398734227,1.4272986678338861,0.1534938244430686,0.20150290609706803,False,False
P03a,timing,1781004956.603.7dce65be__p03a_18_sample_mlp_timing,/ml.ci-vs-traditional.ci,ml.ci-vs-traditional.ci,D_unpaired_ml_vs_traditional,metric=heldout B4/B6/B8 pairwise sigma68 ns with event-paired bootstrap CI,0.4325928564816395,0.06548287014199411,0.7997028428212849,unpaired_per_method_cis,0.187304455201913,2.3095705652879808,0.020911940770961614,0.03163329111546478,True,True
P03a,timing,1781004956.603.7dce65be__p03a_18_sample_mlp_timing,/ml/delta_ci,delta_ci,A_delta_named_ci_key,method=tiny_heteroskedastic_mlp_on_18_normalized_samples,0.08111927119842943,-0.12877285902692193,0.4444202303349212,sibling_prefix:delta_vs_s02_ridge_ns,0.14622541380431403,0.5547549436720158,0.5790622892824233,0.6662569969349891,False,False
S10c,pileup,1781004956.733.387f428e,/traditional/ci,ci,C_delta_metric_value_row,metric=matched_stratified_downstream_high_minus_low_per_selected_event,0.0202483132962887,0.018748378130221333,0.028471456126386806,value_field,0.0024804226181858115,8.163251353956115,3.2612488258230173e-16,3.893115785826227e-15,True,True
S11a,pileup,1781005319.561.508a188d,/ml.ci-vs-traditional.ci,ml.ci-vs-traditional.ci,D_unpaired_ml_vs_traditional,,-2.626308695826282,-4.322632926844384,-0.9299844648081794,unpaired_per_method_cis,0.8654874499728012,-3.034485012935561,0.0024094672656209473,0.0040018108498573995,True,True
S03b,timing,1781005627.1825.6e067067,/ml.ci-vs-traditional.ci,ml.ci-vs-traditional.ci,D_unpaired_ml_vs_traditional,,-0.17804575771950915,-0.47483812159396077,0.11874660615494248,unpaired_per_method_cis,0.15142745796122375,-1.1757825173628786,0.23968179426598646,0.30393691357984665,False,False
S03c,timing,1781005627.1877.378c7a87,/ml.ci-vs-traditional.ci,ml.ci-vs-traditional.ci,D_unpaired_ml_vs_traditional,,-0.014168706797994979,-0.3752207183121563,0.34688330471616635,unpaired_per_method_cis,0.18421359492424022,-0.0769145556484146,0.9386915181168498,0.9689474974434529,False,False
S02c,timing,1781005800.1736.6e8916b8,/ml.ci-vs-traditional.ci,ml.ci-vs-traditional.ci,D_unpaired_ml_vs_traditional,,0.2106963195484428,-0.15092051736119505,0.5723131564580807,unpaired_per_method_cis,0.18450177644182514,1.1419744764076947,0.2534646291247621,0.3154018057096231,False,False
S03b,timing,1781005800.1771.08175779,/ml.ci-vs-traditional.ci,ml.ci-vs-traditional.ci,D_unpaired_ml_vs_traditional,,-0.17804575771950915,-0.47483812159396077,0.11874660615494248,unpaired_per_method_cis,0.15142745796122375,-1.1757825173628786,0.23968179426598646,0.30393691357984665,False,False
S07e,pileup,1781006037.1500.1d8044e2__s07e_all_three_downstream_curvature_rf,/ml.ci-vs-traditional.ci,ml.ci-vs-traditional.ci,D_unpaired_ml_vs_traditional,,-0.007222483906421773,-0.01697858146739739,0.0025336136545538457,unpaired_per_method_cis,0.004977692262679555,-1.4509703543894492,0.14678811541296105,0.2017016549919105,False,False
P10b,representation,1781006250.1276.49814de9,/falsification/q_delta_ci,q_delta_ci,A_delta_named_ci_key,,0.033647917835245914,0.027696870157837578,0.04111340412274953,sibling_prefix:q_delta_conditional_minus_empirical,0.003422648087092381,9.830960408153034,8.282508976582976e-23,1.590397263578609e-22,True,True
P10c,representation,1781006250.1341.148d3648,/folds/[0]/delta_conditional_minus_empirical_ci,delta_conditional_minus_empirical_ci,A_delta_named_ci_key,fold=holdout_sample_i,0.013014769388423343,0.010708263590122712,0.015343943964221198,sibling_exact,0.0011825932544332809,11.005279574895127,3.603963462457658e-28,7.559082339206063e-28,True,True
P10c,representation,1781006250.1341.148d3648,/folds/[0]/delta_conditional_minus_mean_ci,delta_conditional_minus_mean_ci,A_delta_named_ci_key,fold=holdout_sample_i,-0.019799325543153185,-0.022022107642066323,-0.01768415142850297,sibling_exact,0.00110664181785497,-17.89135854411384,1.3770963022445123e-71,5.313513090735901e-71,True,True
P10c,representation,1781006250.1341.148d3648,/folds/[0]/delta_conditional_minus_shuffled_ci,delta_conditional_minus_shuffled_ci,A_delta_named_ci_key,fold=holdout_sample_i,-0.017446396441943002,-0.01902180785349796,-0.01587240615195023,sibling_exact,0.000803433564695528,-21.71479660369249,1.4869975687661183e-104,8.814231965584672e-104,True,True
P10c,representation,1781006250.1341.148d3648,/folds/[1]/delta_conditional_minus_empirical_ci,delta_conditional_minus_empirical_ci,A_delta_named_ci_key,fold=holdout_sample_ii,0.029225251206238367,0.02631280186537388,0.032329390318912264,sibling_exact,0.0015348721968863883,19.040836928002307,7.826694695550892e-81,3.517712231297049e-80,True,True
P10c,representation,1781006250.1341.148d3648,/folds/[1]/delta_conditional_minus_mean_ci,delta_conditional_minus_mean_ci,A_delta_named_ci_key,fold=holdout_sample_ii,-0.021432507913760467,-0.02492325613542919,-0.016661942560385258,sibling_exact,0.002107516678930868,-10.169555538052997,2.711430698599625e-24,5.357367902063993e-24,True,True
P10c,representation,1781006250.1341.148d3648,/folds/[1]/delta_conditional_minus_shuffled_ci,delta_conditional_minus_shuffled_ci,A_delta_named_ci_key,fold=holdout_sample_ii,-0.018445462765719338,-0.02383561263847972,-0.01220286243443223,sibling_exact,0.0029675928475740216,-6.215631224747804,5.111873195943666e-10,7.310336143849508e-10,True,True
S07d,pileup,1781006575.2866.622a4328,/ml.roc_auc_ci-vs-traditional.roc_auc_ci,ml.roc_auc_ci-vs-traditional.roc_auc_ci,D_unpaired_ml_vs_traditional,,0.08116230511979727,0.059153123749805275,0.10317148648978927,unpaired_per_method_cis,0.011229380510865309,7.2276743174983125,4.91335272596414e-13,4.265683502996139e-12,True,True
S07d,pileup,1781006575.2866.622a4328,/ml.average_precision_ci-vs-traditional.average_precision_ci,ml.average_precision_ci-vs-traditional.average_precision_ci,D_unpaired_ml_vs_traditional,,0.03722359921158036,0.006407933478196719,0.068039264944964,unpaired_per_method_cis,0.015722567341264267,2.367526778777796,0.017907424065075003,0.02680180899224419,True,True
S03b,timing,1781006575.2877.41492e09,/ml.roc_auc_ci-vs-traditional.roc_auc_ci,ml.roc_auc_ci-vs-traditional.roc_auc_ci,D_unpaired_ml_vs_traditional,,0.10173800314835002,0.03716488491479834,0.16631112138190168,unpaired_per_method_cis,0.0329460738783448,3.088015996201041,0.002014976245310467,0.0036172465126657785,True,True
S03b,timing,1781006575.2877.41492e09,/ml.average_precision_ci-vs-traditional.average_precision_ci,ml.average_precision_ci-vs-traditional.average_precision_ci,D_unpaired_ml_vs_traditional,,0.2206023124349124,0.1296164559927453,0.3115881688770795,unpaired_per_method_cis,0.04642220834660838,4.752085699753869,2.0132899992785397e-06,5.504224034724815e-06,True,True
S03b,timing,1781006575.2877.41492e09,/traditional_operational_cut/ml_minus_traditional_auc_delta_ci,ml_minus_traditional_auc_delta_ci,A_delta_named_ci_key,,0.10173800314835002,0.0748291479791636,0.12062055178978133,sibling_exact,0.011681695217824023,8.709181437392525,3.0607701793818376e-18,1.6287669883139066e-17,True,True
S10d,pileup,1781007337.1325.2241031c,/ml.ci-vs-traditional.ci,ml.ci-vs-traditional.ci,D_unpaired_ml_vs_traditional,,-40.0,-64.62214450449027,-15.377855495509738,unpaired_per_method_cis,12.56254946453435,-3.184067064804402,0.0014522136270542793,0.0024988540789852914,True,True
S16e,pedestal,1781007910.1647.505b465f,/ml.ci-vs-traditional.ci,ml.ci-vs-traditional.ci,D_unpaired_ml_vs_traditional,,-0.05764311834292957,-0.3786341833127283,0.26334794662686917,unpaired_per_method_cis,0.16377396090016721,-0.3519675412751815,0.7248626051660486,0.7627285621523348,False,False
P03c,timing,1781009029.1288.7e78286e,/p03a_reproduced_first/ci,ci,B_delta_key_with_ci_sibling,method=p03a_mlp_waveform,2.932751315576354e-06,1.6075647920894325,2.277237977848316,delta_key:delta_from_reported_ns,0.17083813555789296,1.71668422041665e-05,0.9999863028416482,0.9999999999371718,True,False
S05b,timing,1781009478.9902.7ea057ff,/ml.ci-vs-traditional.ci,ml.ci-vs-traditional.ci,D_unpaired_ml_vs_traditional,,-4.0520338468056245,-6.522317575367827,-1.5817501182434222,unpaired_per_method_cis,1.260372000734445,-3.2149507006220546,0.0013046692662481872,0.0023852235665150906,True,True
S05b,timing,1781009478.9902.7ea057ff,/traditional/a_control_delta_vs_b_only_ci,a_control_delta_vs_b_only_ci,A_delta_named_ci_key,method=grouped-run-heldout Ridge using B pair features plus event-matched A controls;metric=A-any subset heldout sigma68 residual width ns,-0.0010668883043919216,-0.021555016513593504,0.01942123990480966,ci_midpoint,0.010453318719532258,-0.10206216159834648,0.9187073347994397,0.9639957245430739,False,False
S05b,timing,1781009478.9902.7ea057ff,/ml/a_control_delta_vs_ml_b_only_ci,a_control_delta_vs_ml_b_only_ci,A_delta_named_ci_key,method=grouped-run-heldout bounded ExtraTrees using B pair features plus event-matched A controls;metric=A-any subset heldout sigma68 residual width ns,0.331807212231905,0.048153425569199215,0.6154609988946108,ci_midpoint,0.14472397906294743,2.292689949380027,0.021865861588790166,0.032909226027573076,True,True
S05c,timing,1781009478.9969.16fe02b4,/ml.ci-vs-traditional.ci,ml.ci-vs-traditional.ci,D_unpaired_ml_vs_traditional,,-0.6329156421027431,-3.5242334051026316,2.2584021208971454,unpaired_per_method_cis,1.4751892309278305,-0.42904030807265753,0.667893891158666,0.7454396238400093,False,False
P02d,timing,1781009575.1697.2f57332a,/ml.ci-vs-traditional.ci,ml.ci-vs-traditional.ci,D_unpaired_ml_vs_traditional,,0.3068638824439288,0.26373872070293153,0.3499890441849261,unpaired_per_method_cis,0.022003037852309053,13.946432510987375,3.3073996015992376e-44,2.816014517933065e-43,True,True
S10d,pileup,1781010419.1206.6d667357,/traditional/ci,ci,C_delta_metric_value_row,method=bounded_two_pulse_template_fit;metric=matched_stratified_secondary_fraction_high_minus_low,0.03158538627349211,0.018889965559131923,0.0439563896813622,value_field,0.006394613452071323,4.939373819892284,7.837383862586901e-07,2.5371869792442342e-06,True,True
S11b,pileup,1781010611.1197.028b141a,/traditional/ci,ci,C_delta_metric_value_row,method=bounded_two_pulse_low_current_template_fit;metric=matched_stratified_secondary_fraction_high_minus_low,0.018064542090743305,-0.016794538194931638,0.05413747947109698,value_field,0.018095234970012544,0.9983038142737519,0.31813205860168825,0.38950784098027214,False,False
S11c,pileup,1781010611.1262.2e354bed,/ml.ci-vs-traditional.ci,ml.ci-vs-traditional.ci,D_unpaired_ml_vs_traditional,,-7.156833591925285,-7.889489542634895,-6.424177641215674,unpaired_per_method_cis,0.37381092534796945,-19.145597698256683,1.0532314539376137e-81,2.2351911966898246e-80,True,True
P01e,representation,1781010798.1019.19c63d1a__p01e_strict_latent_timing_audit,/strict_audit/pooled/[1]/delta_ci_low/delta_ci_high,delta_ci_low/delta_ci_high,E_scalar_ci_low_high_pair,method=strict traditional hand-shape ridge,-1.2268106976532935,-1.3970896248996725,-1.0589345535858903,sibling_prefix:delta_vs_cfd20_ns,0.08626563395580385,-14.221314344966396,6.757178537669516e-46,1.867355420207319e-45,True,True
P01e,representation,1781010798.1019.19c63d1a__p01e_strict_latent_timing_audit,/strict_audit/pooled/[2]/delta_ci_low/delta_ci_high,delta_ci_low/delta_ci_high,E_scalar_ci_low_high_pair,method=strict ML AE latent ridge,-1.2233936342978482,-1.3942272352668017,-1.0523845115249055,sibling_prefix:delta_vs_cfd20_ns,0.08720637890244616,-14.028717276134163,1.0401593051983961e-44,2.7446784246848e-44,True,True
P01e,representation,1781010798.1019.19c63d1a__p01e_strict_latent_timing_audit,/strict_audit/pooled/[3]/delta_ci_low/delta_ci_high,delta_ci_low/delta_ci_high,E_scalar_ci_low_high_pair,method=strict ML event-shuffled target,-1.1329177247881899,-1.3394384854825718,-0.9543806631772218,sibling_prefix:delta_vs_cfd20_ns,0.09823084131714588,-11.533218178702931,8.9725751735229e-31,1.931464866300456e-30,True,True
P01e,representation,1781010798.1019.19c63d1a__p01e_strict_latent_timing_audit,/strict_audit/by_fold/[1]/delta_ci_low/delta_ci_high,delta_ci_low/delta_ci_high,E_scalar_ci_low_high_pair,method=strict traditional hand-shape ridge,-1.600965906381606,-1.908009187189367,-1.224955106468259,sibling_prefix:delta_vs_cfd20_ns,0.17425169189560408,-9.187663482434136,4.0146659173073346e-20,7.330349822226339e-20,True,True
P01e,representation,1781010798.1019.19c63d1a__p01e_strict_latent_timing_audit,/strict_audit/by_fold/[2]/delta_ci_low/delta_ci_high,delta_ci_low/delta_ci_high,E_scalar_ci_low_high_pair,method=strict ML AE latent ridge,-1.5473017334365835,-1.968155377504924,-1.1508870597360048,sibling_prefix:delta_vs_cfd20_ns,0.20849064682193846,-7.421444352647902,1.158499276912833e-13,1.7813015197644688e-13,True,True
P01e,representation,1781010798.1019.19c63d1a__p01e_strict_latent_timing_audit,/strict_audit/by_fold/[3]/delta_ci_low/delta_ci_high,delta_ci_low/delta_ci_high,E_scalar_ci_low_high_pair,method=strict ML event-shuffled target,-1.5031575298881545,-1.8745417038587318,-0.9869483374152903,sibling_prefix:delta_vs_cfd20_ns,0.2264310399182497,-6.638478233509205,3.16938137097216e-11,4.6461540527871445e-11,True,True
P01e,representation,1781010798.1019.19c63d1a__p01e_strict_latent_timing_audit,/strict_audit/by_fold/[5]/delta_ci_low/delta_ci_high,delta_ci_low/delta_ci_high,E_scalar_ci_low_high_pair,method=strict traditional hand-shape ridge,-1.2493428748917514,-1.7666620209999346,-0.5860380549348843,sibling_prefix:delta_vs_cfd20_ns,0.30118511752707233,-4.148089670398316,3.352610903909221e-05,4.068895726109411e-05,True,True
P01e,representation,1781010798.1019.19c63d1a__p01e_strict_latent_timing_audit,/strict_audit/by_fold/[6]/delta_ci_low/delta_ci_high,delta_ci_low/delta_ci_high,E_scalar_ci_low_high_pair,method=strict ML AE latent ridge,-1.2380509573364256,-1.7074130427089,-0.6774377921335657,sibling_prefix:delta_vs_cfd20_ns,0.26275361657143903,-4.711832223248645,2.454994656359666e-06,3.1086464843687412e-06,True,True
P01e,representation,1781010798.1019.19c63d1a__p01e_strict_latent_timing_audit,/strict_audit/by_fold/[7]/delta_ci_low/delta_ci_high,delta_ci_low/delta_ci_high,E_scalar_ci_low_high_pair,method=strict ML event-shuffled target,-1.2202255495826906,-1.7388268012656154,-0.5343350872834585,sibling_prefix:delta_vs_cfd20_ns,0.3072739406139689,-3.971132557302252,7.153176224540792e-05,8.604850223050541e-05,True,True
P01e,representation,1781010798.1019.19c63d1a__p01e_strict_latent_timing_audit,/strict_audit/by_fold/[9]/delta_ci_low/delta_ci_high,delta_ci_low/delta_ci_high,E_scalar_ci_low_high_pair,method=strict traditional hand-shape ridge,-1.142463377382759,-1.4410888407926286,-0.9020112043872486,sibling_prefix:delta_vs_cfd20_ns,0.1375223322105803,-8.30747529523691,9.775972720759263e-17,1.6122471140284431e-16,True,True
P01e,representation,1781010798.1019.19c63d1a__p01e_strict_latent_timing_audit,/strict_audit/by_fold/[10]/delta_ci_low/delta_ci_high,delta_ci_low/delta_ci_high,E_scalar_ci_low_high_pair,method=strict ML AE latent ridge,-1.166415356976987,-1.420893131626965,-0.9609003609413207,sibling_prefix:delta_vs_cfd20_ns,0.11734725084593611,-9.939860955995984,2.792165991174992e-23,5.464095169332879e-23,True,True
P01e,representation,1781010798.1019.19c63d1a__p01e_strict_latent_timing_audit,/strict_audit/by_fold/[11]/delta_ci_low/delta_ci_high,delta_ci_low/delta_ci_high,E_scalar_ci_low_high_pair,method=strict ML event-shuffled target,-1.0146369957757022,-1.268554263434083,-0.7144132821218975,sibling_prefix:delta_vs_cfd20_ns,0.14136509284945512,-7.17742248332993,7.103791047608751e-13,1.0721219699158596e-12,True,True
P01e,representation,1781010798.1019.19c63d1a__p01e_strict_latent_timing_audit,/strict_audit/by_fold/[13]/delta_ci_low/delta_ci_high,delta_ci_low/delta_ci_high,E_scalar_ci_low_high_pair,method=strict traditional hand-shape ridge,-1.0355661721229519,-1.5774787612592085,-0.6023142009675493,sibling_prefix:delta_vs_cfd20_ns,0.2487710406884088,-4.162727981750984,3.1446790815629395e-05,3.827898048688221e-05,True,True
P01e,representation,1781010798.1019.19c63d1a__p01e_strict_latent_timing_audit,/strict_audit/by_fold/[14]/delta_ci_low/delta_ci_high,delta_ci_low/delta_ci_high,E_scalar_ci_low_high_pair,method=strict ML AE latent ridge,-1.051892857904431,-1.6286769914599781,-0.6385226862775965,sibling_prefix:delta_vs_cfd20_ns,0.25259502546796586,-4.164345105196192,3.1224752129041785e-05,3.812216006202415e-05,True,True
P01e,representation,1781010798.1019.19c63d1a__p01e_strict_latent_timing_audit,/strict_audit/by_fold/[15]/delta_ci_low/delta_ci_high,delta_ci_low/delta_ci_high,E_scalar_ci_low_high_pair,method=strict ML event-shuffled target,-1.0712405010573516,-1.6464172355322844,-0.5679167571564319,sibling_prefix:delta_vs_cfd20_ns,0.27513272868351835,-3.8935407873251817,9.879158280962964e-05,0.00011745859700330966,True,True
P05a,pileup,1781010938.498.6bd050f4,/ml.ci-vs-traditional.ci,ml.ci-vs-traditional.ci,D_unpaired_ml_vs_traditional,,-3.8899990158674047,-4.095285461507383,-3.684712570227426,unpaired_per_method_cis,0.10473990708974851,-37.139607280099845,6.451319090714304e-302,4.107339821088107e-300,True,True
P07e,amplitude-charge,1781010945.568.060f508b,/headline/best_tail_delta_ci95,best_tail_delta_ci95,A_delta_named_ci_key,,0.028075190575190572,-0.007593307593307611,0.07877190377190375,sibling_exact,0.02203234652433645,1.2742714691864223,0.20256722415633371,0.2763301505127066,False,False
P07e,amplitude-charge,1781010945.568.060f508b,/adoption_screen/[0]/tail_delta_ci95,tail_delta_ci95,A_delta_named_ci_key,,0.028075190575190572,-0.007593307593307611,0.07877190377190375,sibling_exact,0.02203234652433645,1.2742714691864223,0.20256722415633371,0.2763301505127066,False,False
P07e,amplitude-charge,1781010945.568.060f508b,/adoption_screen/[1]/tail_delta_ci95,tail_delta_ci95,A_delta_named_ci_key,,0.013568376068376067,-0.012698412698412717,0.04189560439560442,sibling_exact,0.013927301094471068,0.9742286733330201,0.32994301073965904,0.41766370827764726,False,False
P07e,amplitude-charge,1781010945.568.060f508b,/adoption_screen/[2]/tail_delta_ci95,tail_delta_ci95,A_delta_named_ci_key,,0.005846368346368346,-0.026769626769626798,0.04189560439560442,sibling_exact,0.01751696248167155,0.33375468791952667,0.7385646783979094,0.8022661879187593,False,False
P07e,amplitude-charge,1781010945.568.060f508b,/adoption_screen/[3]/tail_delta_ci95,tail_delta_ci95,A_delta_named_ci_key,,-0.007844107844107844,-0.04105534105534108,0.02524502524502527,sibling_exact,0.016913669542740373,-0.4637732707432885,0.6428101955635228,0.7198693844095293,False,False
P07e,amplitude-charge,1781010945.568.060f508b,/adoption_screen/[4]/tail_delta_ci95,tail_delta_ci95,A_delta_named_ci_key,,0.021848084348084367,0.0019305019305019425,0.045906964656964686,sibling_exact,0.011218691535493375,1.9474717063894684,0.05147820861594579,0.0855651305373153,True,False
P07e,amplitude-charge,1781010945.568.060f508b,/adoption_screen/[5]/tail_delta_ci95,tail_delta_ci95,A_delta_named_ci_key,,0.007921657921657934,-0.012698412698412717,0.03389957264957266,sibling_exact,0.011887459595059997,0.666387789444087,0.5051632652004877,0.5898900153765189,False,False
