species,sample,ke_setting_MeV,n,edep_raw_median,edep_raw_p16,edep_raw_p84,edep_vis_median,birks_ratio_median,dedx_median,path_mm_median,n_scint_median,arrival_median,pe_median,pe_p16,pe_p84,pe_per_MeV_median,adc_median,stopped_frac
proton,A,25.0,4000,24.998359099989614,24.996994367965858,24.998987589802486,15.265750464325528,0.6106751722967585,4.0940166457164215,6.102438657226431,152644.0,591.0,178.0,142.0,228.0,7.121358791952675,3895.0,0.9995
proton,A,32.0,4000,31.99864564923216,31.996848207174736,31.99921494151522,20.828105237985987,0.6512389424192113,3.34960716935897,9.522618985935562,208258.0,813.0,246.0,193.0,316.0,7.781742318229611,3895.0,0.92775
proton,A,40.0,4000,39.99888554038236,39.99700940230548,39.99938413838632,27.42648630274806,0.6856935468751343,2.7985072451519386,14.263583454985973,274219.5,1069.0,323.0,251.0,416.15999999999985,8.175154028666807,3895.0,0.99875
proton,A,42.0,4000,41.9989412134298,41.9970523071233,41.99941008876262,29.09958979383196,0.6928812594683892,2.690298570064104,15.579132013739725,290954.5,1135.0,343.0,267.0,442.15999999999985,8.214822171113768,3895.0,0.9995
proton,A,43.0,4000,42.998957097848056,42.99710129029485,42.99942453175037,29.94210222676773,0.6963502421860864,2.6396276715715947,16.259018065097138,299381.5,1164.0,353.0,276.0,453.0,8.279320982320389,3895.0,0.99925
proton,A,44.0,4000,43.998969018489866,43.997093230529245,43.99944114137445,30.789177724688138,0.699781059240667,2.590977243993141,16.943813305725698,307831.5,1201.0,362.0,283.0,465.0,8.273289717708124,3895.0,0.9995
proton,A,46.0,4000,45.99901208572565,45.99705865064849,45.999461770976644,32.495638731968384,0.7064600596491426,2.498154920749561,18.362966693974418,324896.0,1262.0,382.0,297.0,490.0,8.369661141355001,3895.0,0.99925
proton,A,55.0,4000,31.939918109798217,30.953765530173744,32.888800852989874,26.477668136831184,0.8293901906872692,1.576479061652599,20.147038767948033,264765.5,1040.0,313.0,243.84000000000003,404.0,9.781735510983935,3895.0,0.04225
proton,A,70.0,4000,22.924749914553566,22.166748581591612,23.64048998183239,20.087680941551945,0.876878441898659,1.1105315297001723,20.14523666090897,200904.5,791.5,239.0,187.0,309.0,10.362989646542982,3895.0,0.03275
proton,A,90.0,4000,17.809784899071232,17.239556684594696,18.417180686207868,16.090045395484093,0.9039373559043216,0.8471861969275365,20.143316891198342,160918.0,635.0,193.0,150.0,248.0,10.708935569344579,3895.0,0.02725
