template_id,amp_bin,shape,amp_low,amp_high,amp_center,late_fraction_center,n_train_pulses,template_cfd20_sample,template_peak_sample,template_area,fallback_used,heldout_run,training_runs
B8:amp1:slow_tail,1,slow_tail,2567.495,3053.06,2674.5,0.7351918175852741,10,3.359522515275851,7,7.792315545431649,True,44,46 47
B8:amp2:fast_tail,2,fast_tail,3053.06,6432.0,2674.5,0.7351918175852741,10,3.359522515275851,7,7.792315545431649,True,44,46 47
B8:amp2:balanced,2,balanced,3053.06,6432.0,2674.5,0.7351918175852741,10,3.359522515275851,7,7.792315545431649,True,44,46 47
B8:amp2:slow_tail,2,slow_tail,3053.06,6432.0,2674.5,0.7351918175852741,10,3.359522515275851,7,7.792315545431649,True,44,46 47
B2:amp0:fast_tail,0,fast_tail,1501.0,3865.34,2868.0,0.40812725277078377,771,1.9042808432676197,5,7.937083491117804,False,45,46 47
B2:amp0:balanced,0,balanced,1501.0,3865.34,2898.25,0.5240428136579793,422,3.0942893942306244,6,7.725155048001952,False,45,46 47
B2:amp0:slow_tail,0,slow_tail,1501.0,3865.34,3114.5,0.6292295577670343,589,3.769979968844479,7,8.16325558181084,False,45,46 47
B2:amp1:fast_tail,1,fast_tail,3865.34,6246.52,4915.0,0.45408148700321,324,1.1786242612679947,4,9.28358498723463,False,45,46 47
B2:amp1:balanced,1,balanced,3865.34,6246.52,5005.0,0.5157293863475747,659,2.0464938039524205,4,9.147903983939447,False,45,46 47
B2:amp1:slow_tail,1,slow_tail,3865.34,6246.52,4874.0,0.6228067591911721,798,3.2510171199033966,5,9.874726524033422,False,45,46 47
B2:amp2:fast_tail,2,fast_tail,6246.52,9647.0,8068.5,0.4562725598985154,687,1.3850640838589185,4,8.265979901974642,False,45,46 47
B2:amp2:balanced,2,balanced,6246.52,9647.0,7844.75,0.5189866395978201,700,2.4597225277121773,5,8.299610754836438,False,45,46 47
B2:amp2:slow_tail,2,slow_tail,6246.52,9647.0,7372.0,0.5933276818777224,449,3.1731481484863795,6,9.245976857530483,False,45,46 47
B4:amp0:fast_tail,0,fast_tail,1932.0,2584.48,2335.5,0.39841734464290635,10,1.8761300475521492,5,7.940592774740123,True,45,46 47
B4:amp0:balanced,0,balanced,1932.0,2584.48,2335.5,0.39841734464290635,10,1.8761300475521492,5,7.940592774740123,True,45,46 47
B4:amp0:slow_tail,0,slow_tail,1932.0,2584.48,2335.5,0.39841734464290635,10,1.8761300475521492,5,7.940592774740123,True,45,46 47
B4:amp1:fast_tail,1,fast_tail,2584.48,3589.38,2877.5,0.6221969611788508,9,3.4193588593926947,7,7.584382606918808,True,45,46 47
B4:amp1:balanced,1,balanced,2584.48,3589.38,2877.5,0.6221969611788508,9,3.4193588593926947,7,7.584382606918808,True,45,46 47
B4:amp1:slow_tail,1,slow_tail,2584.48,3589.38,2877.5,0.6221969611788508,9,3.4193588593926947,7,7.584382606918808,True,45,46 47
B4:amp2:fast_tail,2,fast_tail,3589.38,8348.0,4816.25,0.447899964726551,10,1.073179271451893,3,10.981012461462237,True,45,46 47
B4:amp2:balanced,2,balanced,3589.38,8348.0,4816.25,0.447899964726551,10,1.073179271451893,3,10.981012461462237,True,45,46 47
B4:amp2:slow_tail,2,slow_tail,3589.38,8348.0,4816.25,0.447899964726551,10,1.073179271451893,3,10.981012461462237,True,45,46 47
B6:amp0:fast_tail,0,fast_tail,1519.0,2347.935,2763.75,0.6009834521988113,18,3.244130864715137,6,8.515996448696113,True,45,46 47
B6:amp0:balanced,0,balanced,1519.0,2347.935,2763.75,0.6009834521988113,18,3.244130864715137,6,8.515996448696113,True,45,46 47
B6:amp0:slow_tail,0,slow_tail,1519.0,2347.935,2763.75,0.6009834521988113,18,3.244130864715137,6,8.515996448696113,True,45,46 47
B6:amp1:fast_tail,1,fast_tail,2347.935,3420.64,2763.75,0.6009834521988113,18,3.244130864715137,6,8.515996448696113,True,45,46 47
B6:amp1:balanced,1,balanced,2347.935,3420.64,2763.75,0.6009834521988113,18,3.244130864715137,6,8.515996448696113,True,45,46 47
B6:amp1:slow_tail,1,slow_tail,2347.935,3420.64,2763.75,0.6009834521988113,18,3.244130864715137,6,8.515996448696113,True,45,46 47
B6:amp2:fast_tail,2,fast_tail,3420.64,3793.5,2763.75,0.6009834521988113,18,3.244130864715137,6,8.515996448696113,True,45,46 47
B6:amp2:balanced,2,balanced,3420.64,3793.5,2763.75,0.6009834521988113,18,3.244130864715137,6,8.515996448696113,True,45,46 47
B6:amp2:slow_tail,2,slow_tail,3420.64,3793.5,2763.75,0.6009834521988113,18,3.244130864715137,6,8.515996448696113,True,45,46 47
B8:amp0:fast_tail,0,fast_tail,2051.0,2567.495,2674.5,0.7351918175852741,10,3.359522515275851,7,7.792315545431649,True,45,46 47
B8:amp0:balanced,0,balanced,2051.0,2567.495,2674.5,0.7351918175852741,10,3.359522515275851,7,7.792315545431649,True,45,46 47
B8:amp0:slow_tail,0,slow_tail,2051.0,2567.495,2674.5,0.7351918175852741,10,3.359522515275851,7,7.792315545431649,True,45,46 47
B8:amp1:fast_tail,1,fast_tail,2567.495,3053.06,2674.5,0.7351918175852741,10,3.359522515275851,7,7.792315545431649,True,45,46 47
B8:amp1:balanced,1,balanced,2567.495,3053.06,2674.5,0.7351918175852741,10,3.359522515275851,7,7.792315545431649,True,45,46 47
B8:amp1:slow_tail,1,slow_tail,2567.495,3053.06,2674.5,0.7351918175852741,10,3.359522515275851,7,7.792315545431649,True,45,46 47
B8:amp2:fast_tail,2,fast_tail,3053.06,6432.0,2674.5,0.7351918175852741,10,3.359522515275851,7,7.792315545431649,True,45,46 47
B8:amp2:balanced,2,balanced,3053.06,6432.0,2674.5,0.7351918175852741,10,3.359522515275851,7,7.792315545431649,True,45,46 47
B8:amp2:slow_tail,2,slow_tail,3053.06,6432.0,2674.5,0.7351918175852741,10,3.359522515275851,7,7.792315545431649,True,45,46 47
B2:amp0:fast_tail,0,fast_tail,1501.0,3887.12,2877.5,0.40681750408653083,677,1.8776683981992646,5,7.948945096851005,False,46,47
B2:amp0:balanced,0,balanced,1501.0,3887.12,2901.0,0.523023838378369,368,3.094072251369945,6,7.7235576494739435,False,46,47
B2:amp0:slow_tail,0,slow_tail,1501.0,3887.12,3128.5,0.63033604438099,529,3.7759185875857257,7,8.188414514276554,False,46,47
B2:amp1:fast_tail,1,fast_tail,3887.12,6324.8099999999995,4931.75,0.4545816734324908,288,1.1844827907901585,3,9.273989517894218,False,46,47
B2:amp1:balanced,1,balanced,3887.12,6324.8099999999995,5050.75,0.5161552374725433,588,2.0502709823273033,4,9.128586210451195,False,46,47
B2:amp1:slow_tail,1,slow_tail,3887.12,6324.8099999999995,4903.5,0.6216684310132787,698,3.2448820105554095,5,9.863309419754783,False,46,47
B2:amp2:fast_tail,2,fast_tail,6324.8099999999995,9647.0,8073.5,0.45635005838760806,609,1.3889598295188357,4,8.250422403889754,False,46,47
B2:amp2:balanced,2,balanced,6324.8099999999995,9647.0,7886.0,0.5189866395978201,618,2.4729880911527022,5,8.272586248263929,False,46,47
B2:amp2:slow_tail,2,slow_tail,6324.8099999999995,9647.0,7395.0,0.5913093832121161,395,3.1729005062308313,5,9.130112517908971,False,46,47
B4:amp0:fast_tail,0,fast_tail,1932.0,2574.49,2266.5,0.39518674734303344,9,1.7225487786597595,5,7.999327108726891,True,46,47
B4:amp0:balanced,0,balanced,1932.0,2574.49,2266.5,0.39518674734303344,9,1.7225487786597595,5,7.999327108726891,True,46,47
B4:amp0:slow_tail,0,slow_tail,1932.0,2574.49,2266.5,0.39518674734303344,9,1.7225487786597595,5,7.999327108726891,True,46,47
B4:amp1:fast_tail,1,fast_tail,2574.49,3684.92,2858.5,0.5996001448454075,9,3.352174124052452,6,7.685646186833419,True,46,47
B4:amp1:balanced,1,balanced,2574.49,3684.92,2858.5,0.5996001448454075,9,3.352174124052452,6,7.685646186833419,True,46,47
B4:amp1:slow_tail,1,slow_tail,2574.49,3684.92,2858.5,0.5996001448454075,9,3.352174124052452,6,7.685646186833419,True,46,47
B4:amp2:fast_tail,2,fast_tail,3684.92,8348.0,4816.25,0.447899964726551,10,1.073179271451893,3,10.981012461462237,True,46,47
B4:amp2:balanced,2,balanced,3684.92,8348.0,4816.25,0.447899964726551,10,1.073179271451893,3,10.981012461462237,True,46,47
B4:amp2:slow_tail,2,slow_tail,3684.92,8348.0,4816.25,0.447899964726551,10,1.073179271451893,3,10.981012461462237,True,46,47
B6:amp0:fast_tail,0,fast_tail,1519.0,2327.2,2625.5,0.6081136800376232,16,3.4820942676934155,7,8.503422034694402,True,46,47
B6:amp0:balanced,0,balanced,1519.0,2327.2,2625.5,0.6081136800376232,16,3.4820942676934155,7,8.503422034694402,True,46,47
B6:amp0:slow_tail,0,slow_tail,1519.0,2327.2,2625.5,0.6081136800376232,16,3.4820942676934155,7,8.503422034694402,True,46,47
B6:amp1:fast_tail,1,fast_tail,2327.2,3379.65,2625.5,0.6081136800376232,16,3.4820942676934155,7,8.503422034694402,True,46,47
B6:amp1:balanced,1,balanced,2327.2,3379.65,2625.5,0.6081136800376232,16,3.4820942676934155,7,8.503422034694402,True,46,47
B6:amp1:slow_tail,1,slow_tail,2327.2,3379.65,2625.5,0.6081136800376232,16,3.4820942676934155,7,8.503422034694402,True,46,47
B6:amp2:fast_tail,2,fast_tail,3379.65,3793.5,2625.5,0.6081136800376232,16,3.4820942676934155,7,8.503422034694402,True,46,47
B6:amp2:balanced,2,balanced,3379.65,3793.5,2625.5,0.6081136800376232,16,3.4820942676934155,7,8.503422034694402,True,46,47
B6:amp2:slow_tail,2,slow_tail,3379.65,3793.5,2625.5,0.6081136800376232,16,3.4820942676934155,7,8.503422034694402,True,46,47
B8:amp0:fast_tail,0,fast_tail,2051.0,2539.94,2701.5,0.7549283615290288,9,3.676424313051825,7,7.270945844674974,True,46,47
B8:amp0:balanced,0,balanced,2051.0,2539.94,2701.5,0.7549283615290288,9,3.676424313051825,7,7.270945844674974,True,46,47
B8:amp0:slow_tail,0,slow_tail,2051.0,2539.94,2701.5,0.7549283615290288,9,3.676424313051825,7,7.270945844674974,True,46,47
B8:amp1:fast_tail,1,fast_tail,2539.94,3188.76,2701.5,0.7549283615290288,9,3.676424313051825,7,7.270945844674974,True,46,47
B8:amp1:balanced,1,balanced,2539.94,3188.76,2701.5,0.7549283615290288,9,3.676424313051825,7,7.270945844674974,True,46,47
B8:amp1:slow_tail,1,slow_tail,2539.94,3188.76,2701.5,0.7549283615290288,9,3.676424313051825,7,7.270945844674974,True,46,47
B8:amp2:fast_tail,2,fast_tail,3188.76,6432.0,2701.5,0.7549283615290288,9,3.676424313051825,7,7.270945844674974,True,46,47
B8:amp2:balanced,2,balanced,3188.76,6432.0,2701.5,0.7549283615290288,9,3.676424313051825,7,7.270945844674974,True,46,47
B8:amp2:slow_tail,2,slow_tail,3188.76,6432.0,2701.5,0.7549283615290288,9,3.676424313051825,7,7.270945844674974,True,46,47
B2:amp0:fast_tail,0,fast_tail,1518.5,3772.88,2824.5,0.4114377875153671,93,2.027047386130541,5,7.848543951766898,False,47,46
B2:amp0:balanced,0,balanced,1518.5,3772.88,2723.0,0.5314311900591873,53,3.1352176856266,6,7.658820902728712,False,47,46
B2:amp0:slow_tail,0,slow_tail,1518.5,3772.88,3022.5,0.6266608912595905,62,3.752591914586681,7,8.04785028224957,False,47,46
B2:amp1:fast_tail,1,fast_tail,3772.88,5774.92,4795.5,0.4491950942410894,37,1.2345368924288713,4,9.168953084568725,False,47,46
B2:amp1:balanced,1,balanced,3772.88,5774.92,4764.5,0.5126673995906474,75,2.051058312999516,4,9.173275145135662,False,47,46
B2:amp1:slow_tail,1,slow_tail,3772.88,5774.92,4585.0,0.6361639165052828,95,3.322115002514218,6,9.811125180258147,False,47,46
B2:amp2:fast_tail,2,fast_tail,5774.92,9604.0,8010.75,0.45555651414733156,78,1.3455346082096191,4,8.432720416171964,False,47,46
B2:amp2:balanced,2,balanced,5774.92,9604.0,7403.0,0.5183173610964356,79,2.358508254310916,5,8.545894652312962,False,47,46
B2:amp2:slow_tail,2,slow_tail,5774.92,9604.0,7074.0,0.5999096861594039,57,3.1878216938514985,6,9.359628075975236,False,47,46
B4:amp0:fast_tail,0,fast_tail,3167.0,3168.0,3167.0,1.0,1,10.546048850574712,17,-10.85330877516116,True,47,46
B4:amp0:balanced,0,balanced,3167.0,3168.0,3167.0,1.0,1,10.546048850574712,17,-10.85330877516116,True,47,46
B4:amp0:slow_tail,0,slow_tail,3167.0,3168.0,3167.0,1.0,1,10.546048850574712,17,-10.85330877516116,True,47,46
B4:amp1:fast_tail,1,fast_tail,3168.0,3169.0,3167.0,1.0,1,10.546048850574712,17,-10.85330877516116,True,47,46
B4:amp1:balanced,1,balanced,3168.0,3169.0,3167.0,1.0,1,10.546048850574712,17,-10.85330877516116,True,47,46
B4:amp1:slow_tail,1,slow_tail,3168.0,3169.0,3167.0,1.0,1,10.546048850574712,17,-10.85330877516116,True,47,46
B4:amp2:fast_tail,2,fast_tail,3169.0,3170.0,3167.0,1.0,1,10.546048850574712,17,-10.85330877516116,True,47,46
B4:amp2:balanced,2,balanced,3169.0,3170.0,3167.0,1.0,1,10.546048850574712,17,-10.85330877516116,True,47,46
B4:amp2:slow_tail,2,slow_tail,3169.0,3170.0,3167.0,1.0,1,10.546048850574712,17,-10.85330877516116,True,47,46
B6:amp0:fast_tail,0,fast_tail,2890.5,3182.2200000000003,3332.5,0.5548374154867934,2,3.0530240899681256,6,8.6615172994937,True,47,46
B6:amp0:balanced,0,balanced,2890.5,3182.2200000000003,3332.5,0.5548374154867934,2,3.0530240899681256,6,8.6615172994937,True,47,46
B6:amp0:slow_tail,0,slow_tail,2890.5,3182.2200000000003,3332.5,0.5548374154867934,2,3.0530240899681256,6,8.6615172994937,True,47,46
B6:amp1:fast_tail,1,fast_tail,3182.2200000000003,3473.94,3332.5,0.5548374154867934,2,3.0530240899681256,6,8.6615172994937,True,47,46
B6:amp1:balanced,1,balanced,3182.2200000000003,3473.94,3332.5,0.5548374154867934,2,3.0530240899681256,6,8.6615172994937,True,47,46
B6:amp1:slow_tail,1,slow_tail,3182.2200000000003,3473.94,3332.5,0.5548374154867934,2,3.0530240899681256,6,8.6615172994937,True,47,46
B6:amp2:fast_tail,2,fast_tail,3473.94,3774.5,3332.5,0.5548374154867934,2,3.0530240899681256,6,8.6615172994937,True,47,46
B6:amp2:balanced,2,balanced,3473.94,3774.5,3332.5,0.5548374154867934,2,3.0530240899681256,6,8.6615172994937,True,47,46
B6:amp2:slow_tail,2,slow_tail,3473.94,3774.5,3332.5,0.5548374154867934,2,3.0530240899681256,6,8.6615172994937,True,47,46
B8:amp0:fast_tail,0,fast_tail,2647.5,2648.5,2647.5,0.5939645823135221,1,3.4019798955665754,7,7.801264011123693,True,47,46
B8:amp0:balanced,0,balanced,2647.5,2648.5,2647.5,0.5939645823135221,1,3.4019798955665754,7,7.801264011123693,True,47,46
B8:amp0:slow_tail,0,slow_tail,2647.5,2648.5,2647.5,0.5939645823135221,1,3.4019798955665754,7,7.801264011123693,True,47,46
B8:amp1:fast_tail,1,fast_tail,2648.5,2649.5,2647.5,0.5939645823135221,1,3.4019798955665754,7,7.801264011123693,True,47,46
B8:amp1:balanced,1,balanced,2648.5,2649.5,2647.5,0.5939645823135221,1,3.4019798955665754,7,7.801264011123693,True,47,46
B8:amp1:slow_tail,1,slow_tail,2648.5,2649.5,2647.5,0.5939645823135221,1,3.4019798955665754,7,7.801264011123693,True,47,46
B8:amp2:fast_tail,2,fast_tail,2649.5,2650.5,2647.5,0.5939645823135221,1,3.4019798955665754,7,7.801264011123693,True,47,46
B8:amp2:balanced,2,balanced,2649.5,2650.5,2647.5,0.5939645823135221,1,3.4019798955665754,7,7.801264011123693,True,47,46
B8:amp2:slow_tail,2,slow_tail,2649.5,2650.5,2647.5,0.5939645823135221,1,3.4019798955665754,7,7.801264011123693,True,47,46
B2:amp0:fast_tail,0,fast_tail,1501.0,3865.34,2868.0,0.40812725277078377,771,1.9042808432676197,5,7.937083491117804,False,48,46 47
B2:amp0:balanced,0,balanced,1501.0,3865.34,2898.25,0.5240428136579793,422,3.0942893942306244,6,7.725155048001952,False,48,46 47
B2:amp0:slow_tail,0,slow_tail,1501.0,3865.34,3114.5,0.6292295577670343,589,3.769979968844479,7,8.16325558181084,False,48,46 47
B2:amp1:fast_tail,1,fast_tail,3865.34,6246.52,4915.0,0.45408148700321,324,1.1786242612679947,4,9.28358498723463,False,48,46 47
B2:amp1:balanced,1,balanced,3865.34,6246.52,5005.0,0.5157293863475747,659,2.0464938039524205,4,9.147903983939447,False,48,46 47
B2:amp1:slow_tail,1,slow_tail,3865.34,6246.52,4874.0,0.6228067591911721,798,3.2510171199033966,5,9.874726524033422,False,48,46 47
B2:amp2:fast_tail,2,fast_tail,6246.52,9647.0,8068.5,0.4562725598985154,687,1.3850640838589185,4,8.265979901974642,False,48,46 47
B2:amp2:balanced,2,balanced,6246.52,9647.0,7844.75,0.5189866395978201,700,2.4597225277121773,5,8.299610754836438,False,48,46 47
B2:amp2:slow_tail,2,slow_tail,6246.52,9647.0,7372.0,0.5933276818777224,449,3.1731481484863795,6,9.245976857530483,False,48,46 47
B4:amp0:fast_tail,0,fast_tail,1932.0,2584.48,2335.5,0.39841734464290635,10,1.8761300475521492,5,7.940592774740123,True,48,46 47
B4:amp0:balanced,0,balanced,1932.0,2584.48,2335.5,0.39841734464290635,10,1.8761300475521492,5,7.940592774740123,True,48,46 47
B4:amp0:slow_tail,0,slow_tail,1932.0,2584.48,2335.5,0.39841734464290635,10,1.8761300475521492,5,7.940592774740123,True,48,46 47
B4:amp1:fast_tail,1,fast_tail,2584.48,3589.38,2877.5,0.6221969611788508,9,3.4193588593926947,7,7.584382606918808,True,48,46 47
B4:amp1:balanced,1,balanced,2584.48,3589.38,2877.5,0.6221969611788508,9,3.4193588593926947,7,7.584382606918808,True,48,46 47
B4:amp1:slow_tail,1,slow_tail,2584.48,3589.38,2877.5,0.6221969611788508,9,3.4193588593926947,7,7.584382606918808,True,48,46 47
B4:amp2:fast_tail,2,fast_tail,3589.38,8348.0,4816.25,0.447899964726551,10,1.073179271451893,3,10.981012461462237,True,48,46 47
B4:amp2:balanced,2,balanced,3589.38,8348.0,4816.25,0.447899964726551,10,1.073179271451893,3,10.981012461462237,True,48,46 47
B4:amp2:slow_tail,2,slow_tail,3589.38,8348.0,4816.25,0.447899964726551,10,1.073179271451893,3,10.981012461462237,True,48,46 47
B6:amp0:fast_tail,0,fast_tail,1519.0,2347.935,2763.75,0.6009834521988113,18,3.244130864715137,6,8.515996448696113,True,48,46 47
B6:amp0:balanced,0,balanced,1519.0,2347.935,2763.75,0.6009834521988113,18,3.244130864715137,6,8.515996448696113,True,48,46 47
B6:amp0:slow_tail,0,slow_tail,1519.0,2347.935,2763.75,0.6009834521988113,18,3.244130864715137,6,8.515996448696113,True,48,46 47
B6:amp1:fast_tail,1,fast_tail,2347.935,3420.64,2763.75,0.6009834521988113,18,3.244130864715137,6,8.515996448696113,True,48,46 47
B6:amp1:balanced,1,balanced,2347.935,3420.64,2763.75,0.6009834521988113,18,3.244130864715137,6,8.515996448696113,True,48,46 47
B6:amp1:slow_tail,1,slow_tail,2347.935,3420.64,2763.75,0.6009834521988113,18,3.244130864715137,6,8.515996448696113,True,48,46 47
B6:amp2:fast_tail,2,fast_tail,3420.64,3793.5,2763.75,0.6009834521988113,18,3.244130864715137,6,8.515996448696113,True,48,46 47
B6:amp2:balanced,2,balanced,3420.64,3793.5,2763.75,0.6009834521988113,18,3.244130864715137,6,8.515996448696113,True,48,46 47
B6:amp2:slow_tail,2,slow_tail,3420.64,3793.5,2763.75,0.6009834521988113,18,3.244130864715137,6,8.515996448696113,True,48,46 47
B8:amp0:fast_tail,0,fast_tail,2051.0,2567.495,2674.5,0.7351918175852741,10,3.359522515275851,7,7.792315545431649,True,48,46 47
B8:amp0:balanced,0,balanced,2051.0,2567.495,2674.5,0.7351918175852741,10,3.359522515275851,7,7.792315545431649,True,48,46 47
B8:amp0:slow_tail,0,slow_tail,2051.0,2567.495,2674.5,0.7351918175852741,10,3.359522515275851,7,7.792315545431649,True,48,46 47
B8:amp1:fast_tail,1,fast_tail,2567.495,3053.06,2674.5,0.7351918175852741,10,3.359522515275851,7,7.792315545431649,True,48,46 47
B8:amp1:balanced,1,balanced,2567.495,3053.06,2674.5,0.7351918175852741,10,3.359522515275851,7,7.792315545431649,True,48,46 47
B8:amp1:slow_tail,1,slow_tail,2567.495,3053.06,2674.5,0.7351918175852741,10,3.359522515275851,7,7.792315545431649,True,48,46 47
B8:amp2:fast_tail,2,fast_tail,3053.06,6432.0,2674.5,0.7351918175852741,10,3.359522515275851,7,7.792315545431649,True,48,46 47
B8:amp2:balanced,2,balanced,3053.06,6432.0,2674.5,0.7351918175852741,10,3.359522515275851,7,7.792315545431649,True,48,46 47
B8:amp2:slow_tail,2,slow_tail,3053.06,6432.0,2674.5,0.7351918175852741,10,3.359522515275851,7,7.792315545431649,True,48,46 47
B2:amp0:fast_tail,0,fast_tail,1501.0,3865.34,2868.0,0.40812725277078377,771,1.9042808432676197,5,7.937083491117804,False,49,46 47
B2:amp0:balanced,0,balanced,1501.0,3865.34,2898.25,0.5240428136579793,422,3.0942893942306244,6,7.725155048001952,False,49,46 47
B2:amp0:slow_tail,0,slow_tail,1501.0,3865.34,3114.5,0.6292295577670343,589,3.769979968844479,7,8.16325558181084,False,49,46 47
B2:amp1:fast_tail,1,fast_tail,3865.34,6246.52,4915.0,0.45408148700321,324,1.1786242612679947,4,9.28358498723463,False,49,46 47
B2:amp1:balanced,1,balanced,3865.34,6246.52,5005.0,0.5157293863475747,659,2.0464938039524205,4,9.147903983939447,False,49,46 47
B2:amp1:slow_tail,1,slow_tail,3865.34,6246.52,4874.0,0.6228067591911721,798,3.2510171199033966,5,9.874726524033422,False,49,46 47
B2:amp2:fast_tail,2,fast_tail,6246.52,9647.0,8068.5,0.4562725598985154,687,1.3850640838589185,4,8.265979901974642,False,49,46 47
B2:amp2:balanced,2,balanced,6246.52,9647.0,7844.75,0.5189866395978201,700,2.4597225277121773,5,8.299610754836438,False,49,46 47
B2:amp2:slow_tail,2,slow_tail,6246.52,9647.0,7372.0,0.5933276818777224,449,3.1731481484863795,6,9.245976857530483,False,49,46 47
B4:amp0:fast_tail,0,fast_tail,1932.0,2584.48,2335.5,0.39841734464290635,10,1.8761300475521492,5,7.940592774740123,True,49,46 47
B4:amp0:balanced,0,balanced,1932.0,2584.48,2335.5,0.39841734464290635,10,1.8761300475521492,5,7.940592774740123,True,49,46 47
B4:amp0:slow_tail,0,slow_tail,1932.0,2584.48,2335.5,0.39841734464290635,10,1.8761300475521492,5,7.940592774740123,True,49,46 47
B4:amp1:fast_tail,1,fast_tail,2584.48,3589.38,2877.5,0.6221969611788508,9,3.4193588593926947,7,7.584382606918808,True,49,46 47
